ngram,string,strng,strng,strng
1619,4.737834647780151e-06,0.0,0.0,0.0
1620,5.06431453166962e-06,0.0,0.0,0.0
1621,4.253903252252453e-06,0.0,0.0,0.0
1622,4.506095641383061e-06,0.0,0.0,0.0
1623,5.583752405462812e-06,0.0,0.0,0.0
1624,5.810457180034843e-06,0.0,0.0,0.0
1625,9.055982461956904e-06,0.0,0.0,0.0
1626,8.178470531155263e-06,0.0,0.0,0.0
1627,7.692101900959511e-06,0.0,0.0,0.0
1628,7.972265296172867e-06,0.0,0.0,0.0
1629,7.916835037186892e-06,0.0,0.0,0.0
1630,8.305411191551165e-06,0.0,0.0,0.0
1631,7.991482334546163e-06,0.0,0.0,0.0
1632,4.894954307539072e-06,0.0,0.0,0.0
1633,4.843587605916712e-06,0.0,0.0,0.0
1634,9.954443937333832e-06,0.0,0.0,0.0
1635,1.122457654543853e-05,0.0,0.0,0.0
1636,1.1341626434711674e-05,0.0,0.0,0.0
1637,1.1265435984699121e-05,0.0,0.0,0.0
1638,1.1386046285874077e-05,0.0,0.0,0.0
1639,1.0978274043996602e-05,0.0,0.0,0.0
1640,1.029276388310661e-05,0.0,0.0,0.0
1641,4.98180904579775e-06,0.0,0.0,0.0
1642,5.627991518914703e-06,0.0,0.0,0.0
1643,5.023558693600145e-06,0.0,0.0,0.0
1644,4.366807957012497e-06,0.0,0.0,0.0
1645,4.306615551286086e-06,0.0,0.0,0.0
1646,4.173743263891083e-06,0.0,0.0,0.0
1647,4.490829918982594e-06,0.0,0.0,0.0
1648,5.1966720207019534e-06,0.0,0.0,0.0
1649,2.9782310986904903e-06,0.0,0.0,0.0
1650,4.688634232609599e-06,0.0,0.0,0.0
1651,4.3853433128658385e-06,0.0,0.0,0.0
1652,4.65391089424624e-06,0.0,0.0,0.0
1653,4.930051367019976e-06,0.0,0.0,0.0
1654,4.865463470845757e-06,0.0,0.0,0.0
1655,4.795516766924786e-06,0.0,0.0,0.0
1656,5.4545931626697505e-06,0.0,0.0,0.0
1657,4.348978401529686e-06,0.0,0.0,0.0
1658,5.098521536898001e-06,0.0,0.0,0.0
1659,6.126662551001313e-06,0.0,0.0,0.0
1660,6.551531701656391e-06,0.0,0.0,0.0
1661,7.097138027997321e-06,0.0,0.0,0.0
1662,7.437994619457251e-06,0.0,0.0,0.0
1663,7.673582331335638e-06,0.0,0.0,0.0
1664,8.589893695898354e-06,0.0,0.0,0.0
1665,8.203998861842723e-06,0.0,0.0,0.0
1666,8.161408394309027e-06,0.0,0.0,0.0
1667,8.073611297731986e-06,0.0,0.0,0.0
1668,7.870597983128391e-06,0.0,0.0,0.0
1669,7.19375910713487e-06,0.0,0.0,0.0
1670,6.606429451494478e-06,0.0,0.0,0.0
1671,5.346998997473358e-06,0.0,0.0,0.0
1672,5.069962526249583e-06,0.0,0.0,0.0
1673,3.7936839102517946e-06,0.0,0.0,0.0
