ngram,string,strng,strng,strng
1674,4.0556487225070925e-06,0.0,0.0,0.0
1675,3.5297837257530773e-06,0.0,0.0,0.0
1676,3.4539985205940738e-06,0.0,0.0,0.0
1677,3.3260704900125608e-06,0.0,0.0,0.0
1678,4.467971621124889e-06,0.0,0.0,0.0
1679,4.205148440762839e-06,0.0,0.0,0.0
1680,4.064510416615771e-06,0.0,0.0,0.0
1681,3.647990882070319e-06,0.0,0.0,0.0
1682,3.691718737692489e-06,0.0,0.0,0.0
1683,3.877760134076068e-06,0.0,0.0,0.0
1684,3.951000280721928e-06,0.0,0.0,0.0
1685,2.820812401945919e-06,0.0,0.0,0.0
1686,3.1472362544653672e-06,0.0,0.0,0.0
1687,3.2134174879112313e-06,0.0,0.0,0.0
1688,3.25971180765399e-06,0.0,0.0,0.0
1689,3.240663675439594e-06,0.0,0.0,0.0
1690,2.8772125233444967e-06,0.0,0.0,0.0
1691,2.7127709440069988e-06,0.0,0.0,0.0
1692,2.633082512407522e-06,0.0,0.0,0.0
1693,2.3977323410560658e-06,3.135119389493671e-08,3.135119389493671e-08,3.135119389493671e-08
1694,2.394387316988806e-06,3.135119389493671e-08,3.135119389493671e-08,3.135119389493671e-08
1695,2.083326031814587e-06,3.135119389493671e-08,3.135119389493671e-08,3.135119389493671e-08
1696,2.03481975599321e-06,3.135119389493671e-08,3.135119389493671e-08,3.135119389493671e-08
1697,5.145452762787629e-06,3.135119389493671e-08,3.135119389493671e-08,3.135119389493671e-08
1698,5.160073994505053e-06,3.135119389493671e-08,3.135119389493671e-08,3.135119389493671e-08
1699,5.2158654852973996e-06,3.135119389493671e-08,3.135119389493671e-08,3.135119389493671e-08
1700,5.455905725934177e-06,0.0,0.0,0.0
1701,5.676054667804108e-06,0.0,0.0,0.0
1702,5.836861484047924e-06,0.0,0.0,0.0
1703,5.523764765972114e-06,0.0,0.0,0.0
1704,2.498160662461097e-06,0.0,0.0,0.0
1705,2.5319286416041516e-06,0.0,0.0,0.0
1706,2.6240605198576565e-06,0.0,0.0,0.0
1707,2.342968449348908e-06,0.0,0.0,0.0
1708,2.1586941686889205e-06,0.0,0.0,0.0
1709,2.003883521086079e-06,0.0,0.0,0.0
1710,3.2719797218305757e-06,0.0,0.0,0.0
1711,3.2243273965702557e-06,0.0,0.0,0.0
1712,3.1919997322152734e-06,0.0,0.0,0.0
1713,3.1927804359708844e-06,0.0,0.0,0.0
1714,3.3101199993065426e-06,0.0,0.0,0.0
1715,3.324771016975449e-06,0.0,0.0,0.0
1716,3.6617025541220627e-06,0.0,0.0,0.0
1717,2.723837756743056e-06,0.0,0.0,0.0
1718,3.0544800405810487e-06,0.0,0.0,0.0
1719,3.1032468866344842e-06,0.0,0.0,0.0
1720,2.9423601160617963e-06,0.0,0.0,0.0
1721,2.748970749572826e-06,0.0,0.0,0.0
1722,3.451448248727372e-06,0.0,0.0,0.0
1723,3.227628099011781e-06,0.0,0.0,0.0
1724,3.69320814895348e-06,0.0,0.0,0.0
1725,3.7913808910161606e-06,0.0,0.0,0.0
1726,3.935404314298856e-06,0.0,0.0,0.0
1727,4.39574104607995e-06,0.0,0.0,0.0
1728,4.466039302185111e-06,0.0,0.0,0.0
1729,3.711315733718428e-06,0.0,0.0,0.0
1730,3.8867720734612836e-06,0.0,0.0,0.0
1731,3.5256642831882345e-06,0.0,0.0,0.0
1732,3.3752166765615196e-06,0.0,0.0,0.0
1733,3.1605464820521386e-06,0.0,0.0,0.0
1734,3.145856583484731e-06,0.0,0.0,0.0
1735,3.319882417989512e-06,0.0,0.0,0.0
1736,3.7337139896668044e-06,0.0,0.0,0.0
1737,3.6290348199535013e-06,0.0,0.0,0.0
1738,3.2430090024198373e-06,0.0,0.0,0.0
1739,2.9872668392272317e-06,0.0,0.0,0.0
1740,3.1078140442072514e-06,0.0,0.0,0.0
1741,2.794345196629625e-06,0.0,0.0,0.0
1742,2.9472420724882146e-06,0.0,0.0,0.0
1743,2.917315993857171e-06,0.0,0.0,0.0
1744,2.9908095647052894e-06,0.0,0.0,0.0
1745,5.058140215753935e-06,0.0,0.0,0.0
1746,5.598584526264208e-06,0.0,0.0,0.0
1747,5.996160780341597e-06,0.0,0.0,0.0
1748,6.108990874054143e-06,0.0,0.0,0.0
1749,6.366048312754304e-06,0.0,0.0,0.0
1750,6.353571734507568e-06,0.0,0.0,0.0
1751,6.45942398997639e-06,0.0,0.0,0.0
1752,4.940611883544729e-06,0.0,0.0,0.0
1753,5.129580391180103e-06,0.0,0.0,0.0
1754,5.1006427383981645e-06,0.0,0.0,0.0
1755,5.678140171637226e-06,0.0,0.0,0.0
1756,5.415336220591728e-06,0.0,0.0,0.0
1757,6.047227608568002e-06,0.0,0.0,0.0
1758,5.948948260733492e-06,0.0,0.0,0.0
1759,5.803090061817784e-06,0.0,0.0,0.0
1760,5.54745260420272e-06,0.0,0.0,0.0
1761,6.035123208546013e-06,0.0,0.0,0.0
1762,6.236470913531125e-06,2.6825820295276313e-09,2.6825820295276313e-09,2.6825820295276313e-09
1763,6.553997536684619e-06,2.6825820295276313e-09,2.6825820295276313e-09,2.6825820295276313e-09
1764,6.815066431694764e-06,2.6825820295276313e-09,2.6825820295276313e-09,2.6825820295276313e-09
1765,7.295815976249287e-06,2.6825820295276313e-09,2.6825820295276313e-09,2.6825820295276313e-09
1766,7.63283034237767e-06,2.6825820295276313e-09,2.6825820295276313e-09,2.6825820295276313e-09
1767,7.88102053255508e-06,2.6825820295276313e-09,2.6825820295276313e-09,2.6825820295276313e-09
1768,8.054708035030802e-06,2.6825820295276313e-09,2.6825820295276313e-09,2.6825820295276313e-09
1769,7.764286627726896e-06,0.0,0.0,0.0
1770,8.45925770980622e-06,0.0,0.0,0.0
1771,8.477034173535816e-06,0.0,0.0,0.0
1772,8.651210074666388e-06,2.6360818290121254e-09,2.6360818290121254e-09,2.6360818290121254e-09
1773,8.900133577429057e-06,2.6360818290121254e-09,2.6360818290121254e-09,2.6360818290121254e-09
1774,9.269528163713403e-06,2.6360818290121254e-09,2.6360818290121254e-09,2.6360818290121254e-09
1775,8.862296389062457e-06,2.6360818290121254e-09,2.6360818290121254e-09,2.6360818290121254e-09
1776,9.80451198172107e-06,2.6360818290121254e-09,2.6360818290121254e-09,2.6360818290121254e-09
1777,9.264129078344143e-06,2.6360818290121254e-09,2.6360818290121254e-09,2.6360818290121254e-09
1778,8.944063470802835e-06,2.6360818290121254e-09,2.6360818290121254e-09,2.6360818290121254e-09
1779,8.840452535098717e-06,0.0,0.0,0.0
1780,8.524124366106531e-06,2.349140310846971e-09,2.349140310846971e-09,2.349140310846971e-09
1781,8.805464208957606e-06,2.349140310846971e-09,2.349140310846971e-09,2.349140310846971e-09
1782,9.04481352595862e-06,2.349140310846971e-09,2.349140310846971e-09,2.349140310846971e-09
1783,9.058820653860624e-06,2.349140310846971e-09,2.349140310846971e-09,2.349140310846971e-09
1784,9.277409390051616e-06,4.013612426539177e-09,4.013612426539177e-09,4.013612426539177e-09
1785,9.202623589642047e-06,4.013612426539177e-09,4.013612426539177e-09,4.013612426539177e-09
1786,9.006376201016661e-06,5.353710744567966e-09,5.353710744567966e-09,5.353710744567966e-09
1787,9.264734996707244e-06,3.0045704337209956e-09,3.0045704337209956e-09,3.0045704337209956e-09
1788,8.545180402766814e-06,3.0045704337209956e-09,3.0045704337209956e-09,3.0045704337209956e-09
1789,8.397480996791273e-06,3.0045704337209956e-09,3.0045704337209956e-09,3.0045704337209956e-09
1790,7.5397361537657815e-06,3.0045704337209956e-09,3.0045704337209956e-09,3.0045704337209956e-09
1791,7.658928162917228e-06,1.3400983180287896e-09,1.3400983180287896e-09,1.3400983180287896e-09
1792,7.872394105236577e-06,2.428360369931072e-09,2.428360369931072e-09,2.428360369931072e-09
1793,7.978195558929915e-06,1.0882620519022827e-09,1.0882620519022827e-09,1.0882620519022827e-09
1794,8.244549007940805e-06,1.0882620519022827e-09,1.0882620519022827e-09,1.0882620519022827e-09
1795,8.600896632872588e-06,1.0882620519022827e-09,1.0882620519022827e-09,1.0882620519022827e-09
1796,8.851674140584822e-06,2.0364236646181713e-09,2.0364236646181713e-09,2.0364236646181713e-09
1797,9.155035058938665e-06,2.0364236646181713e-09,2.0364236646181713e-09,2.0364236646181713e-09
1798,9.25702917291866e-06,2.0364236646181713e-09,2.0364236646181713e-09,2.0364236646181713e-09
1799,9.292880024856589e-06,9.481616127158888e-10,9.481616127158888e-10,9.481616127158888e-10
1800,9.641388455098163e-06,9.481616127158888e-10,9.481616127158888e-10,9.481616127158888e-10
1801,9.330855521381767e-06,9.481616127158888e-10,9.481616127158888e-10,9.481616127158888e-10
1802,9.269077184269139e-06,9.481616127158888e-10,9.481616127158888e-10,9.481616127158888e-10
1803,9.234069303991938e-06,3.5099995925642295e-10,3.5099995925642295e-10,3.5099995925642295e-10
1804,9.201949329248496e-06,6.560775097800128e-10,6.560775097800128e-10,6.560775097800128e-10
1805,8.765883779103336e-06,6.560775097800128e-10,6.560775097800128e-10,6.560775097800128e-10
1806,9.021671368308099e-06,9.146276117430066e-10,9.146276117430066e-10,9.146276117430066e-10
1807,9.060003321792465e-06,9.146276117430066e-10,9.146276117430066e-10,9.146276117430066e-10
1808,9.175808632530139e-06,9.146276117430066e-10,9.146276117430066e-10,9.146276117430066e-10
1809,9.02777349308183e-06,1.2764772413679078e-09,1.2764772413679078e-09,1.2764772413679078e-09
1810,9.131693007345478e-06,9.254772821114849e-10,9.254772821114849e-10,9.254772821114849e-10
1811,8.878938842826756e-06,6.203997315878951e-10,6.203997315878951e-10,6.203997315878951e-10
1812,9.110141880747896e-06,6.203997315878951e-10,6.203997315878951e-10,6.203997315878951e-10
1813,8.40785313422592e-06,3.618496296249012e-10,3.618496296249012e-10,3.618496296249012e-10
1814,8.05168292572489e-06,5.708077661330841e-10,5.708077661330841e-10,5.708077661330841e-10
1815,8.060867652862466e-06,7.639484759077878e-10,7.639484759077878e-10,7.639484759077878e-10
1816,8.51570874666712e-06,4.0209884628288657e-10,4.0209884628288657e-10,4.0209884628288657e-10
1817,8.388131196365326e-06,4.0209884628288657e-10,4.0209884628288657e-10,4.0209884628288657e-10
1818,8.54241943670786e-06,9.392034293144646e-10,9.392034293144646e-10,9.392034293144646e-10
1819,8.731455181987258e-06,9.392034293144646e-10,9.392034293144646e-10,9.392034293144646e-10
1820,9.182215632920685e-06,1.23399730116753e-09,1.23399730116753e-09,1.23399730116753e-09
1821,9.309980928914488e-06,1.025039164659347e-09,1.025039164659347e-09,1.025039164659347e-09
1822,9.367242455482483e-06,8.318984548846434e-10,8.318984548846434e-10,8.318984548846434e-10
1823,9.140468786686792e-06,9.72361223285288e-10,9.72361223285288e-10,9.72361223285288e-10
