ngram,manufacturer,manfacturer,manufactrer,manufaturer
1570,2.970821307306843e-06,0.0,0.0,0.0
1571,2.970821307306843e-06,0.0,0.0,0.0
1572,2.970821307306843e-06,0.0,0.0,0.0
1573,2.970821307306843e-06,0.0,0.0,0.0
1574,2.970821307306843e-06,0.0,0.0,0.0
1575,2.970821307306843e-06,0.0,0.0,0.0
1576,0.0,0.0,0.0,0.0
1577,0.0,0.0,0.0,0.0
1578,0.0,0.0,0.0,0.0
1579,0.0,0.0,0.0,0.0
1580,0.0,0.0,0.0,0.0
1581,0.0,0.0,0.0,0.0
1582,0.0,0.0,0.0,0.0
1583,2.403113025398592e-07,0.0,0.0,0.0
1584,2.403113025398592e-07,0.0,0.0,0.0
1585,2.403113025398592e-07,0.0,0.0,0.0
1586,2.403113025398592e-07,0.0,0.0,0.0
1587,2.403113025398592e-07,0.0,0.0,0.0
1588,2.403113025398592e-07,0.0,0.0,0.0
1589,8.004907223429265e-07,0.0,0.0,0.0
1590,5.601794198030672e-07,0.0,0.0,0.0
1591,5.601794198030672e-07,0.0,0.0,0.0
1592,5.601794198030672e-07,0.0,0.0,0.0
1593,5.601794198030672e-07,0.0,0.0,0.0
1594,5.601794198030672e-07,0.0,0.0,0.0
1595,5.601794198030672e-07,0.0,0.0,0.0
1596,0.0,0.0,0.0,0.0
1597,0.0,0.0,0.0,0.0
1598,1.769356653572426e-07,0.0,0.0,0.0
1599,1.002313670791669e-06,0.0,0.0,0.0
1600,1.108819755505205e-06,0.0,0.0,0.0
1601,1.108819755505205e-06,0.0,0.0,0.0
1602,1.2132204736709745e-06,0.0,0.0,0.0
1603,1.2132204736709745e-06,0.0,0.0,0.0
1604,1.2132204736709745e-06,0.0,0.0,0.0
1605,1.0362848083137318e-06,0.0,0.0,0.0
1606,4.511471323504728e-07,0.0,0.0,0.0
1607,3.4464104763693673e-07,0.0,0.0,0.0
1608,3.4464104763693673e-07,0.0,0.0,0.0
1609,2.4024032947116733e-07,0.0,0.0,0.0
1610,2.4024032947116733e-07,0.0,0.0,0.0
1611,7.523017302446533e-07,0.0,0.0,0.0
1612,7.523017302446533e-07,0.0,0.0,0.0
1613,5.12061400773486e-07,0.0,0.0,0.0
1614,5.12061400773486e-07,0.0,0.0,0.0
1615,5.12061400773486e-07,0.0,0.0,0.0
1616,5.12061400773486e-07,0.0,0.0,0.0
1617,5.12061400773486e-07,0.0,0.0,0.0
1618,2.954314238325294e-07,0.0,0.0,0.0
1619,2.954314238325294e-07,0.0,0.0,0.0
1620,2.954314238325294e-07,0.0,0.0,0.0
1621,2.954314238325294e-07,0.0,0.0,0.0
1622,4.36128240315676e-07,0.0,0.0,0.0
1623,4.36128240315676e-07,0.0,0.0,0.0
1624,4.36128240315676e-07,0.0,0.0,0.0
1625,1.4069681648314664e-07,0.0,0.0,0.0
1626,1.4069681648314664e-07,0.0,0.0,0.0
1627,1.4069681648314664e-07,0.0,0.0,0.0
1628,1.4069681648314664e-07,0.0,0.0,0.0
1629,0.0,0.0,0.0,0.0
1630,0.0,0.0,0.0,0.0
1631,0.0,0.0,0.0,0.0
1632,0.0,0.0,0.0,0.0
1633,0.0,0.0,0.0,0.0
1634,3.7025448104291823e-07,0.0,0.0,0.0
1635,3.7025448104291823e-07,0.0,0.0,0.0
1636,3.7025448104291823e-07,0.0,0.0,0.0
1637,3.7025448104291823e-07,0.0,0.0,0.0
1638,3.7025448104291823e-07,0.0,0.0,0.0
1639,3.7025448104291823e-07,0.0,0.0,0.0
1640,3.7025448104291823e-07,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,7.822777498794104e-08,0.0,0.0,0.0
1650,1.6606804820185062e-07,0.0,0.0,0.0
1651,1.6606804820185062e-07,0.0,0.0,0.0
1652,8.897961834009038e-07,0.0,0.0,0.0
1653,8.897961834009038e-07,0.0,0.0,0.0
1654,8.897961834009038e-07,0.0,0.0,0.0
1655,8.897961834009038e-07,0.0,0.0,0.0
1656,8.115684084129628e-07,0.0,0.0,0.0
1657,7.237281351990532e-07,0.0,0.0,0.0
1658,2.653890922894269e-06,0.0,0.0,0.0
1659,1.930162787695216e-06,0.0,0.0,0.0
1660,2.0103375878274425e-06,0.0,0.0,0.0
1661,2.0103375878274425e-06,0.0,0.0,0.0
1662,2.0509374475555627e-06,0.0,0.0,0.0
1663,2.0509374475555627e-06,0.0,0.0,0.0
1664,2.0509374475555627e-06,0.0,0.0,0.0
1665,1.20774659860347e-07,0.0,0.0,0.0
1666,1.20774659860347e-07,0.0,0.0,0.0
1667,1.3795680940477594e-07,0.0,0.0,0.0
1668,1.8171002531224595e-07,0.0,0.0,0.0
1669,1.4111016558412563e-07,0.0,0.0,0.0
1670,1.4111016558412563e-07,0.0,0.0,0.0
1671,1.4111016558412563e-07,0.0,0.0,0.0
1672,1.4111016558412563e-07,0.0,0.0,0.0
1673,1.4111016558412563e-07,0.0,0.0,0.0
1674,4.3753215907470026e-08,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,7.240771537908586e-08,0.0,0.0,0.0
1681,9.450657379212706e-07,0.0,0.0,0.0
1682,9.652267708913444e-07,0.0,0.0,0.0
1683,9.652267708913444e-07,0.0,0.0,0.0
1684,9.652267708913444e-07,0.0,0.0,0.0
1685,9.652267708913444e-07,0.0,0.0,0.0
1686,9.652267708913444e-07,0.0,0.0,0.0
1687,8.928190555122586e-07,0.0,0.0,0.0
1688,2.016103297007378e-08,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,6.23108706219812e-08,0.0,0.0,0.0
1691,6.23108706219812e-08,0.0,0.0,0.0
1692,6.23108706219812e-08,0.0,0.0,0.0
1693,6.23108706219812e-08,0.0,0.0,0.0
1694,8.669642121666194e-08,0.0,0.0,0.0
1695,8.669642121666194e-08,0.0,0.0,0.0
1696,1.1818831272388966e-07,0.0,0.0,0.0
1697,4.758005587746084e-06,0.0,0.0,0.0
1698,5.152113873561705e-06,0.0,0.0,0.0
1699,5.1913224946734516e-06,0.0,0.0,0.0
1700,5.1913224946734516e-06,0.0,0.0,0.0
1701,5.186270462737801e-06,0.0,0.0,0.0
1702,5.186270462737801e-06,0.0,0.0,0.0
1703,5.154778571230574e-06,0.0,0.0,0.0
1704,4.5265042558639834e-07,0.0,0.0,0.0
1705,9.517335846404811e-08,0.0,0.0,0.0
1706,1.44567800524393e-07,0.0,0.0,0.0
1707,1.5672025353654006e-07,0.0,0.0,0.0
1708,1.373867348775093e-07,0.0,0.0,0.0
1709,1.373867348775093e-07,0.0,0.0,0.0
1710,1.718167815007681e-07,0.0,0.0,0.0
1711,1.718167815007681e-07,0.0,0.0,0.0
1712,1.35185562807497e-07,0.0,0.0,0.0
1713,4.658249963540584e-08,0.0,0.0,0.0
1714,1.397177657379091e-07,0.0,0.0,0.0
1715,1.51040119078516e-07,0.0,0.0,0.0
1716,1.51040119078516e-07,0.0,0.0,0.0
1717,1.166100724552572e-07,0.0,0.0,0.0
1718,1.166100724552572e-07,0.0,0.0,0.0
1719,1.3636468513108673e-07,0.0,0.0,0.0
1720,1.3636468513108673e-07,0.0,0.0,0.0
1721,3.1076966016436406e-08,0.0,0.0,0.0
1722,6.612013286095525e-08,0.0,0.0,0.0
1723,1.2169671898781026e-07,0.0,0.0,0.0
1724,1.2169671898781026e-07,0.0,0.0,0.0
1725,1.290496720279017e-07,0.0,0.0,0.0
1726,1.603950435326494e-07,0.0,0.0,0.0
1727,1.603950435326494e-07,0.0,0.0,0.0
1728,1.603950435326494e-07,0.0,0.0,0.0
1729,1.1402952334752367e-07,0.0,0.0,0.0
1730,7.481941314121546e-08,0.0,0.0,0.0
1731,7.481941314121546e-08,0.0,0.0,0.0
1732,6.746646010112403e-08,0.0,0.0,0.0
1733,5.851509143894873e-08,0.0,0.0,0.0
1734,9.980894434745227e-08,0.0,0.0,0.0
1735,1.3214357405136719e-07,0.0,0.0,0.0
1736,1.4316822419654533e-07,0.0,0.0,0.0
1737,1.8217477405966876e-07,0.0,0.0,0.0
1738,3.5242107340341787e-07,0.0,0.0,0.0
1739,3.653447393503484e-07,0.0,0.0,0.0
1740,3.231961238319465e-07,0.0,0.0,0.0
1741,3.591398335548287e-07,0.0,0.0,0.0
1742,3.5231469297514195e-07,0.0,0.0,0.0
1743,4.2797258613193533e-07,0.0,0.0,0.0
1744,3.7259956034826504e-07,0.0,0.0,0.0
1745,2.3391114163067478e-07,0.0,0.0,0.0
1746,2.95657136868093e-07,0.0,0.0,0.0
1747,3.164528956338992e-07,0.0,0.0,0.0
1748,5.413130606614556e-07,0.0,0.0,0.0
1749,5.752669360552838e-07,0.0,0.0,0.0
1750,7.128981382363366e-07,0.0,0.0,0.0
1751,8.199722998369907e-07,0.0,0.0,0.0
1752,8.663862201631543e-07,0.0,0.0,0.0
1753,1.289622454286083e-06,0.0,0.0,0.0
1754,1.6161043845386303e-06,0.0,0.0,0.0
1755,1.5066720493450703e-06,0.0,0.0,0.0
1756,1.5868403368455932e-06,0.0,0.0,0.0
1757,1.526963249684091e-06,0.0,0.0,0.0
1758,1.5069014612631041e-06,0.0,0.0,0.0
1759,1.5402510972048082e-06,0.0,0.0,0.0
1760,1.1993658566617732e-06,0.0,0.0,0.0
1761,1.112991502135888e-06,0.0,0.0,0.0
1762,1.287839860911585e-06,0.0,0.0,0.0
1763,1.3156900016448553e-06,0.0,0.0,0.0
1764,1.612204812317941e-06,0.0,0.0,0.0
1765,1.855302181346425e-06,0.0,0.0,0.0
1766,2.1214975406889735e-06,0.0,0.0,0.0
1767,2.359040178946868e-06,0.0,0.0,0.0
1768,2.8196520491162247e-06,0.0,0.0,0.0
1769,3.0004650527968934e-06,0.0,0.0,0.0
1770,3.432630917034528e-06,0.0,0.0,0.0
1771,3.4771470447075056e-06,0.0,0.0,0.0
1772,3.6927062540468924e-06,5.272163658024251e-09,0.0,0.0
1773,3.919868959201267e-06,5.272163658024251e-09,0.0,0.0
1774,4.009021495221532e-06,5.272163658024251e-09,0.0,0.0
1775,4.206109451843076e-06,5.272163658024251e-09,0.0,0.0
1776,4.148721570475443e-06,5.272163658024251e-09,0.0,0.0
1777,4.0626507598062744e-06,5.272163658024251e-09,0.0,0.0
1778,3.724051777810798e-06,5.272163658024251e-09,0.0,0.0
1779,3.9596969827471185e-06,0.0,0.0,0.0
1780,3.6463108667053997e-06,0.0,0.0,0.0
1781,3.5546609881618807e-06,0.0,0.0,0.0
1782,3.4669391847533656e-06,0.0,0.0,0.0
1783,3.6718719879250524e-06,0.0,0.0,0.0
1784,4.589741186984091e-06,0.0,0.0,0.0
1785,5.497305827313019e-06,0.0,0.0,0.0
1786,5.7143649233434445e-06,0.0,0.0,0.0
1787,6.26745928197384e-06,0.0,0.0,0.0
1788,6.571785563989709e-06,0.0,0.0,0.0
1789,6.36796864585319e-06,0.0,0.0,0.0
1790,6.321747800289554e-06,0.0,0.0,0.0
1791,5.700432536416754e-06,0.0,0.0,0.0
1792,5.253926506806497e-06,3.2647860288242167e-09,0.0,0.0
1793,4.906327831122326e-06,3.2647860288242167e-09,0.0,9.860221210950775e-10
1794,4.8313869618661035e-06,3.2647860288242167e-09,0.0,9.860221210950775e-10
1795,4.720402167939548e-06,3.2647860288242167e-09,0.0,9.860221210950775e-10
1796,4.7390357654616566e-06,3.2647860288242167e-09,0.0,9.860221210950775e-10
1797,5.107579779308123e-06,3.2647860288242167e-09,0.0,9.860221210950775e-10
1798,5.2429739818243045e-06,3.2647860288242167e-09,0.0,9.860221210950775e-10
1799,5.361202576230946e-06,0.0,0.0,9.860221210950775e-10
1800,5.561337275139522e-06,0.0,0.0,0.0
1801,5.570125007839774e-06,0.0,0.0,0.0
1802,5.620713311925231e-06,0.0,0.0,0.0
1803,5.563993194560421e-06,0.0,0.0,3.5099995925642295e-10
1804,5.367982339521404e-06,0.0,0.0,3.5099995925642295e-10
1805,5.185389844492809e-06,7.790325210318575e-10,0.0,3.5099995925642295e-10
1806,5.072681752998116e-06,1.0375826229948514e-09,0.0,6.095500612194168e-10
1807,4.6987968614433025e-06,1.2468038506392126e-09,0.0,6.095500612194168e-10
1808,4.5946424376909685e-06,1.2468038506392126e-09,0.0,6.095500612194168e-10
1809,4.742412979144969e-06,2.151427908841137e-09,0.0,6.095500612194168e-10
1810,5.066157947502299e-06,2.151427908841137e-09,0.0,2.5855010196299387e-10
1811,5.1355704532137935e-06,2.151427908841137e-09,0.0,2.5855010196299387e-10
1812,5.504115116699333e-06,1.8498119068256968e-09,0.0,2.5855010196299387e-10
1813,5.9115608824608245e-06,1.591261804862703e-09,0.0,1.9397940396816337e-10
1814,6.431057824686702e-06,1.7999568502347074e-09,0.0,1.9397940396816337e-10
1815,6.937067415232637e-06,1.7999568502347074e-09,0.0,1.9397940396816337e-10
1816,7.33579508960247e-06,1.0855055108750987e-09,0.0,1.9397940396816337e-10
1817,7.499477630647432e-06,1.256853081927594e-09,0.0,1.9397940396816337e-10
1818,7.911075954325497e-06,1.256853081927594e-09,0.0,1.9397940396816337e-10
1819,7.758335738929287e-06,7.794365629111764e-10,0.0,1.9397940396816337e-10
1820,7.755558856713054e-06,1.2216273548304457e-09,0.0,1.4739693592653273e-10
1821,7.804440753846262e-06,1.060819590900256e-09,0.0,2.759511904696207e-10
1822,7.974974388551865e-06,1.1855884924598976e-09,0.0,2.759511904696207e-10
1823,8.182640483158008e-06,1.416804094679845e-09,0.0,2.759511904696207e-10
1824,8.283406389507166e-06,2.18429664038717e-09,0.0,2.759511904696207e-10
1825,8.881869364683683e-06,2.4375302490727992e-09,0.0,4.025679948124353e-10
1826,9.455459413792206e-06,2.674526735000983e-09,0.0,4.025679948124353e-10
1827,9.813883220236416e-06,2.4414771553666573e-09,0.0,2.5517105888590256e-10
1828,1.0099161824785239e-05,2.4050272646419e-09,0.0,1.266168043428146e-10
1829,1.1033155325484196e-05,2.9127268533609853e-09,0.0,1.9689108280270976e-10
1830,1.1782200999732595e-05,3.158470342410981e-09,0.0,1.9689108280270976e-10
1831,1.1884003340258329e-05,2.684103510881235e-09,0.0,1.9689108280270976e-10
1832,1.1167370627975157e-05,2.686318278932731e-09,0.0,7.027427845989515e-11
1833,1.0764790593904244e-05,3.356582662610614e-09,0.0,7.027427845989515e-11
1834,1.0531425167365732e-05,3.4796822249002648e-09,0.0,7.027427845989515e-11
1835,1.0090187905526754e-05,3.4265904082429545e-09,0.0,1.5405767931194906e-10
1836,8.721092204463535e-06,3.019305456446781e-09,0.0,1.5884458034623857e-10
1837,7.569032147460218e-06,2.739380706400547e-09,0.0,3.137274012005824e-10
1838,7.5377554042331345e-06,2.732861920889158e-09,0.0,3.137274012005824e-10
1839,7.747866610381088e-06,2.6289764175148532e-09,0.0,3.8950883788199265e-10
1840,7.928810581298812e-06,2.2508173261722877e-09,0.0,3.8950883788199265e-10
1841,8.03796852518904e-06,2.4783974396567844e-09,0.0,5.994416709041519e-10
1842,8.194671149145247e-06,2.918985053668166e-09,0.0,5.156582700520979e-10
1843,8.824872695965627e-06,2.956099634917767e-09,0.0,4.405970905579133e-10
1844,8.99600893587506e-06,3.036372566077107e-09,0.0,3.5249712672578784e-10
1845,8.817600506258064e-06,3.1790669303382354e-09,0.0,3.5249712672578784e-10
1846,8.690546435121047e-06,3.4188270627209606e-09,0.0,4.723771929171505e-10
1847,8.575783015528162e-06,3.2533580908631977e-09,0.0,5.329826580080521e-10
1848,8.589813530436783e-06,3.2404139688984354e-09,0.0,4.3242517503269285e-10
1849,8.834919883936112e-06,3.1159153987151254e-09,0.0,4.3242517503269285e-10
1850,8.371938292839332e-06,3.1859066496053856e-09,0.0,5.273649929447646e-10
1851,8.3470712784869e-06,3.2755698153863477e-09,0.0,5.998679251741277e-10
1852,8.388317123067931e-06,2.826605663816143e-09,0.0,6.504294959773307e-10
1853,8.157617685355945e-06,3.303950779631748e-09,0.0,4.547679931045577e-10
1854,7.969605056652135e-06,3.647344029974623e-09,0.0,4.446643886435453e-10
1855,7.699150436175322e-06,3.4679795067406515e-09,0.0,3.352890385967454e-10
1856,7.370314246405282e-06,3.531010484003616e-09,4.969880459551998e-11,4.346866477877853e-10
1857,7.358030156215786e-06,3.872600288065289e-09,4.969880459551998e-11,3.3974682987571367e-10
1858,7.2702342289890765e-06,3.776285236892615e-09,4.969880459551998e-11,2.580645538533385e-10
1859,7.4280669001122334e-06,4.477611963744315e-09,4.969880459551998e-11,2.0750298305013563e-10
1860,7.564841910477428e-06,4.15790072213643e-09,4.969880459551998e-11,2.0750298305013563e-10
1861,7.639264627609269e-06,3.902768108687837e-09,4.969880459551998e-11,2.13487802832749e-10
1862,7.699944230158248e-06,3.5909741370941462e-09,4.969880459551998e-11,2.13487802832749e-10
1863,7.923001638638588e-06,3.330714608879808e-09,0.0,3.527795952188281e-10
1864,8.026390527707658e-06,3.692928106170866e-09,0.0,3.527795952188281e-10
1865,8.18108018003321e-06,3.851271698377243e-09,0.0,2.9517608198962163e-10
1866,7.897354407759849e-06,3.750333773692002e-09,0.0,3.836553217974524e-10
1867,7.868283578968008e-06,3.7631388322927654e-09,0.0,4.700802366411746e-10
1868,7.811134050176147e-06,4.117855976838923e-09,0.0,4.1359355622867204e-10
1869,7.870818925377015e-06,4.4184106849444655e-09,0.0,4.1359355622867204e-10
1870,7.61838984025027e-06,4.385402152529139e-09,0.0,1.74904154651553e-10
1871,7.571665719297016e-06,3.7144940298209204e-09,0.0,1.74904154651553e-10
1872,7.328275712227748e-06,3.668646259796e-09,4.0951710276816906e-11,1.74904154651553e-10
1873,7.427960749087756e-06,3.6187303154022743e-09,4.0951710276816906e-11,8.642491484372222e-11
1874,7.2944736919972845e-06,4.288930591630649e-09,4.0951710276816906e-11,0.0
1875,7.507654052980277e-06,4.084045466891593e-09,4.0951710276816906e-11,4.011503034513047e-11
1876,7.587041246941746e-06,3.9960963902986785e-09,4.0951710276816906e-11,7.844701475713732e-11
1877,7.836830068949244e-06,4.23200103532346e-09,4.0951710276816906e-11,7.844701475713732e-11
1878,7.81601251479255e-06,4.265955430174781e-09,1.4980779315467074e-10,1.1473237439472785e-10
1879,8.36520595320118e-06,4.740045911333368e-09,1.0885608287785381e-10,1.4964618829818984e-10
1880,8.689613683340472e-06,4.300981808797693e-09,1.4174276633368724e-10,1.4964618829818984e-10
1881,9.055157534021419e-06,3.92129067312246e-09,2.0487395708495322e-10,1.4964618829818984e-10
1882,9.096996629003634e-06,4.0649855069320645e-09,2.0487395708495322e-10,1.4194073694184794e-10
1883,9.319723176304251e-06,4.4069915494659995e-09,2.369965850552396e-10,1.357313805001275e-10
1884,9.516652945811594e-06,4.497375408593232e-09,2.369965850552396e-10,1.6624228779285995e-10
1885,1.0231385203951504e-05,4.73674856481056e-09,1.2814050217738578e-10,1.8800348381261704e-10
1886,1.0293685980806394e-05,4.5721698649359155e-09,1.2814050217738578e-10,1.5308966990915503e-10
1887,1.0424910085151038e-05,4.917023677109e-09,9.525381872155236e-11,4.846973001531347e-10
1888,1.0611068838833099e-05,5.009852088733169e-09,3.212262797028639e-11,4.846973001531347e-10
1889,1.0984594674872434e-05,4.68316610887801e-09,3.212262797028639e-11,6.093130979925984e-10
1890,1.1211574669037613e-05,4.7558198014639535e-09,2.529569014570703e-11,6.530775444245154e-10
1891,1.1895731144509877e-05,4.867448920111071e-09,2.529569014570703e-11,9.298272667696799e-10
1892,1.1852376571498877e-05,4.610953714084027e-09,2.529569014570703e-11,9.167238753818704e-10
1893,1.198402424051892e-05,4.212413148455393e-09,2.529569014570703e-11,9.397855489843921e-10
1894,1.2428017726051621e-05,4.0904848714567214e-09,2.529569014570703e-11,6.081779187404126e-10
1895,1.2714845849716636e-05,3.780521641770309e-09,2.529569014570703e-11,6.716915416728395e-10
1896,1.2787540851734644e-05,3.730015407654719e-09,4.467611598129346e-11,5.340465906801737e-10
1897,1.2931865577619256e-05,3.381413371528197e-09,1.9380425835586427e-11,4.767362714914419e-10
1898,1.3119721448414826e-05,3.6100235816555984e-09,1.9380425835586427e-11,1.694756418535448e-10
1899,1.3534556793664315e-05,3.792637822844622e-09,1.9380425835586427e-11,2.1560201045124827e-10
1900,1.3982928586691351e-05,4.13959051164576e-09,3.745103037213125e-11,2.6482275499490575e-10
1901,1.4253496634150256e-05,4.356175642428184e-09,5.4587717282902506e-11,4.3618962806770053e-10
1902,1.4915083998598025e-05,4.2031515093806806e-09,7.180600756852483e-11,4.587674565633851e-10
1903,1.575623225237775e-05,4.456550049626782e-09,1.0024301428617527e-10,4.393870307277987e-10
1904,1.6694215446477756e-05,4.56607317035816e-09,1.0024301428617527e-10,5.476401950968831e-10
1905,1.7438721832669607e-05,4.088285583086255e-09,1.0024301428617527e-10,6.238745076103669e-10
1906,1.9065559692015605e-05,4.1752838646808806e-09,1.3127298652866008e-10,5.793499331068525e-10
1907,1.9702667486853898e-05,3.959343329386554e-09,1.2785255592324367e-10,5.656682106851869e-10
1908,2.0679254833209727e-05,3.956686343644021e-09,1.518892313510735e-10,5.589947869667964e-10
1909,2.1721287079604474e-05,4.149843643322779e-09,1.346709410654512e-10,5.28027371826667e-10
1910,2.3159446625088875e-05,3.968981492669903e-09,2.1081851344005387e-10,6.519923767545066e-10
1911,2.421119721215551e-05,4.29386301118281e-09,2.387743772544074e-10,8.466548771592284e-10
1912,2.5427379504045738e-05,4.500338863471549e-09,2.387743772544074e-10,8.857334270790623e-10
1913,2.601637321017084e-05,4.392030390170427e-09,2.2204232401147805e-10,9.821676527632661e-10
1914,2.7637280904205648e-05,4.317533219833081e-09,2.220086396466568e-10,1.142814307472254e-09
1915,2.8943545787894565e-05,4.2391962638634235e-09,2.127127224360592e-10,1.1853242554149546e-09
1916,3.0301564298237542e-05,4.43693485127231e-09,3.0302389367583716e-10,1.2957707129501728e-09
1917,3.107807138543909e-05,5.239120756276147e-09,1.9302462307096187e-10,1.3812917238580675e-09
1918,3.279316531136699e-05,5.189346476340364e-09,2.2258971550868723e-10,1.2611226428229016e-09
1919,3.37040307515833e-05,5.5351138910404126e-09,3.0782419371425517e-10,1.4441304501439894e-09
1920,3.329483505305169e-05,5.6646409467881705e-09,3.167279295977567e-10,1.4171595405113431e-09
1921,3.2873629347055354e-05,5.71417459381353e-09,3.302230483107468e-10,1.1979121900778417e-09
1922,3.2040269226334726e-05,5.672195475219561e-09,2.983456031827433e-10,1.087313976950404e-09
1923,3.092966835538391e-05,5.511237371231508e-09,3.0624821032284745e-10,9.46296927722174e-10
1924,3.0055066547772314e-05,4.976511393449203e-09,4.143901253885117e-10,8.100755046916827e-10
1925,2.8224756793601307e-05,4.9246495135792296e-09,3.7987434428224786e-10,8.388039211628038e-10
1926,2.780689127186114e-05,4.984703570544622e-09,2.9463986607667994e-10,6.550980690451474e-10
1927,2.750113292547342e-05,5.0849604527059e-09,3.1691496847420705e-10,6.300433091910307e-10
1928,2.7033660964142265e-05,4.927996931160448e-09,3.11612846637388e-10,6.528527956335089e-10
1929,2.701722873358189e-05,4.9805107974317966e-09,3.11612846637388e-10,6.826765977915475e-10
1930,2.7332515985887896e-05,4.6768717787415426e-09,2.406264612167927e-10,7.125779391151507e-10
1931,2.6992028714240795e-05,4.467074551531677e-09,1.7098483145223346e-10,6.917793659339771e-10
1932,2.6892560656831067e-05,4.485578606962446e-09,1.479796563064184e-10,6.74516825330659e-10
1933,2.5741725299407596e-05,3.848131115345512e-09,1.711468149740674e-10,6.29403483696857e-10
1934,2.556924872416338e-05,3.6142552125742864e-09,1.9307368005959192e-10,6.957250985634949e-10
1935,2.5707363550152096e-05,3.6697663003642286e-09,1.9248652671777222e-10,6.729156121210167e-10
1936,2.628612076348093e-05,3.4354325733383054e-09,2.134239590612097e-10,5.674240581367483e-10
1937,2.586128617362452e-05,3.543197259401966e-09,1.8619656610192285e-10,5.80296527100518e-10
