ngram,screen,scren,scren,sceen
1603,6.111174246013564e-07,0.0,0.0,0.0
1604,7.813877443498183e-07,0.0,0.0,0.0
1605,3.832824891755341e-07,0.0,0.0,0.0
1606,1.9848845990314397e-06,0.0,0.0,0.0
1607,1.7718724296043677e-06,0.0,0.0,0.0
1608,1.7718724296043677e-06,0.0,0.0,0.0
1609,1.7718724296043677e-06,0.0,0.0,0.0
1610,1.7718724296043677e-06,0.0,0.0,0.0
1611,1.6016021098559058e-06,0.0,0.0,0.0
1612,1.6016021098559058e-06,0.0,0.0,0.0
1613,0.0,0.0,0.0,0.0
1614,0.0,0.0,0.0,0.0
1615,3.809432525615973e-07,0.0,0.0,0.0
1616,3.809432525615973e-07,0.0,0.0,0.0
1617,3.809432525615973e-07,0.0,0.0,0.0
1618,5.778975297029579e-07,0.0,0.0,0.0
1619,5.778975297029579e-07,0.0,0.0,0.0
1620,2.5926758066166907e-06,0.0,0.0,0.0
1621,2.5926758066166907e-06,0.0,0.0,0.0
1622,2.282080962296667e-06,0.0,0.0,0.0
1623,2.551495153316604e-06,0.0,0.0,0.0
1624,2.8501595384763538e-06,0.0,0.0,0.0
1625,2.6532052613349933e-06,0.0,0.0,0.0
1626,2.6532052613349933e-06,0.0,0.0,0.0
1627,6.384269844212602e-07,0.0,0.0,0.0
1628,1.0970083751869555e-06,0.0,0.0,0.0
1629,1.026659966945382e-06,0.0,0.0,0.0
1630,9.297437730180848e-07,0.0,0.0,0.0
1631,6.310793878583354e-07,0.0,0.0,0.0
1632,7.227055220937473e-07,0.0,0.0,0.0
1633,7.227055220937473e-07,0.0,0.0,0.0
1634,1.3397963130046264e-06,0.0,0.0,0.0
1635,8.812149222389312e-07,0.0,0.0,0.0
1636,8.812149222389312e-07,0.0,0.0,0.0
1637,7.08716925146291e-07,0.0,0.0,0.0
1638,7.760519622479478e-07,0.0,0.0,0.0
1639,3.9549755318343415e-06,0.0,0.0,0.0
1640,3.9549755318343415e-06,0.0,0.0,0.0
1641,3.397606828262464e-06,0.0,0.0,0.0
1642,3.397606828262464e-06,0.0,0.0,0.0
1643,3.578251721592096e-06,0.0,0.0,0.0
1644,3.7615746545530522e-06,0.0,0.0,0.0
1645,3.939823780488691e-06,0.0,0.0,0.0
1646,9.714892915521238e-07,0.0,0.0,0.0
1647,1.1795803962806012e-06,0.0,0.0,0.0
1648,1.1198583089415998e-06,0.0,0.0,0.0
1649,1.1198583089415998e-06,0.0,0.0,0.0
1650,1.0270536888258773e-06,0.0,0.0,0.0
1651,8.437307558649212e-07,0.0,0.0,0.0
1652,5.981465928276261e-07,0.0,0.0,0.0
1653,3.7130715619631313e-07,0.0,0.0,0.0
1654,2.0469923762383197e-07,0.0,0.0,0.0
1655,2.0469923762383197e-07,0.0,0.0,0.0
1656,2.9531390006403466e-07,0.0,0.0,0.0
1657,2.630824919184046e-07,0.0,0.0,0.0
1658,3.7031376060830165e-07,0.0,0.0,0.0
1659,4.024809458412294e-07,0.0,0.0,0.0
1660,3.2710516758730333e-07,0.0,0.0,0.0
1661,2.8562198143130703e-07,0.0,0.0,0.0
1662,3.262218411594274e-07,0.0,0.0,0.0
1663,3.0130215731917686e-07,0.0,0.0,0.0
1664,4.029052169991181e-07,0.0,0.0,0.0
1665,4.2794879513102e-07,0.0,0.0,0.0
1666,4.357300075038698e-07,0.0,0.0,0.0
1667,4.681823233860476e-07,0.0,0.0,0.0
1668,7.744548266178494e-07,0.0,0.0,0.0
1669,7.638090591756606e-07,0.0,0.0,0.0
1670,7.754124169423449e-07,0.0,0.0,0.0
1671,6.18200492194124e-07,0.0,0.0,0.0
1672,5.10526246801289e-07,0.0,0.0,0.0
1673,4.7057784919551135e-07,0.0,0.0,0.0
1674,5.031865819254173e-07,0.0,0.0,0.0
1675,2.3123257822784842e-07,0.0,0.0,0.0
1676,3.730645273338139e-07,0.0,0.0,0.0
1677,5.308695806758936e-07,0.0,0.0,0.0
1678,6.105438663845624e-07,0.0,0.0,0.0
1679,6.320868034695845e-07,0.0,0.0,0.0
1680,7.044945188486704e-07,0.0,0.0,0.0
1681,7.960644065211195e-07,0.0,0.0,0.0
1682,7.617459069868866e-07,0.0,0.0,0.0
1683,6.340943221922706e-07,0.0,0.0,0.0
1684,6.912067403521048e-07,0.0,0.0,0.0
1685,6.11532454643436e-07,0.0,0.0,0.0
1686,7.035349572756136e-07,0.0,0.0,0.0
1687,6.311272418965277e-07,0.0,0.0,0.0
1688,4.7449630561199487e-07,0.0,0.0,0.0
1689,5.060674754174345e-07,0.0,0.0,0.0
1690,4.827033097041879e-07,0.0,0.0,0.0
1691,2.149535548921579e-07,0.0,0.0,0.0
1692,2.149535548921579e-07,0.0,0.0,0.0
1693,2.0221228932574116e-07,0.0,0.0,0.0
1694,2.0221228932574116e-07,0.0,0.0,0.0
1695,7.759640335994586e-07,0.0,0.0,0.0
1696,1.3057722528385187e-05,0.0,0.0,0.0
1697,1.3139811280942532e-05,0.0,0.0,0.0
1698,1.3779106544526648e-05,0.0,0.0,0.0
1699,1.3844454246379558e-05,0.0,0.0,0.0
1700,1.3745045176197632e-05,0.0,0.0,0.0
1701,1.3774045454186177e-05,0.0,0.0,0.0
1702,1.3296174988194512e-05,0.0,0.0,0.0
1703,1.1042986289209824e-06,0.0,0.0,0.0
1704,1.036086652155583e-06,0.0,0.0,0.0
1705,4.455877729014901e-07,0.0,0.0,0.0
1706,5.02069281895144e-07,0.0,0.0,0.0
1707,7.798848896202668e-07,0.0,0.0,0.0
1708,8.955726156857833e-07,0.0,0.0,0.0
1709,9.560165535406538e-07,0.0,0.0,0.0
1710,1.0583585492440761e-06,0.0,0.0,0.0
1711,1.1109424430547473e-06,9.692328717392229e-09,9.692328717392229e-09,0.0
1712,1.1354507835546559e-06,9.692328717392229e-09,9.692328717392229e-09,0.0
1713,1.2299818844699724e-06,2.0510343899461858e-08,2.0510343899461858e-08,0.0
1714,1.3090350015383073e-06,2.0510343899461858e-08,2.0510343899461858e-08,0.0
1715,1.3002152416317716e-06,2.0510343899461858e-08,2.0510343899461858e-08,0.0
1716,1.329844142869011e-06,2.0510343899461858e-08,2.0510343899461858e-08,0.0
1717,1.2741597613187748e-06,2.0510343899461858e-08,2.0510343899461858e-08,0.0
1718,1.2875716330589576e-06,1.0818015182069627e-08,1.0818015182069627e-08,0.0
1719,1.3544226281477937e-06,1.0818015182069627e-08,1.0818015182069627e-08,0.0
1720,1.3374071353869762e-06,0.0,0.0,0.0
1721,1.1034636924835337e-06,0.0,0.0,0.0
1722,1.0525989020087373e-06,0.0,0.0,0.0
1723,1.0457248923298072e-06,0.0,0.0,0.0
1724,1.1594181127553123e-06,0.0,0.0,0.0
1725,1.4117170426938434e-06,0.0,0.0,0.0
1726,1.6239576520352524e-06,6.3874980225721495e-09,6.3874980225721495e-09,0.0
1727,1.6025234442297785e-06,6.3874980225721495e-09,6.3874980225721495e-09,0.0
1728,1.959008143005901e-06,6.3874980225721495e-09,6.3874980225721495e-09,0.0
1729,2.3136710914124185e-06,6.3874980225721495e-09,6.3874980225721495e-09,0.0
1730,2.4701037416109884e-06,6.3874980225721495e-09,6.3874980225721495e-09,0.0
1731,2.5018028801631383e-06,6.3874980225721495e-09,6.3874980225721495e-09,0.0
1732,2.6370259677475716e-06,6.3874980225721495e-09,6.3874980225721495e-09,0.0
1733,2.8572690098371822e-06,0.0,0.0,0.0
1734,3.1645611540755325e-06,0.0,0.0,0.0
1735,2.866097101364825e-06,0.0,0.0,0.0
1736,2.6414113725487757e-06,0.0,0.0,0.0
1737,2.596607000019243e-06,0.0,0.0,0.0
1738,2.947613487387051e-06,0.0,0.0,0.0
1739,2.953778854524509e-06,0.0,0.0,0.0
1740,2.7684737590659225e-06,0.0,0.0,0.0
1741,2.5506317829889928e-06,0.0,0.0,0.0
1742,2.6370492897902816e-06,0.0,0.0,0.0
1743,2.778430176216976e-06,0.0,0.0,0.0
1744,2.77342165385822e-06,0.0,0.0,0.0
1745,2.4623601413103254e-06,0.0,0.0,0.0
1746,2.2019948541388397e-06,0.0,0.0,0.0
1747,2.1062900584313738e-06,0.0,0.0,0.0
1748,2.141027006733306e-06,0.0,0.0,0.0
1749,2.1648058106750667e-06,0.0,0.0,0.0
1750,2.2867603125372886e-06,0.0,0.0,0.0
1751,2.654212835295766e-06,0.0,0.0,0.0
1752,2.710116551237921e-06,0.0,0.0,0.0
1753,2.8734704561169825e-06,0.0,0.0,0.0
1754,3.2895869545817343e-06,0.0,0.0,0.0
1755,3.4575927786915728e-06,0.0,0.0,0.0
1756,3.6746976417946698e-06,0.0,0.0,0.0
1757,3.6927366571554946e-06,0.0,0.0,0.0
1758,3.6642087967006124e-06,3.1075847926688637e-09,3.1075847926688637e-09,0.0
1759,3.581863536185535e-06,3.1075847926688637e-09,3.1075847926688637e-09,0.0
1760,3.557136096787872e-06,5.768951792463537e-09,5.768951792463537e-09,0.0
1761,3.357833000856252e-06,5.768951792463537e-09,5.768951792463537e-09,0.0
1762,3.3464509670011466e-06,5.768951792463537e-09,5.768951792463537e-09,0.0
1763,3.4537486369247617e-06,5.768951792463537e-09,5.768951792463537e-09,0.0
1764,3.482990678094211e-06,5.768951792463537e-09,5.768951792463537e-09,0.0
1765,3.344688528678879e-06,2.661366999794674e-09,2.661366999794674e-09,0.0
1766,3.565251225674209e-06,2.661366999794674e-09,2.661366999794674e-09,0.0
1767,3.666724686419392e-06,2.9445022927835194e-09,2.9445022927835194e-09,0.0
1768,3.6353895081577192e-06,2.9445022927835194e-09,2.9445022927835194e-09,0.0
1769,3.8864464905990256e-06,2.9445022927835194e-09,2.9445022927835194e-09,0.0
1770,4.0319436201181295e-06,2.9445022927835194e-09,2.9445022927835194e-09,0.0
1771,4.298772280110695e-06,2.9445022927835194e-09,2.9445022927835194e-09,0.0
1772,4.640179603094501e-06,2.9445022927835194e-09,2.9445022927835194e-09,0.0
1773,4.684313742992734e-06,2.9445022927835194e-09,2.9445022927835194e-09,0.0
1774,4.709999497468484e-06,0.0,0.0,0.0
1775,4.708168976971397e-06,2.8886891608895635e-09,2.8886891608895635e-09,0.0
1776,4.527302540476999e-06,5.601058664491834e-09,5.601058664491834e-09,0.0
1777,4.323875016000654e-06,5.601058664491834e-09,5.601058664491834e-09,0.0
1778,4.0459608174257615e-06,5.601058664491834e-09,5.601058664491834e-09,0.0
1779,3.7254448800792616e-06,1.3286115826563868e-08,1.3286115826563868e-08,0.0
1780,3.6082676615478704e-06,1.3286115826563868e-08,1.3286115826563868e-08,0.0
1781,3.5541334974758295e-06,1.7111149576619156e-08,1.7111149576619156e-08,0.0
1782,3.492491357194792e-06,1.4222460415729593e-08,1.4222460415729593e-08,0.0
1783,3.5159274440437523e-06,1.1510090912127322e-08,1.1510090912127322e-08,0.0
1784,3.4000340422478203e-06,1.1510090912127322e-08,1.1510090912127322e-08,0.0
1785,3.3029980386345414e-06,1.1510090912127322e-08,1.1510090912127322e-08,0.0
1786,3.24337712040038e-06,3.825033750055289e-09,3.825033750055289e-09,0.0
1787,3.28321831537843e-06,3.825033750055289e-09,3.825033750055289e-09,2.5782832377022456e-09
1788,3.293588536377813e-06,0.0,0.0,2.5782832377022456e-09
1789,3.362723223939871e-06,0.0,0.0,4.905052871809598e-09
1790,3.3418071520178013e-06,0.0,0.0,6.009901275051886e-09
1791,3.472457884916886e-06,0.0,0.0,6.009901275051886e-09
1792,3.590407231968129e-06,0.0,0.0,6.009901275051886e-09
1793,3.838945985989994e-06,9.860221210950775e-10,9.860221210950775e-10,6.009901275051886e-09
1794,4.10899510175763e-06,1.984007688296937e-09,1.984007688296937e-09,3.4316180373496407e-09
1795,4.167180642460673e-06,2.89727981288885e-09,2.89727981288885e-09,4.344890161941553e-09
1796,4.282887013167576e-06,2.89727981288885e-09,2.89727981288885e-09,2.018120527834201e-09
1797,4.835979877628103e-06,4.031127114651716e-09,4.031127114651716e-09,2.047119426354779e-09
1798,5.026321527371433e-06,4.609783792781335e-09,4.609783792781335e-09,2.6257761044843976e-09
1799,5.330772475125352e-06,5.210553385584912e-09,5.210553385584912e-09,2.6257761044843976e-09
1800,5.175567269231708e-06,4.6361951738000636e-09,4.6361951738000636e-09,2.6257761044843976e-09
1801,5.238107632976607e-06,4.566890548269547e-09,4.566890548269547e-09,2.6257761044843976e-09
1802,5.4428494097789685e-06,4.521872019682048e-09,4.521872019682048e-09,1.7125039798924847e-09
1803,5.678804167733428e-06,5.574871865730659e-09,5.574871865730659e-09,1.7125039798924847e-09
1804,5.389006219047587e-06,5.051179665014973e-09,5.051179665014973e-09,5.786566781296187e-10
1805,5.306619966307023e-06,5.251555507917211e-09,5.251555507917211e-09,0.0
1806,5.1679319637644634e-06,4.909336017076628e-09,4.909336017076628e-09,0.0
1807,5.312832724614834e-06,4.70689333541076e-09,4.70689333541076e-09,0.0
1808,5.051694708007355e-06,4.484301929785772e-09,4.484301929785772e-09,0.0
1809,4.960227995200382e-06,4.339747593031161e-09,4.339747593031161e-09,0.0
1810,4.87609941046685e-06,3.7226230510865678e-09,3.7226230510865678e-09,0.0
1811,4.95749957605897e-06,4.7531555358304445e-09,4.7531555358304445e-09,0.0
1812,4.950114544044482e-06,4.928956052831422e-09,4.928956052831422e-09,0.0
1813,4.889446699962718e-06,5.640303002429903e-09,5.640303002429903e-09,7.759176158726535e-10
1814,4.915330984139084e-06,6.0579562001704195e-09,6.0579562001704195e-09,7.759176158726535e-10
1815,5.089134382225373e-06,7.476414439925146e-09,7.476414439925146e-09,7.759176158726535e-10
1816,5.353977485356154e-06,7.323233353062619e-09,7.323233353062619e-09,7.759176158726535e-10
1817,5.33862157681142e-06,7.401400762116087e-09,7.401400762116087e-09,7.759176158726535e-10
1818,5.323294057494163e-06,6.118782908919635e-09,6.118782908919635e-09,7.759176158726535e-10
1819,5.410261629939279e-06,5.3142473120461526e-09,5.3142473120461526e-09,7.759176158726535e-10
1820,5.4732672002241344e-06,4.9339380041908095e-09,4.9339380041908095e-09,0.0
1821,5.57517562681044e-06,5.0783891219247886e-09,5.0783891219247886e-09,0.0
1822,5.766541822335317e-06,3.5776858777124077e-09,3.5776858777124077e-09,0.0
1823,5.853136501952706e-06,3.8499443474496584e-09,3.8499443474496584e-09,0.0
1824,5.932913024610441e-06,3.604141667652121e-09,3.604141667652121e-09,0.0
1825,5.9156345092300655e-06,3.3726887394003313e-09,3.3726887394003313e-09,0.0
1826,6.111131629690395e-06,3.4593877841691624e-09,3.4593877841691624e-09,0.0
1827,6.201715223141946e-06,3.915506101887749e-09,3.915506101887749e-09,0.0
1828,6.42607346890145e-06,3.806156429713476e-09,3.806156429713476e-09,0.0
1829,6.22666831467151e-06,3.744506125803935e-09,3.744506125803935e-09,7.027427845989515e-11
1830,6.138690098721002e-06,3.854774872318651e-09,3.854774872318651e-09,7.027427845989515e-11
1831,6.065417632531275e-06,5.630217395477136e-09,5.630217395477136e-09,1.6316893867797588e-10
1832,6.128312504318144e-06,6.184796262433321e-09,6.184796262433321e-09,2.483183975903509e-10
1833,5.989013061480364e-06,6.93753892428666e-09,6.93753892428666e-09,3.3079665990547776e-10
1834,5.98023799674203e-06,6.390194024723834e-09,6.390194024723834e-09,3.3079665990547776e-10
1835,5.768029106028345e-06,6.482268753517571e-09,6.482268753517571e-09,3.3079665990547776e-10
1836,5.864411832590122e-06,6.670686289059599e-09,6.670686289059599e-09,8.6101181739906e-10
1837,5.774249205257677e-06,6.569496438909742e-09,6.569496438909742e-09,1.403101682459099e-09
1838,5.943704763922142e-06,5.594374360587803e-09,5.594374360587803e-09,2.378767500437513e-09
1839,5.987891134801819e-06,5.44364873812851e-09,5.44364873812851e-09,2.369399478206548e-09
1840,6.072472063221669e-06,4.831839404774639e-09,4.831839404774639e-09,2.286921215891421e-09
1841,6.079914263474555e-06,5.033254352986611e-09,5.033254352986611e-09,2.286921215891421e-09
1842,6.132928124965734e-06,4.826542689327442e-09,4.826542689327442e-09,2.5909984237491658e-09
1843,6.186152729372095e-06,5.321847058275304e-09,5.321847058275304e-09,2.121658047661766e-09
1844,6.258928286635117e-06,5.338168669004923e-09,5.338168669004923e-09,2.24739676868424e-09
1845,6.284661204907545e-06,5.2039508892574665e-09,5.2039508892574665e-09,1.2455750557955574e-09
1846,6.1964042937948505e-06,6.0431113446668405e-09,6.0431113446668405e-09,1.235014118750044e-09
1847,6.234922953548708e-06,6.51365805737214e-09,6.51365805737214e-09,1.235014118750044e-09
1848,6.411430993986349e-06,6.30607103043904e-09,6.30607103043904e-09,1.235014118750044e-09
1849,6.4003264534611456e-06,6.887262379454537e-09,6.887262379454537e-09,9.309369108922994e-10
1850,6.36778759144363e-06,5.926165716882029e-09,5.926165716882029e-09,7.997878510262219e-10
1851,6.396143297544248e-06,5.661560299939441e-09,5.661560299939441e-09,3.641022364561256e-10
1852,6.336197202472249e-06,5.2328333095224315e-09,5.2328333095224315e-09,2.9736347114831373e-10
1853,6.424802060272279e-06,4.152758866940839e-09,4.152758866940839e-09,2.321429715124168e-10
1854,6.385298547684215e-06,3.5062897823274444e-09,3.5062897823274444e-09,6.866597132163374e-10
1855,6.421580175291248e-06,3.329111193066987e-09,3.329111193066987e-09,7.916632111764394e-10
1856,6.586742204360364e-06,2.697568945997375e-09,2.697568945997375e-09,9.904584295585194e-10
1857,6.87162699770332e-06,2.8940917440323233e-09,2.8940917440323233e-09,1.3273980169005638e-09
1858,7.114621374577317e-06,2.866555167838466e-09,2.866555167838466e-09,1.3256690983049729e-09
1859,7.291912684844906e-06,3.153021542269739e-09,3.153021542269739e-09,1.4475278753423027e-09
1860,7.47864500486425e-06,3.4734175694392124e-09,3.4734175694392124e-09,1.508523084225999e-09
1861,7.541067394153547e-06,4.062223636834363e-09,4.062223636834363e-09,1.2234663758294216e-09
1862,7.600110425950593e-06,4.527268908966724e-09,4.527268908966724e-09,1.1184628778693195e-09
1863,7.588860496200921e-06,4.364446042665853e-09,4.364446042665853e-09,9.6740554059568e-10
1864,7.645009061109573e-06,5.6256233005314016e-09,5.6256233005314016e-09,7.717513176138827e-10
1865,7.574446369419872e-06,5.359173993468858e-09,5.359173993468858e-09,1.160508962737085e-09
1866,7.579247526986624e-06,5.053727722018461e-09,5.053727722018461e-09,1.0386501856997553e-09
1867,7.5539399274150905e-06,5.091962470718922e-09,5.091962470718922e-09,1.0208674342379202e-09
1868,7.645108196032067e-06,4.838889352701667e-09,4.838889352701667e-09,9.410307969367641e-10
1869,7.820408362541847e-06,4.4942783463040675e-09,4.4942783463040675e-09,1.3368896664304027e-09
1870,7.893291175215772e-06,4.751423603772358e-09,4.751423603772358e-09,1.58480699991819e-09
1871,7.81811260302285e-06,3.6175450254408557e-09,3.6175450254408557e-09,1.7681301343687649e-09
1872,7.881607741312888e-06,3.6355728586353766e-09,3.6355728586353766e-09,1.1899101466055534e-09
1873,8.035831017748154e-06,3.3439808065440145e-09,3.3439808065440145e-09,1.3459451569148533e-09
1874,8.163723902855833e-06,2.8547568277557745e-09,2.8547568277557745e-09,1.4616955582421757e-09
1875,8.26558113788321e-06,2.7983967999998883e-09,2.7983967999998883e-09,1.6127623443067713e-09
1876,8.265558270587852e-06,2.6312759431641145e-09,2.6312759431641145e-09,1.2935674436371463e-09
1877,8.318583240907174e-06,2.389482246987841e-09,2.389482246987841e-09,1.4173322832838104e-09
1878,8.36570935851861e-06,2.0711241769230273e-09,2.0711241769230273e-09,1.2741505786958589e-09
1879,8.501772494387946e-06,2.0926486416732767e-09,2.0926486416732767e-09,1.3379403061643457e-09
1880,8.642513031580684e-06,2.2922450762915705e-09,2.2922450762915705e-09,1.2476786627667126e-09
1881,8.709628933242389e-06,2.6383317435525147e-09,2.6383317435525147e-09,1.1202813993931621e-09
1882,8.84632027009502e-06,2.2217705373885265e-09,2.2217705373885265e-09,8.795912173223794e-10
1883,8.751188033784274e-06,2.306795540299841e-09,2.306795540299841e-09,8.992951304266837e-10
1884,8.777352637220506e-06,2.2013660656255193e-09,2.2013660656255193e-09,5.103859834765245e-10
1885,8.84575235561767e-06,2.259362530399045e-09,2.259362530399045e-09,1.054541132987958e-09
1886,8.857102589640167e-06,2.0757560828929147e-09,2.0757560828929147e-09,9.773883111582497e-10
1887,8.756433479512843e-06,1.846919704475068e-09,1.846919704475068e-09,9.39248912772734e-10
1888,8.868211027999808e-06,1.5308900734391428e-09,1.5308900734391428e-09,1.0156946870866689e-09
1889,8.978963316102246e-06,1.701608964843615e-09,1.701608964843615e-09,1.1203782663520607e-09
1890,9.426750044180413e-06,1.9300609523296787e-09,1.9300609523296787e-09,1.3022629799916023e-09
1891,9.871505556345386e-06,1.8652090507030395e-09,1.8652090507030395e-09,1.4253823875178183e-09
1892,1.023803374014928e-05,1.651759205602486e-09,1.651759205602486e-09,1.0368741777875913e-09
1893,1.0800934433063958e-05,1.8321526042340354e-09,1.8321526042340354e-09,1.0784705846621024e-09
1894,1.133217444605959e-05,1.953541852093922e-09,1.953541852093922e-09,1.1612954804134696e-09
1895,1.1576138474213491e-05,2.145603694714282e-09,2.145603694714282e-09,1.0744553183680443e-09
1896,1.176201489475456e-05,2.103869903688097e-09,2.103869903688097e-09,9.697717391026523e-10
1897,1.180246376212121e-05,1.7635668322516347e-09,1.7635668322516347e-09,6.915191435347928e-10
1898,1.1790235865711501e-05,1.6925604885896307e-09,1.6925604885896307e-09,8.084613454885568e-10
1899,1.178591550602245e-05,1.7398700575504173e-09,1.7398700575504173e-09,5.260293312048248e-10
1900,1.1938486100656778e-05,1.936063119347052e-09,1.936063119347052e-09,7.279033883581373e-10
1901,1.200959455413145e-05,2.0601505263633565e-09,2.0601505263633565e-09,7.031279606170163e-10
1902,1.2352296705232999e-05,1.9545614333387515e-09,1.9545614333387515e-09,7.508299141153632e-10
1903,1.2576553412405442e-05,2.11141835761351e-09,2.11141835761351e-09,8.145864934964006e-10
1904,1.2827400236606731e-05,2.2821177646039003e-09,2.2821177646039003e-09,9.731238989222187e-10
1905,1.3210315306163725e-05,2.661788345292848e-09,2.661788345292848e-09,8.245262805850473e-10
1906,1.3743549321329088e-05,2.976128835438122e-09,2.976128835438122e-09,1.095699269410793e-09
1907,1.3818191291647963e-05,2.8442155614832085e-09,2.8442155614832085e-09,9.125412330541443e-10
1908,1.4050476498336398e-05,2.707424157882039e-09,2.707424157882039e-09,9.641023297162527e-10
1909,1.4231488421501126e-05,2.7626757389701393e-09,2.7626757389701393e-09,1.0330392652413423e-09
1910,1.458806088651597e-05,2.715040129227678e-09,2.715040129227678e-09,1.0656999172020676e-09
1911,1.505387276016076e-05,2.652291212054284e-09,2.652291212054284e-09,1.1587652821403488e-09
