ngram,strategy,strategy,stategy,stratgey
1724,1.3549885937079254e-07,1.3549885937079254e-07,0.0,0.0
1725,1.3549885937079254e-07,1.3549885937079254e-07,0.0,0.0
1726,1.8021134451373655e-07,1.8021134451373655e-07,0.0,0.0
1727,1.8021134451373655e-07,1.8021134451373655e-07,0.0,0.0
1728,1.451711122107164e-07,1.451711122107164e-07,0.0,0.0
1729,4.4712485142944e-08,4.4712485142944e-08,0.0,0.0
1730,5.289572310321741e-08,5.289572310321741e-08,0.0,0.0
1731,5.986246266940856e-08,5.986246266940856e-08,0.0,0.0
1732,8.489655810097117e-08,8.489655810097117e-08,0.0,0.0
1733,4.018407295802717e-08,4.018407295802717e-08,0.0,0.0
1734,4.018407295802717e-08,4.018407295802717e-08,0.0,0.0
1735,4.018407295802717e-08,4.018407295802717e-08,0.0,0.0
1736,4.018407295802717e-08,4.018407295802717e-08,0.0,0.0
1737,3.200083499775376e-08,3.200083499775376e-08,0.0,0.0
1738,3.601772797472742e-08,3.601772797472742e-08,0.0,0.0
1739,2.7138215484358496e-08,2.7138215484358496e-08,0.0,0.0
1740,2.7138215484358496e-08,2.7138215484358496e-08,0.0,0.0
1741,3.895606153849128e-07,3.895606153849128e-07,0.0,0.0
1742,3.895606153849128e-07,3.895606153849128e-07,0.0,0.0
1743,3.895606153849128e-07,3.895606153849128e-07,0.0,0.0
1744,3.895606153849128e-07,3.895606153849128e-07,0.0,0.0
1745,3.78576982841748e-07,3.78576982841748e-07,0.0,0.0
1746,3.8233430846698215e-07,3.8233430846698215e-07,0.0,0.0
1747,3.864934602201434e-07,3.864934602201434e-07,0.0,0.0
1748,3.4990255772169935e-08,3.4990255772169935e-08,0.0,0.0
1749,3.4990255772169935e-08,3.4990255772169935e-08,0.0,0.0
1750,1.5044585767652408e-07,1.5044585767652408e-07,0.0,0.0
1751,1.5758413494739087e-07,1.5758413494739087e-07,0.0,0.0
1752,1.5758413494739087e-07,1.5758413494739087e-07,0.0,0.0
1753,1.3767222638096298e-07,1.3767222638096298e-07,0.0,0.0
1754,1.3351307462780175e-07,1.3351307462780175e-07,0.0,0.0
1755,1.2259387917522092e-07,1.2259387917522092e-07,0.0,0.0
1756,1.2562934971681118e-07,1.2562934971681118e-07,0.0,0.0
1757,1.9309117606423698e-08,1.9309117606423698e-08,0.0,0.0
1758,1.2170840335556932e-08,1.2170840335556932e-08,0.0,0.0
1759,4.347999446200187e-08,4.347999446200187e-08,0.0,0.0
1760,4.614136146179655e-08,4.614136146179655e-08,0.0,0.0
1761,1.1553054513058214e-07,1.1553054513058214e-07,0.0,0.0
1762,1.772299307946566e-07,1.772299307946566e-07,0.0,0.0
1763,1.8271048344128564e-07,1.8271048344128564e-07,0.0,0.0
1764,1.79196473025302e-07,1.79196473025302e-07,0.0,0.0
1765,1.79196473025302e-07,1.79196473025302e-07,0.0,0.0
1766,2.1590836268054708e-07,2.1590836268054708e-07,0.0,0.0
1767,2.1619149797353592e-07,2.1619149797353592e-07,0.0,0.0
1768,1.7630665131004468e-07,1.7630665131004468e-07,0.0,0.0
1769,1.146072656459702e-07,1.146072656459702e-07,0.0,0.0
1770,1.2627169354573198e-07,1.2627169354573198e-07,0.0,0.0
1771,1.2591562180221315e-07,1.2591562180221315e-07,0.0,0.0
1772,1.2591562180221315e-07,1.2591562180221315e-07,0.0,0.0
1773,8.125129521577687e-08,8.125129521577687e-08,0.0,0.0
1774,8.899664548169182e-08,8.899664548169182e-08,0.0,0.0
1775,6.238099763728705e-08,6.238099763728705e-08,0.0,0.0
1776,1.0577890969492338e-07,1.0577890969492338e-07,0.0,0.0
1777,8.559845860694232e-08,8.559845860694232e-08,0.0,0.0
1778,8.867660231512023e-08,8.867660231512023e-08,0.0,0.0
1779,8.867660231512023e-08,8.867660231512023e-08,0.0,0.0
1780,6.766902543071345e-08,6.766902543071345e-08,0.0,0.0
1781,5.889168974704262e-08,5.889168974704262e-08,0.0,0.0
1782,5.6003000586153055e-08,5.6003000586153055e-08,0.0,0.0
1783,1.4779687569037897e-08,1.4779687569037897e-08,0.0,0.0
1784,1.4779687569037897e-08,1.4779687569037897e-08,0.0,0.0
1785,9.672501022350843e-09,9.672501022350843e-09,0.0,0.0
1786,8.31152801948422e-07,8.31152801948422e-07,0.0,0.0
1787,8.352493698587133e-07,8.352493698587133e-07,0.0,0.0
1788,8.333368529836857e-07,8.333368529836857e-07,0.0,0.0
1789,8.379903922519003e-07,8.379903922519003e-07,0.0,0.0
1790,8.358157932113792e-07,8.358157932113792e-07,0.0,0.0
1791,8.379877256865192e-07,8.379877256865192e-07,0.0,0.0
1792,8.358397429424664e-07,8.358397429424664e-07,0.0,0.0
1793,1.8303530500775522e-08,1.8303530500775522e-08,0.0,0.0
1794,1.7845735429083172e-08,1.7845735429083172e-08,0.0,0.0
1795,2.3325367922869385e-08,2.3325367922869385e-08,0.0,0.0
1796,2.056815188008646e-08,2.056815188008646e-08,0.0,0.0
1797,7.612666992023215e-08,7.612666992023215e-08,0.0,0.0
1798,7.569070754292235e-08,7.569070754292235e-08,0.0,0.0
1799,7.760629332815532e-08,7.760629332815532e-08,0.0,0.0
1800,7.819050790962884e-08,7.819050790962884e-08,0.0,0.0
1801,8.241808492824378e-08,8.241808492824378e-08,0.0,0.0
1802,8.518686137445489e-08,8.518686137445489e-08,0.0,0.0
1803,8.539653784112033e-08,8.539653784112033e-08,0.0,0.0
1804,3.2278640205163356e-08,3.2278640205163356e-08,0.0,0.0
1805,3.469751013491467e-08,3.469751013491467e-08,0.0,0.0
1806,4.539681798730401e-08,4.539681798730401e-08,2.5855010196299387e-10,0.0
1807,4.5680603173130814e-08,4.5680603173130814e-08,2.5855010196299387e-10,0.0
1808,4.676254558181167e-08,4.676254558181167e-08,2.5855010196299387e-10,0.0
1809,4.3399106784493465e-08,4.3399106784493465e-08,2.5855010196299387e-10,0.0
1810,4.54339225289654e-08,4.54339225289654e-08,2.5855010196299387e-10,0.0
1811,4.5571525473876914e-08,4.5571525473876914e-08,2.5855010196299387e-10,0.0
1812,4.38037679779362e-08,4.38037679779362e-08,2.5855010196299387e-10,0.0
1813,3.3592241623279865e-08,3.3592241623279865e-08,0.0,0.0
1814,3.254139992390849e-08,3.254139992390849e-08,0.0,0.0
1815,3.727464584609866e-08,3.727464584609866e-08,0.0,0.0
1816,4.1708139164597924e-08,4.1708139164597924e-08,0.0,0.0
1817,3.876675666195492e-08,3.876675666195492e-08,0.0,0.0
1818,3.923212611921047e-08,3.923212611921047e-08,0.0,0.0
1819,4.330783376360614e-08,4.330783376360614e-08,0.0,0.0
1820,5.23449436177056e-08,5.23449436177056e-08,0.0,0.0
1821,5.4625746973410317e-08,5.4625746973410317e-08,0.0,0.0
1822,4.9075656046885085e-08,4.9075656046885085e-08,0.0,0.0
1823,6.419771482667005e-08,6.419771482667005e-08,0.0,0.0
1824,7.573968347734145e-08,7.573968347734145e-08,0.0,0.0
1825,9.029582618122081e-08,9.029582618122081e-08,1.266168043428146e-10,0.0
1826,1.0362224196163489e-07,1.0362224196163489e-07,1.266168043428146e-10,0.0
1827,1.1472646071248554e-07,1.1472646071248554e-07,1.266168043428146e-10,0.0
1828,1.262267710038551e-07,1.262267710038551e-07,2.369461135235237e-10,0.0
1829,2.339475173585015e-07,2.339475173585015e-07,1.0802374550422655e-09,0.0
1830,2.413387128236926e-07,2.413387128236926e-07,1.0802374550422655e-09,0.0
1831,2.5758044484648834e-07,2.5758044484648834e-07,1.5447107402723402e-09,0.0
1832,2.702939160112042e-07,2.702939160112042e-07,1.4180939359295257e-09,0.0
1833,2.797844932242047e-07,2.797844932242047e-07,1.4180939359295257e-09,0.0
1834,2.8023899087007263e-07,2.8023899087007263e-07,1.4180939359295257e-09,0.0
1835,2.9352892129606646e-07,2.9352892129606646e-07,1.3077646267488164e-09,0.0
1836,2.1300829798422326e-07,2.1300829798422326e-07,6.145956442184439e-10,0.0
1837,2.0735177689143063e-07,2.0735177689143063e-07,6.145956442184439e-10,0.0
1838,2.234771605864288e-07,2.234771605864288e-07,1.5012235898836934e-10,0.0
1839,2.2537106352566688e-07,2.2537106352566688e-07,1.5012235898836934e-10,0.0
1840,2.3131434139551337e-07,2.3131434139551337e-07,5.280521734160207e-10,0.0
1841,2.619493792670775e-07,2.619493792670775e-07,5.280521734160207e-10,0.0
1842,2.787963942247578e-07,2.787963942247578e-07,8.321293812737654e-10,0.0
1843,3.0426395523720983e-07,3.0426395523720983e-07,1.3377523216157832e-09,0.0
1844,3.330510501038069e-07,3.330510501038069e-07,1.3377523216157832e-09,0.0
1845,3.678288363419467e-07,3.678288363419467e-07,1.3377523216157832e-09,0.0
1846,3.9418973431436045e-07,3.9418973431436045e-07,1.3377523216157832e-09,0.0
1847,4.431476676407848e-07,4.431476676407848e-07,1.081033437369935e-09,0.0
1848,4.667926134516165e-07,4.667926134516165e-07,1.081033437369935e-09,0.0
1849,5.131037547861135e-07,5.131037547861135e-07,7.769562295121903e-10,0.0
1850,5.198311896492669e-07,5.198311896492669e-07,1.2121093018180318e-10,0.0
1851,5.646903754755581e-07,5.646903754755581e-07,4.926396909458017e-10,0.0
1852,5.915901104864523e-07,5.915901104864523e-07,4.926396909458017e-10,0.0
1853,6.499544887057189e-07,6.499544887057189e-07,4.926396909458017e-10,0.0
1854,6.522831849257013e-07,6.522831849257013e-07,4.724324820237769e-10,0.0
1855,6.929372083115075e-07,6.929372083115075e-07,7.349412269240321e-10,0.0
1856,7.054015977051417e-07,7.054015977051417e-07,9.33736445306112e-10,0.0
1857,7.55572654855184e-07,7.55572654855184e-07,9.33736445306112e-10,0.0
1858,7.71131015296435e-07,7.71131015296435e-07,8.503252625833926e-10,0.0
1859,8.863716678726113e-07,8.863716678726113e-07,9.721840396207222e-10,0.0
1860,1.0128711583742448e-06,1.0128711583742448e-06,1.399150501806596e-09,0.0
1861,1.1455862818365858e-06,1.1455862818365858e-06,2.2584203554895257e-09,0.0
1862,1.2681592400960135e-06,1.2681592400960135e-06,2.218784695655935e-09,0.0
1863,1.4162905180065927e-06,1.4162905180065927e-06,2.927009206438973e-09,0.0
1864,1.4846713400272295e-06,1.4846713400272295e-06,3.209579935159468e-09,0.0
1865,1.568487894993658e-06,1.568487894993658e-06,2.921562357118189e-09,0.0
1866,1.5394786682268853e-06,1.5394786682268853e-06,2.8439431999847743e-09,0.0
1867,1.4844099009029118e-06,1.4844099009029118e-06,2.503401652642623e-09,0.0
1868,1.4721703272308723e-06,1.4721703272308723e-06,2.0360567596990263e-09,0.0
1869,1.3944614758137114e-06,1.3944614758137114e-06,1.8527695607887092e-09,0.0
1870,1.2809873786474263e-06,1.2809873786474263e-06,9.457498316235912e-10,0.0
1871,1.2730827003386885e-06,1.2730827003386885e-06,1.4341243153343746e-09,0.0
1872,1.2244247987577443e-06,1.2244247987577443e-06,1.4341243153343746e-09,0.0
1873,1.1794065488045038e-06,1.1794065488045038e-06,1.4288934480077842e-09,0.0
1874,1.1661410326269106e-06,1.1661410326269106e-06,1.739875687967185e-09,0.0
1875,1.12455006728851e-06,1.12455006728851e-06,1.688212347694673e-09,0.0
1876,1.112152501393991e-06,1.112152501393991e-06,1.6486264615383256e-09,0.0
1877,1.1274841784013136e-06,1.1274841784013136e-06,1.7185298065555292e-09,0.0
1878,1.1043308794406975e-06,1.1043308794406975e-06,1.0201553133994322e-09,0.0
1879,1.1038170474161494e-06,1.1038170474161494e-06,1.055069127302894e-09,0.0
1880,1.0985460383900708e-06,1.0985460383900708e-06,1.0160603747255692e-09,0.0
1881,1.05166789613317e-06,1.05166789613317e-06,8.396123915169592e-10,0.0
1882,1.0525671752605246e-06,1.0525671752605246e-06,3.983470497903596e-10,0.0
1883,1.06599674154495e-06,1.06599674154495e-06,3.983470497903596e-10,0.0
1884,1.0771189522529312e-06,1.0771189522529312e-06,4.809982452019008e-10,0.0
1885,1.1033215758158934e-06,1.1033215758158934e-06,4.664740815840673e-10,0.0
1886,1.1177526581767388e-06,1.1177526581767388e-06,6.246805810723138e-10,0.0
1887,1.2079235359254068e-06,1.2079235359254068e-06,6.799485181246163e-10,0.0
1888,1.2648355810337568e-06,1.2648355810337568e-06,6.210063970993726e-10,0.0
1889,1.2713746205658287e-06,1.2713746205658287e-06,7.780317739276249e-10,0.0
1890,1.279378385074129e-06,1.279378385074129e-06,8.286231542190389e-10,0.0
1891,1.2991134294030156e-06,1.2991134294030156e-06,9.577241698112614e-10,0.0
1892,1.3161450169718591e-06,1.3161450169718591e-06,1.2142797680057627e-09,0.0
1893,1.3543321983888745e-06,1.3543321983888745e-06,1.367084552704258e-09,0.0
1894,1.3236612111151253e-06,1.3236612111151253e-06,1.819927375468211e-09,0.0
1895,1.3947225007931202e-06,1.3947225007931202e-06,1.8272799860520804e-09,0.0
1896,1.447652493880014e-06,1.447652493880014e-06,1.96096098882746e-09,0.0
1897,1.586820660902179e-06,1.586820660902179e-06,2.3562117336593603e-09,0.0
1898,1.597687027502356e-06,1.597687027502356e-06,2.1827851906916098e-09,0.0
1899,1.6056324381809515e-06,1.6056324381809515e-06,2.086749915721141e-09,0.0
1900,1.6035190161086836e-06,1.6035190161086836e-06,1.8673190454216685e-09,0.0
1901,1.6521377444535444e-06,1.6521377444535444e-06,1.5305751586782078e-09,0.0
1902,1.6518776289688373e-06,1.6518776289688373e-06,1.791662754665627e-09,0.0
1903,1.6291000487659143e-06,1.6291000487659143e-06,1.8356784029346533e-09,0.0
1904,1.5506629681892394e-06,1.5506629681892394e-06,1.7386185507157442e-09,0.0
1905,1.5695042390819123e-06,1.5695042390819123e-06,1.7218707095066422e-09,0.0
1906,1.5560249266854953e-06,1.5560249266854953e-06,1.8446335252925954e-09,0.0
1907,1.5876127820644927e-06,1.5876127820644927e-06,1.9671922503659646e-09,0.0
1908,1.5701777523905288e-06,1.5701777523905288e-06,1.9879677428034726e-09,0.0
1909,1.53366631496153e-06,1.53366631496153e-06,1.7504446146533935e-09,0.0
1910,1.5449203861602915e-06,1.5449203861602915e-06,1.870260961973307e-09,0.0
1911,1.6099204620851587e-06,1.6099204620851587e-06,1.828993179131544e-09,0.0
1912,1.7612932197152986e-06,1.7612932197152986e-06,2.0690364976871933e-09,0.0
1913,1.9417009460604665e-06,1.9417009460604665e-06,2.027963099036713e-09,0.0
1914,2.149452224590017e-06,2.149452224590017e-06,1.954308017003216e-09,0.0
1915,2.3961625856827595e-06,2.3961625856827595e-06,1.9374915957318504e-09,0.0
1916,2.555611769951481e-06,2.555611769951481e-06,2.226217067833959e-09,0.0
1917,2.6735756039540448e-06,2.6735756039540448e-06,2.009096175140509e-09,1.396573432296425e-11
1918,2.6901810932551077e-06,2.6901810932551077e-06,2.0754679086465444e-09,2.8345973385983977e-11
1919,2.6258027381637864e-06,2.6258027381637864e-06,1.9286181223472046e-09,2.8345973385983977e-11
1920,2.546308613610953e-06,2.546308613610953e-06,2.092394923991492e-09,2.8345973385983977e-11
1921,2.3897206509510786e-06,2.3897206509510786e-06,2.2824479607917526e-09,2.8345973385983977e-11
