ngram,fishing,fshing,fiishing,fishng
1625,1.4611213064849185e-05,0.0,0.0,0.0
1626,1.1806956097513779e-05,0.0,0.0,0.0
1627,1.0010981619806053e-05,0.0,0.0,0.0
1628,5.0835401940016056e-06,6.55116260921724e-08,0.0,0.0
1629,6.746307998842635e-06,6.55116260921724e-08,0.0,0.0
1630,6.024314391847188e-06,6.55116260921724e-08,0.0,0.0
1631,8.482261583659628e-06,6.55116260921724e-08,0.0,0.0
1632,7.327917395676715e-06,6.55116260921724e-08,0.0,0.0
1633,8.23960177090807e-06,6.55116260921724e-08,0.0,0.0
1634,8.290313571381245e-06,6.55116260921724e-08,0.0,0.0
1635,6.835691197336148e-06,0.0,0.0,0.0
1636,5.449952620243234e-06,0.0,0.0,0.0
1637,5.363703621696914e-06,0.0,0.0,0.0
1638,3.025764385711227e-06,0.0,0.0,0.0
1639,3.4792298687794495e-06,0.0,0.0,0.0
1640,5.500967599151149e-06,0.0,0.0,0.0
1641,5.250157292786233e-06,0.0,0.0,0.0
1642,5.105718652690225e-06,0.0,0.0,0.0
1643,4.758341016700537e-06,0.0,0.0,0.0
1644,6.499908904191086e-06,0.0,0.0,0.0
1645,7.065554858140136e-06,0.0,0.0,0.0
1646,7.326370523839744e-06,0.0,0.0,0.0
1647,6.014615800203111e-06,0.0,0.0,0.0
1648,6.2161162596956795e-06,0.0,0.0,0.0
1649,6.0190002386661945e-06,0.0,0.0,0.0
1650,2.9296672080038532e-05,0.0,0.0,0.0
1651,2.7770104598598016e-05,0.0,0.0,0.0
1652,2.760317522643163e-05,0.0,0.0,0.0
1653,2.7626401512342064e-05,0.0,0.0,0.0
1654,2.6250704633769472e-05,0.0,0.0,0.0
1655,2.6452687393430097e-05,0.0,0.0,0.0
1656,2.6399233401467166e-05,0.0,0.0,0.0
1657,3.260583720735407e-06,0.0,0.0,0.0
1658,5.19020872096527e-06,0.0,0.0,0.0
1659,5.487167576185519e-06,0.0,6.433437046585563e-08,0.0
1660,4.898558407668523e-06,0.0,6.433437046585563e-08,0.0
1661,5.940164880615027e-06,1.3437081796447664e-07,6.433437046585563e-08,0.0
1662,5.904435803521275e-06,1.3437081796447664e-07,6.433437046585563e-08,0.0
1663,6.840021147322009e-06,1.3437081796447664e-07,6.433437046585563e-08,0.0
1664,7.76217947467168e-06,1.7367379915153185e-07,6.433437046585563e-08,0.0
1665,5.9702870040772334e-06,1.7367379915153185e-07,1.5251760438721768e-07,0.0
1666,7.002691339559013e-06,1.7367379915153185e-07,8.818323392136205e-08,0.0
1667,6.9568808385156444e-06,1.7367379915153185e-07,8.818323392136205e-08,0.0
1668,5.516332732570715e-06,3.9302981187055204e-08,8.818323392136205e-08,0.0
1669,6.287206344625572e-06,3.9302981187055204e-08,8.818323392136205e-08,0.0
1670,5.518234193654539e-06,3.9302981187055204e-08,8.818323392136205e-08,0.0
1671,4.730825058426749e-06,0.0,8.818323392136205e-08,0.0
1672,4.550296336804292e-06,0.0,0.0,0.0
1673,2.627105029010376e-06,0.0,0.0,0.0
1674,2.6926353241054e-06,0.0,0.0,0.0
1675,2.6265923176132285e-06,0.0,0.0,0.0
1676,1.5832529324403107e-06,0.0,0.0,0.0
1677,1.470513804438919e-06,0.0,0.0,0.0
1678,1.4955210109032383e-06,0.0,0.0,0.0
1679,1.4617474123822051e-06,0.0,0.0,0.0
1680,1.5866400125170394e-06,0.0,0.0,0.0
1681,1.6620335340381383e-06,2.237584746061267e-08,0.0,0.0
1682,1.86534677076062e-06,8.285894637083402e-08,0.0,0.0
1683,1.8271520535303613e-06,8.285894637083402e-08,0.0,0.0
1684,1.9134860492288553e-06,8.285894637083402e-08,0.0,0.0
1685,1.9986182938477474e-06,8.285894637083402e-08,0.0,0.0
1686,1.9983337194519535e-06,1.1048815297596906e-07,0.0,0.0
1687,1.7992125062197114e-06,1.1048815297596906e-07,0.0,0.0
1688,1.5567579469331707e-06,8.811230551535637e-08,0.0,0.0
1689,1.397355747810382e-06,2.762920660513503e-08,0.0,0.0
1690,1.7816157976215306e-06,2.762920660513503e-08,0.0,0.0
1691,1.9005673753521738e-06,2.762920660513503e-08,0.0,0.0
1692,1.6113287496669467e-06,2.762920660513503e-08,0.0,0.0
1693,1.8493970433805122e-06,0.0,0.0,0.0
1694,3.970939993840668e-06,0.0,0.0,0.0
1695,4.017318068300872e-06,0.0,0.0,0.0
1696,4.189809975027206e-06,0.0,0.0,0.0
1697,3.9155480148370514e-06,0.0,0.0,0.0
1698,4.024836406253078e-06,0.0,0.0,0.0
1699,4.335319983640927e-06,0.0,0.0,0.0
1700,4.336043389230326e-06,0.0,0.0,0.0
1701,2.7171719239049708e-06,0.0,0.0,0.0
1702,2.7334177730153897e-06,0.0,0.0,0.0
1703,2.652186481100216e-06,0.0,0.0,0.0
1704,2.694797704602284e-06,0.0,0.0,0.0
1705,2.282487425223475e-06,0.0,0.0,0.0
1706,2.3978746607359166e-06,0.0,0.0,0.0
1707,2.1667663564325527e-06,0.0,0.0,0.0
1708,1.818428748785144e-06,0.0,0.0,0.0
1709,1.8189468846685486e-06,0.0,0.0,0.0
1710,1.7017710791021403e-06,0.0,0.0,0.0
1711,1.4307779118943081e-06,0.0,0.0,0.0
1712,1.4129084523314565e-06,0.0,0.0,0.0
1713,1.1844518610359955e-06,0.0,0.0,0.0
1714,1.1726249705848853e-06,0.0,0.0,0.0
1715,1.2107710948125065e-06,0.0,0.0,0.0
1716,1.488338840869931e-06,0.0,0.0,0.0
1717,1.4211486367392873e-06,0.0,0.0,0.0
1718,1.5952473566877806e-06,0.0,0.0,0.0
1719,1.8840117458499402e-06,0.0,0.0,0.0
1720,1.9181259501367876e-06,0.0,0.0,0.0
1721,1.9155242755784585e-06,0.0,0.0,0.0
1722,2.1403339555295782e-06,0.0,0.0,0.0
1723,2.317783452911369e-06,0.0,0.0,6.175176179924944e-09
1724,2.6668729203395614e-06,0.0,0.0,6.175176179924944e-09
1725,2.6552088131990914e-06,0.0,0.0,6.175176179924944e-09
1726,2.5982592108318514e-06,0.0,0.0,6.175176179924944e-09
1727,2.4910255141159202e-06,0.0,0.0,6.175176179924944e-09
1728,2.5799296768777173e-06,0.0,0.0,6.175176179924944e-09
1729,2.4302630176212655e-06,0.0,0.0,6.175176179924944e-09
1730,1.990768558763583e-06,0.0,0.0,0.0
1731,1.7293135182886284e-06,0.0,0.0,0.0
1732,1.8717193077983602e-06,0.0,0.0,0.0
1733,1.7803233731683576e-06,0.0,0.0,0.0
1734,1.8917072891002005e-06,0.0,0.0,0.0
1735,2.1111532402885913e-06,0.0,0.0,0.0
1736,1.986850666721044e-06,0.0,0.0,0.0
1737,2.1057110513668576e-06,0.0,0.0,0.0
1738,2.1181077564896052e-06,0.0,0.0,0.0
1739,2.094359615512076e-06,0.0,0.0,0.0
1740,2.126447010856022e-06,0.0,0.0,0.0
1741,1.903040502578993e-06,0.0,0.0,0.0
1742,2.47091434500492e-06,0.0,0.0,0.0
1743,4.302029586662164e-06,0.0,0.0,0.0
1744,4.274700765043755e-06,0.0,0.0,0.0
1745,4.261343828407657e-06,0.0,0.0,0.0
1746,4.5592786688887695e-06,0.0,0.0,0.0
1747,4.945216574014921e-06,0.0,0.0,0.0
1748,5.558939164984622e-06,0.0,0.0,0.0
1749,4.918005093454017e-06,0.0,0.0,0.0
1750,3.2833387259805543e-06,0.0,0.0,0.0
1751,3.3875804287423046e-06,0.0,0.0,0.0
1752,4.0104454066230185e-06,0.0,0.0,0.0
1753,4.147784628522848e-06,0.0,0.0,0.0
1754,4.03887621100044e-06,0.0,0.0,0.0
1755,4.535854584121678e-06,0.0,0.0,0.0
1756,5.134443491832437e-06,0.0,0.0,0.0
1757,6.091896726242599e-06,0.0,0.0,0.0
1758,6.641012987529393e-06,0.0,0.0,0.0
1759,6.808428679505596e-06,0.0,0.0,0.0
1760,6.98401637626895e-06,0.0,0.0,0.0
1761,7.633457114155004e-06,5.551134916816279e-09,0.0,0.0
1762,7.352032948152295e-06,5.551134916816279e-09,0.0,0.0
1763,8.121183457530736e-06,5.551134916816279e-09,0.0,0.0
1764,7.922936609767411e-06,5.551134916816279e-09,0.0,0.0
1765,7.563259259768529e-06,5.551134916816279e-09,0.0,0.0
1766,7.736653255311207e-06,5.551134916816279e-09,0.0,0.0
1767,7.245887608015826e-06,5.551134916816279e-09,0.0,0.0
1768,6.936683575986535e-06,0.0,0.0,0.0
1769,6.643223222064469e-06,0.0,0.0,0.0
1770,5.6295234246915375e-06,0.0,0.0,0.0
1771,5.802114726195993e-06,0.0,0.0,0.0
1772,6.639541847367322e-06,0.0,0.0,0.0
1773,6.514089916111386e-06,0.0,0.0,0.0
1774,7.219941510681695e-06,2.672463139674619e-09,0.0,0.0
1775,8.563848950871034e-06,2.672463139674619e-09,0.0,0.0
1776,9.095544165964903e-06,2.672463139674619e-09,0.0,0.0
1777,1.0143152264520592e-05,2.672463139674619e-09,0.0,0.0
1778,9.622494027488366e-06,2.672463139674619e-09,0.0,0.0
1779,8.614821256612362e-06,2.672463139674619e-09,0.0,0.0
1780,8.417403023486258e-06,2.672463139674619e-09,0.0,0.0
1781,8.193167364619772e-06,0.0,0.0,0.0
1782,8.421843436475943e-06,0.0,0.0,0.0
1783,8.739162370017897e-06,0.0,0.0,0.0
1784,9.176249542568777e-06,0.0,0.0,0.0
1785,9.300745010217984e-06,0.0,0.0,0.0
1786,1.0733784035567493e-05,0.0,0.0,0.0
1787,1.0841426956176292e-05,0.0,0.0,0.0
1788,1.0992746216028795e-05,0.0,0.0,0.0
1789,9.560265750353989e-06,1.163384817053676e-09,2.326769634107352e-09,0.0
1790,9.436293177194394e-06,2.2682332202959644e-09,2.326769634107352e-09,0.0
1791,8.843527406757598e-06,4.440165695435943e-09,5.5846684736999515e-09,0.0
1792,9.071620882293376e-06,4.440165695435943e-09,5.5846684736999515e-09,0.0
1793,8.126368941572895e-06,4.440165695435943e-09,5.5846684736999515e-09,0.0
1794,8.017360934380641e-06,5.4381512626378026e-09,5.5846684736999515e-09,0.0
1795,8.28677210457889e-06,5.4381512626378026e-09,5.5846684736999515e-09,0.0
1796,8.538276688341284e-06,4.274766445584126e-09,3.257898839592599e-09,0.0
1797,9.465381286385569e-06,3.169918042341838e-09,3.257898839592599e-09,1.133847301762866e-09
1798,9.161064099316718e-06,2.1552989234610973e-09,0.0,1.133847301762866e-09
1799,9.445344078682996e-06,2.7560685162646745e-09,0.0,2.33538648737002e-09
1800,1.0282029376997213e-05,3.167732425574903e-09,0.0,2.7470503966802492e-09
1801,1.0687786665844864e-05,2.634087329208715e-09,0.0,3.2113908675159207e-09
1802,1.0564227522991132e-05,2.634087329208715e-09,0.0,3.6455176655181276e-09
1803,1.0753344603082432e-05,2.634087329208715e-09,0.0,3.996517624774551e-09
1804,9.788880821101234e-06,2.634087329208715e-09,0.0,2.8626703230116846e-09
1805,9.999911136609236e-06,1.7364514746733205e-09,2.5967750172384285e-10,2.8626703230116846e-09
1806,1.030718794936547e-05,1.1356818818697434e-09,2.5967750172384285e-10,1.6611311374045305e-09
1807,1.0088276082699719e-05,1.142460427848237e-09,6.781199570125653e-10,1.2494672280943015e-09
1808,1.0366310432021106e-05,6.781199570125653e-10,6.781199570125653e-10,7.851267572586299e-10
1809,1.040026329844425e-05,6.781199570125653e-10,8.590447718250158e-10,5.319247740688735e-10
1810,1.0705856896363133e-05,6.781199570125653e-10,8.590447718250158e-10,6.168001189164687e-10
1811,1.0920238310063723e-05,6.781199570125653e-10,8.590447718250158e-10,6.168001189164687e-10
1812,1.1272576817386185e-05,6.571507147969311e-10,5.99367270101173e-10,6.168001189164687e-10
1813,1.059688409960862e-05,6.571507147969311e-10,5.99367270101173e-10,6.168001189164687e-10
1814,1.0361183350531583e-05,2.3870825950820876e-10,1.809248148124506e-10,6.168001189164687e-10
1815,1.0326421033823863e-05,4.318489692829124e-10,1.809248148124506e-10,6.168001189164687e-10
1816,1.0724625618812362e-05,4.318489692829124e-10,1.901727188423154e-10,4.35875304104018e-10
1817,1.0591108678324548e-05,4.318489692829124e-10,1.901727188423154e-10,0.0
1818,1.0131951512448722e-05,4.318489692829124e-10,1.901727188423154e-10,0.0
1819,1.016075118189162e-05,3.434381509340564e-10,1.901727188423154e-10,3.0059488231870546e-10
1820,1.0574382356155962e-05,3.434381509340564e-10,3.375696547688481e-10,3.0059488231870546e-10
1821,1.1076587400436568e-05,6.005466600202323e-10,4.661239093119361e-10,3.0059488231870546e-10
1822,1.095698001206204e-05,4.0740595024552865e-10,4.661239093119361e-10,3.0059488231870546e-10
1823,1.0781216912749056e-05,8.287942713077915e-10,2.759511904696207e-10,3.0059488231870546e-10
1824,1.0523516136475206e-05,9.629142879877657e-10,2.759511904696207e-10,4.347148989986798e-10
1825,1.0803917445757958e-05,9.629142879877657e-10,2.759511904696207e-10,5.613317033414944e-10
1826,1.0361764127862574e-05,8.126168468284131e-10,2.759511904696207e-10,3.792350639868809e-10
1827,1.0302828871187688e-05,8.126168468284131e-10,2.3312486068555975e-10,3.792350639868809e-10
1828,9.838774271234538e-06,5.555083377422371e-10,3.2522922450389e-10,3.792350639868809e-10
1829,1.038707952310298e-05,5.555083377422371e-10,3.2522922450389e-10,3.792350639868809e-10
1830,1.0649590097143249e-05,1.3412001667997434e-10,5.158383085758698e-10,3.792350639868809e-10
1831,1.1025081091377484e-05,0.0,6.087329687939505e-10,2.451150473069065e-10
1832,1.1478230590000749e-05,0.0,6.087329687939505e-10,2.887971607888419e-10
1833,1.1737400070290147e-05,0.0,6.087329687939505e-10,3.3525544245500376e-10
1834,1.2218824070129943e-05,8.306019364364862e-11,5.872225562951274e-10,3.3525544245500376e-10
1835,1.236792247384853e-05,1.6684359449570252e-10,3.665639379337092e-10,3.3525544245500376e-10
1836,1.2151471050206705e-05,2.419047739898872e-10,4.4162511742789386e-10,3.3525544245500376e-10
1837,1.2063686101880324e-05,2.419047739898872e-10,2.51016033355914e-10,3.3525544245500376e-10
1838,1.2173344657639973e-05,3.945562686093394e-10,3.107728677572855e-10,1.1748386390714976e-09
1839,1.2062391631064071e-05,3.945562686093394e-10,3.8655430443869573e-10,1.0045397212467476e-09
1840,1.188439923030923e-05,4.701422346669354e-10,6.13312202611484e-10,9.151691626740899e-10
1841,1.1595296330467266e-05,5.270372630380596e-10,7.401848419899945e-10,9.851467736814762e-10
1842,1.1899817114421499e-05,4.4325386218600574e-10,8.010002819755105e-10,9.851467736814762e-10
1843,1.197052876835057e-05,3.6819268269182107e-10,7.915136324143646e-10,1.5753175430788247e-09
1844,1.204371073981747e-05,5.017583967362579e-10,9.250793464588014e-10,1.7088832571232615e-09
1845,1.1789557252736163e-05,4.158456674246176e-10,7.724278518393492e-10,1.2029938949759916e-09
1846,1.1611104127950966e-05,4.810661670605145e-10,6.96646415157939e-10,1.3334348942477853e-09
1847,1.1503191542163091e-05,4.054802010029184e-10,8.335213233908892e-10,1.318454393281091e-09
1848,1.176846698009675e-05,2.655249789881456e-10,6.2358849036873e-10,1.5219151653208689e-09
1849,1.1952335626119748e-05,3.7300405224855686e-10,6.702521236436252e-10,1.7368733118416912e-09
1850,1.1995445025344712e-05,4.204739612045927e-10,6.996174116226581e-10,1.5264618140926294e-09
1851,1.1996360886509397e-05,3.3333684225565566e-10,6.589088877692209e-10,1.4857532902391922e-09
1852,1.2232732972604157e-05,4.688443601606553e-10,6.589088877692209e-10,1.253182597376374e-09
1853,1.2522298025682435e-05,4.518832014926184e-10,6.589088877692209e-10,1.1710009390724402e-09
1854,1.3030401662815296e-05,4.518832014926184e-10,3.457779419933717e-10,1.1608973346114278e-09
1855,1.307794251001074e-05,5.043849504726694e-10,3.9827969097342274e-10,8.874589515642636e-10
1856,1.2909937530431697e-05,4.4660468180777816e-10,2.908006177130115e-10,6.725008050434411e-10
1857,1.3453861356538255e-05,5.435374531411899e-10,2.9212925332723824e-10,3.4087576015830376e-10
1858,1.3730553941318899e-05,4.971088580456901e-10,2.568755763654451e-10,3.632255964257171e-10
1859,1.3691083690251357e-05,3.5579196335154354e-10,4.396637419214398e-10,3.8396123185664115e-10
1860,1.3992571049519548e-05,3.0753262238368354e-10,6.836445774562248e-10,4.5769230865617365e-10
1861,1.416923156024755e-05,3.640193027961861e-10,6.331427168263356e-10,4.0719044802628446e-10
1862,1.4691382602904923e-05,3.6723582508280117e-10,6.363592391129507e-10,4.6290871929295056e-10
1863,1.4957128379527213e-05,3.1753702048728117e-10,7.318350013298312e-10,5.106466004013908e-10
1864,1.4659689700887871e-05,1.7313434019783358e-10,6.826616692569485e-10,5.096074950916574e-10
1865,1.4734086497420712e-05,2.6158744218359887e-10,6.250581560277421e-10,3.9440046863324444e-10
1866,1.5166842266418306e-05,2.8913729347276474e-10,4.865096103756628e-10,3.1678131149983e-10
1867,1.5169567632256076e-05,4.619871231602092e-10,2.8574123226273885e-10,2.3800335115429863e-10
1868,1.5145663383009378e-05,5.399355407220696e-10,3.3055293026583246e-10,2.828150491573922e-10
1869,1.4643846043327358e-05,4.842172694554035e-10,2.7483465899916636e-10,2.666826640470735e-10
1870,1.5142869805068976e-05,5.264537298163166e-10,1.7935889678228582e-10,2.1894478293863325e-10
1871,1.5256922129732889e-05,6.076058545190222e-10,1.3226377532887009e-10,2.1242572383657025e-10
1872,1.5592559845702324e-05,5.191527525332568e-10,1.73215485605687e-10,5.809911242580869e-10
1873,1.603068605098607e-05,5.08691017880076e-10,2.460021273988287e-10,5.757602569314965e-10
1874,1.6742834694533875e-05,5.345447655941931e-10,3.22011810073773e-10,5.722885141969312e-10
1875,1.963279984400807e-05,4.402246979649606e-10,6.382353772466892e-10,6.478219072292291e-10
1876,2.043073124826021e-05,4.402246979649606e-10,6.382353772466892e-10,6.465680054848885e-10
1877,2.0572206527244168e-05,4.678915826212509e-10,1.0227037708762258e-09,7.514230190456114e-10
1878,2.0518860505295118e-05,4.955955407963992e-10,1.0589891305138162e-09,7.834176759694397e-10
1879,2.0492741896305233e-05,5.654231686033232e-10,1.1576926758508473e-09,5.195937132932268e-10
1880,2.1575966716877053e-05,4.874056634486732e-10,1.2708732042922476e-09,6.779050574858201e-10
1881,2.3061337352763595e-05,4.78095666231074e-10,1.3094790371085248e-09,9.853858958955693e-10
1882,2.1139553479900185e-05,4.703902148747322e-10,1.0780820878876695e-09,9.298599628377551e-10
1883,2.131234655930062e-05,5.34635470815305e-10,1.3029404896272974e-09,9.55773234366321e-10
1884,2.254957014104418e-05,4.6473212579810156e-10,9.794939105832258e-10,9.72961849976528e-10
1885,2.3993918668046327e-05,5.590389897035055e-10,1.4075809962044161e-09,1.016484242016042e-09
1886,2.4724167555437555e-05,6.547430613552357e-10,1.4610460539822766e-09,9.669200361019291e-10
1887,2.3807248258630614e-05,6.547430613552357e-10,1.3413751379484244e-09,7.97233907858162e-10
1888,2.2221743035645757e-05,5.46358006455908e-10,1.2915585347249093e-09,5.040180396059008e-10
1889,2.194579350803646e-05,5.924611158812456e-10,1.2927746888864127e-09,8.055914169873596e-10
1890,2.1670372007065453e-05,6.041029343428761e-10,1.1690990477296127e-09,9.690073683930679e-10
1891,2.0377947294036858e-05,6.809180917523503e-10,1.466547946574589e-09,8.725687910311158e-10
1892,2.0221032173139974e-05,5.002267271038616e-10,1.2268913186984166e-09,8.913051764901172e-10
1893,1.9626655557658523e-05,6.80620125735411e-10,1.149079371336776e-09,9.053129674490329e-10
1894,1.9339838347929928e-05,7.248036714464184e-10,1.1490023615096894e-09,1.0102296360559038e-09
1895,1.9165061270801482e-05,6.64966353805926e-10,1.0409909918201216e-09,1.0409087817876893e-09
1896,1.8945036572404206e-05,6.058340912273863e-10,1.0457994946224046e-09,7.907988014421719e-10
1897,1.8796800629518528e-05,5.856772824655973e-10,1.1118075349259016e-09,6.002911045228337e-10
1898,1.8910281401726286e-05,5.810147977815459e-10,9.156803410752851e-10,6.829150657670726e-10
1899,1.8198081046908294e-05,5.767571222202252e-10,7.091784302661251e-10,8.39508074168549e-10
1900,1.8187017173789043e-05,3.21185050777828e-10,6.842230908838636e-10,8.426054695246218e-10
1901,1.8287914956869956e-05,3.6268494160321806e-10,6.937210329992029e-10,9.328317562840027e-10
1902,1.840427389002538e-05,3.58732024244698e-10,7.798124844273145e-10,9.686749577067895e-10
1903,1.8504721083445475e-05,4.1904732461794936e-10,7.238452377172117e-10,9.002098352465079e-10
1904,1.8554914796758177e-05,4.901469785600909e-10,6.042156576656157e-10,9.740325054455719e-10
1905,1.8233409718959592e-05,4.3324116813911063e-10,5.028595873035613e-10,9.725315314972655e-10
1906,1.7996867297499974e-05,5.54662136656844e-10,6.242805558212946e-10,8.052289152920317e-10
1907,1.8361028976089854e-05,4.78959283940166e-10,6.657790905885617e-10,7.915471928703661e-10
1908,1.841451895805741e-05,5.305203806022745e-10,6.830668173942098e-10,6.373925355772161e-10
1909,1.9466033336357214e-05,5.822071386504416e-10,7.210044466227877e-10,5.58207531785117e-10
1910,1.929362666227722e-05,5.300591919753041e-10,7.652737253417894e-10,5.654856582992807e-10
1911,1.917024798915788e-05,4.87096867800891e-10,8.015800999152032e-10,5.803108628553235e-10
