ngram,ticket,tiket,tiket,tickett
1573,9.807406708465091e-06,0.0,0.0,0.0
1574,9.807406708465091e-06,0.0,0.0,0.0
1575,9.807406708465091e-06,0.0,0.0,0.0
1576,9.807406708465091e-06,0.0,0.0,0.0
1577,9.807406708465091e-06,0.0,0.0,0.0
1578,0.0,0.0,0.0,0.0
1579,0.0,0.0,0.0,0.0
1580,0.0,0.0,0.0,0.0
1581,2.37322949812681e-06,0.0,0.0,0.0
1582,2.37322949812681e-06,0.0,0.0,0.0
1583,2.37322949812681e-06,0.0,0.0,0.0
1584,2.37322949812681e-06,0.0,0.0,0.0
1585,2.37322949812681e-06,0.0,0.0,0.0
1586,2.37322949812681e-06,0.0,0.0,0.0
1587,2.37322949812681e-06,0.0,0.0,0.0
1588,0.0,0.0,0.0,0.0
1589,1.867264732676891e-07,0.0,0.0,0.0
1590,1.867264732676891e-07,0.0,0.0,0.0
1591,1.867264732676891e-07,0.0,0.0,0.0
1592,1.867264732676891e-07,0.0,0.0,0.0
1593,1.867264732676891e-07,0.0,0.0,0.0
1594,3.543580565487251e-07,0.0,0.0,0.0
1595,3.543580565487251e-07,0.0,0.0,0.0
1596,1.67631583281036e-07,0.0,0.0,0.0
1597,2.886936759490969e-07,0.0,0.0,1.2106209266806089e-07
1598,2.102284189017415e-06,0.0,0.0,1.2106209266806089e-07
1599,2.4560176338387204e-06,0.0,0.0,1.2106209266806089e-07
1600,2.5625237185522565e-06,0.0,0.0,1.2106209266806089e-07
1601,2.3948921352712205e-06,0.0,0.0,1.2106209266806089e-07
1602,2.49929285343699e-06,0.0,0.0,1.2106209266806089e-07
1603,2.49929285343699e-06,0.0,0.0,1.2106209266806089e-07
1604,2.378230760768929e-06,0.0,0.0,0.0
1605,7.89514030787229e-07,0.0,0.0,0.0
1606,1.3967419038505926e-06,0.0,0.0,0.0
1607,1.2902358191370565e-06,0.0,0.0,0.0
1608,1.2902358191370565e-06,0.0,0.0,0.0
1609,1.185835100971287e-06,0.0,0.0,0.0
1610,1.185835100971287e-06,0.0,0.0,0.0
1611,1.2882473795018865e-06,0.0,0.0,0.0
1612,1.0633735964152687e-06,0.0,0.0,0.0
1613,1.0241227853059951e-07,0.0,0.0,0.0
1614,7.616317735223024e-07,0.0,0.0,0.0
1615,7.616317735223024e-07,0.0,0.0,0.0
1616,7.616317735223024e-07,0.0,0.0,0.0
1617,7.616317735223024e-07,0.0,0.0,0.0
1618,6.59219494991703e-07,0.0,0.0,0.0
1619,6.59219494991703e-07,0.0,0.0,0.0
1620,7.599584088373896e-07,0.0,0.0,1.0073891384568664e-07
1621,1.0073891384568664e-07,0.0,0.0,1.0073891384568664e-07
1622,1.7108732208725996e-07,0.0,0.0,1.0073891384568664e-07
1623,4.405015131071975e-07,0.0,0.0,1.0073891384568664e-07
1624,5.898337056870722e-07,0.0,0.0,1.0073891384568664e-07
1625,5.898337056870722e-07,0.0,0.0,1.0073891384568664e-07
1626,5.898337056870722e-07,0.0,0.0,1.0073891384568664e-07
1627,6.488661321262563e-07,0.0,0.0,0.0
1628,7.143777582184287e-07,0.0,0.0,0.0
1629,6.440293499768554e-07,0.0,0.0,0.0
1630,3.7461515895691786e-07,0.0,0.0,0.0
1631,2.2528296637704314e-07,0.0,0.0,0.0
1632,2.2528296637704314e-07,0.0,0.0,0.0
1633,2.2528296637704314e-07,0.0,0.0,0.0
1634,6.55116260921724e-08,0.0,0.0,0.0
1635,0.0,0.0,0.0,0.0
1636,0.0,0.0,0.0,0.0
1637,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0
1639,7.787022988330656e-08,0.0,0.0,0.0
1640,7.787022988330656e-08,0.0,0.0,0.0
1641,2.5703649596055455e-07,0.0,0.0,0.0
1642,2.5703649596055455e-07,0.0,0.0,0.0
1643,3.473589426253706e-07,0.0,0.0,0.0
1644,4.390204091058487e-07,0.0,0.0,0.0
1645,4.881372400892101e-07,0.0,0.0,0.0
1646,4.102670102059035e-07,0.0,0.0,0.0
1647,4.102670102059035e-07,0.0,0.0,0.0
1648,3.6864845144789017e-07,0.0,0.0,0.0
1649,3.6864845144789017e-07,0.0,0.0,0.0
1650,3.6616627799698366e-07,0.0,0.0,0.0
1651,3.1750489272651195e-07,0.0,0.0,0.0
1652,5.467450543099923e-07,0.0,0.0,0.0
1653,8.482481673256968e-07,0.0,0.0,1.5075155650785226e-07
1654,8.482481673256968e-07,0.0,0.0,1.5075155650785226e-07
1655,7.688035046677604e-07,0.0,0.0,1.5075155650785226e-07
1656,7.688035046677604e-07,0.0,0.0,1.5075155650785226e-07
1657,7.643765310863923e-07,0.0,0.0,1.5075155650785226e-07
1658,7.749920842213344e-07,0.0,0.0,1.5075155650785226e-07
1659,4.966350916544928e-07,0.0,0.0,1.5075155650785226e-07
1660,3.554815789032416e-07,0.0,0.0,0.0
1661,3.554815789032416e-07,0.0,0.0,0.0
1662,1.8807730798796131e-06,0.0,0.0,0.0
1663,3.326062544114653e-06,0.0,0.0,0.0
1664,5.286404282449959e-06,0.0,0.0,0.0
1665,5.541429962769533e-06,0.0,0.0,0.0
1666,5.541429962769533e-06,0.0,0.0,0.0
1667,5.413532678387258e-06,0.0,0.0,0.0
1668,5.413532678387258e-06,0.0,0.0,0.0
1669,4.0398167767209865e-06,0.0,0.0,0.0
1670,2.633176480669265e-06,0.0,0.0,0.0
1671,5.894214427014179e-07,0.0,0.0,0.0
1672,2.807801280368949e-07,0.0,0.0,0.0
1673,3.3026586874841867e-07,0.0,0.0,0.0
1674,3.628746014783246e-07,0.0,0.0,0.0
1675,5.687855986837218e-07,0.0,0.0,0.0
1676,4.0205346506029726e-07,0.0,0.0,0.0
1677,4.3057669277654244e-07,0.0,0.0,0.0
1678,4.3057669277654244e-07,0.0,0.0,0.0
1679,4.536484620335354e-07,0.0,0.0,0.0
1680,4.041627213220116e-07,0.0,0.0,0.0
1681,3.3910167270992784e-07,0.0,0.0,0.0
1682,1.3319067550453057e-07,0.0,0.0,0.0
1683,9.024416515655633e-08,0.0,0.0,0.0
1684,2.3071769256992932e-08,0.0,0.0,0.0
1685,2.3071769256992932e-08,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,1.4631330356808447e-07,0.0,0.0,0.0
1695,1.618201070284288e-07,0.0,0.0,0.0
1696,1.618201070284288e-07,0.0,0.0,0.0
1697,2.7406434810473e-06,0.0,0.0,0.0
1698,3.31106335644498e-06,0.0,0.0,0.0
1699,3.4156196794096364e-06,0.0,0.0,0.0
1700,3.4156196794096364e-06,0.0,0.0,0.0
1701,3.278973135171067e-06,0.0,0.0,0.0
1702,3.2754514914959794e-06,0.0,0.0,0.0
1703,3.2754514914959794e-06,0.0,0.0,0.0
1704,7.052898841461033e-07,0.0,0.0,0.0
1705,1.440278134217416e-07,0.0,0.0,0.0
1706,6.16222562501077e-08,0.0,0.0,0.0
1707,1.2238452131084288e-07,0.0,0.0,0.0
1708,1.6094709666601504e-07,0.0,0.0,0.0
1709,1.4896193688075853e-07,0.0,0.0,0.0
1710,1.8339198350401732e-07,0.0,0.0,0.0
1711,1.747302168350221e-07,0.0,0.0,0.0
1712,1.6557241216170431e-07,0.0,0.0,0.0
1713,2.2996576782523854e-07,0.0,0.0,0.0
1714,1.8834672386804285e-07,0.0,0.0,0.0
1715,1.401173891833553e-07,0.0,0.0,0.0
1716,1.401173891833553e-07,0.0,0.0,0.0
1717,1.0568734256009651e-07,0.0,0.0,0.0
1718,1.7536314698775512e-07,0.0,0.0,0.0
1719,2.5438159769107317e-07,0.0,0.0,0.0
1720,2.1314311839302847e-07,0.0,0.0,0.0
1721,2.1152001344099907e-07,0.0,0.0,0.0
1722,2.3470277353356194e-07,0.0,0.0,0.0
1723,2.5322830156580623e-07,0.0,0.0,0.0
1724,2.5322830156580623e-07,0.0,0.0,0.0
1725,2.2767021740881838e-07,0.0,0.0,0.0
1726,2.764017312171875e-07,0.0,0.0,0.0
1727,2.516242371289731e-07,0.0,0.0,0.0
1728,2.3410412097746303e-07,0.0,0.0,0.0
1729,2.3003729105702015e-07,0.0,0.0,0.0
1730,2.1969500098504925e-07,0.0,0.0,0.0
1731,2.266617405512404e-07,0.0,0.0,0.0
1732,2.0757811571213226e-07,0.0,0.0,0.0
1733,7.982815120044506e-08,0.0,0.0,0.0
1734,1.1607905087933951e-07,0.0,0.0,0.0
1735,1.225459769216286e-07,0.0,0.0,0.0
1736,1.199670214597453e-07,0.0,0.0,0.0
1737,1.325486681683482e-07,0.0,0.0,0.0
1738,2.079591757210762e-07,0.0,0.0,0.0
1739,2.701598249237642e-07,0.0,0.0,6.461832973465269e-09
1740,2.7764710353039845e-07,0.0,0.0,6.461832973465269e-09
1741,2.3275075733408812e-07,0.0,0.0,6.461832973465269e-09
1742,2.900575551174305e-07,0.0,0.0,6.461832973465269e-09
1743,3.0241476015443626e-07,0.0,0.0,6.461832973465269e-09
1744,3.2629047806511024e-07,0.0,0.0,6.461832973465269e-09
1745,2.6284795850983755e-07,0.0,0.0,6.461832973465269e-09
1746,2.154370310084427e-07,0.0,0.0,0.0
1747,2.495412699334208e-07,0.0,0.0,0.0
1748,4.123656956218318e-07,0.0,0.0,0.0
1749,4.5265286376304304e-07,0.0,0.0,0.0
1750,4.831358495493987e-07,0.0,0.0,0.0
1751,5.491385418768655e-07,0.0,0.0,0.0
1752,6.198713841903165e-07,0.0,0.0,0.0
1753,6.806346115289281e-07,0.0,0.0,0.0
1754,7.645651537911493e-07,0.0,0.0,0.0
1755,8.904160446426041e-07,0.0,0.0,0.0
1756,9.533060278954508e-07,0.0,0.0,0.0
1757,1.0126886666382364e-06,0.0,0.0,0.0
1758,1.2003735037069418e-06,0.0,0.0,0.0
1759,1.3924883108172383e-06,0.0,0.0,0.0
1760,1.8880474986612432e-06,0.0,0.0,0.0
1761,2.731198492256226e-06,0.0,0.0,0.0
1762,3.433926167417667e-06,0.0,0.0,0.0
1763,5.549269612207094e-06,0.0,0.0,0.0
1764,6.220310784296349e-06,0.0,0.0,0.0
1765,6.116511615670918e-06,0.0,0.0,0.0
1766,5.99457868182591e-06,0.0,0.0,0.0
1767,5.48087851776862e-06,0.0,0.0,0.0
1768,5.064741230853542e-06,0.0,0.0,0.0
1769,4.222907299273564e-06,0.0,0.0,0.0
1770,2.202958837317835e-06,0.0,0.0,0.0
1771,1.7396056851534273e-06,0.0,0.0,0.0
1772,1.7612354343197824e-06,0.0,0.0,0.0
1773,1.8115964459346806e-06,0.0,0.0,0.0
1774,1.926912643414523e-06,0.0,0.0,0.0
1775,1.949225991536098e-06,0.0,0.0,0.0
1776,1.9613658780924325e-06,0.0,0.0,0.0
1777,1.9528903944124717e-06,0.0,0.0,2.9180503093227473e-09
1778,1.835028342611622e-06,0.0,0.0,2.9180503093227473e-09
1779,2.3745668938447906e-06,0.0,0.0,2.9180503093227473e-09
1780,2.5355206097239195e-06,0.0,0.0,2.9180503093227473e-09
1781,2.66288619903727e-06,0.0,0.0,2.9180503093227473e-09
1782,2.3426968352526145e-06,2.1581334814462546e-09,2.1581334814462546e-09,2.9180503093227473e-09
1783,2.7779929203981216e-06,2.1581334814462546e-09,2.1581334814462546e-09,2.9180503093227473e-09
1784,3.076727304167954e-06,2.1581334814462546e-09,2.1581334814462546e-09,0.0
1785,3.123804877499684e-06,2.1581334814462546e-09,2.1581334814462546e-09,0.0
1786,2.6602490379445953e-06,2.1581334814462546e-09,2.1581334814462546e-09,0.0
1787,2.7544649908252594e-06,2.1581334814462546e-09,2.1581334814462546e-09,0.0
1788,2.784719299597782e-06,2.1581334814462546e-09,2.1581334814462546e-09,0.0
1789,2.8720946829707827e-06,0.0,0.0,0.0
1790,2.679734799520312e-06,0.0,0.0,0.0
1791,2.5267656188329316e-06,0.0,0.0,0.0
1792,2.718377962602452e-06,0.0,0.0,0.0
1793,2.9300938422238687e-06,0.0,0.0,0.0
1794,2.8698958496014323e-06,0.0,0.0,0.0
1795,2.8633836401630627e-06,0.0,0.0,0.0
1796,2.83613816723768e-06,0.0,0.0,0.0
1797,3.1299656321997257e-06,0.0,0.0,0.0
1798,3.1568000135199066e-06,0.0,0.0,0.0
1799,3.052563767726367e-06,6.00769592803577e-10,6.00769592803577e-10,0.0
1800,2.8582777369073094e-06,6.00769592803577e-10,6.00769592803577e-10,0.0
1801,2.738200659483222e-06,6.00769592803577e-10,6.00769592803577e-10,0.0
1802,2.967153477584361e-06,6.00769592803577e-10,6.00769592803577e-10,0.0
1803,3.0131917745685703e-06,6.00769592803577e-10,6.00769592803577e-10,2.4569996830743027e-09
1804,2.602422617720939e-06,6.00769592803577e-10,6.00769592803577e-10,2.4569996830743027e-09
1805,2.5898786069384575e-06,8.604470945274199e-10,8.604470945274199e-10,4.794097309611191e-09
1806,2.479534259691718e-06,2.5967750172384285e-10,2.5967750172384285e-10,5.5697475837795145e-09
1807,2.5042985011428494e-06,2.5967750172384285e-10,2.5967750172384285e-10,8.080402378953165e-09
1808,2.6800345754704073e-06,2.5967750172384285e-10,2.5967750172384285e-10,8.080402378953165e-09
1809,2.3761319880577503e-06,2.5967750172384285e-10,2.5967750172384285e-10,8.623176839250846e-09
1810,2.382964859342402e-06,2.5967750172384285e-10,2.5967750172384285e-10,7.037927764384579e-09
1811,2.47878441379206e-06,4.940614425511366e-10,4.940614425511366e-10,7.272311705211873e-09
1812,2.432946595425684e-06,2.343839408272938e-10,2.343839408272938e-10,4.935214078674985e-09
1813,2.6091600895077657e-06,4.283633447954571e-10,4.283633447954571e-10,4.353543208474824e-09
1814,2.7092485522319165e-06,6.373214813036401e-10,6.373214813036401e-10,2.0518465498093566e-09
1815,2.7604234479180638e-06,6.373214813036401e-10,6.373214813036401e-10,2.2449872595840604e-09
1816,2.987418188890193e-06,6.373214813036401e-10,6.373214813036401e-10,1.7022127992863796e-09
1817,3.053095367379553e-06,6.373214813036401e-10,6.373214813036401e-10,2.3725903939921166e-09
1818,3.1774278730673748e-06,4.0293754047634623e-10,4.0293754047634623e-10,2.1382064531648227e-09
1819,3.183580377351193e-06,4.0293754047634623e-10,4.0293754047634623e-10,3.3405859824396445e-09
1820,3.3384650838083222e-06,2.0895813650818289e-10,2.0895813650818289e-10,5.6523545685241825e-09
1821,3.3772493160150977e-06,0.0,0.0,7.24315601147956e-09
1822,3.3992441785812844e-06,0.0,0.0,7.549090907943423e-09
1823,3.545722133172343e-06,0.0,0.0,7.549090907943423e-09
1824,3.7304091620171675e-06,1.3412001667997434e-10,1.3412001667997434e-10,6.945802821789471e-09
1825,3.6956132914513418e-06,1.3412001667997434e-10,1.3412001667997434e-10,7.072419626132285e-09
1826,3.848215848328047e-06,1.3412001667997434e-10,1.3412001667997434e-10,5.988538339821556e-09
1827,3.7428600795205317e-06,6.569730473923333e-10,6.569730473923333e-10,3.587360955911326e-09
1828,3.7045699952744016e-06,6.569730473923333e-10,6.569730473923333e-10,2.008259994809184e-09
1829,4.0626208114450236e-06,6.569730473923333e-10,6.569730473923333e-10,1.5091843885706169e-09
1830,3.987531694552412e-06,1.2288003313289308e-09,1.2288003313289308e-09,2.176316198682875e-09
1831,3.899470682102089e-06,1.559153599879031e-09,1.559153599879031e-09,1.3303707421411355e-09
1832,3.829802251077906e-06,2.070050353353281e-09,2.070050353353281e-09,1.970099083870025e-09
1833,3.8398925426008645e-06,2.070050353353281e-09,2.070050353353281e-09,2.1815138901664407e-09
1834,3.9357987264208664e-06,1.6302575162845707e-09,1.6302575162845707e-09,3.6550869949739504e-09
1835,4.102194062787541e-06,1.7140409171366245e-09,1.7140409171366245e-09,3.8533453729426375e-09
1836,3.7625076012253496e-06,1.7140409171366245e-09,1.7140409171366245e-09,4.228651254553231e-09
1837,3.952149849543016e-06,1.839186334974739e-09,1.839186334974739e-09,4.413374982930358e-09
1838,4.111636274371579e-06,1.3747130497446643e-09,1.3747130497446643e-09,4.778434822430963e-09
1839,4.378167919380108e-06,8.638162962704143e-10,8.638162962704143e-10,4.542559725198966e-09
1840,4.535264776807578e-06,1.3929180745339158e-09,1.3929180745339158e-09,4.968506304793761e-09
1841,4.645708356422672e-06,1.3098578808902671e-09,1.3098578808902671e-09,5.7696012412122855e-09
1842,4.6151477753093265e-06,1.955859728143748e-09,1.955859728143748e-09,6.445362117040483e-09
1843,4.7332721026448e-06,2.5460304975410963e-09,2.5460304975410963e-09,6.070056235429888e-09
1844,4.643695904503277e-06,1.8490577957663845e-09,1.8490577957663845e-09,5.218200696940503e-09
1845,4.622967870610799e-06,1.8490577957663845e-09,1.8490577957663845e-09,5.027201258453065e-09
1846,4.6036721609458e-06,1.8490577957663845e-09,1.8490577957663845e-09,4.496731209613358e-09
1847,4.608241007580156e-06,1.7441942810693588e-09,1.7441942810693588e-09,3.740871580758056e-09
1848,4.659424770839646e-06,1.7988819560927588e-09,1.7988819560927588e-09,1.7991343335767495e-09
1849,4.9601659546689395e-06,1.1765757812476352e-09,1.1765757812476352e-09,1.7792472574638752e-09
1850,5.156799228903505e-06,6.338749208063226e-10,6.338749208063226e-10,1.9691268932880187e-09
1851,5.185315460818986e-06,6.338749208063226e-10,6.338749208063226e-10,2.2012698648004356e-09
1852,5.4040497161622625e-06,6.338749208063226e-10,6.338749208063226e-10,2.4904920665440908e-09
1853,5.811449422513501e-06,8.751716177154581e-10,8.751716177154581e-10,2.4904920665440908e-09
1854,6.118089783870216e-06,5.014352147788717e-10,5.014352147788717e-10,3.298521836622318e-09
1855,6.346415180554946e-06,4.992492887355229e-10,4.992492887355229e-10,3.1760309303154243e-09
1856,6.224975485175881e-06,5.905654338571915e-10,5.905654338571915e-10,3.343710261053242e-09
1857,6.36211513795258e-06,8.319008854800509e-10,8.319008854800509e-10,3.923978253439486e-09
1858,6.574878430650902e-06,8.895043987092574e-10,8.895043987092574e-10,3.807042308385482e-09
1859,6.6873948786191506e-06,8.895043987092574e-10,8.895043987092574e-10,3.3727238224479095e-09
1860,6.736137428171267e-06,6.482077018001218e-10,6.482077018001218e-10,3.494714240215302e-09
1861,7.343649096063538e-06,6.541925215827352e-10,6.541925215827352e-10,3.2515512901224295e-09
1862,7.488700573178773e-06,6.574090438693503e-10,6.574090438693503e-10,3.27085042384212e-09
1863,7.997112204195997e-06,7.450411200680764e-10,7.450411200680764e-10,2.648972763363844e-09
1864,8.1615993881964e-06,5.975211238494284e-10,5.975211238494284e-10,2.302681228234198e-09
1865,8.566697358349171e-06,8.937300185632832e-10,8.937300185632832e-10,2.1874742017757853e-09
1866,9.177709996168102e-06,9.82209258371114e-10,9.82209258371114e-10,2.5080116396379383e-09
1867,9.800001342747627e-06,1.2846964682543062e-09,1.2846964682543062e-09,2.947783160424576e-09
1868,9.712416223400006e-06,1.5867033718665523e-09,1.5867033718665523e-09,3.5032087706911496e-09
1869,1.175450974447553e-05,1.530985100599886e-09,1.530985100599886e-09,3.485586232341932e-09
1870,1.1772851913909627e-05,1.2445578060190802e-09,1.2445578060190802e-09,3.0761760757716925e-09
1871,1.2280735713180288e-05,1.265576691064244e-09,1.265576691064244e-09,2.6523199826909506e-09
1872,1.296550986548287e-05,3.286963495036892e-09,3.286963495036892e-09,2.8570785420051995e-09
1873,1.3791322869240372e-05,3.4325367786231756e-09,3.4325367786231756e-09,2.687743583251745e-09
1874,1.7208326555971454e-05,3.3684938489335944e-09,3.3684938489335944e-09,2.6426109237373143e-09
1875,1.7261165469660356e-05,3.0100002649088455e-09,3.0100002649088455e-09,1.763008675556169e-09
1876,1.6681407552303945e-05,3.0100002649088455e-09,3.0100002649088455e-09,2.0979653411349173e-09
1877,1.751735804386304e-05,3.079903609926049e-09,3.079903609926049e-09,2.2712514250297235e-09
1878,1.7322608593011474e-05,2.9175993605206382e-09,2.9175993605206382e-09,3.0695293132662218e-09
1879,1.8110621048046077e-05,7.169692220873206e-10,7.169692220873206e-10,3.2488227187853015e-09
1880,1.727770580016243e-05,4.829166986932063e-10,4.829166986932063e-10,3.40328833368732e-09
1881,1.4800940204752675e-05,2.4447241849959566e-10,2.4447241849959566e-10,3.6126677681126905e-09
1882,1.4807828457768274e-05,4.065203174086207e-10,4.065203174086207e-10,3.793302116861241e-09
1883,1.416686310611632e-05,4.386429453789071e-10,4.386429453789071e-10,3.4307620236769967e-09
1884,1.3874964939272364e-05,4.297614149471686e-10,4.297614149471686e-10,3.381913606302435e-09
1885,1.4285998076957185e-05,5.458545262618638e-10,5.458545262618638e-10,2.7287521131569292e-09
1886,1.366935755088759e-05,6.471716238306716e-10,6.471716238306716e-10,3.4206561075730437e-09
1887,1.40197206357178e-05,6.471716238306716e-10,6.471716238306716e-10,4.098487961710719e-09
1888,1.3346227465912566e-05,8.901972076147402e-10,8.901972076147402e-10,3.723516193789221e-09
1889,1.376688838458254e-05,8.590037788223728e-10,8.590037788223728e-10,3.85178048186877e-09
1890,1.3906057055074988e-05,8.774725311435003e-10,8.774725311435003e-10,4.372138904886112e-09
1891,1.4056811128934246e-05,8.164507165580354e-10,8.164507165580354e-10,5.111931068922461e-09
1892,1.4114439701578313e-05,9.026018424737206e-10,9.026018424737206e-10,5.551075821230711e-09
1893,1.4231207907349536e-05,6.267156714225206e-10,6.267156714225206e-10,4.821044960071472e-09
1894,1.4540572790013226e-05,6.70899217133528e-10,6.70899217133528e-10,4.20170523770683e-09
1895,1.4726348646425841e-05,1.2112083003223972e-09,1.2112083003223972e-09,5.120940814253215e-09
1896,1.462151041258559e-05,1.1191146818769126e-09,1.1191146818769126e-09,5.3078081612462876e-09
1897,1.4529929363301822e-05,1.0685233015854984e-09,1.0685233015854984e-09,5.167109280128963e-09
1898,1.4538635046587192e-05,1.1045996379482099e-09,1.1045996379482099e-09,4.3442314983417015e-09
1899,1.4409688576831417e-05,9.569971204381744e-10,9.569971204381744e-10,4.28817364157246e-09
1900,1.4127008398645557e-05,1.0292795385843538e-09,1.0292795385843538e-09,4.12295459677787e-09
1901,1.4046456531754562e-05,1.105052799266204e-09,1.105052799266204e-09,3.825439155922896e-09
1902,1.3884716151681329e-05,4.4224616429262246e-10,4.4224616429262246e-10,2.9511873104023525e-09
1903,1.4182199525488873e-05,4.831810388302874e-10,4.831810388302874e-10,2.724783779558696e-09
1904,1.4343618074365492e-05,5.148885187259264e-10,5.148885187259264e-10,2.579193985370003e-09
1905,1.4401681385477008e-05,4.940590446676576e-10,4.940590446676576e-10,2.6468437283203426e-09
1906,1.4373992338992789e-05,5.014772694322822e-10,5.014772694322822e-10,2.6306349796913408e-09
1907,1.4287582546655489e-05,5.31746072769084e-10,5.31746072769084e-10,2.5671303178447555e-09
1908,1.4147805943918814e-05,6.588294324776684e-10,6.588294324776684e-10,2.4884223887815845e-09
1909,1.4166076133343658e-05,6.623304811350015e-10,6.623304811350015e-10,2.3818029136281537e-09
1910,1.3999938736170797e-05,6.239564232354436e-10,6.239564232354436e-10,2.4778014243561788e-09
1911,1.3864297995626527e-05,6.761165387479475e-10,6.761165387479475e-10,2.1223632058158567e-09
1912,1.3832228562802942e-05,8.050107564676929e-10,8.050107564676929e-10,1.8454214267826785e-09
1913,1.3786143166985962e-05,7.572487309822787e-10,7.572487309822787e-10,1.4478102367781226e-09
1914,1.3535274125128386e-05,7.716294260297549e-10,7.716294260297549e-10,1.3306088453290954e-09
1915,1.3222617651211164e-05,5.883441501843199e-10,5.883441501843199e-10,1.539587679566523e-09
1916,1.273441986476038e-05,4.793669320617739e-10,4.793669320617739e-10,1.3856532429404718e-09
1917,1.221631334504179e-05,4.380452637524941e-10,4.380452637524941e-10,1.003053846331576e-09
1918,1.1745275384912799e-05,3.5417766834435124e-10,3.5417766834435124e-10,1.4536689153997274e-09
1919,1.132484820638118e-05,2.384480817161995e-10,2.384480817161995e-10,1.6377185401467947e-09
1920,1.1006536884191778e-05,2.7055347248275806e-10,2.7055347248275806e-10,1.6857467644015856e-09
1921,1.0978014090921664e-05,1.8173316423159795e-10,1.8173316423159795e-10,2.0793092803117474e-09
1922,1.0693857023267941e-05,1.1797827397559095e-10,1.1797827397559095e-10,1.90544258149572e-09
