ngram,direction,diretion,direcion,directon
1903,0.0001206566926807032,1.53708874200171e-09,4.845509453994217e-09,1.030929081784799e-08
1904,0.0001207743729797325,1.6973804425493962e-09,5.47820601580286e-09,1.0302509956261474e-08
1905,0.00012095415461642136,1.7525746568277815e-09,5.552307439212914e-09,1.1492002397314342e-08
1906,0.00012021287589699828,1.9792230711500126e-09,5.5158491742344856e-09,1.2131448480699549e-08
1907,0.00011981853250680225,2.0690610177557087e-09,5.696946914213186e-09,1.2543920188282494e-08
1908,0.00011922421981580555,1.97685521920375e-09,5.786948888340606e-09,1.2597293874705429e-08
1909,0.00011820460453496448,2.0458559291114398e-09,5.949266349400009e-09,1.2935741620724781e-08
1910,0.00011786924733314663,2.196768164200843e-09,6.005507900498839e-09,1.359779755460977e-08
1911,0.00011757261485659651,2.195558401751896e-09,5.8072159779344796e-09,1.4280600067552638e-08
1912,0.00011731059307099454,2.2373924934981915e-09,6.053027666398845e-09,1.4329488960486612e-08
1913,0.00011754115257645026,2.2510766266898533e-09,6.3733499113181685e-09,1.3947678694543292e-08
1914,0.00011779425923512983,2.323620121710438e-09,6.50294465894977e-09,1.4425542792041921e-08
1915,0.00011795004788187466,2.2288855205943037e-09,6.64952518444498e-09,1.4330868301572406e-08
1916,0.00011774673164057146,2.4048211993183647e-09,6.651986263404654e-09,1.41477415179939e-08
1917,0.00011782338905114946,2.6332609109098418e-09,6.8021950611856545e-09,1.3954601157146434e-08
1918,0.00011721086463824446,2.6581011360247787e-09,7.356390798106207e-09,1.38464074491854e-08
1919,0.00011624767648754641,2.681720306136575e-09,7.497860364326568e-09,1.3756038340164066e-08
1920,0.00011517447897598945,2.5044914079127724e-09,7.63902147887003e-09,1.4434087575969962e-08
1921,0.00011332559474145196,2.4786612127871065e-09,7.503064899542063e-09,1.372255845463347e-08
1922,0.00011200219056003593,2.5612733521386743e-09,7.1505239824481186e-09,1.3433829033309458e-08
1923,0.00011126586364948057,2.4289122459362845e-09,7.0505266387093406e-09,1.2872681967987124e-08
1924,0.00011030330123113734,2.1842528420888486e-09,7.192879752133357e-09,1.2135045730181965e-08
1925,0.00010968744027195498,2.0030329458567817e-09,6.6520737489789946e-09,1.1433091299092472e-08
1926,0.00010916270756362272,2.2897322450786207e-09,6.472889906612116e-09,1.1518008261443161e-08
1927,0.00010916277824435383,2.3537778710241194e-09,5.901225413091587e-09,1.1067485848416579e-08
1928,0.00010923478527859385,2.323566133150783e-09,5.947447106231201e-09,1.0903722876979112e-08
1929,0.00010897271983724619,2.2107511694307344e-09,6.481525538504229e-09,1.0666094420384655e-08
1930,0.00010911496272975845,2.163830321271527e-09,6.798280858890036e-09,1.0513660164690464e-08
1931,0.00010929601973787482,2.32035606601804e-09,6.745009376426683e-09,1.065851166056778e-08
1932,0.0001093739494016128,2.5152446792020555e-09,6.95584973746983e-09,1.0674428832909858e-08
1933,0.00010901399114767887,2.1282404727429594e-09,6.618842807171177e-09,9.865074852249173e-09
1934,0.00010871049432483102,2.2373338102811756e-09,6.969672648539569e-09,9.868336877819469e-09
1935,0.0001090482557109291,2.208652800333206e-09,7.124552376629773e-09,9.672854009831359e-09
1936,0.00010898135120182164,2.2619639811998535e-09,7.20106260335537e-09,1.0289389150232507e-08
1937,0.00010893979093192943,2.2814414801786143e-09,7.36725969119334e-09,1.1066316624968359e-08
1938,0.00010841133605156626,1.957032313981699e-09,7.632035892157774e-09,1.1155120129201026e-08
1939,0.00010945890556156103,1.8787194657120055e-09,7.609886562168607e-09,1.1355887785668983e-08
1940,0.00011050176648755691,1.984986397474131e-09,7.915556781463401e-09,1.2480935396297355e-08
1941,0.0001111007617769896,1.8236610951508477e-09,8.078134542241092e-09,1.293164128160892e-08
1942,0.00011095945540416454,1.8256101709722218e-09,8.353811356950506e-09,1.429105595767461e-08
1943,0.00011115839151898399,1.8956449584653765e-09,8.57681303756408e-09,1.4892693173911603e-08
1944,0.00011062122212024406,1.8315494042044277e-09,8.266748555537821e-09,1.509946263260937e-08
1945,0.00011052512231149844,1.7889173396591828e-09,8.394055101795012e-09,1.532832679832349e-08
1946,0.00010993761471971604,1.6804203504884795e-09,8.895969357983598e-09,1.5472516347512866e-08
1947,0.00010998085261754957,1.6338972159373505e-09,9.133720954171816e-09,1.514302321632093e-08
1948,0.00010927594433139478,1.6184686527484109e-09,9.209385254393965e-09,1.478463040882616e-08
1949,0.00010955036850646138,1.7004071563496227e-09,9.113702427652827e-09,1.37192512588464e-08
1950,0.0001095608833046364,1.653860247165438e-09,8.84380797166224e-09,1.3436009130681929e-08
1951,0.00010996739209596334,1.6082444661716773e-09,8.87123225672732e-09,1.2677529375488511e-08
1952,0.00011019791106394093,1.8219054043200344e-09,8.70564319045895e-09,1.2930005764490358e-08
1953,0.00011002677950143282,1.8421186005162277e-09,8.535068524955541e-09,1.280586950766097e-08
1954,0.00010971560342503446,1.7597913443927788e-09,8.605854441766172e-09,1.2493135668835618e-08
1955,0.000110725435661152,1.6995338628486171e-09,8.738579637679322e-09,1.2841319499809093e-08
1956,0.00011147209027382945,1.7570590855291763e-09,8.658916504446422e-09,1.3589026665832599e-08
1957,0.00011236164365462693,1.7326465183233252e-09,8.600142312583818e-09,1.3236840195369431e-08
1958,0.00011317704567253324,1.7410353634973929e-09,8.633926208899214e-09,1.3384656430811707e-08
1959,0.00011459891746718702,1.6444551434854508e-09,8.833614474821973e-09,1.3558717196612439e-08
1960,0.00011478730344346591,1.7055766957493494e-09,8.791363319866313e-09,1.346266158870029e-08
1961,0.00011556579660724051,1.6984327753734517e-09,8.654032030668596e-09,1.3668811733274261e-08
1962,0.00011549799923419155,1.747323619127883e-09,8.265589482700112e-09,1.3926426488199338e-08
1963,0.00011530991261159735,1.6510916126374502e-09,8.051771440063606e-09,1.3480181288676768e-08
1964,0.00011439649928693793,1.880363372944568e-09,8.211124098116734e-09,1.3622885930431039e-08
1965,0.0001133066595814723,1.9191265719444216e-09,8.073469892622143e-09,1.3955904876183922e-08
1966,0.00011158640388332839,1.9344520588556892e-09,7.494568457896581e-09,1.3430482630789292e-08
1967,0.00011055631330236793,1.8679536171818866e-09,7.2075277175136824e-09,1.3650104411868012e-08
1968,0.00010912105270628152,1.7845469070719234e-09,7.056190362167822e-09,1.3669403767632308e-08
1969,0.00010757460196535768,1.7074130601432306e-09,6.803127394761077e-09,1.3041259627755153e-08
1970,0.00010542426129437185,1.6153991081299272e-09,6.845580419983272e-09,1.2852871148335713e-08
1971,0.0001038992403274668,1.3984145984048878e-09,6.454711876102692e-09,1.2530683665293703e-08
1972,0.00010264624039077066,1.4735630572891368e-09,6.232382609994147e-09,1.2443974105126796e-08
1973,0.00010130367133699889,1.3665987468642576e-09,6.106354152482904e-09,1.2675505597517907e-08
1974,9.988234212089862e-05,1.413652203233592e-09,5.8830096984406415e-09,1.2803543622145038e-08
1975,9.776976990646549e-05,1.5071230374807953e-09,5.622426143706402e-09,1.2592454698027008e-08
1976,9.60182587732561e-05,1.5993707310916046e-09,5.714586708600271e-09,1.3066600119364985e-08
1977,9.484129259362817e-05,1.8574067363528813e-09,5.182623790440337e-09,1.3551323999446855e-08
1978,9.403639497967171e-05,1.8278905690648018e-09,5.12142842420563e-09,1.445737472595608e-08
1979,9.290647410255457e-05,1.7836364131694283e-09,5.135353031704426e-09,1.4712590384086915e-08
1980,9.234244602599315e-05,1.9559553183461683e-09,5.067703336335074e-09,1.5230811913267772e-08
1981,9.1804881646697e-05,2.0375407551652204e-09,5.0734831574012725e-09,1.5643237308690265e-08
1982,9.217617272432628e-05,2.1432940343148387e-09,5.271461045452952e-09,1.6174922100122202e-08
1983,9.178003113317703e-05,2.35628965545536e-09,5.193058935252079e-09,1.6544779134010567e-08
1984,9.151486197619565e-05,2.2389389865905075e-09,5.302900848594813e-09,1.618648643691196e-08
1985,9.084473900397175e-05,2.496995721301687e-09,5.065634007499804e-09,1.5551483148864723e-08
1986,9.04798590844231e-05,2.6237883929017667e-09,4.738901081071032e-09,1.5503126021038886e-08
1987,9.019026349830841e-05,2.669139829793364e-09,4.44956763498031e-09,1.491641971845021e-08
1988,8.991119934112899e-05,2.615521323333171e-09,4.207141904696446e-09,1.4107309859972311e-08
1989,8.915280133286225e-05,2.6404531894286265e-09,3.614824566661972e-09,1.3428489812180748e-08
1990,8.86871847407227e-05,2.4182342319077422e-09,3.1127046020072514e-09,1.2181723058850885e-08
1991,8.80687013185317e-05,2.3714987275523315e-09,2.857027186260146e-09,1.160647425787634e-08
1992,8.765550176446726e-05,2.060342499784643e-09,2.590056137817344e-09,1.0984227368940732e-08
1993,8.718511006528778e-05,1.8989109808385608e-09,2.4294596493287403e-09,1.010658274529825e-08
1994,8.659147299892669e-05,1.6739847920531149e-09,2.3219584509094814e-09,9.635029916767377e-09
1995,8.593988396959113e-05,1.5286810388965527e-09,2.0709064939085563e-09,9.011249524348841e-09
1996,8.529611139757825e-05,1.2321428242780185e-09,1.9910874219216825e-09,8.088040078949429e-09
1997,8.535490113510085e-05,1.1877371070794546e-09,1.97066049193292e-09,8.471381945136208e-09
1998,8.535996208333277e-05,1.0628417907681304e-09,1.9523772122807615e-09,8.347752457536574e-09
1999,8.520853797173393e-05,1.023094505939578e-09,1.8792449818505474e-09,8.222616365571866e-09
2000,8.508047384176669e-05,9.170727986530989e-10,1.8556433532625404e-09,7.730300526682349e-09
2001,8.486501818489549e-05,8.587739487784875e-10,1.7490724582966015e-09,7.078727953009028e-09
2002,8.488222790349807e-05,7.366755380314568e-10,1.8093133023557228e-09,6.850230287775665e-09
2003,8.504265653235572e-05,7.395670345974484e-10,1.7039473800193962e-09,6.433342239883391e-09
2004,8.502160406871033e-05,6.195747010678027e-10,1.541072856627222e-09,5.259671714037089e-09
2005,8.481704155981009e-05,5.347531306654218e-10,1.4227340416894663e-09,4.551401097277871e-09
2006,8.52185715172839e-05,4.669074809322232e-10,1.3333618970839162e-09,3.965693138953595e-09
2007,8.585978295221659e-05,4.279890251725403e-10,1.2195274314206829e-09,3.794491514647851e-09
2008,8.67901066417939e-05,4.107909964571174e-10,1.1571335397800704e-09,3.3676634179715036e-09
2009,8.84793303807133e-05,4.727794187888077e-10,1.0300082295014841e-09,3.1749121427131807e-09
2010,8.997335992587198e-05,5.029128938690722e-10,1.088309783562177e-09,3.0930514023046793e-09
2011,9.056679534426491e-05,5.232958352355663e-10,1.017046605663755e-09,2.918815284707372e-09
2012,9.099444702899615e-05,5.117314270743276e-10,9.007704740834502e-10,2.6290965912271045e-09
2013,9.108316381960841e-05,5.458820697055802e-10,8.371362412797265e-10,2.3173693281768645e-09
2014,9.09053664405032e-05,5.796811522859205e-10,7.32931834271763e-10,1.969414330029094e-09
2015,9.021431261706831e-05,5.490514114787309e-10,7.351653016510592e-10,2.040445225480271e-09
2016,8.89908624230884e-05,4.807755423933255e-10,5.902452732924652e-10,1.892937061067e-09
2017,8.78923953375003e-05,4.414994989968927e-10,4.641375154582998e-10,1.702148070640656e-09
2018,8.748386753723025e-05,4.5180713059700396e-10,4.659740371337762e-10,1.5941221453985578e-09
2019,8.75037512741983e-05,4.806561607062498e-10,5.07709541075485e-10,1.6562416715881767e-09
