ngram,direction,diretion,direcion,directon
1540,2.8533192822318858e-05,0.0,0.0,0.0
1541,2.8533192822318858e-05,0.0,0.0,0.0
1542,3.680805197551048e-05,0.0,0.0,0.0
1543,3.14408794760571e-05,0.0,0.0,0.0
1544,3.47793975379318e-05,0.0,0.0,0.0
1545,3.638691811959559e-05,0.0,0.0,0.0
1546,2.488245874181822e-05,0.0,0.0,0.0
1547,2.815959994352722e-05,0.0,0.0,0.0
1548,6.323414774150089e-05,0.0,0.0,0.0
1549,5.4206269461636634e-05,0.0,0.0,0.0
1550,7.149733223091712e-05,0.0,0.0,0.0
1551,6.815881416904241e-05,0.0,0.0,0.0
1552,8.890573371900246e-05,0.0,0.0,0.0
1553,7.799719190058698e-05,0.0,0.0,0.0
1554,7.472005069887797e-05,0.0,0.0,0.0
1555,4.685732294871871e-05,0.0,0.0,0.0
1556,5.726608547515103e-05,0.0,0.0,0.0
1557,3.9975022705870546e-05,0.0,0.0,0.0
1558,5.9072384569195234e-05,0.0,0.0,0.0
1559,3.67179444375714e-05,0.0,0.0,0.0
1560,4.16535372746044e-05,0.0,0.0,0.0
1561,4.16535372746044e-05,0.0,0.0,0.0
1562,3.621943181185218e-05,0.0,0.0,0.0
1563,2.626529099610967e-05,0.0,0.0,0.0
1564,2.626529099610967e-05,0.0,0.0,0.0
1565,8.179729775292799e-06,0.0,0.0,0.0
1566,1.0083400281603514e-05,0.0,0.0,0.0
1567,7.877396715879773e-06,0.0,0.0,0.0
1568,7.877396715879773e-06,0.0,0.0,0.0
1569,8.327798111297722e-06,0.0,0.0,0.0
1570,9.384188680477174e-06,0.0,0.0,0.0
1571,1.1836040357593447e-05,0.0,0.0,0.0
1572,1.1344200499609411e-05,0.0,0.0,0.0
1573,2.202462298685402e-05,0.0,5.033637405306633e-06,0.0
1574,1.9839745261508923e-05,0.0,5.033637405306633e-06,0.0
1575,1.9839745261508923e-05,0.0,5.033637405306633e-06,0.0
1576,1.851299017679204e-05,0.0,5.033637405306633e-06,0.0
1577,1.7001977896922783e-05,0.0,5.033637405306633e-06,0.0
1578,1.6718344178506023e-05,0.0,5.033637405306633e-06,0.0
1579,2.3959441055662216e-05,0.0,5.033637405306633e-06,0.0
1580,1.2365808905607472e-05,0.0,0.0,0.0
1581,1.7160863925320363e-05,0.0,0.0,0.0
1582,2.0931696261478855e-05,0.0,0.0,0.0
1583,3.300714609265144e-05,0.0,0.0,0.0
1584,3.300714609265144e-05,0.0,0.0,0.0
1585,3.21599547662897e-05,0.0,0.0,0.0
1586,2.4398897104609724e-05,0.0,0.0,0.0
1587,2.7561390977228128e-05,0.0,0.0,0.0
1588,3.4942235158398815e-05,0.0,0.0,0.0
1589,5.65662037063573e-05,0.0,0.0,0.0
1590,4.592917386097335e-05,0.0,0.0,0.0
1591,4.806144157295681e-05,0.0,0.0,0.0
1592,4.912830211521525e-05,0.0,0.0,0.0
1593,5.2700729741315756e-05,0.0,0.0,0.0
1594,7.20161975290726e-05,0.0,0.0,0.0
1595,6.15495721701466e-05,0.0,0.0,0.0
1596,6.414039515740504e-05,0.0,0.0,0.0
1597,7.451213423337322e-05,0.0,0.0,0.0
1598,8.348257974180992e-05,0.0,0.0,0.0
1599,8.628278296133171e-05,0.0,0.0,0.0
1600,8.750312891996665e-05,0.0,0.0,0.0
1601,6.87224790973622e-05,0.0,0.0,0.0
1602,7.22105334196905e-05,0.0,0.0,0.0
1603,4.7109680183764014e-05,0.0,0.0,0.0
1604,3.729275574317269e-05,0.0,0.0,0.0
1605,3.1587013186903535e-05,0.0,0.0,0.0
1606,3.584837525392816e-05,0.0,0.0,8.008010711689297e-08
1607,3.2548595819597335e-05,0.0,0.0,8.008010711689297e-08
1608,2.9058888685540296e-05,0.0,0.0,8.008010711689297e-08
1609,2.7279002616913723e-05,0.0,0.0,8.008010711689297e-08
1610,3.012940370743828e-05,0.0,0.0,8.008010711689297e-08
1611,3.337954512971919e-05,0.0,0.0,8.008010711689297e-08
1612,2.905857737849666e-05,0.0,0.0,8.008010711689297e-08
1613,2.6480975845645715e-05,0.0,0.0,0.0
1614,3.190978623024421e-05,0.0,0.0,0.0
1615,4.0997188989422284e-05,0.0,0.0,0.0
1616,3.9918431606825576e-05,0.0,0.0,0.0
1617,3.653054513311612e-05,0.0,0.0,0.0
1618,3.6885299518222124e-05,0.0,0.0,0.0
1619,3.907279720546545e-05,0.0,0.0,0.0
1620,3.995784261080969e-05,0.0,1.0073891384568664e-07,0.0
1621,3.713965192478749e-05,0.0,1.0073891384568664e-07,0.0
1622,3.621052149225891e-05,0.0,1.0073891384568664e-07,0.0
1623,4.2487207662946146e-05,0.0,1.0073891384568664e-07,0.0
1624,4.775586421601474e-05,0.0,1.0073891384568664e-07,0.0
1625,4.333299018201485e-05,0.0,1.0073891384568664e-07,0.0
1626,4.443230396386103e-05,0.0,1.0073891384568664e-07,0.0
1627,3.939152052875475e-05,0.0,0.0,0.0
1628,3.862899965107707e-05,0.0,0.0,0.0
1629,3.521477473051553e-05,0.0,0.0,0.0
1630,3.191962397457766e-05,0.0,0.0,0.0
1631,2.713768143231781e-05,0.0,0.0,0.0
1632,2.8726109511418535e-05,0.0,0.0,0.0
1633,2.6693872704137383e-05,1.3709279755858006e-07,0.0,0.0
1634,3.113601321404401e-05,1.3709279755858006e-07,0.0,0.0
1635,3.520369422663602e-05,1.3709279755858006e-07,0.0,0.0
1636,3.2909046370020534e-05,2.239372065560019e-07,0.0,0.0
1637,2.9238918484354925e-05,2.239372065560019e-07,0.0,0.0
1638,3.098370169547187e-05,2.239372065560019e-07,0.0,0.0
1639,3.0900686916928475e-05,2.239372065560019e-07,0.0,0.0
1640,3.535544081907054e-05,8.684440899742185e-08,0.0,0.0
1641,3.148190210465275e-05,8.684440899742185e-08,0.0,0.0
1642,2.9038820555017863e-05,8.684440899742185e-08,0.0,0.0
1643,2.6836514604968086e-05,0.0,0.0,0.0
1644,2.9041461077992737e-05,0.0,0.0,0.0
1645,2.8735842793789095e-05,0.0,0.0,0.0
1646,3.0492947839125657e-05,0.0,0.0,0.0
1647,2.6828982949414888e-05,0.0,0.0,0.0
1648,2.762485032040526e-05,0.0,0.0,0.0
1649,2.805687433595137e-05,0.0,0.0,0.0
1650,3.530790231057576e-05,0.0,0.0,0.0
1651,3.383215750675715e-05,0.0,0.0,0.0
1652,3.256524879751461e-05,0.0,0.0,0.0
1653,3.0467271634344278e-05,0.0,0.0,0.0
1654,3.128680769545359e-05,0.0,0.0,0.0
1655,3.121533570395384e-05,0.0,0.0,1.162060893225966e-07
1656,3.034835234367555e-05,4.530733122010133e-08,0.0,1.162060893225966e-07
1657,2.412675972404291e-05,4.530733122010133e-08,0.0,1.162060893225966e-07
1658,2.5009464349880416e-05,4.530733122010133e-08,0.0,1.162060893225966e-07
1659,2.5059091577921727e-05,4.530733122010133e-08,0.0,1.162060893225966e-07
1660,2.50249252400993e-05,4.530733122010133e-08,0.0,1.162060893225966e-07
1661,2.3502697201495592e-05,4.530733122010133e-08,0.0,1.162060893225966e-07
1662,2.2660376219261836e-05,4.530733122010133e-08,0.0,0.0
1663,1.9115067776250987e-05,0.0,0.0,0.0
1664,1.9902620806533378e-05,0.0,0.0,0.0
1665,2.2797836338993094e-05,0.0,0.0,0.0
1666,2.2778031961934175e-05,0.0,0.0,0.0
1667,2.1226107881895067e-05,0.0,0.0,0.0
1668,1.963874436634277e-05,0.0,0.0,0.0
1669,2.0306079087666668e-05,0.0,0.0,0.0
1670,2.2489886175338014e-05,0.0,0.0,0.0
1671,2.2239223458849926e-05,0.0,0.0,0.0
1672,1.757914774965944e-05,0.0,0.0,0.0
1673,1.7982328310089152e-05,2.4742870355761885e-08,0.0,0.0
1674,1.945019065325531e-05,2.4742870355761885e-08,0.0,0.0
1675,2.3663699071870985e-05,5.906136988999476e-08,0.0,0.0
1676,2.253520532186875e-05,5.906136988999476e-08,0.0,0.0
1677,2.2993282982497476e-05,5.906136988999476e-08,0.0,0.0
1678,2.2850072387622538e-05,5.906136988999476e-08,0.0,0.0
1679,2.4292059606523253e-05,5.906136988999476e-08,0.0,0.0
1680,2.4364574918373754e-05,3.431849953423287e-08,0.0,0.0
1681,2.4575645771359893e-05,3.431849953423287e-08,0.0,0.0
1682,2.152676851047935e-05,0.0,0.0,0.0
1683,2.0145172129559796e-05,0.0,0.0,0.0
1684,2.057966217502586e-05,0.0,0.0,0.0
1685,1.9327854455955924e-05,0.0,0.0,0.0
1686,1.802672457935322e-05,0.0,0.0,0.0
1687,1.595695357536897e-05,0.0,0.0,0.0
1688,1.4999122868175618e-05,0.0,0.0,0.0
1689,1.4266027392295655e-05,0.0,0.0,0.0
1690,1.5932915630401112e-05,0.0,0.0,0.0
1691,1.3192283014567302e-05,0.0,0.0,0.0
1692,1.294856312077692e-05,0.0,0.0,0.0
1693,1.380692161287048e-05,0.0,0.0,0.0
1694,1.4608389002595296e-05,0.0,0.0,0.0
1695,1.4325636974327998e-05,0.0,0.0,0.0
1696,1.6621374015812762e-05,0.0,0.0,0.0
1697,1.8516256594531505e-05,0.0,0.0,7.347074821544603e-09
1698,2.143693953777464e-05,0.0,0.0,7.347074821544603e-09
1699,2.1737094097521288e-05,0.0,0.0,7.347074821544603e-09
1700,1.961887586990737e-05,0.0,0.0,7.347074821544603e-09
1701,1.854508315903201e-05,0.0,0.0,7.347074821544603e-09
1702,1.7602240015029175e-05,0.0,0.0,7.347074821544603e-09
1703,1.637335156244392e-05,0.0,0.0,7.347074821544603e-09
1704,1.559322442647369e-05,0.0,0.0,0.0
1705,1.333861824345409e-05,0.0,0.0,0.0
1706,1.3360250704863574e-05,0.0,0.0,0.0
1707,1.3203007711126702e-05,0.0,0.0,0.0
1708,1.2563852546268858e-05,0.0,0.0,0.0
1709,1.3541704999754853e-05,0.0,0.0,0.0
1710,1.4310713952779355e-05,0.0,0.0,0.0
1711,1.0970730565012282e-05,0.0,0.0,0.0
1712,1.0015511861638515e-05,0.0,0.0,0.0
1713,1.0214130952590494e-05,0.0,0.0,0.0
1714,1.3076166884015297e-05,0.0,0.0,0.0
1715,1.3587300665156882e-05,0.0,0.0,0.0
1716,1.3035055352312546e-05,0.0,0.0,0.0
1717,1.1120768834059294e-05,0.0,0.0,0.0
1718,1.250728311268696e-05,0.0,0.0,0.0
1719,1.2225933525249794e-05,0.0,0.0,0.0
1720,1.201815062553838e-05,0.0,0.0,0.0
1721,9.993600867476613e-06,0.0,0.0,8.760058075755036e-09
1722,1.0667468619171164e-05,0.0,0.0,8.760058075755036e-09
1723,1.082651065839205e-05,0.0,0.0,8.760058075755036e-09
1724,1.0927824340407305e-05,0.0,0.0,8.760058075755036e-09
1725,1.17462092410798e-05,0.0,0.0,8.760058075755036e-09
1726,1.3869908018802693e-05,0.0,0.0,8.760058075755036e-09
1727,1.4189453915085843e-05,0.0,0.0,8.760058075755036e-09
1728,1.603996874369581e-05,0.0,0.0,0.0
1729,1.571353537396395e-05,0.0,0.0,6.371976724039996e-09
1730,1.621233488029767e-05,0.0,0.0,6.371976724039996e-09
1731,1.7699365863726208e-05,0.0,0.0,6.371976724039996e-09
1732,1.6105647903584342e-05,0.0,0.0,6.371976724039996e-09
1733,1.6139528400214787e-05,0.0,0.0,6.371976724039996e-09
1734,1.834142403822625e-05,0.0,0.0,6.371976724039996e-09
1735,1.6692090866854414e-05,0.0,0.0,6.371976724039996e-09
1736,1.6758253747996476e-05,0.0,0.0,0.0
1737,1.6829131969383786e-05,0.0,0.0,0.0
1738,1.709334381822763e-05,0.0,0.0,0.0
1739,1.9296323963707046e-05,0.0,0.0,0.0
1740,1.867917671916075e-05,0.0,0.0,0.0
1741,1.7062794410906334e-05,5.9413507764410105e-09,0.0,0.0
1742,1.7369432238670663e-05,5.9413507764410105e-09,0.0,0.0
1743,1.8379815238794045e-05,5.9413507764410105e-09,0.0,0.0
1744,1.8244446307237793e-05,5.9413507764410105e-09,0.0,0.0
1745,2.6025513372068027e-05,5.9413507764410105e-09,0.0,1.2623152047451316e-08
1746,2.56016955972882e-05,5.9413507764410105e-09,0.0,1.2623152047451316e-08
1747,2.85968703142966e-05,5.9413507764410105e-09,0.0,1.6782303800612552e-08
1748,2.946054675183924e-05,0.0,0.0,1.6782303800612552e-08
1749,3.020883325786729e-05,0.0,0.0,1.6782303800612552e-08
1750,3.1704973090589715e-05,0.0,0.0,1.6782303800612552e-08
1751,3.380769859567019e-05,0.0,0.0,1.6782303800612552e-08
1752,2.790577959136239e-05,0.0,0.0,4.159151753161236e-09
1753,2.8702812934560435e-05,0.0,0.0,4.159151753161236e-09
1754,2.7654992404027974e-05,0.0,0.0,0.0
1755,3.035461954173765e-05,0.0,0.0,0.0
1756,3.291677317715117e-05,0.0,0.0,0.0
1757,3.468287364479953e-05,0.0,0.0,0.0
1758,3.6007374936681504e-05,0.0,0.0,0.0
1759,3.621899616389003e-05,0.0,0.0,0.0
1760,3.840569895276401e-05,0.0,0.0,0.0
1761,4.2016542075933625e-05,0.0,0.0,0.0
1762,4.248342208614174e-05,0.0,0.0,0.0
1763,4.2322135933708136e-05,0.0,0.0,0.0
1764,4.351134183317689e-05,0.0,0.0,2.810679688991513e-09
1765,4.3679712689481676e-05,0.0,0.0,2.810679688991513e-09
1766,4.556153778269488e-05,0.0,0.0,9.612783965654411e-09
1767,4.4771924876840785e-05,0.0,0.0,1.550178855122145e-08
1768,4.453742180235817e-05,2.682212547305036e-09,0.0,1.8184001098526485e-08
1769,4.470996801891098e-05,5.7284721728072844e-09,0.0,1.8184001098526485e-08
1770,4.915093502079669e-05,5.7284721728072844e-09,0.0,1.8184001098526485e-08
1771,4.9615785558541704e-05,5.7284721728072844e-09,0.0,1.5373321409534972e-08
1772,5.226502772919568e-05,5.7284721728072844e-09,0.0,1.80094032385471e-08
1773,5.387408808538956e-05,5.7284721728072844e-09,2.5951908558649197e-09,1.1207298961884199e-08
1774,5.609768777503632e-05,5.7284721728072844e-09,2.5951908558649197e-09,5.318294376317161e-09
1775,5.5245307781400955e-05,3.046259625502249e-09,2.5951908558649197e-09,2.6360818290121254e-09
1776,5.519238714311671e-05,0.0,2.5951908558649197e-09,2.6360818290121254e-09
1777,5.331464905923765e-05,0.0,2.5951908558649197e-09,5.554132138334873e-09
1778,5.38005712899446e-05,0.0,2.5951908558649197e-09,5.554132138334873e-09
1779,5.2733112949811455e-05,0.0,2.5951908558649197e-09,2.9180503093227473e-09
1780,5.1425008548124295e-05,0.0,0.0,5.267190620169718e-09
1781,5.333541931966985e-05,0.0,0.0,5.267190620169718e-09
1782,5.760969205376958e-05,0.0,0.0,5.267190620169718e-09
1783,5.837834448487099e-05,0.0,0.0,7.441789660690899e-09
1784,5.896229985020389e-05,0.0,0.0,1.4510571791756125e-08
1785,6.0875994157478476e-05,0.0,0.0,1.612869418973365e-08
1786,6.019070808958661e-05,0.0,0.0,1.746879250776244e-08
1787,6.119385787834679e-05,0.0,0.0,2.1565360418053714e-08
1788,5.9913526846295486e-05,0.0,0.0,2.1565360418053714e-08
1789,5.7706923273924205e-05,0.0,0.0,2.3892130052161065e-08
1790,5.9153934021846256e-05,0.0,0.0,2.2822379414882173e-08
1791,6.049757679907738e-05,0.0,0.0,1.3921513212064189e-08
1792,5.9710512557233286e-05,1.0882620519022827e-09,0.0,1.2303390814086664e-08
1793,6.20966223193266e-05,1.0882620519022827e-09,9.860221210950775e-10,1.1949314617152953e-08
1794,6.354723830424649e-05,1.0882620519022827e-09,9.860221210950775e-10,5.503606396014707e-09
1795,6.581040984851175e-05,2.0015341764941954e-09,9.860221210950775e-10,9.15669489438236e-09
1796,6.782539172231086e-05,2.0015341764941954e-09,9.860221210950775e-10,7.778086872990895e-09
1797,6.936834896415738e-05,2.5684578273756286e-09,9.860221210950775e-10,7.24016212063004e-09
1798,7.071956497384235e-05,2.5684578273756286e-09,9.860221210950775e-10,6.73285256118967e-09
1799,7.345810964969652e-05,2.0809653682769228e-09,1.5867917138986547e-09,8.5351613396004e-09
1800,7.450601697200909e-05,2.904293186897381e-09,6.00769592803577e-10,8.37246703712578e-09
1801,7.481187848108155e-05,2.904293186897381e-09,6.00769592803577e-10,8.836807507961453e-09
1802,7.567991789463642e-05,1.991021062305468e-09,6.00769592803577e-10,6.051972605598215e-09
1803,7.569548636508574e-05,2.6930209808183137e-09,9.5176955206e-10,5.805810911395172e-09
1804,7.676943953681205e-05,2.126097329936881e-09,1.5619246531071796e-09,6.459197462608099e-09
1805,7.529253863529968e-05,3.1648073368322524e-09,1.8216021548310225e-09,6.140218286202323e-09
1806,7.683786576048337e-05,2.822587845991669e-09,1.7379327659534332e-09,4.337909507791591e-09
1807,7.77694336388127e-05,2.2084812550155722e-09,2.1563752212421558e-09,3.723802916815495e-09
1808,7.895246692766835e-05,2.4438444442712435e-09,2.6271015997534975e-09,4.436278423978836e-09
1809,7.787241546403883e-05,2.8056940738961445e-09,4.074500118253102e-09,5.196348208867465e-09
1810,7.98969018173271e-05,2.5395694594873166e-09,5.467001375412752e-09,4.930223594458636e-09
1811,8.066862314340792e-05,2.7739534003146105e-09,5.5599980968474534e-09,3.944297333191571e-09
1812,8.550818269473634e-05,1.973951652927448e-09,7.448695025859462e-09,3.923328090975937e-09
1813,8.384763974130951e-05,1.909380954932617e-09,6.931594821933475e-09,6.639039683088908e-09
1814,8.480104068959398e-05,1.7001597272882562e-09,6.931068639661118e-09,7.89252536342084e-09
1815,8.674071744150882e-05,1.6579372478072889e-09,6.65348297092448e-09,7.295131483025281e-09
1816,9.03804975678213e-05,1.2960876181823876e-09,5.586429890109506e-09,6.237326274519514e-09
1817,8.952088579202869e-05,1.888297740393341e-09,4.014276244745929e-09,5.801450970415496e-09
1818,9.019361979361358e-05,2.90715791122815e-09,3.848229005295625e-09,7.357415724281882e-09
1819,9.046747228629621e-05,2.8187470928792938e-09,2.6016392532365475e-09,7.41930234709238e-09
1820,9.176914630058621e-05,2.7721646248376632e-09,3.1912269969426787e-09,5.587972338817946e-09
1821,9.249663396206285e-05,3.1578273963970916e-09,3.673190513658093e-09,4.89659097396051e-09
1822,9.238579098434587e-05,3.2142244897416715e-09,3.729587607002673e-09,4.691475588966146e-09
1823,9.167273986219828e-05,3.6356128108039343e-09,4.3324815639828836e-09,4.542345737641134e-09
1824,9.312427365720006e-05,3.009887434528886e-09,4.4293740262903364e-09,5.615305871080929e-09
1825,9.28394656511955e-05,2.8961945064409633e-09,4.905203878001276e-09,4.4580411743108274e-09
1826,9.24200565870186e-05,3.219890037137978e-09,4.121917442288594e-09,5.579425271002541e-09
1827,9.347276915962408e-05,3.4907755257813325e-09,3.95061212315235e-09,4.904184899448946e-09
1828,9.46718968667223e-05,3.1051127542219045e-09,3.712708204365153e-09,5.125823162746965e-09
1829,9.669617741435234e-05,2.9961235080224112e-09,4.236187480165045e-09,5.665082054256183e-09
1830,9.786550175964035e-05,2.7653442710321283e-09,4.396602653373398e-09,6.196739121833161e-09
1831,9.920394326659984e-05,2.6416682175067763e-09,4.964414546115847e-09,6.2385149744516505e-09
1832,0.00010110790961854426,1.757565410669721e-09,4.717825257445034e-09,6.116327730002322e-09
1833,0.00010177508270966687,1.4485289634436072e-09,4.92924006374145e-09,6.921261754198684e-09
1834,0.00010226058761223353,1.6947280880229089e-09,4.843198413746157e-09,8.788625351284298e-09
1835,0.00010334639747660341,2.1974285089955613e-09,4.683922963774226e-09,8.801062386812727e-09
1836,0.00010303848414748375,2.282063490558325e-09,4.4363341571746724e-09,8.487986218647897e-09
1837,0.00010256446694256738,2.246337227340689e-09,4.067093709433525e-09,8.696561978486069e-09
1838,0.00010319104850558298,2.4256077305448034e-09,3.99429924056806e-09,8.497734991865156e-09
1839,0.00010515939668818776,2.7006294026473856e-09,5.9560857198651516e-09,9.729811242412519e-09
1840,0.00010524946680691625,2.9891886743627083e-09,6.6087902134930636e-09,8.86344559652181e-09
1841,0.0001045640539294774,2.5346399582356784e-09,6.836370326977561e-09,7.486716897225115e-09
1842,0.00010489528878159555,2.21438584928941e-09,6.8810088420840594e-09,7.0286549913589624e-09
1843,0.00010506468242965639,2.185925900605972e-09,6.421155099697476e-09,7.0839108547358725e-09
1844,0.00010651644905530182,2.4317402060246097e-09,6.915615255057414e-09,6.656901125572696e-09
1845,0.0001060791193075212,2.3742182822924664e-09,6.619529147045e-09,6.742073629542997e-09
1846,0.00010441036179794796,1.9741892327245533e-09,4.41316151876338e-09,6.825274631186826e-09
1847,0.00010467448529587793,1.64188436656078e-09,4.036598610923647e-09,6.495020204206574e-09
1848,0.00010667280522674056,2.0335159825865136e-09,4.187717474378263e-09,6.287433177273474e-09
1849,0.00010752031500617574,2.1735068903413637e-09,4.71516933434454e-09,6.868624526288971e-09
1850,0.00010746587213361636,2.166662936366391e-09,5.3616434466822025e-09,6.829988067177542e-09
1851,0.00010804322768568195,1.9516801904754087e-09,4.6499123281965436e-09,6.977519958642883e-09
1852,0.00010992604906537704,1.7534938977016778e-09,4.688356687004054e-09,7.240477741175612e-09
1853,0.00011189996127671163,1.7678309292636284e-09,4.504408084622063e-09,6.138193826237577e-09
1854,0.0001124878742432754,1.7476237203416035e-09,4.15086274875774e-09,6.168439981024676e-09
1855,0.0001135726852226071,1.4085680161939657e-09,3.6499299931642374e-09,6.831289375445035e-09
1856,0.0001135789550192255,1.5831188344377673e-09,2.9230308173922026e-09,6.348843546127065e-09
1857,0.00011517796831737672,1.5857761056662208e-09,2.981129803331888e-09,7.705237971476566e-09
1858,0.00011560972156335733,1.5152687517426345e-09,3.4032463672569892e-09,7.283922766530639e-09
1859,0.00011587311018956825,1.6785987996418124e-09,3.933430295762921e-09,7.421259384798873e-09
1860,0.00011679702168164243,1.777801604342853e-09,4.0835765721273074e-09,7.4293118006758215e-09
1861,0.00011733276187442243,1.7332845634955773e-09,4.678367471200318e-09,7.667966357110295e-09
1862,0.0001175122514333842,1.916521988728651e-09,5.025543219667432e-09,8.01732118788883e-09
1863,0.0001185288087331823,1.6582233522807348e-09,5.155030402548277e-09,9.185276190442387e-09
1864,0.00011884679510590754,2.3604937211223795e-09,4.9500242317788795e-09,8.059485111035412e-09
1865,0.0001189954366834302,2.422192898635497e-09,5.209107906927508e-09,8.881226991925523e-09
1866,0.00011818885624441984,2.3662938989207507e-09,5.279298744196938e-09,9.647592375776931e-09
1867,0.00011681278348467978,2.7272874831523505e-09,5.914860950235428e-09,9.736686568118103e-09
1868,0.00011700627198609124,2.9396709986885737e-09,5.650112853773846e-09,9.378538580660591e-09
1869,0.00011758090321174157,2.929369588170313e-09,6.3200926079888726e-09,9.022135927239106e-09
1870,0.00011837564566771366,2.8596260280368467e-09,6.6029701071914e-09,9.2354465662327e-09
1871,0.00011951498683109614,2.3300033014095334e-09,6.605893546459843e-09,9.52386417349008e-09
1872,0.00012053000786441512,2.3988073590989043e-09,6.1865843876367825e-09,9.142231796995962e-09
1873,0.00012188620894448832,2.323182551095775e-09,5.782751484011734e-09,8.105744329713258e-09
1874,0.0001230914401406023,1.916911708730952e-09,5.295079041900408e-09,8.834595467886532e-09
1875,0.00012422281309097473,2.169536899338758e-09,5.554942601142849e-09,8.575505321723703e-09
1876,0.00012441736388219788,1.9640840382655664e-09,5.17108375167449e-09,7.849166491372524e-09
1877,0.00012405815817016576,2.0397999004170433e-09,5.005005870068706e-09,6.6257048419211225e-09
1878,0.00012422419344407639,1.9286128725783313e-09,5.3440749603339555e-09,6.7958479795951885e-09
1879,0.0001244415554018425,1.9272993042765816e-09,5.0487479276638075e-09,6.732841871327975e-09
1880,0.00012461667107085565,2.0550002969140937e-09,5.004324034528298e-09,6.5224152111044626e-09
1881,0.00012534454539750835,2.266649455430679e-09,4.905087732812571e-09,5.698536087450634e-09
1882,0.00012583643339374767,2.166478599693481e-09,4.613634902688497e-09,5.8916392082457895e-09
1883,0.00012634933435557677,2.25771298481955e-09,4.798255348603675e-09,6.337298368614646e-09
1884,0.00012653374246188572,2.104583999137536e-09,5.241447752015103e-09,6.570780744904628e-09
1885,0.00012614071394117282,2.40202873464617e-09,5.23403539557218e-09,6.541532014482852e-09
1886,0.00012649610081488,2.57146126614316e-09,5.675929757943874e-09,6.917499589016123e-09
1887,0.00012728074632052864,2.403145523846969e-09,5.515607526263011e-09,7.323102949438212e-09
1888,0.00012755437429794774,2.3978354222821606e-09,5.654063439664014e-09,7.407179504679919e-09
1889,0.0001274104808024796,2.2120489408448763e-09,5.705031177630612e-09,8.180887205761728e-09
1890,0.0001277943603262039,2.16907525274479e-09,5.334795018439666e-09,8.654247794583268e-09
1891,0.00012791847361118665,2.1799627420675857e-09,5.116785852164542e-09,8.641079026919637e-09
1892,0.00012799382134939412,1.7633499819044322e-09,4.711439016702457e-09,8.465162348869626e-09
1893,0.0001275356875599495,1.5109524663183193e-09,4.230132593414331e-09,8.496593587433869e-09
1894,0.0001269906060770154,1.64889126955511e-09,4.572208484836844e-09,8.252659952237958e-09
1895,0.0001259839939718534,1.434389503999053e-09,4.638129721560144e-09,8.69167595039601e-09
1896,0.000124650784917841,1.4895578342206355e-09,4.423807669391116e-09,8.22511557276227e-09
1897,0.00012286317152237252,1.4156495420358794e-09,4.100501335305548e-09,8.444891389355495e-09
1898,0.0001218799828036156,1.547725519175052e-09,3.98462824640384e-09,8.502979399947565e-09
1899,0.00012148958090360143,1.5586072749889419e-09,4.364520966859686e-09,8.531134148321534e-09
1900,0.00012123120125449662,1.5417404020112713e-09,4.548838163285853e-09,8.82180525455364e-09
1901,0.0001206430939159223,1.6045076220042427e-09,4.429091664854517e-09,9.470113709093247e-09
1902,0.00012066694242613656,1.6205862366344297e-09,4.5317956054446995e-09,9.977278051361997e-09
