ngram,protection,protetion,protetion,protection
1878,5.5704403036673155e-05,2.3215951780056595e-10,2.3215951780056595e-10,5.5704403036673155e-05
1879,5.724156497827997e-05,2.2612162142721104e-10,2.2612162142721104e-10,5.724156497827997e-05
1880,5.765215973951854e-05,4.2344171819712935e-10,4.2344171819712935e-10,5.765215973951854e-05
1881,5.815506405529699e-05,4.1526659888546646e-10,4.1526659888546646e-10,5.815506405529699e-05
1882,5.837390563101508e-05,4.32265271196489e-10,4.32265271196489e-10,5.837390563101508e-05
1883,5.97427502465767e-05,5.28633153124807e-10,5.28633153124807e-10,5.97427502465767e-05
1884,6.047661112721211e-05,4.936814806162054e-10,4.936814806162054e-10,6.047661112721211e-05
1885,6.230591679923236e-05,4.864193988072887e-10,4.864193988072887e-10,6.230591679923236e-05
1886,6.186072382011584e-05,5.342714346331537e-10,5.342714346331537e-10,6.186072382011584e-05
1887,6.177001601567358e-05,3.645853063893867e-10,3.645853063893867e-10,6.177001601567358e-05
1888,6.107477643776551e-05,3.870253958585376e-10,3.870253958585376e-10,6.107477643776551e-05
1889,6.108793448739951e-05,5.253347122393035e-10,5.253347122393035e-10,6.108793448739951e-05
1890,6.100960360657025e-05,6.313323514766417e-10,6.313323514766417e-10,6.100960360657025e-05
1891,6.152570391090453e-05,7.081475088861161e-10,7.081475088861161e-10,6.152570391090453e-05
1892,6.130101714266598e-05,6.791242310574422e-10,6.791242310574422e-10,6.130101714266598e-05
1893,6.091492520811569e-05,5.963583813281151e-10,5.963583813281151e-10,6.091492520811569e-05
1894,6.211535635104935e-05,5.687244128019639e-10,5.687244128019639e-10,6.211535635104935e-05
1895,6.240068978513591e-05,5.358899356013223e-10,5.358899356013223e-10,6.240068978513591e-05
1896,6.245938701405456e-05,3.391127378904457e-10,3.391127378904457e-10,6.245938701405456e-05
1897,6.202082191261329e-05,2.1105423757867518e-10,2.1105423757867518e-10,6.202082191261329e-05
1898,6.164869098159085e-05,2.4246809322241754e-10,2.4246809322241754e-10,6.164869098159085e-05
1899,6.146516014788566e-05,2.606819997958658e-10,2.606819997958658e-10,6.146516014788566e-05
1900,6.204327811636696e-05,3.871762275865974e-10,3.871762275865974e-10,6.204327811636696e-05
1901,6.208257556344117e-05,4.3858628633637e-10,4.3858628633637e-10,6.208257556344117e-05
1902,6.342217966448516e-05,4.86288239834717e-10,4.86288239834717e-10,6.342217966448516e-05
1903,6.449367927936172e-05,5.272231143723819e-10,5.272231143723819e-10,6.449367927936172e-05
1904,6.485639875921021e-05,4.5291609351849615e-10,4.5291609351849615e-10,6.485639875921021e-05
1905,6.557232492403793e-05,4.361682523093943e-10,4.361682523093943e-10,6.557232492403793e-05
1906,6.664025983939479e-05,4.4898431797843076e-10,4.4898431797843076e-10,6.664025983939479e-05
1907,6.718726321456156e-05,3.371402641188277e-10,3.371402641188277e-10,6.718726321456156e-05
1908,6.766491943770754e-05,3.8180138812420646e-10,3.8180138812420646e-10,6.766491943770754e-05
1909,6.834839898926605e-05,3.404902451257083e-10,3.404902451257083e-10,6.834839898926605e-05
1910,6.938622703143795e-05,5.22498431425917e-10,5.22498431425917e-10,6.938622703143795e-05
1911,7.058336632326245e-05,6.203439567586955e-10,6.203439567586955e-10,7.058336632326245e-05
1912,7.12906351379518e-05,5.721051073358043e-10,5.721051073358043e-10,7.12906351379518e-05
1913,7.143120871790285e-05,5.696709730924304e-10,5.696709730924304e-10,7.143120871790285e-05
1914,7.196124663875838e-05,5.988702668689529e-10,5.988702668689529e-10,7.196124663875838e-05
1915,7.176054662392874e-05,6.303088646258154e-10,6.303088646258154e-10,7.176054662392874e-05
1916,7.176044995763473e-05,7.081098822382868e-10,7.081098822382868e-10,7.176044995763473e-05
1917,7.133157279375675e-05,5.302003776495669e-10,5.302003776495669e-10,7.133157279375675e-05
1918,7.195622103089201e-05,5.617770078490483e-10,5.617770078490483e-10,7.195622103089201e-05
1919,7.246865321316623e-05,5.611519245306087e-10,5.611519245306087e-10,7.246865321316623e-05
1920,7.219348896926801e-05,5.789593962976117e-10,5.789593962976117e-10,7.219348896926801e-05
1921,7.28093956630411e-05,5.632215368692581e-10,5.632215368692581e-10,7.28093956630411e-05
1922,7.344534969888628e-05,5.564682405344103e-10,5.564682405344103e-10,7.344534969888628e-05
1923,7.399297672756282e-05,5.247655365803183e-10,5.247655365803183e-10,7.399297672756282e-05
1924,7.48828991033536e-05,4.6539265893422565e-10,4.6539265893422565e-10,7.48828991033536e-05
1925,7.488698715211026e-05,3.589756785477809e-10,3.589756785477809e-10,7.488698715211026e-05
1926,7.597120877887522e-05,3.8512732685498056e-10,3.8512732685498056e-10,7.597120877887522e-05
1927,7.665548244923619e-05,4.2967753165003483e-10,4.2967753165003483e-10,7.665548244923619e-05
1928,7.683936772601945e-05,4.471848962556939e-10,4.471848962556939e-10,7.683936772601945e-05
1929,7.770897562815142e-05,3.264284120785277e-10,3.264284120785277e-10,7.770897562815142e-05
1930,7.814789777122704e-05,3.6167765211330456e-10,3.6167765211330456e-10,7.814789777122704e-05
1931,7.885003911464341e-05,3.634891316511053e-10,3.634891316511053e-10,7.885003911464341e-05
1932,7.906775343664256e-05,4.350569408696968e-10,4.350569408696968e-10,7.906775343664256e-05
1933,7.920827920315787e-05,3.662880534597132e-10,3.662880534597132e-10,7.920827920315787e-05
1934,8.011425338086806e-05,2.978024136814282e-10,2.978024136814282e-10,8.011425338086806e-05
1935,8.158379621038745e-05,2.521834407964718e-10,2.521834407964718e-10,8.158379621038745e-05
1936,8.275044508211846e-05,2.9405830548334677e-10,2.9405830548334677e-10,8.275044508211846e-05
1937,8.380650979233906e-05,4.0957289544023874e-10,4.0957289544023874e-10,8.380650979233906e-05
1938,8.507642425164314e-05,4.4859663801093726e-10,4.4859663801093726e-10,8.507642425164314e-05
1939,8.701289438509516e-05,5.2828183296137e-10,5.2828183296137e-10,8.701289438509516e-05
1940,8.72694217832759e-05,5.2828183296137e-10,5.2828183296137e-10,8.72694217832759e-05
1941,8.760897513379209e-05,5.333925285582503e-10,5.333925285582503e-10,8.760897513379209e-05
1942,8.728089181074341e-05,5.583005744222039e-10,5.583005744222039e-10,8.728089181074341e-05
1943,8.698602635247101e-05,6.022390106449496e-10,6.022390106449496e-10,8.698602635247101e-05
1944,8.665534759139908e-05,4.1575749390851003e-10,4.1575749390851003e-10,8.665534759139908e-05
1945,8.599291634579589e-05,4.443478462163546e-10,4.443478462163546e-10,8.599291634579589e-05
1946,8.517365183381896e-05,3.5283018768555204e-10,3.5283018768555204e-10,8.517365183381896e-05
1947,8.422839060325973e-05,4.5217203989026244e-10,4.5217203989026244e-10,8.422839060325973e-05
1948,8.360823371081747e-05,4.4169346949792955e-10,4.4169346949792955e-10,8.360823371081747e-05
1949,8.269865481582071e-05,4.5079774833668903e-10,4.5079774833668903e-10,8.269865481582071e-05
1950,8.210131844472406e-05,3.9882439810996166e-10,3.9882439810996166e-10,8.210131844472406e-05
1951,8.177272164695231e-05,3.7743085145353865e-10,3.7743085145353865e-10,8.177272164695231e-05
1952,8.162899549850928e-05,2.9926769594203403e-10,2.9926769594203403e-10,8.162899549850928e-05
1953,8.115634097651179e-05,2.7928412162290886e-10,2.7928412162290886e-10,8.115634097651179e-05
1954,8.15378048823082e-05,2.2349013711104552e-10,2.2349013711104552e-10,8.15378048823082e-05
1955,8.156106611880074e-05,3.223441533536534e-10,3.223441533536534e-10,8.156106611880074e-05
1956,8.208692140345062e-05,3.422038505737238e-10,3.422038505737238e-10,8.208692140345062e-05
1957,8.218109308342849e-05,4.867760579539495e-10,4.867760579539495e-10,8.218109308342849e-05
1958,8.140351669031329e-05,5.416378050436345e-10,5.416378050436345e-10,8.140351669031329e-05
1959,8.050762595043384e-05,5.824235498647872e-10,5.824235498647872e-10,8.050762595043384e-05
1960,7.968438564733203e-05,6.255452108686451e-10,6.255452108686451e-10,7.968438564733203e-05
1961,7.858517554788185e-05,7.283197418177829e-10,7.283197418177829e-10,7.858517554788185e-05
1962,7.787288944070627e-05,6.93979774440174e-10,6.93979774440174e-10,7.787288944070627e-05
1963,7.678831025259569e-05,8.282810231336718e-10,8.282810231336718e-10,7.678831025259569e-05
1964,7.644043112772383e-05,7.487952718194484e-10,7.487952718194484e-10,7.644043112772383e-05
1965,7.642275782667898e-05,7.302749159356279e-10,7.302749159356279e-10,7.642275782667898e-05
1966,7.618993341956022e-05,7.793220790919264e-10,7.793220790919264e-10,7.618993341956022e-05
1967,7.64956878681135e-05,6.999775084956131e-10,6.999775084956131e-10,7.64956878681135e-05
1968,7.780914165778086e-05,6.422205267586634e-10,6.422205267586634e-10,7.780914165778086e-05
1969,7.930976114169295e-05,6.144677901419118e-10,6.144677901419118e-10,7.930976114169295e-05
1970,8.142748473411692e-05,4.4383353738273815e-10,4.4383353738273815e-10,8.142748473411692e-05
1971,8.280148904304951e-05,4.523179410385682e-10,4.523179410385682e-10,8.280148904304951e-05
1972,8.45743395205188e-05,5.298591327600783e-10,5.298591327600783e-10,8.45743395205188e-05
1973,8.671591266257954e-05,5.564078245764595e-10,5.564078245764595e-10,8.671591266257954e-05
1974,8.883208647603169e-05,6.357913243501148e-10,6.357913243501148e-10,8.883208647603169e-05
1975,9.033097843972168e-05,6.850874074386987e-10,6.850874074386987e-10,9.033097843972168e-05
1976,9.131703492520111e-05,7.437361282391919e-10,7.437361282391919e-10,9.131703492520111e-05
1977,9.157342511960971e-05,8.706725102796448e-10,8.706725102796448e-10,9.157342511960971e-05
1978,9.139712866661804e-05,9.101404154142147e-10,9.101404154142147e-10,9.139712866661804e-05
1979,9.127291767591876e-05,9.58518145807322e-10,9.58518145807322e-10,9.127291767591876e-05
1980,9.131628550156685e-05,1.0223732892024528e-09,1.0223732892024528e-09,9.131628550156685e-05
1981,9.052518206382436e-05,1.1072007120662063e-09,1.1072007120662063e-09,9.052518206382436e-05
1982,9.031260456790083e-05,1.1175691166138385e-09,1.1175691166138385e-09,9.031260456790083e-05
1983,8.966485828360809e-05,1.17531671696623e-09,1.17531671696623e-09,8.966485828360809e-05
1984,9.022258434145312e-05,1.1925543727134676e-09,1.1925543727134676e-09,9.022258434145312e-05
1985,9.078448575954618e-05,1.1831230757002637e-09,1.1831230757002637e-09,9.078448575954618e-05
1986,9.122708641890702e-05,1.1217590983087738e-09,1.1217590983087738e-09,9.122708641890702e-05
1987,9.140897288619141e-05,1.1465248274587582e-09,1.1465248274587582e-09,9.140897288619141e-05
1988,9.271525050280616e-05,1.0042997386098103e-09,1.0042997386098103e-09,9.271525050280616e-05
1989,9.321177744173578e-05,9.55850010253556e-10,9.55850010253556e-10,9.321177744173578e-05
1990,9.423838595726661e-05,8.58824463926108e-10,8.58824463926108e-10,9.423838595726661e-05
1991,9.440644082912643e-05,7.562348247613926e-10,7.562348247613926e-10,9.440644082912643e-05
1992,9.521965382321338e-05,7.205849448878508e-10,7.205849448878508e-10,9.521965382321338e-05
1993,9.593664019900774e-05,6.933185414670362e-10,6.933185414670362e-10,9.593664019900774e-05
1994,9.62430183010708e-05,5.441665491228471e-10,5.441665491228471e-10,9.62430183010708e-05
1995,9.587977235371779e-05,6.042279097697088e-10,6.042279097697088e-10,9.587977235371779e-05
1996,9.560015834202724e-05,5.863742467772579e-10,5.863742467772579e-10,9.560015834202724e-05
1997,9.485693278423111e-05,5.534098298668308e-10,5.534098298668308e-10,9.485693278423111e-05
1998,9.403404484536233e-05,5.693976480790144e-10,5.693976480790144e-10,9.403404484536233e-05
1999,9.322537308824914e-05,5.218325533589458e-10,5.218325533589458e-10,9.322537308824914e-05
2000,9.207410663033702e-05,4.991551061372945e-10,4.991551061372945e-10,9.207410663033702e-05
2001,9.069512244812878e-05,4.783279764338947e-10,4.783279764338947e-10,9.069512244812878e-05
2002,8.92695305602891e-05,4.1269517565239207e-10,4.1269517565239207e-10,8.92695305602891e-05
2003,8.73420576681383e-05,3.72033760940939e-10,3.72033760940939e-10,8.73420576681383e-05
2004,8.577785359063585e-05,3.7718500545125266e-10,3.7718500545125266e-10,8.577785359063585e-05
2005,8.38497289805673e-05,3.4679111170023344e-10,3.4679111170023344e-10,8.38497289805673e-05
2006,8.099045849771105e-05,3.1829152805481643e-10,3.1829152805481643e-10,8.099045849771105e-05
2007,7.834097674016707e-05,2.7225858868971745e-10,2.7225858868971745e-10,7.834097674016707e-05
2008,7.543619722127914e-05,2.6387992584681845e-10,2.6387992584681845e-10,7.543619722127914e-05
2009,7.249883700361741e-05,2.624182855142416e-10,2.624182855142416e-10,7.249883700361741e-05
2010,6.976046902959101e-05,2.5799825371335723e-10,2.5799825371335723e-10,6.976046902959101e-05
2011,6.683919855277054e-05,2.172217361341909e-10,2.172217361341909e-10,6.683919855277054e-05
2012,6.450180912257306e-05,1.8852396776617272e-10,1.8852396776617272e-10,6.450180912257306e-05
2013,6.375434479975541e-05,2.216523566871726e-10,2.216523566871726e-10,6.375434479975541e-05
2014,6.255876464170537e-05,2.2616246326109416e-10,2.2616246326109416e-10,6.255876464170537e-05
2015,6.170512174971268e-05,1.892644979232091e-10,1.892644979232091e-10,6.170512174971268e-05
2016,6.15368589933496e-05,1.7907013669501585e-10,1.7907013669501585e-10,6.15368589933496e-05
2017,6.141506734517559e-05,1.6592924835060843e-10,1.6592924835060843e-10,6.141506734517559e-05
2018,6.181829812703654e-05,1.9261574210616138e-10,1.9261574210616138e-10,6.181829812703654e-05
2019,6.226527784747304e-05,2.1273542562955106e-10,2.1273542562955106e-10,6.226527784747304e-05
