ngram,protection,protetion,protetion,protection
1500,3.2223000744124874e-05,0.0,0.0,3.2223000744124874e-05
1501,2.57784005952999e-05,0.0,0.0,2.57784005952999e-05
1502,4.0458772370281317e-05,0.0,0.0,4.0458772370281317e-05
1503,3.4678947745955414e-05,0.0,0.0,3.4678947745955414e-05
1504,3.951593940395729e-05,0.0,0.0,3.951593940395729e-05
1505,2.591170855989081e-05,0.0,0.0,2.591170855989081e-05
1506,2.591170855989081e-05,0.0,0.0,2.591170855989081e-05
1507,2.591170855989081e-05,0.0,0.0,2.591170855989081e-05
1508,2.591170855989081e-05,0.0,0.0,2.591170855989081e-05
1509,9.645904096292465e-06,0.0,0.0,9.645904096292465e-06
1510,9.645904096292465e-06,0.0,0.0,9.645904096292465e-06
1511,3.4723023938048366e-06,0.0,0.0,3.4723023938048366e-06
1512,0.0,0.0,0.0,0.0
1513,0.0,0.0,0.0,0.0
1514,1.0569462444566722e-05,0.0,0.0,1.0569462444566722e-05
1515,1.0569462444566722e-05,0.0,0.0,1.0569462444566722e-05
1516,1.0569462444566722e-05,0.0,0.0,1.0569462444566722e-05
1517,1.3225846487330273e-05,0.0,0.0,1.3225846487330273e-05
1518,1.3225846487330273e-05,0.0,0.0,1.3225846487330273e-05
1519,1.3225846487330273e-05,0.0,0.0,1.3225846487330273e-05
1520,2.067363103768522e-05,0.0,0.0,2.067363103768522e-05
1521,1.0104168593118499e-05,0.0,0.0,1.0104168593118499e-05
1522,1.0104168593118499e-05,0.0,0.0,1.0104168593118499e-05
1523,2.1192978497960473e-05,0.0,0.0,2.1192978497960473e-05
1524,1.853659445519692e-05,0.0,0.0,1.853659445519692e-05
1525,1.853659445519692e-05,0.0,0.0,1.853659445519692e-05
1526,1.853659445519692e-05,0.0,0.0,1.853659445519692e-05
1527,1.1088809904841973e-05,0.0,0.0,1.1088809904841973e-05
1528,0.00011979298038308375,0.0,0.0,0.00011979298038308375
1529,0.00011979298038308375,0.0,0.0,0.00011979298038308375
1530,0.00011016206748796062,0.0,0.0,0.00011016206748796062
1531,0.0001159069157178497,0.0,0.0,0.0001159069157178497
1532,0.00015558757708536826,0.0,0.0,0.00015558757708536826
1533,0.00015558757708536826,0.0,0.0,0.00015558757708536826
1534,0.00015558757708536826,0.0,0.0,0.00015558757708536826
1535,4.8765954358844154e-05,0.0,0.0,4.8765954358844154e-05
1536,5.01077474837075e-05,0.0,0.0,5.01077474837075e-05
1537,4.8649850473988666e-05,0.0,0.0,4.8649850473988666e-05
1538,4.2905002244099576e-05,0.0,0.0,4.2905002244099576e-05
1539,3.559867478283455e-05,0.0,0.0,3.559867478283455e-05
1540,3.559867478283455e-05,0.0,0.0,3.559867478283455e-05
1541,3.559867478283455e-05,0.0,0.0,3.559867478283455e-05
1542,4.1239358584529585e-05,0.0,0.0,4.1239358584529585e-05
1543,3.989756545966624e-05,0.0,0.0,3.989756545966624e-05
1544,4.420981817280075e-05,0.0,0.0,4.420981817280075e-05
1545,4.5013578463632644e-05,0.0,0.0,4.5013578463632644e-05
1546,1.3478363143804017e-05,0.0,0.0,1.3478363143804017e-05
1547,1.3478363143804017e-05,0.0,0.0,1.3478363143804017e-05
1548,2.8637702338788324e-05,0.0,0.0,2.8637702338788324e-05
1549,2.1114470785375617e-05,0.0,0.0,2.1114470785375617e-05
1550,2.9219656296066076e-05,0.0,0.0,2.9219656296066076e-05
1551,2.4907403582931564e-05,0.0,0.0,2.4907403582931564e-05
1552,3.492030847545331e-05,0.0,0.0,3.492030847545331e-05
1553,3.4081189889028405e-05,0.0,0.0,3.4081189889028405e-05
1554,3.4081189889028405e-05,0.0,0.0,3.4081189889028405e-05
1555,3.214352130141508e-05,0.0,0.0,3.214352130141508e-05
1556,3.214352130141508e-05,0.0,0.0,3.214352130141508e-05
1557,2.4038335790724625e-05,0.0,0.0,2.4038335790724625e-05
1558,3.085882261595023e-05,0.0,0.0,3.085882261595023e-05
1559,2.0042157432596597e-05,0.0,0.0,2.0042157432596597e-05
1560,2.8118581602549447e-05,0.0,0.0,2.8118581602549447e-05
1561,2.8118581602549447e-05,0.0,0.0,2.8118581602549447e-05
1562,1.4896910995178456e-05,0.0,0.0,1.4896910995178456e-05
1563,1.535153270586826e-05,0.0,0.0,1.535153270586826e-05
1564,2.171317945404943e-05,0.0,0.0,2.171317945404943e-05
1565,1.6916293913839452e-05,0.0,0.0,1.6916293913839452e-05
1566,3.214565796432518e-05,0.0,0.0,3.214565796432518e-05
1567,2.5434028430026956e-05,0.0,0.0,2.5434028430026956e-05
1568,2.5434028430026956e-05,0.0,0.0,2.5434028430026956e-05
1569,2.989026039098722e-05,0.0,0.0,2.989026039098722e-05
1570,3.3968675649833e-05,0.0,0.0,3.3968675649833e-05
1571,2.7607028901651836e-05,0.0,0.0,2.7607028901651836e-05
1572,2.6103388401159983e-05,0.0,0.0,2.6103388401159983e-05
1573,1.4649252404654232e-05,0.0,0.0,1.4649252404654232e-05
1574,1.382916931496376e-05,0.0,0.0,1.382916931496376e-05
1575,1.5086448943943001e-05,0.0,0.0,1.5086448943943001e-05
1576,1.3334299605308583e-05,0.0,0.0,1.3334299605308583e-05
1577,1.1352738543532073e-05,0.0,0.0,1.1352738543532073e-05
1578,1.328004343901869e-05,0.0,0.0,1.328004343901869e-05
1579,2.1167894991387065e-05,0.0,0.0,2.1167894991387065e-05
1580,2.036404953287274e-05,0.0,0.0,2.036404953287274e-05
1581,2.515910455258563e-05,0.0,0.0,2.515910455258563e-05
1582,2.851062020324337e-05,0.0,0.0,2.851062020324337e-05
1583,4.599268621469881e-05,0.0,0.0,4.599268621469881e-05
1584,4.434032189237769e-05,0.0,0.0,4.434032189237769e-05
1585,4.3734043629228836e-05,0.0,0.0,4.3734043629228836e-05
1586,3.6045125138376276e-05,0.0,0.0,3.6045125138376276e-05
1587,3.6534538269604256e-05,0.0,0.0,3.6534538269604256e-05
1588,3.186427751903206e-05,0.0,0.0,3.186427751903206e-05
1589,3.2297097212514405e-05,0.0,0.0,3.2297097212514405e-05
1590,1.3930778095527785e-05,0.0,0.0,1.3930778095527785e-05
1591,1.489740082303927e-05,0.0,0.0,1.489740082303927e-05
1592,1.4770317777999611e-05,0.0,0.0,1.4770317777999611e-05
1593,1.561436095341508e-05,0.0,0.0,1.561436095341508e-05
1594,1.3997512594089909e-05,0.0,0.0,1.3997512594089909e-05
1595,1.5131195141293574e-05,0.0,0.0,1.5131195141293574e-05
1596,2.0400073611069403e-05,0.0,0.0,2.0400073611069403e-05
1597,2.1243610197935986e-05,0.0,0.0,2.1243610197935986e-05
1598,2.6189899212373087e-05,0.0,0.0,2.6189899212373087e-05
1599,3.089151284387169e-05,0.0,0.0,3.089151284387169e-05
1600,3.763605062496416e-05,0.0,0.0,3.763605062496416e-05
1601,3.794066573651175e-05,0.0,0.0,3.794066573651175e-05
1602,4.198391772141414e-05,0.0,0.0,4.198391772141414e-05
1603,3.579452537191433e-05,0.0,0.0,3.579452537191433e-05
1604,3.994197218811938e-05,0.0,0.0,3.994197218811938e-05
1605,3.571599726066259e-05,0.0,0.0,3.571599726066259e-05
1606,3.2222843271613654e-05,0.0,0.0,3.2222843271613654e-05
1607,2.6154859629709142e-05,0.0,0.0,2.6154859629709142e-05
1608,2.480500753725729e-05,0.0,0.0,2.480500753725729e-05
1609,2.1788676934063134e-05,0.0,0.0,2.1788676934063134e-05
1610,2.1108678928223007e-05,0.0,0.0,2.1108678928223007e-05
1611,2.1466725684149424e-05,0.0,0.0,2.1466725684149424e-05
1612,2.1839685294772998e-05,0.0,0.0,2.1839685294772998e-05
1613,2.2633491750769152e-05,0.0,0.0,2.2633491750769152e-05
1614,2.6986195410115344e-05,0.0,0.0,2.6986195410115344e-05
1615,2.8473144474056816e-05,0.0,0.0,2.8473144474056816e-05
1616,2.8526430989066804e-05,0.0,0.0,2.8526430989066804e-05
1617,2.7679695839261903e-05,0.0,0.0,2.7679695839261903e-05
1618,2.6616418576200624e-05,0.0,0.0,2.6616418576200624e-05
1619,2.7033445543825758e-05,0.0,0.0,2.7033445543825758e-05
1620,3.683255558176565e-05,0.0,0.0,3.683255558176565e-05
1621,3.452239278496043e-05,0.0,0.0,3.452239278496043e-05
1622,3.3995443508112135e-05,0.0,0.0,3.3995443508112135e-05
1623,3.299794661870692e-05,0.0,0.0,3.299794661870692e-05
1624,3.204623278309425e-05,0.0,0.0,3.204623278309425e-05
1625,2.7186620692581137e-05,0.0,0.0,2.7186620692581137e-05
1626,2.978075320113151e-05,0.0,0.0,2.978075320113151e-05
1627,1.8223375523770562e-05,0.0,0.0,1.8223375523770562e-05
1628,2.756776211754186e-05,0.0,0.0,2.756776211754186e-05
1629,3.265898768794224e-05,0.0,0.0,3.265898768794224e-05
1630,3.2929313290099215e-05,0.0,0.0,3.2929313290099215e-05
1631,3.372389866334353e-05,0.0,0.0,3.372389866334353e-05
1632,3.513508623395215e-05,0.0,0.0,3.513508623395215e-05
1633,3.163258913575971e-05,0.0,0.0,3.163258913575971e-05
1634,4.512824450232854e-05,0.0,0.0,4.512824450232854e-05
1635,3.3312859548979236e-05,0.0,0.0,3.3312859548979236e-05
1636,3.558158628688294e-05,0.0,0.0,3.558158628688294e-05
1637,3.488856392712998e-05,0.0,0.0,3.488856392712998e-05
1638,3.575074125754847e-05,0.0,0.0,3.575074125754847e-05
1639,4.617578218000874e-05,0.0,0.0,4.617578218000874e-05
1640,4.699796954810154e-05,0.0,0.0,4.699796954810154e-05
1641,3.481158819340635e-05,0.0,0.0,3.481158819340635e-05
1642,3.461980200622098e-05,0.0,0.0,3.461980200622098e-05
1643,2.902371488744393e-05,0.0,0.0,2.902371488744393e-05
1644,3.0402017728192732e-05,0.0,0.0,3.0402017728192732e-05
1645,3.6385682376151506e-05,0.0,0.0,3.6385682376151506e-05
1646,2.8541880965349264e-05,0.0,0.0,2.8541880965349264e-05
1647,2.9725982000984785e-05,0.0,0.0,2.9725982000984785e-05
1648,3.115104638189743e-05,0.0,0.0,3.115104638189743e-05
1649,3.219154314137995e-05,0.0,0.0,3.219154314137995e-05
1650,3.086497469796866e-05,0.0,0.0,3.086497469796866e-05
1651,2.974347249359458e-05,0.0,0.0,2.974347249359458e-05
1652,2.3522317990552567e-05,0.0,0.0,2.3522317990552567e-05
1653,2.167583066433768e-05,0.0,0.0,2.167583066433768e-05
1654,2.1350190503913575e-05,0.0,0.0,2.1350190503913575e-05
1655,2.066409264703647e-05,0.0,0.0,2.066409264703647e-05
1656,1.9272953717778103e-05,0.0,0.0,1.9272953717778103e-05
1657,1.9190083678820103e-05,0.0,0.0,1.9190083678820103e-05
1658,2.1652099998651204e-05,0.0,0.0,2.1652099998651204e-05
1659,2.222506503000789e-05,0.0,0.0,2.222506503000789e-05
1660,2.123839892322264e-05,0.0,0.0,2.123839892322264e-05
1661,1.8836900900558768e-05,0.0,0.0,1.8836900900558768e-05
1662,1.620331535637628e-05,0.0,0.0,1.620331535637628e-05
1663,2.7745230844240204e-05,0.0,0.0,2.7745230844240204e-05
1664,2.834399953956433e-05,0.0,0.0,2.834399953956433e-05
1665,2.641065235106258e-05,0.0,0.0,2.641065235106258e-05
1666,2.525256104490836e-05,0.0,0.0,2.525256104490836e-05
1667,2.4956717619975928e-05,0.0,0.0,2.4956717619975928e-05
1668,2.509128528669992e-05,0.0,0.0,2.509128528669992e-05
1669,2.8132720217399765e-05,0.0,0.0,2.8132720217399765e-05
1670,2.0076047154101877e-05,0.0,0.0,2.0076047154101877e-05
1671,1.8772108498004464e-05,0.0,0.0,1.8772108498004464e-05
1672,1.8147075804465983e-05,0.0,0.0,1.8147075804465983e-05
1673,1.76497047245253e-05,2.4742870355761885e-08,2.4742870355761885e-08,1.76497047245253e-05
1674,1.739454403702569e-05,2.4742870355761885e-08,2.4742870355761885e-08,1.739454403702569e-05
1675,1.7949769244296476e-05,2.4742870355761885e-08,2.4742870355761885e-08,1.7949769244296476e-05
1676,1.6632527798979675e-05,2.4742870355761885e-08,2.4742870355761885e-08,1.6632527798979675e-05
1677,1.4834265519831596e-05,2.4742870355761885e-08,2.4742870355761885e-08,1.4834265519831596e-05
1678,1.613522441143037e-05,2.4742870355761885e-08,2.4742870355761885e-08,1.613522441143037e-05
1679,1.603432156116469e-05,2.4742870355761885e-08,2.4742870355761885e-08,1.603432156116469e-05
1680,1.604610419495397e-05,0.0,0.0,1.604610419495397e-05
1681,1.6362321600484264e-05,0.0,0.0,1.6362321600484264e-05
1682,1.5800684195710346e-05,0.0,0.0,1.5800684195710346e-05
1683,1.6225036753374817e-05,0.0,0.0,1.6225036753374817e-05
1684,1.4818195008306897e-05,0.0,0.0,1.4818195008306897e-05
1685,1.3281207429827191e-05,0.0,0.0,1.3281207429827191e-05
1686,1.3996436402002083e-05,0.0,0.0,1.3996436402002083e-05
1687,1.336482715227508e-05,0.0,0.0,1.336482715227508e-05
1688,1.1613694109005987e-05,0.0,0.0,1.1613694109005987e-05
1689,1.0275427907150256e-05,0.0,0.0,1.0275427907150256e-05
1690,8.977448650122305e-06,0.0,0.0,8.977448650122305e-06
1691,9.434921236918723e-06,0.0,0.0,9.434921236918723e-06
1692,9.091364550580952e-06,0.0,0.0,9.091364550580952e-06
1693,8.107446547001018e-06,0.0,0.0,8.107446547001018e-06
1694,1.0430061755479464e-05,0.0,0.0,1.0430061755479464e-05
1695,1.146837702695588e-05,0.0,0.0,1.146837702695588e-05
1696,1.2396040152192914e-05,0.0,0.0,1.2396040152192914e-05
1697,1.4182736906929807e-05,0.0,0.0,1.4182736906929807e-05
1698,1.5464213512521902e-05,0.0,0.0,1.5464213512521902e-05
1699,1.5537630263549674e-05,0.0,0.0,1.5537630263549674e-05
1700,1.523242573447143e-05,0.0,0.0,1.523242573447143e-05
1701,1.2159213383711176e-05,0.0,0.0,1.2159213383711176e-05
1702,1.1444653799636789e-05,0.0,0.0,1.1444653799636789e-05
1703,1.1349390855944616e-05,0.0,0.0,1.1349390855944616e-05
1704,8.933589340033774e-06,0.0,0.0,8.933589340033774e-06
1705,7.166092018451309e-06,0.0,0.0,7.166092018451309e-06
1706,7.438284293519766e-06,0.0,0.0,7.438284293519766e-06
1707,6.963386697732078e-06,0.0,0.0,6.963386697732078e-06
1708,6.817382492434783e-06,0.0,0.0,6.817382492434783e-06
1709,7.156554050067955e-06,0.0,0.0,7.156554050067955e-06
1710,6.630980124100461e-06,0.0,0.0,6.630980124100461e-06
1711,5.954306548768987e-06,0.0,0.0,5.954306548768987e-06
1712,4.749150158594213e-06,0.0,0.0,4.749150158594213e-06
1713,6.052485170065276e-06,0.0,0.0,6.052485170065276e-06
1714,7.4258603035559645e-06,0.0,0.0,7.4258603035559645e-06
1715,7.540298676238828e-06,0.0,0.0,7.540298676238828e-06
1716,7.237283560763379e-06,0.0,0.0,7.237283560763379e-06
1717,6.936287231188284e-06,0.0,0.0,6.936287231188284e-06
1718,7.684681739712168e-06,0.0,0.0,7.684681739712168e-06
1719,8.20592117634078e-06,0.0,0.0,8.20592117634078e-06
1720,7.432087743706818e-06,0.0,0.0,7.432087743706818e-06
1721,6.688534248106797e-06,0.0,0.0,6.688534248106797e-06
1722,7.517515021910575e-06,0.0,0.0,7.517515021910575e-06
1723,7.5534019288170384e-06,0.0,0.0,7.5534019288170384e-06
1724,8.079369503580633e-06,0.0,0.0,8.079369503580633e-06
1725,8.198297369485122e-06,0.0,0.0,8.198297369485122e-06
1726,8.997218239008881e-06,0.0,0.0,8.997218239008881e-06
1727,8.586999358937777e-06,0.0,0.0,8.586999358937777e-06
1728,8.552359434231351e-06,0.0,0.0,8.552359434231351e-06
1729,8.082619258077881e-06,0.0,0.0,8.082619258077881e-06
1730,7.979437733800815e-06,0.0,0.0,7.979437733800815e-06
1731,8.025608622119762e-06,0.0,0.0,8.025608622119762e-06
1732,7.787298662671155e-06,0.0,0.0,7.787298662671155e-06
1733,8.470273054886743e-06,0.0,0.0,8.470273054886743e-06
1734,8.379683224900094e-06,0.0,0.0,8.379683224900094e-06
1735,8.694478050788998e-06,0.0,0.0,8.694478050788998e-06
1736,8.854750181594032e-06,0.0,0.0,8.854750181594032e-06
1737,1.1222933088512426e-05,0.0,0.0,1.1222933088512426e-05
1738,1.3040884628675745e-05,0.0,0.0,1.3040884628675745e-05
1739,1.3652561392518692e-05,0.0,0.0,1.3652561392518692e-05
1740,1.289174139986114e-05,0.0,0.0,1.289174139986114e-05
1741,1.2895152134920604e-05,0.0,0.0,1.2895152134920604e-05
1742,1.3749687630999169e-05,0.0,0.0,1.3749687630999169e-05
1743,1.4521225239150226e-05,0.0,0.0,1.4521225239150226e-05
1744,1.390972595670194e-05,0.0,0.0,1.390972595670194e-05
1745,1.3091474102111533e-05,0.0,0.0,1.3091474102111533e-05
1746,1.4106661313105309e-05,0.0,0.0,1.4106661313105309e-05
1747,1.5502305229477186e-05,0.0,0.0,1.5502305229477186e-05
1748,1.7404541982354465e-05,0.0,0.0,1.7404541982354465e-05
1749,1.811943132322215e-05,0.0,0.0,1.811943132322215e-05
1750,2.0199522623443045e-05,0.0,0.0,2.0199522623443045e-05
1751,2.188537473557517e-05,0.0,0.0,2.188537473557517e-05
1752,2.466372747481468e-05,0.0,0.0,2.466372747481468e-05
1753,2.581265601163198e-05,0.0,0.0,2.581265601163198e-05
1754,2.7683889389403964e-05,0.0,0.0,2.7683889389403964e-05
1755,2.9261180575953665e-05,0.0,0.0,2.9261180575953665e-05
1756,3.374170072285259e-05,0.0,0.0,3.374170072285259e-05
1757,3.838950189154795e-05,0.0,0.0,3.838950189154795e-05
1758,4.212518199762728e-05,0.0,0.0,4.212518199762728e-05
1759,4.66251970335309e-05,0.0,0.0,4.66251970335309e-05
1760,5.057556856107632e-05,0.0,0.0,5.057556856107632e-05
1761,5.3731093690398014e-05,0.0,0.0,5.3731093690398014e-05
1762,5.48210705996358e-05,0.0,0.0,5.48210705996358e-05
1763,5.342506431458917e-05,0.0,0.0,5.342506431458917e-05
1764,5.05849535069761e-05,0.0,0.0,5.05849535069761e-05
1765,4.891382767319945e-05,0.0,0.0,4.891382767319945e-05
1766,4.5602163092033674e-05,0.0,0.0,4.5602163092033674e-05
1767,4.437461809305075e-05,0.0,0.0,4.437461809305075e-05
1768,4.2236720868718945e-05,0.0,0.0,4.2236720868718945e-05
1769,4.216371962684207e-05,0.0,0.0,4.216371962684207e-05
