ngram,cap,cp,capp,capp
1500,6.297860295489954e-07,0.0,0.0,0.0
1501,5.038288236391964e-07,0.0,0.0,0.0
1502,3.0555202480779067e-06,0.0,0.0,0.0
1503,2.619017355495349e-06,0.0,0.0,0.0
1504,2.3516953595909788e-06,0.0,0.0,0.0
1505,5.7314420181293305e-06,0.0,0.0,0.0
1506,5.7314420181293305e-06,0.0,0.0,0.0
1507,5.7314420181293305e-06,0.0,0.0,0.0
1508,5.7314420181293305e-06,0.0,0.0,0.0
1509,3.4723023938048366e-06,0.0,0.0,0.0
1510,3.4723023938048366e-06,0.0,0.0,0.0
1511,3.4723023938048366e-06,0.0,0.0,0.0
1512,0.0,0.0,0.0,0.0
1513,0.0,0.0,0.0,0.0
1514,1.1426445780671202e-06,0.0,0.0,0.0
1515,1.1426445780671202e-06,0.0,0.0,0.0
1516,1.1426445780671202e-06,0.0,0.0,0.0
1517,1.761222470772087e-05,0.0,0.0,0.0
1518,1.761222470772087e-05,0.0,0.0,0.0
1519,1.761222470772087e-05,0.0,0.0,0.0
1520,2.0591338527862846e-05,0.0,0.0,0.0
1521,1.9448693949795726e-05,0.0,0.0,0.0
1522,3.531747851021854e-05,0.0,0.0,0.0
1523,3.531747851021854e-05,0.0,0.0,0.0
1524,2.091257647407474e-05,0.0,0.0,0.0
1525,2.091257647407474e-05,0.0,0.0,0.0
1526,2.091257647407474e-05,1.90694845514372e-06,0.0,0.0
1527,1.793346265393276e-05,1.90694845514372e-06,0.0,0.0
1528,1.793346265393276e-05,1.90694845514372e-06,0.0,0.0
1529,2.064678093509948e-06,1.90694845514372e-06,0.0,0.0
1530,2.064678093509948e-06,1.90694845514372e-06,0.0,0.0
1531,0.0,1.90694845514372e-06,0.0,0.0
1532,1.8036663667382008e-06,1.90694845514372e-06,0.0,0.0
1533,9.785404342567614e-06,0.0,0.0,0.0
1534,1.3998816289780994e-05,0.0,0.0,0.0
1535,2.0022969303162036e-05,0.0,0.0,0.0
1536,2.0022969303162036e-05,0.0,0.0,0.0
1537,2.0022969303162036e-05,0.0,0.0,0.0
1538,2.0022969303162036e-05,0.0,0.0,0.0
1539,1.987952522800437e-05,0.0,0.0,0.0
1540,1.1897787252174957e-05,0.0,0.0,0.0
1541,7.684375304961577e-06,0.0,0.0,0.0
1542,1.6602222915805344e-06,0.0,0.0,0.0
1543,1.6602222915805344e-06,0.0,0.0,0.0
1544,4.998740353455235e-06,0.0,0.0,0.0
1545,5.266660455812858e-06,2.679201023576232e-07,0.0,0.0
1546,3.6064381642323236e-06,2.679201023576232e-07,0.0,0.0
1547,6.883579365941321e-06,3.5450613040666212e-06,0.0,0.0
1548,7.478063236833675e-06,3.5450613040666212e-06,0.0,0.0
1549,7.478063236833675e-06,3.5450613040666212e-06,0.0,0.0
1550,7.478063236833675e-06,3.5450613040666212e-06,0.0,0.0
1551,6.500742318036958e-06,3.5450613040666212e-06,0.0,0.0
1552,7.675044214140922e-06,3.277141201708998e-06,0.0,0.0
1553,7.675044214140922e-06,3.277141201708998e-06,0.0,0.0
1554,4.397903012431925e-06,0.0,0.0,0.0
1555,3.803419141539572e-06,0.0,0.0,0.0
1556,4.844295420168367e-06,0.0,0.0,0.0
1557,4.844295420168367e-06,0.0,0.0,0.0
1558,2.4830982770903835e-06,0.0,0.0,0.0
1559,1.1356215509294998e-05,0.0,0.0,0.0
1560,1.4945737478098766e-05,0.0,0.0,0.0
1561,1.4945737478098766e-05,0.0,0.0,0.0
1562,1.672345206316095e-05,0.0,0.0,0.0
1563,1.5682575784532154e-05,0.0,0.0,0.0
1564,1.5682575784532154e-05,0.0,0.0,0.0
1565,1.7706177069547785e-05,0.0,0.0,0.0
1566,7.3908378388815824e-06,0.0,0.0,0.0
1567,3.801315870077815e-06,0.0,0.0,0.0
1568,3.801315870077815e-06,0.0,0.0,0.0
1569,2.766306611842343e-06,0.0,0.0,0.0
1570,2.766306611842343e-06,0.0,0.0,0.0
1571,2.766306611842343e-06,0.0,0.0,0.0
1572,1.782626895874273e-06,0.0,0.0,0.0
1573,1.782626895874273e-06,0.0,0.0,0.0
1574,6.685030971961428e-06,1.0894230919283082e-06,0.0,0.0
1575,2.177238600000107e-05,1.0894230919283082e-06,0.0,0.0
1576,2.5987165827245917e-05,1.9907839876915593e-06,0.0,0.0
1577,3.109011764276407e-05,1.9907839876915593e-06,0.0,0.0
1578,3.229468321868418e-05,1.9907839876915593e-06,0.0,0.0
1579,3.448853554540879e-05,1.9907839876915593e-06,0.0,0.0
1580,4.241222229341345e-05,1.9907839876915593e-06,0.0,0.0
1581,4.0476355025020894e-05,9.013608957632511e-07,0.0,0.0
1582,2.538899999698125e-05,1.7393236443500167e-06,0.0,0.0
1583,2.21136938957248e-05,8.379627485867656e-07,0.0,0.0
1584,1.701074208020665e-05,8.379627485867656e-07,0.0,0.0
1585,3.0526187141991355e-05,8.379627485867656e-07,0.0,0.0
1586,2.7292413246219178e-05,8.379627485867656e-07,0.0,0.0
1587,2.0406965177244274e-05,8.379627485867656e-07,0.0,0.0
1588,2.3465980445637668e-05,8.379627485867656e-07,0.0,0.0
1589,2.4212886338708423e-05,0.0,0.0,0.0
1590,2.5910390637104035e-05,0.0,2.339780881551893e-06,2.339780881551893e-06
1591,3.310679397015649e-05,0.0,2.339780881551893e-06,2.339780881551893e-06
1592,2.435650126894221e-05,5.969717936490529e-07,2.339780881551893e-06,2.339780881551893e-06
1593,3.016169629128334e-05,1.0435252469116158e-06,2.339780881551893e-06,2.339780881551893e-06
1594,3.012924714442176e-05,1.0435252469116158e-06,2.339780881551893e-06,2.339780881551893e-06
1595,3.6275216319024495e-05,2.3959165836069066e-06,2.339780881551893e-06,2.339780881551893e-06
1596,3.658040155382228e-05,2.3959165836069066e-06,2.339780881551893e-06,2.339780881551893e-06
1597,3.429027700414216e-05,2.3959165836069066e-06,0.0,0.0
1598,2.943827114774779e-05,2.3959165836069066e-06,0.0,0.0
1599,2.665215418216706e-05,2.034767086505391e-06,0.0,0.0
1600,2.6385275694857618e-05,1.6947197179563643e-06,0.0,0.0
1601,3.592697417583882e-05,1.6947197179563643e-06,5.85971585158924e-07,5.85971585158924e-07
1602,2.6261070291054368e-05,3.423283812610732e-07,5.85971585158924e-07,5.85971585158924e-07
1603,2.8093749798634754e-05,3.423283812610732e-07,5.85971585158924e-07,5.85971585158924e-07
1604,4.1136627519985526e-05,3.423283812610732e-07,9.265122246558479e-07,9.265122246558479e-07
1605,4.1040967906675565e-05,3.423283812610732e-07,9.265122246558479e-07,9.265122246558479e-07
1606,4.058009056149915e-05,1.0650608471353604e-07,9.265122246558479e-07,9.265122246558479e-07
1607,3.653476817687208e-05,0.0,9.265122246558479e-07,9.265122246558479e-07
1608,2.6186957760338763e-05,0.0,3.4054063949692394e-07,3.4054063949692394e-07
1609,2.8775537673806995e-05,0.0,3.4054063949692394e-07,3.4054063949692394e-07
1610,5.303724640270957e-05,0.0,3.4054063949692394e-07,3.4054063949692394e-07
1611,5.180875708837058e-05,0.0,0.0,0.0
1612,5.090502286618305e-05,0.0,0.0,0.0
1613,6.783898891171702e-05,0.0,0.0,0.0
1614,6.964209217130701e-05,0.0,0.0,0.0
1615,7.706127975585073e-05,3.809432525615973e-07,0.0,0.0
1616,7.412962960578235e-05,3.809432525615973e-07,3.6042453237834185e-07,3.6042453237834185e-07
1617,4.9824600864667445e-05,3.809432525615973e-07,3.6042453237834185e-07,3.6042453237834185e-07
1618,3.9087150720921014e-05,3.809432525615973e-07,3.6042453237834185e-07,3.6042453237834185e-07
1619,4.438168239825505e-05,3.809432525615973e-07,3.6042453237834185e-07,3.6042453237834185e-07
1620,2.815011573277713e-05,4.816821664072839e-07,3.6042453237834185e-07,3.6042453237834185e-07
1621,3.270441019204944e-05,4.816821664072839e-07,3.6042453237834185e-07,3.6042453237834185e-07
1622,0.000123010529802871,1.7108732208725996e-07,3.6042453237834185e-07,3.6042453237834185e-07
1623,0.0001324327925301207,1.7108732208725996e-07,0.0,0.0
1624,0.00013033800288602443,1.7108732208725996e-07,0.0,0.0
1625,0.00013149409343376256,1.7108732208725996e-07,0.0,0.0
1626,0.00012715077627944993,1.7108732208725996e-07,0.0,0.0
1627,0.00012787970821851298,2.3011974852644406e-07,0.0,0.0
1628,0.00022144131422204997,2.3011974852644406e-07,0.0,0.0
1629,0.00012533197501137953,1.5977134028487073e-07,0.0,0.0
1630,0.00011874960689185952,2.460203388311909e-07,0.0,0.0
1631,0.00012095030511513219,2.460203388311909e-07,0.0,0.0
1632,0.00012624057412072683,3.3764647306660276e-07,0.0,0.0
1633,0.00012942806798881584,3.3764647306660276e-07,0.0,0.0
1634,0.0001271252854816599,1.77875132781732e-07,0.0,0.0
1635,2.900607627712556e-05,2.6019484624027557e-07,0.0,0.0
1636,3.9522336919617373e-05,2.6019484624027557e-07,0.0,0.0
1637,3.7007339545068264e-05,2.471059750470366e-07,7.316012735308114e-08,7.316012735308114e-08
1638,4.409290119968189e-05,3.1444101214869337e-07,7.316012735308114e-08,7.316012735308114e-08
1639,3.9918647936636784e-05,3.0068510779658807e-07,7.316012735308114e-08,7.316012735308114e-08
1640,3.9780954596478425e-05,3.0068510779658807e-07,7.316012735308114e-08,7.316012735308114e-08
1641,3.9303290187880134e-05,3.0068510779658807e-07,7.316012735308114e-08,7.316012735308114e-08
1642,4.4754437632426356e-05,2.1836539433804448e-07,7.316012735308114e-08,7.316012735308114e-08
1643,3.2693498756738594e-05,3.0868784100286053e-07,7.316012735308114e-08,7.316012735308114e-08
1644,3.689734152041118e-05,2.3552771364977942e-07,0.0,0.0
1645,2.7601173152496422e-05,2.1730950753148397e-07,0.0,0.0
1646,2.7897275003851973e-05,2.401776880235827e-07,0.0,0.0
1647,4.065518178971875e-05,2.401776880235827e-07,0.0,0.0
1648,4.638820528920665e-05,2.401776880235827e-07,0.0,0.0
1649,4.0695152522727896e-05,3.1840546301152373e-07,0.0,0.0
1650,4.472835845652818e-05,2.2808301634670768e-07,0.0,0.0
1651,6.409512148560939e-05,2.71083097556714e-07,0.0,0.0
1652,6.569656761712395e-05,2.7763766346262333e-07,0.0,0.0
1653,6.729342775153262e-05,3.276508095950703e-07,0.0,0.0
1654,5.16784935565998e-05,4.1061718190706286e-07,0.0,0.0
1655,5.078888768496524e-05,4.687202265683611e-07,1.743091421043833e-07,1.743091421043833e-07
1656,5.0909517605240194e-05,5.264144452407241e-07,1.743091421043833e-07,1.743091421043833e-07
1657,5.244427536256678e-05,5.820233103090036e-07,1.743091421043833e-07,1.743091421043833e-07
1658,3.4160492370054794e-05,5.926388634439458e-07,1.743091421043833e-07,1.743091421043833e-07
1659,4.973941629162125e-05,5.369674665546751e-07,1.743091421043833e-07,1.743091421043833e-07
1660,4.773729025535951e-05,3.862159100468229e-07,1.743091421043833e-07,1.743091421043833e-07
1661,4.901068184283629e-05,4.37620355699307e-07,1.743091421043833e-07,1.743091421043833e-07
1662,4.579804590321146e-05,4.607170304942494e-07,0.0,0.0
1663,4.63054514381968e-05,3.247950368339454e-07,0.0,0.0
1664,4.215654865090203e-05,2.691861717656658e-07,0.0,0.0
1665,3.6278221029663526e-05,2.596621543813983e-07,0.0,0.0
1666,2.3234803068459898e-05,2.596621543813983e-07,0.0,0.0
1667,2.6336944236910703e-05,3.24566786145754e-07,0.0,0.0
1668,2.4849728626057705e-05,1.9019596818127737e-07,0.0,0.0
1669,3.229931735404534e-05,1.9885852355270928e-07,0.0,0.0
1670,3.3026403538575065e-05,2.761568599193457e-07,0.0,0.0
1671,3.8689091655084796e-05,3.543772452628348e-07,0.0,0.0
1672,4.30663055470047e-05,3.8408743664928936e-07,0.0,0.0
1673,4.098854541163226e-05,3.8408743664928936e-07,0.0,0.0
1674,3.830642162938602e-05,4.1677437983318147e-07,0.0,0.0
1675,4.1865399387981074e-05,4.5109287936741437e-07,0.0,0.0
1676,3.5534285936072206e-05,4.04177114887716e-07,0.0,0.0
1677,3.418462490247164e-05,4.276373764306689e-07,0.0,0.0
1678,3.2807479978406005e-05,3.69335562514347e-07,0.0,0.0
1679,3.257913028521996e-05,3.416772926811973e-07,0.0,0.0
1680,3.6734326515995364e-05,3.778811503707402e-07,0.0,0.0
1681,3.3909192747419835e-05,3.026654228831051e-07,0.0,0.0
1682,3.208709339170517e-05,3.086689892890198e-07,0.0,0.0
1683,3.3172094325501735e-05,2.657224789410455e-07,0.0,0.0
1684,3.566785068999577e-05,1.6496388103145625e-07,0.0,0.0
1685,3.118751075297561e-05,2.0566280665791835e-07,0.0,0.0
1686,3.619438978473356e-05,2.424068879593376e-07,0.0,0.0
1687,3.678286559858991e-05,2.886032096479799e-07,0.0,0.0
1688,3.7094938436764225e-05,2.662273621873672e-07,0.0,0.0
1689,3.4503595478392004e-05,2.2590529624721967e-07,0.0,0.0
1690,3.887083364263942e-05,2.2590529624721967e-07,0.0,0.0
1691,3.576533851758411e-05,2.2590529624721967e-07,0.0,0.0
1692,4.944132368629133e-05,2.1262388827381073e-07,0.0,0.0
1693,4.1556111422583596e-05,1.6108746235334236e-07,0.0,0.0
1694,3.652820669231005e-05,2.0061503594856083e-07,2.4385550594680742e-08,2.4385550594680742e-08
1695,4.5193093423482166e-05,2.0061503594856083e-07,2.4385550594680742e-08,2.4385550594680742e-08
1696,4.837020709861203e-05,2.478528752395245e-07,2.4385550594680742e-08,2.4385550594680742e-08
1697,4.063187173284989e-05,2.8458825137736963e-07,2.4385550594680742e-08,2.4385550594680742e-08
1698,4.0052095235816e-05,3.4681587481242916e-07,3.475682116719067e-08,3.475682116719067e-08
1699,2.827895916977598e-05,3.1254932610279086e-07,3.475682116719067e-08,3.475682116719067e-08
1700,2.8933857460547836e-05,3.0719383760567454e-07,4.775467386610087e-08,4.775467386610087e-08
1701,2.998917976323615e-05,2.3359988127984771e-07,2.3369123271420123e-08,2.3369123271420123e-08
1702,2.535613579571613e-05,2.6955536165067837e-07,2.3369123271420123e-08,2.3369123271420123e-08
1703,2.3099055787107708e-05,2.664823617643768e-07,2.3369123271420123e-08,2.3369123271420123e-08
1704,2.2916684559147272e-05,2.7305581998656893e-07,2.3369123271420123e-08,2.3369123271420123e-08
1705,2.4465717095673816e-05,2.2914380589814494e-07,1.29978526989102e-08,1.29978526989102e-08
1706,2.5464563675216467e-05,2.1607426552756287e-07,1.29978526989102e-08,1.29978526989102e-08
1707,2.2992117140217617e-05,2.2653591916618358e-07,0.0,0.0
1708,2.3129096137251637e-05,2.167855918904544e-07,0.0,0.0
1709,1.8303859568342367e-05,2.048801438344786e-07,0.0,0.0
1710,1.8063356037600897e-05,2.984354909228516e-07,0.0,0.0
1711,2.1177584260710448e-05,2.6481898528020663e-07,0.0,0.0
1712,2.0336353632696307e-05,3.0082047430823877e-07,0.0,0.0
1713,1.9412009221144088e-05,3.3327451985444766e-07,0.0,0.0
1714,2.034113029887002e-05,3.255319914582547e-07,0.0,0.0
1715,2.1584985656123274e-05,4.6810617553611724e-07,0.0,0.0
1716,2.4100150117841883e-05,4.529111013848056e-07,0.0,0.0
1717,2.4078379543165545e-05,3.992463746271824e-07,0.0,0.0
1718,2.1849050036897616e-05,4.2826282659851653e-07,0.0,0.0
1719,2.2231026637850198e-05,4.068700840369794e-07,6.584871061120014e-09,6.584871061120014e-09
1720,2.323464104847517e-05,3.7441603849077053e-07,6.584871061120014e-09,6.584871061120014e-09
1721,2.4250379543186034e-05,3.7198138207778744e-07,6.584871061120014e-09,6.584871061120014e-09
1722,3.0986622212887073e-05,2.2946166211568197e-07,6.584871061120014e-09,6.584871061120014e-09
1723,3.267256683362315e-05,2.3913223198438314e-07,6.584871061120014e-09,6.584871061120014e-09
1724,3.557264426490292e-05,2.0204413025177409e-07,6.584871061120014e-09,6.584871061120014e-09
1725,3.623923553927203e-05,2.0745306983371847e-07,6.584871061120014e-09,6.584871061120014e-09
1726,4.294691279937979e-05,1.9369120707324328e-07,0.0,0.0
1727,4.2562659603260856e-05,2.6211836460074013e-07,0.0,0.0
1728,4.263176950709229e-05,2.423177503731365e-07,0.0,0.0
1729,3.2993062892014026e-05,2.036798168855317e-07,6.371976724039996e-09,6.371976724039996e-09
1730,2.9697541062237826e-05,2.0152076477383423e-07,6.371976724039996e-09,6.371976724039996e-09
1731,2.6906557520435725e-05,1.754536254696047e-07,6.371976724039996e-09,6.371976724039996e-09
1732,2.6479454650793093e-05,2.0017966814326167e-07,1.2630500581930652e-08,1.2630500581930652e-08
1733,2.4865556302497032e-05,2.0209148284980723e-07,1.2630500581930652e-08,1.2630500581930652e-08
1734,2.587856501382443e-05,1.6463471500368802e-07,2.2953963809056532e-08,2.2953963809056532e-08
1735,2.5626264687161893e-05,1.969567122728222e-07,2.2953963809056532e-08,2.2953963809056532e-08
1736,3.058702532143798e-05,2.079813624180003e-07,4.4143612955492376e-08,4.4143612955492376e-08
1737,3.1353168846440636e-05,2.1237977116632984e-07,4.4143612955492376e-08,4.4143612955492376e-08
1738,3.3042834859640736e-05,2.2443045009725081e-07,4.4143612955492376e-08,4.4143612955492376e-08
1739,3.2473997115240696e-05,1.9435768296359258e-07,5.727058700293648e-08,5.727058700293648e-08
1740,2.7530831565465113e-05,2.0323248963092867e-07,5.727058700293648e-08,5.727058700293648e-08
1741,3.395209958918193e-05,1.9008615177134353e-07,4.694712377581059e-08,4.694712377581059e-08
1742,3.8468845169908104e-05,1.8317145641536366e-07,5.970186833792468e-08,5.970186833792468e-08
1743,3.860917396585657e-05,2.0104098601742798e-07,3.214024246744884e-08,3.214024246744884e-08
1744,3.8079132147166615e-05,2.2491670392810192e-07,3.214024246744884e-08,3.214024246744884e-08
1745,3.671391719503195e-05,3.118857522719866e-07,3.214024246744884e-08,3.214024246744884e-08
1746,3.904388566817423e-05,4.373879980741029e-07,1.2754744562114086e-08,1.2754744562114086e-08
1747,4.416762645372988e-05,5.86282409033499e-07,1.2754744562114086e-08,1.2754744562114086e-08
1748,3.481068584473438e-05,6.084954061894418e-07,1.2754744562114086e-08,1.2754744562114086e-08
1749,3.0344817657481015e-05,6.212060676651683e-07,0.0,0.0
1750,2.8215694198609397e-05,6.285979330706531e-07,0.0,0.0
1751,2.8332841273887815e-05,5.982338850328363e-07,0.0,0.0
1752,2.92983764406277e-05,2.758989098643789e-06,0.0,0.0
1753,2.9340201243550318e-05,2.6299213250321633e-06,5.029352426585579e-09,5.029352426585579e-09
1754,2.4435574622267658e-05,2.4803662798587667e-06,5.029352426585579e-09,5.029352426585579e-09
1755,2.5711151725512798e-05,2.463449077489648e-06,5.029352426585579e-09,5.029352426585579e-09
1756,3.1565029920394796e-05,2.48259643395191e-06,1.4135763543825825e-08,1.4135763543825825e-08
1757,3.120974335096045e-05,2.4798067457254547e-06,1.4135763543825825e-08,1.4135763543825825e-08
1758,3.1649673474021256e-05,2.54321981328433e-06,1.724334833649469e-08,1.724334833649469e-08
1759,3.220405441035317e-05,2.8689621802056665e-07,1.724334833649469e-08,1.724334833649469e-08
1760,3.081329331117948e-05,2.889498895391236e-07,1.4875362909703784e-08,1.4875362909703784e-08
1761,3.2688371772694935e-05,3.151727595098107e-07,1.4875362909703784e-08,1.4875362909703784e-08
1762,3.3267387542374695e-05,3.081484050783599e-07,2.0240526968759046e-08,2.0240526968759046e-08
1763,2.9120367668968227e-05,2.6711292174955557e-07,1.11341158515188e-08,1.11341158515188e-08
1764,2.758657033804671e-05,2.4766996326824095e-07,1.3944795540510313e-08,1.3944795540510313e-08
1765,2.9148866295664838e-05,2.053492421185053e-07,1.0837210747841449e-08,1.0837210747841449e-08
1766,2.8705052890083088e-05,2.0140399012039518e-07,1.0837210747841449e-08,1.0837210747841449e-08
1767,3.0278278375460233e-05,1.9653437683635794e-07,8.175843748046776e-09,8.175843748046776e-09
1768,2.8762225286170307e-05,2.0271391422608887e-07,1.3540268842656848e-08,1.3540268842656848e-08
1769,2.75165410649996e-05,2.0489598081699763e-07,8.175104783601585e-09,8.175104783601585e-09
1770,2.8166126087723698e-05,2.0236703538297922e-07,8.175104783601585e-09,8.175104783601585e-09
1771,2.9823985771924655e-05,2.304359380137352e-07,5.364425094610072e-09,5.364425094610072e-09
1772,3.0687326475994526e-05,2.2933609906366265e-07,5.364425094610072e-09,5.364425094610072e-09
1773,3.101795482507441e-05,2.2190574051299855e-07,5.364425094610072e-09,5.364425094610072e-09
1774,3.0505639058122013e-05,2.1089591939471575e-07,5.364425094610072e-09,5.364425094610072e-09
1775,3.5549898062267206e-05,1.723145451088775e-07,5.777378321779127e-09,5.777378321779127e-09
1776,4.045042753984619e-05,1.7302357337354935e-07,1.1202117328983668e-08,1.1202117328983668e-08
1777,4.6339174462316025e-05,1.7910557557700356e-07,1.7038217947629164e-08,1.7038217947629164e-08
1778,4.960165824741125e-05,1.7035699987185842e-07,2.2600505340213724e-08,2.2600505340213724e-08
1779,5.090981773849178e-05,1.7451322418894832e-07,2.2600505340213724e-08,2.2600505340213724e-08
1780,5.925359177386521e-05,1.8267953245348118e-07,2.2600505340213724e-08,2.2600505340213724e-08
1781,5.880761169204821e-05,1.8807506307894073e-07,2.4513022215241368e-08,2.4513022215241368e-08
1782,5.380077293791276e-05,1.8870501808773303e-07,2.0893777374908495e-08,2.0893777374908495e-08
1783,5.096706133502137e-05,1.8711522337915604e-07,1.7643637408225133e-08,1.7643637408225133e-08
1784,4.753322355099954e-05,1.9913562709916732e-07,1.6800953009773626e-08,1.6800953009773626e-08
1785,4.554608001074355e-05,2.223961855309296e-07,1.1238665617189066e-08,1.1238665617189066e-08
1786,4.307675875939562e-05,2.0273227668050303e-07,1.2578763935217857e-08,1.2578763935217857e-08
1787,3.627247185379799e-05,2.035054222915278e-07,1.3867905554068979e-08,1.3867905554068979e-08
1788,4.2570130452596846e-05,2.1200709048636262e-07,2.1101253189215186e-08,2.1101253189215186e-08
1789,4.4886480671786035e-05,2.2084239706795676e-07,2.4760043793037312e-08,2.4760043793037312e-08
1790,4.947466991974839e-05,2.4432499604439985e-07,2.7004838365485284e-08,2.7004838365485284e-08
1791,4.4995402017125995e-05,2.386211264138183e-07,2.5269320984883896e-08,2.5269320984883896e-08
1792,4.224114387138148e-05,2.146347039147908e-07,3.071063137127794e-08,3.071063137127794e-08
1793,4.0822547816787846e-05,2.215099012151508e-07,3.725871002200977e-08,3.725871002200977e-08
1794,4.137818359595258e-05,2.3552197449459656e-07,3.696755397036051e-08,3.696755397036051e-08
1795,3.447654827531161e-05,2.3038305130285153e-07,2.873496158477857e-08,2.873496158477857e-08
1796,3.1178552879802215e-05,2.2909761046971004e-07,2.291803749951019e-08,2.291803749951019e-08
1797,2.8217924149690328e-05,2.1372978307811407e-07,2.416788064912063e-08,2.416788064912063e-08
1798,2.916729655615719e-05,2.1297691229652367e-07,2.727520533239515e-08,2.727520533239515e-08
1799,2.9203351004980505e-05,2.025575258000702e-07,3.865544405203179e-08,3.865544405203179e-08
1800,2.9779478479343068e-05,1.9421083509639304e-07,3.364891451188409e-08,3.364891451188409e-08
1801,2.7390259024936574e-05,1.8010735556929701e-07,3.450829082802491e-08,3.450829082802491e-08
1802,2.7076572743161315e-05,1.7731936249479725e-07,3.533152589544183e-08,3.533152589544183e-08
1803,2.886298586547907e-05,1.5866602711054968e-07,3.8841525551447376e-08,3.8841525551447376e-08
1804,2.62664289039094e-05,1.52374349836139e-07,3.5002754092009325e-08,3.5002754092009325e-08
1805,2.4267847558283912e-05,1.3924501424915953e-07,3.097462819567909e-08,3.097462819567909e-08
1806,2.4986903944019495e-05,1.780343643937548e-07,1.5704379637985052e-08,1.5704379637985052e-08
