ngram,actor,acctor,actr,actorr
1621,5.830665591994537e-06,0.0,0.0,0.0
1622,5.139127495112916e-06,0.0,0.0,0.0
1623,5.139127495112916e-06,0.0,0.0,0.0
1624,5.015586160490264e-06,0.0,0.0,0.0
1625,7.092203450806015e-06,0.0,0.0,0.0
1626,7.096756267596252e-06,0.0,0.0,0.0
1627,3.2686774764962526e-06,0.0,0.0,0.0
1628,2.442099141067696e-06,0.0,0.0,0.0
1629,2.5368094205597506e-06,0.0,0.0,0.0
1630,2.709307417652391e-06,0.0,0.0,0.0
1631,2.709307417652391e-06,0.0,0.0,0.0
1632,1.2740730669845237e-06,0.0,0.0,0.0
1633,1.1815440481249034e-06,0.0,0.0,0.0
1634,1.3049622111793724e-06,0.0,0.0,0.0
1635,1.4864097254628308e-06,0.0,0.0,0.0
1636,1.6687286737188906e-06,0.0,0.0,0.0
1637,1.5693908039793314e-06,0.0,0.0,0.0
1638,1.6367258410809882e-06,0.0,0.0,0.0
1639,1.151083361199718e-06,0.0,0.0,0.0
1640,1.3224147364456127e-06,0.0,0.0,0.0
1641,1.3781628394683918e-06,0.0,0.0,0.0
1642,2.2107020600157867e-06,0.0,0.0,0.0
1643,1.8633244240260995e-06,0.0,0.0,0.0
1644,1.9734872296339745e-06,0.0,0.0,0.0
1645,2.0043858544990404e-06,0.0,0.0,0.0
1646,1.8486453947324272e-06,0.0,0.0,0.0
1647,1.6442667742921913e-06,0.0,0.0,0.0
1648,1.5567989797610998e-06,0.0,0.0,0.0
1649,7.119839356814087e-07,0.0,0.0,0.0
1650,7.998242088953183e-07,0.0,0.0,0.0
1651,7.455015195643812e-07,0.0,0.0,0.0
1652,1.259653247741101e-06,0.0,0.0,0.0
1653,1.4857805906233677e-06,0.0,0.0,0.0
1654,1.547667782883114e-06,0.0,0.0,0.0
1655,1.5140723559982559e-06,0.0,0.0,0.0
1656,1.5512330264755292e-06,0.0,0.0,0.0
1657,1.8248503741753147e-06,0.0,0.0,0.0
1658,5.824253946684621e-06,0.0,0.0,0.0
1659,5.276202927007034e-06,0.0,0.0,0.0
1660,5.531124384918128e-06,0.0,0.0,0.0
1661,5.365191640294142e-06,0.0,0.0,0.0
1662,5.916086507795626e-06,0.0,0.0,0.0
1663,5.907022434874827e-06,0.0,0.0,0.0
1664,6.017200571964817e-06,0.0,0.0,0.0
1665,2.1974380704900147e-06,0.0,0.0,0.0
1666,2.213000495235714e-06,0.0,3.9948397605777634e-08,0.0
1667,1.7319516944423543e-06,0.0,3.9948397605777634e-08,0.0
1668,1.8632113421647643e-06,0.0,3.9948397605777634e-08,0.0
1669,1.2542134300019825e-06,0.0,3.9948397605777634e-08,0.0
1670,1.030082683785492e-06,0.0,3.9948397605777634e-08,0.0
1671,5.975571184535511e-07,0.0,3.9948397605777634e-08,0.0
1672,3.8731820950488327e-07,0.0,3.9948397605777634e-08,0.0
1673,3.8165002739073574e-07,0.0,0.0,0.0
1674,5.117721246149034e-07,0.0,0.0,0.0
1675,5.177864750294248e-07,0.0,0.0,0.0
1676,7.754655371172703e-07,0.0,0.0,0.0
1677,7.704025668837338e-07,0.0,0.0,0.0
1678,7.910480884934909e-07,0.0,0.0,0.0
1679,7.849327598056075e-07,0.0,0.0,0.0
1680,7.65009933242514e-07,0.0,0.0,0.0
1681,7.243912258607972e-07,0.0,0.0,0.0
1682,8.492106522745806e-07,0.0,0.0,0.0
1683,6.356660467840161e-07,0.0,0.0,0.0
1684,6.020798488342345e-07,0.0,0.0,0.0
1685,6.231474612507424e-07,0.0,0.0,0.0
1686,6.137480040381758e-07,0.0,0.0,0.0
1687,5.594422175038614e-07,0.0,0.0,0.0
1688,6.563051410271978e-07,0.0,0.0,0.0
1689,4.257828862819224e-07,0.0,0.0,0.0
1690,4.4395930030662255e-07,0.0,0.0,0.0
1691,4.4395930030662255e-07,0.0,0.0,0.0
1692,3.868040181487231e-07,0.0,0.0,0.0
1693,3.3526759222825474e-07,0.0,0.0,0.0
1694,3.3526759222825474e-07,0.0,0.0,0.0
1695,3.349829203865998e-07,0.0,0.0,0.0
1696,5.55346882638982e-07,0.0,0.0,0.0
1697,7.501836368614281e-07,0.0,0.0,0.0
1698,7.501836368614281e-07,0.0,0.0,0.0
1699,7.26515592321318e-07,0.0,0.0,0.0
1700,7.341579565231118e-07,0.0,0.0,0.0
1701,7.63158234511658e-07,0.0,0.0,0.0
1702,6.489875537291872e-07,0.0,0.0,0.0
1703,3.9705242167136543e-07,0.0,0.0,0.0
1704,1.3990479682693797e-07,0.0,0.0,0.0
1705,3.7800771630307803e-07,0.0,0.0,0.0
1706,5.219876949727872e-07,0.0,0.0,0.0
1707,5.072990429003507e-07,0.0,0.0,0.0
1708,5.168822342836523e-07,0.0,9.645867342961928e-09,0.0
1709,5.171213745467997e-07,0.0,9.645867342961928e-09,0.0
1710,6.376265397583276e-07,0.0,9.645867342961928e-09,0.0
1711,6.570111971931121e-07,0.0,9.645867342961928e-09,0.0
1712,4.4063511747286353e-07,0.0,9.645867342961928e-09,0.0
1713,3.5074521674362457e-07,0.0,9.645867342961928e-09,0.0
1714,3.7429836449324026e-07,0.0,9.645867342961928e-09,0.0
1715,3.810043084838201e-07,0.0,0.0,0.0
1716,3.088542074790114e-07,0.0,8.854958163543155e-09,0.0
1717,2.341974741122093e-07,0.0,1.6496363640174294e-08,0.0
1718,5.554500899864121e-07,0.0,1.6496363640174294e-08,0.0
1719,6.061568293651882e-07,0.0,1.6496363640174294e-08,0.0
1720,7.423504371217859e-07,0.0,1.6496363640174294e-08,0.0
1721,8.521734287114668e-07,0.0,1.6496363640174294e-08,0.0
1722,1.0773495497622726e-06,0.0,1.6496363640174294e-08,0.0
1723,1.2440793040825935e-06,0.0,7.641405476631137e-09,0.0
1724,1.2628109889841914e-06,0.0,0.0,0.0
1725,1.0177621041813317e-06,0.0,0.0,0.0
1726,1.066690986460474e-06,0.0,0.0,0.0
1727,1.1432732175567902e-06,0.0,0.0,0.0
1728,1.024469530161046e-06,0.0,0.0,0.0
1729,1.1235786619831093e-06,0.0,0.0,0.0
1730,1.1614298500717268e-06,0.0,8.18323796027341e-09,0.0
1731,1.1525836498549324e-06,0.0,8.18323796027341e-09,0.0
1732,1.1195804989126503e-06,0.0,8.18323796027341e-09,0.0
1733,1.0403666530172423e-06,0.0,8.18323796027341e-09,0.0
1734,9.335144081238209e-07,0.0,8.18323796027341e-09,0.0
1735,9.399055329595285e-07,0.0,8.18323796027341e-09,0.0
1736,6.585280678856569e-07,0.0,8.18323796027341e-09,0.0
1737,8.415583059624103e-07,0.0,6.921628222958784e-09,0.0
1738,9.121361667244596e-07,0.0,6.921628222958784e-09,0.0
1739,9.561711717001993e-07,0.0,6.921628222958784e-09,0.0
1740,1.108691792848861e-06,0.0,6.921628222958784e-09,0.0
1741,1.1150359406591242e-06,0.0,6.921628222958784e-09,0.0
1742,1.21644702793284e-06,0.0,6.921628222958784e-09,0.0
1743,1.166775401121153e-06,0.0,6.921628222958784e-09,0.0
1744,1.0246875449735983e-06,0.0,4.464060359461135e-09,0.0
1745,1.062476741253704e-06,0.0,4.464060359461135e-09,0.0
1746,1.1798654660261881e-06,0.0,4.464060359461135e-09,0.0
1747,2.7403583341570733e-06,0.0,8.623212112622371e-09,0.0
1748,2.7960241522708074e-06,0.0,8.623212112622371e-09,0.0
1749,3.0705434020157033e-06,0.0,1.3578492489127062e-08,0.0
1750,3.9886499507701956e-06,0.0,1.687722393585643e-08,0.0
1751,4.232098620247728e-06,0.0,1.2413163576395294e-08,0.0
1752,4.711264994382093e-06,0.0,1.2413163576395294e-08,0.0
1753,5.196394697902308e-06,0.0,1.2413163576395294e-08,0.0
1754,3.6253316173835108e-06,0.0,1.2438080533781561e-08,0.0
1755,3.9543309964886116e-06,0.0,2.0144696069987082e-08,0.0
1756,4.216113065272761e-06,0.0,1.518941569348239e-08,0.0
1757,3.871550737650458e-06,0.0,1.4935807511408583e-08,0.0
1758,4.091108053216885e-06,0.0,1.8043392304077444e-08,0.0
1759,4.154036056596462e-06,0.0,1.8043392304077444e-08,0.0
1760,3.846763791313736e-06,0.0,1.8043392304077444e-08,0.0
1761,4.098428852168061e-06,0.0,1.6634891051938083e-08,0.0
1762,4.0034447660478434e-06,0.0,1.4293439574787823e-08,0.0
1763,4.19761434906312e-06,0.0,1.7132114140037758e-08,0.0
1764,4.366913539602787e-06,0.0,1.4086990875382201e-08,0.0
1765,4.153548843532917e-06,0.0,1.3926814495286116e-08,2.9474084125727782e-09
1766,3.879287110716437e-06,0.0,1.7327866633617565e-08,2.9474084125727782e-09
1767,4.5580530760552e-06,2.9445022927835194e-09,2.9105875804751643e-08,2.9474084125727782e-09
1768,4.599722810131165e-06,2.9445022927835194e-09,3.169473344095357e-08,2.9474084125727782e-09
1769,4.655455508587433e-06,2.9445022927835194e-09,2.937582900740056e-08,2.9474084125727782e-09
1770,4.320294302877821e-06,2.9445022927835194e-09,3.5185919194142505e-08,2.9474084125727782e-09
1771,4.291861419655366e-06,2.9445022927835194e-09,4.04512068286067e-08,2.9474084125727782e-09
1772,4.603337856678991e-06,2.9445022927835194e-09,4.804812573208242e-08,0.0
1773,4.877296143084615e-06,2.9445022927835194e-09,4.4647073593750974e-08,0.0
1774,4.293741929879096e-06,0.0,3.554152756229152e-08,0.0
1775,4.561589906058673e-06,0.0,3.884316995035013e-08,0.0
1776,4.676375608271753e-06,0.0,3.5796910324847886e-08,0.0
1777,6.395875321426761e-06,0.0,4.173839762700027e-08,0.0
1778,7.2643459653980765e-06,0.0,3.647310999253607e-08,0.0
1779,6.839396097088216e-06,0.0,2.8490468397178248e-08,0.0
1780,7.141285388050684e-06,0.0,3.083960870802522e-08,2.349140310846971e-09
1781,8.77092598524801e-06,0.0,2.81671455683506e-08,2.349140310846971e-09
1782,9.165138668062614e-06,0.0,2.381734504857442e-08,2.349140310846971e-09
1783,9.417119372301386e-06,0.0,3.2515741210659144e-08,2.349140310846971e-09
1784,7.684932532876182e-06,0.0,2.2918905376708868e-08,2.349140310846971e-09
1785,6.992328020974778e-06,1.6181223979775235e-09,2.4537027774686393e-08,2.349140310846971e-09
1786,7.158737064725886e-06,1.6181223979775235e-09,2.465553869005329e-08,2.349140310846971e-09
1787,7.242858828249155e-06,1.6181223979775235e-09,2.3595539998057446e-08,0.0
1788,5.812532305883776e-06,1.6181223979775235e-09,2.6208644143821402e-08,0.0
1789,5.4013167495473425e-06,1.6181223979775235e-09,2.4219146815036245e-08,0.0
1790,5.689498656075946e-06,1.6181223979775235e-09,1.883529598956102e-08,1.1048484032422883e-09
1791,5.880192150341047e-06,1.6181223979775235e-09,2.144364355923959e-08,1.1048484032422883e-09
1792,6.048358110482306e-06,0.0,2.6355093218910497e-08,1.1048484032422883e-09
1793,6.26836910149515e-06,0.0,2.6632962882696835e-08,1.1048484032422883e-09
1794,5.922959319702516e-06,0.0,2.733979239824943e-08,2.102833970444148e-09
1795,6.015634231256886e-06,9.132721245919129e-10,2.5639960377077387e-08,2.102833970444148e-09
1796,6.7788135830986514e-06,9.132721245919129e-10,2.6157675517676386e-08,2.102833970444148e-09
1797,6.96193891209467e-06,9.132721245919129e-10,2.3410053831948322e-08,9.979855672018596e-10
1798,7.421824258407079e-06,1.4919288027215316e-09,1.6386946720205386e-08,9.979855672018596e-10
1799,7.419458272904324e-06,1.4919288027215316e-09,1.4663531404985569e-08,9.979855672018596e-10
1800,7.432273507999655e-06,1.4919288027215316e-09,1.2940456896513654e-08,9.979855672018596e-10
1801,7.707329392100551e-06,1.4919288027215316e-09,1.2337507206337607e-08,0.0
1802,8.429023507362996e-06,5.786566781296187e-10,1.3160742273754522e-08,0.0
1803,8.240477070233152e-06,5.786566781296187e-10,1.1018257417561017e-08,7.019999185128459e-10
1804,8.273853446943186e-06,5.786566781296187e-10,1.3807186758997756e-08,7.019999185128459e-10
1805,8.584261649957625e-06,0.0,1.4526917637068339e-08,7.019999185128459e-10
1806,8.331240029032675e-06,0.0,1.023786109856571e-08,7.019999185128459e-10
1807,8.603742441794435e-06,0.0,1.0467417916564564e-08,7.019999185128459e-10
1808,8.440092187811388e-06,0.0,1.0486575544429603e-08,9.373631077685169e-10
1809,7.969105809024768e-06,0.0,1.0016542008526943e-08,9.373631077685169e-10
1810,7.74215219020594e-06,2.17937652052009e-10,9.750417394118114e-09,2.35363189255671e-10
1811,7.071457730489783e-06,2.17937652052009e-10,7.332100165109117e-09,2.35363189255671e-10
1812,6.305886797365799e-06,2.17937652052009e-10,7.704670457187035e-09,2.35363189255671e-10
1813,6.40045079437966e-06,2.17937652052009e-10,8.933384920695175e-09,2.35363189255671e-10
1814,6.494620005729043e-06,2.17937652052009e-10,8.095710736709196e-09,2.35363189255671e-10
1815,6.649357926237696e-06,2.17937652052009e-10,7.649235245210662e-09,0.0
1816,6.450907156769452e-06,2.17937652052009e-10,7.143452464473756e-09,0.0
1817,6.369964272120601e-06,0.0,7.564315015632213e-09,0.0
1818,6.844080157212115e-06,0.0,7.700988418386195e-09,0.0
1819,7.354355927548438e-06,0.0,6.7815177600445105e-09,1.5029744115935273e-10
1820,7.70395477697353e-06,0.0,5.9200846764489205e-09,1.5029744115935273e-10
1821,7.677221219637431e-06,0.0,5.807427269236395e-09,1.5029744115935273e-10
1822,8.165304799539236e-06,0.0,5.216030401251308e-09,1.5029744115935273e-10
1823,8.999701549328165e-06,0.0,5.157653352024941e-09,1.5029744115935273e-10
1824,9.330730790679809e-06,1.3412001667997434e-10,4.569155530122413e-09,1.5029744115935273e-10
1825,9.075987366356588e-06,1.3412001667997434e-10,4.381263986528796e-09,1.5029744115935273e-10
1826,8.618341845639016e-06,1.3412001667997434e-10,4.222267995552491e-09,0.0
1827,8.383637577935588e-06,1.3412001667997434e-10,3.5470276239988964e-09,0.0
1828,8.377319708025815e-06,1.3412001667997434e-10,3.5844571437999254e-09,0.0
1829,7.840832755131747e-06,1.3412001667997434e-10,3.4209732665705215e-09,0.0
1830,7.2375738844649665e-06,1.3412001667997434e-10,3.862314008300822e-09,0.0
1831,6.950370269415933e-06,0.0,3.965652615813196e-09,9.289466021808072e-11
1832,7.081561631951315e-06,0.0,3.1644844522560334e-09,9.289466021808072e-11
1833,7.2293718013887494e-06,8.247826231512688e-11,3.066862827186664e-09,1.7537292253320758e-10
1834,7.170154406464592e-06,8.247826231512688e-11,3.0238420021890177e-09,1.7537292253320758e-10
1835,7.061176152741869e-06,8.247826231512688e-11,2.7235456747019627e-09,1.7537292253320758e-10
1836,7.196363899960748e-06,8.247826231512688e-11,2.8880287209328716e-09,1.7537292253320758e-10
1837,7.052269536091314e-06,8.247826231512688e-11,1.8218155634868489e-09,1.7537292253320758e-10
1838,7.020852146004992e-06,8.247826231512688e-11,1.9081914223332117e-09,8.247826231512688e-11
1839,6.835537533333991e-06,8.247826231512688e-11,2.3535120122605437e-09,8.247826231512688e-11
1840,6.969489407180975e-06,0.0,2.387744216633284e-09,0.0
1841,6.941049377928721e-06,0.0,2.7114671063976914e-09,0.0
1842,6.781180478096108e-06,5.473389360791511e-10,2.9466404157954938e-09,0.0
1843,6.7474110697470934e-06,5.473389360791511e-10,2.833632653917054e-09,0.0
1844,6.672595126084551e-06,1.0816017922568984e-09,3.2904540996676293e-09,0.0
1845,6.582762840220571e-06,1.0816017922568984e-09,3.2329321759354865e-09,0.0
1846,6.54365684178109e-06,1.0816017922568984e-09,2.832903126367573e-09,0.0
1847,6.3706588012532194e-06,1.0816017922568984e-09,2.7280396116705472e-09,6.060546509090159e-11
1848,6.270576704991981e-06,1.0816017922568984e-09,3.0038237690861128e-09,6.060546509090159e-11
1849,6.22151212935153e-06,5.342628561777474e-10,2.9472165422436294e-09,6.060546509090159e-11
1850,6.063342685333087e-06,5.342628561777474e-10,3.3020272627304337e-09,6.060546509090159e-11
1851,6.159812918277956e-06,0.0,3.3713361388291017e-09,1.070340601864014e-10
1852,6.1137514291788515e-06,0.0,3.6282039991445256e-09,1.070340601864014e-10
1853,6.1300435325912465e-06,0.0,3.980356393691003e-09,1.070340601864014e-10
1854,6.103826243426218e-06,0.0,3.909631158498834e-09,4.642859509549981e-11
1855,6.127753684787811e-06,0.0,3.5640177158719713e-09,4.642859509549981e-11
1856,6.323951765807578e-06,0.0,3.631089460855362e-09,4.642859509549981e-11
1857,6.352872787829256e-06,0.0,3.4953228882678947e-09,4.642859509549981e-11
1858,6.11915057951202e-06,0.0,3.467786312074038e-09,0.0
1859,6.017463614885596e-06,0.0,2.993274041328066e-09,0.0
1860,6.133300887865646e-06,0.0,2.8766519008119727e-09,6.099520888369625e-11
1861,6.228708441215401e-06,0.0,2.9185456273950194e-09,6.099520888369625e-11
1862,6.3803484928420014e-06,0.0,3.1114326036276096e-09,6.099520888369625e-11
1863,6.26651308266446e-06,0.0,3.187299154764186e-09,6.099520888369625e-11
1864,6.190867355014364e-06,0.0,3.459478830387346e-09,1.08090330337112e-10
1865,6.54073710393277e-06,0.0,3.3699357272963327e-09,1.08090330337112e-10
1866,6.665640609883537e-06,0.0,3.7180230005873227e-09,1.523299502410274e-10
1867,6.602864232263528e-06,0.0,3.8273887868557816e-09,9.133474135733114e-11
1868,6.624814951854725e-06,0.0,3.8800990039992e-09,9.133474135733114e-11
1869,6.430473084557369e-06,0.0,3.860986356026988e-09,1.3092062751367857e-10
1870,6.434555416490184e-06,0.0,4.006151569210406e-09,1.3092062751367857e-10
1871,6.569453294754826e-06,0.0,3.6178141752226824e-09,8.382550606026281e-11
1872,6.848138062715796e-06,0.0,3.7046460502462455e-09,8.382550606026281e-11
1873,6.810179976517767e-06,0.0,3.875928181581603e-09,3.958588615634742e-11
1874,6.8337584317695085e-06,0.0,3.79799829681409e-09,3.958588615634742e-11
1875,6.864395085618266e-06,0.0,4.272527030581484e-09,3.958588615634742e-11
1876,7.100793417131561e-06,0.0,4.253718456835389e-09,0.0
1877,7.366609939448868e-06,0.0,4.199780459909366e-09,0.0
1878,7.412525779467874e-06,0.0,4.5240177635820695e-09,7.257071927518105e-11
1879,7.015232443206644e-06,0.0,4.6140562799073285e-09,7.257071927518105e-11
1880,7.198945955419081e-06,0.0,4.470972322526531e-09,7.257071927518105e-11
1881,7.237733630712942e-06,0.0,4.578614693733536e-09,1.3570191002644704e-10
1882,7.174258631234157e-06,3.240957898878857e-11,4.109703085778246e-09,1.3570191002644704e-10
1883,7.187463909628734e-06,3.240957898878857e-11,4.20929852878211e-09,1.3570191002644704e-10
1884,6.954108227676313e-06,3.240957898878857e-11,4.124923989680594e-09,1.3570191002644704e-10
1885,7.172698652928895e-06,3.240957898878857e-11,3.957921133692009e-09,9.215446857993977e-11
1886,7.1956500765476705e-06,3.240957898878857e-11,3.818742401660659e-09,9.215446857993977e-11
1887,7.230109661447516e-06,6.004354751493984e-11,3.674178326664089e-09,1.1978843710609103e-10
1888,7.201363262408579e-06,6.004354751493984e-11,3.466160057387567e-09,2.186742969240945e-10
1889,7.161283390035221e-06,2.7633968526151266e-11,3.6405274667877005e-09,2.4484519174044246e-10
1890,7.04604709816132e-06,2.7633968526151266e-11,3.648935915328317e-09,2.954365720318565e-10
1891,7.0366179118406895e-06,2.7633968526151266e-11,3.2996741212392474e-09,3.2104162384083423e-10
1892,6.632623483580703e-06,2.7633968526151266e-11,3.2716299193578736e-09,2.9201834601216044e-10
1893,6.5182758329943425e-06,5.069564212867306e-11,3.0241862982092827e-09,3.150800196146822e-10
1894,6.317883617157349e-06,2.3061673602521792e-11,3.117787520220564e-09,3.0953782394403465e-10
1895,6.266383934416808e-06,2.3061673602521792e-11,3.4770637163156995e-09,1.475207733747652e-10
1896,6.365547765848792e-06,4.244209943810822e-11,3.314092429056765e-09,1.2134987855841724e-10
1897,6.322106271129867e-06,4.244209943810822e-11,2.9654903929302432e-09,7.075849826700318e-11
1898,6.262634152725306e-06,6.048026761946395e-11,3.2040372894519872e-09,8.122978282073693e-11
1899,6.23352395580566e-06,9.690808076636058e-11,3.1285823455716256e-09,8.122978282073693e-11
1900,6.217335209969731e-06,1.8227003438310773e-10,3.2493955462850212e-09,1.123799228278496e-10
1901,6.184965708858467e-06,1.8227003438310773e-10,3.0497451548277307e-09,1.0742483688311718e-10
1902,6.08391928835772e-06,1.8227003438310773e-10,2.755021797997058e-09,1.0742483688311718e-10
1903,6.01990528334032e-06,1.628896085475213e-10,2.6405527605736066e-09,1.3930312657363586e-10
1904,5.951701301195758e-06,1.628896085475213e-10,2.6232459696525925e-09,1.3930312657363586e-10
1905,5.998268794168585e-06,2.668263388017067e-10,2.42869711643477e-09,1.0322679021092438e-10
1906,6.11816890990927e-06,2.3039852565481008e-10,2.3200769876703068e-09,1.187417763321668e-10
1907,6.083263997425092e-06,1.3662507236666954e-10,2.1129759529360724e-09,7.918013665366073e-11
1908,6.003691136616648e-06,1.5034952647953658e-10,2.0652802166866634e-09,7.576790385575651e-11
1909,5.9249637810613165e-06,1.5034952647953658e-10,2.0757833705888272e-09,7.576790385575651e-11
1910,5.708525285237036e-06,1.641234162463867e-10,1.9730521978138834e-09,5.7663503932087985e-11
1911,5.489351029349823e-06,1.641234162463867e-10,1.9914477685948182e-09,8.56193677464415e-11
1912,5.234198982049877e-06,4.214851781084558e-11,2.149427493135038e-09,1.144475833547709e-10
1913,5.030276042816695e-06,5.644643681040102e-11,2.210873674611337e-09,1.1323051623308394e-10
1914,4.85371408233602e-06,4.179626287927261e-11,2.3566006923658733e-09,1.131968318682627e-10
1915,4.679369599866082e-06,2.807180876640558e-11,2.4146105273966813e-09,9.947237775539567e-11
1916,4.607274149748264e-06,2.807180876640558e-11,2.43387169148893e-09,1.295761028236824e-10
1917,4.4991248354823e-06,1.4297918999555443e-11,2.6328451799681065e-09,4.3701409554611613e-10
1918,4.48721935494437e-06,2.8678158062575168e-11,2.757542448352167e-09,5.960013435161013e-10
1919,4.606146051498529e-06,2.8678158062575168e-11,2.7228801118590287e-09,5.8137887460579e-10
