ngram,marketing,markeing,maketing,markting
1613,2.6627193230004716e-06,0.0,0.0,0.0
1614,2.6627193230004716e-06,0.0,0.0,0.0
1615,2.6627193230004716e-06,0.0,0.0,0.0
1616,2.6627193230004716e-06,0.0,0.0,0.0
1617,2.6627193230004716e-06,0.0,0.0,0.0
1618,1.9695427714136064e-07,0.0,0.0,0.0
1619,1.9695427714136064e-07,0.0,0.0,0.0
1620,1.9695427714136064e-07,0.0,0.0,0.0
1621,1.9695427714136064e-07,0.0,0.0,0.0
1622,1.9695427714136064e-07,0.0,0.0,0.0
1623,1.9695427714136064e-07,0.0,0.0,0.0
1624,3.4628646972123533e-07,0.0,0.0,0.0
1625,1.493321925798747e-07,0.0,0.0,0.0
1626,1.493321925798747e-07,0.0,0.0,0.0
1627,1.493321925798747e-07,0.0,0.0,0.0
1628,1.493321925798747e-07,0.0,0.0,0.0
1629,1.493321925798747e-07,0.0,0.0,0.0
1630,1.493321925798747e-07,0.0,0.0,0.0
1631,0.0,0.0,0.0,0.0
1632,0.0,0.0,0.0,0.0
1633,0.0,0.0,0.0,0.0
1634,0.0,0.0,0.0,0.0
1635,0.0,0.0,0.0,0.0
1636,0.0,0.0,0.0,0.0
1637,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,1.608468989746013e-07,0.0,0.0,0.0
1659,1.9301408420752913e-07,0.0,0.0,0.0
1660,1.9301408420752913e-07,0.0,0.0,0.0
1661,1.9301408420752913e-07,0.0,0.0,0.0
1662,1.9301408420752913e-07,0.0,0.0,0.0
1663,1.9301408420752913e-07,0.0,0.0,0.0
1664,1.9301408420752913e-07,0.0,0.0,0.0
1665,3.2167185232927816e-08,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,7.380180834713559e-08,0.0,0.0,0.0
1673,7.380180834713559e-08,0.0,0.0,0.0
1674,7.380180834713559e-08,0.0,0.0,0.0
1675,7.380180834713559e-08,0.0,0.0,0.0
1676,7.380180834713559e-08,0.0,0.0,0.0
1677,7.380180834713559e-08,0.0,0.0,0.0
1678,7.380180834713559e-08,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,4.041166334900481e-08,0.0,0.0,0.0
1686,4.041166334900481e-08,0.0,0.0,0.0
1687,4.041166334900481e-08,0.0,0.0,0.0
1688,4.041166334900481e-08,0.0,0.0,0.0
1689,4.041166334900481e-08,0.0,0.0,0.0
1690,4.041166334900481e-08,0.0,0.0,0.0
1691,4.041166334900481e-08,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,1.5428856516207035e-07,0.0,0.0,0.0
1698,2.3725872974214974e-07,0.0,0.0,0.0
1699,2.3725872974214974e-07,0.0,0.0,0.0
1700,2.5025658244105996e-07,0.0,0.0,0.0
1701,2.5025658244105996e-07,0.0,0.0,0.0
1702,2.5025658244105996e-07,0.0,0.0,0.0
1703,2.5025658244105996e-07,0.0,0.0,0.0
1704,9.59680172789896e-08,0.0,0.0,0.0
1705,8.626029008545239e-08,0.0,0.0,0.0
1706,9.73356729819638e-08,0.0,0.0,0.0
1707,8.433782028305359e-08,0.0,0.0,0.0
1708,8.433782028305359e-08,0.0,0.0,0.0
1709,8.433782028305359e-08,0.0,0.0,0.0
1710,8.433782028305359e-08,0.0,0.0,0.0
1711,8.433782028305359e-08,0.0,0.0,0.0
1712,1.1075382896511395e-08,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,1.2443093412782348e-07,0.0,0.0,0.0
1715,1.2443093412782348e-07,0.0,0.0,0.0
1716,1.2443093412782348e-07,0.0,0.0,0.0
1717,1.3207233960445463e-07,0.0,0.0,0.0
1718,1.3207233960445463e-07,0.0,0.0,0.0
1719,1.3207233960445463e-07,0.0,0.0,0.0
1720,1.3207233960445463e-07,0.0,0.0,0.0
1721,6.020175393116136e-08,0.0,0.0,0.0
1722,2.5339142136918523e-07,0.0,0.0,0.0
1723,2.5339142136918523e-07,0.0,0.0,0.0
1724,2.457500158925541e-07,0.0,0.0,0.0
1725,2.457500158925541e-07,0.0,0.0,0.0
1726,2.904625010354981e-07,0.0,0.0,0.0
1727,2.904625010354981e-07,0.0,0.0,0.0
1728,2.3790215258096786e-07,0.0,0.0,0.0
1729,5.1084461866983995e-08,0.0,0.0,0.0
1730,5.1084461866983995e-08,0.0,0.0,0.0
1731,5.1084461866983995e-08,0.0,0.0,0.0
1732,5.734298572487465e-08,0.0,0.0,0.0
1733,2.668003976477199e-08,0.0,0.0,0.0
1734,2.668003976477199e-08,0.0,0.0,0.0
1735,2.668003976477199e-08,0.0,0.0,0.0
1736,2.0308063040731994e-08,0.0,0.0,0.0
1737,2.7229691263690777e-08,0.0,0.0,0.0
1738,4.370514007843797e-08,0.0,0.0,0.0
1739,3.7446616220547316e-08,0.0,0.0,0.0
1740,2.339707703770598e-08,0.0,0.0,0.0
1741,2.339707703770598e-08,0.0,0.0,0.0
1742,2.339707703770598e-08,0.0,0.0,0.0
1743,2.339707703770598e-08,0.0,0.0,0.0
1744,1.6475448814747195e-08,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,3.639732020539148e-08,0.0,0.0,0.0
1749,4.630788095840087e-08,0.0,0.0,0.0
1750,1.485685580908986e-07,0.0,0.0,0.0
1751,1.9139822273116026e-07,0.0,0.0,0.0
1752,3.551390039189885e-07,0.0,0.0,0.0
1753,4.255499399213087e-07,0.0,0.0,0.0
1754,4.339180773424037e-07,0.0,0.0,0.0
1755,3.975207571370122e-07,0.0,0.0,0.0
1756,4.665324274201664e-07,0.0,0.0,0.0
1757,3.7340712008163533e-07,0.0,0.0,0.0
1758,3.3990020956561497e-07,0.0,0.0,0.0
1759,1.796382232807251e-07,0.0,0.0,0.0
1760,1.0922728727840487e-07,0.0,0.0,0.0
1761,1.0085914985730987e-07,0.0,0.0,0.0
1762,1.0890689594589276e-07,0.0,0.0,0.0
1763,3.282333947497916e-08,0.0,0.0,0.0
1764,2.3687969681012485e-08,0.0,0.0,0.0
1765,5.268152492021727e-08,0.0,0.0,0.0
1766,6.620799096270145e-08,0.0,0.0,0.0
1767,8.976400930496961e-08,0.0,0.0,0.0
1768,1.27314982937118e-07,0.0,0.0,0.0
1769,1.253597560995396e-07,0.0,0.0,0.0
1770,1.542332189582599e-07,0.0,0.0,0.0
1771,1.7792701356711405e-07,0.0,0.0,0.0
1772,1.5015503151971643e-07,0.0,0.0,0.0
1773,1.435305339977536e-07,0.0,0.0,0.0
1774,1.4402668365879174e-07,0.0,0.0,0.0
1775,1.2958522331375987e-07,0.0,0.0,0.0
1776,2.021514171295686e-07,0.0,0.0,0.0
1777,1.733573300149211e-07,0.0,0.0,0.0
1778,1.5244467910235926e-07,0.0,0.0,0.0
1779,1.4190035178631077e-07,0.0,0.0,0.0
1780,1.3856700904162672e-07,0.0,0.0,0.0
1781,1.4702762816755565e-07,0.0,0.0,0.0
1782,1.584482505835792e-07,0.0,0.0,0.0
1783,8.196413655728715e-08,0.0,0.0,0.0
1784,9.236186317350206e-08,0.0,0.0,0.0
1785,9.605320906911987e-08,0.0,0.0,0.0
1786,1.698810766979721e-06,0.0,0.0,0.0
1787,1.8258340716162787e-06,0.0,0.0,0.0
1788,1.8089999093616273e-06,0.0,0.0,0.0
1789,1.7884303914631313e-06,0.0,0.0,0.0
1790,1.7917800343119389e-06,3.3145453366094965e-09,0.0,0.0
1791,1.7838940884473686e-06,3.3145453366094965e-09,0.0,0.0
1792,1.797010316043465e-06,3.3145453366094965e-09,0.0,0.0
1793,2.1693126634707888e-07,3.3145453366094965e-09,0.0,0.0
1794,8.78504689946372e-08,3.3145453366094965e-09,0.0,0.0
1795,1.7628486962247995e-07,3.3145453366094965e-09,0.0,0.0
1796,1.8508013001548663e-07,3.3145453366094965e-09,0.0,0.0
1797,2.10169766035051e-07,0.0,0.0,0.0
1798,2.3367276824615146e-07,0.0,0.0,0.0
1799,2.4051791364903305e-07,0.0,0.0,0.0
1800,2.314243146323796e-07,4.116639093102289e-10,0.0,0.0
1801,2.464010273277901e-07,4.116639093102289e-10,0.0,0.0
1802,1.6399434140826736e-07,4.116639093102289e-10,0.0,0.0
1803,1.5352346187975335e-07,4.116639093102289e-10,0.0,0.0
1804,1.3999392629265068e-07,4.116639093102289e-10,0.0,0.0
1805,1.3573045468514726e-07,4.116639093102289e-10,0.0,0.0
1806,1.2248264726265135e-07,6.702140112732227e-10,0.0,0.0
1807,1.1642970219684554e-07,1.0954350125404387e-09,0.0,0.0
1808,1.0446541003667725e-07,1.0954350125404387e-09,0.0,0.0
1809,9.723305538500426e-08,1.0954350125404387e-09,0.0,0.0
1810,1.0608800847324216e-07,1.0954350125404387e-09,0.0,0.0
1811,1.065824609522029e-07,1.0954350125404387e-09,0.0,0.0
1812,9.933880258066502e-08,1.0954350125404387e-09,0.0,0.0
1813,9.429988218861191e-08,8.368849105774448e-10,0.0,0.0
1814,1.0432040247516333e-07,0.0,0.0,0.0
1815,1.1176931126653602e-07,0.0,0.0,0.0
1816,1.242998521888694e-07,5.705181723872751e-10,0.0,0.0
1817,1.1601096819699056e-07,5.705181723872751e-10,0.0,0.0
1818,1.1042750916853297e-07,5.705181723872751e-10,0.0,0.0
1819,1.1284106855263027e-07,5.705181723872751e-10,3.0059488231870546e-10,0.0
1820,1.257716947731881e-07,3.5184569543592457e-09,3.0059488231870546e-10,0.0
1821,1.2634536058645347e-07,3.5184569543592457e-09,3.0059488231870546e-10,0.0
1822,1.2911036252814612e-07,3.643225855918887e-09,5.501326854379889e-10,0.0
1823,1.2163016244975162e-07,3.0727076835316123e-09,5.501326854379889e-10,0.0
1824,1.2447113663581278e-07,3.0727076835316123e-09,5.501326854379889e-10,0.0
1825,1.4691557177164733e-07,3.0727076835316123e-09,5.501326854379889e-10,0.0
1826,1.5207943907366177e-07,3.0727076835316123e-09,2.4953780311928343e-10,0.0
1827,1.5055638056894948e-07,1.2476890155964171e-10,2.4953780311928343e-10,0.0
1828,1.57474983909976e-07,1.2476890155964171e-10,2.4953780311928343e-10,0.0
1829,8.857120791714936e-07,0.0,0.0,0.0
1830,8.929683303904312e-07,0.0,0.0,0.0
1831,9.083959996912329e-07,0.0,0.0,0.0
1832,9.333905503743673e-07,0.0,0.0,0.0
1833,9.431932466798441e-07,0.0,0.0,0.0
1834,9.475598789419694e-07,1.328963098298378e-09,0.0,0.0
1835,9.505825642820907e-07,1.328963098298378e-09,0.0,0.0
1836,2.2236907731049931e-07,1.328963098298378e-09,0.0,0.0
1837,2.1820139295414265e-07,1.328963098298378e-09,0.0,0.0
1838,2.52645498172959e-07,1.328963098298378e-09,0.0,0.0
1839,2.171581111757145e-07,1.328963098298378e-09,0.0,0.0
1840,2.0842944284790326e-07,1.328963098298378e-09,0.0,0.0
1841,2.0893029427173004e-07,0.0,0.0,0.0
1842,2.069526792476089e-07,0.0,0.0,0.0
1843,2.198607132543527e-07,0.0,0.0,0.0
1844,2.3244238686207348e-07,0.0,0.0,0.0
1845,1.9150517565386898e-07,0.0,0.0,6.673876530781188e-11
1846,2.1190817887730062e-07,0.0,0.0,6.673876530781188e-11
1847,2.30133616290524e-07,0.0,0.0,6.673876530781188e-11
1848,2.804694828130648e-07,0.0,0.0,6.673876530781188e-11
1849,3.01455494471676e-07,0.0,0.0,6.673876530781188e-11
1850,3.1193870191665543e-07,2.848194695965438e-10,4.746990895603582e-11,6.673876530781188e-11
1851,3.285584467351198e-07,2.848194695965438e-10,4.746990895603582e-11,6.673876530781188e-11
1852,3.566675599943535e-07,2.848194695965438e-10,4.746990895603582e-11,0.0
1853,3.571505504039253e-07,3.813381515322638e-10,4.746990895603582e-11,0.0
1854,3.6703645329388177e-07,1.3408735233255697e-09,2.999792081403996e-10,5.05018606298892e-11
1855,3.395824746478736e-07,1.86589101312608e-09,4.0498270610050165e-10,1.0300360960994023e-10
1856,4.018440051822836e-07,2.6610718866543995e-09,4.0498270610050165e-10,1.0300360960994023e-10
1857,4.222097800266056e-07,2.424386643821005e-09,3.575127971444658e-10,1.0300360960994023e-10
1858,4.3174320905693874e-07,2.539593670279418e-09,3.575127971444658e-10,1.0300360960994023e-10
1859,4.3944944293018905e-07,2.539593670279418e-09,4.184421856631307e-10,1.0300360960994023e-10
1860,4.6201621931426675e-07,2.443074988343698e-09,4.184421856631307e-10,1.0300360960994023e-10
1861,4.7227902249297973e-07,1.4835396165503921e-09,1.295666526449476e-09,5.250174898005103e-11
1862,5.068250865341335e-07,9.585221267498817e-10,3.642266900781367e-09,0.0
1863,4.669940746485476e-07,1.6334125322156216e-10,3.6900047818898075e-09,0.0
1864,4.974449154815375e-07,1.1520702645841295e-10,3.7370999033432236e-09,0.0
1865,5.117688073953884e-07,0.0,3.7370999033432236e-09,0.0
1866,5.389655452095862e-07,0.0,3.6761705148245584e-09,0.0
1867,5.59330341535055e-07,0.0,3.6761705148245584e-09,0.0
1868,5.946746942494688e-07,0.0,2.546436874853849e-09,0.0
1869,6.136102196511015e-07,8.313035973880492e-10,9.4833002561856e-11,0.0
1870,6.448378258028242e-07,8.313035973880492e-10,4.709512145341575e-11,0.0
1871,6.511928144651133e-07,8.313035973880492e-10,0.0,0.0
1872,6.808899359254741e-07,9.541587282185e-10,0.0,0.0
1873,6.76183853037011e-07,9.93167480795825e-10,7.801750515464993e-11,0.0
1874,6.706428946147623e-07,9.93167480795825e-10,7.801750515464993e-11,0.0
1875,6.893069277274273e-07,9.93167480795825e-10,7.801750515464993e-11,0.0
1876,6.875711083661631e-07,1.618638834077757e-10,7.801750515464993e-11,0.0
1877,6.926009064045502e-07,4.0652558700290543e-10,7.801750515464993e-11,0.0
1878,7.099476257670696e-07,5.516670255532676e-10,1.1430286479224045e-10,0.0
1879,7.105073872740572e-07,4.2881189472281685e-10,1.4921667869570244e-10,0.0
1880,7.505709780681562e-07,4.88463190530451e-10,1.0408585699688594e-10,0.0
1881,7.944204217632692e-07,9.935127165405788e-10,1.0408585699688594e-10,0.0
1882,8.15483977995817e-07,1.058331874518156e-09,2.0131458999816942e-10,0.0
1883,8.536941160335638e-07,1.283190276257784e-09,2.0131458999816942e-10,0.0
1884,9.11407791396154e-07,1.282615831004514e-09,2.928473079112846e-10,0.0
1885,9.835613923314668e-07,1.137474392454152e-09,3.726550595883893e-10,0.0
1886,1.1037215829544169e-06,1.7720125287747278e-09,4.205070954142544e-10,0.0
1887,1.1844706315449521e-06,2.8616131448571433e-09,3.87620411958421e-10,0.0
1888,1.2648343792014721e-06,2.464574988536583e-09,3.87620411958421e-10,0.0
1889,1.334442751093385e-06,2.504439409824398e-09,2.903916789571375e-10,0.0
1890,1.4260328790831927e-06,2.27958100808477e-09,2.903916789571375e-10,0.0
1891,1.7443657205668778e-06,3.6486120236212116e-09,1.988589610440223e-10,0.0
1892,1.7831380318966694e-06,3.69355518789075e-09,2.6253850680747956e-10,2.247158213476906e-11
1893,1.7624365844832418e-06,3.1282020743602803e-09,2.7201935148823964e-10,4.553325573729085e-11
1894,1.8077318892600097e-06,1.9841249556039132e-09,2.7201935148823964e-10,4.553325573729085e-11
1895,1.843917191633539e-06,1.8761135859143454e-09,3.990465973530937e-10,4.553325573729085e-11
1896,1.9076425944928943e-06,1.8877125616624723e-09,3.990465973530937e-10,4.553325573729085e-11
1897,2.037230972616401e-06,1.8877125616624723e-09,4.1762335256656513e-10,4.553325573729085e-11
1898,1.8880805977719968e-06,4.549759656326456e-10,4.1762335256656513e-10,4.553325573729085e-11
1899,1.9808778850866863e-06,4.646745210834524e-10,2.742785086353093e-10,9.591729989631505e-11
1900,2.106598312171367e-06,4.1356010282989075e-10,1.8203181422522212e-10,7.285562629379326e-11
1901,2.187627485130049e-06,4.2078661586865604e-10,1.8203181422522212e-10,7.285562629379326e-11
1902,2.356402059636561e-06,5.068780672967677e-10,1.2387772950285735e-10,1.072922068650379e-10
1903,2.46721619337872e-06,4.0653465712850844e-10,1.2387772950285735e-10,1.072922068650379e-10
1904,2.6197437494244824e-06,5.967795404674245e-10,1.6871593408066384e-10,1.072922068650379e-10
1905,2.799530875563505e-06,4.1639786261894937e-10,1.8396279638510649e-10,1.072922068650379e-10
1906,3.1596645645290015e-06,3.6175614289860446e-10,2.0959492772317948e-10,3.443658057124464e-11
1907,3.450119785546641e-06,4.75537099777133e-10,2.388952755854363e-10,6.373692843350146e-11
1908,3.800522238504657e-06,5.339226739302966e-10,4.0358872493984066e-10,7.746138254636849e-11
1909,4.156259267672015e-06,4.4783122250218506e-10,3.622775819413425e-10,4.3024801975123845e-11
1910,4.878259525347468e-06,5.145354142754854e-10,4.86242586869182e-10,4.3024801975123845e-11
1911,5.515482728567024e-06,4.361139861939835e-10,5.346510823353182e-10,4.3024801975123845e-11
1912,6.288846179813845e-06,4.649422018023129e-10,5.914747600429696e-10,7.185301758345325e-11
1913,7.216340561301747e-06,5.364317938262784e-10,7.581815195508871e-10,7.185301758345325e-11
1914,8.09188622952206e-06,9.453903592510876e-10,8.750460614040786e-10,1.010186279864251e-10
1915,8.914228406605876e-06,8.355947263481513e-10,7.741075023056812e-10,1.1917161900156159e-10
1916,9.898333831058284e-06,9.259058975879292e-10,8.368566554014681e-10,1.6432720462145056e-10
1917,1.0756468067743949e-05,1.0387828434734102e-09,1.1737608980005071e-09,1.6432720462145056e-10
1918,1.1965904507503313e-05,9.557198663420356e-10,1.3639224511712606e-09,1.6432720462145056e-10
1919,1.3221800405257714e-05,1.2394180681774003e-09,1.590172580913572e-09,1.781162281159051e-10
1920,1.4935245287363483e-05,1.3767433780311121e-09,1.6166240727041474e-09,2.245195378820191e-10
1921,1.681543718794793e-05,9.202680760291213e-10,1.7234636575023744e-09,2.2227679617538498e-10
1922,1.91015988093568e-05,1.0893271443609569e-09,1.9495243038950403e-09,2.1455064708979828e-10
1923,2.0989744890747325e-05,1.097229751501061e-09,2.3011751234694853e-09,1.6939506146990928e-10
1924,2.2925886566684183e-05,9.749740618022633e-10,2.2066288161783275e-09,1.938165917441432e-10
1925,2.46465954530452e-05,1.1992705082976484e-09,2.134695563173393e-09,1.938165917441432e-10
1926,2.61348834880794e-05,9.784359433773204e-10,2.363603059306131e-09,1.7412231577220083e-10
1927,2.6792926811529988e-05,8.378361734554371e-10,2.3130302752503796e-09,1.5045738464637892e-10
1928,2.741996857886469e-05,9.587867246173077e-10,2.2425016922765296e-09,1.3985314097274071e-10
1929,2.7755182080519652e-05,1.0172998396055073e-09,2.5342594848051394e-09,1.6627343946140627e-10
1930,2.823538306984119e-05,1.0007682381209447e-09,2.691300119269816e-09,1.9350083242069312e-10
1931,2.8774296879419126e-05,1.0324356845638404e-09,2.666006320468333e-09,4.576424120613812e-10
1932,2.91447935783903e-05,9.68524728671229e-10,2.956105979049336e-09,4.812856581524829e-10
1933,2.916752289041012e-05,9.231671934831606e-10,2.7300508679114645e-09,5.510313296922373e-10
1934,2.944212948412834e-05,1.0122271909551728e-09,2.5928090785498625e-09,6.181644501834782e-10
1935,2.9829809396427924e-05,9.624981446774784e-10,2.6992235272313027e-09,5.947678103991803e-10
1936,3.0730687285540625e-05,7.768008260443184e-10,2.2851496568015203e-09,5.860710805549729e-10
1937,3.141548404528294e-05,7.848883170386805e-10,2.2920922937430532e-09,6.037285215405269e-10
1938,3.1559365587392154e-05,7.017085285847863e-10,2.0815766570742814e-09,4.891834179795599e-10
1939,3.095524230697525e-05,8.859729418362962e-10,2.0095176951023016e-09,4.904341972216437e-10
1940,3.0250793445572655e-05,9.686049383196759e-10,2.069450325389458e-09,4.2355882491827504e-10
1941,2.922692432808357e-05,9.492226647557699e-10,2.4708824034444123e-09,3.612658961665056e-10
1942,2.8517755968745666e-05,8.932985184895159e-10,2.381256430134775e-09,3.8885965479375425e-10
1943,2.7000264318693163e-05,1.087410233286639e-09,2.4926501973610016e-09,4.1134476777163597e-10
1944,2.626731683059396e-05,1.206325111231215e-09,2.0953894809748265e-09,4.802878650345122e-10
1945,2.5465148480309707e-05,1.2784199651275481e-09,2.2651867048750773e-09,3.438086997637717e-10
1946,2.6651428405395044e-05,1.1863273458827856e-09,2.1315082397523254e-09,4.01655195214623e-10
1947,2.7310769707712878e-05,1.1732598622796582e-09,2.1346560392337163e-09,4.5864681497143067e-10
1948,2.8308300118494246e-05,1.1550670023626912e-09,2.2301203106422918e-09,4.652682445665286e-10
1949,2.871255440238331e-05,1.2935210997560326e-09,2.336966858124916e-09,5.344952932631994e-10
1950,2.9702849393028634e-05,1.1759743496447023e-09,2.4303130777677697e-09,7.577749102808237e-10
1951,3.0561373673013546e-05,1.0169370980227045e-09,2.4202177087825507e-09,6.770451758754601e-10
1952,3.194105400845209e-05,1.0642455409001376e-09,2.5590575690261274e-09,7.022421315085379e-10
1953,3.2049703284948396e-05,1.0339555640242232e-09,2.6682529836412935e-09,7.763939828344033e-10
1954,3.3394918188735445e-05,1.0341843809895985e-09,2.710446248396384e-09,7.226410125055998e-10
1955,3.471535092103295e-05,1.2768406887353478e-09,2.4650198073215635e-09,9.348432920632176e-10
