ngram,coach,cach,cach,cach
1829,1.591035314569516e-05,5.715328289365321e-07,5.715328289365321e-07,5.715328289365321e-07
1830,1.5858928236411884e-05,5.796905985075032e-07,5.796905985075032e-07,5.796905985075032e-07
1831,1.5430902619430397e-05,6.019760121489526e-07,6.019760121489526e-07,6.019760121489526e-07
1832,1.5043018980317616e-05,6.175431995611039e-07,6.175431995611039e-07,6.175431995611039e-07
1833,1.5017143206413103e-05,6.304055010072521e-07,6.304055010072521e-07,6.304055010072521e-07
1834,1.535515457362635e-05,6.261828876371769e-07,6.261828876371769e-07,6.261828876371769e-07
1835,1.5569105796333004e-05,6.307904365192891e-07,6.307904365192891e-07,6.307904365192891e-07
1836,1.6194052607586074e-05,6.503957722868238e-07,6.503957722868238e-07,6.503957722868238e-07
1837,1.6220815138824817e-05,6.44637038606431e-07,6.44637038606431e-07,6.44637038606431e-07
1838,1.6505979406896847e-05,6.515066551011322e-07,6.515066551011322e-07,6.515066551011322e-07
1839,1.653195171716756e-05,6.612755376928752e-07,6.612755376928752e-07,6.612755376928752e-07
1840,1.682705052579487e-05,6.605930106421251e-07,6.605930106421251e-07,6.605930106421251e-07
1841,1.64871587133218e-05,6.470352218457265e-07,6.470352218457265e-07,6.470352218457265e-07
1842,1.5975959805863177e-05,6.358689574881282e-07,6.358689574881282e-07,6.358689574881282e-07
1843,1.5207631544659047e-05,6.128451721971422e-07,6.128451721971422e-07,6.128451721971422e-07
1844,1.4663574932326031e-05,6.109435081011075e-07,6.109435081011075e-07,6.109435081011075e-07
1845,1.4130036496291204e-05,5.917969636876868e-07,5.917969636876868e-07,5.917969636876868e-07
1846,1.3786250357432956e-05,5.718749369927017e-07,5.718749369927017e-07,5.718749369927017e-07
1847,1.3266782713929257e-05,5.466842359120554e-07,5.466842359120554e-07,5.466842359120554e-07
1848,1.281978542725223e-05,5.266798268621642e-07,5.266798268621642e-07,5.266798268621642e-07
1849,1.2660625673431372e-05,5.12556632819334e-07,5.12556632819334e-07,5.12556632819334e-07
1850,1.2604657968040556e-05,5.248135680955914e-07,5.248135680955914e-07,5.248135680955914e-07
1851,1.2792195645618318e-05,5.107539899589548e-07,5.107539899589548e-07,5.107539899589548e-07
1852,1.2636239781776177e-05,5.168082119715629e-07,5.168082119715629e-07,5.168082119715629e-07
1853,1.2468517005410312e-05,5.236940856840582e-07,5.236940856840582e-07,5.236940856840582e-07
1854,1.2536092201896412e-05,5.339829190883652e-07,5.339829190883652e-07,5.339829190883652e-07
1855,1.2852279074390286e-05,5.471386706241381e-07,5.471386706241381e-07,5.471386706241381e-07
1856,1.3069454715670353e-05,5.52228730807006e-07,5.52228730807006e-07,5.52228730807006e-07
1857,1.3009958820475731e-05,5.523104716433278e-07,5.523104716433278e-07,5.523104716433278e-07
1858,1.259709798822379e-05,5.697718116997359e-07,5.697718116997359e-07,5.697718116997359e-07
1859,1.2298343920390056e-05,5.780048825597208e-07,5.780048825597208e-07,5.780048825597208e-07
1860,1.1907387618391243e-05,5.921340289205546e-07,5.921340289205546e-07,5.921340289205546e-07
1861,1.1317713610229216e-05,6.174471423037176e-07,6.174471423037176e-07,6.174471423037176e-07
1862,1.0697621941549837e-05,6.441894372853442e-07,6.441894372853442e-07,6.441894372853442e-07
1863,1.0296772805824211e-05,6.681637013831018e-07,6.681637013831018e-07,6.681637013831018e-07
1864,1.0083427696372382e-05,6.791107937585496e-07,6.791107937585496e-07,6.791107937585496e-07
1865,1.0009324276844772e-05,7.269617705268112e-07,7.269617705268112e-07,7.269617705268112e-07
1866,1.0092672060376831e-05,7.396695796809841e-07,7.396695796809841e-07,7.396695796809841e-07
1867,1.0149333320441656e-05,7.449737527817238e-07,7.449737527817238e-07,7.449737527817238e-07
1868,1.0169856847954048e-05,7.275783998141248e-07,7.275783998141248e-07,7.275783998141248e-07
1869,1.0051181042009766e-05,7.14578090667471e-07,7.14578090667471e-07,7.14578090667471e-07
1870,9.914609368674324e-06,7.119971558365381e-07,7.119971558365381e-07,7.119971558365381e-07
1871,9.86247258489519e-06,7.063100611048867e-07,7.063100611048867e-07,7.063100611048867e-07
1872,9.708295952545346e-06,6.519694742174969e-07,6.519694742174969e-07,6.519694742174969e-07
1873,9.41231272528447e-06,6.152319136682698e-07,6.152319136682698e-07,6.152319136682698e-07
1874,9.414821371527588e-06,5.949138426331047e-07,5.949138426331047e-07,5.949138426331047e-07
1875,9.253034477296751e-06,6.143951541811735e-07,6.143951541811735e-07,6.143951541811735e-07
1876,9.337564344085486e-06,6.039803841823803e-07,6.039803841823803e-07,6.039803841823803e-07
1877,9.16657856058529e-06,5.88512924488376e-07,5.88512924488376e-07,5.88512924488376e-07
1878,8.935288600956223e-06,5.60676434296121e-07,5.60676434296121e-07,5.60676434296121e-07
1879,8.796745532890782e-06,5.411041529766538e-07,5.411041529766538e-07,5.411041529766538e-07
1880,8.764417543716263e-06,5.330793929455727e-07,5.330793929455727e-07,5.330793929455727e-07
1881,8.65260972204851e-06,5.07039211632738e-07,5.07039211632738e-07,5.07039211632738e-07
1882,8.751117223125351e-06,4.599069874140176e-07,4.599069874140176e-07,4.599069874140176e-07
1883,8.541349416191224e-06,4.3596808398303567e-07,4.3596808398303567e-07,4.3596808398303567e-07
1884,8.573030884560597e-06,4.1064484435082704e-07,4.1064484435082704e-07,4.1064484435082704e-07
1885,8.681996925068753e-06,4.0041727597131936e-07,4.0041727597131936e-07,4.0041727597131936e-07
1886,8.842229362926446e-06,3.888272033236717e-07,3.888272033236717e-07,3.888272033236717e-07
1887,8.878813137666189e-06,3.7734293657974506e-07,3.7734293657974506e-07,3.7734293657974506e-07
1888,8.797043587297334e-06,3.6588545120659024e-07,3.6588545120659024e-07,3.6588545120659024e-07
1889,8.797154935434395e-06,3.6542151552306936e-07,3.6542151552306936e-07,3.6542151552306936e-07
1890,9.18244131753454e-06,3.5526037679898893e-07,3.5526037679898893e-07,3.5526037679898893e-07
1891,9.378442622879188e-06,3.4616840594026144e-07,3.4616840594026144e-07,3.4616840594026144e-07
1892,9.542636040090916e-06,3.327708059584568e-07,3.327708059584568e-07,3.327708059584568e-07
1893,9.655928157111962e-06,3.275935926337427e-07,3.275935926337427e-07,3.275935926337427e-07
1894,9.525031470859955e-06,3.152419643421516e-07,3.152419643421516e-07,3.152419643421516e-07
1895,9.696626745738155e-06,3.0865548897704033e-07,3.0865548897704033e-07,3.0865548897704033e-07
1896,1.0049308132563186e-05,2.8954078093842585e-07,2.8954078093842585e-07,2.8954078093842585e-07
1897,1.018693274090765e-05,2.8300667054281803e-07,2.8300667054281803e-07,2.8300667054281803e-07
1898,1.0260147324256e-05,2.7647130959199527e-07,2.7647130959199527e-07,2.7647130959199527e-07
1899,1.0147398565355356e-05,2.7784278293958256e-07,2.7784278293958256e-07,2.7784278293958256e-07
1900,1.0033862963609863e-05,2.769143715600616e-07,2.769143715600616e-07,2.769143715600616e-07
1901,1.0249008872571202e-05,2.798007382612663e-07,2.798007382612663e-07,2.798007382612663e-07
1902,1.0072868073101355e-05,2.847467287990314e-07,2.847467287990314e-07,2.847467287990314e-07
1903,9.643501081362566e-06,3.0222568219479786e-07,3.0222568219479786e-07,3.0222568219479786e-07
1904,9.116262195415662e-06,3.065122119291378e-07,3.065122119291378e-07,3.065122119291378e-07
1905,8.66113435092432e-06,3.1500400561006767e-07,3.1500400561006767e-07,3.1500400561006767e-07
1906,8.320820338017906e-06,3.17132694200544e-07,3.17132694200544e-07,3.17132694200544e-07
1907,8.049441540996277e-06,3.2170881273227027e-07,3.2170881273227027e-07,3.2170881273227027e-07
1908,7.652523566191252e-06,3.4429688103695557e-07,3.4429688103695557e-07,3.4429688103695557e-07
1909,7.47652490775051e-06,3.459500987901265e-07,3.459500987901265e-07,3.459500987901265e-07
1910,7.200037543952931e-06,3.389761177783969e-07,3.389761177783969e-07,3.389761177783969e-07
1911,6.971964726939664e-06,3.4951389693560486e-07,3.4951389693560486e-07,3.4951389693560486e-07
1912,6.752388474394268e-06,3.5086631961738543e-07,3.5086631961738543e-07,3.5086631961738543e-07
1913,6.546023346995103e-06,3.525519056373534e-07,3.525519056373534e-07,3.525519056373534e-07
1914,6.109855153876456e-06,3.534929321956172e-07,3.534929321956172e-07,3.534929321956172e-07
1915,5.705934134831685e-06,3.397072094100752e-07,3.397072094100752e-07,3.397072094100752e-07
1916,5.328422048478387e-06,3.466614738759485e-07,3.466614738759485e-07,3.466614738759485e-07
1917,5.185479624612656e-06,3.5059930171753096e-07,3.5059930171753096e-07,3.5059930171753096e-07
1918,5.083027969833763e-06,3.448472390183659e-07,3.448472390183659e-07,3.448472390183659e-07
1919,5.1005971337352614e-06,3.3830941755955533e-07,3.3830941755955533e-07,3.3830941755955533e-07
1920,5.3203866627882235e-06,3.3918366934163456e-07,3.3918366934163456e-07,3.3918366934163456e-07
1921,5.72247368576687e-06,3.2587636107044613e-07,3.2587636107044613e-07,3.2587636107044613e-07
1922,6.270527982061529e-06,3.1396561439578363e-07,3.1396561439578363e-07,3.1396561439578363e-07
1923,6.959111033211229e-06,2.985278107254479e-07,2.985278107254479e-07,2.985278107254479e-07
1924,7.379768898577563e-06,2.8208215293748904e-07,2.8208215293748904e-07,2.8208215293748904e-07
1925,7.950834190393965e-06,2.676542050851692e-07,2.676542050851692e-07,2.676542050851692e-07
1926,8.357513122194047e-06,2.6128010485341034e-07,2.6128010485341034e-07,2.6128010485341034e-07
1927,8.617497314844513e-06,2.4332953176196626e-07,2.4332953176196626e-07,2.4332953176196626e-07
1928,8.698403170066221e-06,2.4202399678025746e-07,2.4202399678025746e-07,2.4202399678025746e-07
1929,8.726843199318474e-06,2.3507556282506163e-07,2.3507556282506163e-07,2.3507556282506163e-07
1930,8.569353537625699e-06,2.4084557180360987e-07,2.4084557180360987e-07,2.4084557180360987e-07
1931,8.441899678603346e-06,2.4824192783918466e-07,2.4824192783918466e-07,2.4824192783918466e-07
1932,8.150691298526778e-06,2.6049993501991206e-07,2.6049993501991206e-07,2.6049993501991206e-07
1933,8.442388467041642e-06,2.7077008318039067e-07,2.7077008318039067e-07,2.7077008318039067e-07
1934,8.336354247668559e-06,3.2172531762496094e-07,3.2172531762496094e-07,3.2172531762496094e-07
1935,8.346702608313145e-06,3.368527968307587e-07,3.368527968307587e-07,3.368527968307587e-07
1936,8.247354734131867e-06,3.647679298930078e-07,3.647679298930078e-07,3.647679298930078e-07
1937,8.082548967130216e-06,3.8324201260106096e-07,3.8324201260106096e-07,3.8324201260106096e-07
1938,8.035766703479957e-06,3.914478920056094e-07,3.914478920056094e-07,3.914478920056094e-07
1939,7.981679053565521e-06,3.919884688587315e-07,3.919884688587315e-07,3.919884688587315e-07
1940,7.252087211132416e-06,3.932260272319711e-07,3.932260272319711e-07,3.932260272319711e-07
1941,7.012043819746136e-06,3.515503042958049e-07,3.515503042958049e-07,3.515503042958049e-07
1942,6.828455557946914e-06,3.5526327987359506e-07,3.5526327987359506e-07,3.5526327987359506e-07
1943,6.853070122555696e-06,3.443028130537381e-07,3.443028130537381e-07,3.443028130537381e-07
1944,6.89625234632071e-06,3.3318340391425796e-07,3.3318340391425796e-07,3.3318340391425796e-07
1945,7.0594891699978945e-06,3.200200840832882e-07,3.200200840832882e-07,3.200200840832882e-07
1946,7.652687729984922e-06,3.136084874963022e-07,3.136084874963022e-07,3.136084874963022e-07
1947,7.954764181964233e-06,3.1013413247040133e-07,3.1013413247040133e-07,3.1013413247040133e-07
1948,8.276675998786232e-06,3.0872884946932443e-07,3.0872884946932443e-07,3.0872884946932443e-07
1949,8.459534845834632e-06,2.984584373929725e-07,2.984584373929725e-07,2.984584373929725e-07
1950,8.554093320916373e-06,2.836425677190034e-07,2.836425677190034e-07,2.836425677190034e-07
1951,8.59441258528802e-06,2.629288949102764e-07,2.629288949102764e-07,2.629288949102764e-07
1952,8.534337601823999e-06,2.627638825255677e-07,2.627638825255677e-07,2.627638825255677e-07
1953,7.95501741127477e-06,2.572636219611013e-07,2.572636219611013e-07,2.572636219611013e-07
1954,7.91393735458509e-06,2.480261035283807e-07,2.480261035283807e-07,2.480261035283807e-07
1955,7.706643438203692e-06,2.440668010552015e-07,2.440668010552015e-07,2.440668010552015e-07
1956,7.52758660382824e-06,2.3692362966747688e-07,2.3692362966747688e-07,2.3692362966747688e-07
1957,7.395455538374206e-06,2.350350862505885e-07,2.350350862505885e-07,2.350350862505885e-07
1958,7.193863958881204e-06,2.3877681850795594e-07,2.3877681850795594e-07,2.3877681850795594e-07
1959,6.926599196179138e-06,2.393575592967474e-07,2.393575592967474e-07,2.393575592967474e-07
1960,6.771321685456704e-06,2.451494144192371e-07,2.451494144192371e-07,2.451494144192371e-07
1961,6.418842336383282e-06,2.3684710015459132e-07,2.3684710015459132e-07,2.3684710015459132e-07
1962,6.2030419810201106e-06,2.2898645113400562e-07,2.2898645113400562e-07,2.2898645113400562e-07
1963,5.970567274614171e-06,2.1422986711578623e-07,2.1422986711578623e-07,2.1422986711578623e-07
1964,5.716404042946774e-06,2.1157638384141008e-07,2.1157638384141008e-07,2.1157638384141008e-07
1965,5.756274406719188e-06,2.0922713060502117e-07,2.0922713060502117e-07,2.0922713060502117e-07
1966,5.6759881122811095e-06,2.1761116946501196e-07,2.1761116946501196e-07,2.1761116946501196e-07
1967,5.641403082076327e-06,2.1286557634019638e-07,2.1286557634019638e-07,2.1286557634019638e-07
1968,5.67292798742918e-06,2.1794355526643422e-07,2.1794355526643422e-07,2.1794355526643422e-07
1969,5.63838381952207e-06,2.1965334237198215e-07,2.1965334237198215e-07,2.1965334237198215e-07
1970,5.673309390528759e-06,2.3055457631926402e-07,2.3055457631926402e-07,2.3055457631926402e-07
1971,5.653000308874263e-06,2.332822219841546e-07,2.332822219841546e-07,2.332822219841546e-07
1972,5.472988375134134e-06,2.3518079014398348e-07,2.3518079014398348e-07,2.3518079014398348e-07
1973,5.505174093351732e-06,2.2673830812891538e-07,2.2673830812891538e-07,2.2673830812891538e-07
1974,5.693519012441227e-06,2.220872293686885e-07,2.220872293686885e-07,2.220872293686885e-07
1975,5.819783642177104e-06,2.226647402332154e-07,2.226647402332154e-07,2.226647402332154e-07
1976,5.8247470146203085e-06,2.2344531812125622e-07,2.2344531812125622e-07,2.2344531812125622e-07
1977,5.766856377574316e-06,2.193651036057937e-07,2.193651036057937e-07,2.193651036057937e-07
1978,5.729535002631435e-06,2.0744067999852893e-07,2.0744067999852893e-07,2.0744067999852893e-07
1979,5.790938627926932e-06,1.9343216755325037e-07,1.9343216755325037e-07,1.9343216755325037e-07
1980,5.8315738117796305e-06,1.7743211344622978e-07,1.7743211344622978e-07,1.7743211344622978e-07
1981,5.618077791171215e-06,1.6225356550389085e-07,1.6225356550389085e-07,1.6225356550389085e-07
1982,5.537898622216224e-06,1.4524337846718742e-07,1.4524337846718742e-07,1.4524337846718742e-07
1983,5.556467450722786e-06,1.325687638395071e-07,1.325687638395071e-07,1.325687638395071e-07
1984,5.668976492805606e-06,1.2115600713156839e-07,1.2115600713156839e-07,1.2115600713156839e-07
1985,5.721673460357124e-06,1.2147983596833e-07,1.2147983596833e-07,1.2147983596833e-07
1986,5.813422571268997e-06,1.2160380943474332e-07,1.2160380943474332e-07,1.2160380943474332e-07
1987,5.883769842642193e-06,1.232699509452167e-07,1.232699509452167e-07,1.232699509452167e-07
1988,5.940747606863235e-06,1.308073243373136e-07,1.308073243373136e-07,1.308073243373136e-07
1989,5.985920714530428e-06,1.3511169579974842e-07,1.3511169579974842e-07,1.3511169579974842e-07
1990,6.116261309736208e-06,1.3791685152649995e-07,1.3791685152649995e-07,1.3791685152649995e-07
1991,6.234744107911995e-06,1.3826184946148195e-07,1.3826184946148195e-07,1.3826184946148195e-07
1992,6.3472055314507865e-06,1.3953583634572298e-07,1.3953583634572298e-07,1.3953583634572298e-07
1993,6.4314202583253584e-06,1.3782407799161384e-07,1.3782407799161384e-07,1.3782407799161384e-07
1994,6.615628080908209e-06,1.2949078304862788e-07,1.2949078304862788e-07,1.2949078304862788e-07
1995,6.903933483824533e-06,1.2014213065672914e-07,1.2014213065672914e-07,1.2014213065672914e-07
1996,7.2089499423912325e-06,1.1224047418474064e-07,1.1224047418474064e-07,1.1224047418474064e-07
1997,7.592618463344739e-06,1.0481842289371863e-07,1.0481842289371863e-07,1.0481842289371863e-07
1998,7.916052059694526e-06,1.0108390569030234e-07,1.0108390569030234e-07,1.0108390569030234e-07
1999,8.354861035643677e-06,9.1268779962255e-08,9.1268779962255e-08,9.1268779962255e-08
2000,8.769766801768647e-06,8.62438440663027e-08,8.62438440663027e-08,8.62438440663027e-08
2001,9.24892252182222e-06,8.26310702401705e-08,8.26310702401705e-08,8.26310702401705e-08
2002,9.806335713489847e-06,7.651962619092956e-08,7.651962619092956e-08,7.651962619092956e-08
2003,1.0391781740638959e-05,7.32070485501676e-08,7.32070485501676e-08,7.32070485501676e-08
2004,1.0888952082106179e-05,6.863051485847141e-08,6.863051485847141e-08,6.863051485847141e-08
2005,1.1554068156069011e-05,6.124647760381257e-08,6.124647760381257e-08,6.124647760381257e-08
2006,1.2289246374816035e-05,5.3559490049386634e-08,5.3559490049386634e-08,5.3559490049386634e-08
2007,1.3096534270776569e-05,4.7693527349679243e-08,4.7693527349679243e-08,4.7693527349679243e-08
2008,1.3841436676947133e-05,4.257660966646069e-08,4.257660966646069e-08,4.257660966646069e-08
2009,1.4329464647744317e-05,4.071647070296487e-08,4.071647070296487e-08,4.071647070296487e-08
2010,1.4627418490168306e-05,3.704589397151332e-08,3.704589397151332e-08,3.704589397151332e-08
2011,1.5099918268138676e-05,3.3495832647239306e-08,3.3495832647239306e-08,3.3495832647239306e-08
2012,1.53875275178247e-05,3.000833131190055e-08,3.000833131190055e-08,3.000833131190055e-08
2013,1.547001907705895e-05,2.9595074073946696e-08,2.9595074073946696e-08,2.9595074073946696e-08
2014,1.5487211125478746e-05,2.5700580964991915e-08,2.5700580964991915e-08,2.5700580964991915e-08
2015,1.5385949284661494e-05,2.2334584467590242e-08,2.2334584467590242e-08,2.2334584467590242e-08
2016,1.5330832996239353e-05,1.9785171342537718e-08,1.9785171342537718e-08,1.9785171342537718e-08
2017,1.5484583097228704e-05,1.839245970340168e-08,1.839245970340168e-08,1.839245970340168e-08
2018,1.541041838208912e-05,1.7163937826580877e-08,1.7163937826580877e-08,1.7163937826580877e-08
2019,1.5353216667790548e-05,1.694140783214948e-08,1.694140783214948e-08,1.694140783214948e-08
