ngram,coach,cach,cach,cach
1642,8.633829103083761e-07,1.2345393705410451e-06,1.2345393705410451e-06,1.2345393705410451e-06
1643,8.633829103083761e-07,8.003173336744242e-07,8.003173336744242e-07,8.003173336744242e-07
1644,7.355639947296108e-07,3.613565695559373e-07,3.613565695559373e-07,3.613565695559373e-07
1645,6.991275824930199e-07,5.578238934893826e-07,5.578238934893826e-07,5.578238934893826e-07
1646,4.655168847226118e-07,6.035602544735801e-07,6.035602544735801e-07,6.035602544735801e-07
1647,6.736079894510892e-07,8.141263541412107e-07,8.141263541412107e-07,8.141263541412107e-07
1648,9.348305362826588e-07,1.0433725330066018e-06,1.0433725330066018e-06,1.0433725330066018e-06
1649,7.189308673462489e-07,1.5127391666932714e-06,1.5127391666932714e-06,1.5127391666932714e-06
1650,8.067711405601585e-07,2.3472217338037027e-06,2.3472217338037027e-06,2.3472217338037027e-06
1651,7.581097552896868e-07,2.8202226433547495e-06,2.8202226433547495e-06,2.8202226433547495e-06
1652,9.939044584176112e-07,3.0691264945354694e-06,3.0691264945354694e-06,3.0691264945354694e-06
1653,1.220031801299878e-06,3.0937770166669258e-06,3.0937770166669258e-06,3.0937770166669258e-06
1654,1.053423882727397e-06,3.009460296457941e-06,3.009460296457941e-06,3.009460296457941e-06
1655,1.1973036058472125e-06,2.8964202069151464e-06,2.8964202069151464e-06,2.8964202069151464e-06
1656,1.2879182682874152e-06,2.698897560549085e-06,2.698897560549085e-06,2.698897560549085e-06
1657,2.6459084787282857e-06,2.0312415927037364e-06,2.0312415927037364e-06,2.0312415927037364e-06
1658,6.356002728580279e-06,1.7190875821272909e-06,1.7190875821272909e-06,1.7190875821272909e-06
1659,9.206525626430967e-06,1.5953882471616713e-06,1.5953882471616713e-06,1.5953882471616713e-06
1660,2.6779203360709808e-05,1.6097853046760844e-06,1.6097853046760844e-06,1.6097853046760844e-06
1661,4.931201687798291e-05,1.6810322612010559e-06,1.6810322612010559e-06,1.6810322612010559e-06
1662,0.00010312920405145373,1.6866257510628202e-06,1.6866257510628202e-06,1.6866257510628202e-06
1663,0.00012800268060735625,1.6775616781420207e-06,1.6775616781420207e-06,1.6775616781420207e-06
1664,0.00013976265186751595,1.6286440183778592e-06,1.6286440183778592e-06,1.6286440183778592e-06
1665,0.00014235875044375592,1.6000719662250568e-06,1.6000719662250568e-06,1.6000719662250568e-06
1666,0.00013937394117289972,1.5180905035906887e-06,1.5180905035906887e-06,1.5180905035906887e-06
1667,0.00012180230230894397,1.959064710328156e-06,1.959064710328156e-06,1.959064710328156e-06
1668,9.957803133277463e-05,1.8184715600000345e-06,1.8184715600000345e-06,1.8184715600000345e-06
1669,4.6044872078709886e-05,1.9063506247870724e-06,1.9063506247870724e-06,1.9063506247870724e-06
1670,2.131267586134657e-05,2.030062400340934e-06,2.030062400340934e-06,2.030062400340934e-06
1671,8.185094502875603e-06,2.0294840429154907e-06,2.0294840429154907e-06,2.0294840429154907e-06
1672,1.860502197002591e-06,2.0202121991782666e-06,2.0202121991782666e-06,2.0202121991782666e-06
1673,1.7102459456249823e-06,1.9289790478589045e-06,1.9289790478589045e-06,1.9289790478589045e-06
1674,2.6541786317985886e-06,1.5077246351730928e-06,1.5077246351730928e-06,1.5077246351730928e-06
1675,2.3384714040730614e-06,1.3481608383309712e-06,1.3481608383309712e-06,1.3481608383309712e-06
1676,1.7614051687685008e-06,1.4391077749158804e-06,1.4391077749158804e-06,1.4391077749158804e-06
1677,1.5966825636886434e-06,1.1533746828717995e-06,1.1533746828717995e-06,1.1533746828717995e-06
1678,1.5582993211994887e-06,1.4941712314404349e-06,1.4941712314404349e-06,1.4941712314404349e-06
1679,1.5336987197705248e-06,1.5095988438978175e-06,1.5095988438978175e-06,1.5095988438978175e-06
1680,1.6109264769121573e-06,1.4878551155561581e-06,1.4878551155561581e-06,1.4878551155561581e-06
1681,4.622034249937964e-07,1.361866005871499e-06,1.361866005871499e-06,1.361866005871499e-06
1682,6.29495247039813e-07,1.5008429029096857e-06,1.5008429029096857e-06,1.5008429029096857e-06
1683,5.01843662245197e-07,1.2884862355479397e-06,1.2884862355479397e-06,1.2884862355479397e-06
1684,4.346712663456336e-07,1.3046139559134775e-06,1.3046139559134775e-06,1.3046139559134775e-06
1685,4.35245786840304e-07,1.0283393164302521e-06,1.0283393164302521e-06,1.0283393164302521e-06
1686,7.667962661019243e-07,1.0004255273088347e-06,1.0004255273088347e-06,1.0004255273088347e-06
1687,7.224829476269536e-07,9.149121191447713e-07,9.149121191447713e-07,9.149121191447713e-07
1688,7.932902568492344e-07,1.013614926088329e-06,1.013614926088329e-06,1.013614926088329e-06
1689,5.91679935268985e-07,8.663960418938846e-07,8.663960418938846e-07,8.663960418938846e-07
1690,1.0252621832153506e-06,1.0066003345140677e-06,1.0066003345140677e-06,1.0066003345140677e-06
1691,1.6613795383234122e-06,1.0365103264575737e-06,1.0365103264575737e-06,1.0365103264575737e-06
1692,1.6446359195145175e-06,1.3516867828197325e-06,1.3516867828197325e-06,1.3516867828197325e-06
1693,1.3757878280427706e-06,1.5860330993941067e-06,1.5860330993941067e-06,1.5860330993941067e-06
1694,1.8054842273938578e-06,1.715531863867779e-06,1.715531863867779e-06,1.715531863867779e-06
1695,1.7433146776316529e-06,1.637642006763989e-06,1.637642006763989e-06,1.637642006763989e-06
1696,1.8377903562135804e-06,1.6846420131904388e-06,1.6846420131904388e-06,1.6846420131904388e-06
1697,1.4776268488146473e-06,1.5663749276687407e-06,1.5663749276687407e-06,1.5663749276687407e-06
1698,3.009105098174457e-06,1.5544051328626146e-06,1.5544051328626146e-06,1.5544051328626146e-06
1699,3.1684106269429842e-06,1.083515266080732e-06,1.083515266080732e-06,1.083515266080732e-06
1700,3.248684622901367e-06,7.906435338814585e-07,7.906435338814585e-07,7.906435338814585e-07
1701,2.7365880441720947e-06,7.456125510023932e-07,7.456125510023932e-07,7.456125510023932e-07
1702,2.753515076392432e-06,6.984109534511975e-07,6.984109534511975e-07,6.984109534511975e-07
1703,2.67008060766167e-06,7.333567931969551e-07,7.333567931969551e-07,7.333567931969551e-07
1704,2.5525274105169567e-06,6.664595072639454e-07,6.664595072639454e-07,6.664595072639454e-07
1705,1.419763712817712e-06,5.591064068864528e-07,5.591064068864528e-07,5.591064068864528e-07
1706,1.7684085023006446e-06,6.658719168431812e-07,6.658719168431812e-07,6.658719168431812e-07
1707,1.7348041997219558e-06,7.475574851209135e-07,7.475574851209135e-07,7.475574851209135e-07
1708,2.0145343668787064e-06,6.894106872680692e-07,6.894106872680692e-07,6.894106872680692e-07
1709,1.9786187438951075e-06,5.815442502158216e-07,5.815442502158216e-07,5.815442502158216e-07
1710,2.053652648571967e-06,4.2209991590880236e-07,4.2209991590880236e-07,4.2209991590880236e-07
1711,2.0633449772893594e-06,4.2725272716584837e-07,4.2725272716584837e-07,4.2725272716584837e-07
1712,1.061103331169631e-06,5.301403547264272e-07,5.301403547264272e-07,5.301403547264272e-07
1713,5.727570291063395e-07,4.4050782475681315e-07,4.4050782475681315e-07,4.4050782475681315e-07
1714,5.399578323509299e-07,4.0254695323125945e-07,4.0254695323125945e-07,4.0254695323125945e-07
1715,3.0551707855660683e-07,3.916376454883773e-07,3.916376454883773e-07,3.916376454883773e-07
1716,3.2891189505335205e-07,4.447673944696362e-07,4.447673944696362e-07,4.447673944696362e-07
1717,5.714172073924471e-07,6.41511730594045e-07,6.41511730594045e-07,6.41511730594045e-07
1718,1.6997631259333242e-06,7.09176431103385e-07,7.09176431103385e-07,7.09176431103385e-07
1719,1.8317946382597126e-06,6.380792285654024e-07,6.380792285654024e-07,6.380792285654024e-07
1720,1.9063172455194684e-06,8.122742372052016e-07,8.122742372052016e-07,8.122742372052016e-07
1721,3.4941553954987673e-06,8.129187684906875e-07,8.129187684906875e-07,8.129187684906875e-07
1722,3.827517730314867e-06,8.567656298704865e-07,8.567656298704865e-07,8.567656298704865e-07
1723,4.273761646800267e-06,1.0506429321464696e-06,1.0506429321464696e-06,1.0506429321464696e-06
1724,4.1271797337166e-06,1.1419713855177958e-06,1.1419713855177958e-06,1.1419713855177958e-06
1725,3.2832595999415e-06,1.1434922880328356e-06,1.1434922880328356e-06,1.1434922880328356e-06
1726,3.7573876495246495e-06,1.173653418261113e-06,1.173653418261113e-06,1.173653418261113e-06
1727,3.988571490611191e-06,1.5925589471927587e-06,1.5925589471927587e-06,1.5925589471927587e-06
1728,2.602781527067626e-06,1.6841055493646958e-06,1.6841055493646958e-06,1.6841055493646958e-06
1729,2.657424196123819e-06,1.7365743636738834e-06,1.7365743636738834e-06,1.7365743636738834e-06
1730,2.396707876479403e-06,1.7105147419117981e-06,1.7105147419117981e-06,1.7105147419117981e-06
1731,2.4933789291026187e-06,1.6211958495659928e-06,1.6211958495659928e-06,1.6211958495659928e-06
1732,2.4808943927772428e-06,1.634977601432703e-06,1.634977601432703e-06,1.634977601432703e-06
1733,2.2706555000695516e-06,1.8476177144423543e-06,1.8476177144423543e-06,1.8476177144423543e-06
1734,2.2313808878087523e-06,1.3093180168003267e-06,1.3093180168003267e-06,1.3093180168003267e-06
1735,2.198503011641151e-06,1.3800878134264037e-06,1.3800878134264037e-06,1.3800878134264037e-06
1736,2.1124850815925e-06,1.2712589726301563e-06,1.2712589726301563e-06,1.2712589726301563e-06
1737,2.182246037461612e-06,1.3271766720533508e-06,1.3271766720533508e-06,1.3271766720533508e-06
1738,2.804234327413724e-06,1.1606340990510944e-06,1.1606340990510944e-06,1.1606340990510944e-06
1739,4.373915934203458e-06,1.0873615963191696e-06,1.0873615963191696e-06,1.0873615963191696e-06
1740,4.125099686851692e-06,1.039863982604012e-06,1.039863982604012e-06,1.039863982604012e-06
1741,4.320410620753787e-06,1.1675624063757693e-06,1.1675624063757693e-06,1.1675624063757693e-06
1742,4.871838947500302e-06,9.91791210935844e-07,9.91791210935844e-07,9.91791210935844e-07
1743,5.035026333644055e-06,1.0921635212720763e-06,1.0921635212720763e-06,1.0921635212720763e-06
1744,5.262148956067644e-06,9.626123837084118e-07,9.626123837084118e-07,9.626123837084118e-07
1745,5.213553874585029e-06,1.2603227211067342e-06,1.2603227211067342e-06,1.2603227211067342e-06
1746,4.850653795074322e-06,1.3166597016476902e-06,1.3166597016476902e-06,1.3166597016476902e-06
1747,5.531903557961673e-06,1.3823469170607235e-06,1.3823469170607235e-06,1.3823469170607235e-06
1748,6.417266279510971e-06,1.2220907673768773e-06,1.2220907673768773e-06,1.2220907673768773e-06
1749,6.829183121226379e-06,1.2779327757276145e-06,1.2779327757276145e-06,1.2779327757276145e-06
1750,7.931798921033209e-06,1.169747909963397e-06,1.169747909963397e-06,1.169747909963397e-06
1751,9.46979181597791e-06,1.0652635832489717e-06,1.0652635832489717e-06,1.0652635832489717e-06
1752,1.0590415643361797e-05,7.493156195843247e-07,7.493156195843247e-07,7.493156195843247e-07
1753,1.0525307256362534e-05,7.152917800924894e-07,7.152917800924894e-07,7.152917800924894e-07
1754,1.1681083898500738e-05,4.075893014844821e-07,4.075893014844821e-07,4.075893014844821e-07
1755,1.245241206301476e-05,4.152869723027054e-07,4.152869723027054e-07,4.152869723027054e-07
1756,1.2530363164842129e-05,4.100998235604233e-07,4.100998235604233e-07,4.100998235604233e-07
1757,1.2713906211761891e-05,3.7990402493700716e-07,3.7990402493700716e-07,3.7990402493700716e-07
1758,1.3109966727954867e-05,3.526122845138551e-07,3.526122845138551e-07,3.526122845138551e-07
1759,1.318629035397732e-05,3.318599480296923e-07,3.318599480296923e-07,3.318599480296923e-07
1760,1.3500856247057008e-05,2.7001987896418153e-07,2.7001987896418153e-07,2.7001987896418153e-07
1761,1.3488094867040803e-05,3.213057228533346e-07,3.213057228533346e-07,3.213057228533346e-07
1762,1.3429533412688346e-05,2.641883694666701e-07,2.641883694666701e-07,2.641883694666701e-07
1763,1.666166398146223e-05,1.6185308737703963e-07,1.6185308737703963e-07,1.6185308737703963e-07
1764,1.7568915219661513e-05,2.0916575493856726e-07,2.0916575493856726e-07,2.0916575493856726e-07
1765,1.909308463967006e-05,2.3783895691004936e-07,2.3783895691004936e-07,2.3783895691004936e-07
1766,1.9145924592781478e-05,3.600436043273346e-07,3.600436043273346e-07,3.600436043273346e-07
1767,2.0482112371869982e-05,4.061930870388356e-07,4.061930870388356e-07,4.061930870388356e-07
1768,2.1294475767977667e-05,4.040459243372295e-07,4.040459243372295e-07,4.040459243372295e-07
1769,2.1546090205707253e-05,4.2145928854811897e-07,4.2145928854811897e-07,4.2145928854811897e-07
1770,1.896424341144406e-05,4.5077522007172123e-07,4.5077522007172123e-07,4.5077522007172123e-07
1771,1.898252321552718e-05,4.23698744660734e-07,4.23698744660734e-07,4.23698744660734e-07
1772,1.729722459588499e-05,4.111205994052268e-07,4.111205994052268e-07,4.111205994052268e-07
1773,1.806825067823021e-05,3.3038338236630285e-07,3.3038338236630285e-07,3.3038338236630285e-07
1774,1.6675169588000115e-05,3.243985174451934e-07,3.243985174451934e-07,3.243985174451934e-07
1775,1.6406670381132115e-05,3.4647961147779173e-07,3.4647961147779173e-07,3.4647961147779173e-07
1776,1.5852925051668925e-05,3.563686671473728e-07,3.563686671473728e-07,3.563686671473728e-07
1777,1.6527256905517008e-05,3.862868770251485e-07,3.862868770251485e-07,3.862868770251485e-07
1778,1.544319677902552e-05,3.9889645060091947e-07,3.9889645060091947e-07,3.9889645060091947e-07
1779,1.5304257561053548e-05,4.1337381162520614e-07,4.1337381162520614e-07,4.1337381162520614e-07
1780,1.4094572699312785e-05,3.802631190248056e-07,3.802631190248056e-07,3.802631190248056e-07
1781,1.5789185584123645e-05,3.845819886042331e-07,3.845819886042331e-07,3.845819886042331e-07
1782,1.5485820508079735e-05,3.7202841188640636e-07,3.7202841188640636e-07,3.7202841188640636e-07
1783,1.630737356858195e-05,3.8951927397842414e-07,3.8951927397842414e-07,3.8951927397842414e-07
1784,1.5613190303806084e-05,3.9393462714087946e-07,3.9393462714087946e-07,3.9393462714087946e-07
1785,1.5910371075733565e-05,3.9545167648416933e-07,3.9545167648416933e-07,3.9545167648416933e-07
1786,1.5373373571492266e-05,4.0696556270956664e-07,4.0696556270956664e-07,4.0696556270956664e-07
1787,1.6253658681567424e-05,4.603643698633927e-07,4.603643698633927e-07,4.603643698633927e-07
1788,1.5104431310776687e-05,4.5735270808628617e-07,4.5735270808628617e-07,4.5735270808628617e-07
1789,1.5324021530562148e-05,4.094019995396333e-07,4.094019995396333e-07,4.094019995396333e-07
1790,1.488242573291895e-05,3.871829181077503e-07,3.871829181077503e-07,3.871829181077503e-07
1791,1.5007656397106725e-05,3.324887529743137e-07,3.324887529743137e-07,3.324887529743137e-07
1792,1.5192316433448078e-05,3.4427226783658884e-07,3.4427226783658884e-07,3.4427226783658884e-07
1793,1.5938034786293948e-05,3.408792557430778e-07,3.408792557430778e-07,3.408792557430778e-07
1794,1.603123616535283e-05,3.535160999490472e-07,3.535160999490472e-07,3.535160999490472e-07
1795,1.545972047876733e-05,4.5689041680166807e-07,4.5689041680166807e-07,4.5689041680166807e-07
1796,1.4909061584538514e-05,5.625726982673638e-07,5.625726982673638e-07,5.625726982673638e-07
1797,1.5104067902679422e-05,6.214138709635466e-07,6.214138709635466e-07,6.214138709635466e-07
1798,1.5726658083232386e-05,6.431493854311807e-07,6.431493854311807e-07,6.431493854311807e-07
1799,1.5433663975272793e-05,7.471129046215148e-07,7.471129046215148e-07,7.471129046215148e-07
1800,1.507710697166788e-05,9.098285756538514e-07,9.098285756538514e-07,9.098285756538514e-07
1801,1.455503557476082e-05,9.61051560872355e-07,9.61051560872355e-07,9.61051560872355e-07
1802,1.4691827735597534e-05,9.473496009247486e-07,9.473496009247486e-07,9.473496009247486e-07
1803,1.5516588324057272e-05,9.602036032317431e-07,9.602036032317431e-07,9.602036032317431e-07
1804,1.5132767787560755e-05,1.1238391185283296e-06,1.1238391185283296e-06,1.1238391185283296e-06
1805,1.5586721279500386e-05,1.2753777533751936e-06,1.2753777533751936e-06,1.2753777533751936e-06
1806,1.5824820625961627e-05,1.2761175623511787e-06,1.2761175623511787e-06,1.2761175623511787e-06
1807,1.638735765092341e-05,1.2365902729730545e-06,1.2365902729730545e-06,1.2365902729730545e-06
1808,1.6801257905691663e-05,1.2243395498704298e-06,1.2243395498704298e-06,1.2243395498704298e-06
1809,1.700612197704946e-05,1.2301611442515942e-06,1.2301611442515942e-06,1.2301611442515942e-06
1810,1.6262754538079855e-05,1.2831934230104837e-06,1.2831934230104837e-06,1.2831934230104837e-06
1811,1.6429977352215375e-05,1.1392390157587734e-06,1.1392390157587734e-06,1.1392390157587734e-06
1812,1.5440008870167992e-05,1.0685316494475825e-06,1.0685316494475825e-06,1.0685316494475825e-06
1813,1.6187282458953893e-05,1.0518388486551494e-06,1.0518388486551494e-06,1.0518388486551494e-06
1814,1.5784736076186944e-05,9.730474874101804e-07,9.730474874101804e-07,9.730474874101804e-07
1815,1.5315688740104504e-05,9.512247467163044e-07,9.512247467163044e-07,9.512247467163044e-07
1816,1.549475928186439e-05,9.451051628924947e-07,9.451051628924947e-07,9.451051628924947e-07
1817,1.650832538351616e-05,8.445100710170144e-07,8.445100710170144e-07,8.445100710170144e-07
1818,1.6752310070192573e-05,8.132548308432368e-07,8.132548308432368e-07,8.132548308432368e-07
1819,1.729291618955488e-05,7.364878748765997e-07,7.364878748765997e-07,7.364878748765997e-07
1820,1.7172660461385802e-05,6.644855505198523e-07,6.644855505198523e-07,6.644855505198523e-07
1821,1.7521539900501792e-05,6.737143313070451e-07,6.737143313070451e-07,6.737143313070451e-07
1822,1.813438094749082e-05,6.638154884188095e-07,6.638154884188095e-07,6.638154884188095e-07
1823,1.8336137405380475e-05,5.980555377910995e-07,5.980555377910995e-07,5.980555377910995e-07
1824,1.8003214011384572e-05,5.739591415476752e-07,5.739591415476752e-07,5.739591415476752e-07
1825,1.820587723549189e-05,5.593076691314179e-07,5.593076691314179e-07,5.593076691314179e-07
1826,1.7611371601690606e-05,5.709434438878296e-07,5.709434438878296e-07,5.709434438878296e-07
1827,1.7020032958368703e-05,6.027727376281941e-07,6.027727376281941e-07,6.027727376281941e-07
1828,1.6680891089241152e-05,5.840618005744805e-07,5.840618005744805e-07,5.840618005744805e-07
