ngram,distribution,distrbution,disribution,distrubtion
1600,2.238250986660465e-05,0.0,0.0,0.0
1601,2.3163805313483215e-05,0.0,0.0,0.0
1602,2.2229016849451e-05,0.0,0.0,0.0
1603,1.9072743335917558e-05,0.0,0.0,0.0
1604,1.6704626497292857e-05,0.0,0.0,0.0
1605,9.876042960448622e-06,0.0,0.0,0.0
1606,7.4106761920640044e-06,0.0,0.0,0.0
1607,6.027051572995593e-06,0.0,0.0,0.0
1608,5.44543372273308e-06,0.0,0.0,0.0
1609,5.593852798873351e-06,0.0,0.0,0.0
1610,5.593852798873351e-06,0.0,0.0,0.0
1611,9.897669558865476e-06,0.0,0.0,0.0
1612,1.063636180528452e-05,0.0,0.0,0.0
1613,8.233259141629137e-06,0.0,0.0,0.0
1614,9.794030331379742e-06,0.0,0.0,0.0
1615,9.594352734763692e-06,0.0,0.0,0.0
1616,9.028330785960342e-06,0.0,0.0,0.0
1617,1.0634368111693351e-05,0.0,0.0,0.0
1618,7.967812280185171e-06,0.0,0.0,0.0
1619,7.5670163498995994e-06,0.0,0.0,0.0
1620,1.0471040630883571e-05,0.0,0.0,0.0
1621,8.87744434814002e-06,0.0,0.0,0.0
1622,9.721625247038901e-06,0.0,0.0,0.0
1623,1.0260453629078775e-05,0.0,0.0,0.0
1624,9.272843915044047e-05,0.0,0.0,0.0
1625,9.048487978751447e-05,0.0,0.0,0.0
1626,9.118740370338076e-05,0.0,0.0,0.0
1627,8.812352980060365e-05,0.0,0.0,0.0
1628,8.8654578754748e-05,0.0,0.0,0.0
1629,8.871822064650457e-05,0.0,0.0,0.0
1630,9.111185810135274e-05,0.0,0.0,0.0
1631,7.888035059165435e-06,0.0,0.0,0.0
1632,8.755477486894442e-06,0.0,0.0,0.0
1633,9.845416976921634e-06,0.0,0.0,0.0
1634,1.585655367567337e-05,0.0,0.0,0.0
1635,1.5435029906387043e-05,0.0,0.0,0.0
1636,1.4961429152598222e-05,0.0,0.0,0.0
1637,1.3053205066171358e-05,0.0,0.0,0.0
1638,1.348237092965324e-05,0.0,0.0,0.0
1639,1.3601269172016015e-05,0.0,0.0,0.0
1640,1.175044712908857e-05,0.0,0.0,0.0
1641,5.9975936892442405e-06,0.0,0.0,0.0
1642,5.282346356645056e-06,0.0,0.0,0.0
1643,4.938446766443251e-06,0.0,0.0,0.0
1644,4.922481171628793e-06,0.0,0.0,0.0
1645,5.067503609877479e-06,0.0,0.0,0.0
1646,5.176915692572948e-06,0.0,0.0,0.0
1647,5.496477310121658e-06,0.0,0.0,0.0
1648,6.545598255667885e-06,0.0,0.0,0.0
1649,7.063470621103209e-06,0.0,0.0,0.0
1650,7.719790508937357e-06,0.0,0.0,0.0
1651,8.173517081948895e-06,0.0,0.0,0.0
1652,7.5841999205295e-06,0.0,0.0,0.0
1653,6.8268814824737745e-06,0.0,0.0,0.0
1654,6.388269736947093e-06,0.0,0.0,0.0
1655,6.431773337161368e-06,0.0,0.0,0.0
1656,7.074556443902631e-06,0.0,0.0,0.0
1657,6.744980607566374e-06,0.0,0.0,0.0
1658,6.8378313114538154e-06,0.0,0.0,0.0
1659,6.774772795584535e-06,0.0,0.0,0.0
1660,8.105559865206097e-06,0.0,0.0,0.0
1661,8.682728191290931e-06,0.0,0.0,0.0
1662,9.080242469800786e-06,0.0,0.0,0.0
1663,1.0110961381672365e-05,0.0,0.0,0.0
1664,1.087298434348278e-05,0.0,0.0,0.0
1665,1.0684971000175989e-05,0.0,0.0,0.0
1666,1.0472236161669051e-05,0.0,0.0,0.0
1667,9.101642262976384e-06,0.0,0.0,0.0
1668,8.726727173780091e-06,0.0,0.0,0.0
1669,8.016697393031791e-06,0.0,0.0,0.0
1670,7.031444900868726e-06,0.0,0.0,0.0
1671,6.595449121959973e-06,0.0,0.0,0.0
1672,6.1388312652914986e-06,0.0,0.0,0.0
1673,6.445554130810446e-06,0.0,0.0,0.0
1674,7.228007299480461e-06,0.0,0.0,0.0
1675,7.523192315212717e-06,0.0,0.0,0.0
1676,7.055119372775412e-06,0.0,0.0,0.0
1677,6.412771589176762e-06,0.0,0.0,0.0
1678,6.546095067148729e-06,0.0,0.0,0.0
1679,6.674102483624925e-06,0.0,0.0,0.0
1680,6.894217741708937e-06,0.0,0.0,0.0
1681,6.33759925351894e-06,0.0,0.0,0.0
1682,6.612507864442055e-06,0.0,0.0,0.0
1683,6.897509657782004e-06,0.0,0.0,0.0
1684,8.592733723032455e-06,0.0,0.0,0.0
1685,8.181050686419309e-06,0.0,0.0,0.0
1686,8.192730872126828e-06,0.0,0.0,0.0
1687,7.477415952702618e-06,0.0,0.0,0.0
1688,7.51605349640678e-06,0.0,0.0,0.0
1689,7.635039829827811e-06,0.0,0.0,0.0
1690,7.533840159469816e-06,0.0,0.0,0.0
1691,5.827475563689534e-06,0.0,0.0,0.0
1692,6.1911229879894695e-06,0.0,0.0,0.0
1693,5.580129871824673e-06,0.0,0.0,0.0
1694,5.770196724240252e-06,0.0,0.0,0.0
1695,6.1563722673391955e-06,0.0,0.0,0.0
1696,5.239619213170954e-06,0.0,0.0,0.0
1697,6.404948602981417e-06,0.0,0.0,0.0
1698,9.104656815647364e-06,0.0,0.0,0.0
1699,8.73370916971388e-06,0.0,0.0,0.0
1700,8.710723737489648e-06,0.0,0.0,0.0
1701,8.555859981892614e-06,0.0,0.0,0.0
1702,7.790519280855993e-06,0.0,0.0,0.0
1703,7.903325013103313e-06,0.0,0.0,0.0
1704,6.161911707230112e-06,0.0,0.0,0.0
1705,3.7357161610478736e-06,0.0,0.0,0.0
1706,3.621619141215758e-06,0.0,0.0,0.0
1707,3.3272123849721017e-06,0.0,0.0,0.0
1708,3.0851882440531753e-06,0.0,0.0,0.0
1709,2.654280470843722e-06,0.0,0.0,0.0
1710,2.8093423663579287e-06,0.0,0.0,0.0
1711,2.7138416710061264e-06,0.0,0.0,0.0
1712,1.8883797890469265e-06,0.0,0.0,0.0
1713,1.8371293078546711e-06,0.0,0.0,0.0
1714,3.7639293769383845e-06,0.0,0.0,0.0
1715,3.939620236386483e-06,0.0,0.0,0.0
1716,3.859819587757686e-06,0.0,0.0,0.0
1717,3.356457162746145e-06,0.0,0.0,0.0
1718,3.50897853097974e-06,0.0,0.0,0.0
1719,3.604475336617595e-06,0.0,0.0,0.0
1720,3.529856006220403e-06,0.0,0.0,0.0
1721,1.875734020424196e-06,0.0,0.0,0.0
1722,2.3938255334802046e-06,0.0,0.0,0.0
1723,2.552283003102015e-06,0.0,0.0,0.0
1724,2.6559127945802175e-06,0.0,0.0,0.0
1725,2.7610840334091336e-06,0.0,0.0,0.0
1726,2.8891029322559395e-06,0.0,0.0,0.0
1727,3.3422220277706013e-06,0.0,0.0,0.0
1728,3.401588612307803e-06,0.0,0.0,0.0
1729,2.8687972936885283e-06,0.0,0.0,0.0
1730,2.908203571548386e-06,0.0,0.0,0.0
1731,2.9438941575270813e-06,0.0,0.0,0.0
1732,2.9633508152723413e-06,0.0,0.0,0.0
1733,3.2985540201480035e-06,0.0,0.0,0.0
1734,3.309316460737526e-06,0.0,0.0,0.0
1735,3.37956826764899e-06,0.0,0.0,0.0
1736,3.4349478872692477e-06,0.0,0.0,0.0
1737,3.79916757862832e-06,0.0,0.0,0.0
1738,4.279686988541341e-06,0.0,0.0,0.0
1739,4.34502538025429e-06,0.0,0.0,0.0
1740,4.523734787653666e-06,0.0,0.0,0.0
1741,4.8583571827163856e-06,0.0,0.0,0.0
1742,4.723555873299899e-06,0.0,0.0,0.0
1743,4.680304235599968e-06,0.0,0.0,0.0
1744,4.66356777906185e-06,0.0,0.0,0.0
1745,4.602103022729612e-06,0.0,0.0,0.0
1746,4.634576336164693e-06,0.0,0.0,0.0
1747,4.4498189838902495e-06,0.0,0.0,0.0
1748,4.438413985293924e-06,0.0,0.0,0.0
1749,4.822418012346523e-06,0.0,0.0,0.0
1750,6.203958361896054e-06,0.0,0.0,0.0
1751,6.979871614021249e-06,0.0,0.0,0.0
1752,7.174854934938983e-06,0.0,0.0,0.0
1753,7.804865098088548e-06,0.0,0.0,0.0
1754,8.227233722988916e-06,0.0,0.0,0.0
1755,8.38636671167998e-06,0.0,0.0,0.0
1756,8.876098685764841e-06,0.0,0.0,0.0
1757,8.055770909517637e-06,0.0,0.0,0.0
1758,7.888995047064132e-06,0.0,0.0,0.0
1759,8.158076915216433e-06,0.0,0.0,0.0
1760,7.967360293800344e-06,0.0,0.0,0.0
1761,9.581538051861571e-06,0.0,0.0,0.0
1762,1.0644382135589175e-05,0.0,0.0,0.0
1763,1.0715803455241257e-05,0.0,0.0,0.0
1764,1.2659089277024447e-05,0.0,0.0,0.0
1765,1.3163868451166699e-05,0.0,0.0,0.0
1766,1.3336387642734085e-05,0.0,0.0,0.0
1767,1.4273252937917797e-05,0.0,0.0,0.0
1768,1.2916507720157305e-05,0.0,0.0,0.0
1769,1.1954162411192165e-05,0.0,0.0,0.0
1770,1.2459289402093937e-05,0.0,0.0,0.0
1771,1.1355237152851519e-05,0.0,0.0,0.0
1772,1.1310332930796513e-05,0.0,0.0,0.0
1773,1.17885504421013e-05,0.0,0.0,0.0
1774,1.1561620600072534e-05,0.0,0.0,0.0
1775,1.1734187345220043e-05,0.0,0.0,0.0
1776,1.1676994030754681e-05,0.0,0.0,0.0
1777,1.16527172784637e-05,0.0,0.0,0.0
1778,1.1614451198381306e-05,0.0,0.0,0.0
1779,1.1463923848558416e-05,0.0,0.0,0.0
1780,1.1919447648064566e-05,0.0,0.0,0.0
1781,1.1671487819902332e-05,0.0,0.0,0.0
1782,1.1761307957515652e-05,0.0,0.0,0.0
1783,1.2502744279377761e-05,0.0,0.0,0.0
1784,1.3216050189969661e-05,0.0,0.0,0.0
1785,1.3746543897598582e-05,0.0,0.0,0.0
1786,1.5386276442898505e-05,0.0,0.0,0.0
1787,1.4923465122202678e-05,0.0,0.0,0.0
1788,1.5375207242738854e-05,0.0,1.3065520728819786e-09,0.0
1789,1.6104300552147572e-05,0.0,1.3065520728819786e-09,0.0
1790,1.6720212832816677e-05,1.1048484032422883e-09,1.3065520728819786e-09,0.0
1791,1.622046459358119e-05,1.1048484032422883e-09,1.3065520728819786e-09,0.0
1792,1.5715587323938962e-05,1.1048484032422883e-09,1.3065520728819786e-09,0.0
1793,1.4543832548952196e-05,1.1048484032422883e-09,2.292574193977056e-09,0.0
1794,1.4983331701452179e-05,1.1048484032422883e-09,2.292574193977056e-09,0.0
1795,1.4824069824369093e-05,1.1048484032422883e-09,9.860221210950775e-10,0.0
1796,1.4395391839830804e-05,1.1048484032422883e-09,9.860221210950775e-10,0.0
1797,1.4171866626254217e-05,5.66923650881433e-10,9.860221210950775e-10,5.66923650881433e-10
1798,1.4242648181347509e-05,5.66923650881433e-10,9.860221210950775e-10,5.66923650881433e-10
1799,1.4808487321715802e-05,5.66923650881433e-10,9.860221210950775e-10,5.66923650881433e-10
1800,1.4805281093036424e-05,5.66923650881433e-10,0.0,5.66923650881433e-10
1801,1.4904975484699077e-05,5.66923650881433e-10,0.0,5.66923650881433e-10
1802,1.545300191147752e-05,5.66923650881433e-10,4.341267980022069e-10,5.66923650881433e-10
1803,1.5612622129473103e-05,5.66923650881433e-10,4.341267980022069e-10,5.66923650881433e-10
1804,1.529293305273833e-05,1.2203102020943594e-09,4.341267980022069e-10,0.0
1805,1.5005855857452843e-05,1.2203102020943594e-09,6.938042997260498e-10,0.0
1806,1.4869877954229846e-05,1.2203102020943594e-09,9.523544016890435e-10,0.0
1807,1.4927571750636811e-05,1.2203102020943594e-09,9.523544016890435e-10,0.0
1808,1.4724144550980003e-05,1.2203102020943594e-09,1.4230807802003857e-09,0.0
1809,1.4612004893673916e-05,1.2203102020943594e-09,1.3508036118230799e-09,0.0
1810,1.5381447675671162e-05,1.2203102020943594e-09,1.786678915927098e-09,0.0
1811,1.5967595832730046e-05,2.343839408272938e-10,2.021062856754392e-09,0.0
1812,1.691907073109178e-05,4.730922003355025e-10,1.7613853550305488e-09,0.0
1813,1.7572553978035493e-05,4.730922003355025e-10,1.6968146570357184e-09,0.0
1814,1.834058249577148e-05,4.730922003355025e-10,1.6968146570357184e-09,0.0
1815,1.9050915528038915e-05,4.730922003355025e-10,1.2260882785243764e-09,0.0
1816,1.9780403298292576e-05,6.632649191778179e-10,8.642386488994752e-10,0.0
1817,1.9626793800853193e-05,6.632649191778179e-10,5.997109158479524e-10,0.0
1818,1.9730989931433995e-05,4.2888097835052415e-10,3.653269750206586e-10,0.0
1819,1.958961547643412e-05,1.901727188423154e-10,5.156244161800113e-10,0.0
1820,1.935301016991226e-05,1.901727188423154e-10,3.2164501221184795e-10,0.0
1821,1.9150896280604813e-05,1.901727188423154e-10,3.2164501221184795e-10,0.0
1822,1.9030285329790786e-05,5.644794314514051e-10,4.464139137714897e-10,0.0
1823,1.9431600386659348e-05,3.743067126090896e-10,4.464139137714897e-10,0.0
1824,1.9496467887490455e-05,3.743067126090896e-10,4.091863593989688e-10,0.0
1825,1.96424729698005e-05,3.743067126090896e-10,5.358031637417834e-10,0.0
1826,2.0092387265841743e-05,3.743067126090896e-10,5.040039655465226e-10,0.0
1827,2.0549640404559405e-05,3.743067126090896e-10,5.040039655465226e-10,0.0
1828,2.1114055666008164e-05,3.743067126090896e-10,5.040039655465226e-10,0.0
1829,2.35354236792773e-05,4.216456707593709e-10,1.2225264055056228e-09,0.0
1830,2.350128462629592e-05,5.169502127953609e-10,1.2225264055056228e-09,0.0
1831,2.4316871401554507e-05,6.098448730134415e-10,1.3670903853402194e-09,0.0
1832,2.517317703417835e-05,6.949943319258165e-10,1.4107724988221548e-09,0.0
1833,2.6916201542397694e-05,6.949943319258165e-10,1.4572307804883167e-09,0.0
1834,2.8019309476284044e-05,7.780545255694652e-10,1.5402909741319653e-09,0.0
1835,2.8347613936473082e-05,1.1131881289776808e-09,1.707857775836073e-09,0.0
1836,2.6748960278512512e-05,6.915424582183099e-10,8.645664343173312e-10,0.0
1837,2.6639576650008428e-05,5.9623791618232e-10,1.019449255171675e-09,0.0
1838,2.7313320450567907e-05,5.033432559642392e-10,1.7329999974740368e-09,0.0
1839,2.7315317960788627e-05,4.939752337332745e-10,1.638482516330697e-09,0.0
1840,2.5840586853779053e-05,4.939752337332745e-10,1.5491119577580393e-09,0.0
1841,2.4988371868468156e-05,4.808926510970122e-10,1.67598459713655e-09,0.0
1842,2.4502230579465894e-05,2.0657448767431267e-10,1.5692332354179582e-09,0.0
1843,2.4018898069958334e-05,2.0657448767431267e-10,1.831531355150113e-09,0.0
1844,2.4021677745622583e-05,2.0657448767431267e-10,1.810214248340206e-09,0.0
1845,2.3157757823355496e-05,2.7331325298212457e-10,1.0181957975165444e-09,0.0
1846,2.3121576824840823e-05,3.9319331917348725e-10,9.424143608351342e-10,0.0
1847,2.3316278072473195e-05,3.9319331917348725e-10,9.274338598684397e-10,0.0
1848,2.3615313693881035e-05,3.232157081661009e-10,8.268763768930804e-10,0.0
1849,2.404567411368979e-05,2.624002681805848e-10,9.272795467981812e-10,0.0
1850,2.4225324003574705e-05,2.624002681805848e-10,9.02330963916041e-10,0.0
1851,2.4794110816271442e-05,3.0882886327608464e-10,8.15193844967104e-10,0.0
1852,2.49976063579587e-05,4.4433638118108425e-10,6.655391277770357e-10,0.0
1853,2.4721630844786497e-05,2.486748783083113e-10,7.620578097127557e-10,0.0
1854,2.4708433037241256e-05,2.486748783083113e-10,7.519542052517433e-10,0.0
1855,2.48906846016845e-05,5.636853721886175e-10,9.050876001051985e-10,0.0
1856,2.5445594863932846e-05,5.636853721886175e-10,8.432665994056216e-10,0.0
1857,2.5841459968692755e-05,5.636853721886175e-10,6.540512893187562e-10,0.0
1858,2.5845892326157938e-05,5.748602903223241e-10,7.228297206816694e-10,0.0
1859,2.579081956355367e-05,3.726140071095127e-10,9.159857039531261e-10,6.09293885186649e-11
1860,2.627898408848393e-05,3.726140071095127e-10,9.414574397847986e-10,6.09293885186649e-11
1861,2.6550415766126078e-05,3.726140071095127e-10,1.1169023008049196e-09,6.09293885186649e-11
1862,2.6433378609778758e-05,1.1332178449587258e-10,1.0215483697046628e-09,6.09293885186649e-11
1863,2.648187936366802e-05,1.1332178449587258e-10,1.0176265227305033e-09,6.09293885186649e-11
1864,2.6849136182655847e-05,2.5460714885611983e-10,1.1107776603276015e-09,6.09293885186649e-11
1865,2.6759908515876824e-05,2.4123018661979604e-10,1.1282502868478365e-09,6.09293885186649e-11
1866,2.716395335612885e-05,3.297094264276268e-10,9.287723526770922e-10,0.0
1867,2.7155787133129445e-05,3.297094264276268e-10,9.36419307175283e-10,0.0
1868,2.7368644493565496e-05,3.7452112443072036e-10,8.897193775376471e-10,0.0
1869,2.784890914751616e-05,3.583887393204017e-10,9.996657628669985e-10,0.0
1870,2.8059740153756657e-05,4.006251996813148e-10,9.464264610110312e-10,0.0
1871,2.8348784845937708e-05,3.404919600237731e-10,9.67445346056195e-10,0.0
1872,2.885105511398121e-05,3.7816882958452425e-10,9.576208239079976e-10,0.0
1873,2.9491840125826586e-05,3.677070949313434e-10,9.913987091587322e-10,0.0
1874,3.043821379833389e-05,4.074478096186393e-10,1.0604649142947104e-09,0.0
1875,3.1342104193754494e-05,3.6263611161554566e-10,1.041678243662858e-09,0.0
1876,3.1866098652244546e-05,4.380461747301366e-10,1.032900947312803e-09,0.0
1877,3.2030040009496065e-05,3.958097143692234e-10,1.2003745140733356e-09,0.0
1878,3.2323039184640425e-05,5.323697554222256e-10,1.1469263475457785e-09,0.0
1879,3.283059933372507e-05,5.202939626755157e-10,1.2335540922059351e-09,0.0
1880,3.314289434846225e-05,6.06709876782574e-10,1.3199700063129934e-09,0.0
1881,3.340501799747082e-05,7.563627422792405e-10,1.2475288104139638e-09,3.156559537563299e-11
1882,3.370671661936545e-05,7.887723212680292e-10,1.1842974220347254e-09,3.156559537563299e-11
1883,3.4397400408384525e-05,7.058989999673772e-10,9.480961472257172e-10,3.156559537563299e-11
1884,3.506402364499601e-05,8.584535403961218e-10,8.604297492752013e-10,3.156559537563299e-11
1885,3.587138884800619e-05,7.568344859551094e-10,9.547366131806051e-10,3.156559537563299e-11
1886,3.6835306153599436e-05,7.42184089979376e-10,1.3797918740105735e-09,3.156559537563299e-11
1887,3.765688857778774e-05,6.882865448222728e-10,1.4364302029580755e-09,3.156559537563299e-11
1888,3.838694880999226e-05,7.959242213719162e-10,1.6612047669990154e-09,0.0
1889,3.926608873631007e-05,9.2054001921138e-10,1.7210014108259841e-09,0.0
1890,4.0253618083495114e-05,1.065487226226125e-09,1.865948617840729e-09,0.0
1891,4.1439197437804455e-05,1.0153528930332912e-09,1.948745403141621e-09,0.0
1892,4.2411863043006246e-05,1.3037482561793568e-09,1.9253551134365156e-09,0.0
1893,4.3105888055704e-05,1.2946943715532099e-09,1.383063671526027e-09,2.3061673602521792e-11
1894,4.3846814930605304e-05,1.4492597717146489e-09,1.6038273804268905e-09,2.3061673602521792e-11
1895,4.4502992490639114e-05,1.5544814760800767e-09,1.3798176807482727e-09,2.3061673602521792e-11
1896,4.458647734801551e-05,1.4943582284297564e-09,1.4941182497579015e-09,2.3061673602521792e-11
1897,4.485931120663216e-05,1.4287489247255536e-09,1.670006775724074e-09,4.163842881599322e-11
1898,4.540145372240139e-05,1.6510157566492926e-09,1.609471706703098e-09,5.967659699734895e-11
1899,4.576291290244886e-05,1.4833080676433598e-09,1.8486189008142568e-09,7.789050357079726e-11
1900,4.63450097803226e-05,1.5094671385844955e-09,2.0816430959921408e-09,5.4828829968275474e-11
1901,4.677586808351667e-05,1.3471859818179966e-09,1.982541385027657e-09,5.4828829968275474e-11
1902,4.762264247152156e-05,1.0826793430039417e-09,2.0621336225902708e-09,1.0648370082514243e-10
1903,4.949784904186215e-05,1.3204992416986678e-09,2.2052254466942145e-09,2.81814292140454e-10
1904,5.0731575486549574e-05,1.5102597585224332e-09,2.0266582221952133e-09,2.632375369269825e-10
1905,5.158552500818457e-05,1.3227944771289556e-09,2.095808954954188e-09,2.6044623105006947e-10
1906,5.281718144293076e-05,1.3652834418564908e-09,1.9561588539472398e-09,2.5774731059786353e-10
1907,5.409516493922898e-05,1.5860044864725508e-09,1.8359904073252308e-09,3.45648354184634e-10
1908,5.617688865251174e-05,1.702775634778878e-09,1.9187147426436013e-09,4.005461706361021e-10
1909,5.772779072036168e-05,1.702839409161478e-09,2.153087549519991e-09,4.0401533606721733e-10
1910,5.9419660309296365e-05,1.547177941318978e-09,2.096790899638482e-09,2.5623252428560607e-10
1911,6.11887096186235e-05,1.6373389945454976e-09,2.467539125409043e-09,2.841883880999596e-10
1912,6.342426890374295e-05,1.7451570664763138e-09,2.643263956920399e-09,3.121838482167405e-10
1913,6.573314801374051e-05,1.708951932347499e-09,2.735740110639183e-09,2.966688620954981e-10
1914,6.872171486195709e-05,1.8544431704522628e-09,2.99836533379505e-09,2.38000797641342e-10
1915,7.16978237116044e-05,1.8579940126122502e-09,2.891681719471454e-09,2.309191488818791e-10
1916,7.439112232532352e-05,2.1717397880038902e-09,3.2183344243565314e-09,1.757951125938969e-10
1917,7.62619508480254e-05,2.579240059625525e-09,3.726088802581882e-09,1.4824733306019666e-10
1918,7.859168337225648e-05,2.7199267917308946e-09,4.187566198560993e-09,1.3467170830886285e-10
1919,8.072384766169957e-05,2.9436766040597765e-09,4.5086726098629376e-09,1.9086961178249595e-10
1920,8.237983898392745e-05,3.3270566619186023e-09,4.786573010966728e-09,2.1407126666555294e-10
1921,8.312289927354348e-05,3.4226825183582476e-09,5.218416809782411e-09,2.6917311237083044e-10
1922,8.387702837353572e-05,3.875776683719729e-09,5.648332531852215e-09,2.4550824072124197e-10
1923,8.439954503306321e-05,3.7434155775173394e-09,5.86282533632243e-09,2.7006168531621254e-10
1924,8.576507700906535e-05,3.4987561736699035e-09,5.900546464131042e-09,4.4101239921839104e-10
1925,8.727405137116355e-05,3.380780480962845e-09,5.814136727622099e-09,4.266321601553713e-10
1926,8.858079257022058e-05,3.3016812141438224e-09,5.883230157012674e-09,3.730378605221978e-10
1927,9.073804228267233e-05,3.289172743693923e-09,5.983950351102456e-09,3.725745842794329e-10
1928,9.310290209084217e-05,3.348098814066296e-09,5.631806576644749e-09,3.1104924588401927e-10
1929,9.51185918113749e-05,3.101721102183319e-09,5.768119315519016e-09,3.8804113890376715e-10
1930,9.883787009000246e-05,3.0820276489659395e-09,5.6300307273358746e-09,4.179424802273703e-10
1931,0.00010112468693738006,3.2647864094721105e-09,5.723288446343336e-09,2.99457785949261e-10
