ngram,distribution,distrbution,disribution,distrubtion
1932,0.00010331756181715588,3.134412221835906e-09,6.1743896979343e-09,4.176740164047692e-10
1933,0.00010575163988895448,3.1385635360489263e-09,6.344862476684707e-09,3.718280901430861e-10
1934,0.000107267993111496,3.0863241803505812e-09,6.628018197777205e-09,4.3896121063432704e-10
1935,0.00010928082234126382,2.7599455419492968e-09,7.502819825739543e-09,5.272633916776823e-10
1936,0.00011185334941339014,2.8116479303516175e-09,8.12531197880162e-09,4.679950673023927e-10
1937,0.0001129113235427732,2.714128366498869e-09,8.67269259582518e-09,4.808675362661624e-10
1938,0.00011528878219126324,2.7985312004271836e-09,9.024477799966592e-09,5.154105198190706e-10
1939,0.00011734777009613546,2.9877987227168644e-09,8.848082774396256e-09,4.718763673456599e-10
1940,0.00011862321428322633,3.0582357440118405e-09,9.394238403055105e-09,4.718763673456599e-10
1941,0.0001200029842688569,2.965374596668775e-09,1.0236058984552138e-08,4.0958343859389043e-10
1942,0.00012038343889538996,3.3463158117490774e-09,1.1030645857041627e-08,4.728280941382731e-10
1943,0.00011960671274989312,3.465447944479243e-09,1.1110696870478672e-08,4.738598799062085e-10
1944,0.00011993360593416063,3.529064707130658e-09,1.1293886841607609e-08,4.6344659062772363e-10
1945,0.00011944766655298216,3.708317319883747e-09,1.1653264512087195e-08,4.327458470930269e-10
1946,0.00011951032294226544,3.8310625624252535e-09,1.1467785641729376e-08,5.566410189926176e-10
1947,0.00012021118787483179,3.76415126052925e-09,1.1031422949717547e-08,6.394259011166525e-10
1948,0.00012071477561091472,3.603115567812105e-09,1.071218015878474e-08,6.289473307243197e-10
1949,0.00012129436903965793,3.482697384450871e-09,1.0332029517659943e-08,5.566279818022427e-10
1950,0.0001232319025023441,3.60956326732926e-09,1.0521080831945743e-08,6.490811340790056e-10
1951,0.0001249607334362476,4.03902685900245e-09,1.0386232635844245e-08,6.749126614723013e-10
1952,0.00012641933738320534,3.78396549015138e-09,9.964299290438866e-09,6.970241487166565e-10
1953,0.0001283205409501014,3.8628709437509605e-09,1.0492410115351244e-08,7.02406969889578e-10
1954,0.00012989877099503895,4.133237530012934e-09,1.0840811423154913e-08,6.776859113560058e-10
1955,0.00013206294222202684,4.6226213650563915e-09,1.0647171144739787e-08,7.040686684461101e-10
1956,0.00013507528845886036,4.7553626433430705e-09,1.0790302365900776e-08,6.69371724715262e-10
1957,0.0001368121073548017,4.53755271451988e-09,1.031356498616885e-08,6.232180010152482e-10
1958,0.00013873320338981493,4.437581001072642e-09,1.0801886242615768e-08,6.713923940613955e-10
1959,0.00014193796544402306,4.423847922905923e-09,1.1345420476110185e-08,7.05912035175211e-10
1960,0.00014369920453256263,4.299779548284326e-09,1.1247824386170383e-08,6.184184355083135e-10
1961,0.00014537218209755207,3.947201486300043e-09,1.1573134197005532e-08,7.291881463723979e-10
1962,0.00014718317002656737,3.619298416523975e-09,1.1832753697506502e-08,7.877229503604002e-10
1963,0.00014815281403051422,3.593212933543961e-09,1.1526708730359912e-08,1.076921750188729e-09
1964,0.00014904321038297245,3.5511160361474073e-09,1.2007524117864575e-08,1.158588558425322e-09
1965,0.00014884987779493843,3.573081386321064e-09,1.1428138689341592e-08,1.0981893251914089e-09
1966,0.00014800887272161032,3.9240742718707875e-09,1.1409893347596217e-08,1.0907667943474815e-09
1967,0.00014774247704605971,4.001477688880024e-09,1.188039495352606e-08,1.168883260024448e-09
1968,0.00014872275434234844,4.2177142413533735e-09,1.1599510177770104e-08,1.2480328833878014e-09
1969,0.0001498806564736047,4.322954153376404e-09,1.1431686454597769e-08,1.3614605712649767e-09
1970,0.00015074321709107608,4.487132665431659e-09,1.1213673164637124e-08,1.3118545694190686e-09
1971,0.00015240227886741714,4.681847195645414e-09,1.085619099378781e-08,1.427410499323299e-09
1972,0.00015480973940741803,4.638690859997447e-09,1.1081359195332295e-08,1.5307987496652027e-09
1973,0.00015649812952947935,4.345963557282419e-09,1.0953822230216507e-08,1.837986746926796e-09
1974,0.00015881062427069992,4.157956518773582e-09,1.0542512006241265e-08,1.985598939237475e-09
1975,0.00015960683647011007,4.137462531314132e-09,1.056596829077502e-08,2.070105277672342e-09
1976,0.00015956619297087724,4.3183663946320755e-09,1.0437723954989257e-08,2.3368459072565476e-09
1977,0.00016012002431255366,4.700223416825062e-09,1.067555808832919e-08,2.4071543964459305e-09
1978,0.00015972933865019253,4.706970908279524e-09,1.1080188829940392e-08,2.5532017928447156e-09
1979,0.00015891240660234222,4.986480085987312e-09,1.1416322871176426e-08,2.8832103371456697e-09
1980,0.0001590854933186035,6.085774392364637e-09,1.1652509814195712e-08,2.878020520315415e-09
1981,0.0001579267263878137,6.324861269644901e-09,1.1954001724997657e-08,2.8333875246033813e-09
1982,0.00015655334365354584,6.807103135132917e-09,1.2086367081768198e-08,2.9974682101498372e-09
1983,0.00015567079701993083,7.073224355431356e-09,1.2344492158636707e-08,3.1370928077478766e-09
1984,0.00015460069490862743,7.017982829791793e-09,1.2356257223749317e-08,3.222938868166888e-09
1985,0.000153255565757198,7.535256926364094e-09,1.1968014135277372e-08,3.3330183057955765e-09
1986,0.000151764796880473,7.66286316939662e-09,1.1840411698723789e-08,3.340333945952726e-09
1987,0.00014963323441666683,7.470399854270227e-09,1.117094543851798e-08,3.3006296108948975e-09
1988,0.0001476737213254507,8.02513877573574e-09,1.0728869348497483e-08,3.245666814675831e-09
1989,0.00014657336578238755,9.034253916390916e-09,1.0258068933970727e-08,2.922048936149224e-09
1990,0.0001446577038482896,9.09121698557312e-09,9.805701266835903e-09,2.4866474117908003e-09
1991,0.00014308561263273338,9.477507857878566e-09,9.197431387925853e-09,2.2403458929279705e-09
1992,0.00014187701370766654,1.098875447778726e-08,8.992145694719511e-09,1.8377618633229937e-09
1993,0.00014012364928411053,1.1663168970293164e-08,8.156618301415262e-09,1.4424732440256248e-09
1994,0.00013867743629296974,1.1160523806706481e-08,7.86852506960502e-09,1.2242345312099952e-09
1995,0.00013666955887206962,1.0769834167336155e-08,7.385005749784211e-09,1.0391193778452085e-09
1996,0.00013426628304711943,9.347366246105691e-09,7.161307420083014e-09,9.228854268096751e-10
1997,0.00013147110231719644,8.752069450121018e-09,6.817634710744512e-09,8.2851686622476e-10
1998,0.00012882263919371844,7.686027401833582e-09,6.4774570469288455e-09,7.330645455740279e-10
1999,0.00012572448966758593,5.546986647786412e-09,6.045801954306691e-09,6.744415898778706e-10
2000,0.00012340296962065622,4.306951684185378e-09,5.633742361510485e-09,6.467684166011622e-10
2001,0.00012013129058427044,3.6799302018307246e-09,5.12764481668577e-09,6.239646815104599e-10
2002,0.00011799496132880449,3.1482049982806917e-09,5.0525223687409544e-09,6.416402488694319e-10
2003,0.00011570698136763115,2.8675893723065624e-09,4.685489234696709e-09,6.932427806408522e-10
2004,0.00011373801992574175,2.661937368943411e-09,4.230465406556456e-09,6.869936683021446e-10
2005,0.00010993289782033701,2.4704459906337614e-09,3.945591631193679e-09,6.20314656783551e-10
2006,0.00010554200395875211,2.1177147495927376e-09,3.4826252675352568e-09,6.058714323892949e-10
2007,0.00010046655994041689,1.874069550338626e-09,3.226897384221518e-09,7.805910362534974e-10
2008,9.618248857025589e-05,1.7466348526237345e-09,3.0192124197573176e-09,7.543532941158202e-10
2009,9.496016303143864e-05,1.7422609862752632e-09,2.617571064662221e-09,7.912078769933828e-10
2010,9.295340195032103e-05,1.6559716296628478e-09,2.36147512655549e-09,7.770466016663948e-10
2011,8.81607151573657e-05,1.503756309949113e-09,2.1537477991527355e-09,7.562488809779008e-10
2012,8.451481283243214e-05,1.3464754708028944e-09,1.8472669901673351e-09,7.336334991884083e-10
2013,8.365546195169113e-05,1.2476330444956473e-09,1.850058693543742e-09,7.469933996758929e-10
2014,8.21733130058939e-05,1.1901903906874622e-09,1.7008600797626831e-09,5.255685014177963e-10
2015,8.046660306198257e-05,1.1636088124790588e-09,1.5662234366585282e-09,4.6305268746366883e-10
2016,7.606535239444514e-05,9.567423202889407e-10,1.3118954176962104e-09,3.760722963200688e-10
2017,7.28237767665026e-05,8.678363398277137e-10,1.1914335814230033e-09,3.288981355783112e-10
2018,7.293378876056522e-05,8.659210015693475e-10,1.254237691483695e-09,3.0368678127778993e-10
2019,7.371120409516152e-05,9.141957468816742e-10,1.278109840185948e-09,3.2353997259093603e-10
