ngram,red,rd,redd
1896,0.00010087167902383953,1.937524854968485e-06,1.1329632140392018e-07
1897,0.00010186478175455704,1.9293366579274462e-06,1.0552434405651314e-07
1898,0.00010178473894484341,1.9137582967232447e-06,9.892526061808634e-08
1899,0.00010206615323633221,1.8763646494335262e-06,9.904056140287918e-08
1900,0.00010179921706107311,1.926248257534878e-06,9.219823076429228e-08
1901,0.00010216919222979673,1.8694285829821768e-06,9.810693869992195e-08
1902,0.00010279709489883057,1.8699368281106996e-06,1.0030191585233947e-07
1903,0.00010275140500328104,1.8411730349855913e-06,1.0135072159300762e-07
1904,0.00010210106639923262,1.8250066204927862e-06,1.0135565986502115e-07
1905,0.00010198202237786193,1.8075137404593988e-06,1.0271974255309552e-07
1906,0.00010108542587009392,1.7780316576525884e-06,9.247711574289497e-08
1907,0.00010050617545078109,1.7165190716436233e-06,8.977579974660849e-08
1908,0.00010004714256085987,1.7918912362802075e-06,7.825119143132855e-08
1909,9.905587441088366e-05,1.7963358556828877e-06,7.000729697535593e-08
1910,9.808440414157562e-05,1.823262631920183e-06,6.581522476218587e-08
1911,9.744441090983205e-05,1.9186486822166316e-06,6.518526061784411e-08
1912,9.679979328731341e-05,1.9155072712757307e-06,5.897206278859812e-08
1913,9.640784576601748e-05,1.910771564845553e-06,5.534999201829903e-08
1914,9.570772298112778e-05,1.957040467459592e-06,5.110598623657227e-08
1915,9.4228310834816e-05,2.0183114039744917e-06,4.91790384923466e-08
1916,9.277239795275298e-05,2.1156691575794994e-06,4.878088942307711e-08
1917,9.275337236301442e-05,2.175741152703787e-06,4.5799287156406924e-08
1918,9.205441581018801e-05,2.1975711693552772e-06,4.2511684077745874e-08
1919,9.221757812026356e-05,2.283313538750268e-06,4.2101852670839435e-08
1920,9.354850044474006e-05,2.328503796888981e-06,4.209919574853822e-08
1921,9.42436360803965e-05,2.2429590152179505e-06,4.2746226621862404e-08
1922,9.618348537644903e-05,2.0829986462039026e-06,4.756191631015229e-08
1923,9.812921572509887e-05,2.033815251577055e-06,4.7794873836437546e-08
1924,9.900907441208671e-05,1.9456316522337147e-06,5.645955728336308e-08
1925,0.00010115051762633292,1.8108139881535732e-06,5.739619624023362e-08
1926,0.00010238245054746844,1.6931176267982145e-06,5.957905863900643e-08
1927,0.00010215118423470162,1.6184113259701656e-06,6.126096100241999e-08
1928,0.0001022091559467039,1.6188188283194904e-06,7.73277579112021e-08
1929,0.00010156963669162775,1.6455046047017926e-06,8.002113003970277e-08
1930,0.00010064013206699331,1.507987560346789e-06,8.277201501982745e-08
1931,9.983420646416821e-05,1.5457183378332826e-06,8.418913058757685e-08
1932,9.840726956359244e-05,1.5799215101911353e-06,9.000573036083942e-08
1933,9.74955307486068e-05,1.7936094829045551e-06,9.883034581191299e-08
1934,9.687914799932125e-05,1.968785909411963e-06,1.0146077451216634e-07
1935,9.695983525099499e-05,2.1149723384691503e-06,9.238428231940685e-08
1936,9.605947915198547e-05,2.2347519461618504e-06,9.560004343711626e-08
1937,9.574730522997146e-05,2.4291742550173822e-06,9.55259937183785e-08
1938,9.459743679534378e-05,2.3881489141786005e-06,9.15105705498068e-08
1939,9.386853967693501e-05,2.423963954762647e-06,9.125865878851463e-08
1940,9.268244528876883e-05,2.2302155165172214e-06,8.507231338431406e-08
1941,9.141479988881786e-05,2.2087179851431368e-06,8.401978744489367e-08
1942,8.970238039702443e-05,2.078704174631899e-06,8.343029784490292e-08
1943,8.940501720644534e-05,1.9497944906886133e-06,7.954409296319551e-08
1944,8.833845640765503e-05,1.8019021256675063e-06,8.229343860323621e-08
1945,8.847017410776712e-05,1.7511521101758781e-06,8.491790229722288e-08
1946,8.875084729100178e-05,1.694948650765582e-06,8.468353383607661e-08
1947,8.87689706619962e-05,1.6497692415993827e-06,8.64718430193534e-08
1948,8.843214371674029e-05,1.528302764849546e-06,9.748822853745359e-08
1949,8.822225000975388e-05,1.4997396939569235e-06,9.792573710650945e-08
1950,8.769342509497489e-05,1.5003034020212778e-06,1.1277351420955841e-07
1951,8.731519067493667e-05,1.5598560269479224e-06,1.1754421689959469e-07
1952,8.636583619850821e-05,1.6047884108567295e-06,1.1710909575413098e-07
1953,8.482001430820674e-05,1.6419311350546195e-06,1.2069823286862758e-07
1954,8.368511251839144e-05,1.7442281594932346e-06,1.1988805681539816e-07
1955,8.298023853317968e-05,1.8143488529988514e-06,1.1063579259078843e-07
1956,8.20375987262066e-05,1.928187722504455e-06,1.1193720033426352e-07
1957,8.121462555469147e-05,2.087449697033402e-06,9.86042668468404e-08
1958,8.066818554652855e-05,1.992491109246787e-06,9.733482946623034e-08
1959,8.008844659863306e-05,1.929561091986086e-06,9.714353816597005e-08
1960,7.969220522292224e-05,1.8524394980496645e-06,1.0010029529082334e-07
1961,7.893353176768869e-05,1.7493568001165322e-06,1.0212772240590442e-07
1962,7.786173020057114e-05,1.6615941831332748e-06,1.0807326183177273e-07
1963,7.704519521212205e-05,1.5647724467271473e-06,1.0922252917972791e-07
1964,7.581949882608439e-05,1.4140310733117595e-06,1.0919052024454296e-07
1965,7.482817246844726e-05,1.4093526163248628e-06,1.0848592881172538e-07
1966,7.399359102626997e-05,1.4050172986961634e-06,1.0551359862022633e-07
1967,7.275380942571376e-05,1.3744864548113713e-06,1.0033720647990257e-07
1968,7.176499639172107e-05,1.419609978776342e-06,9.539090330333368e-08
1969,7.139848873651187e-05,1.369958779053247e-06,8.967833662966638e-08
1970,7.03199433961085e-05,1.3131404525016218e-06,8.782760119174782e-08
1971,6.973898208733382e-05,1.2837512356002532e-06,8.218511636316959e-08
1972,6.856852788977059e-05,1.279752333565349e-06,7.576836225098305e-08
1973,6.75569161623051e-05,1.2683841532634688e-06,7.452649798876467e-08
1974,6.646692989826468e-05,1.273000050007665e-06,7.045339093078187e-08
1975,6.598852840917451e-05,1.1870402788969971e-06,7.192354648363367e-08
1976,6.487885444325261e-05,1.1816542837550514e-06,6.855437512902946e-08
1977,6.476825884809452e-05,1.1894177142884082e-06,6.557937837214922e-08
1978,6.455971431153427e-05,1.1372721603817939e-06,7.014377294873547e-08
1979,6.437499749673796e-05,1.0773779065077958e-06,7.163245641095273e-08
1980,6.44360386234309e-05,1.038431475665545e-06,7.146719026098123e-08
1981,6.456757234575759e-05,9.869976419655098e-07,7.165200445667454e-08
1982,6.47040454038818e-05,9.896088337362535e-07,7.1333760485816e-08
1983,6.498738262702577e-05,9.486048335410098e-07,7.418236691592028e-08
1984,6.521403390382017e-05,9.220237789772259e-07,7.655098041173655e-08
1985,6.513544108851679e-05,9.083935879061755e-07,7.145199682716858e-08
1986,6.54921802509177e-05,9.457223037705782e-07,7.088551054071754e-08
1987,6.549002033092879e-05,9.257021734551277e-07,7.082225295107492e-08
1988,6.554705864151142e-05,9.106223127933585e-07,7.450035712151606e-08
1989,6.543115575498502e-05,8.60759769238939e-07,7.53950512181031e-08
1990,6.547429594710203e-05,8.538258303555526e-07,7.32763660542852e-08
1991,6.51964936488574e-05,8.158471262374536e-07,7.65415332385341e-08
1992,6.518206022779591e-05,7.896753767714213e-07,8.567540784757252e-08
1993,6.54187221828449e-05,7.353658263907294e-07,9.065392500165867e-08
1994,6.60185209458827e-05,7.223797443397675e-07,9.351455889015727e-08
1995,6.685838681213292e-05,7.113022937638951e-07,1.0433574613801153e-07
1996,6.764482532162219e-05,7.118110829651414e-07,1.0651683928537231e-07
1997,6.897916422790981e-05,6.934475241645746e-07,1.1164654572277349e-07
1998,7.061995607468166e-05,6.830282960176451e-07,1.0812509592434643e-07
1999,7.228141475934535e-05,6.776743768049138e-07,1.034295199328231e-07
2000,7.392629465487386e-05,6.6648578922468e-07,9.874329975900764e-08
2001,7.550974364026583e-05,6.604328015263101e-07,9.80227596869554e-08
2002,7.728070964471303e-05,6.586298338463945e-07,8.65062414082526e-08
2003,7.931524825315657e-05,6.788051629363119e-07,8.43625999534327e-08
2004,8.112870896833815e-05,6.775315942572238e-07,8.130050689812509e-08
2005,8.367788229536797e-05,6.91897534060055e-07,8.153308986688249e-08
2006,8.674381076291735e-05,7.034408976583759e-07,7.67022316137757e-08
2007,9.023493995690452e-05,7.273901668928115e-07,7.383394365742138e-08
2008,9.454624627583794e-05,7.439091729923218e-07,6.759637065962514e-08
2009,9.79913498408028e-05,7.916853032189206e-07,6.208451657536379e-08
2010,0.00010089302460463452,7.893900390497168e-07,5.733646446515195e-08
2011,0.00010469640775616946,8.354454702644684e-07,5.3169059758114856e-08
2012,0.0001074835828538718,8.442003880710607e-07,4.9910052979385e-08
2013,0.00010841250955958717,8.493482498904216e-07,4.8734157027346166e-08
2014,0.00010949115156628457,8.338895440829219e-07,5.25341817032248e-08
2015,0.00010922350234717928,8.246960955407953e-07,5.447026245925761e-08
2016,0.00011107318901589938,7.867327391457885e-07,5.178628573584579e-08
2017,0.0001121285131375771,7.764598800955961e-07,5.278972281530514e-08
2018,0.000111727554758545,7.349578481807839e-07,5.459953413833318e-08
2019,0.00011135955719510093,7.160937656180977e-07,5.323240248600314e-08
