ngram,morning,morng,morng,morning
1543,1.839004783375588e-05,0.0,0.0,1.839004783375588e-05
1544,3.202233087254821e-05,0.0,0.0,3.202233087254821e-05
1545,2.647321402296906e-05,0.0,0.0,2.647321402296906e-05
1546,2.843115732632993e-05,0.0,0.0,2.843115732632993e-05
1547,2.843115732632993e-05,0.0,0.0,2.843115732632993e-05
1548,3.0214608874043085e-05,0.0,0.0,3.0214608874043085e-05
1549,2.4240727010952208e-05,0.0,0.0,2.4240727010952208e-05
1550,2.7482801215228392e-05,0.0,0.0,2.7482801215228392e-05
1551,1.3850518176436058e-05,0.0,0.0,1.3850518176436058e-05
1552,3.395897640854985e-05,0.0,0.0,3.395897640854985e-05
1553,3.200103310518898e-05,0.0,0.0,3.200103310518898e-05
1554,4.125763527034516e-05,0.0,0.0,4.125763527034516e-05
1555,4.428206375450827e-05,0.0,0.0,4.428206375450827e-05
1556,3.821877492425431e-05,0.0,0.0,3.821877492425431e-05
1557,3.497670071997813e-05,0.0,0.0,3.497670071997813e-05
1558,3.906899265920012e-05,0.0,0.0,3.906899265920012e-05
1559,2.3314443751587532e-05,0.0,0.0,2.3314443751587532e-05
1560,5.606883210670536e-05,0.0,0.0,5.606883210670536e-05
1561,5.447048767694339e-05,0.0,0.0,5.447048767694339e-05
1562,6.566203930041021e-05,0.0,0.0,6.566203930041021e-05
1563,6.566203930041021e-05,0.0,0.0,6.566203930041021e-05
1564,6.566203930041021e-05,0.0,0.0,6.566203930041021e-05
1565,6.662875083358293e-05,0.0,0.0,6.662875083358293e-05
1566,6.147108121824983e-05,0.0,0.0,6.147108121824983e-05
1567,3.622306342419636e-05,0.0,0.0,3.622306342419636e-05
1568,2.8564805688802153e-05,0.0,0.0,2.8564805688802153e-05
1569,1.3308079360285774e-05,0.0,0.0,1.3308079360285774e-05
1570,1.481909164015503e-05,0.0,0.0,1.481909164015503e-05
1571,1.7270943317271303e-05,0.0,0.0,1.7270943317271303e-05
1572,1.741154756018659e-05,0.0,0.0,1.741154756018659e-05
1573,2.2445184965493225e-05,0.0,0.0,2.2445184965493225e-05
1574,2.038592992903432e-05,0.0,0.0,2.038592992903432e-05
1575,3.0444166960868252e-05,0.0,0.0,3.0444166960868252e-05
1576,3.601098809927602e-05,0.0,0.0,3.601098809927602e-05
1577,3.449997581940677e-05,0.0,0.0,3.449997581940677e-05
1578,4.45756060279174e-05,0.0,0.0,4.45756060279174e-05
1579,4.907732051963519e-05,0.0,0.0,4.907732051963519e-05
1580,4.800552648833088e-05,0.0,0.0,4.800552648833088e-05
1581,4.433833315228445e-05,0.0,0.0,4.433833315228445e-05
1582,4.2240742134578924e-05,0.0,0.0,4.2240742134578924e-05
1583,3.7613394722159554e-05,0.0,0.0,3.7613394722159554e-05
1584,4.3008064104859454e-05,0.0,0.0,4.3008064104859454e-05
1585,3.7651869466312095e-05,0.0,0.0,3.7651869466312095e-05
1586,3.0107228797403097e-05,0.0,0.0,3.0107228797403097e-05
1587,4.829447724270202e-05,0.0,0.0,4.829447724270202e-05
1588,5.320961320519148e-05,0.0,0.0,5.320961320519148e-05
1589,5.477201700289568e-05,0.0,0.0,5.477201700289568e-05
1590,6.270893663895549e-05,0.0,0.0,6.270893663895549e-05
1591,7.224014175985108e-05,0.0,0.0,7.224014175985108e-05
1592,7.879920602655537e-05,0.0,0.0,7.879920602655537e-05
1593,8.445721011542316e-05,0.0,0.0,8.445721011542316e-05
1594,6.88457501902511e-05,0.0,0.0,6.88457501902511e-05
1595,6.891264846282346e-05,0.0,0.0,6.891264846282346e-05
1596,6.170419926222946e-05,0.0,0.0,6.170419926222946e-05
1597,5.922776420317989e-05,0.0,0.0,5.922776420317989e-05
1598,4.8106006423560234e-05,0.0,0.0,4.8106006423560234e-05
1599,3.7677166931514095e-05,0.0,0.0,3.7677166931514095e-05
1600,4.370827212239549e-05,0.0,0.0,4.370827212239549e-05
1601,4.791345236299094e-05,0.0,0.0,4.791345236299094e-05
1602,6.234484083376759e-05,0.0,0.0,6.234484083376759e-05
1603,6.456345129533605e-05,0.0,0.0,6.456345129533605e-05
1604,7.087214258457866e-05,0.0,0.0,7.087214258457866e-05
1605,8.179725825487237e-05,0.0,0.0,8.179725825487237e-05
1606,0.0001010783354493989,0.0,0.0,0.0001010783354493989
1607,9.544401265364806e-05,0.0,0.0,9.544401265364806e-05
1608,0.00011085896663384378,0.0,0.0,0.00011085896663384378
1609,9.928799460924762e-05,0.0,0.0,9.928799460924762e-05
1610,0.00010686236886873044,0.0,0.0,0.00010686236886873044
1611,9.853162763257777e-05,0.0,0.0,9.853162763257777e-05
1612,8.810640689002216e-05,0.0,0.0,8.810640689002216e-05
1613,7.223585790987792e-05,0.0,0.0,7.223585790987792e-05
1614,8.215292681208146e-05,0.0,0.0,8.215292681208146e-05
1615,6.513779849878379e-05,0.0,0.0,6.513779849878379e-05
1616,6.236349197154465e-05,0.0,0.0,6.236349197154465e-05
1617,5.742130399864566e-05,0.0,0.0,5.742130399864566e-05
1618,5.948952145575147e-05,0.0,0.0,5.948952145575147e-05
1619,7.150301202532969e-05,0.0,0.0,7.150301202532969e-05
1620,7.123826227533365e-05,0.0,0.0,7.123826227533365e-05
1621,6.470689498071027e-05,0.0,0.0,6.470689498071027e-05
1622,5.71822706011257e-05,0.0,0.0,5.71822706011257e-05
1623,6.434374258138373e-05,0.0,0.0,6.434374258138373e-05
1624,6.733293464224386e-05,0.0,0.0,6.733293464224386e-05
1625,9.336998014727474e-05,0.0,0.0,9.336998014727474e-05
1626,8.485961994405702e-05,0.0,0.0,8.485961994405702e-05
1627,8.560203994940301e-05,0.0,0.0,8.560203994940301e-05
1628,7.872170733337822e-05,0.0,0.0,7.872170733337822e-05
1629,8.552168687206827e-05,0.0,0.0,8.552168687206827e-05
1630,7.849831724472876e-05,0.0,0.0,7.849831724472876e-05
1631,7.480524644571622e-05,0.0,0.0,7.480524644571622e-05
1632,5.184149683503035e-05,0.0,0.0,5.184149683503035e-05
1633,5.6921077754980486e-05,0.0,0.0,5.6921077754980486e-05
1634,6.849092720325903e-05,0.0,0.0,6.849092720325903e-05
1635,6.953647035905825e-05,0.0,0.0,6.953647035905825e-05
1636,7.483989403616371e-05,0.0,0.0,7.483989403616371e-05
1637,8.329051239083387e-05,0.0,0.0,8.329051239083387e-05
1638,8.443785294990189e-05,0.0,0.0,8.443785294990189e-05
1639,8.056108500958154e-05,0.0,0.0,8.056108500958154e-05
1640,7.363722917424249e-05,0.0,0.0,7.363722917424249e-05
1641,5.7983217889808915e-05,0.0,0.0,5.7983217889808915e-05
1642,5.966937637172772e-05,0.0,0.0,5.966937637172772e-05
1643,5.227053095170829e-05,0.0,0.0,5.227053095170829e-05
1644,4.8016442763452816e-05,0.0,0.0,4.8016442763452816e-05
1645,4.9543314422148145e-05,0.0,0.0,4.9543314422148145e-05
1646,4.839635273258734e-05,0.0,0.0,4.839635273258734e-05
1647,5.231781272284154e-05,0.0,0.0,5.231781272284154e-05
1648,5.631889559611279e-05,0.0,0.0,5.631889559611279e-05
1649,5.575440133855279e-05,0.0,0.0,5.575440133855279e-05
1650,6.814180752761396e-05,0.0,0.0,6.814180752761396e-05
1651,6.409712191920594e-05,0.0,0.0,6.409712191920594e-05
1652,6.782148401336079e-05,0.0,0.0,6.782148401336079e-05
1653,7.042216748232022e-05,0.0,0.0,7.042216748232022e-05
1654,6.95811748820623e-05,0.0,0.0,6.95811748820623e-05
1655,6.909829036365929e-05,0.0,0.0,6.909829036365929e-05
1656,6.81948139182558e-05,0.0,0.0,6.81948139182558e-05
1657,6.130172031199825e-05,0.0,0.0,6.130172031199825e-05
1658,7.057009133859538e-05,0.0,0.0,7.057009133859538e-05
1659,6.925801790202968e-05,0.0,0.0,6.925801790202968e-05
1660,8.739557129696809e-05,0.0,0.0,8.739557129696809e-05
1661,0.00010643573685748769,0.0,0.0,0.00010643573685748769
1662,0.00015920958581513593,0.0,0.0,0.00015920958581513593
1663,0.00018220050281213065,0.0,0.0,0.00018220050281213065
1664,0.00018940626094782992,0.0,0.0,0.00018940626094782992
1665,0.00018988696579721624,0.0,0.0,0.00018988696579721624
1666,0.00019232088587679236,0.0,0.0,0.00019232088587679236
1667,0.00017659918376011774,0.0,0.0,0.00017659918376011774
1668,0.00015923522109265571,0.0,0.0,0.00015923522109265571
1669,0.00012565805289861082,0.0,0.0,0.00012565805289861082
1670,0.00010495748990381668,0.0,0.0,0.00010495748990381668
1671,9.798078722919204e-05,0.0,0.0,9.798078722919204e-05
1672,8.517739791256775e-05,0.0,0.0,8.517739791256775e-05
1673,7.928637673363223e-05,2.4742870355761885e-08,2.4742870355761885e-08,7.928637673363223e-05
1674,7.75869723708768e-05,2.4742870355761885e-08,2.4742870355761885e-08,7.75869723708768e-05
1675,7.328499434931603e-05,2.4742870355761885e-08,2.4742870355761885e-08,7.328499434931603e-05
1676,5.420716895189669e-05,2.4742870355761885e-08,2.4742870355761885e-08,5.420716895189669e-05
1677,5.765783030905628e-05,2.4742870355761885e-08,2.4742870355761885e-08,5.765783030905628e-05
1678,5.1507788157323375e-05,2.4742870355761885e-08,2.4742870355761885e-08,5.1507788157323375e-05
1679,5.556842266482168e-05,2.4742870355761885e-08,2.4742870355761885e-08,5.556842266482168e-05
1680,5.2926184642793874e-05,0.0,0.0,5.2926184642793874e-05
1681,5.3209117010867756e-05,0.0,0.0,5.3209117010867756e-05
1682,5.360598671748968e-05,0.0,0.0,5.360598671748968e-05
1683,5.149750203210195e-05,4.413445659728106e-08,4.413445659728106e-08,5.149750203210195e-05
1684,4.816251228995887e-05,4.413445659728106e-08,4.413445659728106e-08,4.816251228995887e-05
1685,4.6388604719790495e-05,4.413445659728106e-08,4.413445659728106e-08,4.6388604719790495e-05
1686,4.468187554656262e-05,4.413445659728106e-08,4.413445659728106e-08,4.468187554656262e-05
1687,4.4259605991620834e-05,4.413445659728106e-08,4.413445659728106e-08,4.4259605991620834e-05
1688,3.9521204598713666e-05,4.413445659728106e-08,4.413445659728106e-08,3.9521204598713666e-05
1689,3.709516801921252e-05,4.413445659728106e-08,4.413445659728106e-08,3.709516801921252e-05
1690,3.7487460628783863e-05,0.0,0.0,3.7487460628783863e-05
1691,3.739485899651689e-05,0.0,0.0,3.739485899651689e-05
1692,3.741477719034135e-05,0.0,0.0,3.741477719034135e-05
1693,3.925388721524671e-05,0.0,0.0,3.925388721524671e-05
1694,4.105543043156753e-05,0.0,0.0,4.105543043156753e-05
1695,4.0878592959156125e-05,0.0,0.0,4.0878592959156125e-05
1696,4.436317327157927e-05,0.0,0.0,4.436317327157927e-05
1697,4.65515905878939e-05,0.0,0.0,4.65515905878939e-05
1698,4.0373337859429217e-05,0.0,0.0,4.0373337859429217e-05
1699,3.8518599597279846e-05,0.0,0.0,3.8518599597279846e-05
1700,3.5726978369763985e-05,0.0,0.0,3.5726978369763985e-05
1701,3.1267380238984644e-05,0.0,0.0,3.1267380238984644e-05
1702,3.014868642432183e-05,0.0,0.0,3.014868642432183e-05
1703,2.470477985687986e-05,0.0,0.0,2.470477985687986e-05
1704,2.3960291920437677e-05,0.0,0.0,2.3960291920437677e-05
1705,2.5342834175847073e-05,0.0,0.0,2.5342834175847073e-05
1706,2.584666123896438e-05,0.0,0.0,2.584666123896438e-05
1707,2.155250773025078e-05,0.0,0.0,2.155250773025078e-05
1708,2.0795011680872578e-05,0.0,0.0,2.0795011680872578e-05
1709,2.1561913984312143e-05,0.0,0.0,2.1561913984312143e-05
1710,2.119865049670417e-05,0.0,0.0,2.119865049670417e-05
1711,1.6385698992443004e-05,0.0,0.0,1.6385698992443004e-05
1712,1.545118461113556e-05,0.0,0.0,1.545118461113556e-05
1713,1.4380252520952905e-05,0.0,0.0,1.4380252520952905e-05
1714,1.5878934521294597e-05,0.0,0.0,1.5878934521294597e-05
1715,1.5332375889037004e-05,0.0,0.0,1.5332375889037004e-05
1716,1.5099265380870617e-05,0.0,0.0,1.5099265380870617e-05
1717,1.5341167194752154e-05,0.0,0.0,1.5341167194752154e-05
1718,1.925784389251411e-05,0.0,0.0,1.925784389251411e-05
1719,1.794520228161543e-05,0.0,0.0,1.794520228161543e-05
1720,1.8988781968281338e-05,0.0,0.0,1.8988781968281338e-05
1721,2.0179865324670182e-05,0.0,0.0,2.0179865324670182e-05
1722,2.3157091943305985e-05,7.727586697520955e-09,7.727586697520955e-09,2.3157091943305985e-05
1723,2.4227848630939013e-05,7.727586697520955e-09,7.727586697520955e-09,2.4227848630939013e-05
1724,2.441528483489362e-05,7.727586697520955e-09,7.727586697520955e-09,2.441528483489362e-05
1725,2.158387139518579e-05,7.727586697520955e-09,7.727586697520955e-09,2.158387139518579e-05
1726,2.3379582541695398e-05,7.727586697520955e-09,7.727586697520955e-09,2.3379582541695398e-05
1727,2.357199160282367e-05,7.727586697520955e-09,7.727586697520955e-09,2.357199160282367e-05
1728,2.3436471435291294e-05,7.727586697520955e-09,7.727586697520955e-09,2.3436471435291294e-05
1729,2.277846319235063e-05,0.0,0.0,2.277846319235063e-05
1730,2.2821068601583e-05,0.0,0.0,2.2821068601583e-05
1731,2.5544015963013017e-05,0.0,0.0,2.5544015963013017e-05
1732,2.7244916574480677e-05,0.0,0.0,2.7244916574480677e-05
1733,2.729600341159052e-05,0.0,0.0,2.729600341159052e-05
1734,2.7968647503127742e-05,0.0,0.0,2.7968647503127742e-05
1735,2.7735002731787972e-05,0.0,0.0,2.7735002731787972e-05
1736,2.9031447151542773e-05,0.0,0.0,2.9031447151542773e-05
1737,2.8926548371340948e-05,0.0,0.0,2.8926548371340948e-05
1738,2.929363758344802e-05,0.0,0.0,2.929363758344802e-05
1739,3.328277749200684e-05,0.0,0.0,3.328277749200684e-05
1740,3.3426845610457736e-05,0.0,0.0,3.3426845610457736e-05
1741,3.301241901811279e-05,0.0,0.0,3.301241901811279e-05
1742,3.833991624040729e-05,0.0,0.0,3.833991624040729e-05
1743,3.9766255992747445e-05,0.0,0.0,3.9766255992747445e-05
1744,4.1771831352629564e-05,0.0,0.0,4.1771831352629564e-05
1745,4.076885826569716e-05,0.0,0.0,4.076885826569716e-05
1746,4.001220700696909e-05,4.977977141606971e-09,4.977977141606971e-09,4.001220700696909e-05
1747,4.409448177154575e-05,4.977977141606971e-09,4.977977141606971e-09,4.409448177154575e-05
1748,4.6248815384127996e-05,4.977977141606971e-09,4.977977141606971e-09,4.6248815384127996e-05
1749,4.332142686637651e-05,4.977977141606971e-09,4.977977141606971e-09,4.332142686637651e-05
1750,4.561369340600712e-05,4.977977141606971e-09,4.977977141606971e-09,4.561369340600712e-05
1751,5.002228863304481e-05,4.977977141606971e-09,4.977977141606971e-09,5.002228863304481e-05
1752,5.492145542770491e-05,4.977977141606971e-09,4.977977141606971e-09,5.492145542770491e-05
1753,5.839548923956629e-05,5.029352426585579e-09,5.029352426585579e-09,5.839548923956629e-05
1754,6.15857872097487e-05,5.029352426585579e-09,5.029352426585579e-09,6.15857872097487e-05
1755,7.284035226413315e-05,8.88266019468834e-09,8.88266019468834e-09,7.284035226413315e-05
1756,7.978999097498931e-05,8.88266019468834e-09,8.88266019468834e-09,7.978999097498931e-05
1757,8.72656486795417e-05,8.88266019468834e-09,8.88266019468834e-09,8.72656486795417e-05
1758,8.72973375537965e-05,8.88266019468834e-09,8.88266019468834e-09,8.72973375537965e-05
1759,9.161982494073786e-05,8.88266019468834e-09,8.88266019468834e-09,9.161982494073786e-05
1760,9.681054403439962e-05,6.5146747678974344e-09,6.5146747678974344e-09,9.681054403439962e-05
1761,9.718175507649513e-05,6.5146747678974344e-09,6.5146747678974344e-09,9.718175507649513e-05
1762,9.309429151471704e-05,2.661366999794674e-09,2.661366999794674e-09,9.309429151471704e-05
1763,9.64020936018122e-05,2.661366999794674e-09,2.661366999794674e-09,9.64020936018122e-05
1764,9.780792398877176e-05,2.661366999794674e-09,2.661366999794674e-09,9.780792398877176e-05
1765,0.00010546016294808527,5.608775412367452e-09,5.608775412367452e-09,0.00010546016294808527
1766,0.00010712428983034832,5.608775412367452e-09,5.608775412367452e-09,0.00010712428983034832
1767,0.0001055354524786318,2.9474084125727782e-09,2.9474084125727782e-09,0.0001055354524786318
1768,0.00011073222309018352,2.9474084125727782e-09,2.9474084125727782e-09,0.00011073222309018352
1769,0.00011335470480844378,2.9474084125727782e-09,2.9474084125727782e-09,0.00011335470480844378
1770,0.0001152730650833941,2.9474084125727782e-09,2.9474084125727782e-09,0.0001152730650833941
1771,0.00011463658094206559,2.9474084125727782e-09,2.9474084125727782e-09,0.00011463658094206559
1772,0.00011430158130159336,0.0,0.0,0.00011430158130159336
1773,0.00011744890070986003,1.8166336498584964e-08,1.8166336498584964e-08,0.00011744890070986003
1774,0.000118982934509404,1.8166336498584964e-08,1.8166336498584964e-08,0.000118982934509404
1775,0.0001185021984773422,1.8166336498584964e-08,1.8166336498584964e-08,0.0001185021984773422
1776,0.00012275915131405263,1.8166336498584964e-08,1.8166336498584964e-08,0.00012275915131405263
1777,0.0001279694146692886,3.859268815631367e-08,3.859268815631367e-08,0.0001279694146692886
1778,0.00012645804339886775,3.859268815631367e-08,3.859268815631367e-08,0.00012645804339886775
1779,0.00012094909366818943,4.115437387700435e-08,4.115437387700435e-08,0.00012094909366818943
1780,0.0001172555286237704,2.5337177689266355e-08,2.5337177689266355e-08,0.0001172555286237704
1781,0.00012238972703926265,2.7249694564294e-08,2.7249694564294e-08,0.00012238972703926265
1782,0.00012774986784539318,2.7249694564294e-08,2.7249694564294e-08,0.00012774986784539318
1783,0.00012516394989298924,2.7249694564294e-08,2.7249694564294e-08,0.00012516394989298924
1784,0.00011570465721888468,6.823342906565293e-09,6.823342906565293e-09,0.00011570465721888468
1785,0.0001172374967219574,8.441465304542817e-09,8.441465304542817e-09,0.0001172374967219574
1786,0.00012582887887089913,5.879779583852139e-09,5.879779583852139e-09,0.00012582887887089913
1787,0.00012914333741978874,4.819780891856291e-09,4.819780891856291e-09,0.00012914333741978874
1788,0.00012468742144327343,2.9072640168286465e-09,2.9072640168286465e-09,0.00012468742144327343
1789,0.00012127047791312049,4.070648833882322e-09,4.070648833882322e-09,0.00012127047791312049
1790,0.0001195069687258053,4.070648833882322e-09,4.070648833882322e-09,0.0001195069687258053
1791,0.00012226428329345902,4.070648833882322e-09,4.070648833882322e-09,0.00012226428329345902
1792,0.00012448602813362543,2.452526435904799e-09,2.452526435904799e-09,0.00012448602813362543
1793,0.00012134580798114516,3.4385485569998764e-09,3.4385485569998764e-09,0.00012134580798114516
1794,0.0001196432370176938,2.1494069381487536e-09,2.1494069381487536e-09,0.0001196432370176938
1795,0.0001197936840721273,2.1494069381487536e-09,2.1494069381487536e-09,0.0001197936840721273
1796,0.00012258105354184018,2.8823453465268554e-09,2.8823453465268554e-09,0.00012258105354184018
1797,0.0001293560749867798,2.8823453465268554e-09,2.8823453465268554e-09,0.0001293560749867798
1798,0.0001322581759138432,3.461002024656474e-09,3.461002024656474e-09,0.0001322581759138432
1799,0.00013213342234459042,4.061771617460051e-09,4.061771617460051e-09,0.00013213342234459042
1800,0.00013028236155930375,3.4874134056752025e-09,3.4874134056752025e-09,0.00013028236155930375
1801,0.00013274443855542422,3.4874134056752025e-09,3.4874134056752025e-09,0.00013274443855542422
1802,0.00013444260340682895,4.355667001679617e-09,4.355667001679617e-09,0.00013444260340682895
1803,0.0001327936032404458,3.5123436222964497e-09,3.5123436222964497e-09,0.0001327936032404458
1804,0.0001285476059170573,3.5123436222964497e-09,3.5123436222964497e-09,0.0001285476059170573
1805,0.00012966712425363118,2.933686944166831e-09,2.933686944166831e-09,0.00012966712425363118
1806,0.000130733814980236,2.332917351363254e-09,2.332917351363254e-09,0.000130733814980236
1807,0.00013236303389671126,2.7581383526304695e-09,2.7581383526304695e-09,0.00013236303389671126
1808,0.00013265581427341594,2.993501541886141e-09,2.993501541886141e-09,0.00013265581427341594
1809,0.00013028790999669582,3.029872004083651e-09,3.029872004083651e-09,0.00013028790999669582
1810,0.00013144187271661525,1.97687215803504e-09,1.97687215803504e-09,0.00013144187271661525
1811,0.00013474035326258412,2.4456400396896274e-09,2.4456400396896274e-09,0.00013474035326258412
1812,0.0001348163787042722,2.4456400396896274e-09,2.4456400396896274e-09,0.0001348163787042722
1813,0.00013467520641695176,2.639619443657791e-09,2.639619443657791e-09,0.00013467520641695176
1814,0.00013702801204219992,1.8027345330803461e-09,1.8027345330803461e-09,0.00013702801204219992
1815,0.0001373678387608379,1.953652763374082e-09,1.953652763374082e-09,0.0001373678387608379
1816,0.00013878578153838004,1.0490287051721582e-09,1.0490287051721582e-09,0.00013878578153838004
1817,0.00014339854117549424,1.0490287051721582e-09,1.0490287051721582e-09,0.00014339854117549424
1818,0.00014485030676171715,7.59295689814873e-10,7.59295689814873e-10,0.00014485030676171715
1819,0.00014448781231684343,7.59295689814873e-10,7.59295689814873e-10,0.00014448781231684343
1820,0.0001453344219563795,2.039285676832695e-09,2.039285676832695e-09,0.0001453344219563795
1821,0.00014717373622780933,2.682056973338628e-09,2.682056973338628e-09,0.00014717373622780933
1822,0.00014922564358650043,2.6700822663983104e-09,2.6700822663983104e-09,0.00014922564358650043
1823,0.00015305803805988814,3.091470587460573e-09,3.091470587460573e-09,0.00015305803805988814
1824,0.00015123948521379913,3.359710620820522e-09,3.359710620820522e-09,0.00015123948521379913
1825,0.00015075767961596803,3.307292558866034e-09,3.307292558866034e-09,0.00015075767961596803
1826,0.00015074924158398062,3.899783757826165e-09,3.899783757826165e-09,0.00015074924158398062
1827,0.00015002598021445529,2.5303849729826513e-09,2.5303849729826513e-09,0.00015002598021445529
1828,0.00014844134109028216,2.4392602144500994e-09,2.4392602144500994e-09,0.00014844134109028216
1829,0.0001439566060850796,3.259616283240214e-09,3.259616283240214e-09,0.0001439566060850796
1830,0.0001441422594195631,3.12414160414625e-09,3.12414160414625e-09,0.0001441422594195631
1831,0.0001428604144686168,3.227480211658624e-09,3.227480211658624e-09,0.0001428604144686168
1832,0.000142523531394545,3.6117601607900595e-09,3.6117601607900595e-09,0.000142523531394545
1833,0.0001429800790252297,4.173964602521047e-09,4.173964602521047e-09,0.0001429800790252297
1834,0.00014477172330121642,5.2322367708309716e-09,5.2322367708309716e-09,0.00014477172330121642
1835,0.00014643739164707119,5.267074046752132e-09,5.267074046752132e-09,0.00014643739164707119
1836,0.00015128174605446735,4.973145419283144e-09,4.973145419283144e-09,0.00015128174605446735
1837,0.00015117458990841572,4.842114598169189e-09,4.842114598169189e-09,0.00015117458990841572
1838,0.00015188028295857033,4.699513207156209e-09,4.699513207156209e-09,0.00015188028295857033
1839,0.00015236516108935966,4.415960755796025e-09,4.415960755796025e-09,0.00015236516108935966
1840,0.00015369967150036246,3.7903668933684085e-09,3.7903668933684085e-09,0.00015369967150036246
1841,0.00015363868442364037,3.3972778399972624e-09,3.3972778399972624e-09,0.00015363868442364037
1842,0.00015207265719904432,3.2365020980711687e-09,3.2365020980711687e-09,0.00015207265719904432
1843,0.00015146191955344484,2.663640593806146e-09,2.663640593806146e-09,0.00015146191955344484
1844,0.00015160717261356434,3.2433691922660402e-09,3.2433691922660402e-09,0.00015160717261356434
1845,0.00015229134338109622,3.4815632916312164e-09,3.4815632916312164e-09,0.00015229134338109622
1846,0.00015106842121375457,3.580321499591881e-09,3.580321499591881e-09,0.00015106842121375457
1847,0.00015054124898077653,4.020907162782805e-09,4.020907162782805e-09,0.00015054124898077653
1848,0.00014859658300078342,3.6339671589351904e-09,3.6339671589351904e-09,0.00014859658300078342
1849,0.00014976385656544671,3.530696306747976e-09,3.530696306747976e-09,0.00014976385656544671
1850,0.0001499843575792121,3.5351130277051978e-09,3.5351130277051978e-09,0.0001499843575792121
1851,0.00014928817316623672,3.589787705189045e-09,3.589787705189045e-09,0.00014928817316623672
1852,0.0001480368207142289,3.5271089223901495e-09,3.5271089223901495e-09,0.0001480368207142289
1853,0.0001490165720627244,5.758751412240518e-09,5.758751412240518e-09,0.0001490165720627244
1854,0.00014992821005372598,4.839565831415982e-09,4.839565831415982e-09,0.00014992821005372598
1855,0.00015138294423065548,4.8767661060227545e-09,4.8767661060227545e-09,0.00015138294423065548
1856,0.00015051119096044983,5.448907392751374e-09,5.448907392751374e-09,0.00015051119096044983
1857,0.00015086321426289423,5.453557609471003e-09,5.453557609471003e-09,0.00015086321426289423
1858,0.00015044614389937903,5.240306668755476e-09,5.240306668755476e-09,0.00015044614389937903
1859,0.00015143039594737014,6.2981194267778105e-09,6.2981194267778105e-09,0.00015143039594737014
1860,0.0001521926813958479,4.899283332201623e-09,4.899283332201623e-09,0.0001521926813958479
1861,0.0001530829634118293,5.131214881564412e-09,5.131214881564412e-09,0.0001530829634118293
1862,0.0001553582925615566,5.435538432050992e-09,5.435538432050992e-09,0.0001553582925615566
1863,0.00015800727955398282,5.113814514702751e-09,5.113814514702751e-09,0.00015800727955398282
1864,0.00015735420207160393,5.012350534627785e-09,5.012350534627785e-09,0.00015735420207160393
