ngram,morning,morng,morng,morning
1865,0.00015839966571158065,4.745901227565241e-09,4.745901227565241e-09,0.00015839966571158065
1866,0.00015664810988320305,4.78774293226942e-09,4.78774293226942e-09,0.00015664810988320305
1867,0.00015463544280334775,3.75847139918609e-09,3.75847139918609e-09,0.00015463544280334775
1868,0.00015195561614486257,4.417083643293296e-09,4.417083643293296e-09,0.00015195561614486257
1869,0.0001488811955953549,4.2073626091035774e-09,4.2073626091035774e-09,0.0001488811955953549
1870,0.0001449130234375064,4.056872639411426e-09,4.056872639411426e-09,0.0001449130234375064
1871,0.00014326078650940741,4.227157663588039e-09,4.227157663588039e-09,0.00014326078650940741
1872,0.00014123476492906257,4.327088933196523e-09,4.327088933196523e-09,0.00014123476492906257
1873,0.0001403139571526221,3.6031169397305565e-09,3.6031169397305565e-09,0.0001403139571526221
1874,0.00013896868871857544,4.268293877071219e-09,4.268293877071219e-09,0.00013896868871857544
1875,0.0001368755620205775,3.5278233667668246e-09,3.5278233667668246e-09,0.0001368755620205775
1876,0.00013585073507523963,3.35819470644237e-09,3.35819470644237e-09,0.00013585073507523963
1877,0.00013607863885616616,3.6348635530052728e-09,3.6348635530052728e-09,0.00013607863885616616
1878,0.00013463295804935375,3.374244360111943e-09,3.374244360111943e-09,0.00013463295804935375
1879,0.000133834159766723,3.3487792063167733e-09,3.3487792063167733e-09,0.000133834159766723
1880,0.0001329098969498383,3.193451138448568e-09,3.193451138448568e-09,0.0001329098969498383
1881,0.00013240076701289842,2.6511615918473855e-09,2.6511615918473855e-09,0.00013240076701289842
1882,0.00013260172272566706,2.9043205459647734e-09,2.9043205459647734e-09,0.00013260172272566706
1883,0.00013133628194087317,3.0411721236538777e-09,3.0411721236538777e-09,0.00013133628194087317
1884,0.0001301165300122063,2.921845923939007e-09,2.921845923939007e-09,0.0001301165300122063
1885,0.00012968453769904694,3.6183795325074796e-09,3.6183795325074796e-09,0.00012968453769904694
1886,0.00012964034561134343,4.0343974193137095e-09,4.0343974193137095e-09,0.00012964034561134343
1887,0.00012901610794610212,3.7964259989666155e-09,3.7964259989666155e-09,0.00012901610794610212
1888,0.00012957855817928378,4.1109609050238305e-09,4.1109609050238305e-09,0.00012957855817928378
1889,0.00012919723771379462,4.0759611241725224e-09,4.0759611241725224e-09,0.00012919723771379462
1890,0.00012976421567145735,5.086567357791085e-09,5.086567357791085e-09,0.00012976421567145735
1891,0.0001289595404939194,5.095776308853114e-09,5.095776308853114e-09,0.0001289595404939194
1892,0.00012834606812767952,4.568703415586128e-09,4.568703415586128e-09,0.00012834606812767952
1893,0.00012699260904420434,4.045373655106996e-09,4.045373655106996e-09,0.00012699260904420434
1894,0.00012552896701631004,4.232884233599878e-09,4.232884233599878e-09,0.00012552896701631004
1895,0.0001233542466902041,6.439252781780575e-09,6.439252781780575e-09,0.0001233542466902041
1896,0.00012420077941247394,7.067061443980346e-09,7.067061443980346e-09,0.00012420077941247394
1897,0.00012407599050285562,6.11334167415529e-09,6.11334167415529e-09,0.00012407599050285562
1898,0.00012286762544785494,8.681104946006712e-09,8.681104946006712e-09,0.00012286762544785494
1899,0.0001221069407100523,9.513978938002765e-09,9.513978938002765e-09,0.0001221069407100523
1900,0.00012034779397903808,1.3050136526970846e-08,1.3050136526970846e-08,0.00012034779397903808
1901,0.00011974519605116387,1.3709591874442952e-08,1.3709591874442952e-08,0.00011974519605116387
1902,0.00011767517259743596,1.1521585526911134e-08,1.1521585526911134e-08,0.00011767517259743596
1903,0.00011320379936868059,1.1240121468501587e-08,1.1240121468501587e-08,0.00011320379936868059
1904,0.00010897163571956168,1.1969694822612707e-08,1.1969694822612707e-08,0.00010897163571956168
1905,0.00010672717014261122,9.483877302532813e-09,9.483877302532813e-09,0.00010672717014261122
1906,0.00010417077490793807,9.46899511181495e-09,9.46899511181495e-09,0.00010417077490793807
1907,0.00010226673163872744,5.875850044618452e-09,5.875850044618452e-09,0.00010226673163872744
1908,9.952131741946297e-05,5.451751383667158e-09,5.451751383667158e-09,9.952131741946297e-05
1909,9.809572033451072e-05,5.5140369254707315e-09,5.5140369254707315e-09,9.809572033451072e-05
1910,9.65961194846646e-05,5.065757480160471e-09,5.065757480160471e-09,9.65961194846646e-05
1911,9.542301060199472e-05,5.544699699377986e-09,5.544699699377986e-09,9.542301060199472e-05
1912,9.375276671822316e-05,7.021539683016442e-09,7.021539683016442e-09,9.375276671822316e-05
1913,9.250545761980382e-05,7.204354335321739e-09,7.204354335321739e-09,9.250545761980382e-05
1914,9.086148410070953e-05,7.876207559170162e-09,7.876207559170162e-09,9.086148410070953e-05
1915,8.962135533303288e-05,7.64025877484999e-09,7.64025877484999e-09,8.962135533303288e-05
1916,8.858587742517037e-05,1.1688732331245027e-08,1.1688732331245027e-08,8.858587742517037e-05
1917,8.806260510547352e-05,1.3857833610789579e-08,1.3857833610789579e-08,8.806260510547352e-05
1918,8.680185315565072e-05,1.2743322651078058e-08,1.2743322651078058e-08,8.680185315565072e-05
1919,8.652709324711136e-05,1.5098842620631103e-08,1.5098842620631103e-08,8.652709324711136e-05
1920,8.684093856053161e-05,1.4177862154137903e-08,1.4177862154137903e-08,8.684093856053161e-05
1921,8.74714387464337e-05,1.3736042049826227e-08,1.3736042049826227e-08,8.74714387464337e-05
1922,8.808699931250885e-05,1.5698134189382325e-08,1.5698134189382325e-08,8.808699931250885e-05
1923,8.836464673679854e-05,1.2622480552845365e-08,1.2622480552845365e-08,8.836464673679854e-05
1924,8.830226267621453e-05,1.1357656370947211e-08,1.1357656370947211e-08,8.830226267621453e-05
1925,8.959412350252802e-05,1.2542334694641357e-08,1.2542334694641357e-08,8.959412350252802e-05
1926,8.999206537347553e-05,8.543417973072565e-09,8.543417973072565e-09,8.999206537347553e-05
1927,8.984447257327182e-05,9.922583421584363e-09,9.922583421584363e-09,8.984447257327182e-05
1928,8.889757944936199e-05,1.8938734295101004e-08,1.8938734295101004e-08,8.889757944936199e-05
1929,8.821996535906302e-05,1.8122282373157972e-08,1.8122282373157972e-08,8.821996535906302e-05
1930,8.700028722939481e-05,1.8162625974633377e-08,1.8162625974633377e-08,8.700028722939481e-05
1931,8.622041371251856e-05,1.8620462029415663e-08,1.8620462029415663e-08,8.622041371251856e-05
1932,8.519391537577446e-05,1.819800465874266e-08,1.819800465874266e-08,8.519391537577446e-05
1933,8.477173521116908e-05,2.0774931489394736e-08,2.0774931489394736e-08,8.477173521116908e-05
1934,8.357468946737104e-05,2.1090850209150502e-08,2.1090850209150502e-08,8.357468946737104e-05
1935,8.329043235530012e-05,1.3713812942382577e-08,1.3713812942382577e-08,8.329043235530012e-05
1936,8.250909013440832e-05,1.5595617115187517e-08,1.5595617115187517e-08,8.250909013440832e-05
1937,8.215072531519192e-05,1.4944654973853792e-08,1.4944654973853792e-08,8.215072531519192e-05
1938,8.076697849901393e-05,1.4940665657040394e-08,1.4940665657040394e-08,8.076697849901393e-05
1939,8.006992616823741e-05,1.4815309550592864e-08,1.4815309550592864e-08,8.006992616823741e-05
1940,7.883447376246165e-05,1.2636841731758101e-08,1.2636841731758101e-08,7.883447376246165e-05
1941,7.840462265968589e-05,1.4463486471985983e-08,1.4463486471985983e-08,7.840462265968589e-05
1942,7.758478646532499e-05,1.361998939028045e-08,1.361998939028045e-08,7.758478646532499e-05
1943,7.901909495038646e-05,1.2035363499458235e-08,1.2035363499458235e-08,7.901909495038646e-05
1944,7.900315124840875e-05,1.1841221590559923e-08,1.1841221590559923e-08,7.900315124840875e-05
1945,7.955716552844803e-05,1.1461388282896223e-08,1.1461388282896223e-08,7.955716552844803e-05
1946,7.835022863998477e-05,1.1465996913833415e-08,1.1465996913833415e-08,7.835022863998477e-05
1947,7.742593775869214e-05,1.1689107079096824e-08,1.1689107079096824e-08,7.742593775869214e-05
1948,7.687874001151483e-05,8.935750044664864e-09,8.935750044664864e-09,7.687874001151483e-05
1949,7.662774441996589e-05,8.608680562056342e-09,8.608680562056342e-09,7.662774441996589e-05
1950,7.406518956746108e-05,7.404226882406257e-09,7.404226882406257e-09,7.406518956746108e-05
1951,7.329058592274253e-05,8.193722589311392e-09,8.193722589311392e-09,7.329058592274253e-05
1952,7.263817886788664e-05,8.545447206996317e-09,8.545447206996317e-09,7.263817886788664e-05
1953,7.280861089904127e-05,1.0409090541888385e-08,1.0409090541888385e-08,7.280861089904127e-05
1954,7.286640383037073e-05,1.0546104370742374e-08,1.0546104370742374e-08,7.286640383037073e-05
1955,7.224172233171495e-05,1.2514062738436645e-08,1.2514062738436645e-08,7.224172233171495e-05
1956,7.108581900995757e-05,1.288865852140069e-08,1.288865852140069e-08,7.108581900995757e-05
1957,7.01613535056822e-05,1.4191958084909726e-08,1.4191958084909726e-08,7.01613535056822e-05
1958,6.88758518663235e-05,1.5514540128793086e-08,1.5514540128793086e-08,6.88758518663235e-05
1959,6.754456054685371e-05,1.614910110398731e-08,1.614910110398731e-08,6.754456054685371e-05
1960,6.600475691292169e-05,1.3911221952156438e-08,1.3911221952156438e-08,6.600475691292169e-05
1961,6.471182340257136e-05,1.5844915284597098e-08,1.5844915284597098e-08,6.471182340257136e-05
1962,6.411857819849891e-05,1.3397674588791882e-08,1.3397674588791882e-08,6.411857819849891e-05
1963,6.38837632972614e-05,1.4214267477338386e-08,1.4214267477338386e-08,6.38837632972614e-05
1964,6.414370104071818e-05,1.605586546255771e-08,1.605586546255771e-08,6.414370104071818e-05
1965,6.456289286558916e-05,1.7694232872551245e-08,1.7694232872551245e-08,6.456289286558916e-05
1966,6.503443936318425e-05,2.193731647131309e-08,2.193731647131309e-08,6.503443936318425e-05
1967,6.557782035088167e-05,2.2302137343237812e-08,2.2302137343237812e-08,6.557782035088167e-05
1968,6.527065956366382e-05,2.046060660581312e-08,2.046060660581312e-08,6.527065956366382e-05
1969,6.424464195983351e-05,2.0773523219068986e-08,2.0773523219068986e-08,6.424464195983351e-05
1970,6.288185353956319e-05,1.9602339243870607e-08,1.9602339243870607e-08,6.288185353956319e-05
1971,6.13405936746858e-05,1.6495618395038847e-08,1.6495618395038847e-08,6.13405936746858e-05
1972,5.93649253590099e-05,1.2894600752235062e-08,1.2894600752235062e-08,5.93649253590099e-05
1973,5.739217989944986e-05,7.921911698056355e-09,7.921911698056355e-09,5.739217989944986e-05
1974,5.573370643625302e-05,7.390397944411526e-09,7.390397944411526e-09,5.573370643625302e-05
1975,5.444325922456171e-05,7.616699715384811e-09,7.616699715384811e-09,5.444325922456171e-05
1976,5.353384040063247e-05,8.974939838931765e-09,8.974939838931765e-09,5.353384040063247e-05
1977,5.315002791966046e-05,1.1014400693097417e-08,1.1014400693097417e-08,5.315002791966046e-05
1978,5.2674603336657e-05,1.0784219739434775e-08,1.0784219739434775e-08,5.2674603336657e-05
1979,5.2691996513333705e-05,1.2322357229826203e-08,1.2322357229826203e-08,5.2691996513333705e-05
1980,5.2571450526426944e-05,1.2988409205304054e-08,1.2988409205304054e-08,5.2571450526426944e-05
1981,5.274153383132736e-05,1.2987594618810557e-08,1.2987594618810557e-08,5.274153383132736e-05
1982,5.393825215703275e-05,1.2414205346240287e-08,1.2414205346240287e-08,5.393825215703275e-05
1983,5.4138411152442654e-05,1.102925915676321e-08,1.102925915676321e-08,5.4138411152442654e-05
1984,5.44892053377615e-05,9.014388537208009e-09,9.014388537208009e-09,5.44892053377615e-05
1985,5.508798442731079e-05,8.958491789659969e-09,8.958491789659969e-09,5.508798442731079e-05
1986,5.558348337737178e-05,7.0631127613296485e-09,7.0631127613296485e-09,5.558348337737178e-05
1987,5.622490841363158e-05,5.861785723482171e-09,5.861785723482171e-09,5.622490841363158e-05
1988,5.667945463626113e-05,5.559072440470507e-09,5.559072440470507e-09,5.667945463626113e-05
1989,5.63683825021144e-05,5.176398230690081e-09,5.176398230690081e-09,5.63683825021144e-05
1990,5.6888309440442496e-05,5.990869831963761e-09,5.990869831963761e-09,5.6888309440442496e-05
1991,5.735042733639213e-05,5.88194699296147e-09,5.88194699296147e-09,5.735042733639213e-05
1992,5.725662880909762e-05,5.737603979229431e-09,5.737603979229431e-09,5.725662880909762e-05
1993,5.7570392008139084e-05,5.960586500565666e-09,5.960586500565666e-09,5.7570392008139084e-05
1994,5.816316947207919e-05,9.054069557582319e-09,9.054069557582319e-09,5.816316947207919e-05
1995,5.8696314226835966e-05,9.576004751059891e-09,9.576004751059891e-09,5.8696314226835966e-05
1996,5.963530358193176e-05,1.0652266307127028e-08,1.0652266307127028e-08,5.963530358193176e-05
1997,6.204751272369842e-05,9.144187629317457e-09,9.144187629317457e-09,6.204751272369842e-05
1998,6.453906618324774e-05,9.751963046612997e-09,9.751963046612997e-09,6.453906618324774e-05
1999,6.736393801734916e-05,9.684559091179982e-09,9.684559091179982e-09,6.736393801734916e-05
2000,7.046500832075253e-05,1.1922349425168882e-08,1.1922349425168882e-08,7.046500832075253e-05
2001,7.396641428515847e-05,8.31944430806126e-09,8.31944430806126e-09,7.396641428515847e-05
2002,7.765457225364767e-05,7.72745480302563e-09,7.72745480302563e-09,7.765457225364767e-05
2003,8.170243693582182e-05,7.774512652706075e-09,7.774512652706075e-09,8.170243693582182e-05
2004,8.482759793488575e-05,8.300792307482295e-09,8.300792307482295e-09,8.482759793488575e-05
2005,8.950167518508221e-05,8.533302445609285e-09,8.533302445609285e-09,8.950167518508221e-05
2006,9.559546534936609e-05,8.983656834311254e-09,8.983656834311254e-09,9.559546534936609e-05
2007,0.0001018955694494902,6.677068009608433e-09,6.677068009608433e-09,0.0001018955694494902
2008,0.00010915200670881729,7.170009030943447e-09,7.170009030943447e-09,0.00010915200670881729
2009,0.00011451411098408113,7.29156271869361e-09,7.29156271869361e-09,0.00011451411098408113
2010,0.00011865117578833763,5.8295269563960315e-09,5.8295269563960315e-09,0.00011865117578833763
2011,0.00012577695555851927,5.412445095284316e-09,5.412445095284316e-09,0.00012577695555851927
2012,0.00013017671777301336,4.332238314118188e-09,4.332238314118188e-09,0.00013017671777301336
2013,0.00013107845838281458,3.8771895218202096e-09,3.8771895218202096e-09,0.00013107845838281458
2014,0.00013425953615556603,3.624236149286324e-09,3.624236149286324e-09,0.00013425953615556603
2015,0.0001353497864329256,3.6832030124246883e-09,3.6832030124246883e-09,0.0001353497864329256
2016,0.00013759103291834305,3.4272617125249585e-09,3.4272617125249585e-09,0.00013759103291834305
2017,0.0001403253215054671,3.6641371418492477e-09,3.6641371418492477e-09,0.0001403253215054671
2018,0.00013918245676904916,3.857518038330454e-09,3.857518038330454e-09,0.00013918245676904916
2019,0.00013916856551077217,3.7472511760228144e-09,3.7472511760228144e-09,0.00013916856551077217
