ngram,size,sze,szie,siize
1906,0.0001106409981730394,3.4961885069557345e-08,4.6238611055095443e-10,2.642891183679552e-10
1907,0.00011129558073922194,3.5750708806046664e-08,4.882660278077949e-10,2.3937765262057754e-10
1908,0.00011230383097426966,3.432273411517274e-08,4.471681883904439e-10,2.1882873291190208e-10
1909,0.00011233965467129434,3.5502652246626506e-08,4.5407463602645647e-10,2.498599184695495e-10
1910,0.00011358390890693824,3.4672450561450726e-08,4.0625720347321956e-10,2.614685531579905e-10
1911,0.00011462808782068481,3.330800448152006e-08,4.4631519115410715e-10,2.856728008910585e-10
1912,0.00011558067594056151,3.166526368098792e-08,3.9807634173121594e-10,2.8234178288994675e-10
1913,0.00011668601759343542,2.981651471754633e-08,2.5479026428370284e-10,2.811247157682598e-10
1914,0.00011734581286353725,2.517931260318359e-08,2.254562320566248e-10,2.6644085747231014e-10
1915,0.00011806131182571075,2.3056092019706805e-08,2.777009406159817e-10,2.6865512592344487e-10
1916,0.00011839063310097637,2.072245219864044e-08,2.5140977494286787e-10,2.160727945772172e-10
1917,0.00011829169670818374,1.9462046831262925e-08,2.9330697890303116e-10,2.0249074936648118e-10
1918,0.00011867604605088542,1.8909581075580003e-08,2.661557294003636e-10,1.7533949986381359e-10
1919,0.00011925536403266181,1.8850577606802484e-08,2.513249003751764e-10,1.8871179916343398e-10
1920,0.00011935219663428143,1.999864007729002e-08,2.548344541338946e-10,2.208171899299925e-10
1921,0.00011981052375631407,1.8604660034782228e-08,2.683295728468847e-10,2.343123086429826e-10
1922,0.00012034211457440896,1.8915878387458307e-08,2.1278725210421053e-10,2.4252488212139767e-10
1923,0.00012072890863886901,2.1261447205997034e-08,1.9773538957006716e-10,2.1242115705311093e-10
1924,0.0001212898049353888,2.345051467297513e-08,2.0468124615837168e-10,2.472984832786145e-10
1925,0.00012226621142222678,2.276853524766206e-08,2.2193111832396236e-10,3.105587057358353e-10
1926,0.00012296224615835984,2.252510711286959e-08,2.164425880587676e-10,2.395299752195561e-10
1927,0.0001242542951201488,3.755621566118147e-08,2.1551603557323773e-10,2.1586504409373423e-10
1928,0.00012482870494880314,5.176032935594321e-08,2.5583288860391614e-10,2.3337240869939334e-10
1929,0.00012555421562865376,5.450350240973226e-08,2.3168159256149933e-10,2.5979270718805887e-10
1930,0.00012674058234551921,6.381402251065538e-08,2.3168159256149933e-10,2.870201001473457e-10
1931,0.00012778965174220502,6.2220583732905e-08,2.0907154182506612e-10,2.644100494109125e-10
1932,0.0001272622633093436,6.203133397418372e-08,1.8670443762453763e-10,1.7238934882765226e-10
1933,0.0001269034213951922,6.101860363015379e-08,1.6378147449369607e-10,1.7238934882765226e-10
1934,0.0001270431384909898,4.612824370095073e-08,1.6324046677887845e-10,1.7211884497024344e-10
1935,0.0001284543187856408,3.428967243479519e-08,9.481200546890278e-11,1.7094453828660405e-10
1936,0.00012926669608402465,3.522416250742058e-08,1.1574943781234026e-10,1.6224780844239665e-10
1937,0.00013157366109745844,2.398012950115864e-08,1.1574943781234026e-10,1.7990524942795057e-10
1938,0.0001330996456090361,2.216801713623389e-08,8.951642800030563e-11,1.971767412044047e-10
1939,0.00013554162537080368,2.244245919261597e-08,9.076720724238946e-11,2.2207076653759016e-10
1940,0.00013742439373995045,2.2360943319199578e-08,1.1656046960961675e-10,2.2207076653759016e-10
1941,0.00013905823704720075,2.0841611864901618e-08,2.095175759077504e-10,2.2718146213447048e-10
1942,0.00013971987521342401,3.095492344990751e-08,2.095175759077504e-10,2.076448417971071e-10
1943,0.0001400958384952641,2.6385316788589208e-08,1.8858014356431292e-10,1.8722330233763732e-10
1944,0.0001392229605698958,4.088186018285407e-08,2.2652278862191266e-10,1.9925243399665504e-10
1945,0.00013999840926512012,4.151295827727251e-08,2.6406162970512726e-10,2.3082561457459557e-10
1946,0.00014159947542274104,4.004910701484375e-08,2.888119168423639e-10,2.2247969339821745e-10
1947,0.00014285338901182904,4.0085234179595575e-08,3.4580353659917154e-10,2.2247969339821745e-10
1948,0.00014320377002669766,3.9741177079325296e-08,2.4211068071013283e-10,2.120011230058846e-10
1949,0.00014500989137949155,2.6246855609559005e-08,3.611538211347108e-10,1.8709307714193102e-10
1950,0.00014711380728320883,2.6195707317607945e-08,3.7807379647615743e-10,1.9947970259741917e-10
1951,0.00014919148400492434,1.3213176457733361e-08,4.394257398430769e-10,1.4256573699356068e-10
1952,0.00015013304904901555,1.2318152275980765e-08,4.018868987598623e-10,8.31720040062045e-11
1953,0.00015061570697331002,1.2602335873270119e-08,3.9931029712939447e-10,1.4507008590434823e-10
1954,0.00015192814420775643,1.2039645788267502e-08,3.4555732680059085e-10,2.03133909494811e-10
1955,0.00015399712927839055,1.2021401969113704e-08,3.6933433494074867e-10,2.2951666658491528e-10
1956,0.00015487147486835186,1.2604409516114856e-08,2.637591999968666e-10,2.4298467206561117e-10
1957,0.0001561587435259883,1.821788301167463e-08,3.8702020259208577e-10,2.21888447100265e-10
1958,0.00015671220899093896,1.550531239910161e-08,3.1152922999203424e-10,2.575938698456959e-10
1959,0.00015777805986415063,1.8122504005394343e-08,3.567049859852313e-10,2.5320385966492205e-10
1960,0.00015860079604733204,1.8929207281002747e-08,3.6257657887966184e-10,1.7475767360997096e-10
1961,0.0001584961698556851,1.9576816992891314e-08,4.123336503585635e-10,1.2794941891705999e-10
1962,0.00015766692272986153,2.3493014391005673e-08,3.9516366666975904e-10,1.0487017405263238e-10
1963,0.0001570883988668876,2.99401698354375e-08,4.213110872080301e-10,1.1120988158141998e-10
1964,0.00015567663441678242,3.198286803650165e-08,2.901234193362713e-10,1.1645277599368698e-10
1965,0.0001543711467612801,3.3188134906936284e-08,2.9276504831532435e-10,8.956243484942966e-11
1966,0.0001530014373461849,3.15650999941194e-08,3.091407943126409e-10,1.6619920618315172e-10
1967,0.0001514570987118142,3.187309920755459e-08,3.004248853656831e-10,1.6619920618315172e-10
1968,0.0001511242236509653,3.764860956323446e-08,2.659186105440676e-10,1.5494363728559994e-10
1969,0.00015182062010613402,3.4595653326212935e-08,3.059035544713698e-10,1.4351701077552903e-10
1970,0.00015172399331017265,2.8603823690584055e-08,3.2767469095227955e-10,1.5878733348026079e-10
1971,0.00015283203434332142,2.3306599444034807e-08,3.276322814240094e-10,1.4975161388708358e-10
1972,0.00015447690800231482,2.337278091703508e-08,3.4466426240831183e-10,1.931092032312977e-10
1973,0.00015595637211975242,2.2820142600973473e-08,3.0787505184148856e-10,1.0517849289927637e-10
1974,0.00015802700779334242,2.1501056554232686e-08,2.880941665783787e-10,1.7035851697576121e-10
1975,0.00015973811345507523,1.4915831617453738e-08,2.6003045847497065e-10,1.7035851697576121e-10
1976,0.00016089836676006338,1.3956156230676697e-08,2.0334778404779945e-10,2.176366477908103e-10
1977,0.0001633708452573046,1.3032990432902482e-08,1.8209327795615238e-10,2.0663784473200815e-10
1978,0.00016487650490099831,1.0001678152349314e-08,2.0578209176352098e-10,3.7720537606121343e-10
1979,0.00016530272841919214,8.074426714545422e-09,2.8422037540958607e-10,3.575435086888845e-10
1980,0.00016625670416812812,7.796812592378695e-09,3.7701049623465165e-10,3.967276447834424e-10
1981,0.00016609044230010892,7.434783582433673e-09,3.6782758386763193e-10,4.2310520761582437e-10
1982,0.00016558916623970226,7.89598354953926e-09,3.590200785473309e-10,4.749856718262129e-10
1983,0.00016485400971890028,8.486178236312623e-09,3.719233125841294e-10,4.3353566669163916e-10
1984,0.00016364963916462978,8.587409894289522e-09,3.6854422192605137e-10,4.168070273845105e-10
1985,0.00016202373496655907,9.003061470938941e-09,3.5760673291632527e-10,2.5175674541109775e-10
1986,0.0001614577673275822,9.274934725007305e-09,2.702339968859871e-10,2.1924594183803896e-10
1987,0.0001606054408642064,9.067944046441717e-09,2.262437251432381e-10,1.934367408315144e-10
1988,0.0001595539361005649,1.0906233186399764e-08,2.38709767230727e-10,1.1574197354504077e-10
1989,0.0001587661889581276,1.0588795681546311e-08,2.579063193167538e-10,1.1042559128997859e-10
1990,0.0001584457474694188,9.496928259673204e-09,2.3420871591335006e-10,1.5553773844275857e-10
1991,0.00015763206881404455,9.247881508197712e-09,2.7628696949325414e-10,1.6132568197990693e-10
1992,0.00015693731672529663,9.330475503332991e-09,2.673094364905434e-10,3.2500322076435747e-10
1993,0.0001560065512811499,9.009451597462105e-09,2.842975378923386e-10,3.4432729881636194e-10
1994,0.00015493368638479815,8.83296629489954e-09,2.3674791690567586e-10,3.6346801263187345e-10
1995,0.0001540683816918837,7.251674372099615e-09,2.281836723540463e-10,3.7515371860617567e-10
1996,0.00015267410448619297,7.524787332917932e-09,2.2048174397326648e-10,3.348916758984442e-10
1997,0.0001501829974586144,8.046967219550133e-09,2.1867186831122813e-10,2.97984615157557e-10
1998,0.00014804189517495355,7.878382010265535e-09,1.5139622393047147e-10,3.021794411917078e-10
1999,0.00014631798590666482,7.827809638578337e-09,1.3867153159890274e-10,1.2945699670982184e-10
2000,0.00014540726052863256,7.933350611364988e-09,1.0271794426935138e-10,1.153253479816271e-10
2001,0.0001438251742261595,8.421431044577536e-09,9.191761538415325e-11,9.295115917042272e-11
2002,0.0001425291016598099,8.356195227828981e-09,8.349332832256553e-11,7.277118738951188e-11
2003,0.00014122084914041416,8.596868740694065e-09,1.1101044389283388e-10,6.646914814191694e-11
2004,0.0001401669661780553,8.306029641858004e-09,1.0959848703187954e-10,6.364523442000828e-11
2005,0.00013816605288801448,8.975934979409722e-09,1.1294869305717675e-10,9.599780543902346e-11
2006,0.00013590133832102374,1.013203787536554e-08,1.283884100224318e-10,9.572113340056937e-11
2007,0.00013322647594447647,1.0960275607731416e-08,1.2354544470793982e-10,9.052870407675963e-11
2008,0.00013126114000832395,1.0878676372426201e-08,1.4007973253571393e-10,8.567832356286078e-11
2009,0.00013103627965652516,1.1150846595293323e-08,1.4593734157638697e-10,8.445844891513676e-11
2010,0.0001299169920717499,1.3569412387377205e-08,1.0770189948217102e-10,1.2130351559534536e-10
2011,0.0001263360380627481,1.4095502796708712e-08,1.0225120452725785e-10,1.0575972860368425e-10
2012,0.00012364687219295383,1.550460953276505e-08,9.268528107707143e-11,5.607379466508546e-11
2013,0.00012225196925490827,1.4813487706330112e-08,8.25965868121527e-11,6.162926790921817e-11
2014,0.00011909381074864151,1.3715715166792312e-08,7.186226465085075e-11,7.721651765411699e-11
2015,0.00011558860777378348,1.4138550393941581e-08,5.640779956223823e-11,8.821745144898291e-11
2016,0.0001111228734121791,1.3589277005264324e-08,6.484702606240106e-11,1.028442296602261e-10
2017,0.00010809717059601098,1.1082720519084432e-08,6.610243949434214e-11,7.699902347668708e-11
2018,0.00010785118502099067,1.0803512040524765e-08,7.282357147864182e-11,8.589947225745575e-11
2019,0.00010783425568661187,8.551672259216048e-09,8.168471368058539e-11,1.073743403218197e-10
