ngram,size,sze,szie,siize
1663,6.1447775660131554e-06,0.0,0.0,0.0
1664,7.753276276746743e-06,3.9302981187055204e-08,0.0,0.0
1665,7.326818303811576e-06,3.9302981187055204e-08,0.0,0.0
1666,7.475703690878228e-06,3.9302981187055204e-08,0.0,0.0
1667,5.820686892223291e-06,3.9302981187055204e-08,0.0,0.0
1668,5.992588577490616e-06,3.9302981187055204e-08,0.0,0.0
1669,5.97400997191601e-06,6.925707347298677e-08,0.0,0.0
1670,5.900722823883241e-06,6.925707347298677e-08,0.0,0.0
1671,4.131510373943976e-06,2.995409228593157e-08,0.0,0.0
1672,4.040112198059173e-06,2.995409228593157e-08,0.0,0.0
1673,3.6388291846378706e-06,2.995409228593157e-08,0.0,0.0
1674,3.1534521960046343e-06,2.995409228593157e-08,0.0,0.0
1675,3.293320170476883e-06,2.995409228593157e-08,0.0,0.0
1676,2.955886657218798e-06,4.2946510347974254e-08,0.0,0.0
1677,2.1810487201686816e-06,4.2946510347974254e-08,0.0,0.0
1678,3.1990767541044207e-06,4.2946510347974254e-08,0.0,0.0
1679,4.628136870061488e-06,4.2946510347974254e-08,0.0,0.0
1680,5.896450082738218e-06,4.2946510347974254e-08,0.0,0.0
1681,7.347102707301799e-06,6.532235780858692e-08,0.0,0.0
1682,7.465471169000791e-06,6.532235780858692e-08,0.0,0.0
1683,7.779164142058498e-06,2.237584746061267e-08,0.0,0.0
1684,8.913110410243722e-06,2.237584746061267e-08,0.0,0.0
1685,8.828455033186142e-06,6.278751080961748e-08,0.0,0.0
1686,7.337335773627274e-06,6.278751080961748e-08,0.0,0.0
1687,6.077080050610155e-06,6.278751080961748e-08,0.0,0.0
1688,4.59997691645445e-06,4.041166334900481e-08,0.0,0.0
1689,4.193323824048483e-06,4.041166334900481e-08,0.0,0.0
1690,4.850210822431629e-06,4.041166334900481e-08,0.0,0.0
1691,3.985828129771107e-06,4.041166334900481e-08,0.0,0.0
1692,3.976518866823296e-06,0.0,0.0,0.0
1693,4.491450632875578e-06,0.0,0.0,0.0
1694,4.529305686316677e-06,0.0,0.0,0.0
1695,4.792067345858543e-06,0.0,0.0,0.0
1696,5.327033120140966e-06,0.0,0.0,0.0
1697,6.131641904565706e-06,0.0,0.0,0.0
1698,8.549200791614047e-06,2.0742541145019848e-08,0.0,0.0
1699,7.716919461537536e-06,2.0742541145019848e-08,0.0,0.0
1700,8.22221386442834e-06,2.0742541145019848e-08,0.0,0.0
1701,8.56803067758197e-06,2.0742541145019848e-08,0.0,0.0
1702,9.256300147951282e-06,2.0742541145019848e-08,0.0,0.0
1703,1.0263824866082619e-05,2.0742541145019848e-08,0.0,0.0
1704,9.018453186269784e-06,2.0742541145019848e-08,0.0,0.0
1705,7.253155802443091e-06,0.0,0.0,0.0
1706,7.963299919668185e-06,0.0,0.0,0.0
1707,6.805962519657831e-06,0.0,0.0,0.0
1708,6.524957955532175e-06,0.0,0.0,0.0
1709,6.169229501600577e-06,0.0,0.0,0.0
1710,6.087095373784125e-06,0.0,0.0,0.0
1711,6.315955813209127e-06,0.0,0.0,0.0
1712,5.451343732992038e-06,0.0,0.0,0.0
1713,5.494890339312926e-06,0.0,0.0,0.0
1714,7.789069741193089e-06,0.0,0.0,0.0
1715,7.899329050685213e-06,0.0,0.0,0.0
1716,7.214240213215817e-06,0.0,0.0,0.0
1717,6.161491975425244e-06,1.5282810953262275e-08,0.0,0.0
1718,5.896819467514953e-06,1.5282810953262275e-08,0.0,0.0
1719,6.110876321534826e-06,1.5282810953262275e-08,0.0,0.0
1720,5.882024327417769e-06,1.5282810953262275e-08,0.0,0.0
1721,3.78760829075223e-06,2.404286902901731e-08,0.0,0.0
1722,5.849236556189551e-06,3.1770455726538264e-08,0.0,0.0
1723,6.738462518894396e-06,3.1770455726538264e-08,0.0,0.0
1724,7.47634278143648e-06,1.648764477327599e-08,0.0,0.0
1725,7.516435256807849e-06,1.648764477327599e-08,0.0,0.0
1726,7.653550580601274e-06,1.648764477327599e-08,0.0,0.0
1727,7.638084363341996e-06,2.3330360627531784e-08,0.0,0.0
1728,8.047347169589816e-06,1.4570302551776746e-08,0.0,0.0
1729,6.2995691873116555e-06,1.9586669302335783e-08,0.0,0.0
1730,5.481124162542983e-06,1.9586669302335783e-08,0.0,0.0
1731,4.707252141348103e-06,2.6553408868526925e-08,0.0,0.0
1732,5.972803624639969e-06,4.5328980949729414e-08,0.0,0.0
1733,6.39861774029019e-06,4.5328980949729414e-08,0.0,0.0
1734,8.204219446789856e-06,3.848626509547362e-08,0.0,0.0
1735,7.918108102395699e-06,4.495319113776272e-08,0.0,0.0
1736,8.276771170910382e-06,3.220923768968273e-08,0.0,0.0
1737,8.60188099847749e-06,5.297412235855907e-08,0.0,0.0
1738,8.632574040997757e-06,5.149919906395033e-08,0.0,0.0
1739,7.291167776202201e-06,3.5954543469480475e-08,0.0,0.0
1740,7.468603566199558e-06,4.3441822076114734e-08,0.0,0.0
1741,5.811953899735402e-06,4.3441822076114734e-08,0.0,0.0
1742,6.4233947471491e-06,3.6974896033825644e-08,0.0,0.0
1743,6.333619239740074e-06,3.6974896033825644e-08,0.0,0.0
1744,6.513005830908826e-06,1.6210011364949295e-08,0.0,0.0
1745,1.0901115924103319e-05,1.0718195093366895e-08,0.0,0.0
1746,1.1883951823879865e-05,7.48727860663426e-09,0.0,0.0
1747,1.2263128740284759e-05,0.0,0.0,0.0
1748,1.2673237441569135e-05,0.0,0.0,0.0
1749,1.2966607950407446e-05,0.0,0.0,0.0
1750,1.4676500411171998e-05,3.298731446729367e-09,0.0,6.597462893458734e-09
1751,1.576268602678153e-05,3.298731446729367e-09,0.0,6.597462893458734e-09
1752,1.3153564785690313e-05,3.298731446729367e-09,0.0,6.597462893458734e-09
1753,1.538312530361249e-05,3.298731446729367e-09,0.0,6.597462893458734e-09
1754,1.675707361365702e-05,7.48280015727687e-09,0.0,6.597462893458734e-09
1755,1.9806792287064517e-05,1.518941569348239e-08,0.0,6.597462893458734e-09
1756,2.201504958065925e-05,1.518941569348239e-08,0.0,6.597462893458734e-09
1757,2.5284114209560876e-05,1.1890684246753023e-08,0.0,0.0
1758,2.575438702479005e-05,1.1890684246753023e-08,0.0,0.0
1759,2.597562602854201e-05,1.536947914969135e-08,0.0,3.4787949029383267e-09
1760,2.4802551966526414e-05,1.536947914969135e-08,0.0,3.4787949029383267e-09
1761,2.613506954470982e-05,1.3960977897551987e-08,0.0,3.4787949029383267e-09
1762,2.5051046707501102e-05,1.1619526420401729e-08,0.0,3.4787949029383267e-09
1763,2.410884891495308e-05,1.1619526420401729e-08,0.0,3.4787949029383267e-09
1764,2.3193071943491566e-05,1.7240885798384753e-08,0.0,3.4787949029383267e-09
1765,2.5325561312326628e-05,2.313570262353031e-08,0.0,3.4787949029383267e-09
1766,2.723755174624135e-05,2.3057959858923434e-08,0.0,0.0
1767,2.8072158394414665e-05,2.3057959858923434e-08,0.0,2.9445022927835194e-09
1768,3.098303360664951e-05,2.5646817495125366e-08,0.0,2.9445022927835194e-09
1769,3.1727345620830807e-05,2.332791306157235e-08,0.0,2.9445022927835194e-09
1770,3.6004259267688864e-05,2.6210834645569647e-08,0.0,5.827423876780813e-09
1771,3.721037189409669e-05,2.058947526758662e-08,0.0,5.827423876780813e-09
1772,3.895895913176771e-05,1.4694658442441063e-08,0.0,5.827423876780813e-09
1773,4.048406169334028e-05,1.1293606304109614e-08,0.0,5.827423876780813e-09
1774,4.272055489959062e-05,1.3966069443784233e-08,0.0,2.8829215839972935e-09
1775,4.114020703127608e-05,8.601644349174161e-09,0.0,2.8829215839972935e-09
1776,4.3442638083693706e-05,1.3692493234478725e-08,0.0,2.8829215839972935e-09
1777,4.1642448715200385e-05,1.0126913276207818e-07,0.0,0.0
1778,4.025517929611462e-05,1.0405027645837045e-07,0.0,0.0
1779,3.762582933372219e-05,1.1173533362044249e-07,0.0,0.0
1780,3.7531733011876766e-05,1.1173533362044249e-07,0.0,0.0
1781,3.842962827807891e-05,1.0906287048076787e-07,0.0,0.0
1782,4.1365667389722406e-05,1.1553727092510663e-07,0.0,0.0
1783,4.160165423984706e-05,1.5306674404160147e-07,0.0,0.0
1784,4.2650179498845576e-05,6.926507139277354e-08,0.0,0.0
1785,4.313056680465317e-05,6.648392769648126e-08,0.0,0.0
1786,4.542750269008268e-05,6.013896885243802e-08,0.0,0.0
1787,4.555342820822261e-05,6.142811047128913e-08,0.0,0.0
1788,4.55210091396501e-05,6.142811047128913e-08,0.0,0.0
1789,4.364890420609819e-05,5.4953710026950375e-08,0.0,0.0
1790,4.3459238180990466e-05,1.1496825206133313e-08,0.0,0.0
1791,4.4663999038415826e-05,1.0268767804331804e-08,0.0,0.0
1792,4.552478224338431e-05,1.2445291908136369e-08,0.0,0.0
1793,4.8642693270396974e-05,1.2091215711202657e-08,0.0,0.0
1794,5.155632710999011e-05,1.1800059659553393e-08,0.0,9.979855672018596e-10
1795,5.288582126792919e-05,1.3626603908737219e-08,0.0,9.979855672018596e-10
1796,5.409469044285028e-05,6.29310059936066e-08,0.0,9.979855672018596e-10
1797,5.6715778815227426e-05,6.18551564888849e-08,0.0,1.5649092180832928e-09
1798,5.828639664936678e-05,5.758263878417681e-08,0.0,2.1435658962129114e-09
1799,6.127013434057258e-05,5.720842345878298e-08,0.0,2.1435658962129114e-09
1800,6.0214795666979626e-05,5.786905697492882e-08,0.0,2.5552298055231404e-09
1801,5.931190181789654e-05,5.733541187856263e-08,0.0,1.5572442383212807e-09
1802,6.0250032609993855e-05,5.594299442738101e-08,0.0,1.5572442383212807e-09
1803,6.0828285703402276e-05,1.0499591989494256e-08,0.0,1.5572442383212807e-09
1804,6.220264757368048e-05,1.0891132503790653e-08,0.0,9.903205874398476e-10
1805,6.0937122595662784e-05,1.1551561675458645e-08,0.0,4.116639093102289e-10
1806,6.275336064780796e-05,1.1300553445384561e-08,0.0,6.702140112732227e-10
1807,6.324049588459144e-05,1.049078271872109e-08,0.0,2.5855010196299387e-10
1808,6.219943575810507e-05,1.1203258225884433e-08,0.0,2.5855010196299387e-10
1809,5.9551325518571374e-05,1.1492830687132027e-08,1.809248148124506e-10,4.3947491677544445e-10
1810,6.020444821582974e-05,8.285643980445099e-09,1.809248148124506e-10,4.3947491677544445e-10
1811,5.816636829487314e-05,7.463407986867715e-09,1.809248148124506e-10,4.3947491677544445e-10
1812,5.92895682659998e-05,6.866464673040338e-08,1.809248148124506e-10,4.3947491677544445e-10
1813,5.4971959408638736e-05,7.778221336859506e-08,1.809248148124506e-10,1.809248148124506e-10
1814,5.432432434255523e-05,9.199031466725468e-08,1.809248148124506e-10,1.809248148124506e-10
1815,5.6103574544457456e-05,9.757342362653227e-08,1.809248148124506e-10,1.809248148124506e-10
1816,5.9561347110762396e-05,1.698760504328537e-07,0.0,0.0
1817,5.853018280634258e-05,2.007501900586866e-07,0.0,1.7134757105249524e-10
1818,5.882445111637935e-05,2.0416484020862364e-07,1.2532441116621028e-09,1.7134757105249524e-10
1819,5.9725162697889444e-05,1.5527381869162582e-07,1.2532441116621028e-09,1.7134757105249524e-10
1820,6.181664970686793e-05,1.5757588173974974e-07,1.2532441116621028e-09,1.7134757105249524e-10
1821,6.391049672466969e-05,1.5127258506148727e-07,1.2532441116621028e-09,1.7134757105249524e-10
1822,6.400731269552904e-05,1.4813095816634814e-07,1.2532441116621028e-09,1.7134757105249524e-10
1823,6.277068626202111e-05,1.0432088868940679e-07,1.2532441116621028e-09,1.7134757105249524e-10
1824,6.36112256740619e-05,8.164485722415651e-08,1.2532441116621028e-09,0.0
1825,6.450257465725631e-05,1.3475784983134937e-07,1.266168043428146e-10,0.0
1826,6.554163753337759e-05,1.2477732853304652e-07,1.266168043428146e-10,0.0
1827,6.688292705803178e-05,1.2926968930214245e-07,2.311874104852864e-10,0.0
1828,6.701877438380117e-05,1.3961497025150038e-07,2.311874104852864e-10,0.0
1829,6.808056631208663e-05,1.4365656854563114e-07,2.311874104852864e-10,1.405485569197903e-10
1830,6.935704316544746e-05,1.443659378708162e-07,2.311874104852864e-10,3.3115764099177017e-10
1831,7.064288053827892e-05,1.7657345553954785e-07,2.311874104852864e-10,3.3115764099177017e-10
1832,7.189054615862136e-05,1.4693108647228265e-07,1.0457060614247179e-10,3.3115764099177017e-10
1833,7.194650554863204e-05,2.1223034098381633e-07,1.0457060614247179e-10,3.3115764099177017e-10
1834,7.173095010719927e-05,2.1362171358824916e-07,0.0,3.3115764099177017e-10
1835,7.287953901270936e-05,2.615614655659166e-07,0.0,3.3115764099177017e-10
1836,7.35624915770521e-05,2.72591803098164e-07,0.0,1.9060908407197985e-10
1837,7.409568934235722e-05,2.6442721434705163e-07,0.0,7.744141042717193e-11
1838,7.45428042137064e-05,2.4229656097369503e-07,7.632574730972611e-11,7.744141042717193e-11
1839,7.55203644595375e-05,2.2342300098898704e-07,1.5210718399113635e-10,7.744141042717193e-11
1840,7.44441120852051e-05,1.659944765768679e-07,6.056229803367127e-10,2.2861334254236406e-10
1841,7.434676081174985e-05,1.6134526755909713e-07,6.056229803367127e-10,2.985909535497504e-10
1842,7.423584611387923e-05,1.0119068960534605e-07,6.664384203222287e-10,2.985909535497504e-10
1843,7.400337407099349e-05,8.774641813147355e-08,6.664384203222287e-10,2.985909535497504e-10
1844,7.53135682316497e-05,9.737332413400119e-08,6.664384203222287e-10,2.211495431225785e-10
1845,7.530749904357695e-05,9.793225735117111e-08,5.901126730125026e-10,2.211495431225785e-10
1846,7.502928513401587e-05,9.182621190413037e-08,5.143312363310924e-10,2.8637004275847543e-10
1847,7.582086878496089e-05,8.520192957511036e-08,6.081543998551605e-11,1.3519811064328328e-10
1848,7.764044338338343e-05,7.504336301573338e-08,6.081543998551605e-11,6.52204996358969e-11
1849,7.82175047788769e-05,7.977895829672629e-08,0.0,6.52204996358969e-11
1850,7.839811171704371e-05,7.904263707051281e-08,0.0,6.52204996358969e-11
1851,7.813098220919658e-05,5.076540965376353e-08,4.642859509549981e-11,1.1164909473139671e-10
1852,7.935312584907348e-05,3.7041710143626005e-08,4.642859509549981e-11,1.1164909473139671e-10
1853,7.991931488504633e-05,6.092726856365971e-08,4.642859509549981e-11,4.642859509549981e-11
1854,8.189173864333757e-05,6.548224844899713e-08,9.6930455725389e-11,4.642859509549981e-11
1855,8.212999403310408e-05,6.736805830647491e-08,1.4943220470544005e-10,9.893034407555084e-11
1856,8.298897903711935e-05,6.092899416744655e-08,1.4943220470544005e-10,9.893034407555084e-11
1857,8.451808389509097e-05,6.248426563461504e-08,1.4943220470544005e-10,9.893034407555084e-11
1858,8.52124420427052e-05,1.083941409011199e-07,2.1821063606835319e-10,5.250174898005103e-11
1859,8.608643630785602e-05,1.1049001307534517e-07,6.447163556990074e-10,5.250174898005103e-11
1860,8.633409431370507e-05,9.253496356466582e-08,6.447163556990074e-10,5.250174898005103e-11
1861,8.565453130618803e-05,9.088963943375867e-08,6.507011754816208e-10,1.089884293925536e-10
1862,8.587022187254791e-05,9.431761124493018e-08,5.981994265015698e-10,1.1220495167916868e-10
1863,8.481376426061615e-05,9.926936631440445e-08,5.981994265015698e-10,1.5994283278760894e-10
1864,8.493517088936642e-05,1.1463273352774195e-07,6.452945479549856e-10,2.0703795424102467e-10
1865,8.539010949399588e-05,7.46343593911141e-08,5.743140724894553e-10,2.0703795424102467e-10
1866,8.524708599517388e-05,7.761317531519905e-08,1.4780835285880097e-10,2.9551719404885546e-10
1867,8.550181623182393e-05,9.020473764767953e-08,5.367204617253865e-10,3.819421088925777e-10
1868,8.664585870324768e-05,9.26111910968887e-08,5.250454793159776e-10,3.702671264831687e-10
1869,8.698906562390871e-05,9.686806582262112e-08,5.64631365472325e-10,3.1454885521650256e-10
1870,8.926387714122288e-05,9.69266216494751e-08,5.64631365472325e-10,2.6681097410806235e-10
1871,9.037798840186692e-05,8.860441015810596e-08,5.175362440189093e-10,2.602919150059993e-10
1872,9.11930505286104e-05,1.1050073364263621e-07,4.733096930260266e-10,2.602919150059993e-10
1873,9.232497541233897e-05,1.4569235316587636e-07,4.733096930260266e-10,1.7181267519816856e-10
1874,9.350431667241667e-05,1.3811304557163696e-07,1.2413829884673688e-10,8.538776035444634e-11
1875,9.497646325533944e-05,1.416438856998476e-07,7.932660084364329e-11,4.057606235135276e-11
1876,9.615402606349173e-05,1.4316747508148963e-07,3.974071468729587e-11,7.890804676335961e-11
1877,9.600522337547903e-05,1.428448602577451e-07,7.469238719589758e-11,1.1385971927196132e-10
1878,9.629084524931386e-05,1.4857089273131612e-07,1.109777468334881e-10,1.4585437619578963e-10
1879,9.7305302915629e-05,1.486209047893031e-07,1.458915607369501e-10,1.4585437619578963e-10
1880,9.826819794917745e-05,1.0630677341591113e-07,2.4455160912190925e-10,1.4585437619578963e-10
1881,9.917702638111743e-05,9.82476033227288e-08,2.3637648981024636e-10,1.4585437619578963e-10
1882,9.921308602705332e-05,1.012162549329787e-07,2.3637648981024636e-10,1.4585437619578963e-10
1883,9.901526417317135e-05,9.169658099494882e-08,2.684991177805328e-10,1.0752239178378277e-10
1884,9.869857811801401e-05,9.538705165417533e-08,2.640583525646635e-10,7.257071927518105e-11
1885,9.86042245390958e-05,8.241765314664917e-08,2.567962707557468e-10,0.0
1886,9.876336948114581e-05,5.6001222199191554e-08,2.4947107276788015e-10,2.7588615915595328e-11
1887,9.85327611228318e-05,5.7756552556449085e-08,1.5081102438292097e-10,2.7588615915595328e-11
1888,9.814434763809134e-05,6.565754873122387e-08,1.7325111385207188e-10,2.7588615915595328e-11
1889,9.837101658506851e-05,5.844534304141494e-08,2.51763802266198e-10,7.993040554829126e-11
1890,9.933779178287036e-05,7.045498000885736e-08,2.4493686444161863e-10,1.0522609569399829e-10
1891,0.00010088091533231948,6.499933391523882e-08,2.400310089578639e-10,1.30831147502976e-10
1892,0.00010221587789211688,6.857469563621115e-08,2.3347931326395914e-10,1.30831147502976e-10
1893,0.00010264960915914603,7.080270642794468e-08,2.750757201384703e-10,1.4936587879242425e-10
1894,0.00010274895612383261,7.533875390208777e-08,2.97167492993974e-10,2.1564119735893528e-10
1895,0.00010341184783361054,6.861427438918457e-08,2.855042234374748e-10,2.368124050030776e-10
1896,0.00010230720571209011,6.522571790615725e-08,2.0699153502334866e-10,3.395140220550731e-10
1897,0.00010272174196351054,5.31676478081928e-08,2.188493553045845e-10,3.3279508712283755e-10
1898,0.00010174443845504097,4.913503940226097e-08,2.112824716769625e-10,3.2522820349521556e-10
1899,0.00010189947663872902,4.392260168271735e-08,2.2523870268909008e-10,3.2522820349521556e-10
1900,0.00010239694529445842,4.435264041749828e-08,1.741242844355284e-10,3.3331666989980645e-10
1901,0.00010298462439095601,4.000017383987142e-08,2.2057925922310976e-10,3.013147251548379e-10
1902,0.0001045593006503103,3.687821146870972e-08,2.126734245060697e-10,3.317983883675625e-10
1903,0.00010658056271495298,3.4859959997999927e-08,2.604908570593066e-10,1.9269412652813044e-10
1904,0.00010765639412316627,3.443939888825298e-08,2.391910865801832e-10,2.0582485121029796e-10
1905,0.00010956968409508201,3.512258496739053e-08,3.1263409024294223e-10,2.487741322467128e-10
