ngram,fun,fn,funn,fuun
1603,5.274389747812945e-06,1.3352262645379857e-06,1.0575175955247168e-06,0.0
1604,4.237956090946682e-06,1.2141641718699248e-06,1.0575175955247168e-06,0.0
1605,4.350392982489991e-06,1.1256963391913035e-06,1.0575175955247168e-06,0.0
1606,4.001077538110362e-06,1.0878652980344278e-06,9.396064472509482e-07,0.0
1607,5.281059519087908e-06,2.3678472790119746e-06,9.396064472509482e-07,0.0
1608,4.508471542002164e-06,2.3809084674602284e-06,9.396064472509482e-07,0.0
1609,4.279542646859877e-06,2.3607810086494804e-06,0.0,0.0
1610,3.965115484204164e-06,2.8705740646728373e-06,0.0,0.0
1611,3.8652041130912295e-06,2.972986343203437e-06,0.0,0.0
1612,4.828770134476404e-06,4.04898925613192e-06,0.0,0.0
1613,5.3875822264412165e-06,4.927772002767077e-06,0.0,0.0
1614,3.894588076036598e-06,3.4347778523624584e-06,0.0,0.0
1615,5.0190058930508845e-06,2.8357450787552807e-06,0.0,0.0
1616,5.190756447908436e-06,2.6470711012344898e-06,0.0,0.0
1617,5.051587387632546e-06,2.137278045211133e-06,0.0,0.0
1618,4.129876872736661e-06,2.1333429052512135e-06,0.0,0.0
1619,4.629356940962939e-06,1.6200124670311716e-06,1.1253449981398132e-07,0.0
1620,4.938432604311467e-06,9.633663548161816e-07,2.1327341365966796e-07,0.0
1621,5.473686607209467e-06,1.4986203577141817e-06,2.1327341365966796e-07,0.0
1622,4.160958821687798e-06,1.5689687659557552e-06,2.1327341365966796e-07,0.0
1623,5.686433658930972e-06,1.8383829569756927e-06,2.1327341365966796e-07,0.0
1624,5.763806224682152e-06,2.137047342135442e-06,2.1327341365966796e-07,0.0
1625,7.009776546900477e-06,2.4538936551315212e-06,2.1327341365966796e-07,0.0
1626,5.434293565745715e-06,2.8097084460958806e-06,1.0073891384568664e-07,0.0
1627,5.2847935551523865e-06,2.6672630448436915e-06,0.0,0.0
1628,5.208120943020081e-06,2.1975206680378634e-06,0.0,0.0
1629,5.987427877179081e-06,2.12717225979629e-06,0.0,0.0
1630,4.877769502594934e-06,2.202754062961633e-06,0.0,0.0
1631,4.996572767725281e-06,2.300849595420524e-06,0.0,0.0
1632,4.208733116684016e-06,2.0687784123245886e-06,9.162613423541188e-08,0.0
1633,4.620011493118779e-06,1.2873839442103678e-06,9.162613423541188e-08,0.0
1634,4.155056071145477e-06,1.2510307669799658e-06,9.162613423541188e-08,0.0
1635,4.4373521177476505e-06,1.9263965782556625e-06,9.162613423541188e-08,0.0
1636,4.402288433474106e-06,2.100085396250506e-06,9.162613423541188e-08,0.0
1637,4.577129110267768e-06,1.974569784124469e-06,9.162613423541188e-08,0.0
1638,4.3470044732073025e-06,1.8471500149124559e-06,9.162613423541188e-08,0.0
1639,5.1347974801631476e-06,1.9753786659748584e-06,0.0,0.0
1640,4.929135213517709e-06,2.3523261347691005e-06,0.0,0.0
1641,5.211849725128559e-06,2.348352146392634e-06,0.0,0.0
1642,5.2266211533995895e-06,1.9313242043088915e-06,1.0794983446820489e-07,0.0
1643,4.4519775721190465e-06,1.9382802796436797e-06,1.0794983446820489e-07,0.0
1644,4.509172055934739e-06,2.0854457635063487e-06,1.0794983446820489e-07,0.0
1645,5.302184003344987e-06,2.012572939033167e-06,1.0794983446820489e-07,0.0
1646,4.862167608215324e-06,2.00330723438518e-06,1.0794983446820489e-07,0.0
1647,5.69700700582741e-06,1.9054491774893125e-06,1.0794983446820489e-07,0.0
1648,5.791755305446193e-06,2.0152511816767012e-06,1.0794983446820489e-07,0.0
1649,6.3659785577588735e-06,2.004312786344339e-06,0.0,0.0
1650,6.975896147715892e-06,1.999348439442526e-06,0.0,0.0
1651,7.214622330918376e-06,1.9767032232006646e-06,0.0,0.0
1652,6.808663329138653e-06,1.8359072961564898e-06,0.0,0.0
1653,6.756513812433695e-06,1.8351951942869554e-06,0.0,0.0
1654,7.0020370393259716e-06,1.7093952838617303e-06,0.0,0.0
1655,7.351065505645238e-06,5.547362117600382e-06,0.0,0.0
1656,6.564881362334875e-06,5.596909667409429e-06,4.530733122010133e-08,0.0
1657,6.942105008939896e-06,5.699273442262763e-06,4.530733122010133e-08,0.0
1658,7.035493484051715e-06,6.105891697773456e-06,4.530733122010133e-08,0.0
1659,6.826440312579507e-06,6.178889041815897e-06,4.530733122010133e-08,0.0
1660,6.7942557637122396e-06,6.1179103291968725e-06,1.25482131352328e-07,0.0
1661,7.255097638595284e-06,5.8275280301651426e-06,1.25482131352328e-07,0.0
1662,6.4815321820788085e-06,1.8415147370173405e-06,1.25482131352328e-07,0.0
1663,6.4634040362372095e-06,1.7418360016563383e-06,1.458697787321788e-07,0.0
1664,6.0030715433510655e-06,1.660306590370705e-06,1.458697787321788e-07,0.0
1665,5.147688528138263e-06,1.13014577404361e-06,1.458697787321788e-07,0.0
1666,5.63172352485708e-06,1.680599780229386e-06,1.458697787321788e-07,0.0
1667,6.3705045119734545e-06,1.8619554761504072e-06,6.569497859995213e-08,0.0
1668,5.323735357316244e-06,2.0369683397802874e-06,6.569497859995213e-08,0.0
1669,5.416310549272956e-06,2.25530953100263e-06,6.569497859995213e-08,0.0
1670,5.35454072243218e-06,2.4563196185616628e-06,0.0,0.0
1671,5.624841898160022e-06,2.6509066271631e-06,0.0,0.0
1672,5.5088431249064996e-06,2.627253349731161e-06,0.0,0.0
1673,5.89573392062448e-06,2.2450450550033044e-06,0.0,0.0
1674,5.899253275336898e-06,2.05087862273753e-06,0.0,0.0
1675,6.434667739085853e-06,2.0817767563130474e-06,0.0,0.0
1676,7.012103326685194e-06,2.2546474675826696e-06,1.7178604139189702e-07,0.0
1677,7.2536234776115246e-06,1.9587884513124924e-06,1.7178604139189702e-07,0.0
1678,6.893344366939605e-06,1.6672793857911268e-06,1.7178604139189702e-07,0.0
1679,6.96269895732777e-06,1.701192266929346e-06,1.7178604139189702e-07,0.0
1680,6.264971521626908e-06,1.766316407676121e-06,1.8988797023666848e-07,0.0
1681,5.405245864104862e-06,1.7847370697511776e-06,2.1226381769728115e-07,0.0
1682,4.552839560087055e-06,1.7401143363063705e-06,2.1226381769728115e-07,0.0
1683,5.8194910122568085e-06,1.5325094539418518e-06,4.047777630538414e-08,0.0
1684,5.990828250495335e-06,1.715237431199057e-06,4.047777630538414e-08,0.0
1685,6.363438290333891e-06,1.8985262093857663e-06,4.047777630538414e-08,0.0
1686,7.3617934504000004e-06,1.8888421696569172e-06,6.810698291051917e-08,0.0
1687,7.044720924958321e-06,1.7740041065345785e-06,5.0005054065747704e-08,0.0
1688,6.999671963317919e-06,1.714236093773382e-06,2.762920660513503e-08,0.0
1689,7.121751065954283e-06,2.0265153872449967e-06,2.762920660513503e-08,0.0
1690,5.590072273012733e-06,1.9486412676477423e-06,2.762920660513503e-08,0.0
1691,5.3250761798803325e-06,1.8671088842633514e-06,2.762920660513503e-08,0.0
1692,5.258044146622913e-06,1.986584006122679e-06,2.762920660513503e-08,0.0
1693,4.166188513668853e-06,1.9850087125762783e-06,0.0,0.0
1694,4.331869831730728e-06,2.006049239103699e-06,0.0,0.0
1695,4.22246820822433e-06,2.191846208786176e-06,0.0,0.0
1696,3.9692646233951175e-06,2.237894867513595e-06,1.5745945753613862e-08,0.0
1697,4.440156219841031e-06,2.4623984212926838e-06,1.5745945753613862e-08,0.0
1698,4.2226132076653556e-06,2.566637574221074e-06,1.5745945753613862e-08,0.0
1699,3.691645718260718e-06,2.6217147218890853e-06,1.5745945753613862e-08,0.0
1700,3.736718164353598e-06,2.7661962544048687e-06,1.5745945753613862e-08,0.0
1701,3.519239109144629e-06,2.8072914964078725e-06,1.5745945753613862e-08,0.0
1702,3.393141111830898e-06,2.938504914189772e-06,1.5745945753613862e-08,0.0
1703,3.682225269585615e-06,2.9047019195006996e-06,0.0,0.0
1704,2.6715753652492173e-06,2.796427582195195e-06,0.0,0.0
1705,2.936829040273941e-06,2.7252693988495073e-06,0.0,0.0
1706,2.998833516747774e-06,2.566870827130125e-06,0.0,0.0
1707,2.8276420899991147e-06,2.543199603418803e-06,1.2152453012147037e-08,0.0
1708,2.9812865380206077e-06,2.71615668420314e-06,1.2152453012147037e-08,0.0
1709,3.246913040909151e-06,2.489355340782952e-06,1.2152453012147037e-08,0.0
1710,3.824870288683867e-06,2.3478425776245004e-06,1.2152453012147037e-08,0.0
1711,4.046124753845756e-06,2.3451429374940095e-06,1.2152453012147037e-08,0.0
1712,4.255836367000094e-06,2.4014282514274654e-06,1.2152453012147037e-08,0.0
1713,4.894365182345999e-06,2.4485694081834353e-06,1.2152453012147037e-08,1.0818015182069627e-08
1714,5.671068493029452e-06,2.3858774511609226e-06,0.0,1.0818015182069627e-08
1715,5.866439843365308e-06,2.2545770142252356e-06,0.0,1.0818015182069627e-08
1716,5.985610674282985e-06,2.243650409842043e-06,0.0,1.0818015182069627e-08
1717,6.845758142454932e-06,2.2508546148206473e-06,0.0,1.0818015182069627e-08
1718,7.133306228622262e-06,2.260062664000933e-06,0.0,1.0818015182069627e-08
1719,6.810776929861666e-06,2.3361712919722777e-06,0.0,1.740288624318964e-08
1720,7.367282705672551e-06,2.4339900781862004e-06,0.0,6.584871061120014e-09
1721,7.2916413306042415e-06,2.454255341685244e-06,0.0,6.584871061120014e-09
1722,1.022467787541765e-05,2.3814555204028565e-06,0.0,6.584871061120014e-09
1723,1.2381562945457908e-05,2.4183903925794378e-06,0.0,6.584871061120014e-09
1724,1.1899523477560641e-05,2.2547551614999454e-06,5.870919750350367e-09,6.584871061120014e-09
1725,1.7703908270050306e-05,2.3421443821851947e-06,5.870919750350367e-09,6.584871061120014e-09
1726,1.8256013715602292e-05,2.2780177622345425e-06,5.870919750350367e-09,0.0
1727,1.9822964856887537e-05,2.0461466842139738e-06,5.870919750350367e-09,0.0
1728,2.2013347656216604e-05,2.039884910638128e-06,5.870919750350367e-09,0.0
1729,2.0534160544879603e-05,2.0038269050408938e-06,5.870919750350367e-09,0.0
1730,2.239060735779016e-05,2.053122524817549e-06,1.4054157710623777e-08,0.0
1731,2.2293837511304965e-05,2.2484237628564837e-06,2.9083456658846833e-08,0.0
1732,1.7715363875530394e-05,2.327012095650259e-06,2.9083456658846833e-08,0.0
1733,1.7789850712038708e-05,2.230503241662518e-06,2.9083456658846833e-08,0.0
1734,1.824376548548961e-05,2.255818701866831e-06,2.9083456658846833e-08,0.0
1735,2.3980331336913097e-05,2.203514765954294e-06,2.9083456658846833e-08,0.0
1736,2.454847760548416e-05,2.137774052763624e-06,2.9083456658846833e-08,0.0
1737,2.2477732792529942e-05,1.945092256911656e-06,3.474347514449099e-08,0.0
1738,2.2197748616495767e-05,1.7321678862052586e-06,2.4826888989082363e-08,0.0
1739,2.291041398296199e-05,1.527917074132087e-06,4.098147193027606e-08,0.0
1740,2.40059228287594e-05,1.4111839001478593e-06,4.098147193027606e-08,0.0
1741,2.2872888361494654e-05,1.3579261154258608e-06,4.098147193027606e-08,0.0
1742,1.9510673545093077e-05,1.4056316136442807e-06,4.098147193027606e-08,6.377372281057043e-09
1743,1.8929934153025636e-05,1.431496473612372e-06,4.098147193027606e-08,6.377372281057043e-09
1744,2.0225179858763503e-05,1.4999661094147347e-06,2.7138215484358496e-08,6.377372281057043e-09
1745,2.8483851825252975e-05,1.7336606755894276e-06,1.61545829411937e-08,1.26889483047827e-08
1746,3.001068736401586e-05,1.681294682904471e-06,0.0,1.26889483047827e-08
1747,3.482923628845518e-05,1.765292641461461e-06,0.0,1.26889483047827e-08
1748,3.546612580456505e-05,1.7448987007030934e-06,3.639731817526938e-09,1.26889483047827e-08
1749,3.375255411291229e-05,1.670993989526843e-06,3.639731817526938e-09,6.311576023725658e-09
1750,3.842876945522481e-05,1.7260357805883229e-06,3.639731817526938e-09,6.311576023725658e-09
1751,4.0393033746763e-05,1.7303627016320076e-06,7.2088704529603225e-09,6.311576023725658e-09
1752,3.630831685898427e-05,1.478466856497107e-06,7.2088704529603225e-09,0.0
1753,4.175910544290673e-05,1.4606099512093351e-06,1.2238222879545901e-08,0.0
1754,4.053379156435507e-05,1.4662392037020515e-06,1.2238222879545901e-08,0.0
1755,4.389130221430345e-05,1.5606228933912852e-06,8.598491062018963e-09,0.0
1756,4.5742025187272315e-05,1.602525360665043e-06,1.163396160360922e-08,0.0
1757,4.775085056150731e-05,1.6375561407195555e-06,1.4679084868264778e-08,0.0
1758,4.710771307665189e-05,1.6976751047487987e-06,1.1109946232831395e-08,0.0
1759,4.939372177302305e-05,1.8552428368171344e-06,1.4588741135769721e-08,0.0
