ngram,instruction,instruction,instructon,instrucion
1873,6.284480124512421e-05,6.284480124512421e-05,1.6712092305264698e-09,3.0806783949241125e-09
1874,6.139670793865142e-05,6.139670793865142e-05,1.481000699061446e-09,3.1393293678913128e-09
1875,6.14194073672739e-05,6.14194073672739e-05,1.8185526537032155e-09,2.9485342738817214e-09
1876,5.9986526009327334e-05,5.9986526009327334e-05,1.8851854165026693e-09,3.208080880310961e-09
1877,5.894590711769914e-05,5.894590711769914e-05,1.7642885684145325e-09,3.0798992245451018e-09
1878,5.816919292556122e-05,5.816919292556122e-05,1.7342536414880323e-09,2.716674409240584e-09
1879,5.6758674223341844e-05,5.6758674223341844e-05,1.8208813861481892e-09,2.5683541325451286e-09
1880,5.6000780334995526e-05,5.6000780334995526e-05,1.9463060528325725e-09,2.7495843697116537e-09
1881,5.659557116034973e-05,5.659557116034973e-05,2.0001272384360747e-09,2.873576995402313e-09
1882,5.664762543996663e-05,5.664762543996663e-05,2.0218891957516203e-09,2.781111563265881e-09
1883,5.799229204837632e-05,5.799229204837632e-05,1.8634277454410153e-09,2.5978126633979012e-09
1884,5.8938133276699644e-05,5.8938133276699644e-05,1.7802020968460397e-09,3.0288316933889193e-09
1885,5.980349253929619e-05,5.980349253929619e-05,1.8454606255856122e-09,3.137612614168006e-09
1886,6.105286956881173e-05,6.105286956881173e-05,2.21533869027013e-09,3.0294468203858773e-09
1887,6.16454313525797e-05,6.16454313525797e-05,2.6864865728829355e-09,3.2269957817021577e-09
1888,6.171679082659207e-05,6.171679082659207e-05,3.1360357009648153e-09,3.379139951980343e-09
1889,6.230064848620844e-05,6.230064848620844e-05,3.154593871837871e-09,3.3304466486226504e-09
1890,6.213717642822303e-05,6.213717642822303e-05,3.233283767707056e-09,3.4324201576246035e-09
1891,6.24120953684074e-05,6.24120953684074e-05,3.320986406509162e-09,3.508632527373022e-09
1892,6.285096657977971e-05,6.285096657977971e-05,3.6309346640450713e-09,3.2530560308988552e-09
1893,6.293100523180328e-05,6.293100523180328e-05,3.4436221810604397e-09,3.3692183170381487e-09
1894,6.2970319829349e-05,6.2970319829349e-05,2.9847750620299554e-09,2.9213785993472843e-09
1895,6.297956445320909e-05,6.297956445320909e-05,2.6002693014654757e-09,2.6660554081863505e-09
1896,6.21743939908421e-05,6.21743939908421e-05,2.3084255459541023e-09,2.887866104980422e-09
1897,6.148834290797822e-05,6.148834290797822e-05,2.3764123684750463e-09,3.026999857118946e-09
1898,6.157606393181985e-05,6.157606393181985e-05,3.0449709103359216e-09,2.8872798120614463e-09
1899,6.230858447712048e-05,6.230858447712048e-05,3.0896811141291535e-09,3.3085660401864304e-09
1900,6.313310430933987e-05,6.313310430933987e-05,3.781868976712335e-09,3.2056472555806538e-09
1901,6.441086848748714e-05,6.441086848748714e-05,4.256328876652203e-09,3.4253283067085606e-09
1902,6.513577110516573e-05,6.513577110516573e-05,4.696365518697121e-09,3.344863338686618e-09
1903,6.794023543729313e-05,6.794023543729313e-05,5.215114245211388e-09,3.500092501543658e-09
1904,6.899438241297113e-05,6.899438241297113e-05,5.667973582542832e-09,3.5080784309217604e-09
1905,7.006811106943392e-05,7.006811106943392e-05,5.506288504518255e-09,3.6169658696698956e-09
1906,6.970020746978532e-05,6.970020746978532e-05,5.313338562779839e-09,3.714081328202009e-09
1907,6.96043051513178e-05,6.96043051513178e-05,4.9616109633530775e-09,3.981658272930336e-09
1908,6.877196782235322e-05,6.877196782235322e-05,4.667252679573559e-09,3.985599152299204e-09
1909,6.854540905416278e-05,6.854540905416278e-05,4.640041367005259e-09,4.140755072157276e-09
1910,6.767434284224041e-05,6.767434284224041e-05,4.830473671851061e-09,3.988223053395603e-09
1911,6.791252651185329e-05,6.791252651185329e-05,5.02646825749155e-09,3.972854077462427e-09
1912,6.763624800701759e-05,6.763624800701759e-05,5.075478957751654e-09,4.353389172960322e-09
1913,6.797815876780078e-05,6.797815876780078e-05,5.309410339953453e-09,4.0984503092898555e-09
1914,6.836134187843916e-05,6.836134187843916e-05,5.600055879335335e-09,3.921772430613503e-09
1915,6.979379187604147e-05,6.979379187604147e-05,5.880769014611685e-09,3.949241410085489e-09
1916,7.009905155947698e-05,7.009905155947698e-05,6.2792652982019655e-09,4.3787154219947814e-09
1917,6.903471096718152e-05,6.903471096718152e-05,6.070010018431406e-09,4.73572444751166e-09
1918,6.829879566794261e-05,6.829879566794261e-05,6.602686841716832e-09,4.925184260429205e-09
1919,6.7437621640108e-05,6.7437621640108e-05,6.563648925959699e-09,4.355741481784239e-09
1920,6.643282124839191e-05,6.643282124839191e-05,6.707214212602659e-09,4.214127523129361e-09
1921,6.529383037039744e-05,6.529383037039744e-05,6.443073376414889e-09,4.396330950078615e-09
1922,6.321866125550255e-05,6.321866125550255e-05,6.626668483785839e-09,4.433559043702319e-09
1923,6.201302000720586e-05,6.201302000720586e-05,6.258935528588186e-09,4.106277096127542e-09
1924,6.167592956834207e-05,6.167592956834207e-05,6.083882730933965e-09,3.477596972294756e-09
1925,6.136787175949263e-05,6.136787175949263e-05,5.497034192915505e-09,3.184172703285526e-09
1926,6.085740148721795e-05,6.085740148721795e-05,5.41987261420169e-09,3.3975834526752837e-09
1927,6.046620079099999e-05,6.046620079099999e-05,5.311777874693137e-09,3.550729519931549e-09
1928,5.932012884711314e-05,5.932012884711314e-05,5.123001641952182e-09,3.285020668185114e-09
1929,5.927012119043086e-05,5.927012119043086e-05,4.8075735456113276e-09,3.3352654923593914e-09
1930,5.857093180696081e-05,5.857093180696081e-05,4.590964592614861e-09,3.1735992564055746e-09
1931,5.7440453799374935e-05,5.7440453799374935e-05,4.506898061101034e-09,3.457667105014447e-09
1932,5.5572446269382325e-05,5.5572446269382325e-05,3.8716861780078e-09,3.4947098548343547e-09
1933,5.4139058712670316e-05,5.4139058712670316e-05,3.831945142148843e-09,3.154772506722533e-09
1934,5.320129067903119e-05,5.320129067903119e-05,3.351193132518558e-09,3.239233896985232e-09
1935,5.272250356418746e-05,5.272250356418746e-05,3.047623930996224e-09,3.542713551090466e-09
1936,5.1504623115761206e-05,5.1504623115761206e-05,3.2119058206753995e-09,3.463638582295354e-09
1937,5.138612375178907e-05,5.138612375178907e-05,3.0488790857065494e-09,3.4912035801986416e-09
1938,5.120225198749852e-05,5.120225198749852e-05,3.1940578753315255e-09,3.4361313794306625e-09
1939,5.1376214417229805e-05,5.1376214417229805e-05,3.0622046327215865e-09,3.6130126826857835e-09
1940,5.1035204316057e-05,5.1035204316057e-05,2.9215111123954377e-09,3.912962969516392e-09
1941,5.031077255677831e-05,5.031077255677831e-05,2.9001037603139578e-09,4.0080411370776605e-09
1942,4.955945145671389e-05,4.955945145671389e-05,3.2810449753942603e-09,3.956015197965306e-09
1943,4.8706332953380684e-05,4.8706332953380684e-05,3.2331936017371277e-09,4.1185699295454015e-09
1944,4.7254552815242535e-05,4.7254552815242535e-05,3.2880129254207547e-09,4.344131150040604e-09
1945,4.6427811737105784e-05,4.6427811737105784e-05,2.8734821982163386e-09,4.4790068796731114e-09
1946,4.53850589110516e-05,4.53850589110516e-05,3.121128815714818e-09,4.195676758403774e-09
1947,4.42167828233713e-05,4.42167828233713e-05,3.030339852066228e-09,4.2204449459047416e-09
1948,4.3259556280515555e-05,4.3259556280515555e-05,2.9873327145324424e-09,4.424037771043134e-09
1949,4.254421583027579e-05,4.254421583027579e-05,2.611822107796107e-09,4.3182209554158496e-09
1950,4.2234972560046504e-05,4.2234972560046504e-05,2.3111551878634326e-09,4.245366978596264e-09
1951,4.195051795769749e-05,4.195051795769749e-05,2.2388949265967587e-09,4.068561202227475e-09
1952,4.132147244360697e-05,4.132147244360697e-05,2.3024005083424217e-09,3.944885719673965e-09
1953,4.070438184758781e-05,4.070438184758781e-05,2.2321433748980925e-09,4.048927923098031e-09
1954,4.0907484487563905e-05,4.0907484487563905e-05,2.2473457539362585e-09,4.050300793169624e-09
1955,4.071098166085514e-05,4.071098166085514e-05,2.375513563634968e-09,3.7776766476887195e-09
1956,4.0633762962118324e-05,4.0633762962118324e-05,2.4535831144589793e-09,3.7934286188447325e-09
1957,4.0522546312006724e-05,4.0522546312006724e-05,2.6163651562732024e-09,3.6345161800811964e-09
1958,4.057003596764324e-05,4.057003596764324e-05,2.680750066375026e-09,3.8350354320775585e-09
1959,4.063811866217293e-05,4.063811866217293e-05,2.606757730307306e-09,3.651893263979998e-09
1960,4.0972940561394875e-05,4.0972940561394875e-05,2.441973258525211e-09,3.578838622278876e-09
1961,4.0816207599293974e-05,4.0816207599293974e-05,2.4617637135142853e-09,3.4561067658549813e-09
1962,4.1124698847332706e-05,4.1124698847332706e-05,2.4752556195193976e-09,3.462129249953705e-09
1963,4.125256704615562e-05,4.125256704615562e-05,2.38258774614459e-09,3.5786407488152302e-09
1964,4.1646227016047176e-05,4.1646227016047176e-05,2.1861120850072015e-09,3.882805505688631e-09
1965,4.156270318032641e-05,4.156270318032641e-05,1.969208970490196e-09,3.8249900389887765e-09
1966,4.208504729571619e-05,4.208504729571619e-05,2.2081525655589675e-09,4.011255296175266e-09
1967,4.2361388685614134e-05,4.2361388685614134e-05,2.456318656410669e-09,4.20338202340125e-09
1968,4.276635705277191e-05,4.276635705277191e-05,2.454460587156656e-09,4.143027413202763e-09
1969,4.282062374321478e-05,4.282062374321478e-05,2.3320230191359315e-09,4.074434694396294e-09
1970,4.2253426987112365e-05,4.2253426987112365e-05,2.3551470297787448e-09,3.9560254754584486e-09
1971,4.1092590046381315e-05,4.1092590046381315e-05,2.3090354231821866e-09,3.5408064734200805e-09
1972,4.0314478870381466e-05,4.0314478870381466e-05,2.5583320541398636e-09,3.2721667280506087e-09
1973,3.9178755417067024e-05,3.9178755417067024e-05,2.3784977796838446e-09,3.18151061051708e-09
1974,3.8354670583170704e-05,3.8354670583170704e-05,2.08152454003344e-09,2.854298829037459e-09
1975,3.7743792095820285e-05,3.7743792095820285e-05,1.960197274338985e-09,2.7866419330787753e-09
1976,3.679176578381365e-05,3.679176578381365e-05,2.1536695442898282e-09,2.8304136812096203e-09
1977,3.674869887098404e-05,3.674869887098404e-05,2.242260171187687e-09,2.6553236117824295e-09
1978,3.678921867893743e-05,3.678921867893743e-05,2.375942585532341e-09,2.790047177419248e-09
1979,3.697865966907037e-05,3.697865966907037e-05,2.3783629351673395e-09,2.892091645532803e-09
1980,3.706619515599284e-05,3.706619515599284e-05,2.855392303554741e-09,2.791190802296585e-09
1981,3.7113173935462586e-05,3.7113173935462586e-05,3.1349705688553188e-09,2.840186244920265e-09
1982,3.722786745389125e-05,3.722786745389125e-05,3.0978114200814436e-09,2.7202695017182675e-09
1983,3.741715772775933e-05,3.741715772775933e-05,2.9686147349851565e-09,2.3662573170720893e-09
1984,3.77755677618552e-05,3.77755677618552e-05,2.9301765299852687e-09,2.2985001362536242e-09
1985,3.7759715529058925e-05,3.7759715529058925e-05,2.8224805825871613e-09,2.0947367649983205e-09
1986,3.7499897838902795e-05,3.7499897838902795e-05,2.511189859230204e-09,1.9785110375433337e-09
1987,3.7496066527507666e-05,3.7496066527507666e-05,1.8644958434320203e-09,1.8343146684125194e-09
1988,3.717250053471487e-05,3.717250053471487e-05,1.616046994636276e-09,2.0648839780891747e-09
1989,3.671500495069527e-05,3.671500495069527e-05,1.5200903631067725e-09,1.951642577705367e-09
1990,3.653765764153961e-05,3.653765764153961e-05,1.3978291936643318e-09,1.912299049270213e-09
1991,3.56337841367349e-05,3.56337841367349e-05,1.1721607811361017e-09,1.8305172060679403e-09
1992,3.521796575764061e-05,3.521796575764061e-05,9.681234623494716e-10,1.7236585412940185e-09
1993,3.471629211812147e-05,3.471629211812147e-05,9.063142775949424e-10,1.6267400046058152e-09
1994,3.41051808001274e-05,3.41051808001274e-05,8.108463583107144e-10,1.6017004785976292e-09
1995,3.36744545035929e-05,3.36744545035929e-05,7.253481069748245e-10,1.1147247252247488e-09
1996,3.318655944894999e-05,3.318655944894999e-05,6.619802721858597e-10,1.1098276424854297e-09
1997,3.279907520793911e-05,3.279907520793911e-05,5.415639048322873e-10,1.077509026448098e-09
1998,3.270559110595579e-05,3.270559110595579e-05,5.289002093432162e-10,1.0674571940657733e-09
1999,3.263784102663132e-05,3.263784102663132e-05,5.466254116015534e-10,1.0187416307364368e-09
2000,3.252684629322695e-05,3.252684629322695e-05,4.876009556437871e-10,9.293494307449635e-10
2001,3.250729267685009e-05,3.250729267685009e-05,4.4792330757191326e-10,8.703917190163882e-10
2002,3.24352690118498e-05,3.24352690118498e-05,3.7155339915884156e-10,9.93676870944934e-10
2003,3.223890390862445e-05,3.223890390862445e-05,3.3432369571175155e-10,9.507699706899432e-10
2004,3.1866047720541246e-05,3.1866047720541246e-05,3.4886205035888906e-10,9.2585133210881e-10
2005,3.18755075048622e-05,3.18755075048622e-05,3.21009167660234e-10,9.237640414510346e-10
2006,3.164554098995203e-05,3.164554098995203e-05,3.2200565626615077e-10,9.084907984632398e-10
2007,3.112478745086784e-05,3.112478745086784e-05,3.1768688671781776e-10,8.905167872949196e-10
2008,3.0150632613055806e-05,3.0150632613055806e-05,3.134975552963683e-10,8.373829566262917e-10
2009,2.896046888573827e-05,2.896046888573827e-05,3.144756657461453e-10,6.907286092301084e-10
2010,2.8244589494923794e-05,2.8244589494923794e-05,3.255300453800355e-10,6.484850989529889e-10
2011,2.747193190901141e-05,2.747193190901141e-05,2.78898685891958e-10,5.897399037367381e-10
2012,2.6299432907502967e-05,2.6299432907502967e-05,2.3566639909386057e-10,5.132125161352466e-10
2013,2.535841979676791e-05,2.535841979676791e-05,1.9612942619191236e-10,5.004306532655331e-10
2014,2.4462874664875146e-05,2.4462874664875146e-05,1.9007662110936963e-10,4.4573057546491515e-10
2015,2.3678663637838326e-05,2.3678663637838326e-05,1.9063498795419369e-10,4.854203745312852e-10
2016,2.3424768577180138e-05,2.3424768577180138e-05,1.7622101198901318e-10,4.3788789657764736e-10
2017,2.2915394765732344e-05,2.2915394765732344e-05,1.6260526952693866e-10,3.6758284841879413e-10
2018,2.2538659322890453e-05,2.2538659322890453e-05,1.7562825638250956e-10,3.89104570786003e-10
2019,2.218296503997408e-05,2.218296503997408e-05,1.8215631780726937e-10,4.116227081407686e-10
