ngram,force,fore,forc,forse
1586,0.0001656351777065928,9.108156154979952e-05,0.0,8.991115854379521e-07
1587,0.00021317977617789957,7.833726963976264e-05,0.0,8.991115854379521e-07
1588,0.00021350605298461493,8.76504325008552e-05,0.0,8.991115854379521e-07
1589,0.00021764632440733424,7.88109077153162e-05,0.0,8.991115854379521e-07
1590,0.00024348454501575491,8.19459406297288e-05,0.0,8.991115854379521e-07
1591,0.00019071753545826402,7.655478137686649e-05,0.0,0.0
1592,0.00020053881637847683,8.458514561685401e-05,5.969717936490529e-07,0.0
1593,0.00023767883768804104,6.416173632065434e-05,8.202485202803343e-07,1.7862138130502508e-06
1594,0.000200010157381517,6.585964027700746e-05,1.6584064204445376e-06,1.7862138130502508e-06
1595,0.00019516717189357484,7.704465601169172e-05,1.6584064204445376e-06,1.7862138130502508e-06
1596,0.00019507678890866892,7.751568357759555e-05,1.6584064204445376e-06,1.7862138130502508e-06
1597,0.00018193417262019857,7.513240364330289e-05,1.6584064204445376e-06,2.1494000910544334e-06
1598,0.00018742871387595578,6.859950904721959e-05,1.6584064204445376e-06,2.1494000910544334e-06
1599,0.0001806692058120721,5.490549262633847e-05,1.0614346267954846e-06,2.267311239328202e-06
1600,0.00016480384095172797,5.653133393934695e-05,9.446639848777392e-07,4.810974262779512e-07
1601,0.00016982944466040602,5.475863937525511e-05,1.0650608471353604e-07,4.810974262779512e-07
1602,0.00015326452142159854,3.536044213043559e-05,1.0650608471353604e-07,4.810974262779512e-07
1603,0.00015355544850795662,4.231395580843257e-05,1.0650608471353604e-07,4.810974262779512e-07
1604,0.00014922720168085237,4.50086576425487e-05,1.0650608471353604e-07,2.8818146802223055e-07
1605,0.00013952906530383707,5.761270170166556e-05,3.3137986780015384e-07,2.8818146802223055e-07
1606,0.00014790432864434218,5.965832938922436e-05,5.716201972713211e-07,1.7027031974846197e-07
1607,0.00017075581022904122,7.640842003248898e-05,4.651141125577851e-07,1.7027031974846197e-07
1608,0.00016212356526271572,7.523271779064089e-05,1.263824499021991e-06,1.7027031974846197e-07
1609,0.00018278197135909328,8.16500859010765e-05,1.263824499021991e-06,1.7027031974846197e-07
1610,0.00021654195006703958,8.083803550107405e-05,1.6461692829190205e-06,1.7027031974846197e-07
1611,0.0002221950884891807,8.283467884341787e-05,1.6461692829190205e-06,0.0
1612,0.00022559161152457818,7.871315028751269e-05,1.4212954998324027e-06,0.0
1613,0.00021978667375930984,8.205028435830692e-05,1.1810551703612354e-06,0.0
1614,0.00019591731688706204,6.394029800763487e-05,1.1810551703612354e-06,0.0
1615,0.0001968858778127469,7.001127076884066e-05,3.823447838970294e-07,0.0
1616,0.00018151181055665283,6.783934960757116e-05,3.823447838970294e-07,0.0
1617,0.00016305903617259382,7.053867011563852e-05,1.2354133462265183e-07,0.0
1618,0.00016887814334560453,6.832918214578447e-05,5.174498889053731e-07,1.2802027932983556e-06
1619,0.00015953886343465586,7.167448763669069e-05,6.299843887193544e-07,1.2802027932983556e-06
1620,0.00015826200979063287,6.855372651313831e-05,6.299843887193544e-07,1.2802027932983556e-06
1621,0.00015315509309792624,7.889907491127295e-05,8.084023842716956e-07,1.2802027932983556e-06
1622,0.00015191138767737096,7.128817378543317e-05,8.084023842716956e-07,1.2802027932983556e-06
1623,0.0001586762653979739,6.927871228461819e-05,8.084023842716956e-07,1.2802027932983556e-06
1624,0.00015686454155781706,6.597684841835871e-05,8.341932422289184e-07,1.2802027932983556e-06
1625,0.0001450990270573779,7.557649431484086e-05,4.4028468794619714e-07,0.0
1626,0.0001484665460468802,7.77809608345186e-05,3.277501881322158e-07,0.0
1627,0.00014398724722143794,7.706427433212022e-05,4.875215284170866e-07,0.0
1628,0.00013617988692463508,7.239176660992339e-05,5.056384192617511e-07,0.0
1629,0.00013860266023714627,7.727769376028196e-05,7.532264589826809e-07,2.475880397209299e-07
1630,0.00012666765646177476,8.066638474701904e-05,7.532264589826809e-07,2.475880397209299e-07
1631,0.0001202253157056735,8.626232270866499e-05,7.172542382249958e-07,3.042680256320247e-07
1632,0.00011672165107613961,8.40835070578448e-05,8.088803724604077e-07,5.791464283382603e-07
1633,0.00011062528626228283,9.968521823923635e-05,9.459731700189877e-07,5.791464283382603e-07
1634,0.00011588462491220395,0.00010634705956493105,1.1564563107770352e-06,5.791464283382603e-07
1635,0.00012556593199925764,0.00010931348723326144,1.2068805647556604e-06,5.791464283382603e-07
1636,0.00012122636793979577,0.00011376895625809473,1.1329813430295741e-06,3.3155838861733044e-07
1637,0.00012520209669933787,0.00011736882567804839,1.2061414703826552e-06,3.3155838861733044e-07
1638,0.00011951643682550639,0.00012236075417604297,1.5641267704527958e-06,2.7487840270623565e-07
1639,0.00011284423297703532,0.00011893230735690199,1.6282410959839971e-06,0.0
1640,0.0001225749115941913,0.00010035491868620738,1.6967644082147411e-06,0.0
1641,0.00011896875262859144,9.235305697075091e-05,1.625120359806585e-06,0.0
1642,0.00011479328635946981,9.249079188780993e-05,1.3781612194309543e-06,0.0
1643,0.00011255325495897393,8.547768863666403e-05,1.2044724014361106e-06,0.0
1644,0.0001210249902214855,8.058112507569604e-05,1.2229737405635075e-06,0.0
1645,0.00012996095548649983,7.759758955216967e-05,8.498621306379002e-07,4.9116830983361326e-08
1646,0.00014824546503535072,7.557000260151523e-05,7.948600812466924e-07,4.9116830983361326e-08
1647,0.00013690421370223964,7.581512233757946e-05,7.973350761858455e-07,4.9116830983361326e-08
1648,0.00014053112162011011,7.886439042132614e-05,5.904231150972399e-07,4.9116830983361326e-08
1649,0.00014813392148685774,7.72237149898761e-05,6.686508900851809e-07,4.9116830983361326e-08
1650,0.00015540942279455652,7.84978100065408e-05,6.686508900851809e-07,1.369571041972709e-07
1651,0.00014713888958794996,8.195441270280363e-05,7.489897484447283e-07,1.369571041972709e-07
1652,0.00014319872363038094,7.964727826349969e-05,7.064274833672763e-07,8.784027321390958e-08
1653,0.00012739933715368222,8.141099533531815e-05,6.810648512457971e-07,8.784027321390958e-08
1654,0.0001388429175546792,8.031435157006075e-05,5.14456932673316e-07,8.784027321390958e-08
1655,0.00015105276127412383,8.091531344689429e-05,4.808615057884578e-07,8.784027321390958e-08
1656,0.00014869731135799417,8.145519469897928e-05,4.026337308005168e-07,8.784027321390958e-08
1657,0.00014349869473205348,7.808631302655808e-05,4.5824259586879634e-07,0.0
1658,0.00016040935900361677,7.544649270130321e-05,3.398579053737194e-07,0.0
1659,0.00015901112575582893,7.086699874240107e-05,4.4502242855872153e-07,6.433437046585563e-08
1660,0.00016505412661769827,6.887869624603939e-05,3.696466503047954e-07,6.433437046585563e-08
1661,0.00015933416164313843,7.171592473501473e-05,3.2816346414879914e-07,6.433437046585563e-08
1662,0.00014744374597544914,7.100134358292312e-05,3.1066027921562114e-07,6.433437046585563e-08
1663,0.00016220679494186437,6.659513019258156e-05,3.763552578155733e-07,6.433437046585563e-08
1664,0.0001731488695700786,6.619027460276681e-05,3.6004937393434897e-07,6.433437046585563e-08
1665,0.00015609726272357096,6.538423362404242e-05,4.828002074321245e-07,6.433437046585563e-08
1666,0.0001492815520448078,6.810773058012793e-05,4.817578777809623e-07,0.0
1667,0.00015150396419422968,7.34319764887914e-05,6.440194632822178e-07,0.0
1668,0.0001507716577699674,7.057695100749177e-05,6.877726791896878e-07,4.3753215907470026e-08
1669,0.0001489650967414491,7.161645771702752e-05,6.77126911747499e-07,4.3753215907470026e-08
1670,0.00014552604261552915,7.704765604492942e-05,6.500811013308651e-07,4.3753215907470026e-08
1671,0.00013809098059677387,8.405278848450897e-05,6.889985054872991e-07,4.3753215907470026e-08
1672,0.0001391131289502872,8.870178758765437e-05,5.864338459917105e-07,4.3753215907470026e-08
1673,0.00014985705638537183,8.793505548965186e-05,5.503546053172872e-07,4.3753215907470026e-08
1674,0.00015033438622984768,8.422697075210246e-05,4.531540684281156e-07,4.3753215907470026e-08
1675,0.00014748980902368203,8.398058915710343e-05,4.094008525206456e-07,0.0
1676,0.00014834631812326343,8.414847564251562e-05,4.6533978093066253e-07,0.0
1677,0.0001392055263360297,7.999552534394232e-05,5.274492106569337e-07,0.0
1678,0.0001442084290569515,7.864382288451972e-05,4.890659681677789e-07,0.0
1679,0.00014459510462724471,7.24846447285797e-05,4.383359290776363e-07,2.3071769256992932e-08
1680,0.00014129755748269548,7.293323038278945e-05,3.508254370184919e-07,2.3071769256992932e-08
1681,0.00013931146427889222,7.181735002502267e-05,3.528919307882461e-07,2.3071769256992932e-08
1682,0.0001395537838106975,7.290633324633486e-05,4.3353606266854125e-07,2.3071769256992932e-08
1683,0.00014549094339599833,7.197349519369059e-05,3.9177749856987377e-07,2.3071769256992932e-08
1684,0.00014301370226478736,7.333865609585441e-05,3.2024048022906625e-07,2.3071769256992932e-08
1685,0.0001365869736348811,6.758170119220657e-05,3.612266640727414e-07,2.3071769256992932e-08
1686,0.00013857089860331534,6.633897282881662e-05,4.7630093596191206e-07,0.0
1687,0.00013770893461436832,6.487520191253029e-05,6.460975307780765e-07,8.240017937818525e-08
1688,0.00014057895688373328,6.856987602077425e-05,6.255615667376852e-07,8.240017937818525e-08
1689,0.0001400405360202837,6.454827078934093e-05,5.764886046628297e-07,8.240017937818525e-08
1690,0.0001307081277315904,6.200705372196223e-05,5.946650186875299e-07,8.240017937818525e-08
1691,0.00013076302171352187,5.87815473928848e-05,6.143755452317887e-07,8.240017937818525e-08
1692,0.00012844648881582543,6.508830899422589e-05,5.808883076139994e-07,8.240017937818525e-08
1693,0.00012161631249390277,6.687330304495325e-05,5.054446542577093e-07,8.240017937818525e-08
1694,0.00011805085107750659,6.553871155899418e-05,3.482153029413634e-07,0.0
1695,0.00011700632915432964,6.19064828372627e-05,3.63650938441294e-07,0.0
1696,0.00011417807192109259,6.132036443367335e-05,4.108094953738016e-07,0.0
1697,0.00011681989937122645,6.113135792215221e-05,3.852340008896655e-07,0.0
1698,0.0001154230984476661,6.049537894016664e-05,3.6741570649415476e-07,0.0
1699,0.00011643631816176432,5.312503760381203e-05,4.507750211197552e-07,0.0
1700,0.00011944193829549477,5.2980287624190426e-05,4.140683387277022e-07,0.0
1701,0.00011804517271229997,5.1957728698783156e-05,4.329645528449484e-07,0.0
1702,0.00010822941840160638,4.9145284200286756e-05,4.1887797814459713e-07,0.0
1703,0.00010638851485314913,4.896036469809977e-05,3.8431309081131205e-07,0.0
1704,0.00010387952975828998,4.899125945355211e-05,3.995483126573163e-07,0.0
1705,0.00010209514376973467,4.987076317775063e-05,4.2338133100981524e-07,0.0
1706,0.00010128531825362838,5.1616420803059426e-05,3.702136106247573e-07,0.0
1707,9.707970873153369e-05,5.101417991681956e-05,3.9282771727552503e-07,0.0
1708,9.122900831113969e-05,5.0641363486647606e-05,3.8303560602668897e-07,0.0
1709,8.665492558585746e-05,5.2778013403959836e-05,4.0724506789047155e-07,1.2025016157427411e-08
1710,9.03833840441491e-05,5.427818853474621e-05,3.802952517974388e-07,1.2025016157427411e-08
1711,8.742803558042007e-05,5.399562620108814e-05,3.477093112483739e-07,1.2025016157427411e-08
1712,7.903686751628161e-05,5.367754783947021e-05,3.4707957955301285e-07,1.097957940438781e-07
1713,7.686656473587001e-05,5.2655901527032256e-05,3.0200594177845884e-07,1.097957940438781e-07
1714,7.894559374627923e-05,5.0512476134047445e-05,3.10825791010367e-07,1.1936740459564783e-07
1715,8.14070637196502e-05,5.019941090722568e-05,2.9824000031502304e-07,1.1936740459564783e-07
1716,8.224418862872491e-05,4.7836282257256766e-05,4.0318906258107745e-07,1.0734238843822044e-07
1717,8.19513552414719e-05,4.683987260380361e-05,4.776709029588996e-07,1.0734238843822044e-07
1718,8.391092757977146e-05,4.8303690813814425e-05,4.969950262128415e-07,1.1508414488048402e-07
1719,8.323361336286845e-05,4.797053562859739e-05,4.756022836513044e-07,1.731336699403333e-08
1720,8.213503523230819e-05,5.058144285742726e-05,5.156372639346176e-07,1.731336699403333e-08
1721,8.458184519050909e-05,5.219998118783613e-05,4.844877768813863e-07,7.741756442263587e-09
1722,8.44527582687858e-05,5.330147229999836e-05,4.623811236115216e-07,7.741756442263587e-09
1723,8.606286012634103e-05,5.443596455734223e-05,3.223330164051471e-07,7.741756442263587e-09
1724,8.358992844088269e-05,5.2555978202560383e-05,3.069581059175367e-07,7.741756442263587e-09
1725,9.239429449995182e-05,4.955553803093997e-05,3.2707294954954183e-07,0.0
1726,0.00010906929881977183,4.926294475028824e-05,3.5163607695462164e-07,0.0
1727,0.00010983980921862115,4.6137982280924916e-05,3.2020334726569543e-07,0.0
1728,0.00010468862871805738,4.4445385096228816e-05,3.91116576078535e-07,0.0
1729,0.00010390277748228982,4.256415559211746e-05,4.2528160650233205e-07,0.0
1730,0.00010815447915644784,4.280166363709473e-05,4.3732997921454496e-07,0.0
1731,0.00010977452205094908,4.35750610319831e-05,3.7494150514508616e-07,0.0
1732,9.65410410052365e-05,4.635507970566063e-05,3.1611788082435463e-07,0.0
1733,8.580077441625431e-05,4.599038792158743e-05,2.656551671975649e-07,1.4049539182841336e-08
1734,8.632549776978391e-05,4.6676161998350706e-05,2.6073099235190966e-07,1.921127079640428e-08
1735,8.447915908098886e-05,4.788621923320794e-05,2.4114070384939623e-07,2.567819683869337e-08
1736,8.81314767216931e-05,4.865568241387207e-05,1.948175634782144e-07,2.567819683869337e-08
1737,8.786263216669405e-05,4.8516368614010776e-05,1.8724790403926557e-07,2.567819683869337e-08
1738,9.201750227865497e-05,5.090099719901835e-05,2.0077350727985633e-07,2.567819683869337e-08
1739,9.933064679249323e-05,4.764504514501563e-05,2.266208391737174e-07,3.214002981215864e-08
1740,9.57102227922795e-05,4.819873512522983e-05,2.4205790489466903e-07,1.8090490629317302e-08
1741,9.87008648475499e-05,4.825783305152852e-05,2.2969118670549245e-07,1.2928759015754362e-08
1742,0.0001028000343857067,4.862641331523524e-05,1.7122018850354186e-07,6.461832973465269e-09
1743,9.849154178352495e-05,4.796648967645264e-05,1.987211127081017e-07,6.461832973465269e-09
1744,9.677029343687796e-05,4.779557847151799e-05,1.8397570654217687e-07,6.461832973465269e-09
1745,0.00011705685028573498,4.548139726726471e-05,1.8176292826410645e-07,6.461832973465269e-09
1746,0.00012173003363256742,4.768534459539556e-05,1.857834592198872e-07,1.4933931424820912e-08
1747,0.00013868248476813148,4.73003440544874e-05,1.9243568617964358e-07,1.4933931424820912e-08
1748,0.00014364766268824627,4.7801261514125925e-05,1.7594974670893343e-07,1.4933931424820912e-08
1749,0.00015187600781376074,4.5524717799188306e-05,1.766387518793116e-07,1.98892118013256e-08
1750,0.00016005590129809986,4.475971114256286e-05,1.7769795590538706e-07,1.98892118013256e-08
1751,0.00016931892813382938,4.52954534141879e-05,1.6519014727529274e-07,3.416576634305914e-08
1752,0.00015051159841407622,4.5695025619352236e-05,1.55538203776879e-07,3.416576634305914e-08
1753,0.00015360579709522426,4.570424113938186e-05,1.5081710204510402e-07,1.9231834918238226e-08
1754,0.00014997696520627609,4.576993316212403e-05,1.384393146151654e-07,2.7599972339333234e-08
1755,0.00015786113051165427,4.557005481079354e-05,1.4657308205252256e-07,7.769297535479122e-08
1756,0.0001603459698214595,4.582204045228926e-05,1.6621307606458557e-07,8.184410609552678e-08
1757,0.00016709915611759892,4.7501667722826824e-05,1.6012465461504428e-07,8.184410609552678e-08
1758,0.0001694866909279621,4.482784840677466e-05,1.986770418024467e-07,6.756755155379324e-08
1759,0.00017487894677157913,4.399819902443726e-05,2.0395545062358777e-07,8.148273116554655e-08
1760,0.00017799592127890458,4.2903396076456245e-05,2.1340646075681695e-07,8.414409816534122e-08
1761,0.00018557530919289484,4.297012752171473e-05,2.2997699440046355e-07,8.13270956610625e-08
1762,0.00018779335368890315,4.283787555842926e-05,2.3334183651968488e-07,3.1234092645604505e-08
1763,0.00018665329844225198,4.253521079330572e-05,2.222674676691635e-07,2.212768152836426e-08
1764,0.0001875522533997095,4.131628000842673e-05,1.9720314980986586e-07,2.4938361217355772e-08
1765,0.0001911923734171848,4.2619945036546725e-05,1.6205865855616658e-07,2.4938361217355772e-08
1766,0.00019471036960437362,4.164377709717623e-05,1.7519641102938165e-07,1.4424233743933916e-08
1767,0.00019294167369870202,4.148751499347522e-05,1.7298816601396538e-07,1.4707369036922761e-08
1768,0.00018760274230901684,4.428007585894582e-05,1.6650348300117912e-07,1.7202871762021588e-08
1769,0.0001833790135736178,4.367054394346529e-05,1.5381792906055125e-07,2.0249131387523837e-08
1770,0.00018817558884620667,4.428967908357403e-05,1.5426039823296378e-07,2.3132052971521133e-08
1771,0.0001884894320807819,4.3272738236867425e-05,1.6425686563284865e-07,2.5586660916993812e-08
1772,0.0001915301025811849,4.207332468857723e-05,1.597528245562379e-07,3.349490615026493e-08
1773,0.0001908155848338668,4.249102026473598e-05,1.3612306608885255e-07,3.787942657952824e-08
1774,0.00019758188032678196,4.1657356112929324e-05,1.1976831919875102e-07,3.7607387426419336e-08
1775,0.00019705130294564048,3.7777496930045474e-05,1.2761046365637541e-07,3.244943894539379e-08
1776,0.00021028632805350104,3.708721851580776e-05,1.3507979141585175e-07,3.211554882349381e-08
1777,0.00021205744581363563,3.5536478078159105e-05,1.3543107968416734e-07,3.215067754881927e-08
1778,0.0002139992658547791,3.732224182125979e-05,1.448140096727002e-07,3.2447677306939634e-08
1779,0.00021437934109209373,3.801678446637068e-05,1.5212708603939973e-07,3.222448923574055e-08
1780,0.00021506401909781353,3.760538571181574e-05,1.5114288385932794e-07,4.7930320284146026e-08
1781,0.00020448051301562891,3.947181383929481e-05,1.5423327377155666e-07,5.864547501589966e-08
1782,0.00020938445855530778,4.14396365938176e-05,1.433084721367907e-07,7.086372022513387e-08
1783,0.00019823693894847696,4.131234111680117e-05,1.427942198769675e-07,9.424654022284682e-08
1784,0.00019732724259873585,4.203943535685539e-05,1.3691632614966564e-07,1.0131532235391205e-07
1785,0.00019586414938593016,4.037399256568668e-05,1.1881362382837324e-07,1.1355238222725867e-07
1786,0.00018694368398947909,3.818532708724628e-05,1.1172112124313571e-07,1.0988762001927301e-07
1787,0.000183662268682383,3.826517396581559e-05,1.3068567637576833e-07,9.026364113294352e-08
1788,0.0001871798137601997,3.652078755424425e-05,1.2854568406542706e-07,1.0170051264627286e-07
1789,0.00018444004984173392,3.407555128173304e-05,1.234203728423771e-07,9.124711754436379e-08
1790,0.00018361051791414087,3.323129645390769e-05,1.302600490963154e-07,7.067616993237737e-08
1791,0.00018526873983708874,3.240254045522306e-05,1.3519256165344424e-07,6.503320244226935e-08
1792,0.00018881748214231005,3.252983749137327e-05,1.5813168882264757e-07,6.138126147041995e-08
1793,0.00019127884089747177,3.444474350544624e-05,1.7628341351740217e-07,8.29975412841577e-08
1794,0.00019537928580705608,3.4733691531333276e-05,1.7287193543324975e-07,8.31220588232944e-08
1795,0.0001997024644099708,3.492142163200437e-05,1.8693800996061327e-07,7.19966516880634e-08
1796,0.0001984700627092804,3.4625458543554745e-05,1.9013157067807436e-07,9.673612158930414e-08
1797,0.0001976013882085681,3.435353937675245e-05,1.9405509224920285e-07,1.1105420786147338e-07
1798,0.00019573588672626232,3.470456223502489e-05,1.8433698301123513e-07,1.38536459510468e-07
1799,0.00019653427131873156,3.4446398266092206e-05,1.8352990999963887e-07,1.3340059672779197e-07
1800,0.00019921145160749023,3.325973219554206e-05,1.8326365948593904e-07,1.1517397220066933e-07
1801,0.00020122788555454463,3.19817697475498e-05,1.782806618523734e-07,1.2000449903634296e-07
1802,0.0002057386508178232,3.1512381610809825e-05,1.750135254496854e-07,1.3018239134307157e-07
1803,0.00021029075807226555,3.1701488946315036e-05,1.9251780258855433e-07,1.144783808066612e-07
1804,0.00021574510901700705,3.201198108269766e-05,1.9951984191785804e-07,1.0195791385772931e-07
1805,0.00021640345013500855,3.140122498734854e-05,2.0463347993882053e-07,7.61043799408461e-08
1806,0.0002168486493506602,3.1985302484827116e-05,1.937352505722499e-07,7.25223883486186e-08
1807,0.00021857715910300612,3.25731245019207e-05,1.8546312828350763e-07,1.0988578225124002e-07
1808,0.00021531294208086495,3.2577170194209816e-05,1.8573772259904737e-07,1.0788884554001146e-07
1809,0.0002168245056444513,3.140993274947894e-05,1.78579037018218e-07,9.504828467145541e-08
1810,0.00021882901117870851,3.137580175202207e-05,1.5822761716728045e-07,8.855122857198694e-08
1811,0.00022168364999483207,3.0202993002603762e-05,1.4710303527668396e-07,8.919842134754877e-08
1812,0.00022587215893768838,3.0123604249508518e-05,1.4591095975902135e-07,9.325158550106088e-08
1813,0.0002227536273754335,2.8835389977237874e-05,1.4165062976547104e-07,9.480529225161913e-08
1814,0.00022211216440025185,2.7756047139908852e-05,1.313827411308921e-07,5.525590144169915e-08
1815,0.00022284828966283903,2.709452460944054e-05,1.2099168194319126e-07,6.040509299103697e-08
1816,0.0002166230364569596,2.7606138766194427e-05,1.1672110592339127e-07,5.8116624655570245e-08
1817,0.00021099817448495223,2.6161789979336652e-05,1.1044025122990725e-07,5.743588969510581e-08
1818,0.0002001633880094492,2.5784747776924632e-05,1.0417961655256086e-07,5.6449195540153596e-08
1819,0.0001958817946225671,2.5229274147672447e-05,8.865472267416408e-08,6.971955254389936e-08
1820,0.00019594376707183464,2.5148855586719166e-05,8.332205782478144e-08,6.892696496103262e-08
1821,0.00019343123130965978,2.510350506262122e-05,8.227404890703838e-08,7.064494157914072e-08
1822,0.00019194377403307174,2.520597705110309e-05,8.178154026999046e-08,7.58883267337751e-08
1823,0.00019087069293683662,2.440387470414862e-05,7.582093124775773e-08,7.683231219500288e-08
1824,0.00019266466551925987,2.4480972050306654e-05,7.360257216402846e-08,7.86365456560491e-08
1825,0.00019478383806667158,2.4274532084486316e-05,7.068415186495258e-08,8.507556665498279e-08
1826,0.00019276152930355499,2.440577762692036e-05,6.96953819101509e-08,7.149631845290319e-08
1827,0.00018887218487049852,2.3780180656883332e-05,6.692060797571944e-08,7.921353782437888e-08
