ngram,guest,gst,guset,guest
1869,9.887225522626458e-06,1.0679813224255343e-08,4.7737881108440257e-11,9.887225522626458e-06
1870,9.786610592397795e-06,1.0604745018635446e-08,0.0,9.786610592397795e-06
1871,9.75258639560447e-06,9.84257006056818e-09,0.0,9.75258639560447e-06
1872,9.842686267802492e-06,9.860630280554363e-09,0.0,9.842686267802492e-06
1873,9.737485145576232e-06,8.974946880917806e-09,0.0,9.737485145576232e-06
1874,9.752958378937495e-06,9.358098423157507e-09,0.0,9.752958378937495e-06
1875,9.597184543963522e-06,9.384896923084592e-09,4.011503034513047e-11,9.597184543963522e-06
1876,9.765662590715302e-06,9.578525782062895e-09,4.011503034513047e-11,9.765662590715302e-06
1877,9.828633275381954e-06,9.56240737386744e-09,4.011503034513047e-11,9.828633275381954e-06
1878,9.938943159275887e-06,1.0806279426844867e-08,4.011503034513047e-11,9.938943159275887e-06
1879,9.845916663055374e-06,1.0664780677619286e-08,4.011503034513047e-11,9.845916663055374e-06
1880,1.0013268365582917e-05,1.0884157194571538e-08,4.011503034513047e-11,1.0013268365582917e-05
1881,9.984317979875154e-06,1.081785239165356e-08,4.011503034513047e-11,9.984317979875154e-06
1882,1.003925548762449e-05,1.0299765865592495e-08,0.0,1.003925548762449e-05
1883,9.94475781875995e-06,1.0403664596481121e-08,0.0,9.94475781875995e-06
1884,9.861349229010688e-06,1.8233214430348913e-08,0.0,9.861349229010688e-06
1885,9.740730222672158e-06,1.7884559484165104e-08,0.0,9.740730222672158e-06
1886,9.59295435417776e-06,1.7999767771519666e-08,0.0,9.59295435417776e-06
1887,9.456066566469548e-06,1.766998826622869e-08,0.0,9.456066566469548e-06
1888,9.430344497169635e-06,1.7374530258962295e-08,0.0,9.430344497169635e-06
1889,9.416468596360314e-06,1.7699526415932658e-08,0.0,9.416468596360314e-06
1890,9.46592873723213e-06,1.7367018553418997e-08,0.0,9.46592873723213e-06
1891,9.507137552386016e-06,9.447694309423177e-09,0.0,9.507137552386016e-06
1892,9.476805774154076e-06,8.51809105790429e-09,0.0,9.476805774154076e-06
1893,9.550458993804309e-06,1.1585036485683986e-08,0.0,9.550458993804309e-06
1894,9.488730678900278e-06,1.3727091273198409e-08,2.2091772855503677e-11,9.488730678900278e-06
1895,9.53088770724467e-06,1.4105635580209861e-08,2.2091772855503677e-11,9.53088770724467e-06
1896,9.718725388146205e-06,1.4668219718215271e-08,2.2091772855503677e-11,9.718725388146205e-06
1897,9.843378263342726e-06,1.4521200622904677e-08,4.066852806897511e-11,9.843378263342726e-06
1898,9.813871656660922e-06,1.4580434891188685e-08,5.870669625033083e-11,9.813871656660922e-06
1899,9.907790886895132e-06,1.4810833892653363e-08,5.870669625033083e-11,9.907790886895132e-06
1900,9.861898303954928e-06,1.1746376252627248e-08,5.870669625033083e-11,9.861898303954928e-06
1901,9.950246229501708e-06,9.502311509075006e-09,3.6614923394827163e-11,9.950246229501708e-06
1902,9.89262051526956e-06,9.640252976847056e-09,5.383321368044948e-11,9.89262051526956e-06
1903,9.630534545327204e-06,8.558215723399241e-09,5.383321368044948e-11,9.630534545327204e-06
1904,9.369258935164129e-06,8.749547435777621e-09,3.525645846697805e-11,9.369258935164129e-06
1905,9.30873037369955e-06,8.538909198766272e-09,4.7712014894507604e-11,9.30873037369955e-06
1906,9.253454274065526e-06,8.743935797639324e-09,6.322700101575001e-11,9.253454274065526e-06
1907,9.294215228042699e-06,8.447841854624422e-09,1.0717752280913523e-10,9.294215228042699e-06
1908,9.072108436417434e-06,8.226046764394011e-09,1.0717752280913523e-10,9.072108436417434e-06
1909,8.934192659840587e-06,7.968441906314183e-09,1.450832688114951e-10,8.934192659840587e-06
1910,8.76829238092926e-06,7.822587466677078e-09,2.1395271863701637e-10,8.76829238092926e-06
1911,8.664526441342396e-06,7.545874147751874e-09,2.279306505441931e-10,8.664526441342396e-06
1912,8.449727439645877e-06,7.257788338575568e-09,1.9743692593530782e-10,8.449727439645877e-06
1913,8.221184348907887e-06,6.7813746364363075e-09,1.8192193981406542e-10,8.221184348907887e-06
1914,8.011112380959925e-06,6.267237459159755e-09,1.379714180206802e-10,8.011112380959925e-06
1915,7.798149714030192e-06,6.427103611222102e-09,1.8578758571268546e-10,7.798149714030192e-06
1916,7.632598811012161e-06,6.033728056869287e-09,1.4571541195884663e-10,7.632598811012161e-06
1917,7.629014622320288e-06,6.4223136015633435e-09,7.684596213332538e-11,7.629014622320288e-06
1918,7.730109375968044e-06,6.562700922379301e-09,2.2105065595428337e-10,7.730109375968044e-06
1919,7.980724408948195e-06,6.96362447070799e-09,3.062851341598513e-10,7.980724408948195e-06
1920,8.237286822674963e-06,6.964210541582361e-09,3.062851341598513e-10,8.237286822674963e-06
1921,8.376728081722312e-06,7.0677246912152574e-09,3.062851341598513e-10,8.376728081722312e-06
1922,8.713325639421652e-06,6.716156583256147e-09,3.309228506300142e-10,8.713325639421652e-06
1923,8.976079698186368e-06,6.54645017559931e-09,3.1587098809587085e-10,8.976079698186368e-06
1924,9.220040088361462e-06,6.4304001488681345e-09,3.891355809011137e-10,9.220040088361462e-06
1925,9.336021451287837e-06,6.32961016933109e-09,2.5395813031879403e-10,9.336021451287837e-06
1926,9.453103432731171e-06,5.921196675830385e-09,1.9164661524406768e-10,9.453103432731171e-06
1927,9.531669612832567e-06,6.222392696335939e-09,2.5986174719986165e-10,9.531669612832567e-06
1928,9.76857193433846e-06,6.340743993352557e-09,2.826712336423398e-10,9.76857193433846e-06
1929,9.950158528226893e-06,6.196643959859622e-09,2.60788944011254e-10,9.950158528226893e-06
1930,9.99061908909685e-06,5.884495240288905e-09,2.60788944011254e-10,9.99061908909685e-06
1931,1.0120709703187458e-05,6.044710827118089e-09,1.8752435120601112e-10,1.0120709703187458e-05
1932,1.045841379111932e-05,6.02294715688702e-09,1.881624221512977e-10,1.045841379111932e-05
1933,1.064865383731168e-05,6.170008567555182e-09,1.6523945902045612e-10,1.064865383731168e-05
1934,1.0901032250590756e-05,6.515698901056664e-09,1.868958261961952e-10,1.0901032250590756e-05
1935,1.102090027416125e-05,6.672340077277081e-09,1.863086728543755e-10,1.102090027416125e-05
1936,1.1041070398018096e-05,8.230733174384243e-09,1.5667451066673062e-10,1.1041070398018096e-05
1937,1.1410242223064415e-05,8.713751498135025e-09,1.5667451066673062e-10,1.1410242223064415e-05
1938,1.1363983633470656e-05,8.368161528794969e-09,1.5667451066673062e-10,1.1363983633470656e-05
1939,1.1143460531976806e-05,8.689525416676652e-09,1.3303126457562898e-10,1.1143460531976806e-05
1940,1.0870851448479308e-05,8.662977192739975e-09,1.3303126457562898e-10,1.0870851448479308e-05
1941,1.0750875324967118e-05,8.839922381399999e-09,9.831690620362314e-11,1.0750875324967118e-05
1942,1.0561007002252154e-05,8.858461519878347e-09,7.609457310296465e-11,1.0561007002252154e-05
1943,1.0607498422489567e-05,7.859353802684512e-09,5.5157140759527174e-11,1.0607498422489567e-05
1944,1.0327616239789808e-05,7.94283952895317e-09,7.412846328832704e-11,1.0327616239789808e-05
1945,1.0376171563361172e-05,8.380643227009647e-09,9.289788382993436e-11,1.0376171563361172e-05
1946,1.0342076945692367e-05,7.955144987192853e-09,1.0944598798674171e-10,1.0342076945692367e-05
1947,1.042036365106469e-05,8.055035622638634e-09,1.0944598798674171e-10,1.042036365106469e-05
1948,1.0360971308338257e-05,7.398742824753819e-09,5.428884722721453e-11,1.0360971308338257e-05
1949,1.0486267975855818e-05,7.303747638433476e-09,8.830117192992759e-11,1.0486267975855818e-05
1950,1.0360280742003982e-05,7.101853391081445e-09,1.3906109993680867e-10,1.0360280742003982e-05
1951,1.052630185378283e-05,6.774479897688122e-09,1.2008977740800882e-10,1.052630185378283e-05
1952,1.0478520640130487e-05,6.442538375799651e-09,1.0132035686640149e-10,1.0478520640130487e-05
1953,1.04487961445037e-05,6.55820509010141e-09,1.1615072594204991e-10,1.04487961445037e-05
1954,1.0542614940537273e-05,6.205529613976881e-09,1.1615072594204991e-10,1.0542614940537273e-05
1955,1.0488543791455283e-05,6.426035259465834e-09,1.1615072594204991e-10,1.0488543791455283e-05
1956,1.0351845178645038e-05,7.369825321441275e-09,1.0907441220072859e-10,1.0351845178645038e-05
1957,1.0374767173613821e-05,7.539363355846262e-09,9.654566035521839e-11,1.0374767173613821e-05
1958,1.0124816981260665e-05,7.621093153379173e-09,9.654566035521839e-11,1.0124816981260665e-05
1959,9.959593236479642e-06,7.459975811688731e-09,1.3042747834138676e-10,9.959593236479642e-06
1960,9.834069714997895e-06,7.513495413137759e-09,1.0963686605406205e-10,9.834069714997895e-06
1961,9.529665866076747e-06,8.093655142918773e-09,1.3214800384916562e-10,9.529665866076747e-06
1962,9.336043149232864e-06,7.969342646114391e-09,1.4234975995571934e-10,9.336043149232864e-06
1963,9.175469780789822e-06,6.956149878334372e-09,1.3522146200381106e-10,9.175469780789822e-06
1964,8.925555578441293e-06,6.961123677484693e-09,1.0598359590734724e-10,8.925555578441293e-06
1965,8.761253671504424e-06,7.232078808832349e-09,1.324288407108679e-10,8.761253671504424e-06
1966,8.6446606084272e-06,7.763044746716169e-09,1.6889159416238238e-10,8.6446606084272e-06
1967,8.533054304799797e-06,7.896289653887476e-09,1.8483777008970748e-10,8.533054304799797e-06
1968,8.487189786267533e-06,7.604167581324158e-09,2.2432242174907913e-10,8.487189786267533e-06
1969,8.412683200731408e-06,7.963160543665384e-09,2.141206656425254e-10,8.412683200731408e-06
1970,8.204563138341265e-06,8.271272746083826e-09,2.0308246156159575e-10,8.204563138341265e-06
1971,8.10760840457598e-06,8.588373631316211e-09,1.9408915149668867e-10,8.10760840457598e-06
1972,7.998774565619118e-06,8.329109148417859e-09,2.0242568732342647e-10,7.998774565619118e-06
1973,7.83245104685193e-06,8.062361001037743e-09,1.4858930950735682e-10,7.83245104685193e-06
1974,7.682500056814337e-06,8.008501163812655e-09,1.3020277564446125e-10,7.682500056814337e-06
1975,7.604967842261041e-06,9.285842507620958e-09,8.442598653909553e-11,7.604967842261041e-06
1976,7.5339733354797185e-06,9.620889799119174e-09,9.246241768266574e-11,7.5339733354797185e-06
1977,7.6134694089497704e-06,1.0094162267953216e-08,8.369290875411193e-11,7.6134694089497704e-06
1978,7.642427200542962e-06,1.0402455849093225e-08,1.0001276592611471e-10,7.642427200542962e-06
1979,7.746714605413477e-06,1.1749502767547223e-08,8.148638708238565e-11,7.746714605413477e-06
1980,7.896942536587761e-06,1.3064199055889958e-08,6.497819346077246e-11,7.896942536587761e-06
1981,8.093552423815709e-06,1.4958791158140424e-08,5.6830690451211854e-11,8.093552423815709e-06
1982,8.263029875316924e-06,1.767563581215167e-08,4.8023185130910815e-11,8.263029875316924e-06
1983,8.41871419002668e-06,1.7961714020892875e-08,3.998675398734061e-11,8.41871419002668e-06
1984,8.548743867972267e-06,1.845802571105131e-08,8.409031605958818e-11,8.548743867972267e-06
1985,8.68810483163023e-06,1.778614753890549e-08,6.777045888758541e-11,8.68810483163023e-06
1986,8.830155560904781e-06,1.686812543612502e-08,7.224072233271071e-11,8.830155560904781e-06
1987,8.998598397218821e-06,1.621642578949637e-08,7.224072233271071e-11,8.998598397218821e-06
1988,9.15680863857103e-06,1.6231733925207792e-08,1.0689776940615253e-10,9.15680863857103e-06
1989,9.326362617555009e-06,1.3806524685427185e-08,1.327463337665234e-10,9.326362617555009e-06
1990,9.504587978881318e-06,1.382794361554878e-08,1.6603364318333392e-10,9.504587978881318e-06
1991,9.688972698183664e-06,1.3899320551656404e-08,1.3506861799651914e-10,9.688972698183664e-06
1992,9.889668815178862e-06,1.6261468996755672e-08,1.4779331032808785e-10,9.889668815178862e-06
1993,1.0109138981663688e-05,1.8348479814887597e-08,1.4639172314843763e-10,1.0109138981663688e-05
1994,1.0341263987356797e-05,1.9866516051284374e-08,1.593979829081097e-10,1.0341263987356797e-05
1995,1.0600060964601912e-05,2.230447445786662e-08,1.3751519863301554e-10,1.0600060964601912e-05
1996,1.0820807152153325e-05,2.2633983322504847e-08,1.1685921773902612e-10,1.0820807152153325e-05
1997,1.1121050452597306e-05,2.386397466937394e-08,8.932443277106676e-11,1.1121050452597306e-05
1998,1.1417087340045587e-05,2.36358696424434e-08,7.618589588563398e-11,1.1417087340045587e-05
1999,1.1624957551248372e-05,2.211388012390054e-08,6.346120355406524e-11,1.1624957551248372e-05
2000,1.1830332758628564e-05,2.1388389091571624e-08,4.932955482587051e-11,1.1830332758628564e-05
2001,1.2138007410352916e-05,2.0462971380855573e-08,5.1535485700344403e-11,1.2138007410352916e-05
2002,1.2373669181085592e-05,1.7493450117050154e-08,3.876122290199671e-11,1.2373669181085592e-05
2003,1.2721857274300419e-05,1.6849158385972325e-08,6.742224288789979e-11,1.2721857274300419e-05
2004,1.2957810732976733e-05,1.686652937950482e-08,8.185590251254458e-11,1.2957810732976733e-05
2005,1.328821417700965e-05,1.8476118793639022e-08,8.682449600553151e-11,1.328821417700965e-05
2006,1.3771203287303382e-05,2.2610596062122568e-08,1.0741078463169122e-10,1.3771203287303382e-05
2007,1.4233338203796717e-05,2.4295328415746553e-08,1.0221835530788148e-10,1.4233338203796717e-05
2008,1.4678000817574294e-05,2.5324611233453912e-08,8.700616467373555e-11,1.4678000817574294e-05
2009,1.4907798036542122e-05,2.5562696848169253e-08,9.94522019300995e-11,1.4907798036542122e-05
2010,1.4983591687009071e-05,2.5680673333892756e-08,6.637489565911433e-11,1.4983591687009071e-05
2011,1.5353001279955996e-05,2.4134042573921632e-08,6.011590233548755e-11,1.5353001279955996e-05
2012,1.5560842777111767e-05,2.2851680167182816e-08,7.116688141572958e-11,1.5560842777111767e-05
2013,1.557362754413459e-05,1.8702844098835873e-08,5.058059278956988e-11,1.557362754413459e-05
2014,1.5721135111691963e-05,1.6718481710142896e-08,6.616784253446869e-11,1.5721135111691963e-05
2015,1.577388918251797e-05,1.5146593439802862e-08,7.702918511376389e-11,1.577388918251797e-05
2016,1.6126480009656268e-05,1.4565107342434658e-08,6.458314785739994e-11,1.6126480009656268e-05
2017,1.6379714907088783e-05,1.4327498742972011e-08,6.579458158850748e-11,1.6379714907088783e-05
2018,1.639044639887288e-05,1.4638751544282513e-08,5.945543085639215e-11,1.639044639887288e-05
2019,1.6462993698951323e-05,1.4308230822379642e-08,4.628503656733951e-11,1.6462993698951323e-05
