ngram,guest,gst,guset,guest
1583,4.762466135486777e-06,0.0,0.0,4.762466135486777e-06
1584,4.762466135486777e-06,0.0,0.0,4.762466135486777e-06
1585,5.9791026874985875e-06,0.0,0.0,5.9791026874985875e-06
1586,5.33234788235859e-06,0.0,0.0,5.33234788235859e-06
1587,1.3686035604873073e-05,0.0,0.0,1.3686035604873073e-05
1588,1.4355541419977921e-05,0.0,0.0,1.4355541419977921e-05
1589,1.6409532560958595e-05,0.0,0.0,1.6409532560958595e-05
1590,2.000552363564826e-05,0.0,0.0,2.000552363564826e-05
1591,2.2404324746665744e-05,0.0,0.0,2.2404324746665744e-05
1592,2.070586197078228e-05,0.0,0.0,2.070586197078228e-05
1593,2.5617949826742654e-05,0.0,0.0,2.5617949826742654e-05
1594,1.7111959160891793e-05,0.0,0.0,1.7111959160891793e-05
1595,1.869643873370868e-05,0.0,0.0,1.869643873370868e-05
1596,1.6852865818301715e-05,0.0,0.0,1.6852865818301715e-05
1597,1.2429381903140374e-05,0.0,0.0,1.2429381903140374e-05
1598,1.0074814708462196e-05,4.423391633931065e-08,0.0,1.0074814708462196e-05
1599,1.054645930155727e-05,4.423391633931065e-08,0.0,1.054645930155727e-05
1600,6.06039578445104e-06,4.423391633931065e-08,0.0,6.06039578445104e-06
1601,5.8082094694457605e-06,4.423391633931065e-08,0.0,5.8082094694457605e-06
1602,3.971826954187106e-06,4.423391633931065e-08,0.0,3.971826954187106e-06
1603,3.7614087286133975e-06,4.423391633931065e-08,0.0,3.7614087286133975e-06
1604,3.1373695930726953e-06,4.423391633931065e-08,0.0,3.1373695930726953e-06
1605,3.992630809079856e-06,0.0,0.0,3.992630809079856e-06
1606,5.522988950750525e-06,0.0,0.0,5.522988950750525e-06
1607,5.09696461189638e-06,0.0,0.0,5.09696461189638e-06
1608,4.510993026737456e-06,0.0,0.0,4.510993026737456e-06
1609,4.848086064157542e-06,0.0,0.0,4.848086064157542e-06
1610,9.94601642949939e-06,0.0,0.0,9.94601642949939e-06
1611,9.368597797479847e-06,0.0,0.0,9.368597797479847e-06
1612,9.276104849829738e-06,0.0,0.0,9.276104849829738e-06
1613,7.75353354194002e-06,0.0,0.0,7.75353354194002e-06
1614,1.0390411521906831e-05,0.0,0.0,1.0390411521906831e-05
1615,1.1533241247109669e-05,0.0,0.0,1.1533241247109669e-05
1616,1.1138969869404849e-05,3.6042453237834185e-07,0.0,1.1138969869404849e-05
1617,7.029370181044214e-06,3.6042453237834185e-07,0.0,7.029370181044214e-06
1618,7.2027136346670365e-06,3.6042453237834185e-07,0.0,7.2027136346670365e-06
1619,8.64640134880444e-06,4.729590321923232e-07,0.0,8.64640134880444e-06
1620,9.879531424823134e-06,4.729590321923232e-07,0.0,9.879531424823134e-06
1621,7.777907447754323e-06,4.729590321923232e-07,0.0,7.777907447754323e-06
1622,6.635077722551484e-06,4.729590321923232e-07,0.0,6.635077722551484e-06
1623,7.621724112790876e-06,1.1253449981398132e-07,0.0,7.621724112790876e-06
1624,7.23072220612916e-06,1.1253449981398132e-07,0.0,7.23072220612916e-06
1625,7.2735520006972365e-06,1.1253449981398132e-07,0.0,7.2735520006972365e-06
1626,5.022862101863471e-06,0.0,0.0,5.022862101863471e-06
1627,4.908013969335505e-06,0.0,0.0,4.908013969335505e-06
1628,4.896852975174884e-06,0.0,0.0,4.896852975174884e-06
1629,5.9697344373229754e-06,0.0,0.0,5.9697344373229754e-06
1630,4.881410502223714e-06,0.0,0.0,4.881410502223714e-06
1631,4.907561593167234e-06,0.0,0.0,4.907561593167234e-06
1632,4.443419226975363e-06,9.162613423541188e-08,0.0,4.443419226975363e-06
1633,4.580512024533943e-06,9.162613423541188e-08,0.0,4.580512024533943e-06
1634,3.476471306385065e-06,9.162613423541188e-08,0.0,3.476471306385065e-06
1635,3.28165715148186e-06,1.7394584769395545e-07,0.0,3.28165715148186e-06
1636,2.9035309613131436e-06,1.7394584769395545e-07,0.0,2.9035309613131436e-06
1637,3.669025724255854e-06,1.7394584769395545e-07,0.0,3.669025724255854e-06
1638,3.5168911348851646e-06,1.7394584769395545e-07,0.0,3.5168911348851646e-06
1639,3.929088880535606e-06,8.231971345854358e-08,0.0,3.929088880535606e-06
1640,4.306036349329848e-06,8.231971345854358e-08,0.0,4.306036349329848e-06
1641,4.051252046467978e-06,8.231971345854358e-08,0.0,4.051252046467978e-06
1642,5.1253210488409555e-06,0.0,0.0,5.1253210488409555e-06
1643,4.701533124976517e-06,0.0,0.0,4.701533124976517e-06
1644,4.043937240437247e-06,0.0,0.0,4.043937240437247e-06
1645,3.916409777307958e-06,0.0,0.0,3.916409777307958e-06
1646,3.7421379244863473e-06,0.0,0.0,3.7421379244863473e-06
1647,3.6442798675904797e-06,0.0,0.0,3.6442798675904797e-06
1648,3.909733095497359e-06,0.0,0.0,3.909733095497359e-06
1649,2.7410685561335413e-06,0.0,0.0,2.7410685561335413e-06
1650,2.909302565967664e-06,0.0,0.0,2.909302565967664e-06
1651,3.1016577395348577e-06,0.0,0.0,3.1016577395348577e-06
1652,3.3702253209152592e-06,5.567139688927065e-08,0.0,3.3702253209152592e-06
1653,3.293425347042752e-06,5.567139688927065e-08,0.0,3.293425347042752e-06
1654,3.2091086268337676e-06,9.715458304526692e-08,0.0,3.2091086268337676e-06
1655,2.879076191675267e-06,1.552576277065652e-07,0.0,2.879076191675267e-06
1656,3.233388205054715e-06,2.0056495892666654e-07,0.0,3.233388205054715e-06
1657,3.1278400456358213e-06,2.0056495892666654e-07,0.0,3.1278400456358213e-06
1658,2.6760702748366124e-06,2.0056495892666654e-07,0.0,2.6760702748366124e-06
1659,3.1252020156508868e-06,1.448935620373959e-07,0.0,3.1252020156508868e-06
1660,2.757921160017369e-06,1.448935620373959e-07,0.0,2.757921160017369e-06
1661,2.8291681165423403e-06,1.0341037588139962e-07,0.0,2.8291681165423403e-06
1662,3.1826571346625443e-06,4.530733122010133e-08,0.0,3.1826571346625443e-06
1663,2.9221366974395224e-06,0.0,0.0,2.9221366974395224e-06
1664,3.4138461078977604e-06,0.0,0.0,3.4138461078977604e-06
1665,3.6152561538723863e-06,0.0,0.0,3.6152561538723863e-06
1666,2.793429400428847e-06,0.0,0.0,2.793429400428847e-06
1667,2.892698327221816e-06,0.0,0.0,2.892698327221816e-06
1668,2.8833648327365935e-06,0.0,0.0,2.8833648327365935e-06
1669,2.625153505115512e-06,0.0,0.0,2.625153505115512e-06
1670,2.4126261126054615e-06,0.0,0.0,2.4126261126054615e-06
1671,2.05658583191897e-06,0.0,0.0,2.05658583191897e-06
1672,2.5843649577187274e-06,0.0,0.0,2.5843649577187274e-06
1673,2.418903193301958e-06,0.0,0.0,2.418903193301958e-06
1674,2.5496509660375262e-06,0.0,0.0,2.5496509660375262e-06
1675,3.0481529701579087e-06,3.431849953423287e-08,0.0,3.0481529701579087e-06
1676,3.036245199642248e-06,3.431849953423287e-08,0.0,3.036245199642248e-06
1677,3.759952627595859e-06,3.431849953423287e-08,0.0,3.759952627595859e-06
1678,3.489816005445131e-06,3.431849953423287e-08,0.0,3.489816005445131e-06
1679,2.7687544112658154e-06,3.431849953423287e-08,0.0,2.7687544112658154e-06
1680,2.911748944305665e-06,3.431849953423287e-08,0.0,2.911748944305665e-06
1681,3.125530546250437e-06,5.6694346994845546e-08,0.0,3.125530546250437e-06
1682,2.495343015393051e-06,4.2536880430686456e-08,0.0,2.495343015393051e-06
1683,2.3700673230970485e-06,4.2536880430686456e-08,0.0,2.3700673230970485e-06
1684,1.6765202985880023e-06,4.2536880430686456e-08,0.0,1.6765202985880023e-06
1685,1.6187754080679691e-06,4.2536880430686456e-08,0.0,1.6187754080679691e-06
1686,1.6691918014138146e-06,4.2536880430686456e-08,0.0,1.6691918014138146e-06
1687,1.6991691852906245e-06,4.2536880430686456e-08,0.0,1.6991691852906245e-06
1688,1.1882044402357548e-06,2.016103297007378e-08,0.0,1.1882044402357548e-06
1689,1.2102515500243629e-06,3.157116980543963e-08,0.0,1.2102515500243629e-06
1690,1.2647808002189516e-06,3.157116980543963e-08,0.0,1.2647808002189516e-06
1691,1.1186728962846765e-06,3.157116980543963e-08,0.0,1.1186728962846765e-06
1692,1.308584712335557e-06,3.157116980543963e-08,0.0,1.308584712335557e-06
1693,1.4249702319700321e-06,3.157116980543963e-08,0.0,1.4249702319700321e-06
1694,1.2265408031453262e-06,5.595672040012037e-08,0.0,1.2265408031453262e-06
1695,1.3659596983675977e-06,5.595672040012037e-08,0.0,1.3659596983675977e-06
1696,1.2707705211921296e-06,2.4385550594680742e-08,0.0,1.2707705211921296e-06
1697,1.4218033389365052e-06,3.1732625416225346e-08,0.0,1.4218033389365052e-06
1698,1.556629854349012e-06,3.1732625416225346e-08,0.0,1.556629854349012e-06
1699,1.4213203322859563e-06,3.1732625416225346e-08,0.0,1.4213203322859563e-06
1700,1.3471252162032345e-06,4.4730478115135545e-08,0.0,1.3471252162032345e-06
1701,1.5690233762403035e-06,6.867872416803169e-08,0.0,1.5690233762403035e-06
1702,1.5761245159800247e-06,6.867872416803169e-08,0.0,1.5761245159800247e-06
1703,1.5638325164348186e-06,7.971993401919722e-08,0.0,1.5638325164348186e-06
1704,1.3557935777238787e-06,7.237285919765262e-08,0.0,1.3557935777238787e-06
1705,1.385807552521458e-06,7.237285919765262e-08,0.0,1.385807552521458e-06
1706,1.876438204817532e-06,8.344824209416402e-08,0.0,1.876438204817532e-06
1707,1.8507593527569303e-06,7.045038939525381e-08,0.0,1.8507593527569303e-06
1708,1.7054863649588827e-06,3.176246009063886e-08,0.0,1.7054863649588827e-06
1709,1.6100833753236138e-06,3.176246009063886e-08,0.0,1.6100833753236138e-06
1710,1.7088643906910356e-06,3.7936273551102724e-08,0.0,1.7088643906910356e-06
1711,1.6564765214103057e-06,3.7936273551102724e-08,0.0,1.6564765214103057e-06
1712,1.8718557157626492e-06,3.7936273551102724e-08,0.0,1.8718557157626492e-06
1713,1.4556323354294624e-06,2.686089065459133e-08,0.0,1.4556323354294624e-06
1714,1.89550020682613e-06,2.686089065459133e-08,0.0,1.89550020682613e-06
1715,1.962583935112759e-06,5.1182084348511125e-08,0.0,1.962583935112759e-06
1716,2.1813370299891436e-06,6.003704251205428e-08,0.0,2.1813370299891436e-06
1717,2.3261739638006214e-06,4.282201920042488e-08,0.0,2.3261739638006214e-06
1718,2.6202396351696474e-06,5.0563775642688465e-08,0.0,2.6202396351696474e-06
1719,2.411226595151155e-06,5.0563775642688465e-08,0.0,2.411226595151155e-06
1720,2.4850990842293996e-06,5.962490387137872e-08,0.0,2.4850990842293996e-06
1721,2.187066570513707e-06,5.962490387137872e-08,0.0,2.187066570513707e-06
1722,2.4273314238598687e-06,2.5657842834497e-08,0.0,2.4273314238598687e-06
1723,2.4533142258016075e-06,1.6802884670953844e-08,0.0,2.4533142258016075e-06
1724,2.2326481874707885e-06,1.6802884670953844e-08,0.0,2.2326481874707885e-06
1725,2.000749987018935e-06,2.3767034308873136e-08,0.0,2.000749987018935e-06
1726,2.200018213573328e-06,3.015453233144529e-08,0.0,2.200018213573328e-06
1727,2.013077814159e-06,2.7936119957010826e-08,0.0,2.013077814159e-06
1728,1.7472717063680778e-06,3.441567995667226e-08,0.0,1.7472717063680778e-06
1729,1.6522416258015125e-06,4.0787656680712255e-08,0.0,1.6522416258015125e-06
1730,1.7869327564312698e-06,4.8970894640985666e-08,0.0,1.7869327564312698e-06
1731,1.6778891002949031e-06,4.8970894640985666e-08,0.0,1.6778891002949031e-06
1732,2.0764160524322506e-06,3.426498856080278e-08,0.0,2.0764160524322506e-06
1733,2.000981489962734e-06,3.49022601296513e-08,0.0,2.000981489962734e-06
1734,2.122332509608376e-06,4.3544739116084333e-08,0.0,2.122332509608376e-06
1735,2.2774250315446158e-06,3.70651791164229e-08,0.0,2.2774250315446158e-06
1736,2.1105923419132263e-06,4.1717852537561025e-08,0.0,2.1105923419132263e-06
1737,1.8291221002592856e-06,4.04562428002464e-08,0.0,1.8291221002592856e-06
1738,1.8923253394729857e-06,4.04562428002464e-08,0.0,1.8923253394729857e-06
1739,1.6028728526050275e-06,4.368715928697904e-08,0.0,1.6028728526050275e-06
1740,1.524963620015894e-06,3.6662389695558366e-08,0.0,1.524963620015894e-06
1741,1.650241967711606e-06,2.7118545631310553e-08,0.0,1.650241967711606e-06
1742,1.9534005722172358e-06,3.34959179123676e-08,0.0,1.9534005722172358e-06
1743,2.1485114335259174e-06,3.210266135462396e-08,0.0,2.1485114335259174e-06
1744,2.705321224181846e-06,2.5181033131665183e-08,0.0,2.705321224181846e-06
1745,3.1259038126206306e-06,2.5181033131665183e-08,0.0,3.1259038126206306e-06
1746,3.3798989339369915e-06,2.692809378653952e-08,0.0,3.3798989339369915e-06
1747,3.724253377056032e-06,2.692809378653952e-08,0.0,3.724253377056032e-06
1748,3.800686142442698e-06,2.8266206645152384e-08,0.0,3.800686142442698e-06
1749,3.7746917444435113e-06,2.6844114740600033e-08,0.0,3.7746917444435113e-06
1750,4.078341297437353e-06,2.3810184046624272e-08,0.0,4.078341297437353e-06
1751,4.075192431888094e-06,3.094846131749104e-08,0.0,4.075192431888094e-06
1752,4.124613399523826e-06,3.4847051466613266e-08,0.0,4.124613399523826e-06
1753,4.310859009949906e-06,3.9927779178177454e-08,0.0,4.310859009949906e-06
1754,4.1217556047610874e-06,4.4111847888724954e-08,0.0,4.1217556047610874e-06
1755,4.754916972160572e-06,3.683238425367108e-08,0.0,4.754916972160572e-06
1756,4.750019505601293e-06,3.4912574418756644e-08,0.0,4.750019505601293e-06
1757,5.264929931010036e-06,3.4405358054609026e-08,0.0,5.264929931010036e-06
1758,5.0439151826659715e-06,3.348225036907999e-08,0.0,5.0439151826659715e-06
1759,5.168081673088766e-06,3.6541250025834415e-08,0.0,5.168081673088766e-06
1760,4.995365575918445e-06,3.446664591828201e-08,0.0,4.995365575918445e-06
1761,5.275241814420692e-06,3.0282577207734514e-08,0.0,5.275241814420692e-06
1762,5.167604090924474e-06,3.2965159237262146e-08,0.0,5.167604090924474e-06
1763,5.601659332959181e-06,3.276836326092182e-08,0.0,5.601659332959181e-06
1764,5.625698707132999e-06,2.948879642060222e-08,0.0,5.625698707132999e-06
1765,6.0116507094270285e-06,2.622103524783727e-08,0.0,6.0116507094270285e-06
1766,6.069759170454095e-06,1.9263445441960617e-08,0.0,6.069759170454095e-06
1767,6.383803598250129e-06,1.7168349281908897e-08,0.0,6.383803598250129e-06
1768,6.426238282334193e-06,2.2532774376518968e-08,0.0,6.426238282334193e-06
1769,6.242760134357793e-06,2.2896451972493585e-08,0.0,6.242760134357793e-06
1770,6.27151082101461e-06,2.5823620575238238e-08,0.0,6.27151082101461e-06
1771,5.902731897679457e-06,2.5645584703478822e-08,0.0,5.902731897679457e-06
1772,5.635166222158919e-06,3.3242503606954547e-08,0.0,5.635166222158919e-06
1773,5.5895077691405144e-06,3.8432885318684384e-08,0.0,5.5895077691405144e-06
1774,5.563569564921116e-06,4.056127040590647e-08,0.0,5.563569564921116e-06
1775,5.666154720529448e-06,4.0974223633075524e-08,0.0,5.666154720529448e-06
1776,7.92762862796995e-06,3.792796400757327e-08,0.0,7.92762862796995e-06
1777,8.020891332957295e-06,3.799822145822418e-08,0.0,8.020891332957295e-06
1778,7.898613018499287e-06,3.5365577640992085e-08,0.0,7.898613018499287e-06
1779,8.36320551960463e-06,2.994462176632494e-08,0.0,8.36320551960463e-06
1780,8.427362835001467e-06,2.7103380365442068e-08,0.0,8.427362835001467e-06
1781,8.408995849354792e-06,3.056109143528829e-08,0.0,8.408995849354792e-06
1782,8.621724126507096e-06,3.1258113557847926e-08,0.0,8.621724126507096e-06
1783,6.659853235240527e-06,3.560731163889029e-08,0.0,6.659853235240527e-06
1784,6.596818885944751e-06,3.310015525162921e-08,0.0,6.596818885944751e-06
1785,6.7368886707949315e-06,3.471827764960673e-08,0.0,6.7368886707949315e-06
1786,6.294619197433349e-06,3.0935004526254165e-08,0.0,6.294619197433349e-06
1787,6.556817360043559e-06,3.245328894507793e-08,0.0,6.556817360043559e-06
1788,6.774204913589139e-06,2.751094856685248e-08,0.0,6.774204913589139e-06
1789,6.834512467841185e-06,2.5690087390728422e-08,0.0,6.834512467841185e-06
1790,6.6449114066407285e-06,2.3550586116170636e-08,0.0,6.6449114066407285e-06
1791,6.515427425516204e-06,2.565147294575354e-08,0.0,6.515427425516204e-06
1792,6.876676057540213e-06,3.600423349934902e-08,0.0,6.876676057540213e-06
1793,7.123421125600414e-06,4.255231215008085e-08,0.0,7.123421125600414e-06
1794,7.059609937901509e-06,4.3674815383302045e-08,0.0,7.059609937901509e-06
1795,6.795015126824312e-06,3.896859926807597e-08,0.0,6.795015126824312e-06
1796,6.756300925709573e-06,3.8107706450724825e-08,0.0,6.756300925709573e-06
1797,7.3783135771269115e-06,3.816570424776598e-08,0.0,7.3783135771269115e-06
1798,7.688715933389695e-06,3.620781338245901e-08,0.0,7.688715933389695e-06
1799,7.64977396881607e-06,2.724077826802126e-08,0.0,7.64977396881607e-06
1800,7.738806029270304e-06,2.840920743096831e-08,0.0,7.738806029270304e-06
1801,7.87486461766613e-06,2.4347960409747723e-08,0.0,7.87486461766613e-06
1802,8.266493620924717e-06,2.6428557437745733e-08,0.0,8.266493620924717e-06
1803,8.587296698741348e-06,2.71989103620537e-08,0.0,8.587296698741348e-06
1804,8.346455875393336e-06,2.9202301338975597e-08,0.0,8.346455875393336e-06
1805,8.711394522314159e-06,2.9106168713306195e-08,0.0,8.711394522314159e-06
1806,8.621271717856871e-06,2.946347223341052e-08,0.0,8.621271717856871e-06
1807,9.14971152659356e-06,2.5637397030716817e-08,0.0,9.14971152659356e-06
1808,9.160002069360676e-06,2.6591621603090842e-08,0.0,9.160002069360676e-06
1809,8.888385959185793e-06,2.6483901547992772e-08,0.0,8.888385959185793e-06
1810,8.534355466898497e-06,2.4754091601916376e-08,0.0,8.534355466898497e-06
1811,8.24424627613293e-06,2.3295613311396276e-08,0.0,8.24424627613293e-06
1812,7.867388961001e-06,2.159076358968345e-08,0.0,7.867388961001e-06
1813,7.799871712320186e-06,2.0945323824556842e-08,0.0,7.799871712320186e-06
1814,7.388118254831559e-06,1.7595416171697512e-08,0.0,7.388118254831559e-06
1815,7.281494098216561e-06,1.7837058433453227e-08,0.0,7.281494098216561e-06
1816,7.6053281970546645e-06,1.746074611881048e-08,0.0,7.6053281970546645e-06
1817,8.098193705206671e-06,1.6512379907851482e-08,0.0,8.098193705206671e-06
1818,8.728205102670472e-06,1.5490121312617637e-08,0.0,8.728205102670472e-06
1819,9.31192231031933e-06,1.5923327672291114e-08,0.0,9.31192231031933e-06
1820,9.785140134356749e-06,1.3944600775671136e-08,0.0,9.785140134356749e-06
1821,1.015483011152745e-05,1.3478074275699977e-08,0.0,1.015483011152745e-05
1822,1.0536993873496872e-05,1.2850753350335253e-08,0.0,1.0536993873496872e-05
1823,1.0597967047942802e-05,1.0832272095180023e-08,0.0,1.0597967047942802e-05
1824,1.0619602887475463e-05,1.015452902716366e-08,1.3412001667997434e-10,1.0619602887475463e-05
1825,1.0260187212095064e-05,9.50373151604416e-09,1.3412001667997434e-10,1.0260187212095064e-05
1826,9.985459655581508e-06,8.940044514206745e-09,1.3412001667997434e-10,9.985459655581508e-06
1827,9.786332157091238e-06,9.24876588013847e-09,1.3412001667997434e-10,9.786332157091238e-06
1828,9.673579500356158e-06,9.379279384903936e-09,1.3412001667997434e-10,9.673579500356158e-06
1829,9.298119234050059e-06,9.146989515025033e-09,1.3412001667997434e-10,9.298119234050059e-06
1830,9.532825905418057e-06,9.171929945698106e-09,1.3412001667997434e-10,9.532825905418057e-06
1831,9.511468761047581e-06,9.729848355582199e-09,0.0,9.511468761047581e-06
1832,9.60091184814311e-06,1.063388418590502e-08,0.0,9.60091184814311e-06
1833,9.453720265030694e-06,1.01656243423065e-08,0.0,9.453720265030694e-06
1834,9.6247829657971e-06,1.0698061991831764e-08,0.0,9.6247829657971e-06
1835,9.53435541565081e-06,1.0829119696203243e-08,0.0,9.53435541565081e-06
1836,9.972220271135615e-06,1.0765161587552744e-08,0.0,9.972220271135615e-06
1837,9.834676867675235e-06,1.0497214653071296e-08,0.0,9.834676867675235e-06
1838,9.721679556865378e-06,1.0182405268161737e-08,0.0,9.721679556865378e-06
1839,9.915779758427692e-06,9.275539828276384e-09,0.0,9.915779758427692e-06
1840,1.0049359713905557e-05,1.0244143565176143e-08,0.0,1.0049359713905557e-05
1841,1.013963680764261e-05,1.1115216302926001e-08,0.0,1.013963680764261e-05
1842,1.0297887586472956e-05,1.1264011564752049e-08,0.0,1.0297887586472956e-05
1843,1.0197822900538864e-05,1.17679704711041e-08,0.0,1.0197822900538864e-05
1844,1.0144442187863336e-05,1.2142355057928204e-08,0.0,1.0144442187863336e-05
1845,1.0089419317539847e-05,1.2160418703745433e-08,0.0,1.0089419317539847e-05
1846,9.817309546633624e-06,1.1806343141224879e-08,0.0,9.817309546633624e-06
1847,9.85681370886076e-06,1.1159447778551014e-08,0.0,9.85681370886076e-06
1848,9.646397692059899e-06,1.0514924613553539e-08,0.0,9.646397692059899e-06
1849,9.719101269313666e-06,1.0033949734581223e-08,0.0,9.719101269313666e-06
1850,9.785878059379424e-06,1.0085398611486035e-08,0.0,9.785878059379424e-06
1851,1.0001331767333405e-05,9.477964762234187e-09,0.0,1.0001331767333405e-05
1852,1.0150036619701755e-05,8.869258660837431e-09,0.0,1.0150036619701755e-05
1853,1.02337426142185e-05,9.437874228167078e-09,0.0,1.02337426142185e-05
1854,1.0314890719850414e-05,9.609506206637824e-09,0.0,1.0314890719850414e-05
1855,1.0294796863620701e-05,9.169858396416788e-09,0.0,1.0294796863620701e-05
1856,1.0156159078178462e-05,9.814322180342775e-09,0.0,1.0156159078178462e-05
1857,1.0177315614003288e-05,9.357559679504642e-09,0.0,1.0177315614003288e-05
1858,9.934037994493597e-06,9.869075588499397e-09,0.0,9.934037994493597e-06
1859,9.784674667961163e-06,1.1142057435417233e-08,0.0,9.784674667961163e-06
1860,9.808826689550187e-06,1.1620652123107383e-08,0.0,9.808826689550187e-06
1861,9.62596043661636e-06,1.1975641557780494e-08,0.0,9.62596043661636e-06
1862,9.760983370402495e-06,1.27836085843975e-08,0.0,9.760983370402495e-06
1863,9.792091337398493e-06,1.2180054932896058e-08,4.7737881108440257e-11,9.792091337398493e-06
1864,9.63939354343373e-06,1.2575855150893339e-08,4.7737881108440257e-11,9.63939354343373e-06
1865,9.817626960284542e-06,1.2551016987621161e-08,4.7737881108440257e-11,9.817626960284542e-06
1866,9.962526876604119e-06,1.263046936880333e-08,4.7737881108440257e-11,9.962526876604119e-06
1867,9.94579802084315e-06,1.1967349397171541e-08,4.7737881108440257e-11,9.94579802084315e-06
1868,1.0080277076797626e-05,1.1704835069435506e-08,4.7737881108440257e-11,1.0080277076797626e-05
