ngram,amount,amont,amunt,ammount
1589,8.175737184501486e-05,0.0,0.0,0.0
1590,6.074762664606429e-05,0.0,0.0,0.0
1591,5.9649492738701936e-05,0.0,0.0,0.0
1592,5.832846610636417e-05,0.0,0.0,0.0
1593,5.297480532005595e-05,0.0,0.0,0.0
1594,5.829575028266325e-05,0.0,0.0,0.0
1595,6.1000532956053834e-05,0.0,0.0,0.0
1596,2.5308044314442668e-05,0.0,0.0,0.0
1597,2.8693884944784388e-05,0.0,0.0,0.0
1598,6.195100935916084e-05,0.0,0.0,1.1058478516393474e-06
1599,0.00015179930700729268,0.0,0.0,1.1058478516393474e-06
1600,0.00016527425655762533,0.0,0.0,1.1058478516393474e-06
1601,0.00016345209015915834,1.953238617196413e-07,0.0,1.1058478516393474e-06
1602,0.00017473700323275158,1.953238617196413e-07,0.0,1.1058478516393474e-06
1603,0.00016337441879191568,1.953238617196413e-07,0.0,1.1058478516393474e-06
1604,0.00016600118345065442,1.953238617196413e-07,0.0,1.1058478516393474e-06
1605,0.000131369732035377,1.953238617196413e-07,0.0,0.0
1606,4.680672170057473e-05,1.953238617196413e-07,0.0,0.0
1607,3.221538845212178e-05,1.953238617196413e-07,0.0,0.0
1608,2.753196924589117e-05,0.0,0.0,0.0
1609,1.618370908675258e-05,0.0,0.0,0.0
1610,1.7203295198799295e-05,0.0,0.0,0.0
1611,3.507634258832175e-05,0.0,1.0241227853059951e-07,0.0
1612,3.485146880523514e-05,0.0,1.0241227853059951e-07,0.0
1613,3.05250443456576e-05,0.0,1.0241227853059951e-07,0.0
1614,3.151387362062711e-05,0.0,1.0241227853059951e-07,0.0
1615,3.207608252913425e-05,0.0,1.0241227853059951e-07,0.0
1616,2.9795071473667383e-05,0.0,1.0241227853059951e-07,0.0
1617,2.9516733353115603e-05,0.0,1.0241227853059951e-07,0.0
1618,5.058789205187557e-05,0.0,0.0,0.0
1619,5.1825771509226926e-05,0.0,0.0,0.0
1620,6.164597272930093e-05,0.0,0.0,0.0
1621,6.190606937447487e-05,0.0,0.0,0.0
1622,6.592787449985085e-05,0.0,0.0,0.0
1623,7.28416332874206e-05,0.0,0.0,0.0
1624,8.001499164882781e-05,0.0,0.0,0.0
1625,3.3238350754670266e-05,0.0,0.0,0.0
1626,4.417042717770008e-05,0.0,0.0,0.0
1627,3.371090578444377e-05,0.0,0.0,0.0
1628,4.2419747355130054e-05,0.0,0.0,0.0
1629,4.3000462840479615e-05,0.0,0.0,0.0
1630,4.2281203247642096e-05,0.0,0.0,0.0
1631,3.550019654799793e-05,0.0,0.0,0.0
1632,3.6691336293058286e-05,0.0,0.0,0.0
1633,2.6440679546015288e-05,0.0,0.0,1.3709279755858006e-07
1634,4.414018933727805e-05,0.0,0.0,1.3709279755858006e-07
1635,3.484097955411666e-05,0.0,0.0,1.3709279755858006e-07
1636,3.5989903153677005e-05,0.0,0.0,1.3709279755858006e-07
1637,2.972761993597877e-05,0.0,0.0,1.3709279755858006e-07
1638,2.953671082650544e-05,0.0,0.0,1.3709279755858006e-07
1639,3.48866704890887e-05,0.0,0.0,1.3709279755858006e-07
1640,3.4509492122327045e-05,0.0,0.0,0.0
1641,1.8879323111572637e-05,0.0,0.0,0.0
1642,1.984001288032492e-05,0.0,0.0,0.0
1643,1.4320229053867348e-05,0.0,0.0,0.0
1644,1.558583348274364e-05,0.0,0.0,0.0
1645,1.6067531045596945e-05,0.0,0.0,0.0
1646,1.3555968182897362e-05,0.0,0.0,0.0
1647,1.4094758431123669e-05,0.0,0.0,0.0
1648,1.8445712482519282e-05,0.0,0.0,0.0
1649,1.784342605658042e-05,0.0,0.0,0.0
1650,1.961684789161414e-05,0.0,0.0,0.0
1651,1.9735606071792843e-05,0.0,0.0,0.0
1652,2.588252800705959e-05,5.567139688927065e-08,0.0,0.0
1653,2.4038888958395027e-05,5.567139688927065e-08,0.0,0.0
1654,2.3285439900584087e-05,5.567139688927065e-08,0.0,0.0
1655,1.7475251102691152e-05,5.567139688927065e-08,0.0,0.0
1656,1.981103261121981e-05,5.567139688927065e-08,0.0,0.0
1657,1.8684525457501877e-05,5.567139688927065e-08,0.0,0.0
1658,3.1162049708655104e-05,5.567139688927065e-08,0.0,0.0
1659,2.5681606660197887e-05,0.0,0.0,0.0
1660,2.5019030415153664e-05,0.0,0.0,0.0
1661,2.463216417579263e-05,0.0,0.0,0.0
1662,2.512351050297314e-05,0.0,0.0,0.0
1663,2.5843856552195837e-05,0.0,0.0,0.0
1664,3.3832624922069954e-05,0.0,0.0,0.0
1665,2.100084611811326e-05,0.0,0.0,0.0
1666,2.1866160425685977e-05,3.9948397605777634e-08,0.0,0.0
1667,3.887311082248094e-05,3.9948397605777634e-08,0.0,0.0
1668,3.97263969976588e-05,8.370161351324765e-08,0.0,0.0
1669,3.9743198353140284e-05,8.370161351324765e-08,0.0,0.0
1670,3.8452849886588023e-05,8.370161351324765e-08,0.0,0.0
1671,2.995781557858988e-05,8.370161351324765e-08,0.0,0.0
1672,2.9815895946480202e-05,8.370161351324765e-08,0.0,0.0
1673,2.8294801138274905e-05,4.3753215907470026e-08,0.0,0.0
1674,1.1163342086157562e-05,4.3753215907470026e-08,0.0,0.0
1675,1.0433333695151045e-05,0.0,0.0,0.0
1676,1.0198039620133517e-05,0.0,0.0,0.0
1677,9.766333408021768e-06,0.0,0.0,0.0
1678,1.0305297759519558e-05,0.0,0.0,0.0
1679,9.97812432095608e-06,0.0,0.0,0.0
1680,1.0208415265619156e-05,0.0,0.0,0.0
1681,1.5589484454332186e-05,0.0,0.0,0.0
1682,1.6158654684009628e-05,0.0,0.0,0.0
1683,1.623605164370799e-05,0.0,0.0,0.0
1684,1.5287653565922354e-05,0.0,0.0,0.0
1685,1.6524133440855492e-05,0.0,0.0,0.0
1686,1.7521634747806403e-05,0.0,0.0,0.0
1687,1.7957461880411885e-05,0.0,0.0,0.0
1688,1.3413975856175447e-05,0.0,0.0,0.0
1689,1.3201634828874376e-05,0.0,0.0,0.0
1690,1.5286522674224606e-05,0.0,0.0,0.0
1691,1.6893211458019713e-05,0.0,0.0,0.0
1692,1.6208367664408536e-05,0.0,0.0,0.0
1693,1.7805842227452168e-05,0.0,0.0,0.0
1694,1.9484398113231043e-05,0.0,0.0,0.0
1695,1.999270664652743e-05,0.0,0.0,0.0
1696,2.1485003994062675e-05,1.5745945753613862e-08,0.0,0.0
1697,2.4372577692182468e-05,1.5745945753613862e-08,0.0,0.0
1698,4.132794856559485e-05,2.6117216326123786e-08,0.0,0.0
1699,4.225291169339991e-05,3.9186756696705875e-08,0.0,0.0
1700,4.0766956122492305e-05,3.9186756696705875e-08,0.0,0.0
1701,3.862087799331805e-05,4.885351602622125e-08,0.0,0.0
1702,4.225227881501529e-05,4.885351602622125e-08,0.0,0.0
1703,4.7134372834989335e-05,3.3107570272607386e-08,0.0,0.0
1704,4.3047453670754165e-05,3.3107570272607386e-08,0.0,0.0
1705,2.6040729088500874e-05,2.2736299700097462e-08,0.0,0.0
1706,2.742080128622807e-05,9.666759329515377e-09,0.0,0.0
1707,2.7669871867276796e-05,9.666759329515377e-09,0.0,0.0
1708,2.876597006564095e-05,0.0,0.0,0.0
1709,2.4951193284193452e-05,0.0,0.0,0.0
1710,2.3577302792026395e-05,0.0,0.0,0.0
1711,2.3883404927411383e-05,0.0,0.0,0.0
1712,2.27287616455994e-05,0.0,0.0,0.0
1713,2.0535621453226277e-05,1.0818015182069627e-08,0.0,0.0
1714,2.109007047173301e-05,2.0389625733839367e-08,0.0,0.0
1715,2.163244997583596e-05,2.0389625733839367e-08,0.0,0.0
1716,2.201982273878197e-05,2.9244583897382525e-08,0.0,0.0
1717,1.773821272113959e-05,4.45273948506448e-08,0.0,0.0
1718,1.8417563686463317e-05,4.45273948506448e-08,0.0,0.0
1719,1.8675300712597425e-05,4.45273948506448e-08,0.0,0.0
1720,1.8051162701989858e-05,3.370937966857517e-08,0.0,0.0
1721,1.7562582408053068e-05,2.413776911680543e-08,0.0,0.0
1722,2.6855478349066937e-05,2.413776911680543e-08,0.0,7.727586697520955e-09
1723,2.650035133098884e-05,1.5282810953262275e-08,0.0,7.727586697520955e-09
1724,2.7742407447866363e-05,0.0,0.0,7.727586697520955e-09
1725,2.7356223004712126e-05,0.0,0.0,7.727586697520955e-09
1726,2.7882094920122264e-05,0.0,0.0,7.727586697520955e-09
1727,2.894084173021838e-05,0.0,0.0,7.727586697520955e-09
1728,2.8814440546349423e-05,6.479559999661433e-09,0.0,7.727586697520955e-09
1729,1.9422629000993246e-05,1.2851536723701429e-08,0.0,0.0
1730,1.956225644659883e-05,2.103477468397484e-08,0.0,0.0
1731,1.8681666266015134e-05,2.103477468397484e-08,0.0,0.0
1732,1.885220353869954e-05,3.981034676517733e-08,0.0,0.0
1733,2.0599549705886083e-05,3.981034676517733e-08,0.0,0.0
1734,2.1178213631044074e-05,4.497207837874027e-08,0.0,0.0
1735,2.264201144238801e-05,3.849251837907884e-08,0.0,0.0
1736,2.2120195353636518e-05,3.2120541655038844e-08,0.0,0.0
1737,2.3429224841363195e-05,2.3937303694765433e-08,0.0,1.3843256445917568e-08
1738,2.7749000894670773e-05,2.3937303694765433e-08,0.0,1.3843256445917568e-08
1739,3.0648788586924116e-05,1.162356458702821e-08,0.0,2.6766922392848106e-08
1740,3.0874258560028724e-05,1.162356458702821e-08,7.48727860663426e-09,2.6766922392848106e-08
1741,3.0875216387877504e-05,6.461832973465269e-09,7.48727860663426e-09,2.6766922392848106e-08
1742,3.018104117862614e-05,1.2839205254522312e-08,7.48727860663426e-09,2.6766922392848106e-08
1743,3.285577336750326e-05,1.2839205254522312e-08,7.48727860663426e-09,2.6766922392848106e-08
1744,3.16794690401626e-05,1.2839205254522312e-08,7.48727860663426e-09,1.2923665946930539e-08
1745,2.7326459790596607e-05,1.915078127824797e-08,7.48727860663426e-09,1.2923665946930539e-08
1746,2.4164598341615472e-05,2.264490258799664e-08,7.48727860663426e-09,0.0
1747,2.1925652358082255e-05,2.264490258799664e-08,0.0,0.0
1748,2.688059846280209e-05,2.264490258799664e-08,0.0,0.0
1749,2.6883377358899452e-05,1.62675303069396e-08,0.0,0.0
1750,2.5525590639777613e-05,1.62675303069396e-08,0.0,0.0
1751,2.5475714210188016e-05,1.983666894237298e-08,0.0,0.0
1752,2.7120900475503212e-05,2.1322273216891778e-08,0.0,0.0
1753,3.082494549744297e-05,1.6395671360263416e-08,0.0,0.0
1754,3.273423213353713e-05,1.6395671360263416e-08,0.0,0.0
1755,2.8289378730862935e-05,1.6395671360263416e-08,0.0,0.0
1756,3.120297307240045e-05,2.246661244344393e-08,0.0,0.0
1757,3.2673189447710426e-05,2.551173570809949e-08,0.0,0.0
1758,3.3809987144195475e-05,2.1942597072666103e-08,0.0,0.0
1759,3.58857508087697e-05,1.762421167735998e-08,0.0,0.0
1760,3.362566660923351e-05,1.2594859250774398e-08,0.0,0.0
1761,3.9576355058151034e-05,1.8145994167590677e-08,0.0,0.0
1762,4.328826954796179e-05,2.082857619711831e-08,0.0,0.0
1763,4.3077313031452445e-05,1.759630967918773e-08,0.0,0.0
1764,4.4513645272153166e-05,1.4551186414532173e-08,0.0,0.0
1765,4.5459390353893726e-05,1.4551186414532173e-08,0.0,0.0
1766,4.400827960385608e-05,1.1072391511593845e-08,0.0,0.0
1767,4.444628991352927e-05,1.1072391511593845e-08,0.0,0.0
1768,4.2151212775414546e-05,5.5212565947775664e-09,0.0,0.0
1769,4.1216083315833074e-05,5.884934190752184e-09,0.0,0.0
1770,4.4832476955239796e-05,3.046259625502249e-09,0.0,0.0
1771,4.6711094910278916e-05,5.678903442734346e-09,0.0,0.0
1772,5.201677465395603e-05,5.678903442734346e-09,0.0,0.0
1773,5.764430118558396e-05,8.274094298599266e-09,0.0,0.0
1774,6.086869637199145e-05,1.8963946857297742e-08,0.0,0.0
1775,6.065823877828994e-05,1.8963946857297742e-08,0.0,0.0
1776,5.934753322175571e-05,1.8630056735397764e-08,0.0,0.0
1777,5.71782402403187e-05,1.8630056735397764e-08,0.0,0.0
1778,5.44875931934387e-05,1.8778556614457946e-08,0.0,0.0
1779,5.235006860207899e-05,2.1340242335148625e-08,0.0,0.0
1780,4.953031540415915e-05,2.1094191790130675e-08,0.0,0.0
1781,4.964755758659781e-05,1.2316856106459845e-08,0.0,0.0
1782,5.2756503074696024e-05,1.2316856106459845e-08,0.0,0.0
1783,5.7330358686158434e-05,9.604486602857572e-09,0.0,0.0
1784,6.154878376816799e-05,1.1268958718549778e-08,3.328944231384412e-09,0.0
1785,6.447132389959214e-05,1.1724059818212546e-08,3.328944231384412e-09,0.0
1786,6.760645711827757e-05,1.0502472415550658e-08,3.328944231384412e-09,0.0
1787,6.939053595747932e-05,1.4599040325841933e-08,3.328944231384412e-09,0.0
1788,7.186385690667001e-05,1.5299627596578247e-08,3.328944231384412e-09,0.0
1789,7.069853018037975e-05,1.8789782047739275e-08,3.328944231384412e-09,0.0
1790,7.044843161046239e-05,2.0999478854223852e-08,3.328944231384412e-09,0.0
1791,6.998047839650618e-05,1.9335006738531646e-08,0.0,0.0
1792,7.169592572608963e-05,2.0451810150185727e-08,0.0,0.0
1793,7.136986823752522e-05,2.1083756074347093e-08,9.860221210950775e-10,0.0
1794,7.277168957183935e-05,1.6634018987612568e-08,9.860221210950775e-10,0.0
1795,7.277087778285412e-05,1.767400334021626e-08,9.860221210950775e-10,0.0
1796,7.443608358568911e-05,1.513201050177112e-08,1.9341837338109666e-09,0.0
1797,7.897873313465555e-05,1.5190008298812278e-08,1.9341837338109666e-09,0.0
1798,7.968464134527104e-05,1.6347321655071515e-08,1.9341837338109666e-09,5.786566781296187e-10
1799,8.158250005050962e-05,1.3195812633069539e-08,1.9341837338109666e-09,5.786566781296187e-10
1800,8.320191097612093e-05,1.3282087873989212e-08,9.481616127158888e-10,9.903205874398476e-10
1801,8.374197308772377e-05,1.4072159628040839e-08,9.481616127158888e-10,9.903205874398476e-10
1802,8.623064890603669e-05,1.1721451555400466e-08,9.481616127158888e-10,9.903205874398476e-10
1803,8.662399445061706e-05,1.1475289861197422e-08,0.0,9.903205874398476e-10
1804,8.345172578369134e-05,1.1038060560813229e-08,3.0507755052358986e-10,9.903205874398476e-10
1805,8.308189197642995e-05,1.0400102208001677e-08,1.3437875574189612e-09,4.116639093102289e-10
1806,8.213290337672723e-05,1.2042614112266797e-08,1.3437875574189612e-09,4.116639093102289e-10
1807,8.074522338574752e-05,1.1239622026743795e-08,1.3437875574189612e-09,4.184424552887224e-10
1808,8.169105421984568e-05,1.0336484652333816e-08,1.8145139359303032e-09,4.184424552887224e-10
1809,8.76666370978845e-05,1.1928901263605748e-08,1.8145139359303032e-09,4.184424552887224e-10
1810,8.950353367254138e-05,1.3624215438363357e-08,1.8145139359303032e-09,4.184424552887224e-10
1811,9.296746325812169e-05,1.2496901957703699e-08,2.212588207888595e-09,4.184424552887224e-10
1812,9.698129204999921e-05,1.3171088220076399e-08,1.1738782009932232e-09,4.184424552887224e-10
1813,0.00010240929363395221,1.2848769286628275e-08,1.56183700892955e-09,4.184424552887224e-10
1814,0.00010852365085156634,1.2847190739811204e-08,1.979753281945916e-09,6.268744253848776e-10
1815,0.00011346368721985658,1.3281973616179649e-08,1.895308322983981e-09,1.0131558449342849e-09
1816,0.00011519332370621019,1.3620112783639473e-08,1.895308322983981e-09,1.2033285637766004e-09
1817,0.00011622367726106728,1.2936274400893971e-08,1.895308322983981e-09,1.2033285637766004e-09
1818,0.00011738992283686198,1.402347127310577e-08,1.371191366799402e-09,2.098502911123441e-09
1819,0.00011843659428580265,1.4032309536560206e-08,1.371191366799402e-09,2.098502911123441e-09
1820,0.00011839247391825276,1.3279340547813133e-08,1.4254233507823448e-09,2.2458998470499735e-09
1821,0.0001159927383663931,1.3439688473226852e-08,1.007507077765979e-09,1.8761339307512716e-09
1822,0.00011531145303576653,1.2868764720508352e-08,9.955323708256613e-10,1.4898525112018645e-09
1823,0.00011338514741510153,1.0759530663254476e-08,9.955323708256613e-10,1.299679792359549e-09
1824,0.00011543488134131101,1.1326095236289087e-08,9.955323708256613e-10,1.9702798757594208e-09
1825,0.00011951581732968666,1.1308381786534483e-08,9.431143088711735e-10,1.3283391370982095e-09
1826,0.0001223988739574062,1.1409482882283685e-08,1.2986090536237782e-09,1.5653356230263933e-09
1827,0.00012645483158329234,1.0581855138168196e-08,8.564182617045089e-10,1.4179386870998606e-09
1828,0.00013430841811766316,1.0712368642933662e-08,1.1874061971768007e-09,1.1608301780136848e-09
1829,0.000154026216478087,1.1214380915954995e-08,8.833737630276062e-10,1.301378734933475e-09
1830,0.0001608859685282888,1.2187378725262273e-08,1.169287404995905e-09,1.4919878190054548e-09
1831,0.00017283400978028242,1.1207863716476498e-08,1.2621820652139855e-09,9.142823958236639e-10
1832,0.00017670858817707215,1.0201573617609126e-08,1.220714719783546e-09,6.610487871380347e-10
1833,0.000182958207525579,1.0300223467802588e-08,9.47698237346068e-10,8.364436286458141e-10
1834,0.00018991023742793395,1.2100074402760746e-08,1.2799390119206627e-09,9.195038222894628e-10
1835,0.0001944200090032869,1.2566265805702415e-08,9.48951076448371e-10,1.170854032775789e-09
1836,0.0001822978977413316,1.204389597577103e-08,9.537379774826604e-10,1.405611357466593e-09
1837,0.00018260458767014955,1.1108817167736009e-08,8.227071563687056e-10,1.2150022733946132e-09
1838,0.00018117999674619308,1.1258481068056523e-08,8.824639907700771e-10,1.1221076131765324e-09
1839,0.000184677291794547,1.1931983274442765e-08,8.730959685391123e-10,1.8041405195187314e-09
1840,0.00018685149136997228,1.3628877328285074e-08,1.1685475206516367e-09,1.5429211241979601e-09
1841,0.00018480725494945155,1.2007532745883509e-08,1.0462395790992014e-09,1.4598609305543115e-09
1842,0.0001839631378451096,1.115222441378754e-08,1.2286858911255853e-09,1.2693261600535015e-09
1843,0.0001897309599111655,1.0802882398154777e-08,1.2847737714974779e-09,1.2218929281081005e-09
1844,0.00019384475308470428,1.0776569858705898e-08,1.1966738076653526e-09,1.5558072211493572e-09
1845,0.00019756127897250866,1.286353525285579e-08,1.0440223130459003e-09,1.5558072211493572e-09
1846,0.00020229321047996303,1.1880231401814204e-08,1.033461376000387e-09,1.4607588075651483e-09
1847,0.00020516090860058154,9.993316142851784e-09,1.019164367978474e-09,1.976246999380038e-09
1848,0.00021197766182012856,1.0295553869761015e-08,9.186068850031148e-10,1.976246999380038e-09
1849,0.00021754049313520745,1.118216287819353e-08,8.97379182867348e-10,2.184129258405879e-09
1850,0.0002197923687552767,1.0517146455311734e-08,9.086398577995425e-10,2.046136244564829e-09
1851,0.0002206210109371958,1.1888982052811668e-08,1.0739999722897409e-09,1.897936331905571e-09
1852,0.00022315888782031834,1.0778782882121213e-08,1.427930952051832e-09,1.9484979027087743e-09
1853,0.00022312926427860345,1.1335685533099747e-08,1.3627104524159351e-09,1.7475881376936643e-09
1854,0.0002262158107311864,1.1992145054762204e-08,1.2010850885297535e-09,1.1314298743934715e-09
1855,0.00022971272327205433,1.3457861745637599e-08,1.0917097384829537e-09,1.813952611134135e-09
1856,0.00023263347143906036,1.3304313967970366e-08,9.801899331878567e-10,2.1416405831293464e-09
1857,0.00023492558518358107,1.3891889480025351e-08,1.2709882392579276e-09,3.0107139360944858e-09
1858,0.00024019538458170637,1.3458471733887985e-08,1.3268628457867899e-09,3.1130171337537658e-09
1859,0.00024252470341577594,1.2676609793617542e-08,1.0338612545433635e-09,3.3061731170252226e-09
1860,0.00024720752636702467,1.331003421764113e-08,1.2168468811944523e-09,3.4080600603519126e-09
1861,0.000249625210666896,1.3079579197494695e-08,1.353759505289582e-09,3.5270182330293665e-09
1862,0.0002492994182310732,1.1306348492366527e-08,1.6323508774832414e-09,3.1788051238886996e-09
1863,0.0002505685094677444,1.0277075761828364e-08,1.8690793674685277e-09,2.773370977315892e-09
1864,0.000253376185095736,1.104963695145297e-08,1.9539176625877578e-09,1.7615131099800253e-09
1865,0.00025664884014986455,1.1364144355699831e-08,2.55043113612479e-09,1.8273079398818076e-09
1866,0.0002595268264745495,1.1223197926568673e-08,2.887658334671528e-09,1.981746972872551e-09
1867,0.00026391313544341495,1.1693737724170563e-08,3.266434646574469e-09,1.6666351314904254e-09
1868,0.0002665925005983029,1.2116962100350293e-08,3.241196454086191e-09,1.7212335842334677e-09
1869,0.0002705355499139322,1.4129881709123993e-08,3.0417768542052262e-09,1.5452675012588607e-09
1870,0.00027533446388718275,1.6396097939670133e-08,2.8820589407071597e-09,2.156808715752285e-09
1871,0.0002812188966864986,1.6839628485294204e-08,2.5668929204414326e-09,3.0429630085545713e-09
1872,0.00028239580569788814,1.6253269841115525e-08,1.928072130524023e-09,3.3443779650405806e-09
1873,0.00028737080616078207,1.6582534202923072e-08,1.8809943285497913e-09,3.570361419212377e-09
1874,0.00028993779311089644,1.6452159507756344e-08,1.517935967397323e-09,3.4769930188995245e-09
1875,0.00029634140914173,1.6998298261025217e-08,1.5251743360319585e-09,3.413394654229661e-09
1876,0.0003000376621327762,1.5710948351811893e-08,1.905986360803017e-09,3.6000389574170858e-09
1877,0.0003019132751173207,1.4333033934324898e-08,2.1986970339631692e-09,3.1470629515060823e-09
1878,0.0003010383225046098,1.3813012828783095e-08,2.249814239669539e-09,2.5766671256961207e-09
1879,0.00030507448744694036,1.4699501171833163e-08,2.17867305149103e-09,2.130922636757658e-09
1880,0.00030358117406389544,1.631919145848672e-08,2.0906877340465257e-09,2.0658562083220033e-09
1881,0.000303803282024871,1.7899068132416166e-08,2.176074526920908e-09,2.522989912228419e-09
1882,0.00030157241105501143,1.691207022044442e-08,2.017202183068889e-09,2.9783118193904556e-09
1883,0.00030303295768265216,1.7641945301452973e-08,1.7178315278191088e-09,3.018795499290913e-09
1884,0.00030518509447574615,1.7236841541391967e-08,1.542498731918077e-09,3.340518718784681e-09
1885,0.0003068230746846114,1.799835810548497e-08,1.5206874331192515e-09,3.5000841272899865e-09
1886,0.0003068663105035999,1.7213609077819976e-08,1.4288842093661864e-09,3.428544337324979e-09
1887,0.00030802727061589915,1.5114571816354783e-08,1.248692649280514e-09,3.201078354767414e-09
1888,0.0003088555614730077,1.3788895485739822e-08,1.072613648694138e-09,2.907488805270475e-09
1889,0.00031050819338166287,1.4445284460659228e-08,1.1461037991671625e-09,2.5010739352587005e-09
1890,0.0003102121700067073,1.3747355254167815e-08,1.3143346252622985e-09,2.5203334498767406e-09
1891,0.00031144900380500725,1.4862960386251091e-08,1.2494827236356594e-09,2.258774326310434e-09
1892,0.00031390377885795066,1.3858532480323253e-08,1.0847112493931173e-09,2.1633153839723765e-09
1893,0.00031471884826065173,1.393822187826085e-08,1.0480687468688338e-09,2.463544083016903e-09
1894,0.00031727159096460255,1.4528233473397125e-08,1.230268113573883e-09,2.3749459541834638e-09
1895,0.00031903966945329946,1.3387900185283082e-08,1.1857703668167424e-09,2.428317277417388e-09
