ngram,house,houe,huse,hoouse
1630,0.00016107183390496566,5.896046267090631e-07,0.0,0.0
1631,0.0001685250785417988,5.896046267090631e-07,0.0,0.0
1632,0.0001800233284094637,6.81230760944475e-07,0.0,0.0
1633,0.00016434816539653445,6.81230760944475e-07,0.0,0.0
1634,0.0001545162927608804,6.81230760944475e-07,0.0,0.0
1635,0.00014744171078616221,9.162613423541188e-08,0.0,0.0
1636,0.00013680779790904905,9.162613423541188e-08,0.0,0.0
1637,0.000158197977205938,9.162613423541188e-08,0.0,0.0
1638,0.00017256233487777145,9.162613423541188e-08,0.0,0.0
1639,0.00017373025912092999,0.0,0.0,0.0
1640,0.00017204864395482997,0.0,0.0,0.0
1641,0.00018676921795953864,0.0,0.0,0.0
1642,0.00018651100461803644,0.0,0.0,0.0
1643,0.00019208739519984062,0.0,0.0,0.0
1644,0.00018815393559634686,0.0,0.0,0.0
1645,0.0001824885486192735,0.0,0.0,0.0
1646,0.00018748701716374074,0.0,0.0,0.0
1647,0.00019490499731286297,0.0,0.0,0.0
1648,0.00018596458539832383,0.0,0.0,0.0
1649,0.00018058798637607003,9.387332673733389e-07,0.0,0.0
1650,0.0001826522940453807,9.387332673733389e-07,0.0,0.0
1651,0.00017164877187626968,9.387332673733389e-07,0.0,0.0
1652,0.0001704595727330473,9.387332673733389e-07,0.0,0.0
1653,0.0001708503082876892,1.089484823881191e-06,0.0,0.0
1654,0.00016536904669400037,1.089484823881191e-06,0.0,0.0
1655,0.0001690161058961946,1.089484823881191e-06,5.81030446612983e-08,0.0
1656,0.0001775102095312572,1.5075155650785226e-07,5.81030446612983e-08,0.0
1657,0.0001834215217968449,1.5075155650785226e-07,5.81030446612983e-08,0.0
1658,0.0001959276373132265,1.5075155650785226e-07,5.81030446612983e-08,0.0
1659,0.00019891052007941262,2.7942029743956353e-07,5.81030446612983e-08,0.0
1660,0.00019357965876614408,1.2866874093171126e-07,5.81030446612983e-08,0.0
1661,0.00019894389177872135,1.2866874093171126e-07,5.81030446612983e-08,0.0
1662,0.0002425116254016757,1.2866874093171126e-07,0.0,0.0
1663,0.00028122387552035173,1.2866874093171126e-07,0.0,0.0
1664,0.0002850169611130176,1.2866874093171126e-07,0.0,0.0
1665,0.0002840478638453143,1.2866874093171126e-07,0.0,0.0
1666,0.0002784230933424884,0.0,0.0,0.0
1667,0.000260937621143447,0.0,3.245231588217783e-08,0.0
1668,0.00025247733927764263,0.0,3.245231588217783e-08,0.0
1669,0.00026022344848440426,0.0,3.245231588217783e-08,0.0
1670,0.00021367072206755568,0.0,3.245231588217783e-08,0.0
1671,0.00020827032754563594,0.0,3.245231588217783e-08,0.0
1672,0.00018686172552406788,0.0,3.245231588217783e-08,0.0
1673,0.00017786212265491486,0.0,3.245231588217783e-08,0.0
1674,0.0001800762360549665,0.0,0.0,0.0
1675,0.00017604761108356928,0.0,0.0,0.0
1676,0.00011569528266721006,0.0,0.0,0.0
1677,0.00011749485981584127,0.0,0.0,0.0
1678,0.00010242304103615294,0.0,1.991857142716721e-08,0.0
1679,0.00010184708870448438,0.0,1.991857142716721e-08,0.0
1680,9.804654213699646e-05,0.0,1.991857142716721e-08,0.0
1681,9.701734338055498e-05,0.0,1.991857142716721e-08,0.0
1682,9.74841189288002e-05,2.016103297007378e-08,1.991857142716721e-08,0.0
1683,8.589021620407169e-05,2.016103297007378e-08,1.991857142716721e-08,0.0
1684,7.969374668651394e-05,2.016103297007378e-08,1.991857142716721e-08,0.0
1685,8.004967821761966e-05,2.016103297007378e-08,0.0,0.0
1686,8.497054347701903e-05,2.016103297007378e-08,0.0,0.0
1687,8.064086848337735e-05,2.016103297007378e-08,0.0,0.0
1688,7.457012023743508e-05,2.016103297007378e-08,0.0,0.0
1689,6.374302470898588e-05,0.0,0.0,0.0
1690,6.627216004874623e-05,0.0,0.0,0.0
1691,8.920762073622817e-05,0.0,0.0,0.0
1692,8.352642726094928e-05,0.0,0.0,0.0
1693,7.924000783532392e-05,0.0,0.0,0.0
1694,8.22037839368152e-05,2.4385550594680742e-08,0.0,0.0
1695,7.849871820196443e-05,2.4385550594680742e-08,0.0,0.0
1696,8.62506874130174e-05,2.4385550594680742e-08,1.5745945753613862e-08,0.0
1697,0.00010807685872090847,2.4385550594680742e-08,1.5745945753613862e-08,0.0
1698,9.00020069301328e-05,1.0735571517476014e-07,2.6117216326123786e-08,0.0
1699,8.802699656890971e-05,1.0735571517476014e-07,2.6117216326123786e-08,0.0
1700,8.927211872235472e-05,1.0735571517476014e-07,2.6117216326123786e-08,0.0
1701,8.306516195131865e-05,8.297016458007939e-08,2.6117216326123786e-08,0.0
1702,9.145462640195287e-05,8.297016458007939e-08,3.810237611138031e-08,0.0
1703,8.59232921876745e-05,8.297016458007939e-08,3.339764020893199e-08,0.0
1704,6.080647394160873e-05,8.297016458007939e-08,3.339764020893199e-08,0.0
1705,5.837797445045518e-05,0.0,2.3026369636422065e-08,0.0
1706,6.734106708401149e-05,0.0,2.3026369636422065e-08,0.0
1707,6.328773815766908e-05,0.0,2.3026369636422065e-08,0.0
1708,6.660779035883024e-05,0.0,4.231810432234592e-08,0.0
1709,6.008916170685552e-05,0.0,5.438297685194422e-08,0.0
1710,7.342377024802513e-05,0.0,4.3341767000778675e-08,0.0
1711,8.083598731900565e-05,0.0,4.3341767000778675e-08,0.0
1712,9.228081710586724e-05,0.0,4.3341767000778675e-08,0.0
1713,8.972235134154159e-05,0.0,4.3341767000778675e-08,0.0
1714,8.828344289213419e-05,0.0,5.291337755254842e-08,0.0
1715,9.16820198264239e-05,1.132235334060689e-08,3.362164286662457e-08,0.0
1716,9.08853326109238e-05,1.132235334060689e-08,9.571610551769742e-09,0.0
1717,8.236097346525639e-05,1.132235334060689e-08,2.4854421505032017e-08,0.0
1718,7.991929409659601e-05,1.132235334060689e-08,2.4854421505032017e-08,0.0
1719,6.240669712756894e-05,1.132235334060689e-08,3.143929256615203e-08,0.0
1720,6.320143854411851e-05,1.132235334060689e-08,3.143929256615203e-08,0.0
1721,6.47787778039596e-05,2.8842469492116962e-08,2.1867682014382287e-08,0.0
1722,6.536001144143353e-05,1.7520116151510072e-08,2.1867682014382287e-08,0.0
1723,7.385345036579696e-05,3.604564418375438e-08,2.1867682014382287e-08,0.0
1724,7.100649496091396e-05,3.604564418375438e-08,6.584871061120014e-09,0.0
1725,7.612592214302692e-05,3.604564418375438e-08,1.3937824101211455e-08,0.0
1726,8.170361927893412e-05,3.604564418375438e-08,7.352953040091441e-09,0.0
1727,7.943683937940347e-05,3.604564418375438e-08,7.352953040091441e-09,0.0
1728,7.96041292362913e-05,1.852552803224431e-08,1.3832513039752875e-08,0.0
1729,7.673055058278675e-05,1.852552803224431e-08,1.3832513039752875e-08,0.0
1730,7.751455060705277e-05,0.0,1.3832513039752875e-08,0.0
1731,7.905511405884422e-05,0.0,2.0799252605944015e-08,0.0
1732,7.623191569499406e-05,0.0,2.5963347281633886e-08,0.0
1733,7.554554031230509e-05,0.0,2.5963347281633886e-08,0.0
1734,8.678371523274109e-05,0.0,3.112507889519682e-08,0.0
1735,8.804222254963991e-05,0.0,2.4645518895535394e-08,0.0
1736,9.526148330353732e-05,5.512325072589062e-09,2.4645518895535394e-08,0.0
1737,9.922959413545738e-05,5.512325072589062e-09,3.1567147118494177e-08,0.0
1738,0.00018655386520549655,5.512325072589062e-09,2.4600407552303035e-08,0.0
1739,0.0002006154422165959,1.84359910195196e-08,1.531427632325436e-08,0.0
1740,0.00021125537438950102,1.84359910195196e-08,1.531427632325436e-08,0.0
1741,0.00020226822692036097,1.84359910195196e-08,1.0152544709691419e-08,0.0
1742,0.00021358826571875916,1.84359910195196e-08,1.652991699074846e-08,0.0
1743,0.00022704823952933242,1.2923665946930539e-08,2.6161310578182954e-08,0.0
1744,0.0002285458561215949,1.7387726306391675e-08,2.3703742714685305e-08,0.0
1745,0.00014497527237316326,2.3699302330117333e-08,2.3703742714685305e-08,0.0
1746,0.00014063451713549772,1.5753613524793764e-08,2.047282622795267e-08,0.0
1747,0.00013812008130896305,1.5753613524793764e-08,2.4631977981113906e-08,0.0
1748,0.00015025746896364062,1.5753613524793764e-08,2.4631977981113906e-08,0.0
1749,0.00015633645047533458,1.5753613524793764e-08,1.8254605700056866e-08,0.0
1750,0.00015009266020829922,1.5753613524793764e-08,1.1921943559351739e-08,0.0
1751,0.00015828536769341945,1.1289553165332628e-08,7.457883199890603e-09,0.0
1752,0.0001757061296042853,4.977977141606971e-09,1.1356473349012828e-08,0.0
1753,0.00019075153561841165,5.029352426585579e-09,1.6385825775598406e-08,0.0
1754,0.00019882726649354612,5.029352426585579e-09,1.6410742732984674e-08,0.0
1755,0.000218994973693043,5.029352426585579e-09,1.6410742732984674e-08,0.0
1756,0.0002438724581484816,1.1100293509766094e-08,1.944621327457493e-08,0.0
1757,0.00026689361298589835,1.719054003907721e-08,1.9192605092501125e-08,0.0
1758,0.0002839432251805972,2.0298124831746074e-08,1.9192605092501125e-08,0.0
1759,0.0002977870816331623,3.7692099346437706e-08,1.5294014943378897e-08,0.0
1760,0.0002977170037671125,3.798548091944147e-08,1.8248763262412078e-08,0.0
1761,0.0003124602912326476,3.798548091944147e-08,1.9615829468680853e-08,0.0
1762,0.00031449719764558334,4.0668062948969105e-08,2.7663575557263746e-08,0.0
1763,0.00031676083537084717,4.5951820126788334e-08,2.7466779580923425e-08,0.0
1764,0.00031477999540844133,7.358972986537538e-08,2.4421656316267867e-08,0.0
1765,0.0003172303217330149,7.932437031042485e-08,3.031647314141342e-08,0.0
1766,0.0003155572589353791,6.193039579573321e-08,3.711857741807632e-08,0.0
1767,0.0003207900652861489,5.6607661796143864e-08,2.9134476672457562e-08,0.0
1768,0.00032468568783120384,5.92898743434489e-08,2.3583341755641285e-08,0.0
1769,0.00031256872171070427,6.879233081593026e-08,1.8581855292560638e-08,0.0
1770,0.0003007474068518994,5.743763255493052e-08,1.8626102311307998e-08,0.0
1771,0.00029534105436011614,2.3709476287032364e-08,2.9156677580236386e-08,0.0
1772,0.000290672666908774,3.859198674912737e-08,2.326186075509083e-08,0.0
1773,0.00029294049142793355,4.118717760499229e-08,2.165013819015777e-08,0.0
1774,0.0002874691168212199,5.454949304960012e-08,2.432260132983239e-08,0.0
1775,0.0002844809101329052,5.475596966318465e-08,2.432260132983239e-08,0.0
1776,0.000285842052627621,4.5283300664777926e-08,2.127634170433014e-08,0.0
1777,0.00028362149688681323,4.5283300664777926e-08,2.1311470429655595e-08,0.0
1778,0.0002745843791802015,4.5283300664777926e-08,1.0780895160727205e-08,0.0
1779,0.0002696856640146247,2.1558564964964588e-08,1.0780895160727205e-08,0.0
1780,0.00026194370834023824,2.1312514419946638e-08,7.939653759844338e-09,0.0
1781,0.0002713441790547222,1.1775232725394095e-08,7.179707495197363e-09,0.0
1782,0.0002631119901447424,8.88654356450453e-09,7.179707495197363e-09,0.0
1783,0.00027356458511868756,6.17417406090226e-09,9.354306535718543e-09,0.0
1784,0.00027884105137283247,9.503118292286672e-09,9.765200457780208e-09,0.0
1785,0.0002881505060940981,1.1121240690264195e-08,1.1383322855757733e-08,0.0
1786,0.0002840462963961597,1.3801437326321775e-08,1.4063519491815311e-08,0.0
1787,0.0002921806590165943,1.2741438634325926e-08,1.1714379180968341e-08,0.0
1788,0.00029327584031437127,1.675571732156251e-08,1.5028070597468612e-08,0.0
1789,0.0003135450034668403,2.0245871772723538e-08,1.6191455414522286e-08,0.0
1790,0.00031427958414756825,2.0245871772723538e-08,1.8436249986970258e-08,0.0
1791,0.00030932999132866304,2.0174826380931725e-08,2.0537136816553162e-08,0.0
1792,0.0003226083146208631,2.0733228086758767e-08,2.1095538522380205e-08,0.0
1793,0.00033016299961933067,1.9039053571796264e-08,1.9401364007417702e-08,0.0
1794,0.0003297143599151501,5.56733642679116e-08,2.339330627622514e-08,0.0
1795,0.00032431227321337374,5.148714032898738e-08,1.908037010928914e-08,0.0
1796,0.00031261611729860306,4.894514749054224e-08,2.0761470066941812e-08,0.0
1797,0.00031636991687784236,5.177976587183204e-08,1.8609771057498392e-08,0.0
1798,0.0003271577547171286,5.0836493744757915e-08,1.3758596674660697e-08,0.0
1799,0.0003288192508210029,5.2865356917461015e-08,1.3384381349266862e-08,0.0
1800,0.0003328726286002036,5.476098222497886e-08,1.40450148654127e-08,0.0
1801,0.00034147083143969733,1.68375299100124e-08,1.0517413067440934e-08,0.0
1802,0.00036162007017992437,1.5355075369935126e-08,1.0472394538853434e-08,0.0
1803,0.0003895164409186691,1.8267913404201863e-08,1.1137909420152629e-08,0.0
1804,0.000405638906938423,1.878914801523024e-08,1.2531145422909975e-08,0.0
1805,0.00043878680610630127,1.933097390097568e-08,1.351055378684407e-08,0.0
1806,0.000454050929485155,1.7452537446972982e-08,1.3000995549968967e-08,0.0
1807,0.00046657820348627865,2.2730517658585214e-08,1.3446552157451005e-08,0.0
1808,0.00047170663102796037,2.6025602244723293e-08,1.6512659493729742e-08,0.0
1809,0.0004942678788211197,2.602606612762364e-08,1.7996428474426855e-08,0.0
1810,0.0004794157534239015,2.4998255909736145e-08,1.644786770274972e-08,0.0
1811,0.00046592377059693845,2.5626929911481966e-08,1.4662008623084993e-08,0.0
1812,0.0004328036614294563,2.635110111067921e-08,1.3820068391266562e-08,0.0
1813,0.0004328556782898626,2.6739861880287208e-08,1.3303235465603588e-08,0.0
1814,0.00042891547699192803,2.6729601643182832e-08,1.246477207165039e-08,0.0
1815,0.0004242195490015937,2.613848693044929e-08,1.0672590684228972e-08,3.862814195494073e-10
1816,0.0003926221439282277,2.7010152590735614e-08,9.841949858265967e-09,3.862814195494073e-10
1817,0.0004021837001865996,2.914604278560416e-08,9.079943907863708e-09,3.862814195494073e-10
1818,0.0004080440017527768,2.7847038706698057e-08,8.816186130340092e-09,3.862814195494073e-10
1819,0.00041497453431864936,2.6671173967786543e-08,8.550953659433195e-09,3.862814195494073e-10
1820,0.0004031514150223562,2.498724091129897e-08,8.65941762739908e-09,1.4180599551748075e-09
1821,0.0004029653500765562,2.095160965355701e-08,9.462536849318731e-09,1.4180599551748075e-09
1822,0.0004044372721442154,1.986963552421831e-08,9.096728386432623e-09,1.0317785356254002e-09
1823,0.0004090341764302658,1.766964866486579e-08,8.55858603035894e-09,1.0317785356254002e-09
1824,0.0003990789451303759,1.4041769207701854e-08,7.761513146472713e-09,1.0317785356254002e-09
1825,0.0003955926471722445,1.3635348659692324e-08,7.416367393225138e-09,1.0317785356254002e-09
1826,0.0003897676568677915,1.312656148856815e-08,9.92793123901135e-09,1.0317785356254002e-09
1827,0.0003814242746947067,1.3035918376504339e-08,9.984685078734401e-09,0.0
1828,0.0003772838806201305,1.0577121908486982e-08,8.589792876989577e-09,0.0
1829,0.0003633138258010149,1.0079514619779469e-08,8.130900524301005e-09,0.0
1830,0.0003574438243439155,1.0285087955911162e-08,7.814792939748422e-09,0.0
1831,0.0003524494864645281,1.3031252902148286e-08,7.876906174938573e-09,0.0
1832,0.0003475720046221146,1.2199691288929313e-08,8.484026243443005e-09,0.0
1833,0.00034876766065800827,1.1953284711247697e-08,7.2536135193550825e-09,0.0
1834,0.00035456424146624547,1.2839473611287694e-08,7.724501356014862e-09,0.0
1835,0.00035601595716018764,1.4033169547035738e-08,9.324677347726557e-09,0.0
1836,0.0003668689958950771,1.3884576409241487e-08,9.461968288247493e-09,0.0
1837,0.0003676756251869457,1.5082027436465395e-08,1.119552032033003e-08,3.0976564170868773e-10
1838,0.00036886352713086775,1.183424552004502e-08,1.2868167991492946e-08,3.0976564170868773e-10
1839,0.0003724799441572811,1.1447644863795046e-08,1.9330837882794834e-08,3.8554707839009797e-10
1840,0.00037142602377571166,1.1612142739433499e-08,1.8883755892318277e-08,3.8554707839009797e-10
1841,0.00036730634331304045,1.1464281080009187e-08,1.9711016184333274e-08,3.8554707839009797e-10
1842,0.00036167919669034224,1.0500924066799859e-08,2.0672082585398196e-08,3.8554707839009797e-10
1843,0.0003582201399175184,1.175466264007647e-08,2.1654036532124466e-08,3.8554707839009797e-10
1844,0.00035294765257276595,1.1178433036361315e-08,2.305997551640563e-08,7.578143668141024e-11
1845,0.00034818945485832434,1.3475571706119841e-08,2.1857197258461676e-08,7.578143668141024e-11
1846,0.0003402173045157854,1.5414774472739216e-08,1.4629987824374017e-08,0.0
1847,0.00033620456815697253,1.5661297148028552e-08,1.534500672560414e-08,6.060546509090159e-11
1848,0.00033154186426794955,1.5841215450507207e-08,1.452760267639519e-08,6.060546509090159e-11
1849,0.0003335855934502823,1.6750392818819038e-08,1.3615184598795134e-08,6.060546509090159e-11
1850,0.000333126717513161,1.608736597903869e-08,1.3053941229555579e-08,5.353045387909308e-10
1851,0.0003312482523532318,1.5717795192366727e-08,1.054731901817263e-08,5.817331338864307e-10
1852,0.0003311682168194758,1.6727122163575003e-08,1.0927577192327525e-08,5.817331338864307e-10
1853,0.0003331969949483339,1.531953751156477e-08,1.0204903398504582e-08,5.817331338864307e-10
1854,0.0003347545986928578,1.5329527996194818e-08,9.416967713552334e-09,7.231351113150858e-10
1855,0.0003350653610790947,1.5727722235681085e-08,8.625109198285535e-09,7.231351113150858e-10
1856,0.0003327614727563092,1.5716399229656223e-08,8.45135764545749e-09,7.231351113150858e-10
1857,0.0003315463046809392,1.6267798156174455e-08,7.79807234658441e-09,2.484360376150566e-10
1858,0.0003324648132547736,1.859681894192785e-08,8.053366545064072e-09,2.020074425195568e-10
1859,0.0003333650404653911,1.5791216588313872e-08,8.322929837386743e-09,2.020074425195568e-10
1860,0.0003309687682693558,3.091134522951019e-08,8.729792825131914e-09,2.020074425195568e-10
1861,0.0003272169519082776,3.324673019428863e-08,8.760455154949959e-09,0.0
1862,0.0003303128677154226,4.69802988892606e-08,8.687616911576664e-09,0.0
1863,0.00033056861138902605,4.815941004717875e-08,7.600801638878757e-09,0.0
1864,0.0003282412487481322,4.9385257787954677e-08,7.724422244694194e-09,0.0
1865,0.0003264406072308442,5.0974969261525464e-08,8.247775288136187e-09,0.0
1866,0.0003261942890406187,5.158106602160777e-08,7.68112240479013e-09,0.0
1867,0.0003276240188694958,3.793646362128454e-08,7.536371526839503e-09,0.0
1868,0.00032912962654206367,3.5815898818165285e-08,7.503580360232069e-09,0.0
1869,0.00033095338897380443,2.0814402074924894e-08,8.133974256046322e-09,0.0
1870,0.00032974331822645454,1.845714343267397e-08,8.604253500164662e-09,0.0
1871,0.0003316579178707408,1.7913137957086585e-08,9.447697798695539e-09,0.0
1872,0.00033304661961405406,1.4045811561455172e-08,7.983325619623623e-09,0.0
1873,0.0003327024668189032,1.416673223175735e-08,8.526164409415417e-09,0.0
1874,0.00033297842518160384,1.3403609333551003e-08,9.626569065699999e-09,0.0
1875,0.00032988843824049193,1.324430945867253e-08,1.0422404717047584e-08,0.0
1876,0.0003263964276162109,1.3787941708999694e-08,9.733143878167181e-09,0.0
1877,0.00032613169917437645,1.361597476038209e-08,9.156326427220814e-09,0.0
1878,0.00032835151068866253,1.2775635914254378e-08,8.495825820631353e-09,0.0
1879,0.00032818993453734687,1.3623799739142278e-08,9.41775800202192e-09,0.0
1880,0.0003274336423990982,1.73115056258309e-08,9.074215157056642e-09,0.0
1881,0.0003252196724393538,1.6458561497805542e-08,8.493550751609291e-09,0.0
1882,0.00032575681689195335,1.5855715090091442e-08,7.849001575672382e-09,0.0
1883,0.00032301169371099344,2.0586347991370857e-08,7.928893097641776e-09,0.0
1884,0.0003214727995717632,2.0587342116787762e-08,7.686948791782048e-09,0.0
1885,0.00031459712772630155,2.0021050087645368e-08,7.606940664674409e-09,0.0
1886,0.0003128928074147552,1.9311265094959903e-08,7.615695312474763e-09,0.0
1887,0.00030976348456793597,1.5131231505855728e-08,7.28317507890454e-09,0.0
1888,0.00030777916461894553,1.5488404463732356e-08,7.087350325666161e-09,2.700284242239194e-11
1889,0.00030598652665503323,1.5326040753953814e-08,7.505768895299525e-09,2.700284242239194e-11
1890,0.0003038682376167604,9.871590529136093e-09,8.116459060403258e-09,2.700284242239194e-11
1891,0.00030065364886208305,1.0101906232153266e-08,8.797380982425044e-09,2.700284242239194e-11
1892,0.0003006860871599721,1.0236856441890398e-08,8.808707350839638e-09,2.700284242239194e-11
1893,0.0002979746204800904,1.0592004987383267e-08,8.532136838316059e-09,5.006451602491373e-11
1894,0.00029604140685738197,1.0983036575445177e-08,8.84080554795576e-09,7.215628888041742e-11
1895,0.00029236853255757263,1.0295920179917824e-08,9.075462096116586e-09,4.5153446458025466e-11
