ngram,classroom,clasroom,clasroom,classrom
1550,0.0,0.0,0.0,0.0
1551,0.0,0.0,0.0,0.0
1552,0.0,0.0,0.0,0.0
1553,0.0,0.0,0.0,0.0
1554,0.0,0.0,0.0,0.0
1555,0.0,0.0,0.0,0.0
1556,0.0,0.0,0.0,0.0
1557,0.0,0.0,0.0,0.0
1558,6.820486565369979e-07,0.0,0.0,0.0
1559,6.820486565369979e-07,0.0,0.0,0.0
1560,6.820486565369979e-07,0.0,0.0,0.0
1561,6.820486565369979e-07,0.0,0.0,0.0
1562,6.820486565369979e-07,0.0,0.0,0.0
1563,6.820486565369979e-07,0.0,0.0,0.0
1564,6.820486565369979e-07,0.0,0.0,0.0
1565,0.0,0.0,0.0,0.0
1566,0.0,0.0,0.0,0.0
1567,0.0,0.0,0.0,0.0
1568,0.0,0.0,0.0,0.0
1569,0.0,0.0,0.0,0.0
1570,0.0,0.0,0.0,0.0
1571,0.0,0.0,0.0,0.0
1572,0.0,0.0,0.0,0.0
1573,0.0,0.0,0.0,0.0
1574,0.0,0.0,0.0,0.0
1575,0.0,0.0,0.0,0.0
1576,0.0,0.0,0.0,0.0
1577,0.0,0.0,0.0,0.0
1578,0.0,0.0,0.0,0.0
1579,0.0,0.0,0.0,0.0
1580,0.0,0.0,0.0,0.0
1581,0.0,0.0,0.0,0.0
1582,0.0,0.0,0.0,0.0
1583,0.0,0.0,0.0,0.0
1584,0.0,0.0,0.0,0.0
1585,0.0,0.0,0.0,0.0
1586,0.0,0.0,0.0,0.0
1587,0.0,0.0,0.0,0.0
1588,0.0,0.0,0.0,0.0
1589,0.0,0.0,0.0,0.0
1590,0.0,0.0,0.0,0.0
1591,0.0,0.0,0.0,0.0
1592,0.0,0.0,0.0,0.0
1593,0.0,0.0,0.0,0.0
1594,0.0,0.0,0.0,0.0
1595,0.0,0.0,0.0,0.0
1596,0.0,0.0,0.0,0.0
1597,0.0,0.0,0.0,0.0
1598,3.0963740625468616e-07,0.0,0.0,0.0
1599,1.2529265924448346e-06,0.0,0.0,0.0
1600,1.2529265924448346e-06,0.0,0.0,0.0
1601,1.2529265924448346e-06,0.0,0.0,0.0
1602,1.2529265924448346e-06,0.0,0.0,0.0
1603,1.2529265924448346e-06,0.0,0.0,0.0
1604,1.2529265924448346e-06,0.0,0.0,0.0
1605,9.432891861901485e-07,0.0,0.0,0.0
1606,0.0,0.0,0.0,0.0
1607,0.0,0.0,0.0,0.0
1608,0.0,0.0,0.0,0.0
1609,0.0,0.0,0.0,0.0
1610,0.0,0.0,0.0,0.0
1611,1.0241227853059951e-07,0.0,0.0,0.0
1612,1.0241227853059951e-07,0.0,0.0,0.0
1613,1.0241227853059951e-07,0.0,0.0,0.0
1614,1.0241227853059951e-07,0.0,0.0,0.0
1615,1.0241227853059951e-07,0.0,0.0,0.0
1616,1.0241227853059951e-07,0.0,0.0,0.0
1617,1.0241227853059951e-07,0.0,0.0,0.0
1618,0.0,0.0,0.0,0.0
1619,0.0,0.0,0.0,0.0
1620,0.0,0.0,0.0,0.0
1621,0.0,0.0,0.0,0.0
1622,1.4069681648314664e-07,0.0,0.0,0.0
1623,1.4069681648314664e-07,0.0,0.0,0.0
1624,1.4069681648314664e-07,0.0,0.0,0.0
1625,1.4069681648314664e-07,0.0,0.0,0.0
1626,1.4069681648314664e-07,0.0,0.0,0.0
1627,1.4069681648314664e-07,0.0,0.0,0.0
1628,1.4069681648314664e-07,0.0,0.0,0.0
1629,0.0,0.0,0.0,0.0
1630,0.0,0.0,0.0,0.0
1631,0.0,0.0,0.0,0.0
1632,0.0,0.0,0.0,0.0
1633,0.0,0.0,0.0,0.0
1634,3.7025448104291823e-07,0.0,0.0,0.0
1635,3.7025448104291823e-07,0.0,0.0,0.0
1636,3.7025448104291823e-07,0.0,0.0,0.0
1637,3.7025448104291823e-07,0.0,0.0,0.0
1638,3.7025448104291823e-07,0.0,0.0,0.0
1639,3.7025448104291823e-07,0.0,0.0,0.0
1640,3.7025448104291823e-07,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,1.8332293296095615e-07,0.0,0.0,0.0
1645,1.8332293296095615e-07,0.0,0.0,0.0
1646,1.8332293296095615e-07,0.0,0.0,0.0
1647,1.8332293296095615e-07,0.0,0.0,0.0
1648,1.8332293296095615e-07,0.0,0.0,0.0
1649,1.8332293296095615e-07,0.0,0.0,0.0
1650,1.8332293296095615e-07,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,5.361563434494851e-08,0.0,0.0,0.0
1659,5.361563434494851e-08,0.0,0.0,0.0
1660,5.361563434494851e-08,0.0,0.0,0.0
1661,5.361563434494851e-08,0.0,0.0,0.0
1662,5.361563434494851e-08,0.0,0.0,0.0
1663,5.361563434494851e-08,0.0,0.0,0.0
1664,5.361563434494851e-08,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,1.0060217781366582e-06,0.0,0.0,0.0
1668,1.0060217781366582e-06,0.0,0.0,0.0
1669,1.0060217781366582e-06,0.0,0.0,0.0
1670,1.0060217781366582e-06,0.0,0.0,0.0
1671,1.0060217781366582e-06,0.0,0.0,0.0
1672,1.0552229809945857e-06,0.0,0.0,0.0
1673,1.0552229809945857e-06,0.0,0.0,0.0
1674,4.920120285792759e-08,0.0,0.0,0.0
1675,4.920120285792759e-08,0.0,0.0,0.0
1676,4.920120285792759e-08,0.0,0.0,0.0
1677,4.920120285792759e-08,0.0,0.0,0.0
1678,4.920120285792759e-08,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,6.061749705362932e-08,0.0,0.0,0.0
1686,6.061749705362932e-08,0.0,0.0,0.0
1687,6.061749705362932e-08,0.0,0.0,0.0
1688,6.061749705362932e-08,0.0,0.0,0.0
1689,6.061749705362932e-08,0.0,0.0,0.0
1690,6.061749705362932e-08,0.0,0.0,0.0
1691,6.061749705362932e-08,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,1.1020612029304694e-07,0.0,0.0,0.0
1698,1.3094866143806678e-07,0.0,0.0,0.0
1699,1.3094866143806678e-07,0.0,0.0,0.0
1700,1.3094866143806678e-07,0.0,0.0,0.0
1701,1.3094866143806678e-07,0.0,0.0,0.0
1702,1.3094866143806678e-07,0.0,0.0,0.0
1703,1.3094866143806678e-07,0.0,0.0,0.0
1704,2.0742541145019848e-08,0.0,0.0,0.0
1705,9.157804673317775e-09,0.0,0.0,0.0
1706,9.157804673317775e-09,0.0,0.0,0.0
1707,9.157804673317775e-09,0.0,0.0,0.0
1708,1.88036720162797e-08,0.0,0.0,0.0
1709,1.88036720162797e-08,0.0,0.0,0.0
1710,1.88036720162797e-08,0.0,0.0,0.0
1711,1.88036720162797e-08,0.0,0.0,0.0
1712,9.645867342961928e-09,0.0,0.0,0.0
1713,9.645867342961928e-09,0.0,0.0,0.0
1714,9.579036332395066e-08,0.0,0.0,0.0
1715,8.614449598098872e-08,0.0,0.0,0.0
1716,8.614449598098872e-08,0.0,0.0,0.0
1717,8.614449598098872e-08,0.0,0.0,0.0
1718,8.614449598098872e-08,0.0,0.0,0.0
1719,8.614449598098872e-08,0.0,0.0,0.0
1720,8.614449598098872e-08,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,1.85237435549165e-07,0.0,0.0,0.0
1727,1.85237435549165e-07,0.0,0.0,0.0
1728,1.85237435549165e-07,0.0,0.0,0.0
1729,1.85237435549165e-07,0.0,0.0,0.0
1730,1.85237435549165e-07,0.0,0.0,0.0
1731,1.85237435549165e-07,0.0,0.0,0.0
1732,1.85237435549165e-07,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,2.196726508632959e-08,0.0,0.0,0.0
1739,2.196726508632959e-08,0.0,0.0,0.0
1740,2.196726508632959e-08,0.0,0.0,0.0
1741,2.196726508632959e-08,0.0,0.0,0.0
1742,2.196726508632959e-08,0.0,0.0,0.0
1743,5.086144483357202e-08,0.0,0.0,0.0
1744,5.086144483357202e-08,0.0,0.0,0.0
1745,2.8894179747242432e-08,0.0,0.0,0.0
1746,2.8894179747242432e-08,0.0,0.0,0.0
1747,2.8894179747242432e-08,0.0,0.0,0.0
1748,5.4372301454869946e-08,0.0,0.0,0.0
1749,5.4372301454869946e-08,0.0,0.0,0.0
1750,2.5478121707627517e-08,0.0,0.0,0.0
1751,3.618553786769293e-08,0.0,0.0,0.0
1752,3.618553786769293e-08,0.0,0.0,0.0
1753,3.618553786769293e-08,0.0,0.0,0.0
1754,3.618553786769293e-08,0.0,0.0,0.0
1755,1.0707416160065414e-08,0.0,0.0,0.0
1756,2.5884769375547227e-08,0.0,0.0,0.0
1757,4.415550896348057e-08,0.0,0.0,0.0
1758,3.3448092803415163e-08,0.0,0.0,0.0
1759,5.779965712398345e-08,0.0,0.0,0.0
1760,6.046102412377812e-08,0.0,0.0,0.0
1761,6.046102412377812e-08,0.0,0.0,0.0
1762,6.314360615330575e-08,0.0,0.0,0.0
1763,7.91916726480427e-08,0.0,0.0,0.0
1764,6.092093306010935e-08,0.0,0.0,0.0
1765,6.092093306010935e-08,0.0,0.0,0.0
1766,5.0173577292866867e-08,0.0,0.0,0.0
1767,4.751221029307219e-08,0.0,0.0,0.0
1768,1.7357619900134784e-07,0.0,0.0,0.0
1769,1.708936169718202e-07,0.0,0.0,0.0
1770,1.598486483495825e-07,0.0,0.0,0.0
1771,1.6248129216681457e-07,0.0,0.0,0.0
1772,1.651173739958267e-07,0.0,0.0,0.0
1773,1.5151316544250092e-07,0.0,0.0,0.0
1774,1.5151316544250092e-07,0.0,0.0,0.0
1775,3.12265550560044e-08,0.0,0.0,0.0
1776,3.936366356681122e-08,0.0,0.0,0.0
1777,6.587201742799412e-08,0.0,0.0,0.0
1778,6.323937361076202e-08,0.0,0.0,0.0
1779,6.06032917817499e-08,0.0,0.0,0.0
1780,6.295243209259687e-08,0.0,0.0,0.0
1781,6.295243209259687e-08,0.0,0.0,0.0
1782,7.228198814094153e-08,0.0,0.0,0.0
1783,6.414487963013471e-08,0.0,0.0,0.0
1784,1.7456074680970753e-08,0.0,0.0,0.0
1785,1.7456074680970753e-08,0.0,0.0,0.0
1786,1.4744561305235493e-07,0.0,0.0,0.0
1787,1.5798788918378444e-07,0.0,0.0,0.0
1788,1.5798788918378444e-07,0.0,0.0,0.0
1789,1.510246485330364e-07,0.0,0.0,0.0
1790,1.510246485330364e-07,0.0,0.0,0.0
1791,1.510246485330364e-07,0.0,0.0,0.0
1792,1.510246485330364e-07,0.0,0.0,0.0
1793,2.1035110161652223e-08,0.0,0.0,0.0
1794,2.3113477100520996e-08,0.0,0.0,0.0
1795,2.8593109594307213e-08,0.0,0.0,0.0
1796,2.044941587493148e-08,0.0,0.0,0.0
1797,4.029174403642953e-08,0.0,0.0,0.0
1798,4.087040071455915e-08,0.0,0.0,0.0
1799,4.267270949296988e-08,0.0,0.0,0.0
1800,4.43193651302108e-08,0.0,0.0,0.0
1801,3.492166752597622e-08,0.0,0.0,0.0
1802,3.204679588364456e-08,0.0,0.0,0.0
1803,3.309979572969317e-08,0.0,0.0,0.0
1804,3.003673329108178e-08,0.0,0.0,0.0
1805,3.049678661984753e-08,0.0,0.0,0.0
1806,2.9211578045362785e-08,0.0,0.0,0.0
1807,3.0494019626863585e-08,0.0,0.0,0.0
1808,4.069126762524482e-08,0.0,0.0,0.0
1809,3.953390529228987e-08,0.0,0.0,0.0
1810,3.9134718386536956e-08,0.0,0.0,0.0
1811,2.2824220545304896e-08,0.0,0.0,0.0
1812,2.2501635348654806e-08,0.0,0.0,0.0
1813,2.3148411505096485e-08,0.0,0.0,0.0
1814,4.090616918211205e-08,0.0,0.0,0.0
1815,2.86133682462061e-08,0.0,0.0,0.0
1816,2.7926660603075756e-08,0.0,0.0,0.0
1817,2.7615542804885048e-08,0.0,0.0,0.0
1818,3.0190367729586246e-08,0.0,0.0,0.0
1819,3.3532273783062494e-08,0.0,0.0,0.0
1820,3.295798516640096e-08,0.0,0.0,0.0
1821,1.4070889850107245e-08,0.0,0.0,0.0
1822,1.3963117265599782e-08,0.0,0.0,0.0
1823,2.0787415788703356e-08,0.0,0.0,0.0
1824,2.3797721063597725e-08,0.0,0.0,0.0
1825,2.164044587971148e-08,0.0,0.0,0.0
1826,1.9478386903415412e-08,0.0,0.0,0.0
1827,2.056192885798883e-08,0.0,0.0,0.0
1828,2.3396000121372092e-08,0.0,0.0,0.0
1829,1.1426504498146528e-07,0.0,0.0,7.027427845989515e-11
1830,1.0810962366595131e-07,0.0,0.0,7.027427845989515e-11
1831,1.075434629603324e-07,0.0,0.0,7.027427845989515e-11
1832,1.304138453101749e-07,0.0,0.0,7.027427845989515e-11
1833,1.3264178657022641e-07,0.0,0.0,7.027427845989515e-11
1834,1.332112820051634e-07,0.0,0.0,7.027427845989515e-11
1835,1.32263920704645e-07,0.0,0.0,7.027427845989515e-11
1836,4.1629052205394146e-08,0.0,0.0,0.0
1837,4.352946473115285e-08,0.0,0.0,0.0
1838,4.3719329109340576e-08,0.0,0.0,0.0
1839,2.1932946506605537e-08,0.0,0.0,0.0
1840,2.090805788818833e-08,0.0,0.0,0.0
1841,2.3213977660775853e-08,0.0,0.0,0.0
1842,2.226420279884321e-08,0.0,0.0,0.0
1843,2.2923610565328545e-08,0.0,0.0,0.0
1844,2.5871218691163123e-08,0.0,0.0,0.0
1845,2.7899922245515947e-08,0.0,0.0,0.0
1846,3.271253667946894e-08,0.0,0.0,0.0
1847,3.8522515209495264e-08,0.0,0.0,0.0
1848,4.852089143168671e-08,0.0,0.0,0.0
1849,5.5618531494669044e-08,0.0,0.0,0.0
1850,5.847667340828723e-08,0.0,0.0,0.0
1851,6.99348079129842e-08,0.0,0.0,0.0
1852,7.119903498521905e-08,0.0,0.0,0.0
1853,7.165500446961102e-08,0.0,0.0,0.0
1854,7.44624329180559e-08,0.0,0.0,0.0
1855,6.679324065268182e-08,0.0,0.0,0.0
1856,6.371794317569116e-08,0.0,0.0,0.0
1857,6.348065133871777e-08,0.0,0.0,0.0
1858,5.553752556254819e-08,0.0,0.0,0.0
1859,5.810265234020205e-08,0.0,0.0,0.0
1860,5.867113778939321e-08,0.0,0.0,0.0
1861,5.4185001374662534e-08,0.0,0.0,0.0
1862,5.7336560895951804e-08,0.0,0.0,0.0
1863,5.945676915887686e-08,0.0,0.0,0.0
1864,6.114488724863674e-08,0.0,0.0,0.0
1865,6.71411685613878e-08,4.422655099288266e-11,4.422655099288266e-11,0.0
1866,7.600225464849635e-08,4.422655099288266e-11,4.422655099288266e-11,0.0
1867,8.465881405429951e-08,4.422655099288266e-11,4.422655099288266e-11,0.0
1868,9.109608661057272e-08,4.422655099288266e-11,4.422655099288266e-11,0.0
1869,9.603026285276428e-08,4.422655099288266e-11,4.422655099288266e-11,0.0
1870,1.0210272449739932e-07,4.422655099288266e-11,4.422655099288266e-11,0.0
1871,1.2165062303535835e-07,4.422655099288266e-11,4.422655099288266e-11,0.0
1872,1.2801661901968536e-07,0.0,0.0,0.0
1873,1.30215235165971e-07,0.0,0.0,0.0
1874,1.2980653808978916e-07,0.0,0.0,0.0
1875,1.371592465001673e-07,0.0,0.0,0.0
1876,1.4247340069622233e-07,0.0,0.0,0.0
1877,1.470247273768369e-07,6.990334501720343e-11,6.990334501720343e-11,0.0
1878,1.522517619280604e-07,1.0618870465479396e-10,1.0618870465479396e-10,0.0
1879,1.525813827031795e-07,1.4110251855825595e-10,1.4110251855825595e-10,0.0
1880,1.5741770401486326e-07,1.4110251855825595e-10,1.4110251855825595e-10,0.0
1881,1.7980934988567503e-07,1.4110251855825595e-10,1.4110251855825595e-10,0.0
1882,1.8199433173192248e-07,1.4110251855825595e-10,1.4110251855825595e-10,0.0
1883,1.9618429243044894e-07,1.7322514652854234e-10,1.7322514652854234e-10,0.0
1884,2.0459873845928606e-07,1.0332180151133891e-10,1.0332180151133891e-10,0.0
1885,2.004789345327091e-07,6.703644187374839e-11,6.703644187374839e-11,0.0
1886,2.2172239612570722e-07,3.212262797028639e-11,3.212262797028639e-11,0.0
1887,2.4825262455254104e-07,3.212262797028639e-11,3.212262797028639e-11,0.0
1888,2.5249722414498267e-07,5.912547039267833e-11,5.912547039267833e-11,0.0
1889,2.758499866623814e-07,5.912547039267833e-11,5.912547039267833e-11,0.0
1890,2.8850827707823813e-07,2.700284242239194e-11,2.700284242239194e-11,0.0
1891,3.2194050244730275e-07,5.260789423136966e-11,5.260789423136966e-11,0.0
1892,3.6188158755326836e-07,5.260789423136966e-11,5.260789423136966e-11,0.0
1893,3.82218960989381e-07,5.260789423136966e-11,5.260789423136966e-11,0.0
1894,3.932346552509054e-07,7.469966708687333e-11,7.469966708687333e-11,0.0
1895,4.2980816569330014e-07,4.7696824664481394e-11,4.7696824664481394e-11,0.0
1896,4.569732823256345e-07,4.7696824664481394e-11,4.7696824664481394e-11,0.0
1897,5.41463720082902e-07,8.485033509142426e-11,8.485033509142426e-11,3.715351042694286e-11
1898,5.84031904996404e-07,5.924528328244655e-11,5.924528328244655e-11,3.715351042694286e-11
1899,6.353493720975425e-07,7.745918985589486e-11,7.745918985589486e-11,3.715351042694286e-11
1900,6.92610082556452e-07,7.745918985589486e-11,7.745918985589486e-11,3.715351042694286e-11
1901,7.806049779901514e-07,8.964079082193369e-11,8.964079082193369e-11,3.715351042694286e-11
1902,8.543072697518385e-07,8.964079082193369e-11,8.964079082193369e-11,3.715351042694286e-11
1903,9.35082271423328e-07,2.0121480275620788e-10,2.0121480275620788e-10,5.3092655272202194e-11
1904,9.626850783206464e-07,1.799150322770845e-10,1.799150322770845e-10,3.179288479307882e-11
1905,1.0363778934723605e-06,2.4090248149485506e-10,2.4090248149485506e-10,3.179288479307882e-11
1906,1.1208148375122358e-06,2.6923353328513397e-10,2.6923353328513397e-10,7.833784315680603e-11
1907,1.2286468193321655e-06,3.424843989756938e-10,3.424843989756938e-10,9.298801708793444e-11
1908,1.3155749586855694e-06,3.219354792670183e-10,3.219354792670183e-10,1.0671247120080146e-10
1909,1.4392476259672549e-06,3.908405276008077e-10,3.908405276008077e-10,1.8939852761531587e-10
1910,1.6977733464175669e-06,4.307793021106145e-10,4.307793021106145e-10,1.872332725369067e-10
1911,1.943089549578352e-06,5.68682807194116e-10,5.68682807194116e-10,2.5524712799723e-10
1912,2.1964750658298726e-06,6.0859411557931e-10,6.0859411557931e-10,4.138023128517711e-10
1913,2.492409229099784e-06,6.621345892212003e-10,6.621345892212003e-10,4.530448665028354e-10
1914,2.8010795663898795e-06,8.08131073964142e-10,8.08131073964142e-10,5.114771374294311e-10
1915,3.0964722230107455e-06,9.059776738342049e-10,9.059776738342049e-10,5.296301284445676e-10
1916,3.390884882849475e-06,1.0477986970133406e-09,1.0477986970133406e-09,7.329294661264005e-10
1917,3.5528163542559402e-06,9.800803184895862e-10,9.800803184895862e-10,7.331213106825147e-10
1918,3.741422753072194e-06,9.701254720186269e-10,9.701254720186269e-10,8.649572972545855e-10
1919,3.916571553678036e-06,9.68666940310519e-10,9.68666940310519e-10,7.774308429163237e-10
1920,4.190233084955253e-06,1.0541947473693573e-09,1.0541947473693573e-09,7.61248295550703e-10
1921,4.51621823620891e-06,8.911706134944503e-10,8.911706134944503e-10,8.287238920894652e-10
1922,4.913595668248101e-06,8.279021515963539e-10,8.279021515963539e-10,9.17602931138628e-10
1923,5.397211680246983e-06,7.153898584633112e-10,7.153898584633112e-10,7.543847619996744e-10
1924,5.987944794989224e-06,7.048600433482274e-10,7.048600433482274e-10,1.0334773988976816e-09
1925,6.598226848707002e-06,7.220938767561944e-10,7.220938767561944e-10,9.327996946290845e-10
1926,7.360124267766618e-06,7.831143907946877e-10,7.831143907946877e-10,9.305398515227889e-10
1927,8.053050610864635e-06,7.339314156418197e-10,7.339314156418197e-10,1.0428419159959544e-09
1928,8.573271056125772e-06,8.373746061631136e-10,8.373746061631136e-10,1.1531882195191047e-09
1929,9.248039012683356e-06,1.0419299867336917e-09,1.0419299867336917e-09,1.2600039186619734e-09
1930,9.845964216635497e-06,1.025398385249129e-09,1.025398385249129e-09,1.4095106114022015e-09
1931,1.0122120719253352e-05,9.521337924438861e-10,9.521337924438861e-10,1.27385030301852e-09
1932,1.0260498389210884e-05,9.566002831132688e-10,9.566002831132688e-10,1.4189001323090216e-09
1933,1.041326413542265e-05,1.0741454471917068e-09,1.0741454471917068e-09,1.6513042996483103e-09
1934,1.0582335172719987e-05,1.1623939350740337e-09,1.1623939350740337e-09,1.64914026878904e-09
1935,1.0856131666514557e-05,1.2693955172718825e-09,1.2693955172718825e-09,1.64268159392427e-09
1936,1.087783454879952e-05,1.2677867248075562e-09,1.2677867248075562e-09,1.66635859079532e-09
1937,1.0983850968062012e-05,1.2309893818570776e-09,1.2309893818570776e-09,1.7531633446564244e-09
1938,1.1284013323477535e-05,1.4920163913880101e-09,1.4920163913880101e-09,2.0090580469097776e-09
1939,1.1688975843883651e-05,1.6501360040293329e-09,1.6501360040293329e-09,1.8734524645910457e-09
1940,1.1637945135589689e-05,1.5526829425357595e-09,1.5526829425357595e-09,1.8817985503183365e-09
1941,1.1743899319429016e-05,1.603789902469645e-09,1.603789902469645e-09,1.977841263783071e-09
1942,1.1730024847825657e-05,1.511478236222124e-09,1.511478236222124e-09,2.206648459195699e-09
1943,1.1854711894037401e-05,1.517668966690065e-09,1.517668966690065e-09,2.3201057979577958e-09
1944,1.1873619639248187e-05,1.5866120639529413e-09,1.5866120639529413e-09,2.321482252463726e-09
1945,1.1889875297908605e-05,1.4382015737065705e-09,1.4382015737065705e-09,2.4712720837958913e-09
1946,1.1967142719575869e-05,1.2800602799956096e-09,1.2800602799956096e-09,2.95908183670487e-09
1947,1.2354147267095478e-05,1.4803179000060546e-09,1.4803179000060546e-09,3.0634870830579887e-09
1948,1.2484093921167577e-05,1.546532203887198e-09,1.546532203887198e-09,3.471701402548076e-09
1949,1.2767429325322155e-05,1.7293052862703868e-09,1.7293052862703868e-09,3.7467196964005976e-09
1950,1.3212582156743988e-05,1.6749050876388845e-09,1.6749050876388845e-09,4.008052271028564e-09
1951,1.364527893851378e-05,2.289237482117861e-09,2.289237482117861e-09,4.2764628663657535e-09
1952,1.3994844656346167e-05,2.427564149698469e-09,2.427564149698469e-09,4.121162934721058e-09
1953,1.4357202417158987e-05,2.481732422740127e-09,2.481732422740127e-09,4.120763254432193e-09
1954,1.4646502807279052e-05,2.47833682147964e-09,2.47833682147964e-09,4.243929239779374e-09
1955,1.5101704515732958e-05,2.6001528707908506e-09,2.6001528707908506e-09,4.255653321802047e-09
1956,1.5448970771103632e-05,2.6874676611094675e-09,2.6874676611094675e-09,4.099974423458061e-09
1957,1.5533485696193695e-05,2.8285085543596924e-09,2.8285085543596924e-09,4.0728904376103566e-09
1958,1.570802422585465e-05,2.4097952363736195e-09,2.4097952363736195e-09,4.110525983084098e-09
1959,1.5651683107924847e-05,2.678373237482593e-09,2.678373237482593e-09,4.346497828322526e-09
1960,1.5597032740645644e-05,2.7022447295672284e-09,2.7022447295672284e-09,4.412240731507414e-09
1961,1.5628779042994472e-05,2.685008073020713e-09,2.685008073020713e-09,4.6517846083052714e-09
1962,1.543750100349176e-05,2.7006745570038302e-09,2.7006745570038302e-09,4.547762357174991e-09
1963,1.5408672620001846e-05,2.5335383473696585e-09,2.5335383473696585e-09,4.589016912502432e-09
1964,1.5492092513470978e-05,2.8909359192244975e-09,2.8909359192244975e-09,4.619593533102975e-09
1965,1.5234770996487765e-05,2.934092191431148e-09,2.934092191431148e-09,4.270435211799801e-09
1966,1.5465841767893706e-05,3.0388791007394745e-09,3.0388791007394745e-09,4.075127346681029e-09
1967,1.578169095799759e-05,3.4056411659020925e-09,3.4056411659020925e-09,3.9193403126144435e-09
1968,1.607023179011386e-05,3.5502858113695926e-09,3.5502858113695926e-09,3.6829551154836183e-09
1969,1.6487807183044163e-05,3.6273701820022097e-09,3.6273701820022097e-09,3.4682824548834137e-09
1970,1.6667539966874756e-05,3.841154695903372e-09,3.841154695903372e-09,3.457070788367592e-09
1971,1.6672108748545205e-05,3.4798107252852007e-09,3.4798107252852007e-09,3.3466913050363344e-09
1972,1.69235159514106e-05,3.561979695325996e-09,3.561979695325996e-09,3.429338844642059e-09
1973,1.6902315889767904e-05,3.350376452461644e-09,3.350376452461644e-09,3.2285151060510285e-09
1974,1.6739312091626095e-05,3.2452387761188514e-09,3.2452387761188514e-09,3.105906674706814e-09
1975,1.6608373178834362e-05,3.1296719184479927e-09,3.1296719184479927e-09,3.133322648959539e-09
