ngram,classroom,clasroom,clasroom,classrom
1976,1.623555363039486e-05,2.8383072241717447e-09,2.8383072241717447e-09,3.214370008259542e-09
1977,1.608752946984688e-05,2.660244738780396e-09,2.660244738780396e-09,3.049240288837447e-09
1978,1.5890289952429676e-05,2.581228247018024e-09,2.581228247018024e-09,3.2318418734839885e-09
1979,1.5739278231714187e-05,2.5365856399466632e-09,2.5365856399466632e-09,3.38453506490818e-09
1980,1.5693383310073322e-05,2.5940904345235693e-09,2.5940904345235693e-09,3.763858336114367e-09
1981,1.566435847572783e-05,2.6230311573576567e-09,2.6230311573576567e-09,3.9444953652585065e-09
1982,1.5557668250819135e-05,2.900809719414659e-09,2.900809719414659e-09,3.6955246164792145e-09
1983,1.5544315309463335e-05,3.0131352809651244e-09,3.0131352809651244e-09,3.814843520442781e-09
1984,1.5538960464514924e-05,3.1117385017915514e-09,3.1117385017915514e-09,3.805724275401141e-09
1985,1.5637432495298397e-05,3.2412608470216195e-09,3.2412608470216195e-09,3.5235467876759685e-09
1986,1.569661331554276e-05,3.2587359477531663e-09,3.2587359477531663e-09,3.3646507484925384e-09
1987,1.5926790313512485e-05,3.1630244772579933e-09,3.1630244772579933e-09,3.145640097607887e-09
1988,1.6183867046493106e-05,2.9616462298471494e-09,2.9616462298471494e-09,2.8638260651803193e-09
1989,1.6486549741655055e-05,2.4675639785444658e-09,2.4675639785444658e-09,2.877732369859538e-09
1990,1.7021916781751706e-05,2.4095943811681356e-09,2.4095943811681356e-09,2.5999227215578458e-09
1991,1.7576189358286293e-05,2.3067167699762437e-09,2.3067167699762437e-09,2.4537228756774508e-09
1992,1.8122986927794826e-05,2.221469310091452e-09,2.221469310091452e-09,2.2377416110584493e-09
1993,1.8826444439972484e-05,2.1294911707008576e-09,2.1294911707008576e-09,2.0758429102636048e-09
1994,1.9579550488353042e-05,2.4638341684329087e-09,2.4638341684329087e-09,1.9670513630641396e-09
1995,2.0175167134896454e-05,2.725129693332511e-09,2.725129693332511e-09,1.8797760649645413e-09
1996,2.0890516939938868e-05,2.898789557599051e-09,2.898789557599051e-09,1.8496733827128813e-09
1997,2.145973095528981e-05,2.8323424399496436e-09,2.8323424399496436e-09,1.8031986380252972e-09
1998,2.1879232268215025e-05,2.8124762043089747e-09,2.8124762043089747e-09,1.7205682275748098e-09
1999,2.2575948085951885e-05,2.8216317695038485e-09,2.8216317695038485e-09,1.853214280446634e-09
2000,2.2897930518541087e-05,2.682547755356828e-09,2.682547755356828e-09,1.8757543772198103e-09
2001,2.3124888165122165e-05,2.1004748337486288e-09,2.1004748337486288e-09,1.7033786524147031e-09
2002,2.3659848791014936e-05,1.6299483746833638e-09,1.6299483746833638e-09,1.691239806930359e-09
2003,2.3973774139968945e-05,1.3658664041063924e-09,1.3658664041063924e-09,1.5795929881561627e-09
2004,2.4198706991488246e-05,1.2237793477000635e-09,1.2237793477000635e-09,1.4576921098757062e-09
2005,2.4416590739357552e-05,1.0193560519487578e-09,1.0193560519487578e-09,1.2977593047810591e-09
2006,2.459634379192721e-05,7.974461884480937e-10,7.974461884480937e-10,1.1004756233263485e-09
2007,2.5035584258148447e-05,7.17512493864092e-10,7.17512493864092e-10,9.69491296766632e-10
2008,2.5067330820352902e-05,6.8069258959572e-10,6.8069258959572e-10,9.4854463172922e-10
2009,2.466536014773218e-05,6.692301871399512e-10,6.692301871399512e-10,8.702198406318473e-10
2010,2.494109295574682e-05,7.054229740026991e-10,7.054229740026991e-10,8.676879770241896e-10
2011,2.511268134445085e-05,6.361805328568084e-10,6.361805328568084e-10,8.432529198719254e-10
2012,2.5486172879547147e-05,5.944333002018607e-10,5.944333002018607e-10,9.117863765593728e-10
2013,2.54783959202801e-05,5.499542012264515e-10,5.499542012264515e-10,8.423922194720847e-10
2014,2.489237912024172e-05,5.053028075328671e-10,5.053028075328671e-10,8.540370077803061e-10
2015,2.431192427008812e-05,4.805225106707667e-10,4.805225106707667e-10,8.676901895400744e-10
2016,2.431541854873233e-05,4.3735152007887533e-10,4.3735152007887533e-10,8.162218361513445e-10
2017,2.389215205766959e-05,3.71733292296265e-10,3.71733292296265e-10,7.325530552530305e-10
2018,2.3534199863206594e-05,3.8758574683050993e-10,3.8758574683050993e-10,7.295784754113299e-10
2019,2.270259346914827e-05,4.097241781964023e-10,4.097241781964023e-10,6.876990782389569e-10
