ngram,light,ligt,ligh,ligt
1565,0.00016692011974685426,0.0,0.0,0.0
1566,0.00010324966154127781,0.0,0.0,0.0
1567,0.00013152753568387458,0.0,0.0,0.0
1568,0.00012386927794848037,0.0,0.0,0.0
1569,0.00010937914911275064,0.0,0.0,0.0
1570,0.00017857824111290808,0.0,0.0,0.0
1571,0.00018401181815923856,0.0,0.0,0.0
1572,0.00018484110894080783,0.0,0.0,0.0
1573,0.0002004267173885767,0.0,0.0,0.0
1574,0.00019745690432111069,0.0,1.0894230919283082e-06,0.0
1575,0.00021757337838477855,0.0,1.0894230919283082e-06,0.0
1576,0.00023286428872130012,0.0,1.0894230919283082e-06,0.0
1577,0.00018225851714045608,0.0,1.0894230919283082e-06,0.0
1578,0.00018809505127137527,0.0,1.0894230919283082e-06,0.0
1579,0.00020071263549782868,0.0,1.0894230919283082e-06,0.0
1580,0.00018879367105130638,0.0,1.0894230919283082e-06,0.0
1581,0.00015262801129470712,0.0,5.933073745317026e-07,0.0
1582,0.00018111337496001006,0.0,5.933073745317026e-07,0.0
1583,0.00017224638161548813,0.0,5.933073745317026e-07,0.0
1584,0.00019768926410636465,0.0,5.933073745317026e-07,0.0
1585,0.00020205833944990964,0.0,5.933073745317026e-07,0.0
1586,0.00019617289841075296,0.0,1.3122012205712963e-06,0.0
1587,0.000223132198568367,0.0,1.3122012205712963e-06,0.0
1588,0.00023454635811503977,0.0,7.188938460395937e-07,0.0
1589,0.00020013573209455769,0.0,7.188938460395937e-07,0.0
1590,0.0002610466628019432,0.0,7.188938460395937e-07,0.0
1591,0.0002533062579459511,0.0,7.188938460395937e-07,0.0
1592,0.00029738240638315413,0.0,7.188938460395937e-07,0.0
1593,0.0003380827745006952,0.0,0.0,0.0
1594,0.00031228353431548124,0.0,0.0,0.0
1595,0.0003551046216411383,0.0,4.5079709057712793e-07,0.0
1596,0.0003663740145774292,0.0,4.5079709057712793e-07,0.0
1597,0.0003310130227224103,0.0,8.139833685813105e-07,0.0
1598,0.00030873448018350506,0.0,8.139833685813105e-07,0.0
1599,0.0002610627468259606,0.0,9.318945168550792e-07,0.0
1600,0.0002315993468593141,0.0,9.318945168550792e-07,0.0
1601,0.00023464106301876849,0.0,1.1272183785747205e-06,0.0
1602,0.0001940516511759987,0.0,6.764212879975926e-07,0.0
1603,0.00021845636885180802,0.0,6.764212879975926e-07,0.0
1604,0.00019157923712295348,0.0,3.132350099934099e-07,0.0
1605,0.00020868750496967032,0.0,3.132350099934099e-07,0.0
1606,0.00023201343511962996,0.0,1.953238617196413e-07,0.0
1607,0.00025284702548690675,0.0,9.418209369219507e-07,0.0
1608,0.0002623897952227188,0.0,9.461746718183608e-07,0.0
1609,0.0002669315456712086,0.0,9.461746718183608e-07,0.0
1610,0.0002586143569455349,0.0,1.0736229358242002e-06,0.0
1611,0.0002618612052174285,1.0241227853059951e-07,1.0736229358242002e-06,1.0241227853059951e-07
1612,0.00026388728916312436,1.0241227853059951e-07,1.0736229358242002e-06,1.0241227853059951e-07
1613,0.00024171453385081674,1.0241227853059951e-07,1.0736229358242002e-06,1.0241227853059951e-07
1614,0.0002255617582704872,1.0241227853059951e-07,3.2712586062189075e-07,1.0241227853059951e-07
1615,0.00021120752665280764,1.0241227853059951e-07,1.2744826400583926e-07,1.0241227853059951e-07
1616,0.000212255644977891,1.0241227853059951e-07,4.878727963841811e-07,1.0241227853059951e-07
1617,0.0002208652939381344,1.0241227853059951e-07,4.839658670009937e-07,1.0241227853059951e-07
1618,0.0002194558234935227,0.0,4.839658670009937e-07,0.0
1619,0.00022927446220169907,0.0,4.839658670009937e-07,0.0
1620,0.0002232856007010144,0.0,4.839658670009937e-07,0.0
1621,0.00021704503888031468,0.0,4.839658670009937e-07,0.0
1622,0.00022379848711092824,0.0,4.839658670009937e-07,0.0
1623,0.00021813052652370452,0.0,1.2354133462265183e-07,0.0
1624,0.00019768985034066385,0.0,2.986643851597494e-07,0.0
1625,0.00020652325058888112,0.0,2.986643851597494e-07,0.0
1626,0.00018171161562869593,0.0,7.579080179961498e-07,0.0
1627,0.00019184662752585218,0.0,7.579080179961498e-07,0.0
1628,0.00019269635127524713,0.0,8.889312701804946e-07,0.0
1629,0.00020148811537572847,0.0,8.889312701804946e-07,0.0
1630,0.00021139544177068665,0.0,9.751802687268146e-07,0.0
1631,0.00021579968701449355,0.0,6.765158835670653e-07,0.0
1632,0.00022610150959475765,0.0,6.765158835670653e-07,0.0
1633,0.00022970437255155827,0.0,2.172722507306649e-07,0.0
1634,0.00021956457307429185,0.0,4.6410857683960263e-07,0.0
1635,0.00021973452489224395,0.0,3.3308532465525786e-07,0.0
1636,0.00021317904091639711,0.0,3.3308532465525786e-07,0.0
1637,0.00022211575248677815,0.0,2.4683632610893777e-07,0.0
1638,0.0002256346883119217,0.0,3.1417136321059455e-07,0.0
1639,0.00022600010769175633,0.0,3.1417136321059455e-07,0.0
1640,0.0002257575750783352,0.0,4.1697941810525663e-07,0.0
1641,0.00021804307678913965,0.0,1.7014309199631888e-07,0.0
1642,0.00022060809091531804,0.0,1.7014309199631888e-07,0.0
1643,0.00023577669136492268,0.0,2.6046553866113496e-07,0.0
1644,0.0002199088318905394,0.0,2.6046553866113496e-07,0.0
1645,0.00021119835686736872,0.0,3.4048098638907375e-07,0.0
1646,0.0002120419022893267,0.0,4.4121939676447906e-07,0.0
1647,0.00022532850977898176,0.0,3.3841134186981693e-07,0.0
1648,0.00023389768778413002,0.0,3.842605776428952e-07,0.0
1649,0.00024043260158837905,0.0,3.842605776428952e-07,0.0
1650,0.00022972710472199002,0.0,2.939381309780791e-07,0.0
1651,0.00024240772472694516,0.0,3.7993829339809183e-07,0.0
1652,0.00023786198497483774,0.0,3.4393060234703755e-07,0.0
1653,0.000232145150740897,0.0,3.185679702255584e-07,0.0
1654,0.00025322422776038626,0.0,3.185679702255584e-07,0.0
1655,0.0002676251564740336,0.0,2.7271873445248017e-07,0.0
1656,0.0002686903899302706,0.0,2.7271873445248017e-07,0.0
1657,0.0002670504680801449,0.0,3.0052316698661994e-07,0.0
1658,0.00026339056161564907,0.0,2.1452300456660721e-07,0.0
1659,0.0002619416918605566,0.0,1.0318021078806591e-07,0.0
1660,0.0003054268496011251,0.0,1.881540327985931e-07,0.0
1661,0.000286691275375363,0.0,1.881540327985931e-07,0.0
1662,0.00027766808593046984,0.0,1.881540327985931e-07,0.0
1663,0.00026064816380052695,0.0,2.5384901139854523e-07,0.0
1664,0.00026547215488140604,0.0,2.2604457886440548e-07,0.0
1665,0.0002520674440477576,0.0,2.701361958250865e-07,0.0
1666,0.0002583744686229953,3.9948397605777634e-08,3.1008459343086413e-07,3.9948397605777634e-08
1667,0.00020373191468284598,3.9948397605777634e-08,2.1463962493076645e-07,3.9948397605777634e-08
1668,0.00020891136955469847,3.9948397605777634e-08,2.1463962493076645e-07,3.9948397605777634e-08
1669,0.00020772286266687194,3.9948397605777634e-08,2.44593717216698e-07,3.9948397605777634e-08
1670,0.00020864953070745936,3.9948397605777634e-08,2.9484623910645625e-07,3.9948397605777634e-08
1671,0.00019435010783906494,3.9948397605777634e-08,2.9484623910645625e-07,3.9948397605777634e-08
1672,0.0002040326445629554,3.9948397605777634e-08,2.7535522357473905e-07,3.9948397605777634e-08
1673,0.00021254803868941963,0.0,3.0963543906636914e-07,0.0
1674,0.00021838860370085707,0.0,2.4473080730201347e-07,0.0
1675,0.00020440757050112422,0.0,2.790493068362464e-07,0.0
1676,0.00019953064163148935,4.2946510347974254e-08,2.490952145503148e-07,4.2946510347974254e-08
1677,0.00019830465940425971,4.2946510347974254e-08,1.6673391201038612e-07,4.2946510347974254e-08
1678,0.00019894248647947928,4.2946510347974254e-08,1.6673391201038612e-07,4.2946510347974254e-08
1679,0.0001768489320446471,4.2946510347974254e-08,1.4213331058142232e-07,4.2946510347974254e-08
1680,0.00015522012940242087,4.2946510347974254e-08,6.790469748401457e-08,4.2946510347974254e-08
1681,0.00015446648571274376,4.2946510347974254e-08,9.028054494462725e-08,4.2946510347974254e-08
1682,0.00014208255639199967,4.2946510347974254e-08,9.628411135054193e-08,4.2946510347974254e-08
1683,0.0001340315741669786,0.0,2.2868748114238509e-07,0.0
1684,0.0001260284209690456,0.0,1.951012831926034e-07,0.0
1685,0.00011533012106415949,0.0,1.951012831926034e-07,0.0
1686,0.00012769577629764432,0.0,1.951012831926034e-07,0.0
1687,0.0001306837979687511,0.0,1.951012831926034e-07,0.0
1688,0.00012375771621009335,0.0,1.7272543573199073e-07,0.0
1689,0.00012283469030600308,0.0,1.9554570940272242e-07,0.0
1690,0.00011633199756033719,2.0770290884034433e-08,8.391263049491369e-08,2.0770290884034433e-08
1691,0.00014163823029126173,4.523634394055469e-08,1.0837868355143396e-07,4.523634394055469e-08
1692,0.00014410576841328293,4.523634394055469e-08,1.0837868355143396e-07,4.523634394055469e-08
1693,0.00013639159754218002,4.523634394055469e-08,1.710810713413074e-07,4.523634394055469e-08
1694,0.00013002839945589324,4.523634394055469e-08,1.9546662193598812e-07,4.523634394055469e-08
1695,0.00012469610685781975,4.523634394055469e-08,1.9546662193598812e-07,4.523634394055469e-08
1696,0.00012427586937389736,4.523634394055469e-08,1.638161738323366e-07,4.523634394055469e-08
1697,0.00012860418168462014,3.1813127878064865e-08,1.6508710741293597e-07,3.1813127878064865e-08
1698,0.00010734121834892514,7.347074821544603e-09,1.406210543564157e-07,7.347074821544603e-09
1699,0.00010163377737626433,7.347074821544603e-09,1.536905947269978e-07,7.347074821544603e-09
1700,0.00010177433848314519,7.347074821544603e-09,1.0398605963603456e-07,7.347074821544603e-09
1701,0.00010398483988995264,1.701383415105998e-08,8.92672683708692e-08,1.701383415105998e-08
1702,0.00010287885067685108,2.8998993936316505e-08,1.372079075118953e-07,2.8998993936316505e-08
1703,9.957912282386263e-05,2.8998993936316505e-08,1.2779843570699866e-07,2.8998993936316505e-08
1704,9.249625976995699e-05,2.16519191147719e-08,1.0575721124236484e-07,2.16519191147719e-08
1705,8.796794593633552e-05,3.0809723788089675e-08,1.332306262773792e-07,3.0809723788089675e-08
1706,9.484445763519034e-05,3.0809723788089675e-08,1.3123646880330853e-07,3.0809723788089675e-08
1707,8.963759319158271e-05,3.0809723788089675e-08,1.5469597514083944e-07,3.0809723788089675e-08
1708,8.297854115621053e-05,2.11429644585743e-08,1.4502921581132406e-07,2.11429644585743e-08
1709,8.320056700280734e-05,9.157804673317775e-09,1.0911359282772537e-07,9.157804673317775e-09
1710,8.328266579025825e-05,9.157804673317775e-09,1.0424619643702369e-07,9.157804673317775e-09
1711,8.318847540067509e-05,9.157804673317775e-09,1.0424619643702369e-07,9.157804673317775e-09
1712,7.905673659739218e-05,0.0,8.763620127995506e-08,0.0
1713,7.686509759098823e-05,0.0,8.73788335655133e-08,0.0
1714,8.186933389099847e-05,0.0,7.006469563261167e-08,0.0
1715,8.881545155808064e-05,0.0,7.006469563261167e-08,0.0
1716,8.745641077569286e-05,0.0,7.574959580227056e-08,0.0
1717,9.093174282627712e-05,0.0,7.381738344390345e-08,0.0
1718,9.613942321656006e-05,0.0,9.704265226316369e-08,0.0
1719,9.445348197394716e-05,0.0,1.0593384506104745e-07,0.0
1720,9.093462826318241e-05,0.0,1.1323808633635832e-07,0.0
1721,8.572803614827405e-05,0.0,9.409486523281885e-08,0.0
1722,9.187451360048726e-05,7.727586697520955e-09,1.0182245193033981e-07,7.727586697520955e-09
1723,9.711061180236616e-05,7.727586697520955e-09,1.0881324032295327e-07,7.727586697520955e-09
1724,9.264913803365613e-05,7.727586697520955e-09,1.2875594685673214e-07,7.727586697520955e-09
1725,9.701385196032268e-05,7.727586697520955e-09,1.0553067803747191e-07,7.727586697520955e-09
1726,0.00010474142514535092,1.4115084720093104e-08,9.855106140678669e-08,1.4115084720093104e-08
1727,0.00010982653475366533,2.0957800574348895e-08,8.042880494940619e-08,2.0957800574348895e-08
1728,0.00011362234571216894,2.0957800574348895e-08,8.042880494940619e-08,2.0957800574348895e-08
1729,0.00010628761083353311,1.3230213876827942e-08,7.270121825188523e-08,1.3230213876827942e-08
1730,0.00010950020493640165,1.3230213876827942e-08,5.6183751492458866e-08,1.3230213876827942e-08
1731,0.00010811938825229715,1.3230213876827942e-08,2.792497357160885e-08,1.3230213876827942e-08
1732,0.000107268566872725,1.3230213876827942e-08,2.792497357160885e-08,1.3230213876827942e-08
1733,0.0001011735200466189,6.842715854255792e-09,1.5149977526464553e-08,6.842715854255792e-09
1734,9.93945317791908e-05,0.0,3.063517236715338e-08,0.0
1735,0.00010531110560155607,6.466926042289092e-09,6.943672963594899e-08,6.466926042289092e-09
1736,0.00010566839565789061,1.1979251114878155e-08,9.148602992630523e-08,1.1979251114878155e-08
1737,9.942630484666941e-05,1.1979251114878155e-08,1.0406767663490818e-07,1.1979251114878155e-08
1738,0.00010268609288946859,1.1979251114878155e-08,1.0259275334029943e-07,1.1979251114878155e-08
1739,9.52120462898165e-05,1.1979251114878155e-08,1.0259275334029943e-07,1.1979251114878155e-08
1740,9.962259667060737e-05,1.1979251114878155e-08,1.1008003194693369e-07,1.1979251114878155e-08
1741,0.00011110280632107918,1.1979251114878155e-08,1.1241888892803737e-07,1.1979251114878155e-08
1742,0.00011084519792348146,5.512325072589062e-09,9.274944799488236e-08,5.512325072589062e-09
1743,0.00011229749257576518,0.0,8.996293487939511e-08,0.0
1744,0.00011638109364347266,4.464060359461135e-09,8.259023179643269e-08,4.464060359461135e-09
1745,0.00012900927374305735,4.464060359461135e-09,7.709841552485028e-08,4.464060359461135e-09
1746,0.00013702309037658518,4.464060359461135e-09,8.207639266645725e-08,4.464060359461135e-09
1747,0.00014393077123843665,4.464060359461135e-09,9.538487282562918e-08,4.464060359461135e-09
1748,0.0001384968719711261,4.464060359461135e-09,8.848001645641748e-08,4.464060359461135e-09
1749,0.0001399092164189954,4.464060359461135e-09,7.430318049728157e-08,4.464060359461135e-09
1750,0.00014941052151178674,4.464060359461135e-09,7.153405030229415e-08,4.464060359461135e-09
1751,0.00015744491663229252,0.0,7.241842325811376e-08,0.0
1752,0.00015717419488022903,3.898590149122226e-09,7.631701340723599e-08,3.898590149122226e-09
1753,0.00017251161417724297,3.898590149122226e-09,7.63683886922146e-08,3.898590149122226e-09
1754,0.00017493375136317418,3.898590149122226e-09,5.975669863695593e-08,3.898590149122226e-09
1755,0.00018617650701863958,3.898590149122226e-09,6.425073425678615e-08,3.898590149122226e-09
1756,0.00018586005691239343,3.898590149122226e-09,8.357921821300351e-08,3.898590149122226e-09
1757,0.0001851090824597382,6.943713413777784e-09,9.449166959996091e-08,6.943713413777784e-09
1758,0.00018413027490688755,1.0051298206446648e-08,8.95378691824687e-08,1.0051298206446648e-08
1759,0.00017828810294823988,6.1527080573244214e-09,1.0999084335391477e-07,6.1527080573244214e-09
1760,0.0001670267852854782,6.1527080573244214e-09,1.2891379316418545e-07,6.1527080573244214e-09
1761,0.0001677482422175152,6.1527080573244214e-09,1.6081209963658694e-07,6.1527080573244214e-09
1762,0.00016355088778904507,6.1527080573244214e-09,1.749072698739188e-07,6.1527080573244214e-09
1763,0.00016737445964411433,6.1527080573244214e-09,1.7333290206319622e-07,6.1527080573244214e-09
1764,0.00017443638353142887,3.1075847926688637e-09,1.6841223120828935e-07,3.1075847926688637e-09
1765,0.00017989931594846503,0.0,1.8266874438463025e-07,0.0
1766,0.00019173990585841238,1.3604208553325797e-08,1.7872349238652013e-07,1.3604208553325797e-08
1767,0.00020024943348419453,1.3604208553325797e-08,1.7538270721420952e-07,1.3604208553325797e-08
1768,0.00020371152952845608,1.3604208553325797e-08,1.6075803240970084e-07,1.3604208553325797e-08
1769,0.00021173019194975495,1.6650468178828045e-08,1.495271898680325e-07,1.6650468178828045e-08
1770,0.00022003809447466795,1.6650468178828045e-08,1.412324012660195e-07,1.6650468178828045e-08
1771,0.00021999768172723373,3.507897464568746e-08,1.503386885458115e-07,3.507897464568746e-08
1772,0.00021893282246310264,4.0351138303711716e-08,1.3466766647850038e-07,4.0351138303711716e-08
1773,0.00021988644065069302,2.934212060625084e-08,1.3761807135129596e-07,2.934212060625084e-08
1774,0.00021770779442574297,3.201458374592546e-08,1.4373118517596595e-07,3.201458374592546e-08
1775,0.0002198322264510872,3.201458374592546e-08,1.3671693060197348e-07,3.201458374592546e-08
1776,0.00022488631241555725,2.896832412042321e-08,1.4285069685878886e-07,2.896832412042321e-08
1777,0.00022742701237023409,2.896832412042321e-08,1.605346418338221e-07,2.896832412042321e-08
1778,0.0002208685494094555,1.6102105046148348e-08,1.6231664241266636e-07,1.6102105046148348e-08
1779,0.0002309668655340959,1.3391627108814776e-08,1.8002525337124098e-07,1.3391627108814776e-08
1780,0.00022317722115466104,1.0796436252949856e-08,1.8485821889108983e-07,1.0796436252949856e-08
1781,0.00022074762923044285,1.0036489988302882e-08,1.7917127438847403e-07,1.0036489988302882e-08
1782,0.0002248464505620567,1.0036489988302882e-08,1.8846729687993502e-07,1.0036489988302882e-08
1783,0.00021639048853623017,1.0036489988302882e-08,1.8145276417921456e-07,1.0036489988302882e-08
1784,0.00021048463947538818,1.0036489988302882e-08,1.643344599447768e-07,1.0036489988302882e-08
1785,0.00021430000820795873,6.092324993695846e-09,1.4066946870830828e-07,6.092324993695846e-09
1786,0.00019616751939923103,3.5306392730051682e-09,1.257733990606929e-07,3.5306392730051682e-09
1787,0.00020194621590365256,4.819780891856291e-09,1.19499123992942e-07,4.819780891856291e-09
1788,0.0002044982892195029,4.213816089710625e-09,1.245924790639817e-07,4.213816089710625e-09
1789,0.00020234256226103753,6.5405857238179774e-09,1.1830378200881699e-07,6.5405857238179774e-09
1790,0.00019837594923696348,6.5405857238179774e-09,1.1527001930744518e-07,6.5405857238179774e-09
1791,0.00020545163092070391,6.5405857238179774e-09,1.2961085868060502e-07,6.5405857238179774e-09
1792,0.00021105587074998766,6.010725377742736e-09,1.4166736609208135e-07,6.010725377742736e-09
1793,0.00022183975670486689,7.982769619932891e-09,1.6151326523835712e-07,7.982769619932891e-09
1794,0.000221076377783902,6.6936280010817686e-09,1.5656361236031963e-07,6.6936280010817686e-09
1795,0.00022604226874786297,9.040164426567441e-09,1.5326437363683e-07,9.040164426567441e-09
1796,0.00023038371416207935,6.7133947924600895e-09,1.595176430311897e-07,6.7133947924600895e-09
1797,0.0002390624348273767,8.414165745104389e-09,1.6783156045871044e-07,8.414165745104389e-09
1798,0.00023721275959230428,3.5032373573480006e-08,1.6628599399025135e-07,3.5032373573480006e-08
1799,0.0002388369175605476,3.3944111521577724e-08,1.6314460944093818e-07,3.3944111521577724e-08
1800,0.00023593535713319267,3.5677042399738316e-08,1.5357278268116454e-07,3.5677042399738316e-08
1801,0.00023795257272597934,3.6141382870573987e-08,1.528589440421716e-07,3.6141382870573987e-08
1802,0.00023685946819438999,3.3790674797933614e-08,1.6041601672408694e-07,3.3790674797933614e-08
1803,0.00023269731277001223,3.6949674462962075e-08,1.6022897345432545e-07,3.6949674462962075e-08
1804,0.0002297390955001382,3.738444630054159e-08,1.7050040262185056e-07,3.738444630054159e-08
1805,0.00022755653273114667,1.1804948479061345e-08,1.7466521435543264e-07,1.1804948479061345e-08
1806,0.00022719700064044446,1.1804948479061345e-08,1.9146272072540732e-07,1.1804948479061345e-08
1807,0.00023288546487622495,1.3748946457527365e-08,1.989219496424864e-07,1.3748946457527365e-08
1808,0.00023246198751231923,1.4226058743714378e-08,2.0244054204405465e-07,1.4226058743714378e-08
1809,0.00022747538085760816,1.2923678317987099e-08,1.9321986956453786e-07,1.2923678317987099e-08
1810,0.00022656423971056938,1.063642926116667e-08,1.895351979490962e-07,1.063642926116667e-08
1811,0.00022421519679483026,9.204038293424738e-09,1.7768137589817862e-07,9.204038293424738e-09
1812,0.0002287701894861779,8.404036546037576e-09,1.6817961880276145e-07,8.404036546037576e-09
1813,0.00022086964288194264,9.761892342094062e-09,1.731059699393102e-07,9.761892342094062e-09
1814,0.0002167795755667612,4.948751789310027e-09,1.609506168977402e-07,4.948751789310027e-09
1815,0.00021668651814772083,4.393580451836751e-09,1.5682450538179182e-07,4.393580451836751e-09
1816,0.0002208707301178947,8.006862062259756e-09,1.5315219314970818e-07,8.006862062259756e-09
1817,0.00022170979978649745,7.306459025104215e-09,1.4668497832255006e-07,7.306459025104215e-09
1818,0.0002249172456296427,6.6033072026223346e-09,1.399132137131736e-07,6.6033072026223346e-09
1819,0.00022206984535192272,6.815491282452513e-09,1.3235408451756874e-07,6.815491282452513e-09
1820,0.0002281220243146111,6.489414022021427e-09,1.0541949129511912e-07,6.489414022021427e-09
1821,0.00023168261603651836,7.1962325622264095e-09,1.0351883312458604e-07,7.1962325622264095e-09
1822,0.0002335465479908245,6.934720044236644e-09,1.0471823738303751e-07,6.934720044236644e-09
1823,0.00023452937395112322,3.883289507416216e-09,1.0197093709101474e-07,3.883289507416216e-09
1824,0.000235683933299567,4.516662036443567e-09,1.0094486770282987e-07,4.516662036443567e-09
1825,0.00023499666713178158,5.276362846640126e-09,9.953699223582849e-08,5.276362846640126e-09
1826,0.00023631964203169837,5.299463479158106e-09,9.781085046662546e-08,5.299463479158106e-09
1827,0.0002378361054330266,4.685967368102593e-09,9.600506599229317e-08,4.685967368102593e-09
1828,0.00024378909022613828,4.467268023754047e-09,9.385354258841159e-08,4.467268023754047e-09
1829,0.0002399782429815137,4.4127734006543e-09,9.04321280716301e-08,4.4127734006543e-09
1830,0.00024319380671451136,4.041531411123702e-09,9.121817815379732e-08,4.041531411123702e-09
1831,0.0002451433746110914,3.7012845962739303e-09,9.299912509927058e-08,3.7012845962739303e-09
1832,0.00024875977292789945,3.3673310964995753e-09,9.609230947457295e-08,3.3673310964995753e-09
1833,0.00024823045532684773,3.388207698533969e-09,9.745517814963023e-08,3.388207698533969e-09
1834,0.00024634271436038295,3.8835874357648746e-09,9.697790760908123e-08,3.8835874357648746e-09
1835,0.00024055234098341316,3.0623361148483598e-09,9.77177815489735e-08,3.0623361148483598e-09
1836,0.000247594721648576,3.592551272341942e-09,9.90824468820912e-08,3.592551272341942e-09
1837,0.00024642468114117425,5.492860230152782e-09,9.725493604102147e-08,5.492860230152782e-09
1838,0.00024714051271855297,6.4022503806374485e-09,9.679725617875842e-08,6.4022503806374485e-09
1839,0.0002472026286081278,1.0902296430716416e-08,9.314153207437162e-08,1.0902296430716416e-08
1840,0.0002483148668293974,1.2599419983518243e-08,9.336462117711822e-08,1.2599419983518243e-08
1841,0.00025067449314519763,1.2945354819850406e-08,9.483052463922701e-08,1.2945354819850406e-08
1842,0.0002523960262936141,1.4267117646024222e-08,9.564920284382034e-08,1.4267117646024222e-08
1843,0.00025050557867091684,1.4519097099200247e-08,9.010815915644343e-08,1.4519097099200247e-08
1844,0.00025220480996982327,1.322957330986339e-08,8.775411483189341e-08,1.322957330986339e-08
1845,0.0002534182484461261,1.3123746470508228e-08,8.804020775901985e-08,1.3123746470508228e-08
1846,0.00025298608566767404,1.0350229689188545e-08,8.834061000178345e-08,1.0350229689188545e-08
1847,0.00025502149115449617,8.643080283223168e-09,8.620728359736469e-08,8.643080283223168e-09
1848,0.00025595679679619413,8.313173768418177e-09,8.515041319664565e-08,8.313173768418177e-09
1849,0.0002598998336387532,7.133584960834176e-09,8.30605263299081e-08,7.133584960834176e-09
1850,0.00025967738474719226,7.0406346150012465e-09,8.66788637056613e-08,7.0406346150012465e-09
1851,0.0002605028691635068,7.3999551882967094e-09,8.77686413705955e-08,7.3999551882967094e-09
1852,0.00026149140986880023,6.890342138124847e-09,8.398311531924005e-08,6.890342138124847e-09
1853,0.0002627631599482681,5.172399619723933e-09,8.078916989364058e-08,5.172399619723933e-09
1854,0.0002619441656861454,5.950102410778868e-09,8.166723018478348e-08,5.950102410778868e-09
1855,0.00026184890469137045,5.3354224213312105e-09,8.120599963896374e-08,5.3354224213312105e-09
1856,0.0002583656917392675,5.088138418532903e-09,7.972873459851013e-08,5.088138418532903e-09
1857,0.0002602490089235029,5.868915131657104e-09,7.95236902360687e-08,5.868915131657104e-09
1858,0.00025711628092852024,5.399442480426484e-09,7.629738973946587e-08,5.399442480426484e-09
