ngram,map,mp,ma,amp
1663,1.3023195508919474e-05,3.2125460376976534e-06,2.029318953386142e-05,1.073469779352568e-06
1664,1.3112260441110785e-05,3.376449188051213e-06,2.0587149265338667e-05,1.0571638954713438e-06
1665,1.3898852655204661e-05,3.407488325787459e-06,1.828202117134684e-05,1.1012555124320248e-06
1666,1.3788728438157705e-05,2.3916161353554344e-06,1.9512567502845612e-05,9.948880931785555e-07
1667,1.2196704281970077e-05,2.2961711668553368e-06,2.0728624544322622e-05,1.0273404090607334e-06
1668,1.3062435040670348e-05,8.246608335379538e-06,2.0072720092554975e-05,1.2023532726906133e-06
1669,1.2723023961111071e-05,8.022317485613581e-06,2.018480933786902e-05,1.1917075052484246e-06
1670,9.133006951092934e-06,7.102587785214252e-06,2.0656707939841518e-05,6.004526653669018e-07
1671,8.621682606449862e-06,6.983907675411112e-06,2.1701694225027624e-05,6.393700695233357e-07
1672,7.815546682974985e-06,6.754177742810238e-06,2.318625619019648e-05,6.444796554205823e-07
1673,3.7068008477295474e-06,6.626865326454988e-06,2.2727576963786434e-05,5.132980861942218e-07
1674,3.058536638686097e-06,6.627021743302716e-06,2.2118803826742806e-05,6.109678675362115e-07
1675,8.79066714430467e-06,6.579366299774847e-06,2.1517575857745085e-05,4.3595500390633137e-07
1676,1.0067154651746282e-05,6.9489232024417495e-06,2.2312282713495995e-05,5.348404426643225e-07
1677,1.0382764758430443e-05,7.116854188130414e-06,2.1535942453608315e-05,1.5088402116297012e-06
1678,1.0443974377137368e-05,7.0201691317249375e-06,2.0481566285265478e-05,1.430619826286212e-06
1679,1.0919447780517138e-05,7.081740282696306e-06,1.925084325193893e-05,1.4044903926852775e-06
1680,1.1035235908301339e-05,6.863874501407606e-06,1.8622845735600485e-05,1.3103389530247763e-06
1681,1.6438147619218008e-05,6.843565147716747e-06,1.897230478269713e-05,1.2025927032612214e-06
1682,1.0243615195447222e-05,1.02142755460071e-06,1.9511370347962448e-05,1.2025927032612214e-06
1683,8.918213146508996e-06,6.360969239592253e-07,1.9026718551426063e-05,1.1620220854118607e-06
1684,1.551962858619455e-05,5.558306790070284e-07,1.8427648683427833e-05,2.1724389601526388e-07
1685,1.59257560556268e-05,6.779274558864148e-07,1.8843732634975042e-05,2.5765555936426867e-07
1686,1.515470366289914e-05,6.314993429766349e-07,1.9534466835986158e-05,2.8984220331754583e-07
1687,1.488194451277585e-05,6.18393646131413e-07,1.9417896380348664e-05,2.7673650647232405e-07
1688,9.293502297883346e-06,5.736419512101878e-07,1.84711048599898e-05,2.5436065901171136e-07
1689,9.023770888104212e-06,5.561401589407719e-07,1.735263023355011e-05,7.910705355535746e-07
1690,9.779302266516815e-06,5.535462841115597e-07,1.656870114987084e-05,7.028016223590125e-07
1691,2.8789424147492227e-06,5.637457556011733e-07,1.776222065278229e-05,8.203763530088639e-07
1692,2.6174014919888577e-06,4.5289740212086015e-07,1.8310442750849427e-05,7.799646896598591e-07
1693,2.427719033042714e-06,3.461025548696333e-07,1.8234705489053988e-05,7.24706276449589e-07
1694,2.6026438380962906e-06,4.512157687486251e-07,1.8103713046002667e-05,6.835061867604963e-07
1695,3.470811344235309e-06,5.132429825900025e-07,1.797560214202219e-05,7.920538109829067e-07
1696,3.201782551595248e-06,5.603222652845423e-07,1.8269939183872858e-05,3.1832771745549895e-07
1697,2.725179978061273e-06,5.849053589404971e-07,1.8440836486531354e-05,3.3302186709858817e-07
1698,2.8443131948766416e-06,5.388974975468435e-07,1.7230790945177432e-05,2.2771063916999473e-07
1699,2.70406159229099e-06,5.724496828309254e-07,1.6610304295941853e-05,3.1919742582431354e-07
1700,3.920504257491432e-06,6.580791591659363e-07,1.6486894700002657e-05,3.8418668931886455e-07
1701,3.5828466837171746e-06,6.084334488930056e-07,1.6388570007360874e-05,4.035202079778953e-07
1702,2.778652157888116e-06,5.943468741926543e-07,1.5694690513815397e-05,3.0695774354074145e-07
1703,2.6324243793039514e-06,5.834961395326641e-07,1.5484012302684797e-05,3.9855090047272566e-07
1704,2.1847938813022793e-06,5.606812984686777e-07,1.5595443463618202e-05,4.271655851896737e-07
1705,2.150816832064655e-06,5.912451927412934e-07,1.6033404660577488e-05,4.4978513662791944e-07
1706,2.0956549471000992e-06,6.085180806232009e-07,1.5385821825475432e-05,3.69373732870112e-07
1707,8.60013541016867e-07,5.279947694296945e-07,1.486801920691505e-05,3.529942814241492e-07
1708,7.632832717620528e-07,5.084941148782361e-07,1.4824588756060361e-05,3.529524974510423e-07
1709,5.835855887426078e-07,4.966285262396144e-07,1.5023087014144818e-05,3.650173699806406e-07
1710,6.514975418830155e-07,4.833327531222105e-07,1.540647515087455e-05,3.1373057396422155e-07
1711,6.77065573638304e-07,4.6910090491434987e-07,1.499389717147486e-05,2.704217396041843e-07
1712,4.641007182369451e-07,4.0840749956519827e-07,1.47363517888672e-05,2.1718052575384457e-07
1713,7.000381064666986e-07,3.406683666591042e-07,1.5145926356906006e-05,2.818312471016985e-07
1714,1.606760233942493e-06,3.4249744982974205e-07,1.5011219407564827e-05,2.715078772601893e-07
1715,1.8835261812455428e-06,3.3326463315981006e-07,1.4612215896444728e-05,3.0882790826223883e-07
1716,2.0011554795473785e-06,3.591742898022078e-07,1.4625483475226377e-05,2.84777875947384e-07
1717,1.964618332652078e-06,3.3423041908723204e-07,1.4127663624614278e-05,2.426189758304125e-07
1718,2.7309311698380564e-06,4.290215360112727e-07,1.442674705945787e-05,2.813277565191389e-07
1719,3.0496453941200992e-06,4.7314340788164243e-07,1.4620003899576009e-05,3.692374020504628e-07
1720,2.9335108950233135e-06,4.643589720996845e-07,1.4376433292844532e-05,3.0257242603478775e-07
1721,2.2423978245050032e-06,4.611127621956257e-07,1.402512524301918e-05,2.818060999792189e-07
1722,2.825366745387977e-06,4.2408898691194607e-07,1.415676771492664e-05,5.806633223772093e-07
1723,2.8751178758414298e-06,3.8062980779938827e-07,1.4748072706944576e-05,6.115392037843646e-07
1724,3.051061282479038e-06,4.604006339345038e-07,1.4766924063483852e-05,5.738916389727169e-07
1725,4.71456691489688e-06,3.953561551790179e-07,1.4469215134990268e-05,5.793005785546614e-07
1726,4.4226614883362866e-06,3.9338242580860036e-07,1.3830463103658985e-05,4.996900061980471e-07
1727,4.330581703015923e-06,5.191446815290744e-07,1.3365908931258933e-05,5.248424567331053e-07
1728,4.2259318320247985e-06,5.359409292233457e-07,1.3350781435812159e-05,5.332405805802409e-07
1729,3.547534601823697e-06,5.751223263977019e-07,1.3050110802786158e-05,2.22375429562557e-07
1730,3.5279521414720094e-06,5.729632742860044e-07,1.2360921183634283e-05,2.160492625437525e-07
1731,3.28278149806595e-06,4.668949001386734e-07,1.2202619732956269e-05,2.0649906267473333e-07
1732,1.0946091281636785e-06,4.7065651338178735e-07,1.238807349831664e-05,1.8115691448526506e-07
1733,1.1859163545783043e-06,4.910787621627475e-07,1.2677646087208164e-05,2.041430369510116e-07
1734,4.244055154296282e-06,3.5614298557870174e-07,1.371769485558616e-05,1.905763846415149e-07
1735,4.29555051693699e-06,3.625088394544816e-07,1.374022719703914e-05,1.8405892327726698e-07
1736,4.212058757145444e-06,3.2549104491051496e-07,1.4313931257804922e-05,1.5047973635416513e-07
1737,4.123270295102495e-06,3.368110818818033e-07,1.394445189362159e-05,1.3977327841173194e-07
1738,4.182456645399465e-06,3.3492828371046404e-07,1.5072036928488939e-05,1.5879069690884406e-07
1739,4.393142229933541e-06,3.143449609816733e-07,1.4759281969288298e-05,1.7232429071002896e-07
1740,4.838042108141443e-06,2.525095652572418e-07,1.4478834210811848e-05,2.4248485581373256e-07
1741,2.1032371120911975e-06,3.233217589533004e-07,1.3349028839521842e-05,2.3966198118127326e-07
1742,3.7398038362620615e-06,3.288931489058606e-07,1.358650063463886e-05,2.2663857482793252e-07
1743,4.922889827087472e-06,3.3434477383512527e-07,1.3375269060946135e-05,2.3487671185762338e-07
1744,5.277308218865073e-06,3.780832266946683e-07,1.3600618201183221e-05,2.567459382873949e-07
1745,5.4879692470422015e-06,4.3349439238227205e-07,1.2566706573124975e-05,2.364181927053518e-07
1746,5.555456222542229e-06,5.358538105935753e-07,1.3035895530525263e-05,2.1904295824778535e-07
1747,5.2983553879520125e-06,5.882567068381052e-07,1.281028510545314e-05,1.1921123288516355e-07
1748,5.386456515615075e-06,7.3245389233177e-07,1.3218731770133932e-05,1.0502691288089799e-07
1749,3.813136247897221e-06,7.132776918946806e-07,1.3032024721074517e-05,1.0856010135285032e-07
1750,3.5060811569564976e-06,7.011419691187777e-07,1.3129721992299892e-05,1.0908970336588806e-07
1751,3.850244606188166e-06,6.97530637694399e-07,1.3703287809871004e-05,1.090686063370023e-07
1752,3.937337039263054e-06,6.676474271216648e-07,1.5058637213119905e-05,1.198369961993454e-07
1753,4.914167090776443e-06,5.635209134879915e-07,1.5156425823598901e-05,1.250204744808668e-07
1754,5.468557187019282e-06,5.304968685290337e-07,1.6190442823114737e-05,1.4183149943391982e-07
1755,5.661364639308886e-06,3.2944837105982773e-07,1.6728569789847825e-05,2.1911123277667294e-07
1756,7.602979069685846e-06,3.1217008305312835e-07,1.8077274424805572e-05,2.486617875417453e-07
1757,7.705544411302462e-06,3.3145708146418785e-07,1.8985325108847712e-05,2.775913705883275e-07
1758,8.68901124054641e-06,3.1647238886632424e-07,1.9255941099670182e-05,2.6676066308287514e-07
1759,9.041635816434532e-06,3.0321786783003647e-07,1.8434274482258062e-05,2.746782752995257e-07
1760,8.199324383895146e-06,3.348399591881649e-07,1.9439224550816497e-05,2.7851316783003964e-07
1761,8.197624993044883e-06,3.2908164777316937e-07,1.9583551485473955e-05,2.6865366058765563e-07
1762,8.1128283844529e-06,3.487357795555519e-07,2.009729463939688e-05,2.8162456544578163e-07
1763,6.608965057759113e-06,3.6399666214492754e-07,1.9885685105691664e-05,2.5635682326148004e-07
1764,6.360842624936984e-06,3.829654450068379e-07,1.8848093012430972e-05,2.3855232760589775e-07
1765,5.205847953350583e-06,3.56663178990857e-07,1.8225300404342954e-05,2.490605502154202e-07
1766,5.307159426592989e-06,3.5565252330473284e-07,1.7692498139305307e-05,2.517619179798203e-07
1767,5.443911699590639e-06,3.0735163087618797e-07,1.6288209345865262e-05,2.866996615986344e-07
1768,5.255320762184315e-06,3.1418465645011953e-07,1.5506484487559646e-05,2.94092814101532e-07
1769,5.295818482409231e-06,3.053627121322019e-07,1.4505704192353213e-05,2.1238748258513495e-07
1770,5.565812183963967e-06,3.2044102584092927e-07,1.3484553424599913e-05,2.2990624667532496e-07
1771,6.043305282738791e-06,2.8475447574497335e-07,1.2944326694456062e-05,2.200499206342751e-07
1772,6.545618232069371e-06,2.8722469989718646e-07,1.266454325689535e-05,2.1104183848105356e-07
1773,6.491983315624696e-06,2.7934369687240436e-07,1.237927101880944e-05,2.0038803378546228e-07
1774,7.242867793268358e-06,2.8518477230526127e-07,1.2175000587636273e-05,2.4305158977508003e-07
1775,7.488444095672873e-06,2.769336414790554e-07,1.2325930973539861e-05,2.3645028842825662e-07
1776,7.579775033913652e-06,2.458445160462881e-07,1.1819387899387429e-05,2.513889439472093e-07
1777,8.417105488790963e-06,2.2612073889506844e-07,1.2038047186381715e-05,2.4593925981467433e-07
1778,8.155876587677216e-06,2.4722224216995006e-07,1.2546533201072765e-05,2.5825183464738597e-07
1779,7.947725147719861e-06,2.6945905468827344e-07,1.2996811554850346e-05,3.702220417218476e-07
1780,8.983846393156064e-06,2.80109188923104e-07,1.3243098692328203e-05,3.680075865629208e-07
1781,8.607469681010116e-06,3.1000011802007066e-07,1.3599291898052407e-05,2.8557915397543964e-07
1782,8.731807871039824e-06,3.1849851771832096e-07,1.334538423439621e-05,3.149953999224765e-07
1783,9.32333172646135e-06,3.5824962196784327e-07,1.3578038046294491e-05,2.9874470085035553e-07
1784,8.760461046871829e-06,3.536044102604917e-07,1.320889363601704e-05,2.9245591243969624e-07
1785,1.0235482217727362e-05,3.472331278382106e-07,1.3068423348678543e-05,2.817359014021089e-07
1786,1.0511833806958748e-05,3.281617750872101e-07,1.2327065503216414e-05,1.541256620742258e-07
1787,1.0020697962837793e-05,3.159857929598989e-07,1.2294893687274972e-05,1.6650108136673225e-07
1788,9.954765443710909e-06,2.7760260325391884e-07,1.1862642038197788e-05,1.774266097852108e-07
1789,1.081772526439246e-05,2.6119778340216726e-07,1.1833244830735826e-05,1.522206218851352e-07
1790,1.2281488385009912e-05,2.3249000540610204e-07,1.1935102260654925e-05,1.5902520138817116e-07
1791,1.2303775682604673e-05,2.3720938153409016e-07,1.1942835434248472e-05,1.6402876009838758e-07
1792,1.0859819017891173e-05,2.2725620242778989e-07,1.184652774099959e-05,1.6422854847470652e-07
