ngram,map,mp,ma,amp
1793,1.6731222526037266e-05,4.0610257404491025e-07,1.2083548946455786e-05,1.830884254364459e-07
1794,1.664676853709222e-05,3.972433729261736e-07,1.2477148110130137e-05,1.8150628225807201e-07
1795,1.6788330088145032e-05,4.2017559971035165e-07,1.2922897700004146e-05,1.7246084382804838e-07
1796,1.6325860217745814e-05,4.2281075910263357e-07,1.2906708824240403e-05,1.736301251347478e-07
1797,1.5193538924255076e-05,4.2955295295346983e-07,1.2642268952082045e-05,1.7862949773318958e-07
1798,1.5521667851966674e-05,4.245275643402887e-07,1.2401256104307582e-05,1.7332660157925212e-07
1799,1.6289079862222673e-05,4.412560851311095e-07,1.2430927589386037e-05,1.684961858927636e-07
1800,1.040535192130067e-05,2.7141374354349476e-07,1.215108360546375e-05,1.537354228681969e-07
1801,1.0615406868704927e-05,2.8214901703904616e-07,1.1592516524875204e-05,1.3387273664225825e-07
1802,1.0774409539798008e-05,2.782516211092505e-07,1.1166456066088618e-05,1.319690566349761e-07
1803,1.0834234412219043e-05,2.8430960696823604e-07,1.118863578345294e-05,1.232166906918662e-07
1804,1.0522618660096278e-05,2.8794104878215876e-07,1.1496886535106959e-05,1.2036978347396143e-07
1805,1.023131582249854e-05,2.967656972227165e-07,1.1751546870592782e-05,1.219890108927757e-07
1806,9.817281872009126e-06,3.1766088324859864e-07,1.1595611795200966e-05,1.218058816984272e-07
1807,9.931087333825417e-06,3.216862783769362e-07,1.1672827635525859e-05,1.1974847577026333e-07
1808,9.993297421065758e-06,3.3325283409015226e-07,1.1770105889549346e-05,1.227388679581054e-07
1809,9.566702958961417e-06,3.3365940258330997e-07,1.2202279841793434e-05,1.2010144700980163e-07
1810,9.42630569105469e-06,3.4550087743160217e-07,1.214581490265638e-05,1.1632970853270308e-07
1811,9.851408321992494e-06,3.4159340803593554e-07,1.1742229876940005e-05,1.161879187147211e-07
1812,1.0316239500493144e-05,3.8667513178682255e-07,1.1391564450085362e-05,1.0921685904869654e-07
1813,1.0286351815531297e-05,3.6381015076715683e-07,1.1541016127531683e-05,1.0825310933374307e-07
1814,1.0612803894868453e-05,3.6145478280299616e-07,1.1581354036544716e-05,1.1575955483067446e-07
1815,1.0724704614923602e-05,3.4893635967949065e-07,1.1377105173388763e-05,1.1672698921724337e-07
1816,1.124892228939903e-05,3.6069745387326944e-07,1.083151411356604e-05,1.1851941244296021e-07
1817,1.1357592744129111e-05,3.5075875562792393e-07,1.0588819869943628e-05,1.1812287376804826e-07
1818,1.1156438761515477e-05,3.458444593564179e-07,1.065392279997468e-05,1.1096706487023766e-07
1819,1.0842065421456937e-05,2.951763389903915e-07,1.0598548215057235e-05,1.1062223137514593e-07
1820,1.0784485701671137e-05,2.9650165142161964e-07,1.0339927549856448e-05,1.0671695349628862e-07
1821,1.0855230227337285e-05,2.9608813991087247e-07,1.0256268199425125e-05,1.0560259714306344e-07
1822,1.0484630755464813e-05,3.2910477492415726e-07,1.0023705596852648e-05,1.0441941762045254e-07
1823,1.0338869937446102e-05,3.1562471138256244e-07,1.0151180764036585e-05,1.1242937400116456e-07
1824,1.0248168759322393e-05,3.065702632706494e-07,9.944613858741442e-06,1.0980865486739536e-07
1825,1.0078825003542338e-05,2.954133516855758e-07,9.537581068538462e-06,1.1183714576645798e-07
1826,1.0543627208140346e-05,2.8407630127601025e-07,9.266619079945876e-06,1.1267176448979756e-07
1827,1.0681875210138969e-05,2.648953259917367e-07,8.909844447251608e-06,1.0879847727502628e-07
1828,1.0695132914406713e-05,2.6362525318290864e-07,8.554929991078097e-06,1.0255242293461769e-07
1829,1.2694960917412703e-05,2.271334815467136e-07,8.254136121520008e-06,1.0232197362418966e-07
1830,1.2851865644084423e-05,2.2329237684256702e-07,7.695014184199473e-06,9.149477112454666e-08
1831,1.32185393470406e-05,2.3196512951731814e-07,7.591471460597989e-06,9.397654870164323e-08
1832,1.3620891357796999e-05,2.3713474815524803e-07,7.575336634805094e-06,9.235833431375795e-08
1833,1.3577931895270012e-05,2.458187700377883e-07,7.516452569689136e-06,8.942292392280901e-08
1834,1.3757883997251546e-05,2.4923426167333673e-07,7.474175423080201e-06,9.245206911145942e-08
1835,1.3873535343528992e-05,2.3489211693166518e-07,7.447055330495849e-06,8.666512891457906e-08
1836,1.2730738100279787e-05,2.310844097662214e-07,7.505200950877874e-06,8.143072705024679e-08
1837,1.2954318793033184e-05,2.185239367236136e-07,7.397860242365693e-06,7.675574766251105e-08
1838,1.3034982137989054e-05,2.1910412937943745e-07,7.261217823335235e-06,7.734299702276206e-08
1839,1.3028741705056746e-05,2.2062666005240317e-07,7.142447754761504e-06,7.45549917675297e-08
1840,1.3679618600040807e-05,2.1676329099916204e-07,7.228835199514703e-06,7.310898553214429e-08
1841,1.380656093325732e-05,2.110495448245534e-07,7.3179665248192445e-06,8.26052795689845e-08
1842,1.393750868114044e-05,2.2121464431685516e-07,7.353432010859251e-06,8.983613396042398e-08
1843,1.3655068479628036e-05,2.24766828133787e-07,7.349512283586332e-06,9.278149804003988e-08
1844,1.3687024615397344e-05,3.65224181564372e-07,7.423937079563205e-06,9.617510800451003e-08
1845,1.3656336575097936e-05,3.5670327593249696e-07,7.37260903146567e-06,9.719569809314115e-08
1846,1.380356817597723e-05,3.467815921404898e-07,7.378755266732437e-06,1.0210692075978451e-07
1847,1.360701467742079e-05,3.6028800463684873e-07,7.506228095215712e-06,1.0961527558655299e-07
1848,1.3976585770641187e-05,3.689706277652606e-07,7.644062017269399e-06,1.0510943582175969e-07
1849,1.435392122013062e-05,3.691826009344368e-07,7.959601199607797e-06,1.1219906679928369e-07
1850,1.4533604501463873e-05,3.7629743384773716e-07,8.239166033620546e-06,1.1933371776454545e-07
1851,1.4903716094392752e-05,2.727644264106337e-07,8.66364845413565e-06,1.2667219095874316e-07
1852,1.5452758556680885e-05,2.747273068085373e-07,9.002220589796447e-06,1.3310213274410542e-07
1853,1.598592474952706e-05,2.8311829477648385e-07,9.538651154019004e-06,1.3787078704094062e-07
1854,1.6114622147662366e-05,2.74803381574072e-07,9.729340100810597e-06,1.4083933917520751e-07
1855,1.6329424527482062e-05,2.731135038759801e-07,1.0026188777244118e-05,1.433052493179535e-07
1856,1.6614759780558025e-05,2.7116219517405883e-07,9.936166212095746e-06,1.421402860809654e-07
1857,1.7050451528380757e-05,2.7199839840769915e-07,9.947388467220922e-06,1.4390481745912049e-07
1858,1.737604881262606e-05,2.4447269554782126e-07,9.793273810438613e-06,1.45104162844031e-07
1859,1.7621237150576364e-05,2.535090613621703e-07,9.967524939773803e-06,1.4536345409916456e-07
1860,1.752219109870826e-05,2.555002416621781e-07,9.702418018215602e-06,1.492560000672581e-07
1861,1.7417604405116955e-05,2.544954652096619e-07,9.52006861812801e-06,1.4998262746043371e-07
1862,1.7268832899779746e-05,2.5610300115528973e-07,9.213686098519247e-06,1.5424689487580118e-07
1863,1.704773707647941e-05,2.561925823231702e-07,9.26813923537598e-06,1.573136074739523e-07
1864,1.6891512651844615e-05,2.5537722032303076e-07,9.23792829001156e-06,1.565727915574046e-07
1865,1.6613532092638445e-05,2.6651996774619745e-07,9.158496011098447e-06,1.5833428993313907e-07
1866,1.667256687401927e-05,2.680303623492364e-07,8.888521993607615e-06,1.6576555594838283e-07
1867,1.6937911693405893e-05,2.696613259039233e-07,8.870489052372119e-06,1.6969439237917478e-07
1868,1.724226136242838e-05,2.765031500270457e-07,8.80435020787575e-06,1.7024178435219385e-07
1869,1.7828259452861467e-05,2.8191883367461354e-07,8.676295692566782e-06,1.6792908549437664e-07
1870,1.869685885529699e-05,2.874776937135591e-07,8.568416108443802e-06,1.6523889152202692e-07
1871,1.9602053725975566e-05,2.894451987296114e-07,8.501557723710513e-06,1.6710992310566196e-07
1872,2.0491276570412863e-05,2.874660245717158e-07,8.651643708747412e-06,1.655036945586679e-07
1873,2.126707295246888e-05,2.8618205354697626e-07,8.64638007312481e-06,1.5833831160502347e-07
1874,2.1958576066286435e-05,2.921438522207609e-07,8.698626775835042e-06,1.57149656843103e-07
1875,2.290302238959287e-05,3.0163403965031777e-07,8.849157633708923e-06,1.6553552078286365e-07
1876,2.375351193352669e-05,3.4356917564894373e-07,9.030550895009323e-06,1.76352993922332e-07
1877,2.3891692762845196e-05,3.4127092720024977e-07,9.039602056353552e-06,1.8505876856319707e-07
1878,2.3943595026919085e-05,3.4929775389563087e-07,9.133645107795019e-06,1.917659326571603e-07
1879,2.406627598767435e-05,3.600775560893713e-07,9.104083411719849e-06,2.0306059005698834e-07
1880,2.4050390753213185e-05,3.731298363618407e-07,9.18552736298547e-06,2.1510663218902793e-07
1881,2.5033020782367593e-05,3.893890111937383e-07,9.083883274537844e-06,2.1556476781370293e-07
1882,2.582037502309374e-05,3.861588798567287e-07,9.087110161739734e-06,2.1361477260078183e-07
1883,2.692938999514029e-05,3.492798441584455e-07,9.034684418501066e-06,2.1505558273864673e-07
1884,2.765184555235984e-05,3.6079211034640526e-07,9.121647833256117e-06,2.1376621361923753e-07
1885,2.7998705263598822e-05,3.5052390298265633e-07,9.015688972015465e-06,2.1433440622331545e-07
1886,2.8847361266213867e-05,3.362560058966275e-07,8.935391893568781e-06,2.1020510944578875e-07
1887,2.92038397934188e-05,3.362249856309063e-07,8.93002899309587e-06,2.145822618006475e-07
1888,2.9109990074565368e-05,3.1580047123368006e-07,9.11755484724251e-06,2.2562280475670248e-07
1889,2.8970873505126553e-05,3.14134573337859e-07,8.923327706205392e-06,2.3469123634965528e-07
1890,2.851661572224527e-05,3.086112363754572e-07,8.793240860021407e-06,2.403595098192974e-07
1891,2.826926850372859e-05,3.043453692238732e-07,8.631498141247513e-06,2.5259182783494385e-07
1892,2.914460960060491e-05,3.0901065477857106e-07,8.613417906287526e-06,2.638573408018731e-07
1893,2.9414085604782614e-05,3.17903381333703e-07,8.517883283535152e-06,2.680875102864125e-07
1894,2.9929628518792534e-05,3.253111872579341e-07,8.36457236021358e-06,2.7238030903780394e-07
1895,2.9980030896175386e-05,3.3606723296283493e-07,8.123658777289425e-06,2.797206986672661e-07
1896,2.9765556454159586e-05,3.2919000757049487e-07,8.066966074693482e-06,2.871134776276969e-07
1897,2.9878631072019095e-05,3.239894397211174e-07,8.059856944393167e-06,3.020077851293276e-07
1898,3.0524520427986446e-05,3.1767802153938517e-07,8.014731585197815e-06,3.1509841034806284e-07
1899,3.015432126371057e-05,3.399027710721774e-07,7.919504241726827e-06,3.2638297398079885e-07
1900,3.0295833961905112e-05,3.3089954091078e-07,7.93395585268237e-06,4.0005404246455457e-07
1901,3.0475998365935603e-05,3.057549317223415e-07,7.955518542855447e-06,4.6569847914465103e-07
1902,3.0494579602548454e-05,2.92367746266921e-07,7.931776443521293e-06,5.133536425156697e-07
1903,3.110920027081322e-05,2.995507527105344e-07,7.90714096053437e-06,5.592872907657563e-07
1904,3.1183497152856686e-05,2.9878623308832175e-07,7.881595722990045e-06,5.908906806390795e-07
1905,3.1359551420402045e-05,2.9742750484729186e-07,7.850453065267565e-06,6.520321319060583e-07
1906,3.153976207873451e-05,2.6666159312428916e-07,7.792228708629928e-06,7.497395699829212e-07
1907,3.139303511748689e-05,2.6876405659744964e-07,7.720598724907696e-06,7.967475020060582e-07
1908,3.1497780323011936e-05,2.793641808044153e-07,7.768882499346677e-06,8.417345774042977e-07
1909,3.2295308951039e-05,2.811394170164151e-07,7.679705049667973e-06,9.087429800404477e-07
1910,3.244437409323707e-05,2.7996776046685614e-07,7.65001972727727e-06,1.0441594326948689e-06
1911,3.299803912731087e-05,2.8320935387325464e-07,7.567891381248566e-06,1.1582945538585982e-06
1912,3.294806785041666e-05,2.8493029243950983e-07,7.421652818655795e-06,1.2494350260437516e-06
1913,3.3362791977456906e-05,2.9006395964513233e-07,7.350490510101995e-06,1.3241793469985299e-06
1914,3.380140749089021e-05,2.8702108677082704e-07,7.2362097723401216e-06,1.472078208410364e-06
1915,3.41464344403773e-05,2.8869564110729176e-07,7.107976606286164e-06,1.5615289612469496e-06
1916,3.369042107286597e-05,2.929881921837867e-07,7.193735005525273e-06,1.6457604325686198e-06
1917,3.3205227737198584e-05,2.972525245630615e-07,7.199274283006421e-06,1.7035481343035436e-06
1918,3.2497050986941236e-05,3.0815834861641633e-07,7.242403041475752e-06,1.7501470373255351e-06
1919,3.216175225263994e-05,3.2285299360929845e-07,7.284244280266908e-06,1.7973060104330735e-06
1920,3.284520893690309e-05,3.317349280353353e-07,7.248899107383165e-06,1.79311033272305e-06
1921,3.278405035546582e-05,3.306536565820092e-07,7.081828568646285e-06,1.734463320904719e-06
1922,3.281688675217863e-05,3.3208198146894574e-07,6.839779741442596e-06,1.7208876832747983e-06
1923,3.3068115174371216e-05,3.4233082146784e-07,6.552257803247942e-06,1.6392055093612207e-06
1924,3.365235404219545e-05,3.4816207516996656e-07,6.275733539951034e-06,1.545037191265562e-06
1925,3.446239783703017e-05,3.5123203799360324e-07,6.051240039336595e-06,1.5252442316133447e-06
1926,3.52657053943923e-05,3.4279748157522203e-07,5.895860210460212e-06,1.4538685328651418e-06
1927,3.492063478915952e-05,3.4359263573995644e-07,5.821274563848939e-06,1.4639740259424019e-06
1928,3.555430001662379e-05,3.5741978925735954e-07,5.789091898934982e-06,1.4647476648730975e-06
1929,3.5598994145402685e-05,3.871934138390186e-07,5.75272770220181e-06,1.467255352898584e-06
1930,3.61479890541107e-05,4.5619161223190273e-07,5.697306343271131e-06,1.573170964417971e-06
1931,3.647004996309988e-05,4.78732727872609e-07,5.75939559764395e-06,1.6713709101168206e-06
1932,3.9118117066599165e-05,4.874415050640632e-07,5.741007433763505e-06,1.7213096238525135e-06
1933,3.904672329164376e-05,5.00234831081668e-07,5.664613971540737e-06,1.8025438553844912e-06
1934,3.955848192812742e-05,5.093485526685981e-07,5.63511743426456e-06,1.9149490689025176e-06
1935,4.026961323688738e-05,5.337763663452019e-07,5.692177702647834e-06,1.917554787464074e-06
1936,4.0504458281377864e-05,5.201667891339769e-07,5.731144288542314e-06,1.9756991735318607e-06
1937,4.034330673416012e-05,4.7341411654347863e-07,6.021848743590194e-06,2.0321631706922616e-06
1938,4.042762624781712e-05,4.7347053769694216e-07,6.085611922961627e-06,2.092690465360647e-06
1939,3.82040385115293e-05,5.005163684147971e-07,6.1883071923927806e-06,2.1462950111786735e-06
1940,3.826364263659343e-05,5.250461185823951e-07,6.400341525087632e-06,2.255928360942302e-06
1941,3.828918384637551e-05,5.661076646187471e-07,6.673844382021343e-06,2.3040704490995267e-06
1942,3.714580972362975e-05,5.843466876090783e-07,6.882793773651688e-06,2.412823245582071e-06
1943,3.674693860895266e-05,6.037431441135206e-07,7.00921724014084e-06,2.4529817242832256e-06
1944,3.615553110388906e-05,6.215162784428685e-07,6.900747978631573e-06,2.5895413143319146e-06
1945,3.590258191772071e-05,7.218259189098067e-07,6.986342798752178e-06,2.6291988888260676e-06
1946,3.7777586320381875e-05,7.74498395068284e-07,7.005966056437631e-06,2.735426960498444e-06
1947,3.835352773811402e-05,8.466338548324919e-07,6.961124849372677e-06,2.7529351882549236e-06
1948,3.789397877491345e-05,9.080513418017031e-07,6.854223556729266e-06,2.7351706778842655e-06
1949,3.7962125393927894e-05,9.256373151142075e-07,6.772211690986296e-06,2.9028889717405297e-06
1950,3.891052308193009e-05,9.735018449776232e-07,6.81151771329626e-06,2.953791636173264e-06
1951,3.9681457565166056e-05,1.0594703456133305e-06,6.943532428392375e-06,2.9391423075659465e-06
1952,3.9708817244640417e-05,1.072000827662123e-06,6.976632253749163e-06,2.982221628501845e-06
1953,3.7873496954229525e-05,1.156027321615381e-06,7.066910321944826e-06,2.9471947137998152e-06
1954,3.774987479638574e-05,1.2254076539518013e-06,7.136785175784358e-06,3.01888102122965e-06
1955,3.813172796591451e-05,1.321624186597806e-06,7.325418339730407e-06,3.139648372650429e-06
1956,3.828320196979413e-05,1.474706412604324e-06,7.4898395853649295e-06,3.10190976701311e-06
1957,3.786903731192329e-05,1.631332208619694e-06,7.651214413531956e-06,3.2180726390963954e-06
1958,3.776821800524236e-05,1.734567815349562e-06,7.77476731985059e-06,3.3282086470925217e-06
1959,3.8315594013381216e-05,1.8453639216074537e-06,7.933518580622539e-06,3.3761690312011135e-06
1960,3.86927360003548e-05,1.97279944456698e-06,7.983451139028017e-06,3.400802435343004e-06
1961,3.860473589156754e-05,2.0128965486167416e-06,8.065302868739569e-06,3.3897637682197716e-06
1962,3.846784862357059e-05,2.135897342928469e-06,7.983496548799199e-06,3.330437461305077e-06
1963,3.8570712474341106e-05,2.153579251691034e-06,7.930284872210385e-06,3.204410859325435e-06
1964,3.831249393572632e-05,2.110772568032969e-06,7.789902156218886e-06,3.036931892503552e-06
1965,3.8080045279847195e-05,2.2101887842446947e-06,7.627000806158841e-06,2.7626599928355844e-06
1966,3.741181041862417e-05,2.2042641733475776e-06,7.438064975368823e-06,2.543673060374983e-06
1967,3.637036570580676e-05,2.2167394847981214e-06,7.31820338322515e-06,2.376163966541104e-06
1968,3.627767156493584e-05,2.1974728952045552e-06,7.175792104265254e-06,2.1811847058675734e-06
1969,3.6100179776050414e-05,2.0934974794987023e-06,7.030829237919534e-06,2.0025988110968943e-06
1970,3.600138526443126e-05,1.996908801109904e-06,6.862939244456356e-06,1.8662304747912067e-06
1971,3.627000790272307e-05,1.9086899913288235e-06,6.7343887297153874e-06,1.7768988332786e-06
1972,3.651267252280377e-05,1.771748705842973e-06,6.542544269905193e-06,1.7637322408908013e-06
1973,3.662221674208662e-05,1.7412110407479174e-06,6.45873712658483e-06,1.8073684974037211e-06
1974,3.6853315707828316e-05,1.5715543538265462e-06,6.378695031474178e-06,1.8444518608313437e-06
1975,3.6830112678996685e-05,1.5158439542314487e-06,6.27318052335925e-06,1.932297615374929e-06
1976,3.717741960177331e-05,1.3947252130362488e-06,6.2522958614863455e-06,1.9689065473877624e-06
1977,3.781253118566903e-05,1.3889507174878548e-06,6.181831395224435e-06,2.0140575023625777e-06
1978,3.8120156594751666e-05,1.4336591058443965e-06,6.13013149372169e-06,2.040646693655747e-06
1979,3.864998715081518e-05,1.421401472206136e-06,6.0996031996702575e-06,2.058047893375e-06
1980,3.9488044421887025e-05,1.391581512117617e-06,6.019470090125521e-06,1.9991948810067176e-06
1981,4.004813204768912e-05,1.3751389198140323e-06,5.9204637312047585e-06,1.9795796138818593e-06
1982,4.0040197096199594e-05,1.3170273242784397e-06,5.883670837647514e-06,1.8812555221562173e-06
1983,4.025895967580644e-05,1.2937008965049505e-06,5.764115810182245e-06,1.8638744612482178e-06
1984,4.05652733336735e-05,1.2749207241670644e-06,5.759915763649458e-06,1.8790986554709628e-06
1985,4.0663068440543224e-05,1.2076465217043214e-06,5.732409200780759e-06,1.8789192414000614e-06
1986,4.082603274062941e-05,1.0854970875178488e-06,5.7189199651475064e-06,1.8451270469605724e-06
1987,4.102798837785875e-05,9.78591426051675e-07,5.711868262941218e-06,1.8125594546550668e-06
1988,4.133940196230209e-05,9.086936805553185e-07,5.6790874753330304e-06,1.7648580978857353e-06
1989,4.204040929575318e-05,8.684003530236493e-07,5.6438901603022325e-06,1.6954538263494863e-06
1990,4.231244955527862e-05,8.557618603585329e-07,5.597787029338568e-06,1.6406319543550905e-06
1991,4.2148230152503985e-05,7.718357031600525e-07,5.553541411375461e-06,1.5337195691245142e-06
1992,4.251613946897643e-05,7.203946016228915e-07,5.4981981390613195e-06,1.4481314078044046e-06
1993,4.330572638926762e-05,6.921713325677306e-07,5.4382645820234236e-06,1.419194404661539e-06
1994,4.411234216864354e-05,6.749193711844523e-07,5.369994531585169e-06,1.4102228565856682e-06
1995,4.384703268962247e-05,6.447062657701151e-07,5.3305961955629755e-06,1.3505758715837146e-06
1996,4.357487445564142e-05,6.315316909422108e-07,5.253344690052992e-06,1.3496738477312777e-06
1997,4.336164056439884e-05,5.911556318746339e-07,5.239026969710332e-06,1.3087655880943721e-06
1998,4.3074538552900776e-05,6.014877759038686e-07,5.179565440422655e-06,1.3150901330456172e-06
1999,4.269091056942541e-05,5.750908777762171e-07,5.126795648331088e-06,1.327645902295314e-06
2000,4.195402704811256e-05,5.77352961629783e-07,5.111892798075652e-06,1.3068806765659247e-06
2001,4.089709234124582e-05,5.276422143651871e-07,5.048542334407102e-06,1.2860112974522053e-06
2002,4.090101044442106e-05,5.17455370235049e-07,5.029543639726139e-06,1.302418403221444e-06
2003,4.1073984903050587e-05,5.060496448550111e-07,5.024762556006733e-06,1.2682753874417228e-06
2004,4.097722610042963e-05,4.821020037785015e-07,4.969809781739189e-06,1.2469559058964869e-06
2005,4.072630638672438e-05,4.506921657463993e-07,4.967907963353875e-06,1.237577488869387e-06
2006,4.0361439979668443e-05,4.4852235500262137e-07,4.975706555602041e-06,1.2697752254098305e-06
2007,3.9950314593235294e-05,4.12388788260744e-07,4.9241041649241065e-06,1.228525223138734e-06
2008,4.011607961729169e-05,4.03865060759147e-07,5.01352022703421e-06,1.2313020891139916e-06
2009,4.0542679926147684e-05,4.0533300144878534e-07,5.05895611370631e-06,1.196001952458963e-06
2010,4.0604753199399314e-05,4.0317316672501745e-07,5.18548904437921e-06,1.2006704862090243e-06
2011,4.026781607535668e-05,4.881492096891244e-07,5.238360180166117e-06,1.177621819741554e-06
2012,4.029085123745192e-05,4.772171402172327e-07,5.248180124388975e-06,1.1286290292186355e-06
2013,4.054262587617684e-05,4.836302553355511e-07,5.219820195634384e-06,1.0161084641627634e-06
2014,4.014965088572353e-05,5.30974659795902e-07,5.7477644596864204e-06,9.731563425572988e-07
2015,3.937395480794034e-05,5.6536268695189e-07,6.4576228006834365e-06,8.838860756960847e-07
2016,3.8573638968435784e-05,5.37799926243159e-07,6.479544611335898e-06,8.411359999627166e-07
2017,3.800817891412104e-05,5.516490896676866e-07,6.584209207479337e-06,8.118748742920919e-07
2018,3.801130733336322e-05,4.6569835490117837e-07,6.846641008451116e-06,7.848131190257846e-07
2019,3.797766657953616e-05,5.069911495070301e-07,7.250998692143185e-06,7.617231290169002e-07
