ngram,table,tabl,tble,tablle
1634,3.792424493959905e-05,0.0,0.0,0.0
1635,3.441202898102347e-05,0.0,0.0,0.0
1636,3.4054392277279734e-05,0.0,0.0,0.0
1637,3.31096510178343e-05,0.0,0.0,0.0
1638,3.4560819975532855e-05,0.0,0.0,0.0
1639,3.4734262434150355e-05,0.0,0.0,0.0
1640,3.240350023198906e-05,0.0,0.0,0.0
1641,2.3525452239222693e-05,0.0,0.0,0.0
1642,3.1944022599158674e-05,0.0,0.0,0.0
1643,2.9592373721243348e-05,0.0,0.0,0.0
1644,2.7109155520780144e-05,0.0,0.0,0.0
1645,2.456559091764835e-05,4.9116830983361326e-08,0.0,0.0
1646,2.5699734188882367e-05,4.9116830983361326e-08,0.0,0.0
1647,2.7384262986223412e-05,4.9116830983361326e-08,0.0,0.0
1648,2.792668081903165e-05,9.496606675643956e-08,0.0,0.0
1649,1.9891546409261146e-05,9.496606675643956e-08,0.0,0.0
1650,2.2293984069879764e-05,9.496606675643956e-08,0.0,0.0
1651,2.5104763543432845e-05,9.496606675643956e-08,0.0,0.0
1652,2.7014274175079273e-05,4.584923577307823e-08,0.0,0.0
1653,2.3785660362461514e-05,1.9660079228093048e-07,1.5075155650785226e-07,0.0
1654,2.4272655796916558e-05,1.9660079228093048e-07,1.5075155650785226e-07,0.0
1655,2.542961517195051e-05,1.5075155650785226e-07,1.5075155650785226e-07,0.0
1656,2.5673446543805767e-05,1.5075155650785226e-07,1.5075155650785226e-07,0.0
1657,2.7811047532720424e-05,1.5075155650785226e-07,1.5075155650785226e-07,0.0
1658,2.7080980024558293e-05,1.5075155650785226e-07,1.5075155650785226e-07,0.0
1659,2.502127257944916e-05,1.5075155650785226e-07,1.5075155650785226e-07,0.0
1660,2.84428120461858e-05,0.0,0.0,0.0
1661,2.7851258502258653e-05,0.0,0.0,0.0
1662,3.083236333623063e-05,0.0,0.0,0.0
1663,3.524296490858043e-05,0.0,0.0,0.0
1664,3.204486945053629e-05,0.0,0.0,0.0
1665,3.126143305312975e-05,0.0,1.763664678427241e-07,0.0
1666,3.080323871732357e-05,3.9948397605777634e-08,1.763664678427241e-07,0.0
1667,2.7153411792824045e-05,3.9948397605777634e-08,1.763664678427241e-07,0.0
1668,2.7603782395349947e-05,3.9948397605777634e-08,1.763664678427241e-07,0.0
1669,2.316795780643588e-05,3.9948397605777634e-08,1.763664678427241e-07,0.0
1670,1.860437740625847e-05,3.9948397605777634e-08,1.763664678427241e-07,0.0
1671,1.6944976648249265e-05,3.9948397605777634e-08,1.763664678427241e-07,0.0
1672,1.5364309547294397e-05,3.9948397605777634e-08,0.0,0.0
1673,1.4065629329707008e-05,0.0,0.0,0.0
1674,1.4102695916205579e-05,0.0,0.0,0.0
1675,1.3687683089561428e-05,0.0,0.0,0.0
1676,1.4750892140520072e-05,0.0,0.0,0.0
1677,1.677975056476758e-05,0.0,0.0,0.0
1678,1.62149061517474e-05,0.0,1.991857142716721e-08,0.0
1679,1.588787212572892e-05,0.0,1.991857142716721e-08,0.0
1680,1.6034937029222158e-05,0.0,1.991857142716721e-08,0.0
1681,1.6129462372711195e-05,0.0,1.991857142716721e-08,0.0
1682,1.4381282458738756e-05,0.0,1.991857142716721e-08,0.0
1683,1.2255339892622682e-05,0.0,1.991857142716721e-08,0.0
1684,8.987791131533282e-06,0.0,1.991857142716721e-08,0.0
1685,9.712230946336473e-06,0.0,0.0,0.0
1686,1.0893168109760154e-05,0.0,0.0,0.0
1687,1.0637933363406254e-05,0.0,4.1200089689092627e-08,0.0
1688,1.1046869206308787e-05,0.0,4.1200089689092627e-08,0.0
1689,1.0324071029442297e-05,0.0,4.1200089689092627e-08,0.0
1690,1.2229788548471074e-05,0.0,4.1200089689092627e-08,0.0
1691,1.2488778988232038e-05,0.0,6.566614274561289e-08,0.0
1692,1.1799963301330405e-05,0.0,6.566614274561289e-08,0.0
1693,1.0085948620793975e-05,0.0,9.70173366405496e-08,0.0
1694,1.0177681685620752e-05,0.0,5.581724695145697e-08,0.0
1695,9.181545400289387e-06,0.0,7.132405041180131e-08,0.0
1696,9.588957969494264e-06,0.0,8.706999616541517e-08,0.0
1697,9.65866736026198e-06,0.0,8.706999616541517e-08,0.0
1698,1.1992710629523831e-05,0.0,7.297521368140483e-08,0.0
1699,1.1441588347744463e-05,0.0,8.604475405198692e-08,0.0
1700,1.1622718180400885e-05,0.0,6.769141285596042e-08,0.0
1701,1.0964987333344262e-05,0.0,6.769141285596042e-08,0.0
1702,1.0712907104399555e-05,0.0,5.2184609395616073e-08,0.0
1703,1.0322223585847365e-05,0.0,3.643866364200221e-08,0.0
1704,8.011450063349912e-06,0.0,5.376219697999269e-08,0.0
1705,6.477978981170704e-06,0.0,5.254873108080054e-08,0.0
1706,7.803007195304548e-06,0.0,3.947919071021845e-08,0.0
1707,7.624840886169945e-06,1.2152453012147037e-08,2.6481338011308253e-08,0.0
1708,8.00002687485955e-06,1.2152453012147037e-08,3.612720535427018e-08,0.0
1709,7.751407468146812e-06,1.2152453012147037e-08,3.612720535427018e-08,0.0
1710,1.0543339158175513e-05,1.2152453012147037e-08,3.612720535427018e-08,0.0
1711,1.0888728801156894e-05,1.2152453012147037e-08,2.849600073367193e-08,0.0
1712,1.0157600952100307e-05,1.2152453012147037e-08,1.9338196060354155e-08,0.0
1713,9.483572479699173e-06,1.2152453012147037e-08,3.015621124242378e-08,0.0
1714,1.0083050126143331e-05,0.0,3.9727821794193526e-08,0.0
1715,1.0036424425509591e-05,0.0,3.00819544512316e-08,0.0
1716,1.0066833705682906e-05,0.0,3.00819544512316e-08,0.0
1717,8.218775552190241e-06,0.0,3.00819544512316e-08,0.0
1718,1.0603915922859284e-05,7.741756442263587e-09,2.0389625733839367e-08,0.0
1719,1.043718189716206e-05,7.741756442263587e-09,4.014423840966888e-08,0.0
1720,1.1308420263438685e-05,7.741756442263587e-09,2.9326223227599257e-08,0.0
1721,1.2302627900291035e-05,7.741756442263587e-09,1.9754612675829516e-08,0.0
1722,1.2870118423182117e-05,7.741756442263587e-09,2.748219937335047e-08,0.0
1723,1.3803386796748132e-05,7.741756442263587e-09,2.748219937335047e-08,0.0
1724,1.3632782351383607e-05,7.741756442263587e-09,2.748219937335047e-08,0.0
1725,1.3965243202359748e-05,7.352953040091441e-09,3.483515241344191e-08,0.0
1726,1.4519142236427537e-05,7.352953040091441e-09,3.424303279026779e-08,0.0
1727,1.4869620957012688e-05,7.352953040091441e-09,3.424303279026779e-08,0.0
1728,1.4520634327449703e-05,7.352953040091441e-09,3.424303279026779e-08,0.0
1729,1.516775176112008e-05,1.3724929764131438e-08,3.2887422816786834e-08,0.0
1730,1.5896784004455965e-05,1.3724929764131438e-08,4.1070660777060245e-08,0.0
1731,1.5571519725199323e-05,1.3724929764131438e-08,4.1070660777060245e-08,0.0
1732,1.4584157465183775e-05,1.2630500581930652e-08,3.997623159485946e-08,0.0
1733,1.5882747902651317e-05,1.2630500581930652e-08,2.0813738542204063e-08,0.0
1734,1.703137656607266e-05,1.2630500581930652e-08,3.113720176932995e-08,0.0
1735,1.7622556177749565e-05,1.9097426624219745e-08,3.760412781161904e-08,0.0
1736,1.79581215239263e-05,1.2725449900179747e-08,3.67444761601681e-08,0.0
1737,1.83573153792947e-05,1.2725449900179747e-08,2.8561238199894693e-08,0.0
1738,2.288618504410676e-05,1.2725449900179747e-08,3.405305447147709e-08,0.0
1739,2.345316274191386e-05,6.466926042289092e-09,3.102544710031907e-08,0.0
1740,2.2780742126217645e-05,6.466926042289092e-09,3.102544710031907e-08,0.0
1741,2.1474144887179136e-05,6.466926042289092e-09,2.0701983873193186e-08,0.0
1742,2.2854905962179017e-05,0.0,1.4235057830904095e-08,0.0
1743,2.360384522554731e-05,0.0,8.722732758315033e-09,0.0
1744,2.367514493276498e-05,4.464060359461135e-09,8.722732758315033e-09,0.0
1745,2.0940753269574737e-05,4.464060359461135e-09,3.2309164867326346e-09,0.0
1746,2.4250708000701187e-05,4.464060359461135e-09,0.0,0.0
1747,2.5313539091647336e-05,8.623212112622371e-09,4.159151753161236e-09,0.0
1748,2.6198573063343895e-05,8.623212112622371e-09,1.507834720574205e-08,0.0
1749,2.6070122787911843e-05,8.623212112622371e-09,1.507834720574205e-08,0.0
1750,2.78374770589705e-05,1.1921943559351739e-08,1.507834720574205e-08,0.0
1751,2.9948582388377482e-05,7.457883199890603e-09,1.507834720574205e-08,0.0
1752,3.3360054918115824e-05,7.457883199890603e-09,1.8976937354864276e-08,0.0
1753,3.376319286222237e-05,1.2487235626476182e-08,1.8976937354864276e-08,0.0
1754,3.641515468189027e-05,8.328083873314945e-09,1.9001854312250543e-08,0.0
1755,3.9042877168477776e-05,1.2181391641417707e-08,8.082658859669728e-09,0.0
1756,4.0476936451990954e-05,3.342968492501898e-08,8.082658859669728e-09,0.0
1757,4.302364478852334e-05,3.0130953478289616e-08,1.7218028653636404e-08,0.0
1758,4.507651257361951e-05,3.0130953478289616e-08,2.343319823897413e-08,0.0
1759,4.528887750763845e-05,3.0130953478289616e-08,2.3013402992790233e-08,0.0
1760,4.522865440646585e-05,2.7762968051498708e-08,2.833613699237958e-08,0.0
1761,4.591632646874392e-05,2.7762968051498708e-08,2.4152068281832077e-08,0.0
1762,4.695709295836943e-05,2.927482434245121e-08,2.683465031135971e-08,0.0
1763,4.931857724191754e-05,8.026531058849936e-09,3.535067349957899e-08,0.0
1764,5.113467705086805e-05,1.3647890436832962e-08,2.9025983394603827e-08,2.810679688991513e-09
1765,5.352549435753774e-05,1.659529884940574e-08,2.28108138092661e-08,2.810679688991513e-09
1766,5.528097296649191e-05,1.659529884940574e-08,1.9332018906327775e-08,2.810679688991513e-09
1767,5.704486881898317e-05,1.3933931849611066e-08,1.4009284906738425e-08,2.810679688991513e-09
1768,5.883088929944539e-05,1.929835694422114e-08,2.2055922548653532e-08,2.810679688991513e-09
1769,6.0522194481953715e-05,2.307197226920315e-08,1.9373340519125903e-08,2.810679688991513e-09
1770,6.200967774410466e-05,2.595489385320044e-08,1.3740238914903915e-08,2.810679688991513e-09
1771,6.312096489377186e-05,2.0333534475217415e-08,1.35622030431445e-08,0.0
1772,6.267697036881665e-05,1.7386126062644636e-08,2.147044827641561e-08,0.0
1773,6.324669032307741e-05,1.9981316918509558e-08,2.4065639132280532e-08,0.0
1774,6.372375563452286e-05,2.5326243197858796e-08,2.941056541162977e-08,0.0
1775,6.42043461474324e-05,1.9961818103248722e-08,2.1363927769714663e-08,0.0
1776,6.374023515880773e-05,1.8960147230018265e-08,2.1363927769714663e-08,0.0
1777,6.581160986180683e-05,2.1913326264666466e-08,1.8481006185717367e-08,0.0
1778,6.368285695706228e-05,2.4694469960958746e-08,1.862950606477755e-08,0.0
1779,6.423014513399851e-05,2.98178414023401e-08,1.0721260831506437e-08,0.0
1780,6.418989037878678e-05,2.9571790857322152e-08,1.75226312190294e-08,0.0
1781,6.611102591185565e-05,2.6139381453000558e-08,1.6002738689735452e-08,0.0
1782,6.816177223559603e-05,2.6139381453000558e-08,1.8160872171181708e-08,0.0
1783,7.03095127911573e-05,2.4526070317522552e-08,2.2510070252224068e-08,0.0
1784,7.018138629583908e-05,2.3683385919071043e-08,2.4174542367916274e-08,0.0
1785,7.194141029945708e-05,2.0902242222778763e-08,2.786588826353409e-08,0.0
1786,8.362236777819427e-05,3.051995278724462e-08,2.9205986581562878e-08,0.0
1787,8.414415372369279e-05,3.461652069753589e-08,2.1098566957026118e-08,0.0
1788,8.269217089816396e-05,3.531710796827221e-08,2.1193189425616765e-08,0.0
1789,8.131189055607788e-05,3.8807262419433234e-08,2.1361825578277864e-08,0.0
1790,7.954943378406045e-05,3.449316185058901e-08,2.4746566446814152e-08,0.0
1791,7.848212875874847e-05,3.818747553095493e-08,2.74259592814019e-08,0.0
1792,7.870604011778986e-05,4.2540523738564066e-08,2.3129993793296373e-08,0.0
1793,6.733332234684244e-05,3.4701596516941077e-08,2.47479617751115e-08,0.0
1794,6.758063110672603e-05,4.0231714594694627e-08,2.5454791290664095e-08,0.0
1795,6.845786109417012e-05,4.401151519419143e-08,2.4274951318911268e-08,0.0
1796,6.985547588556074e-05,4.3365845517736746e-08,2.4792666459510267e-08,0.0
1797,7.295276217129347e-05,4.5691537918303634e-08,2.0460269415220215e-08,0.0
1798,7.330663668523942e-05,4.105440482809237e-08,1.785237456277043e-08,0.0
1799,7.46819402723174e-05,4.150751336291185e-08,1.8078928830180174e-08,0.0
1800,7.451877068628423e-05,3.625201421592854e-08,1.759084611308026e-08,0.0
1801,7.569558199195723e-05,2.8919592815717417e-08,1.6523555920347884e-08,0.0
1802,7.459494580481467e-05,2.4263195262465487e-08,1.6822627164308253e-08,0.0
1803,7.488935703544744e-05,2.668370984488482e-08,1.6084142081699123e-08,0.0
1804,7.412571929827598e-05,2.8554949008504797e-08,1.4818142966634338e-08,0.0
1805,7.503422343039087e-05,2.7880159768147095e-08,1.4380560425004368e-08,2.5967750172384285e-10
1806,7.499263717493574e-05,2.6952254650325358e-08,1.3270232595325687e-08,2.5967750172384285e-10
1807,7.581017832438062e-05,2.9071581078962287e-08,1.2055576410168506e-08,2.5967750172384285e-10
1808,7.531170038938788e-05,2.8900076871301346e-08,1.2068348225519848e-08,2.5967750172384285e-10
1809,7.880935923562252e-05,3.7657208906693995e-08,1.0476859253165977e-08,2.5967750172384285e-10
1810,7.86329505249991e-05,3.5225398978663436e-08,1.0550235986426872e-08,2.5967750172384285e-10
1811,8.005628166886578e-05,3.210014577957411e-08,9.11784501868494e-09,4.940614425511366e-10
1812,8.086370507953689e-05,3.087271264031902e-08,9.490415310762858e-09,4.730922003355025e-10
1813,8.079810192741985e-05,2.8934255118835088e-08,9.361541129594895e-09,4.730922003355025e-10
1814,8.165975201076694e-05,3.5198263859115286e-08,9.359962582777825e-09,4.730922003355025e-10
1815,8.165123602209081e-05,3.400975526598618e-08,8.611650535529845e-09,4.730922003355025e-10
1816,8.12507257381055e-05,2.5227670492305217e-08,8.87580647075075e-09,4.730922003355025e-10
1817,8.338468511023425e-05,2.547873746903763e-08,7.895862979318785e-09,4.730922003355025e-10
1818,8.41680375742726e-05,2.5419989795644985e-08,8.087885504183743e-09,4.17743125805511e-10
1819,8.463848540226795e-05,2.6728456527434574e-08,7.619307185180446e-09,3.29332307456655e-10
1820,8.716148191264697e-05,3.068453998825557e-08,6.455430824812782e-09,1.0663170029496477e-09
1821,8.800706252389188e-05,2.3482742734464475e-08,5.8444532705489596e-09,1.0663170029496477e-09
1822,9.097836820209133e-05,2.2819497529675507e-08,6.524694879621913e-09,1.0663170029496477e-09
1823,9.296856920367904e-05,2.5181363280272047e-08,5.515454252044297e-09,1.0663170029496477e-09
1824,9.337238693011127e-05,2.5852467341483783e-08,4.718381368158069e-09,1.0663170029496477e-09
1825,9.458242753420823e-05,2.5542026398690202e-08,4.836141455553746e-09,8.872821366523453e-10
1826,9.527577848140416e-05,2.504764142128936e-08,4.3447514157841334e-09,7.369846954929926e-10
1827,9.404205151700548e-05,2.3648300080074998e-08,4.867604446496492e-09,0.0
1828,9.417727207099753e-05,2.8984475518102826e-08,5.328126225937321e-09,0.0
1829,9.092773169478667e-05,3.079160824727621e-08,4.876389577849036e-09,0.0
1830,9.032297904403614e-05,2.9291410693791216e-08,5.413034782313681e-09,0.0
1831,9.023758009009595e-05,3.306051762511483e-08,5.660937369660652e-09,0.0
1832,8.974693940087621e-05,3.1936469722739143e-08,4.90345131165526e-09,0.0
1833,9.164210288352998e-05,3.1283404818996785e-08,5.017244477021978e-09,0.0
1834,9.413770645291411e-05,2.9693975278632934e-08,4.909692414527862e-09,0.0
1835,9.727362027790929e-05,2.77295778719885e-08,4.225316334911205e-09,0.0
1836,0.0001023264360680644,2.5479072566067122e-08,4.103915382128573e-09,0.0
1837,0.00010310890710180891,2.4377236737141824e-08,3.17472199322972e-09,0.0
1838,0.00010599210613041318,2.2195571602878772e-08,3.0587395949410734e-09,0.0
1839,0.00010833899328385346,2.3666034719229045e-08,3.4095427116552303e-09,0.0
1840,0.00010799324081744999,2.3850980365328463e-08,3.718549500066258e-09,0.0
1841,0.00010826982907019556,2.4022888567287737e-08,4.073002252929265e-09,0.0
1842,0.0001061286436327334,1.9282487479748463e-08,4.383870504704695e-09,0.0
1843,0.00010552807985472359,2.005656694694023e-08,4.477072966326188e-09,0.0
1844,0.00010487011500767299,2.1991105825236446e-08,5.102267307068229e-09,0.0
1845,0.00010355790124906759,1.8650466567951947e-08,4.768203355963254e-09,0.0
1846,0.00010280839030331532,1.8913771882012043e-08,4.488054372586703e-09,0.0
1847,0.00010363495260077928,1.914668093913211e-08,4.384557859639569e-09,0.0
1848,0.00010348539841028728,1.9731740305165398e-08,4.817933036654105e-09,5.4687675023399966e-11
1849,0.00010616133866798399,2.1335323349295062e-08,4.786761780601572e-09,5.4687675023399966e-11
1850,0.00010733220655570872,2.137507390135137e-08,5.247772946351656e-09,1.496274929354716e-10
1851,0.00010927704404041703,2.0383435130254057e-08,5.705670856416743e-09,1.496274929354716e-10
1852,0.00011055827053496614,2.15666511950628e-08,6.820055441027404e-09,2.0018906373867448e-10
1853,0.00011105074372608215,2.28706783035802e-08,7.50739908334757e-09,5.380044584438589e-10
1854,0.0001116831273455838,2.3880569902498142e-08,7.739652664793896e-09,6.390081797036373e-10
1855,0.0001116947117095281,2.378661458278332e-08,7.691562244259233e-09,5.843205046802374e-10
1856,0.00011057667455003996,2.4649666688755393e-08,8.434213644952543e-09,5.843205046802374e-10
1857,0.0001098973339789414,2.5702337274375557e-08,9.02378216594002e-09,4.893806867681657e-10
1858,0.00010999901964428968,2.6053019043713122e-08,8.78299458558932e-09,4.893806867681657e-10
1859,0.00010884712017806513,2.5609462487149618e-08,8.260475795448689e-09,4.997485044836278e-10
1860,0.00010843373872506033,2.4260255265013645e-08,7.734991314123363e-09,1.619331097784433e-10
1861,0.00010708313181696991,2.368637172115281e-08,7.602178442311924e-09,6.09293885186649e-11
1862,0.00010700679766679449,2.423940489596329e-08,7.17147750707779e-09,1.1664765978533102e-10
1863,0.0001067841741522508,2.3511637335462054e-08,6.923659106356743e-09,1.6438554089377126e-10
1864,0.00010806365129870496,2.2623735519898347e-08,6.751200487542519e-09,2.1148066234718702e-10
1865,0.00010737213077456025,2.264503962123854e-08,6.704793926408976e-09,2.1148066234718702e-10
1866,0.0001078173694882675,2.4327179001407525e-08,6.885983465971484e-09,1.9479089373243752e-10
1867,0.00010759372837908034,2.3486412053281517e-08,7.607970634434683e-09,1.9479089373243752e-10
1868,0.00010756284713612072,2.4311399116072607e-08,7.688152844512582e-09,1.9479089373243752e-10
1869,0.0001071215104145397,2.2919673270394014e-08,8.072220098702992e-09,1.3907262246577139e-10
1870,0.00010792158198975293,2.356475319637801e-08,8.103630401633057e-09,1.3357120171824429e-10
1871,0.00010717513630100126,2.4223529848654834e-08,7.68415946745498e-09,4.1108457907565056e-10
1872,0.00010792090844396236,2.5286717735590562e-08,7.847998695353908e-09,6.158431383898996e-10
1873,0.00010732120218952852,2.437354369127271e-08,8.279042213692783e-09,5.716035184859842e-10
1874,0.00010752927378884383,2.4757878033402188e-08,8.579240556067752e-09,5.716035184859842e-10
1875,0.00010779098582653595,2.702758169651328e-08,9.294846162585405e-09,6.117185488311147e-10
1876,0.00010849041531660728,4.292549985304309e-08,9.643056765794102e-09,6.883825176551284e-10
1877,0.00010736480180639774,4.208782579593974e-08,9.606556312340736e-09,7.510010708549381e-10
1878,0.00010684874931549919,4.752644271783473e-08,9.80673440866196e-09,4.626779316817066e-10
1879,0.00010551921565950449,4.6679569923721176e-08,9.584645838905154e-09,3.277470001743816e-10
1880,0.00010495246117768277,4.665477045965158e-08,9.364251342601295e-09,3.277470001743816e-10
1881,0.00010438283165318094,4.780113473300064e-08,9.242990373081739e-09,3.277470001743816e-10
1882,0.00010416510173984404,4.446005214780209e-08,8.743490376161844e-09,3.200415488180397e-10
1883,0.00010288151887445045,2.8464763244885815e-08,8.860883709311501e-09,2.7550020796431237e-10
1884,0.00010308275003418592,2.9364315423663356e-08,9.015006772829435e-09,2.3166700898905442e-10
1885,0.00010248584502343354,2.3971644732715243e-08,9.268778823821679e-09,2.534282050088115e-10
1886,0.00010316093123817285,2.450039967730585e-08,9.242143177751977e-09,1.836005772018875e-10
1887,0.00010311880552243175,2.4523925239756343e-08,9.301751115385417e-09,2.3886851425419005e-10
1888,0.00010331758156618369,2.316556216693958e-08,9.073987148968042e-09,3.1987703953882477e-10
1889,0.00010377194848842919,2.291813113889215e-08,9.008852203911438e-09,2.874674605500362e-10
1890,0.00010543401315641989,2.4002542176049246e-08,9.55968142741475e-09,3.565275931625779e-10
