ngram,cream,crem,cram
1941,2.600069741934671e-05,1.8648957457654903e-09,2.525645511143791e-07
1942,2.572789942080687e-05,1.8109206991111039e-09,2.47902022465496e-07
1943,2.514747367448373e-05,1.6051576100041741e-09,2.5195009405771476e-07
1944,2.4413616691682754e-05,1.647947825819277e-09,2.530767590412454e-07
1945,2.4043463261997594e-05,1.9017712325565738e-09,2.584051027757336e-07
1946,2.4015022842961897e-05,1.9837930663259483e-09,2.553067020016897e-07
1947,2.364629394183534e-05,1.9834513713996263e-09,2.579587479496175e-07
1948,2.3355470018161994e-05,2.025944237768077e-09,2.5605242269323624e-07
1949,2.2845966148971847e-05,1.9912444074573645e-09,2.5789179452268787e-07
1950,2.2439806603610384e-05,2.1287107314955325e-09,2.590713360664917e-07
1951,2.1842228566778692e-05,2.1464626266874477e-09,2.61484676197402e-07
1952,2.131134299686112e-05,2.219481202000598e-09,2.5877166162250174e-07
1953,2.0538899272131467e-05,2.233682318473841e-09,2.610548019025113e-07
1954,1.9818902988585512e-05,2.176076128814129e-09,2.58929532037655e-07
1955,1.893068734456652e-05,2.2332381816830046e-09,2.6133614840416287e-07
1956,1.827285892172118e-05,2.0788134705692787e-09,2.617159842494792e-07
1957,1.723619932038543e-05,2.0078172140764697e-09,2.606106761504634e-07
1958,1.6668761678114867e-05,1.991496713569875e-09,2.5885485196600453e-07
1959,1.5879683555145414e-05,2.005979794970715e-09,2.6264472450878073e-07
1960,1.5078946749521752e-05,1.8513980983213075e-09,2.618645161029625e-07
1961,1.4274468802406254e-05,2.0486404001778577e-09,2.6199906041516184e-07
1962,1.3424189741531986e-05,2.088445067676454e-09,2.642442333516166e-07
1963,1.2749221631176105e-05,2.2706884150736073e-09,2.658679899728408e-07
1964,1.2229504006557232e-05,2.4407574215702864e-09,2.682394649257601e-07
1965,1.1502660657112887e-05,2.289091693974399e-09,2.728820740165767e-07
1966,1.1019407403572196e-05,2.2430258127061263e-09,2.7978910566162085e-07
1967,1.0598418157314882e-05,2.4150761390728803e-09,2.860067322022327e-07
1968,1.0319917237211484e-05,2.4421867385525177e-09,2.90335293584576e-07
1969,1.0145295553749228e-05,2.350757239660035e-09,2.9032256065875117e-07
1970,9.914460601326677e-06,2.5249263315073124e-09,2.850225290070999e-07
1971,9.772995716567883e-06,2.424642803993444e-09,2.788001357397921e-07
1972,9.779402067319357e-06,2.4041413621794003e-09,2.715256844762085e-07
1973,9.82326426830176e-06,2.4893466653099138e-09,2.6039290698268556e-07
1974,9.816588317335118e-06,2.5177949883722508e-09,2.52349181550926e-07
1975,9.899572173058654e-06,2.4517401125174435e-09,2.4830918578442963e-07
1976,1.000384171285467e-05,2.8627088001696522e-09,2.413440703159202e-07
1977,1.0056081269535103e-05,2.6043822178221733e-09,2.414368671972105e-07
1978,1.0202062185271643e-05,2.7667494803143964e-09,2.419120497571774e-07
1979,1.0434514479129575e-05,2.8425283238320276e-09,2.4055959053319906e-07
1980,1.0727393341117672e-05,2.702443364326663e-09,2.4537737276984573e-07
1981,1.1187290900644647e-05,2.5478869649018877e-09,2.4830678211986067e-07
1982,1.1571263972395432e-05,3.104776895896626e-09,2.5294022723950806e-07
1983,1.1792703454765225e-05,2.9009413760050506e-09,2.624137818786819e-07
1984,1.216675939628788e-05,2.998952165965209e-09,2.691305382995779e-07
1985,1.2483382566382975e-05,2.8901576053032484e-09,2.766315714909849e-07
1986,1.254207589746719e-05,2.9649329340892497e-09,2.8367265615867966e-07
1987,1.2550000454731552e-05,3.0872945787154192e-09,2.88038137341573e-07
1988,1.2298012084751722e-05,3.051781716223445e-09,2.956045851273562e-07
1989,1.2220664757478517e-05,2.4085267272663404e-09,3.0439400688919704e-07
1990,1.2296784656687773e-05,2.504327967223219e-09,3.0772321224503685e-07
1991,1.2315867804448186e-05,2.764785432342519e-09,3.1267551646253976e-07
1992,1.2368599787545723e-05,2.8510611173514023e-09,3.174773805117833e-07
1993,1.2534158616160442e-05,3.084421337388018e-09,3.255487886885281e-07
1994,1.283449143686864e-05,3.001089297706626e-09,3.358649028736441e-07
1995,1.3090617358102463e-05,3.15775775369279e-09,3.4606099217983554e-07
1996,1.324817666110383e-05,3.485118891889881e-09,3.574301997234995e-07
1997,1.3494112733626804e-05,3.32313912895391e-09,3.6911610225485803e-07
1998,1.3766564474540896e-05,3.0843499817681928e-09,3.78948844367447e-07
1999,1.39486923477047e-05,3.0105836553876284e-09,3.8884056558734823e-07
2000,1.423474116433811e-05,2.833372933100772e-09,4.0098021258927474e-07
2001,1.446333992914463e-05,2.8639410842856705e-09,4.1912900883289694e-07
2002,1.4858053873467725e-05,3.166593844282163e-09,4.25893651773939e-07
2003,1.52214943227591e-05,3.1243964241208946e-09,4.3564657354571476e-07
2004,1.5610807947398697e-05,3.3432555137023557e-09,4.463081414282247e-07
2005,1.6103563731511323e-05,3.3684236035367933e-09,4.686681336352194e-07
2006,1.7006292832125576e-05,3.5408630947943364e-09,4.942756959280814e-07
2007,1.8020735816597672e-05,4.037886120704976e-09,5.149674962012796e-07
2008,1.9453229469945654e-05,4.3187459323032076e-09,5.287972401544851e-07
2009,2.0496261380945464e-05,4.168701352367878e-09,5.428980054083305e-07
2010,2.134688215197197e-05,4.1368685302753e-09,5.498201533425475e-07
2011,2.2394238580350896e-05,4.896748689071322e-09,5.643900229707859e-07
2012,2.330133377524492e-05,5.143898925855492e-09,5.700777511005331e-07
2013,2.3486228851002773e-05,5.186156932473247e-09,5.667575513663386e-07
2014,2.331136134411541e-05,5.473957763259461e-09,5.606066955416671e-07
2015,2.2488699219788293e-05,5.952874225302805e-09,5.498305394472222e-07
2016,2.2177053324412555e-05,5.987074962782961e-09,5.533867530565268e-07
2017,2.222895030475532e-05,6.402222899974201e-09,5.56168979907549e-07
2018,2.1799774913233705e-05,5.700363914229456e-09,5.515192583516182e-07
2019,2.1113927232363494e-05,6.032119026500027e-09,5.426117297702149e-07
