ngram,cream,crem,cram
1606,4.619901606669633e-07,0.0,1.6016021423378595e-07
1607,3.5548407595342724e-07,0.0,1.6016021423378595e-07
1608,1.6016021423378595e-07,0.0,1.6016021423378595e-07
1609,1.6016021423378595e-07,0.0,1.6016021423378595e-07
1610,1.6016021423378595e-07,0.0,1.6016021423378595e-07
1611,1.6016021423378595e-07,0.0,2.6257249276438544e-07
1612,1.6016021423378595e-07,0.0,2.6257249276438544e-07
1613,1.598104810390006e-07,0.0,1.0241227853059951e-07
1614,4.894202285348521e-07,0.0,1.0241227853059951e-07
1615,4.894202285348521e-07,0.0,1.0241227853059951e-07
1616,4.894202285348521e-07,0.0,1.0241227853059951e-07
1617,4.894202285348521e-07,0.0,3.494949477759032e-07
1618,7.848516523673814e-07,0.0,3.4555980781598397e-07
1619,1.122455143688837e-06,0.0,3.4555980781598397e-07
1620,1.063383576495523e-06,0.0,4.462987216616706e-07
1621,7.337738289996716e-07,0.0,6.247167172140118e-07
1622,7.337738289996716e-07,0.0,6.247167172140118e-07
1623,7.337738289996716e-07,0.0,6.247167172140118e-07
1624,7.337738289996716e-07,0.0,3.7763404796870806e-07
1625,4.383424051671422e-07,0.0,2.7915690939802775e-07
1626,1.0073891384568664e-07,0.0,2.7915690939802775e-07
1627,0.0,0.0,1.7841799555234112e-07
1628,6.55116260921724e-08,0.0,1.310232521843448e-07
1629,6.55116260921724e-08,0.0,1.310232521843448e-07
1630,6.55116260921724e-08,0.0,1.310232521843448e-07
1631,1.7887159791436196e-07,0.0,1.310232521843448e-07
1632,2.704977321497738e-07,0.0,1.310232521843448e-07
1633,2.704977321497738e-07,0.0,1.310232521843448e-07
1634,2.704977321497738e-07,0.0,1.310232521843448e-07
1635,2.87305819516145e-07,0.0,8.231971345854358e-08
1636,5.47839054628899e-07,0.0,8.231971345854358e-08
1637,6.941593093350613e-07,0.0,8.231971345854358e-08
1638,6.481343746145285e-07,0.0,1.4965475056020035e-07
1639,6.343784702624231e-07,0.0,2.2752498044350693e-07
1640,6.343784702624231e-07,0.0,2.2752498044350693e-07
1641,6.343784702624231e-07,0.0,2.2752498044350693e-07
1642,5.520587568038796e-07,0.0,1.4520526698496334e-07
1643,2.9152552169112565e-07,0.0,1.4520526698496334e-07
1644,1.4520526698496334e-07,0.0,3.285281999459195e-07
1645,7.787022988330656e-08,0.0,2.6119316284426273e-07
1646,0.0,0.0,1.8332293296095615e-07
1647,2.080911047284774e-07,0.0,2.8736848532519487e-07
1648,3.456388120477121e-07,0.0,3.790669568713513e-07
1649,4.2386658703565316e-07,0.0,3.790669568713513e-07
1650,7.752276798912914e-07,0.0,4.669072300852609e-07
1651,9.042279235213105e-07,0.0,2.8358429712430476e-07
1652,1.071242106068634e-06,0.0,2.8358429712430476e-07
1653,1.071242106068634e-06,0.0,3.5896007537823085e-07
1654,1.1950164905881268e-06,0.0,3.3788089532598473e-07
1655,1.3479839984548953e-06,0.0,5.948007079885948e-07
1656,1.3150635546870554e-06,0.0,6.401080392086962e-07
1657,1.1027246224719939e-06,0.0,5.800721985289263e-07
1658,1.0273400131869233e-06,0.0,7.945347359087204e-07
1659,9.88994571571311e-07,0.0,9.232034768404316e-07
1660,1.3096937721002178e-06,0.0,8.478276985865055e-07
1661,2.0527948265680607e-06,0.0,7.64861326274513e-07
1662,1.9246790502945388e-06,4.059985972812033e-08,4.5684290179386675e-07
1663,1.94506669767439e-06,4.059985972812033e-08,4.115355705737654e-07
1664,1.9632564617820336e-06,4.059985972812033e-08,4.230341192266808e-07
1665,1.9096408274370854e-06,4.059985972812033e-08,2.085715818468868e-07
1666,2.180456070683639e-06,4.059985972812033e-08,7.990284091517554e-08
1667,1.8597568701547322e-06,4.059985972812033e-08,1.448074726795312e-07
1668,1.0035564140967575e-06,4.059985972812033e-08,2.3231390449447125e-07
1669,9.010651597561394e-07,0.0,2.216681370522825e-07
1670,8.740193493395054e-07,0.0,2.603173052356007e-07
1671,8.732481952782629e-07,0.0,2.992347093920346e-07
1672,1.0946536040786929e-06,0.0,3.976371151078898e-07
1673,7.1991249025619e-07,0.0,4.718657282052975e-07
1674,7.524430145622318e-07,0.0,5.045526713891897e-07
1675,6.366324255070919e-07,0.0,4.170462395742496e-07
1676,7.055637719791516e-07,0.0,4.7298516798426657e-07
1677,6.669146037958334e-07,0.0,4.343359998009484e-07
1678,5.104738331088551e-07,0.0,3.7603418588462644e-07
1679,2.0886663613899666e-06,1.4996650341864942e-06,2.7763178016877124e-07
1680,2.0639234910342045e-06,1.5177669630312657e-06,2.2150509591613498e-07
1681,2.1208963565706133e-06,1.5177669630312657e-06,3.0292030065278854e-07
1682,2.1187460187580394e-06,1.5177669630312657e-06,3.4324236659293614e-07
1683,2.034040944311398e-06,1.5177669630312657e-06,2.5734934589698763e-07
1684,2.034040944311398e-06,1.5177669630312657e-06,3.7423566417211465e-07
1685,2.034040944311398e-06,1.5177669630312657e-06,3.745229244194499e-07
1686,3.173306270452615e-07,1.8101928844771464e-08,4.5741054423485495e-07
1687,3.173306270452615e-07,0.0,5.217087947682688e-07
1688,3.210103938857044e-07,0.0,4.824767501077076e-07
1689,5.043457674349026e-07,0.0,5.052970237784393e-07
1690,4.80981601721656e-07,0.0,5.468376055465082e-07
1691,5.543797568309725e-07,0.0,4.544173403279014e-07
1692,5.543797568309725e-07,0.0,4.5787955319350916e-07
1693,5.655457207304997e-07,0.0,3.749919333781041e-07
1694,5.655457207304997e-07,0.0,3.169773045945996e-07
1695,4.7236256404760623e-07,0.0,2.392297834116367e-07
1696,2.512058127227387e-07,0.0,2.0757933530798516e-07
1697,3.112533428455728e-07,0.0,2.248153521122731e-07
1698,4.7639440481361817e-07,0.0,2.729481950934444e-07
1699,4.894639451842002e-07,0.0,2.492801505533342e-07
1700,4.214060668670884e-07,0.0,2.8827370865006484e-07
1701,4.214060668670884e-07,0.0,3.6055575135053785e-07
1702,4.6934670600811454e-07,0.0,4.1838013333160363e-07
1703,4.0636292299365907e-07,0.0,4.7521792063370025e-07
1704,3.4286863532478104e-07,0.0,4.857354554133053e-07
1705,1.0432941824741907e-07,0.0,4.955568044806569e-07
1706,1.5771217322578324e-07,0.0,7.059890784993123e-07
1707,1.6817382686440396e-07,0.0,7.277577854633169e-07
1708,1.7781969420736588e-07,9.645867342961928e-09,6.600277941970489e-07
1709,1.298790550663398e-07,9.645867342961928e-09,5.882762630043154e-07
1710,1.4709407837796918e-07,9.645867342961928e-09,5.515916561600014e-07
1711,1.297705450399787e-07,9.645867342961928e-09,5.79220814042206e-07
1712,1.297705450399787e-07,9.645867342961928e-09,6.162981845493829e-07
1713,7.413626487310207e-08,2.0463882525031555e-08,4.924100319872846e-07
1714,5.6822126940200435e-08,2.0463882525031555e-08,4.507909880300888e-07
1715,4.717625959723851e-08,1.0818015182069627e-08,4.897875080749665e-07
1716,9.145105041495429e-08,1.9672973345612784e-08,5.65656857734861e-07
1717,1.0480164900984943e-07,1.9672973345612784e-08,5.904258415512231e-07
1718,1.202851618943766e-07,1.9672973345612784e-08,5.476948449053712e-07
1719,1.2687003295549664e-07,1.9672973345612784e-08,4.6112158510628175e-07
1720,2.1572442727395875e-07,8.854958163543155e-09,4.4706648947924676e-07
1721,2.5790161270070454e-07,8.854958163543155e-09,4.542034426029724e-07
1722,6.674637076693151e-07,8.854958163543155e-09,4.249072540168137e-07
1723,6.725903262909989e-07,6.175176179924944e-09,3.6268960254152003e-07
1724,7.946686107881565e-07,6.175176179924944e-09,3.2150106424718873e-07
1725,9.115382505951532e-07,6.175176179924944e-09,2.6730876965887417e-07
1726,9.36890870661955e-07,6.175176179924944e-09,2.6632190497366537e-07
1727,9.124883320055233e-07,6.175176179924944e-09,2.3488917528473913e-07
1728,8.835657264886063e-07,1.2654736179586377e-08,2.53965920040043e-07
1729,5.377233987603956e-07,1.2654736179586377e-08,3.4276752103323815e-07
1730,6.192537966853706e-07,6.479559999661433e-09,5.019631877140845e-07
1731,5.293105443472866e-07,2.7379778698234858e-08,4.946046284918079e-07
1732,5.471619683053827e-07,2.7379778698234858e-08,6.322921543804634e-07
1733,5.433235555431435e-07,2.7379778698234858e-08,6.846518942893454e-07
1734,5.19671000834673e-07,2.7379778698234858e-08,7.77800620101386e-07
1735,5.131409039904611e-07,2.0900218698573425e-08,8.165137371309226e-07
1736,1.4526642786449884e-06,2.0900218698573425e-08,7.386851288109548e-07
1737,1.3771054970642841e-06,2.0900218698573425e-08,6.007972379913034e-07
1738,1.4407166202902642e-06,5.491816271582398e-09,6.333402576988842e-07
1739,1.3971322861802297e-06,5.491816271582398e-09,5.893493063727615e-07
1740,1.5187787819773542e-06,5.491816271582398e-09,6.323358101261485e-07
1741,1.5800471280564515e-06,5.491816271582398e-09,5.81309698028625e-07
1742,1.624330520501514e-06,5.491816271582398e-09,6.502965927016444e-07
1743,6.885071327035673e-07,5.491816271582398e-09,6.873682098427838e-07
1744,7.983043376823064e-07,5.491816271582398e-09,7.917992011893407e-07
1745,8.865861462124615e-07,0.0,8.071281334715812e-07
1746,2.258425159392833e-06,0.0,8.080131286598251e-07
1747,2.22513583431854e-06,0.0,7.63912428932859e-07
1748,2.2360010559298516e-06,0.0,7.680870826983924e-07
1749,2.284776688351745e-06,9.910560753009382e-09,7.438674418023896e-07
1750,2.3526049273771477e-06,1.9806755346962746e-08,7.231595264199444e-07
1751,2.4194287025888376e-06,1.9806755346962746e-08,6.141900428247027e-07
1752,2.4777364404014534e-06,1.9806755346962746e-08,6.943947344747617e-07
1753,1.3865373326942582e-06,2.9865460200133905e-08,6.752534521378298e-07
1754,1.7470649303114833e-06,3.4049528910681404e-08,7.175924768684386e-07
1755,2.5249880682817353e-06,3.4049528910681404e-08,6.726252966668003e-07
1756,2.9676233858871067e-06,4.235179039215252e-08,6.075328867284822e-07
1757,3.1155718716036063e-06,4.4636088856821384e-08,6.511826922763118e-07
1758,3.0700329521745777e-06,4.774367364949025e-08,6.596740190291582e-07
1759,2.9432410104033935e-06,4.774367364949025e-08,5.419971630869571e-07
1760,2.7529220168227245e-06,3.768496879631909e-08,5.623660846205374e-07
1761,3.0308925066232665e-06,3.3500900085771586e-08,4.729264000096529e-07
1762,2.660369724643325e-06,3.3500900085771586e-08,5.646691200971483e-07
1763,2.4735127064039782e-06,1.5288077851291097e-08,5.775684550306843e-07
1764,2.673753134071636e-06,8.72894417065189e-09,6.02856646634921e-07
1765,2.9264618888191762e-06,1.446358461570136e-08,7.015309993870947e-07
1766,3.440156612149232e-06,1.446358461570136e-08,8.40118957512459e-07
1767,3.905728492879591e-06,2.6241593786835438e-08,8.414783272720732e-07
1768,3.920569172675771e-06,2.6241593786835438e-08,8.885445400405192e-07
1769,4.2149543202997715e-06,4.147289140681616e-08,8.793120806720773e-07
1770,4.356292265583761e-06,4.147289140681616e-08,9.006871956834013e-07
1771,4.775852175953332e-06,3.585153202883313e-08,9.237332067511619e-07
1772,5.280405632999775e-06,2.7009306791114795e-08,8.540340802807935e-07
1773,5.3109222985118066e-06,2.7009306791114795e-08,8.121292986678392e-07
1774,5.2630757961326576e-06,1.7903760759655337e-08,8.084969311182379e-07
1775,4.923695476983474e-06,1.7903760759655337e-08,8.495619811453383e-07
1776,4.434492893778952e-06,8.097202146879162e-09,8.114611611225493e-07
1777,5.435836068759922e-06,2.2687454201023423e-08,8.476721486009151e-07
1778,5.10019257100274e-06,2.2687454201023423e-08,7.481175308449955e-07
1779,4.443384081501531e-06,2.2687454201023423e-08,6.987337591064196e-07
1780,4.401426037605104e-06,3.443315600902354e-08,6.201632020617711e-07
1781,5.006945262461418e-06,3.367320974437657e-08,6.834533711038862e-07
1782,5.390146855331425e-06,3.583134322582282e-08,6.218256040873322e-07
1783,6.736952660243592e-06,5.215259411629956e-08,6.611565238147575e-07
1784,6.617723101953743e-06,3.92268141778475e-08,5.768603687426679e-07
1785,6.97269953369479e-06,4.56993037697576e-08,5.945081024297647e-07
1786,7.369240847765468e-06,4.56993037697576e-08,5.761478121257824e-07
1787,7.785709125788084e-06,4.555587665830022e-08,6.074300772849841e-07
1788,7.405636357101944e-06,5.017612014768247e-08,5.224640590638176e-07
1789,7.75889501320697e-06,4.8017986666236216e-08,5.32008044729082e-07
1790,6.793906842566295e-06,3.732048054721255e-08,4.997934175727485e-07
1791,6.087510753007207e-06,4.32577722213929e-08,5.323926919637805e-07
1792,5.648369356744557e-06,3.7873544681385085e-08,5.357840677788772e-07
1793,6.2497060103591395e-06,3.7873544681385085e-08,5.595201417106312e-07
1794,5.832567629633039e-06,2.6271269984842353e-08,5.786429661774102e-07
1795,6.112126292074598e-06,2.065178174502437e-08,5.615789331971297e-07
1796,5.380457521044134e-06,2.065178174502437e-08,5.46338774094173e-07
1797,5.671997087119962e-06,1.1870992569892484e-08,5.420005980535539e-07
1798,6.057116641906239e-06,4.269228780019927e-09,5.890862593917388e-07
1799,6.475683449025382e-06,6.184814565252899e-09,5.865416393849696e-07
1800,5.953298211482304e-06,7.008142383873357e-09,5.973064755185728e-07
1801,6.159992056252252e-06,9.794185272328702e-09,5.402064492240502e-07
1802,5.849966880435074e-06,1.58269419157721e-08,5.457537456875019e-07
1803,6.074640623410232e-06,1.8283941598846402e-08,5.74157037850195e-07
1804,6.071095348098814e-06,1.693147964689144e-08,5.718352765273136e-07
1805,5.859201077588036e-06,1.693147964689144e-08,5.318049147717829e-07
1806,5.725339698463878e-06,1.5220382351291813e-08,5.11270327154177e-07
1807,5.9979556031716385e-06,1.983680629282146e-08,4.881539276928899e-07
1808,5.921209127076768e-06,1.8227579382365126e-08,4.989578396167158e-07
1809,5.692331277324618e-06,1.1824325074627495e-08,4.966910783618264e-07
1810,5.817898649443773e-06,1.1328764275881603e-08,4.791766993353772e-07
1811,5.400290969451557e-06,1.0647915565138127e-08,4.4958296793343576e-07
1812,5.357893834505896e-06,1.1841456830958513e-08,4.2229708745773156e-07
1813,5.0378984854303e-06,1.1324623905295539e-08,4.287824952241083e-07
1814,4.62933754923662e-06,6.9296628118260224e-09,4.232746034306599e-07
1815,4.599924685473005e-06,6.9116910290339155e-09,4.2343244542410373e-07
1816,4.7092928525671596e-06,7.890298319474759e-09,4.1860394211263543e-07
1817,4.430520318367469e-06,9.698505871418611e-09,4.113110248584105e-07
1818,4.389112843585151e-06,9.64315679688862e-09,4.3529247558840976e-07
1819,4.219416268824716e-06,9.80229248564208e-09,4.3701632941000365e-07
1820,4.541666839941172e-06,9.76335956526242e-09,4.6127859068941947e-07
1821,4.677022843679879e-06,9.361340195087768e-09,5.030599083966081e-07
1822,4.51520957410269e-06,9.450185063058264e-09,5.094146250225354e-07
1823,4.455891095338822e-06,9.052505459524899e-09,5.33139862162508e-07
1824,4.735025543465911e-06,7.697019323492173e-09,5.430671754831045e-07
1825,4.84579589153457e-06,1.0303554073435147e-08,5.356247234950777e-07
1826,4.953781042006865e-06,1.0965347233390536e-08,5.303731427375169e-07
1827,4.862922716191471e-06,1.1796921661755277e-08,5.027622275325225e-07
1828,4.800598032618707e-06,1.4684688259032036e-08,4.6831417778646157e-07
1829,4.8817897939963065e-06,1.5193856204932998e-08,4.44040040292748e-07
1830,4.9267760005022865e-06,1.7691726686816115e-08,4.234867308891158e-07
1831,4.8259720253034696e-06,1.7599932939609582e-08,4.134552520034569e-07
1832,4.915087304522915e-06,1.5069811700106428e-08,4.033753465851727e-07
1833,4.751517670748788e-06,1.3715167684098212e-08,4.006854347997952e-07
1834,4.839453984979107e-06,1.3060270722041269e-08,4.046427477533143e-07
1835,4.78710912180499e-06,1.1372967599422777e-08,3.997431211441186e-07
1836,4.809015471047522e-06,1.0892150689326537e-08,4.1834134175847535e-07
1837,4.809893977965528e-06,7.425460881092607e-09,4.282883432032187e-07
1838,4.739845280710142e-06,5.637374567157849e-09,4.371342713836514e-07
1839,4.776409111530354e-06,5.912396239260431e-09,4.362184467611639e-07
1840,4.858165864009477e-06,6.68870351169407e-09,4.493699756429643e-07
1841,4.928081060435423e-06,5.984974182915437e-09,4.5120110111643695e-07
1842,5.132415091273808e-06,5.601309907962307e-09,4.578953597241967e-07
1843,5.257863384550936e-06,5.4400367544005235e-09,4.5971864892635494e-07
1844,5.4568371784366065e-06,5.685851059819161e-09,4.5599367938718517e-07
1845,5.566730383829313e-06,6.619823641632447e-09,4.565082341352016e-07
1846,5.696563480991504e-06,6.676338085550729e-09,4.553312140030487e-07
1847,5.924399309671051e-06,5.4826265749596814e-09,4.6069979881784615e-07
1848,6.025150729068887e-06,5.874258190985415e-09,4.588483883643286e-07
1849,6.0938558427941255e-06,5.1133016868273475e-09,4.7524232270136834e-07
1850,6.112087443658051e-06,4.188414377231149e-09,4.865743343478763e-07
1851,6.072377475772685e-06,5.552003872517324e-09,4.97474908505475e-07
1852,6.2890347700366485e-06,4.285997334818603e-09,4.960921436187553e-07
1853,6.381346338457661e-06,4.519421662304726e-09,5.169287322002804e-07
1854,6.3624708803087874e-06,4.378003523200899e-09,5.160056194394461e-07
1855,6.364306045725243e-06,4.301456563953516e-09,5.318980567738305e-07
1856,6.546691890564814e-06,3.851336590913032e-09,5.39875056152336e-07
1857,6.718398253724445e-06,3.853993862141485e-09,5.511218270320179e-07
1858,6.85543234015183e-06,2.377724818623607e-09,5.683620705505226e-07
1859,6.979641252006072e-06,2.3582667009667902e-09,5.916406280448427e-07
1860,6.865300552557788e-06,1.6598482984900694e-09,5.871581834071549e-07
1861,6.9901385099261204e-06,1.8977646438449777e-09,5.971892278466839e-07
1862,7.129115471928214e-06,1.9856481221174657e-09,6.021051116736739e-07
1863,7.096114716530012e-06,2.11905715197247e-09,5.885275738494653e-07
1864,7.075692922496403e-06,2.9626129168950197e-09,5.80319091828382e-07
1865,7.004535616163464e-06,3.116860864642896e-09,5.867459143311342e-07
1866,6.965400059146175e-06,3.155270806536643e-09,5.865071638514305e-07
1867,7.155969537312298e-06,3.5518298778315837e-09,5.959792507123243e-07
1868,7.21885648350248e-06,3.436968297267283e-09,6.094177495339994e-07
1869,7.229831421032681e-06,3.021996763941104e-09,6.298763943440073e-07
1870,7.163971466590218e-06,3.062458334543042e-09,6.664522353665754e-07
1871,7.277361549183427e-06,2.3103981109226115e-09,6.883450152729762e-07
1872,7.608225327463255e-06,2.236697985554973e-09,6.926133957157228e-07
1873,7.606287843892849e-06,2.210543637026774e-09,6.916366308879722e-07
1874,7.664654406523499e-06,1.9304384281580512e-09,7.108074474412465e-07
1875,7.789427270056746e-06,2.3081054052147873e-09,7.197198296385718e-07
1876,7.896701130708347e-06,2.7618197252974953e-09,7.160199402278522e-07
1877,8.182675693595748e-06,3.108391893087108e-09,6.923973582420981e-07
1878,8.483428311072722e-06,3.2234983888506416e-09,6.866385189953559e-07
1879,8.44737698051696e-06,3.029502061911517e-09,6.831283404348401e-07
1880,8.894709156135963e-06,3.1304384640051808e-09,6.867619666601448e-07
1881,9.139992471318692e-06,3.049822156724653e-09,6.826440669880997e-07
1882,9.383964944780538e-06,3.2259265576277993e-09,6.661275863604845e-07
1883,9.804770213252465e-06,3.1203675040661747e-09,6.428916939122635e-07
1884,1.0141624833132873e-05,2.6565397976645907e-09,6.488637203411989e-07
1885,1.0843042998333527e-05,2.489587076175732e-09,6.537452382612432e-07
1886,1.1671990640544599e-05,2.8116130852089735e-09,6.502405004279613e-07
1887,1.2018745240181619e-05,2.8472405544377466e-09,6.412143095855884e-07
1888,1.2540244694849076e-05,3.1214580602829348e-09,6.257726730447237e-07
1889,1.3213864934056932e-05,2.6576789499291718e-09,6.24996687292878e-07
1890,1.3735589293771358e-05,2.389846844229128e-09,6.322466187417117e-07
1891,1.4104505810662107e-05,2.4176034349058082e-09,6.287183233715561e-07
1892,1.3934485260896118e-05,2.3202467090501143e-09,6.00115859989663e-07
1893,1.414719840145803e-05,2.0542683585946163e-09,5.755293029454021e-07
1894,1.4580680856722341e-05,2.098220882754528e-09,5.529530215296421e-07
1895,1.4711941860566316e-05,1.96257231101425e-09,5.377481459488211e-07
1896,1.4728832476456383e-05,1.9004671011505334e-09,5.287850594218721e-07
1897,1.4825450957037642e-05,1.8079820656475525e-09,5.195036741107677e-07
1898,1.5034280295367353e-05,1.6735362460908375e-09,5.012077670991337e-07
1899,1.5614303915104495e-05,1.994054413653349e-09,5.038586193352655e-07
1900,1.588216491654748e-05,2.3236264024006914e-09,5.01782661136271e-07
1901,1.61339655408353e-05,2.256526616355765e-09,5.013982981186668e-07
1902,1.6785253527424565e-05,2.235622353907729e-09,4.88216918321476e-07
1903,1.7314922193431164e-05,2.5096685999212045e-09,4.648329000441923e-07
1904,1.8052568910726613e-05,2.514145923195242e-09,4.4230061949487466e-07
1905,1.875260048629051e-05,2.6054164698712564e-09,4.2240278779510323e-07
1906,1.9541387570955392e-05,2.491398500202381e-09,3.9984068475210475e-07
1907,2.0172593784601694e-05,2.2242132421571424e-09,3.807369515535746e-07
1908,2.1055076233876336e-05,2.2314153223592014e-09,3.6797983479378414e-07
1909,2.2036533534576718e-05,2.121294790618273e-09,3.5626920943546534e-07
1910,2.3195628663026063e-05,1.82945912387465e-09,3.4240595628684136e-07
1911,2.407619623617003e-05,1.765015625717784e-09,3.3223885712426894e-07
1912,2.519817514569565e-05,1.7491932664220095e-09,3.167843820912302e-07
1913,2.5814003622924376e-05,1.5794385957842598e-09,3.0451057244005953e-07
1914,2.6307667992244076e-05,1.5641484456858328e-09,2.9258848550333436e-07
1915,2.628526323990497e-05,1.4238119413637458e-09,2.791067735025925e-07
1916,2.592082247636946e-05,1.5143214935976955e-09,2.791849169625493e-07
1917,2.5527721455936054e-05,1.6851716530145007e-09,2.766633591428607e-07
1918,2.5094995570335804e-05,1.8038343358688686e-09,2.745083276879866e-07
1919,2.4834603599239407e-05,1.7856697390580427e-09,2.78650454837199e-07
1920,2.507274231382845e-05,1.915716236438365e-09,2.7958110747152075e-07
1921,2.5589862811362502e-05,2.003453831405417e-09,2.8115024974795233e-07
1922,2.577111003379936e-05,2.0213382555058145e-09,2.8355150253186625e-07
1923,2.602685188841341e-05,2.3547392448618e-09,2.738221220559873e-07
1924,2.654458304667579e-05,2.2183697894513036e-09,2.7490821707942814e-07
1925,2.698535380269667e-05,2.1809522917795985e-09,2.7380114277418345e-07
1926,2.71334114846208e-05,1.9940177366427137e-09,2.741673565001942e-07
1927,2.6697068408663783e-05,1.7833497297939767e-09,2.752368816670371e-07
1928,2.652849044742262e-05,1.6003747137029377e-09,2.7658115543869955e-07
1929,2.7041042682997484e-05,2.191024052665215e-09,2.7407848587504955e-07
1930,2.7993043009441214e-05,1.846787936862374e-09,2.733391966103227e-07
1931,2.804995165206492e-05,1.7880151882897012e-09,2.6962161265536064e-07
1932,2.808063956243651e-05,1.7464713405627004e-09,2.682422989762147e-07
1933,2.799630497715303e-05,1.9788755079019893e-09,2.658683675755518e-07
1934,2.839709148767205e-05,2.4945546422167855e-09,2.6189053820806815e-07
1935,2.815193900979856e-05,2.6898583995103665e-09,2.625577906201215e-07
1936,2.8133759250132634e-05,2.261935051959897e-09,2.605172864735193e-07
1937,2.767206777727032e-05,2.3535247560348337e-09,2.6041537840423447e-07
1938,2.721609598665964e-05,2.20891742992129e-09,2.545043652649578e-07
1939,2.6811794668901712e-05,2.2923549566503507e-09,2.5471836449599194e-07
1940,2.6516312053510254e-05,2.2233212572585005e-09,2.510471810117971e-07
