ngram,nation,naton,natin,naiton
1652,3.277199201485408e-05,0.0,0.0,0.0
1653,3.565451282026645e-05,0.0,0.0,0.0
1654,3.6606749615332645e-05,0.0,0.0,0.0
1655,3.7550703252366346e-05,0.0,0.0,0.0
1656,3.5817972924892926e-05,0.0,0.0,0.0
1657,3.724788153444284e-05,0.0,0.0,0.0
1658,3.2909572317813786e-05,0.0,0.0,0.0
1659,3.4054226489388384e-05,0.0,0.0,0.0
1660,3.426340195541603e-05,0.0,0.0,0.0
1661,2.9027529568078796e-05,0.0,0.0,0.0
1662,2.705183760554064e-05,0.0,4.059985972812033e-08,0.0
1663,3.0610676861085396e-05,0.0,4.059985972812033e-08,0.0
1664,2.991874784389178e-05,0.0,4.059985972812033e-08,0.0
1665,2.940198373835301e-05,0.0,4.059985972812033e-08,0.0
1666,2.5085811752692928e-05,0.0,8.054825733389797e-08,0.0
1667,2.046815110848651e-05,3.245231588217783e-08,8.054825733389797e-08,0.0
1668,2.1237238797766622e-05,3.245231588217783e-08,1.2430147324136799e-07,0.0
1669,2.155180391127942e-05,3.245231588217783e-08,8.370161351324765e-08,0.0
1670,1.77532708351334e-05,3.245231588217783e-08,8.370161351324765e-08,0.0
1671,1.581817092041352e-05,3.245231588217783e-08,8.370161351324765e-08,0.0
1672,1.6013282480084206e-05,3.245231588217783e-08,8.370161351324765e-08,0.0
1673,1.6889904795139694e-05,3.245231588217783e-08,4.3753215907470026e-08,0.0
1674,1.7023389903312947e-05,0.0,4.3753215907470026e-08,0.0
1675,1.5420084959519693e-05,0.0,0.0,0.0
1676,1.4827880217386077e-05,0.0,0.0,0.0
1677,1.494788908270753e-05,0.0,0.0,0.0
1678,1.452465546338187e-05,0.0,0.0,0.0
1679,1.3402618671014871e-05,0.0,0.0,0.0
1680,1.382999594820181e-05,0.0,0.0,0.0
1681,1.5209921587354205e-05,0.0,0.0,0.0
1682,1.4747833834657545e-05,0.0,0.0,0.0
1683,1.3730004671482935e-05,0.0,0.0,0.0
1684,1.3738147897259165e-05,0.0,0.0,0.0
1685,1.315294295116993e-05,0.0,0.0,0.0
1686,1.826235406302398e-05,0.0,0.0,0.0
1687,1.566509120363792e-05,0.0,0.0,0.0
1688,1.4433527797206938e-05,0.0,0.0,0.0
1689,1.4905115611847058e-05,0.0,0.0,0.0
1690,1.5260920203477974e-05,0.0,0.0,0.0
1691,2.1007815835868575e-05,0.0,0.0,0.0
1692,2.1559047776723412e-05,0.0,0.0,0.0
1693,1.7643854724675684e-05,0.0,0.0,0.0
1694,1.8819468095898628e-05,0.0,0.0,0.0
1695,1.83982222422076e-05,0.0,0.0,0.0
1696,1.8362052937196234e-05,0.0,0.0,0.0
1697,1.9414442249399144e-05,0.0,0.0,0.0
1698,1.3724457598332915e-05,0.0,0.0,0.0
1699,1.338914678074486e-05,0.0,0.0,0.0
1700,1.4020452778952728e-05,0.0,0.0,0.0
1701,1.25525093608303e-05,0.0,0.0,0.0
1702,1.2255271095844883e-05,0.0,0.0,0.0
1703,1.1941387063935898e-05,0.0,0.0,0.0
1704,9.307726746296144e-06,0.0,0.0,0.0
1705,1.0982314376763367e-05,0.0,0.0,0.0
1706,1.1713905288550969e-05,0.0,0.0,0.0
1707,1.0924521705289538e-05,0.0,0.0,0.0
1708,1.1926542811124818e-05,0.0,0.0,0.0
1709,1.2194281745386043e-05,0.0,0.0,0.0
1710,1.4882101692949488e-05,0.0,0.0,0.0
1711,1.5458020893025344e-05,0.0,0.0,0.0
1712,1.4086371785586899e-05,0.0,0.0,0.0
1713,1.4087435504604531e-05,0.0,0.0,0.0
1714,1.4618757502051136e-05,0.0,0.0,0.0
1715,1.5043831808725372e-05,0.0,0.0,0.0
1716,1.5331477957910727e-05,0.0,0.0,0.0
1717,1.3660317563335411e-05,0.0,0.0,0.0
1718,1.735284630350569e-05,0.0,0.0,0.0
1719,1.6731184976898866e-05,6.584871061120014e-09,0.0,0.0
1720,1.8248253711915042e-05,6.584871061120014e-09,0.0,0.0
1721,1.8602595965993324e-05,6.584871061120014e-09,0.0,0.0
1722,1.8629818571623347e-05,6.584871061120014e-09,0.0,0.0
1723,2.3222869848333566e-05,1.2760047241044958e-08,6.175176179924944e-09,0.0
1724,2.4597726223873906e-05,1.2760047241044958e-08,6.175176179924944e-09,0.0
1725,2.5428964363527484e-05,1.2760047241044958e-08,6.175176179924944e-09,0.0
1726,2.832951525176343e-05,6.175176179924944e-09,6.175176179924944e-09,0.0
1727,3.09550255873806e-05,6.175176179924944e-09,6.175176179924944e-09,0.0
1728,3.285260156969473e-05,1.2654736179586377e-08,6.175176179924944e-09,0.0
1729,3.742337581310754e-05,1.2654736179586377e-08,6.175176179924944e-09,0.0
1730,3.7314440175707985e-05,6.479559999661433e-09,0.0,0.0
1731,3.6893648419728766e-05,6.479559999661433e-09,0.0,0.0
1732,3.3661308667173474e-05,6.479559999661433e-09,0.0,0.0
1733,3.3535265174577944e-05,6.479559999661433e-09,0.0,0.0
1734,3.259762447019706e-05,6.479559999661433e-09,0.0,0.0
1735,3.1049159328436614e-05,0.0,0.0,0.0
1736,3.3852323342996116e-05,1.1024650145178124e-08,5.512325072589062e-09,0.0
1737,3.899090968064099e-05,1.1024650145178124e-08,5.512325072589062e-09,0.0
1738,8.354994783335965e-05,1.1024650145178124e-08,5.512325072589062e-09,0.0
1739,9.690755801524833e-05,1.1024650145178124e-08,8.743241559321696e-09,0.0
1740,9.993584379636948e-05,1.1024650145178124e-08,8.743241559321696e-09,0.0
1741,9.982697624114476e-05,1.1024650145178124e-08,8.743241559321696e-09,0.0
1742,0.0001064209541904607,1.1024650145178124e-08,8.743241559321696e-09,0.0
1743,0.00010506471413204313,0.0,3.2309164867326346e-09,0.0
1744,0.00010365500150198516,0.0,3.2309164867326346e-09,0.0
1745,6.643694619664789e-05,6.311576023725658e-09,3.2309164867326346e-09,0.0
1746,6.101102969426263e-05,6.311576023725658e-09,0.0,0.0
1747,6.916886195540428e-05,6.311576023725658e-09,0.0,0.0
1748,7.689979299487147e-05,6.311576023725658e-09,0.0,0.0
1749,8.091589396436965e-05,6.311576023725658e-09,0.0,0.0
1750,8.80137990212201e-05,6.311576023725658e-09,0.0,0.0
1751,9.754568288501884e-05,6.311576023725658e-09,3.569138635433384e-09,0.0
1752,0.0001059257857767599,0.0,3.569138635433384e-09,0.0
1753,0.00011894099485029333,5.029352426585579e-09,8.598491062018963e-09,0.0
1754,0.00013406552482462888,5.029352426585579e-09,8.598491062018963e-09,0.0
1755,0.0001506407289915452,5.029352426585579e-09,8.598491062018963e-09,0.0
1756,0.0001675066471632038,5.029352426585579e-09,8.598491062018963e-09,0.0
1757,0.00018144334899261594,5.029352426585579e-09,8.598491062018963e-09,0.0
1758,0.00018754216892245625,8.136937219254442e-09,8.136937219254442e-09,0.0
1759,0.00018870257814082185,8.136937219254442e-09,1.161573212219277e-08,0.0
1760,0.00019039964120435928,5.768951792463537e-09,6.58637969560719e-09,0.0
1761,0.0001783338874312384,5.768951792463537e-09,6.58637969560719e-09,0.0
1762,0.00016858175305450068,5.768951792463537e-09,6.58637969560719e-09,0.0
1763,0.00016155456458883627,5.768951792463537e-09,6.58637969560719e-09,0.0
1764,0.0001671663298371381,5.768951792463537e-09,9.397059384598703e-09,0.0
1765,0.00017305980977003595,5.608775412367452e-09,6.28947459192984e-09,0.0
1766,0.00017909051010584726,5.608775412367452e-09,2.810679688991513e-09,0.0
1767,0.00017986869248228947,2.9474084125727782e-09,2.810679688991513e-09,0.0
1768,0.0001948241946852899,2.9474084125727782e-09,2.810679688991513e-09,0.0
1769,0.00020117983928815062,2.9474084125727782e-09,2.810679688991513e-09,0.0
1770,0.0002004651032621041,2.9474084125727782e-09,5.6936012729888066e-09,0.0
1771,0.0001900853863584676,2.9474084125727782e-09,2.8829215839972935e-09,0.0
1772,0.0001844567304942757,0.0,2.8829215839972935e-09,0.0
1773,0.00018576482710029398,2.5951908558649197e-09,2.8829215839972935e-09,0.0
1774,0.00018575782347137907,5.267653995539539e-09,2.8829215839972935e-09,0.0
1775,0.00017655043796237026,5.267653995539539e-09,5.771610744886857e-09,0.0
1776,0.00017986628102205162,5.267653995539539e-09,5.771610744886857e-09,0.0
1777,0.00017956261165506606,5.267653995539539e-09,2.8886891608895635e-09,0.0
1778,0.0001784981307407309,5.267653995539539e-09,2.8886891608895635e-09,0.0
1779,0.00017758543669645275,5.267653995539539e-09,2.8886891608895635e-09,0.0
1780,0.00017645524972717145,2.672463139674619e-09,2.8886891608895635e-09,0.0
1781,0.00017410031536460986,0.0,2.8886891608895635e-09,0.0
1782,0.00017485477604038482,0.0,0.0,0.0
1783,0.00017295699217356741,0.0,0.0,0.0
1784,0.0001829202997864091,3.328944231384412e-09,1.664472115692206e-09,0.0
1785,0.0001852467913912343,3.328944231384412e-09,1.664472115692206e-09,0.0
1786,0.00018643015105876008,6.009140867441991e-09,4.344668751749785e-09,0.0
1787,0.00018420211563352495,6.009140867441991e-09,4.344668751749785e-09,0.0
1788,0.00018800310083731477,7.31569294032397e-09,4.344668751749785e-09,0.0
1789,0.00019464876303183182,7.31569294032397e-09,4.344668751749785e-09,0.0
1790,0.00019921393790614923,8.420541343566259e-09,4.344668751749785e-09,0.0
1791,0.00019801358991701688,6.177563349751836e-09,3.766162873627568e-09,0.0
1792,0.00020318981426368867,7.265825401654118e-09,3.766162873627568e-09,0.0
1793,0.00020283046303250427,5.571650886691617e-09,1.0859662375699892e-09,0.0
1794,0.0002048168722207525,5.571650886691617e-09,1.0859662375699892e-09,0.0
1795,0.00020057905931025743,5.178370938401551e-09,1.0859662375699892e-09,1.8265442491838257e-09
1796,0.0001922945396342714,5.178370938401551e-09,1.0859662375699892e-09,1.8265442491838257e-09
1797,0.00018110207331899022,4.640446186040695e-09,1.6528898884514221e-09,1.8265442491838257e-09
1798,0.00017358581784979573,4.133136626600325e-09,5.66923650881433e-10,1.8265442491838257e-09
1799,0.00016988423677893088,3.044874574698042e-09,2.369232429292164e-09,1.8265442491838257e-09
1800,0.00016591192771946744,2.8821802722234224e-09,2.780896338602393e-09,1.8265442491838257e-09
1801,0.00016330741345882416,3.346520743059094e-09,4.63825822194508e-09,1.8265442491838257e-09
1802,0.0001641191733402333,3.3015022144715952e-09,5.506511817949493e-09,0.0
1803,0.00016347533216633434,3.652502173728018e-09,6.208511736462339e-09,0.0
1804,0.00016636307035306736,3.390656073370175e-09,8.692363717699436e-09,0.0
1805,0.00016714681571881686,2.8119993952405562e-09,1.0510106245626666e-08,2.5967750172384285e-10
1806,0.00016262255875127657,2.8119993952405562e-09,9.74199787506791e-09,2.5967750172384285e-10
1807,0.00016547026046152626,2.8255564871975433e-09,1.4142422217438316e-08,2.5967750172384285e-10
1808,0.0001693479675200901,2.3612160163618714e-09,1.534478169925738e-08,2.5967750172384285e-10
1809,0.00017804822917761548,1.8548120499823589e-09,1.845687406084754e-08,8.024519620215236e-10
1810,0.0001793805422494188,1.721749742777945e-09,1.9062500022926088e-08,8.024519620215236e-10
1811,0.00018395879305899143,1.6510561330816488e-09,1.741802803577132e-08,8.024519620215236e-10
1812,0.0001835336858805801,2.367180943326933e-09,1.7748659938579943e-08,5.427744602976808e-10
1813,0.00018387262285354415,3.1430985591995864e-09,1.787833589109563e-08,5.427744602976808e-10
1814,0.00018401222977055504,2.5151717851303245e-09,1.4111038306095582e-08,5.427744602976808e-10
1815,0.00017854922459394271,3.0945938827337774e-09,1.2210161136140738e-08,5.427744602976808e-10
1816,0.0001657810020593128,3.493435128478138e-09,9.75119692928469e-09,0.0
1817,0.0001631059276405722,3.275497476426129e-09,9.128961332903276e-09,0.0
1818,0.0001527864660602063,3.2201484018961376e-09,8.438797153128722e-09,1.790348662973023e-10
1819,0.00014857685268257877,2.804618473969559e-09,6.741315061731257e-09,1.790348662973023e-10
1820,0.00014523088092183961,2.765685553589898e-09,7.935789676188115e-09,1.790348662973023e-10
1821,0.00013885068100145354,2.5567274170817153e-09,7.919433045852235e-09,3.0758912084039025e-10
1822,0.0001371652553124087,2.2268431225975452e-09,8.756891275599595e-09,3.0758912084039025e-10
1823,0.00013621838089810417,2.0280033208308623e-09,8.921062809110123e-09,3.0758912084039025e-10
1824,0.00013491069590340236,2.4303633708707852e-09,8.906272608300014e-09,3.0758912084039025e-10
1825,0.00013681625257179673,2.3779453089162975e-09,9.203067577853323e-09,1.2855425454308796e-10
1826,0.00013589737396354655,2.7883399161028014e-09,1.0174154217525353e-08,1.2855425454308796e-10
1827,0.0001352993817168421,2.3650670390372242e-09,9.07065051641049e-09,1.2855425454308796e-10
1828,0.00013440525383755033,2.5857256573986423e-09,8.593863018039168e-09,0.0
1829,0.0001295546628950563,2.5470106896590447e-09,7.651674785843658e-09,7.027427845989515e-11
1830,0.00012824792169599926,1.985159616056466e-09,6.2520351435629044e-09,1.6557882049588509e-10
1831,0.00012657148077518547,1.7685888864527044e-09,6.324592341907678e-09,1.6557882049588509e-10
1832,0.00012427018581157817,2.0677193925320937e-09,6.333451414113662e-09,1.6557882049588509e-10
1833,0.00012260880612302572,1.9340777233724437e-09,5.73625508997517e-09,1.6557882049588509e-10
1834,0.0001205810164849806,1.7864862922323255e-09,5.062829203491706e-09,1.6557882049588509e-10
1835,0.00011779221365161772,1.6496110747229613e-09,5.181449872334756e-09,1.6557882049588509e-10
1836,0.00011682154789533732,1.5138494188374603e-09,4.953008669872361e-09,9.530454203598993e-11
1837,0.00011575900966168515,1.8236150605461481e-09,5.906157594738813e-09,1.5488282085434387e-10
1838,0.00011475548256255154,1.7141514874197128e-09,5.773606291471976e-09,1.5488282085434387e-10
1839,0.0001117059717736473,1.288404176997509e-09,5.509627167197908e-09,1.5488282085434387e-10
1840,0.0001091490765767438,8.622282887671417e-10,5.894219969247518e-09,1.5488282085434387e-10
1841,0.00010795342469854014,8.360631234946173e-10,6.782328349735118e-09,1.5488282085434387e-10
1842,0.00010751412940278118,9.347260346689472e-10,7.632447118766095e-09,1.5488282085434387e-10
1843,0.00010847338229983247,9.252393851078011e-10,8.577286500103095e-09,1.5488282085434387e-10
1844,0.00010648733898831,8.158223065356043e-10,8.072835352582582e-09,0.0
1845,0.00010569678748392366,9.397128472191492e-10,8.596788360547083e-09,0.0
1846,0.00010762391632722159,1.0701538464909432e-09,8.55639946197227e-09,0.0
1847,0.00010752213503500181,1.1614037747393574e-09,8.07428961786221e-09,0.0
1848,0.00010698829490658162,1.1308239027713845e-09,7.917263987268695e-09,5.4687675023399966e-11
1849,0.00010900761013285123,1.0021171273752065e-09,7.686626890546222e-09,1.0842721165360558e-10
1850,0.00010927872894431598,1.1738921342921822e-09,6.818042765287049e-09,1.0842721165360558e-10
1851,0.0001108594931013483,1.0664007613466912e-09,6.5477172889976436e-09,1.0842721165360558e-10
1852,0.00011009698209818453,1.0178691857630285e-09,6.171581848743049e-09,1.0842721165360558e-10
1853,0.00010875710099103994,1.0322062173249792e-09,6.033268487978408e-09,1.5668655262146558e-10
1854,0.00010723872920997175,8.402862175912621e-10,5.609014046876431e-09,1.5668655262146558e-10
1855,0.00010553532982677487,8.884161144846153e-10,5.031534395476862e-09,1.0199887759806562e-10
1856,0.00010243001452181488,9.837729956060519e-10,5.033954427905282e-09,9.795814556337997e-11
1857,9.913459091746648e-05,8.908261390454847e-10,5.046576521751587e-09,9.795814556337997e-11
1858,9.647386884483109e-05,1.028383001771311e-09,5.215929244073436e-09,1.5556165879258644e-10
1859,9.52019139991275e-05,1.059486454917697e-09,5.066799583072371e-09,3.383498243485812e-10
1860,9.497089922660962e-05,1.1586892596187376e-09,5.5856012196439255e-09,7.780521544502911e-10
1861,9.529108085968931e-05,1.447107465603535e-09,6.299350311219801e-09,8.910255152752963e-10
1862,9.524749267646777e-05,1.6239118462633785e-09,6.23294508069908e-09,8.910255152752963e-10
1863,9.699297308023753e-05,1.9999321088093325e-09,6.038747406884275e-09,8.413267106797764e-10
1864,9.640861493867956e-05,2.232290400147211e-09,5.9248141630925085e-09,8.413267106797764e-10
1865,9.50806071549388e-05,2.1345560002090328e-09,5.9545737864295594e-09,8.279497484434525e-10
1866,9.192693791451998e-05,2.3056847938843615e-09,8.928689026228248e-09,6.451615828874577e-10
1867,8.905390028043516e-05,2.3641911682327687e-09,8.781449345462988e-09,1.571999118178878e-10
1868,8.728854611815353e-05,2.3389529757444905e-09,8.795358156074177e-09,8.903824899597623e-11
1869,8.500441513855808e-05,2.1629868927698836e-09,9.037214278505092e-09,8.903824899597623e-11
1870,8.086893545363896e-05,1.891288974637766e-09,9.121863899151452e-09,8.903824899597623e-11
1871,7.900639424665965e-05,1.5956801277131456e-09,9.254496216978429e-09,8.903824899597623e-11
1872,7.66240419969628e-05,1.5039521850113147e-09,9.246325292723765e-09,4.4811698003093574e-11
1873,7.610407088317775e-05,1.2280527309346416e-09,6.1700299472785704e-09,4.4811698003093574e-11
1874,7.455219435671876e-05,1.203750519897438e-09,5.974429459091166e-09,8.455241269038944e-11
1875,7.296086758807567e-05,1.010413736806421e-09,6.147211311408845e-09,3.974071468729587e-11
1876,7.187451618457479e-05,1.043730118206148e-09,6.0417075786745045e-09,7.807269909930272e-11
1877,7.127971392557291e-05,1.0349730596357988e-09,5.558120186321958e-09,1.1302437160790443e-10
1878,7.075342624115624e-05,1.5343866891345419e-09,5.350577948957737e-09,1.4930973124549496e-10
1879,7.025478823509599e-05,1.5981764166030287e-09,5.568195936080298e-09,2.540511689907987e-10
1880,6.838389318935307e-05,1.717479008218297e-09,5.653042478570569e-09,2.8693785244663216e-10
1881,6.724503847570824e-05,1.5024252001235742e-09,5.466149628168588e-09,2.4719713775933627e-10
1882,6.566088268300518e-05,1.4793088420894662e-09,4.846071099962046e-09,2.7960671674812486e-10
1883,6.487367811912139e-05,1.544629939826641e-09,4.908410440001327e-09,2.4127473233611797e-10
1884,6.322991716193169e-05,1.4830336720577414e-09,5.46032412935509e-09,2.0632305982751627e-10
1885,6.21294540386381e-05,1.0185610291709883e-09,5.2280126894288514e-09,2.571075356584883e-10
1886,6.154881806911103e-05,1.0517626769512844e-09,5.182825787589504e-09,1.5236609791318452e-10
1887,6.150330695423431e-05,1.2965860765997865e-09,5.41988454116904e-09,1.4711338298350237e-10
1888,6.065892895484077e-05,1.3684690920128568e-09,6.039828827551576e-09,1.4711338298350237e-10
1889,5.9986240687846604e-05,1.4544366266910913e-09,6.163070561829695e-09,1.4087469881106174e-10
1890,5.888200186226251e-05,1.2986383635116283e-09,5.92815181071111e-09,1.4087469881106174e-10
1891,5.865590615680308e-05,1.2948082844006186e-09,5.445356229419726e-09,1.6647975062003947e-10
1892,5.853077267862058e-05,1.2461299214727717e-09,5.828352213553347e-09,7.940991515147694e-11
1893,5.801798865182458e-05,1.269618545217201e-09,5.3466188619312655e-09,7.940991515147694e-11
1894,5.765973712966245e-05,8.937503673652916e-10,5.114077637559587e-09,5.177594662532568e-11
1895,5.8558026856709535e-05,8.222497841333823e-10,4.624602447021533e-09,5.177594662532568e-11
1896,5.969629949374523e-05,7.747164893728048e-10,4.6156836765374825e-09,4.498547764456415e-11
1897,6.070795591637891e-05,7.849942600708054e-10,4.429133567843532e-09,4.498547764456415e-11
1898,6.133178093088125e-05,7.320260826076159e-10,4.418585053400648e-09,1.9380425835586427e-11
1899,6.130520081829413e-05,8.649643065286991e-10,4.58038597526768e-09,9.223605212937969e-11
