ngram,principle,principl,principel,priniple
1890,8.86372321734338e-05,2.5697624219032733e-08,2.056867414485757e-09,1.1091650336287578e-09
1891,8.863561795026596e-05,2.1648752885588303e-08,1.9201062248111864e-09,1.2382660492209802e-09
1892,8.739115790896384e-05,2.1407379741893758e-08,1.925739210952214e-09,1.3113137758186915e-09
1893,8.751899856309007e-05,1.971516296249222e-08,2.2304948840304715e-09,1.2199209935876659e-09
1894,8.611323262032653e-05,1.8608880151102118e-08,2.169607747428058e-09,1.4683956629988971e-09
1895,8.487451434900452e-05,1.706806734042792e-08,2.022295902166198e-09,1.4487454291778334e-09
1896,8.317852085123636e-05,1.6972708064396817e-08,1.5434383374543108e-09,1.4719433806740868e-09
1897,8.169413194991648e-05,1.1913200838518736e-08,1.5185413640824867e-09,1.669568753090037e-09
1898,7.96564542854737e-05,1.1297378905388605e-08,1.7483750717036832e-09,1.568294874917545e-09
1899,7.899550213811121e-05,1.07502629020928e-08,1.641458040919324e-09,1.393963103676502e-09
1900,7.833431404183752e-05,1.1249002745168063e-08,1.4251245501155957e-09,1.3901757681519404e-09
1901,7.797449403109827e-05,1.1602891726779165e-08,1.395394030482119e-09,1.3672595595386789e-09
1902,7.805414809679081e-05,1.1359484527620874e-08,1.1599644498895755e-09,1.3528545109561411e-09
1903,7.904318876431457e-05,1.1667408372773025e-08,1.525297523206705e-09,1.3115591311420515e-09
1904,7.90090873903994e-05,1.107434042881193e-08,1.706404652500128e-09,1.2788829519193102e-09
1905,7.908941915957257e-05,1.1115815188946141e-08,1.7351867720449832e-09,1.2814636177590648e-09
1906,7.922538809777637e-05,1.1145442410257341e-08,1.972630868176038e-09,1.425817797162665e-09
1907,7.945486868266016e-05,1.1127640142660766e-08,1.9789566652050894e-09,1.3330127874538228e-09
1908,7.958255965994405e-05,1.1191250466018637e-08,1.944758814304797e-09,1.202970318597047e-09
1909,7.977963936614938e-05,1.1126452267465733e-08,1.993040177339367e-09,1.3787499316845038e-09
1910,7.863821623946674e-05,1.1429004028887642e-08,1.6960916480814247e-09,1.476731871706351e-09
1911,7.870872754470579e-05,1.160025053792424e-08,1.4879359649151119e-09,1.4122883735494846e-09
1912,7.819186118597697e-05,1.1766178761466302e-08,1.339888374854833e-09,1.4455376498975374e-09
1913,7.751055298805503e-05,1.217714627545417e-08,1.2726532684835335e-09,1.3999028682297266e-09
1914,7.692834852995085e-05,1.2640427498362378e-08,1.3160311412058994e-09,1.604331604073853e-09
1915,7.735167309874669e-05,1.2794129819074636e-08,1.5024284356306745e-09,1.5374847585545938e-09
1916,7.759615774765345e-05,1.358222626432085e-08,1.697030183045456e-09,1.718503863022493e-09
1917,7.869053869009284e-05,1.4055987865698886e-08,1.825023925634233e-09,1.8621899419305317e-09
1918,7.92695749883673e-05,1.4621953425830725e-08,1.7172235538304952e-09,2.2253166928213173e-09
1919,7.990336390711101e-05,1.5181052478599862e-08,1.7145148634156726e-09,2.4210717240537504e-09
1920,8.014086363670816e-05,1.5028457081963812e-08,1.587458521777409e-09,2.5743198525266362e-09
1921,8.044657235067072e-05,1.4571053823837182e-08,1.648205897161351e-09,2.6193293724473067e-09
1922,7.915694212507722e-05,1.4654752205396043e-08,1.6346993044916554e-09,2.628514802641543e-09
1923,7.890980383048632e-05,1.4687592475581823e-08,1.6813615658480989e-09,2.4604997087404203e-09
1924,7.747431560086884e-05,1.443458089564079e-08,1.534610335632688e-09,2.467149500568715e-09
1925,7.628192335167634e-05,1.4169708581083081e-08,1.6668700308919426e-09,2.116252411405688e-09
1926,7.545925784922604e-05,1.4196833803785985e-08,1.7801938415448352e-09,2.093976135343821e-09
1927,7.526550741334046e-05,1.4639130669585093e-08,1.800615831041138e-09,2.223920571507522e-09
1928,7.41963813197799e-05,1.4661045583912774e-08,1.6738640315086935e-09,2.2059140863157315e-09
1929,7.439555546235559e-05,1.4197787072995588e-08,1.8369238194030198e-09,2.4897303583872242e-09
1930,7.327896725785519e-05,1.389122049135137e-08,1.60743305967413e-09,2.4182560398600117e-09
1931,7.397128501906991e-05,1.3919465580158885e-08,1.7756999997382244e-09,2.6082607502380436e-09
1932,7.402596280111798e-05,1.373790719278694e-08,1.8070001051029294e-09,3.014024363423573e-09
1933,7.419391996726128e-05,1.325167252121316e-08,1.9028432797694806e-09,2.9255070429659978e-09
1934,7.401631799958912e-05,1.3202965831737856e-08,2.103431143548765e-09,2.8302254508259595e-09
1935,7.461353587651891e-05,1.313024825374701e-08,2.232067911453076e-09,2.77756062594392e-09
1936,7.415986952504941e-05,1.3748718608042054e-08,2.5184304007299018e-09,2.6661119343986327e-09
1937,7.373827559474324e-05,1.3194131120997099e-08,2.9834537380273626e-09,2.6855894333773935e-09
1938,7.211554475361481e-05,1.3409539003004868e-08,3.364729637768603e-09,2.251767439176433e-09
1939,7.153110241883301e-05,1.43509951858586e-08,3.629930007369759e-09,2.20585327781464e-09
1940,7.084768731147051e-05,1.5138571792964025e-08,3.6745737881054605e-09,2.3947522060601453e-09
1941,7.049887166691146e-05,1.5767091505430083e-08,3.723655637801114e-09,2.6419947816793054e-09
1942,7.044756681092881e-05,1.7265687419459093e-08,4.134876282638597e-09,2.9482118333947126e-09
1943,7.120493683032691e-05,1.8047721412577696e-08,3.937367511395808e-09,3.2557808512681927e-09
1944,7.260643802250602e-05,2.00246288122636e-08,3.802234210021587e-09,3.4952264574680416e-09
1945,7.422323583991133e-05,2.0128214269935337e-08,3.856939022130388e-09,3.806230568821028e-09
1946,7.474241075604888e-05,1.9243259049720303e-08,3.5822423123071142e-09,3.738600762304145e-09
1947,7.591676070920325e-05,1.93904289450383e-08,3.5576812289812257e-09,3.679010144149889e-09
1948,7.658483601907002e-05,1.9392293358423884e-08,3.581981251293038e-09,3.6023815676498673e-09
1949,7.767469027645088e-05,1.877680347714009e-08,3.2507896691973723e-09,3.6757307039384355e-09
1950,7.749819113606853e-05,1.8312547795622843e-08,3.2311225124053475e-09,3.4980370029152094e-09
1951,7.679048888218989e-05,1.7212567752064193e-08,2.969555506255566e-09,3.612254812728517e-09
1952,7.674508274898731e-05,1.7147246797069978e-08,2.689297150050761e-09,3.811258166207056e-09
1953,7.73929464880244e-05,1.7866893996045163e-08,2.689526775892911e-09,4.102712328598759e-09
1954,7.684012754387888e-05,1.777258594261509e-08,2.5804374668782414e-09,4.339964958839053e-09
1955,7.713838671666704e-05,1.8116044283747864e-08,2.4744167508623197e-09,4.505589076434344e-09
1956,7.622702833032236e-05,1.7889493061521274e-08,2.285295111878075e-09,4.425011119429152e-09
1957,7.675088896316343e-05,1.7704479660096695e-08,2.0664103127034294e-09,4.397067249988546e-09
1958,7.745363940817438e-05,1.7871909412698576e-08,2.120366311102779e-09,4.287233774340799e-09
1959,7.799149586519758e-05,1.769968501922189e-08,2.1919569175616563e-09,4.044507554265156e-09
1960,7.829928966072788e-05,1.7710088126169206e-08,2.306788014573767e-09,3.778080705428368e-09
1961,7.895572967494704e-05,1.7181282301643412e-08,2.407153413105537e-09,3.448013779256647e-09
1962,7.895319972054235e-05,1.613168214882015e-08,2.4394320690441465e-09,3.1603599102782353e-09
1963,7.943675882415846e-05,1.577498132121491e-08,2.643470093615414e-09,3.0106656532881614e-09
1964,7.905406424210273e-05,1.5404186624680605e-08,2.694368125436394e-09,2.9213826913121466e-09
1965,7.908389255005334e-05,1.501912029665066e-08,2.6819922790569504e-09,2.8618157367686437e-09
1966,7.868731751971479e-05,1.5055324225394477e-08,2.4828129710893367e-09,2.8032455087359918e-09
1967,7.808045484125614e-05,1.4506162366550207e-08,2.6005671267219962e-09,2.7282887060664507e-09
1968,7.780463576117265e-05,1.457030382060306e-08,2.7001895005643715e-09,2.7183136693967722e-09
1969,7.68120402686431e-05,1.430247653644301e-08,2.982936659583808e-09,2.642388181277917e-09
1970,7.5256046589597e-05,1.4113172218190227e-08,3.190744208530256e-09,2.66490166441916e-09
1971,7.411433658229985e-05,1.3790942356349336e-08,3.377271192864636e-09,2.6813615454963316e-09
1972,7.224701922885808e-05,1.372054685739548e-08,3.6865984550818862e-09,2.440124166217369e-09
1973,7.021285377309791e-05,1.3480825344913683e-08,3.888439062801499e-09,2.3327903735698943e-09
1974,6.843971953328167e-05,1.3067902315810898e-08,4.18880365314424e-09,2.33540180844776e-09
1975,6.627887134007844e-05,1.2632096511668221e-08,4.048908319731481e-09,2.299651770597068e-09
1976,6.498686499461266e-05,1.263499895186117e-08,4.2492191987264505e-09,2.1041263493464565e-09
1977,6.398246581998787e-05,1.2409387803050516e-08,4.454047480046646e-09,1.866311169099585e-09
1978,6.288169138965063e-05,1.2359935931881085e-08,4.826700372717596e-09,1.8949556527100444e-09
1979,6.218955240910873e-05,1.183677486186038e-08,4.707384513937183e-09,1.9283927470732057e-09
1980,6.178889140885855e-05,1.1458585826216807e-08,4.7660498405020596e-09,1.9917393131610848e-09
1981,6.140087082582925e-05,1.1248745427191612e-08,4.575907589351605e-09,1.8834794359077834e-09
1982,6.099250666531069e-05,1.1232347877207109e-08,4.996598563471772e-09,1.7916478142357813e-09
1983,6.099410113945071e-05,1.0763370512328102e-08,5.109598331744434e-09,1.9215186743336078e-09
1984,6.0977013033282545e-05,1.0165628592874652e-08,5.092119043886052e-09,1.948726798975794e-09
1985,6.096317520132288e-05,9.536747264909146e-09,5.297809746451776e-09,1.771467686825393e-09
1986,6.06986546439917e-05,9.121016703821688e-09,5.359581001229685e-09,1.6621503380014652e-09
1987,6.0668978091728475e-05,8.627617350701452e-09,5.0035815808107435e-09,1.5156552520981644e-09
1988,6.0770296840928495e-05,8.158776384651186e-09,4.529032339638052e-09,1.4419933818438884e-09
1989,6.110408763301425e-05,7.299121307369205e-09,4.029450344817625e-09,1.3815752510280633e-09
1990,6.089498388714024e-05,7.150208552226494e-09,3.5294696530487256e-09,1.2216044525154806e-09
1991,6.089112659018221e-05,6.7164409906743975e-09,3.076426240739798e-09,1.1711063071676416e-09
1992,6.088754162192345e-05,6.818304016625072e-09,2.209378188336838e-09,1.1310977710010661e-09
1993,6.13336794361073e-05,6.784636217917393e-09,1.8195965369370371e-09,1.0881454705545325e-09
1994,6.161163868715189e-05,6.400839477497097e-09,1.7217322329748136e-09,9.65190324489892e-10
1995,6.212392846854138e-05,6.333204754278248e-09,1.6958952813490263e-09,8.85534931097506e-10
1996,6.260382048951994e-05,6.323768175775513e-09,1.5106914132344075e-09,8.466753171581282e-10
1997,6.304283306235448e-05,5.999808649903571e-09,1.2850472432189365e-09,8.20691260981578e-10
1998,6.307610601652414e-05,5.962371358541369e-09,1.000431666080865e-09,7.473211890588313e-10
1999,6.37139258157861e-05,5.451575000949203e-09,1.07342204172919e-09,7.330232928584987e-10
2000,6.401986632096981e-05,5.3419252513517026e-09,1.0939263859834269e-09,7.001576937274276e-10
2001,6.407797523674421e-05,5.109962040807301e-09,1.1167592168475388e-09,6.953162886727934e-10
2002,6.393096347372713e-05,4.820097400580283e-09,1.1104561793904922e-09,6.115406673120763e-10
2003,6.40938472185683e-05,4.603169274324565e-09,1.0663630613448406e-09,5.416568622201063e-10
2004,6.440257129725069e-05,4.283905611198893e-09,9.248772739730729e-10,5.16633529607751e-10
2005,6.479699784124802e-05,4.135498039253045e-09,9.706306671107357e-10,4.871622549806887e-10
2006,6.456340530088969e-05,4.059131824314071e-09,8.021232289490143e-10,4.1931660524748994e-10
2007,6.398563761779639e-05,3.5611070917492984e-09,7.107562752636401e-10,3.5770638038913813e-10
2008,6.318299659012285e-05,3.3212322416074714e-09,5.700979331470433e-10,3.40288004123985e-10
2009,6.293916469855634e-05,3.0347647886738318e-09,4.939655946183714e-10,4.0642510785409465e-10
2010,6.300003432053407e-05,2.8267313886435173e-09,4.69977253542935e-10,4.5326031023711673e-10
2011,6.177339309942909e-05,2.5223007492160475e-09,4.136569509546487e-10,4.2560268404783537e-10
2012,6.07603282592858e-05,2.206111864617404e-09,3.3638704222920575e-10,3.7777307274452655e-10
2013,6.064623188909276e-05,1.922810640867364e-09,2.8181925543213637e-10,3.530624661677148e-10
2014,6.033447425579652e-05,1.8134639187142705e-09,2.901538265606288e-10,4.095300745346872e-10
2015,6.0670587637494986e-05,1.7243665384469864e-09,2.8013003325729914e-10,3.4617671180022947e-10
2016,6.035934140007677e-05,1.5320558948468082e-09,2.783748975379982e-10,2.6749367552330357e-10
2017,5.9338777646189556e-05,1.3861967314750718e-09,2.865610168138281e-10,2.2132792531585435e-10
2018,5.9767725178971884e-05,1.3124708653222683e-09,3.3087450834745624e-10,2.2659737627939158e-10
2019,6.0278436649241485e-05,1.2200747911972343e-09,3.5752463142801894e-10,2.36522967010655e-10
