ngram,principle,principl,principel,priniple
1774,9.118493887529309e-05,2.196562043366157e-08,1.4414607919986468e-08,0.0
1775,9.16026983759366e-05,1.6807671952636027e-08,1.4414607919986468e-08,0.0
1776,9.16485847223417e-05,1.34275222052338e-08,1.4414607919986468e-08,0.0
1777,9.485480924403029e-05,1.9263622823879293e-08,0.0,0.0
1778,9.06251568397108e-05,1.9263622823879293e-08,0.0,0.0
1779,9.318936853170661e-05,1.662754099486717e-08,2.5616857206906776e-09,0.0
1780,9.451882423101259e-05,1.37862995939843e-08,2.5616857206906776e-09,0.0
1781,9.636969272313374e-05,1.761133334403959e-08,2.5616857206906776e-09,0.0
1782,0.00010297625496085467,1.9038911146042536e-08,2.5616857206906776e-09,0.0
1783,0.00010672959303649674,2.0675739723482626e-08,2.5616857206906776e-09,0.0
1784,0.00010830583674500563,1.9833055325031116e-08,8.578529074400518e-08,1.664472115692206e-09
1785,0.00011699628313570949,2.3069300120986165e-08,8.740341314198271e-08,1.664472115692206e-09
1786,0.00011288279451296798,2.8429693393101322e-08,8.484172742129203e-08,1.664472115692206e-09
1787,0.00011777296978315073,2.9947977811925086e-08,8.484172742129203e-08,1.664472115692206e-09
1788,0.00012173243054089003,3.396225649916167e-08,1.0182690436875776e-07,1.664472115692206e-09
1789,0.00012573739409812594,3.8953068072698575e-08,1.0299028918581143e-07,2.8278569327458823e-09
1790,0.00012751901626221037,3.7918415328265705e-08,1.0299028918581143e-07,2.8278569327458823e-09
1791,0.0001308752564779882,3.9440796787256916e-08,2.3024583002089523e-08,1.163384817053676e-09
1792,0.00013004968059249222,3.946933802012609e-08,2.1406460604112e-08,1.163384817053676e-09
1793,0.00013383281267514185,4.1997121716771546e-08,2.1406460604112e-08,1.163384817053676e-09
1794,0.00013210620610542328,4.3119624949992744e-08,2.1406460604112e-08,1.163384817053676e-09
1795,0.00013025318808753842,3.71068567618847e-08,4.421283656646275e-09,1.163384817053676e-09
1796,0.00012827005100137155,3.064426300016164e-08,3.257898839592599e-09,0.0
1797,0.00012409968725738248,2.8463564965315006e-08,3.824822490474032e-09,5.66923650881433e-10
1798,0.00012216621585789004,2.6577020711166758e-08,5.66923650881433e-10,1.1455803290110517e-09
1799,0.00012101651061259742,2.811839142477116e-08,5.66923650881433e-10,1.7463499218146288e-09
1800,0.00012133733460879219,2.5170181621498548e-08,5.66923650881433e-10,2.1580138311248577e-09
1801,0.00012205340837161722,2.3894977425291993e-08,5.66923650881433e-10,2.1580138311248577e-09
1802,0.0001206741331511044,2.7712081772181463e-08,5.66923650881433e-10,2.5921406291270645e-09
1803,0.00011929870275447943,3.3291595765864e-08,3.374923324932817e-09,4.698140321224287e-09
1804,0.00012134430497618658,3.856437683477257e-08,3.4181547750985632e-09,5.0464493219136236e-09
1805,0.00011939211357717536,4.432222385933723e-08,3.4181547750985632e-09,4.9871476472316905e-09
1806,0.00011770886339945719,4.416996876191856e-08,3.4181547750985632e-09,4.386378054428113e-09
1807,0.0001159780949819833,4.341442608587645e-08,3.4181547750985632e-09,4.183935372762246e-09
1808,0.00011410263375312622,4.275942368435283e-08,3.888881153609905e-09,4.6546617512735875e-09
1809,0.00012039524049864017,4.5257391992744745e-08,3.888881153609905e-09,4.401459768083831e-09
1810,0.00012092129847068074,4.249977208254612e-08,1.0808814795585216e-09,2.731335380090627e-09
1811,0.0001236125930777884,4.2187126173384315e-08,7.051103193386357e-10,1.8161027285198576e-09
1812,0.00012970980398157344,3.7051607496404615e-08,1.1825268383550532e-09,2.2515807631050068e-09
1813,0.0001328173290988031,3.8023108725074705e-08,1.57048564629138e-09,3.2214778146664814e-09
1814,0.0001399235043209046,3.948055393721006e-08,1.988401919307746e-09,4.2660054377918755e-09
1815,0.00014532084086178138,4.2021913060352745e-08,1.5176755407964038e-09,4.1815604788299405e-09
1816,0.00014351534108365222,3.977565045585964e-08,1.5176755407964038e-09,4.380981101702121e-09
1817,0.00014333733582004373,3.7536223018719284e-08,1.5176755407964038e-09,4.1164533686505985e-09
1818,0.00014099141117185354,3.538100758402964e-08,1.28329159996911e-09,4.653557951682176e-09
1819,0.0001374403343236606,3.403715937671288e-08,1.5573622708891272e-09,3.999319795968046e-09
1820,0.00013683992853787328,3.3865443021292256e-08,1.6115942548720697e-09,3.3242166162596375e-09
1821,0.00013285000126675835,3.156598385852963e-08,1.5793407534151323e-09,3.098901801834586e-09
1822,0.00013006622404126183,3.120519715642851e-08,1.7041096549747741e-09,3.7107715947623123e-09
1823,0.00012943217214862152,3.036650245543829e-08,2.4064234811176685e-09,3.751814478139945e-09
1824,0.00012988716272437678,3.136551158482754e-08,2.8087835311575914e-09,3.982826957127372e-09
1825,0.0001326035916073514,3.2491416541396186e-08,2.9354003355004058e-09,3.952189591467053e-09
1826,0.00013611889153253287,3.213863029673446e-08,2.8949026350691807e-09,4.125587681004715e-09
1827,0.00013961956886175488,3.04494854727214e-08,3.080135480004742e-09,3.830793809151649e-09
1828,0.0001447264990669542,2.9975636956740866e-08,2.8048020176260226e-09,3.4643356437515293e-09
1829,0.00014756016025785357,2.8951799941572583e-08,3.101678786825752e-09,2.9581043963539902e-09
1830,0.00015147926335755204,2.923219482348876e-08,2.7805831288268176e-09,2.917934243435687e-09
1831,0.0001557899938364114,2.9822545702781356e-08,2.5640123992230558e-09,3.4445207638559137e-09
1832,0.00015975735732354224,2.9696542114265867e-08,2.7779934305297414e-09,3.534099743010951e-09
1833,0.0001623878800143887,3.166763841631694e-08,2.3969169902850395e-09,3.8024111478510545e-09
1834,0.00016195228090509772,3.164080553119675e-08,1.7694933534302087e-09,3.968531535138351e-09
1835,0.00016170907266704098,3.245871305068704e-08,1.9105142547358257e-09,3.557905874680094e-09
1836,0.00016127615318899707,3.0944458678001345e-08,1.5639297634706395e-09,3.366230627577238e-09
1837,0.0001580069594118478,2.947947460743957e-08,1.2601530057538518e-09,3.99175077119602e-09
1838,0.00015592515618274256,2.8126799175457303e-08,1.6849696637954992e-09,3.7497359185932416e-09
1839,0.00015212848458239541,2.5840480993062035e-08,1.5717161302600653e-09,4.06306693052321e-09
1840,0.00014919099547634168,2.4169321528282646e-08,1.9220767596575936e-09,3.6231064180571236e-09
1841,0.00014792447369213084,2.4350358935570123e-08,2.4119200367092984e-09,3.806874085806758e-09
1842,0.00014567082481724874,2.4738523864341133e-08,2.4038315861650362e-09,3.859601083178177e-09
1843,0.00014575596807324992,2.623309138170628e-08,2.5254939964699676e-09,3.8872290148666315e-09
1844,0.00014546082820743322,2.5967295361592083e-08,2.7151840141316696e-09,3.882233582227659e-09
1845,0.0001455654897394457,2.5039948781113708e-08,2.1713168009616724e-09,3.929428274826055e-09
1846,0.000147333275110993,2.5779064470400825e-08,2.2700750089223375e-09,3.802697077860882e-09
1847,0.00014624469622503966,2.5257480932136137e-08,1.832223190627908e-09,3.863986020036236e-09
1848,0.00014648344534050141,2.4291869087684452e-08,1.506442930716239e-09,3.787536348046469e-09
1849,0.00014697843497352942,2.3280388156925776e-08,1.370660244034586e-09,4.2358126212909446e-09
1850,0.00014805141628520296,2.397301861784789e-08,1.2688764721475415e-09,4.38263904532578e-09
1851,0.0001485659512192277,2.394174610945551e-08,1.2803166225618311e-09,3.845182109226844e-09
1852,0.0001470959500043786,2.6261613835946004e-08,1.668632010343174e-09,3.4649866785331695e-09
1853,0.0001451042023420866,2.750304492086083e-08,1.8251228940867138e-09,2.8753780309135178e-09
1854,0.00014329663411315,2.7351361556579183e-08,1.7342066195778573e-09,2.9662619662116997e-09
1855,0.0001424349133490718,2.849336360506121e-08,1.622645351417873e-09,2.9553323280647905e-09
1856,0.00013974295247213116,2.8660632470486495e-08,2.210949518704248e-09,2.501171682465854e-09
1857,0.00013620855211878994,2.7236896420796645e-08,2.741754616992458e-09,2.5559491031604662e-09
1858,0.00013286249096771435,2.7175708794402453e-08,2.9240111443229466e-09,2.6676983162181908e-09
1859,0.0001296130774010505,2.4191150923716772e-08,2.5298863797524565e-09,2.557484890530759e-09
1860,0.00012634968464096476,2.388891395810333e-08,2.352269030352667e-09,2.7914139888451928e-09
1861,0.00012408218546105281,2.3814064117492047e-08,2.4831968544905945e-09,2.6758173137559585e-09
1862,0.00012044557141572503,2.26719960900417e-08,3.1550326478375315e-09,2.7476181964557e-09
1863,0.00011981422410047214,2.2114895058068995e-08,2.7456767018715513e-09,2.974542041250012e-09
1864,0.00011886700667673722,2.1757508810489005e-08,2.2141220285781013e-09,2.7276362755758653e-09
1865,0.00011749278201023117,2.147223275374342e-08,2.8589576737760224e-09,2.5938666452824624e-09
1866,0.000116838763850475,2.134717672471912e-08,3.1077056166546005e-09,2.748305678273206e-09
1867,0.0001175244345046979,1.969568914310977e-08,3.062004316767286e-09,2.667038875462221e-09
1868,0.00011712439923680254,1.8515824683009085e-08,2.958817698786983e-09,2.776235780948306e-09
1869,0.00011617172380543448,1.8215010579224e-08,2.353237810963955e-09,2.719027352477659e-09
1870,0.00011559083525623594,1.8498241541716912e-08,2.531411572423029e-09,2.7007481965110205e-09
1871,0.00011362853859152113,1.8149135654661156e-08,2.6401016452380433e-09,2.702209916145242e-09
1872,0.0001122206584633594,2.085859548576049e-08,1.698244735313738e-09,2.5466063543636406e-09
1873,0.00011064447504135646,2.1447621202850897e-08,1.622619927310609e-09,2.2264672724528876e-09
1874,0.00010758525916441743,2.0755484442247507e-08,1.6415301816254312e-09,2.1589526119239875e-09
1875,0.00010620470025709697,2.1355828470705418e-08,1.5826284806484482e-09,1.911410783618704e-09
1876,0.0001045735168320659,2.1501808968236802e-08,1.770526701440543e-09,1.6726415689013611e-09
1877,0.0001016301809743579,2.4137524360209487e-08,1.4457323354350698e-09,1.445417424639217e-09
1878,9.963962864795966e-05,2.5514883285536272e-08,1.3517081025910776e-09,1.3065264148348632e-09
1879,9.965135957047875e-05,2.2335076645317387e-08,1.5370394084485944e-09,1.124605888572613e-09
1880,9.92006846770112e-05,2.1838482006890965e-08,1.5989670460696865e-09,1.3096818510646306e-09
1881,9.909680167246344e-05,2.1650685308064307e-08,1.5733068102287616e-09,1.2208904324026042e-09
1882,9.766549088193901e-05,2.1132832246044993e-08,1.5826000351485244e-09,1.3444110864251663e-09
1883,9.785487262498853e-05,2.003709668027146e-08,1.5329251836147607e-09,1.5309375037527877e-09
1884,9.733876504469663e-05,2.051649935655827e-08,1.606694840664399e-09,1.4038786641127184e-09
1885,9.664118052959176e-05,1.8643783786639493e-08,1.6719784287236701e-09,1.4328768964994814e-09
1886,9.361013716053484e-05,1.903069460748189e-08,1.4331947454212672e-09,1.6040216298053777e-09
1887,9.280168264272756e-05,1.9423509404045295e-08,1.3306523581414963e-09,1.4238300697197052e-09
1888,9.10024214785413e-05,2.0837608590998765e-08,1.5641787627045695e-09,1.4234563845099452e-09
1889,9.020858124131337e-05,2.0241442934475018e-08,2.010300140639235e-09,1.3087277452226788e-09
