ngram,night,nght
1609,0.00022595475145083453,1.1243689154330891e-07
1610,0.00023334050326541598,1.1243689154330891e-07
1611,0.00023419981568752388,1.1243689154330891e-07
1612,0.000205007846359097,0.0
1613,0.00018119117781420106,0.0
1614,0.00020551357114787346,0.0
1615,0.000181522430336502,0.0
1616,0.00017414539511914233,0.0
1617,0.0001633605341859428,1.2354133462265183e-07
1618,0.00015629841696604023,2.2201847319333217e-07
1619,0.00018552903618131365,3.3455297300731347e-07
1620,0.00020354921538715383,3.3455297300731347e-07
1621,0.00018231285711018636,3.3455297300731347e-07
1622,0.00017431570449844003,3.3455297300731347e-07
1623,0.00018025064075897847,3.3455297300731347e-07
1624,0.00018074417104279355,2.1101163838466164e-07
1625,0.00021919387030980682,1.1253449981398132e-07
1626,0.00019828125680630495,0.0
1627,0.00018377236743357832,0.0
1628,0.00016986110858852044,6.55116260921724e-08
1629,0.00017746927187545225,6.55116260921724e-08
1630,0.00015901407875519778,6.55116260921724e-08
1631,0.00015405417486493076,1.2219161200326717e-07
1632,0.00012232053891888687,1.2219161200326717e-07
1633,0.00011690283385438047,1.2219161200326717e-07
1634,0.00014279989825029458,1.2219161200326717e-07
1635,0.00015452106890734285,2.2131941282818195e-07
1636,0.0001559180933067442,2.2131941282818195e-07
1637,0.00018211906717624515,2.2131941282818195e-07
1638,0.00017781163166676248,1.6463942691708716e-07
1639,0.00017870683638778116,1.6463942691708716e-07
1640,0.00017167957204427303,2.6744748181174926e-07
1641,0.00013931289452427466,2.6744748181174926e-07
1642,0.00013103621417290663,2.10757889362867e-07
1643,0.00012444700613351806,2.10757889362867e-07
1644,0.00010807285018797432,2.10757889362867e-07
1645,0.00010602646735995742,3.5810837419246256e-07
1646,0.00010207321611233056,3.5810837419246256e-07
1647,0.00012093630357412621,2.553003192978005e-07
1648,0.00012262721221694456,2.553003192978005e-07
1649,0.00012462424014561942,1.4735048482959557e-07
1650,0.00014503682593515675,1.9127062143655037e-07
1651,0.00014239943266147748,1.9127062143655037e-07
1652,0.000153089952488829,4.392013660695479e-08
1653,0.00015572071008916412,4.392013660695479e-08
1654,0.00014560495661239007,4.392013660695479e-08
1655,0.00015201194141159898,4.392013660695479e-08
1656,0.00014707621241021634,8.922746782705612e-08
1657,0.00013281377635264237,4.530733122010133e-08
1658,0.00013604707679145837,9.892296556504984e-08
1659,0.0001326521939647916,9.892296556504984e-08
1660,0.00014460215295132781,9.892296556504984e-08
1661,0.00016227256855927408,9.892296556504984e-08
1662,0.0002155153633793816,9.892296556504984e-08
1663,0.00025426394547269283,1.1931061294490064e-07
1664,0.0002665800005031217,1.1931061294490064e-07
1665,0.0002685954199738002,6.569497859995213e-08
1666,0.00027755355819993256,6.569497859995213e-08
1667,0.00026990870953471003,6.569497859995213e-08
1668,0.00025630539831971485,6.569497859995213e-08
1669,0.0002136337466903829,6.569497859995213e-08
1670,0.00018161966831290295,7.729833636663638e-08
1671,0.00016903533625216887,7.729833636663638e-08
1672,0.00015467022707785612,7.729833636663638e-08
1673,0.00014415224203340976,7.729833636663638e-08
1674,0.00013899733312427998,7.729833636663638e-08
1675,0.0001317928815426837,7.729833636663638e-08
1676,0.00011480286567738014,7.729833636663638e-08
1677,0.00011277838244235941,0.0
1678,0.00010696768211866064,0.0
1679,0.00011194882972631603,0.0
1680,0.00010010524316125416,1.8101928844771464e-08
1681,0.00010085749090649188,1.8101928844771464e-08
1682,0.00010182345743357603,3.8262961814845246e-08
1683,0.0001018505250353233,3.8262961814845246e-08
1684,9.910464827303908e-05,9.670612095240877e-08
1685,9.818129391143364e-05,9.670612095240877e-08
1686,9.53229796972924e-05,1.243353275575438e-07
1687,9.219925466043475e-05,1.0623339871277235e-07
1688,8.877075275190041e-05,1.0623339871277235e-07
1689,7.967079363879748e-05,8.607236574269856e-08
1690,7.503977134807169e-05,8.607236574269856e-08
1691,7.830960021237843e-05,7.656131271817555e-08
1692,7.586065631975154e-05,7.656131271817555e-08
1693,7.079289779150193e-05,4.893210611304052e-08
1694,7.271901163871266e-05,4.893210611304052e-08
1695,6.696178076838675e-05,4.893210611304052e-08
1696,6.956955257919617e-05,4.893210611304052e-08
1697,7.58668284106534e-05,5.6279180934585126e-08
1698,6.514336876404871e-05,7.347074821544603e-09
1699,6.190192496952867e-05,2.041661519212669e-08
1700,6.51964837743435e-05,4.641232058994709e-08
1701,6.44768972831246e-05,4.641232058994709e-08
1702,6.250585023995623e-05,4.641232058994709e-08
1703,5.6438498826797255e-05,5.745353044111263e-08
1704,4.957744386047125e-05,5.8768222288563265e-08
1705,5.084413403112974e-05,6.792602696188104e-08
1706,5.4774339722436185e-05,5.485648659129895e-08
1707,4.7085209059462484e-05,2.8860781193478554e-08
1708,4.3132751670782454e-05,5.779838322236433e-08
1709,4.316199478385637e-05,8.184841553721916e-08
1710,4.3413880121079274e-05,8.802222899768302e-08
1711,3.798873798846866e-05,7.936046232868779e-08
1712,3.4669181591847776e-05,7.020265765537001e-08
1713,3.0393654794482116e-05,7.020265765537001e-08
1714,3.2495597354552175e-05,7.020265765537001e-08
1715,3.2593781205443e-05,4.126505562648422e-08
1716,3.398389292539962e-05,3.492493963871571e-08
1717,3.585290609667676e-05,4.06341322494492e-08
1718,4.213235843053553e-05,4.06341322494492e-08
1719,3.977641920625631e-05,5.3803874371689224e-08
1720,4.428195981225664e-05,5.3803874371689224e-08
1721,4.694771736727229e-05,6.256393244744426e-08
1722,5.168669382068661e-05,6.256393244744426e-08
1723,5.4976206748896015e-05,5.1029192300282896e-08
1724,5.375031443171403e-05,2.810497637792001e-08
1725,5.19385147137135e-05,4.2810882458102894e-08
1726,5.53001300431788e-05,4.2416136381007163e-08
1727,5.176644741108508e-05,4.2416136381007163e-08
1728,5.045809822539533e-05,3.3656078305252124e-08
1729,4.828404520854487e-05,4.002805502929212e-08
1730,5.433035247343858e-05,3.385287884936718e-08
1731,5.361904394313959e-05,3.385287884936718e-08
1732,5.374943689925463e-05,1.9146972769184297e-08
1733,5.335792073830297e-05,6.371976724039996e-09
1734,5.486167875850307e-05,2.701890317829176e-08
1735,5.6977244509783175e-05,3.9952755262869944e-08
1736,5.796771334384435e-05,4.4605428684008075e-08
1737,5.151065852260217e-05,5.844868512992564e-08
1738,5.441358682998855e-05,6.394050140150804e-08
1739,5.876854733547329e-05,7.686416734843857e-08
1740,6.099097559594416e-05,7.686416734843857e-08
1741,6.394227343012712e-05,6.215859167062782e-08
1742,7.463702214798624e-05,5.5602111867106685e-08
1743,7.692018334637396e-05,4.457746172192856e-08
1744,8.885857148145857e-05,3.073420527601099e-08
1745,9.148741498522992e-05,2.5242389004428593e-08
1746,9.189405890148399e-05,1.2318723057498054e-08
1747,9.792312422567713e-05,2.0637026563820526e-08
1748,9.703862867484401e-05,2.197513942243339e-08
1749,8.93944057419763e-05,1.5597767141376347e-08
1750,9.458950808038935e-05,1.5597767141376347e-08
1751,9.053927039661045e-05,2.2736044412243117e-08
1752,9.456799619199176e-05,3.8330405008732016e-08
1753,0.00010004330293408461,3.8330405008732016e-08
1754,0.00010161338910360687,3.838023892350455e-08
1755,0.00011675434715081272,3.495408305655344e-08
1756,0.00012740177563890548,5.316690529103393e-08
1757,0.00013734352666818137,6.839252161431172e-08
1758,0.00013685695947580307,6.746941392878267e-08
1759,0.00014093667310329953,7.274782274992373e-08
1760,0.0001407456085351961,7.807055674951308e-08
1761,0.00014178912325795473,8.635582357133639e-08
1762,0.00014242598159138912,8.786767986228889e-08
1763,0.0001427968787278847,6.96548576278084e-08
1764,0.00014261776543987383,5.723992099352212e-08
1765,0.00015390001291442395,6.576179347104829e-08
1766,0.00015775289648445323,5.849323260674412e-08
1767,0.0001650402690367108,6.200400548550533e-08
1768,0.00017370072185128395,6.144387652641723e-08
1769,0.00017029899338792478,6.826375096937096e-08
1770,0.00017564660187677613,7.402959413736556e-08
1771,0.0001773308072837868,7.385155826560614e-08
1772,0.00017374482246980603,6.43866798607665e-08
1773,0.000175852796279027,6.116323473090038e-08
1774,0.0001714029411752043,5.5002190992224446e-08
1775,0.000172201354871504,4.179760486928379e-08
1776,0.00018579432175361684,3.774967487808161e-08
1777,0.00019363724069470272,3.490188201940977e-08
1778,0.00019001836855230586,4.617495642987381e-08
1779,0.00018478297819716057,4.6026164213230913e-08
1780,0.00018148412553793087,3.564540078977123e-08
1781,0.0001884484143894432,5.018558977911068e-08
1782,0.00019130072905682027,7.103636891412992e-08
1783,0.00018380939270303185,7.159765656540782e-08
1784,0.0001700841634634084,7.034407837177728e-08
1785,0.0001718114924317758,6.614709427818103e-08
1786,0.00017073484819515476,7.308460719152826e-08
1787,0.00017776656646414528,8.339774014233723e-08
1788,0.00017421141923737844,7.925060874214296e-08
1789,0.00017042171384673566,7.179852788498562e-08
1790,0.00016688902022516622,6.97292223961199e-08
1791,0.00017002525523171892,8.761214230292223e-08
1792,0.00017403185691884055,9.096255228411922e-08
1793,0.00017969714826904237,8.974791094422991e-08
1794,0.00017794954016738172,8.741866253103581e-08
1795,0.00017760291354664202,8.165931879895133e-08
1796,0.0001821081095840782,7.295722426192697e-08
1797,0.00019126822215704515,7.369814117704923e-08
1798,0.0001944871390670804,6.34092560046286e-08
1799,0.00019154756072176888,5.635780756360223e-08
1800,0.00019242185226175934,4.756988403187279e-08
1801,0.000192939187400043,4.840846859873896e-08
1802,0.00019817503094340542,4.631181330491277e-08
1803,0.00019689875313945646,4.258752005016829e-08
1804,0.00019010400241573473,3.9488598042274655e-08
1805,0.00019178210641257465,3.62026738745921e-08
1806,0.0001937377798770155,3.484887984533154e-08
1807,0.00019747821871923015,3.571965758096342e-08
1808,0.00019750350786905204,3.113372594652576e-08
1809,0.0001963326649274677,3.2980272227486496e-08
1810,0.00019488580333667675,3.434977610286946e-08
1811,0.00019450444129428694,3.3828833575658534e-08
1812,0.00019260535814932415,3.286912431121891e-08
1813,0.0001915921436323385,3.5586440207323126e-08
1814,0.00019030814499793841,3.767233839166043e-08
1815,0.00019007672796890671,3.6526052278012296e-08
1816,0.00018698909220152667,3.403412967324064e-08
1817,0.00019304833923732595,3.1031144637998816e-08
1818,0.00019982909933397814,3.068266402855053e-08
1819,0.00020116404630243778,2.9126631773124245e-08
1820,0.00020376532172252025,2.4408558983525708e-08
1821,0.00020597215500726764,2.260741993609372e-08
1822,0.00020845613367522934,2.3509773429606995e-08
1823,0.00021220115844958594,2.23167346190069e-08
1824,0.0002091976285945358,2.4515176682322297e-08
1825,0.00020418737715642367,2.4278934418475728e-08
1826,0.00020188817039265165,2.5325026393423807e-08
1827,0.0002003456008554037,2.6645564738763435e-08
1828,0.00019895804663454847,2.652092894501428e-08
1829,0.00019129929257490273,2.7588072017335563e-08
1830,0.00019290933518537452,2.9649324519352505e-08
1831,0.00019057423716211424,3.079704339167425e-08
1832,0.00019107361731585115,3.137819934043559e-08
1833,0.00019193141945704286,3.042183140321088e-08
1834,0.0001918907052770789,2.9770556052101582e-08
1835,0.00019335657998453826,3.003267146084454e-08
1836,0.0002018598752329126,2.9626716572092197e-08
1837,0.00020106160289807512,2.6982248308676e-08
1838,0.00020331290891460543,2.553015931994196e-08
1839,0.0002053837794976841,2.5951562169065515e-08
1840,0.0002076324765636985,2.716691278286427e-08
1841,0.00020921635067289962,3.014248990090047e-08
1842,0.00020848685276827643,3.0683342089332655e-08
1843,0.00020706648813627128,3.042304237104483e-08
1844,0.00020771711466035673,3.2376734182548716e-08
1845,0.00020825787838215807,3.2526424728221825e-08
1846,0.00020670632407667914,3.188035283382565e-08
1847,0.00020734627365267703,3.3724432516432246e-08
1848,0.00020577302036274756,3.4973346885180945e-08
1849,0.0002066786983050406,3.881965225462279e-08
1850,0.00020806051075591573,4.187893460587995e-08
1851,0.00020805460059948797,4.535521317247263e-08
1852,0.00020770232783563967,4.952771450104722e-08
1853,0.0002095788950100541,5.266559658220363e-08
1854,0.00021055729303043336,5.328136712786805e-08
1855,0.00021244015078991652,5.329471974846456e-08
1856,0.00021243345483006642,5.3060745638536643e-08
1857,0.00021237337412977858,5.542735185112438e-08
1858,0.00021122478938195854,5.302744554569472e-08
1859,0.0002118570326794205,5.183426056630326e-08
1860,0.00021209946135059,5.334782926524895e-08
1861,0.00021305029596468166,5.2000677795506686e-08
1862,0.00021635938485685204,5.263101192960156e-08
1863,0.0002197537583664858,5.34806215820741e-08
1864,0.0002195119658218963,5.143193452080855e-08
1865,0.00022180519382735447,5.459196929434386e-08
1866,0.00022112672325290208,5.486210749186934e-08
1867,0.00021889523902375783,5.78807762354115e-08
1868,0.00021601377271248827,5.998264386773502e-08
1869,0.00021484421033944403,6.145101443572848e-08
1870,0.00020981024551604475,6.053050226130705e-08
1871,0.00020712962681760212,5.856218418135281e-08
1872,0.0002042310536905591,5.597266142639715e-08
1873,0.00020119830566857542,5.527845762084585e-08
1874,0.0001994123324818377,5.235249947840462e-08
1875,0.00019623118610720018,5.2960634227312246e-08
1876,0.00019215257114930346,5.123639823523263e-08
1877,0.0001928134713255401,5.2226134528154944e-08
1878,0.00019242779360086258,5.433396615168411e-08
1879,0.0001920526535416554,5.663903936335503e-08
1880,0.00019289566677928503,5.9415419631899824e-08
1881,0.00019333722177959447,5.982989037534026e-08
1882,0.00019423716834613254,6.103296610961349e-08
1883,0.00019290123184743737,6.302413778160241e-08
1884,0.00019180330023768226,6.213697848319758e-08
1885,0.0001914178387128881,6.165672924599416e-08
1886,0.0001907179518769096,6.101906484851887e-08
1887,0.0001898451238438221,6.241447232062975e-08
1888,0.0001896924472280911,6.318492801986914e-08
1889,0.00018940192239824682,6.069891510053691e-08
1890,0.0001898811959628282,5.623689196860531e-08
1891,0.00018894043958945467,5.441062457732317e-08
1892,0.0001879863391098167,5.30929357621192e-08
1893,0.0001870387329420607,5.094084849182374e-08
1894,0.0001850440603448078,4.568639003618305e-08
1895,0.00018310177464237704,4.19516210976261e-08
1896,0.00018517577804491987,4.02121236626434e-08
1897,0.00018563142969339554,4.065566270940378e-08
1898,0.0001839822278790442,4.225119454304149e-08
1899,0.0001826416202155607,4.2295224846254446e-08
1900,0.00018031622624091272,4.32401954242323e-08
1901,0.00017924265245840485,4.411109547472084e-08
1902,0.00017616702617877827,4.803711206591288e-08
1903,0.0001691810674466459,4.974317998776964e-08
1904,0.00016385562984006747,5.077971008761649e-08
1905,0.00016083842118470265,5.144836074626775e-08
1906,0.0001578274989567165,5.199453413849499e-08
1907,0.0001558939485611128,5.285176639193066e-08
1908,0.00015229546988848597,5.517162447534117e-08
1909,0.00015074724173505923,5.4018483654415054e-08
1910,0.00014879834530542472,5.486305454383e-08
1911,0.00014678671141155064,5.576073596509039e-08
1912,0.00014396305778063834,5.4806297405158537e-08
1913,0.00014183349308690855,5.716870431017794e-08
1914,0.00013941126027410583,5.729715165817392e-08
1915,0.0001382054470013827,5.5582773939022445e-08
1916,0.0001366912162796195,5.452929231962246e-08
1917,0.0001360687622634162,5.27429488020711e-08
1918,0.000134527323617866,5.2824840882489555e-08
1919,0.00013433072724313076,5.241084264996841e-08
1920,0.00013488708230267678,4.710462978404653e-08
1921,0.00013554426550399512,4.3402597579448154e-08
1922,0.00013641560508403927,3.94910836730235e-08
1923,0.00013698399873516922,3.5689373234504274e-08
1924,0.00013759197359572032,3.2195793206061096e-08
1925,0.00013939120149838606,2.7608031924078854e-08
1926,0.00014019200586647327,2.3661423550639223e-08
1927,0.00013954019440071925,2.274505282530624e-08
1928,0.00013757892676429556,2.1372594360968833e-08
1929,0.00013576658550716405,2.087059033531854e-08
1930,0.00013335486957138137,1.927873517969049e-08
1931,0.00013078033849264363,1.909537150623919e-08
1932,0.00012854837405029684,1.8218518630216555e-08
1933,0.00012711842178500125,1.8432182383573296e-08
1934,0.00012549662330586995,1.8510708775311613e-08
1935,0.00012459350338238956,1.8950776820807798e-08
1936,0.00012222888575966602,1.924279339046312e-08
1937,0.00012145087073024894,1.9287883671178666e-08
1938,0.00011938406636805407,1.9161610837719375e-08
1939,0.00011908240724421506,2.021277075873026e-08
1940,0.0001174302409968472,2.0254681868233807e-08
1941,0.00011736569701627429,2.0643286572205203e-08
1942,0.00011649768670654989,2.043223609352448e-08
1943,0.00011839791113743559,2.061585480106487e-08
1944,0.00011789616733689659,2.1658978103086416e-08
1945,0.0001181614279630594,2.2026207651444045e-08
1946,0.0001150226588444119,2.167683810228027e-08
1947,0.00011289845445259874,2.1891467939992382e-08
1948,0.00011006700827108164,2.1471939401099656e-08
1949,0.00010901038954865985,2.1493064597929593e-08
1950,0.00010554415244509332,2.117170159822633e-08
1951,0.0001035877617791162,2.0805132854612955e-08
1952,0.00010163114867672058,2.0361338266232972e-08
1953,0.0001010848770550053,1.955403585083916e-08
1954,0.00010001649518796642,1.912473506544237e-08
1955,9.871112498720842e-05,1.988738672155575e-08
1956,9.616370828423117e-05,1.916685705387928e-08
1957,9.50140186302763e-05,1.8652656562169667e-08
1958,9.374684408872522e-05,1.859066754507564e-08
1959,9.280814577193399e-05,1.867381373342271e-08
1960,9.158279031648167e-05,1.8438000332870226e-08
1961,9.061604422251028e-05,1.8169235512946865e-08
1962,9.039542367515554e-05,1.769963198228197e-08
1963,9.088751435878553e-05,1.813363148528424e-08
1964,9.087949209580464e-05,1.8906441111101102e-08
1965,9.184464163679098e-05,1.964261261580954e-08
1966,9.236050079510148e-05,2.0832239552451678e-08
1967,9.3037352988696e-05,2.2668238841561106e-08
1968,9.33846874561693e-05,2.5843226733205223e-08
1969,9.237923118884542e-05,2.6744761833746063e-08
1970,9.019979084509291e-05,2.993185052194544e-08
1971,8.822904783301055e-05,3.307633582900442e-08
1972,8.506508311256766e-05,4.0925142132307105e-08
1973,8.236475800263829e-05,4.535246667103365e-08
1974,7.977125018702022e-05,4.878053288288291e-08
1975,7.739893252229584e-05,5.242728130992548e-08
1976,7.57390059464212e-05,5.7423965772938704e-08
1977,7.548161374870688e-05,6.301516311931924e-08
1978,7.534227708155023e-05,6.759353762423156e-08
1979,7.589371671201661e-05,6.936806430855671e-08
1980,7.619896288295942e-05,7.517082321685718e-08
1981,7.68151304717841e-05,8.101925581221231e-08
1982,7.875285726705832e-05,8.459561432313681e-08
1983,7.966860097699932e-05,9.088945063240317e-08
1984,8.100299809094784e-05,9.511052313980275e-08
1985,8.222808537539095e-05,9.837578167954624e-08
1986,8.34850299205365e-05,1.0228888669416847e-07
1987,8.477900181398062e-05,1.1007360407282768e-07
1988,8.63970656480108e-05,1.1280657068774807e-07
1989,8.697245773094307e-05,1.1899537558487541e-07
1990,8.888398380284863e-05,1.2650206875670327e-07
1991,9.014221307422434e-05,1.3020447653389056e-07
1992,9.105737262871116e-05,1.3832222529280053e-07
1993,9.253531191331734e-05,1.4538705832884651e-07
1994,9.443293778791226e-05,1.5145366814652205e-07
1995,9.633553002329011e-05,1.642135621133483e-07
1996,9.880704601528123e-05,1.7355463707450065e-07
1997,0.00010321210200865088,1.7845188032034847e-07
1998,0.0001081150330719538,1.8654037806494932e-07
1999,0.00011329487668782739,1.9216088276152732e-07
2000,0.00011867240911150085,2.1318162980930667e-07
2001,0.00012516915636037344,2.1267141952258889e-07
2002,0.00013154284637753984,2.0515964495513928e-07
2003,0.00013826048026593135,1.9376042307125578e-07
2004,0.00014415229712280313,1.8080823492385078e-07
2005,0.0001521558442618698,1.642203477964748e-07
2006,0.00016283998099554862,1.4587787485912225e-07
2007,0.0001741422331958477,1.0454815197696072e-07
2008,0.00018686900148168206,7.947444480294052e-08
2009,0.00019648709193071618,5.971117758970682e-08
2010,0.0002044842902770532,4.349221706588326e-08
2011,0.00021777494319914176,2.9078638259199304e-08
2012,0.00022684172602436905,1.8334255922982023e-08
2013,0.00022950814621123885,8.896633858184494e-09
2014,0.00023610775159405812,5.405461300789227e-09
2015,0.00023878465539642742,3.3025430406270165e-09
2016,0.00024386529029080912,2.0361500818744105e-09
2017,0.00024922719603637233,1.5110140268633405e-09
2018,0.00024725157709326595,1.2347741606966168e-09
2019,0.0002471897860232275,1.2257461851072904e-09
