ngram,luck,luk
1763,3.955872508803233e-06,1.5131544525307357e-08
1764,4.1310327430567535e-06,1.20864212606518e-08
1765,4.480750671323871e-06,1.1926244880555714e-08
1766,4.441414375833119e-06,1.1848502115948837e-08
1767,4.615367873027156e-06,2.6854148872855277e-08
1768,4.7749365421623224e-06,3.4900786514770384e-08
1769,4.4333302347305496e-06,3.4900786514770384e-08
1770,4.2248032384252705e-06,3.206211194952045e-08
1771,4.311392396110543e-06,3.206211194952045e-08
1772,3.9174811133437156e-06,3.4386867194971926e-08
1773,3.899426084379749e-06,3.6176196768370316e-08
1774,3.906036681655678e-06,2.1181646151343817e-08
1775,3.836950294758676e-06,1.602369767031827e-08
1776,4.054348469903094e-06,1.602369767031827e-08
1777,4.4627653811143575e-06,3.0613949724462534e-08
1778,4.154555556721919e-06,4.451966795215867e-08
1779,4.156087990330499e-06,4.949424717689713e-08
1780,4.044300599811582e-06,5.604956727316741e-08
1781,4.400673495703293e-06,5.337710413349279e-08
1782,4.356591067075247e-06,5.048841497260323e-08
1783,4.3172460014570135e-06,5.266301401312441e-08
1784,3.968215001545364e-06,4.972406714947348e-08
1785,3.9722610511359695e-06,3.743647131975487e-08
1786,3.7738989249191945e-06,3.5230318345164894e-08
1787,3.939246815727009e-06,2.47737581560159e-08
1788,3.5146422955481934e-06,5.2211351686537455e-08
1789,3.6193209780321922e-06,5.337473650359113e-08
1790,3.5343068702786695e-06,5.230498586631224e-08
1791,3.4459070385699827e-06,4.4997545626098856e-08
1792,3.4061849873978645e-06,4.446768528002362e-08
1793,3.555427383616916e-06,3.839913961404104e-08
1794,3.6862145407212665e-06,4.110194026399735e-08
1795,3.6156024114981326e-06,1.4577618858067711e-08
1796,3.3209647491665758e-06,1.3414234041014034e-08
1797,3.672886707915625e-06,1.4010156590416045e-08
1798,3.955305276446909e-06,1.7767485260833382e-08
1799,3.917232561434503e-06,1.9683071046066354e-08
1800,3.9956751477023185e-06,1.89460185952482e-08
1801,3.879056293953909e-06,1.8204459654011122e-08
1802,3.885639866244414e-06,1.7725314327421415e-08
1803,4.040879827828446e-06,2.0182314010495717e-08
1804,3.6600297984737802e-06,1.970185325994578e-08
1805,3.6357607768877642e-06,1.5495822180966456e-08
1806,3.706878065453826e-06,2.3092528936682503e-08
1807,3.751864206995898e-06,3.482925303721629e-08
1808,3.8750331766225695e-06,3.3697138444667626e-08
1809,4.031258933017463e-06,3.5795958958877757e-08
1810,3.98741969677628e-06,3.68259617086356e-08
1811,4.000292782231034e-06,3.959017850060523e-08
1812,3.838811932967344e-06,3.617243247790368e-08
1813,3.881331882179698e-06,2.673575424542004e-08
1814,3.849485178112186e-06,1.6480494239142932e-08
1815,3.6460951702922884e-06,1.5907351182318863e-08
1816,3.5906136872654315e-06,1.8128721952186718e-08
1817,3.760687572399287e-06,1.909675649360208e-08
1818,3.901560376107227e-06,2.2452659223911756e-08
1819,4.033113587606099e-06,2.377881206224889e-08
1820,4.216555388276382e-06,2.4236301981212753e-08
1821,4.398425192318557e-06,2.653346203069467e-08
1822,4.627566568160546e-06,2.9355247756411374e-08
1823,4.715786612255865e-06,2.8112498868486975e-08
1824,4.822787624496934e-06,2.7144582327918798e-08
1825,4.789469910195164e-06,2.1576787848484206e-08
1826,4.757392226955355e-06,2.3920656947292888e-08
1827,4.647011857222034e-06,3.06649391593591e-08
1828,4.5421708299337685e-06,2.9181861118031194e-08
1829,4.338957556423598e-06,2.6079886694674315e-08
1830,4.515808281472086e-06,2.6189890129606804e-08
1831,4.4975260737243976e-06,2.511803082987691e-08
1832,4.543193686653727e-06,2.8454363310004283e-08
1833,4.562261697823747e-06,2.8018446610441775e-08
1834,4.657203849741823e-06,2.247684463948677e-08
1835,4.77796850516045e-06,2.0873324909790166e-08
1836,4.98555761753648e-06,2.3736752880714514e-08
1837,4.964546470936122e-06,2.6930024559541314e-08
1838,5.075179615232628e-06,3.0773474562246454e-08
1839,5.214505563344574e-06,2.9680922989224915e-08
1840,5.277667047006876e-06,3.1336004648250896e-08
1841,5.395462851863288e-06,3.117110747297147e-08
1842,5.381350547395414e-06,3.198078398928114e-08
1843,5.397656228264428e-06,2.9360633289700544e-08
1844,5.3317348179656876e-06,2.4549274740033004e-08
1845,5.245468141116102e-06,2.062642031778036e-08
1846,5.177806737525056e-06,2.091455732409843e-08
1847,5.250280472474904e-06,1.7305512451620027e-08
1848,5.177113637598398e-06,1.7216683951508978e-08
1849,5.281395195717258e-06,1.727444523932523e-08
1850,5.373584826884326e-06,1.8804305160610317e-08
1851,5.419881420363838e-06,2.1443678705728482e-08
1852,5.4203067390647315e-06,2.5023525727720297e-08
1853,5.505678538091681e-06,2.906783854886693e-08
1854,5.644930557277153e-06,3.054239908603254e-08
1855,5.722165496990783e-06,3.154219717162375e-08
1856,5.74502506164468e-06,3.3717621710544724e-08
1857,5.795946305754894e-06,3.5541104281833213e-08
1858,5.9005494352147385e-06,3.429685234225742e-08
1859,6.116356222004729e-06,3.392572318310678e-08
1860,6.170860160636948e-06,3.228633005392112e-08
1861,6.224816648422607e-06,3.255638527020567e-08
1862,6.42600376262895e-06,3.333229133975887e-08
1863,6.568715564623874e-06,3.20382275629884e-08
1864,6.644734509921234e-06,3.047332925681141e-08
1865,6.826556922793056e-06,2.8401518470388964e-08
1866,7.026489843805653e-06,2.6882749359913305e-08
1867,7.15697232018491e-06,2.3154936127208917e-08
1868,7.241041917690641e-06,2.413393155161917e-08
1869,7.282706844437468e-06,2.354856563714845e-08
1870,7.384356324889398e-06,2.1688916694375038e-08
1871,7.415081654471578e-06,2.188179961036342e-08
1872,7.423162709788553e-06,2.4527318842615387e-08
1873,7.203758741525235e-06,2.5572651298131988e-08
1874,7.128576791209136e-06,2.5094656765288293e-08
1875,7.01175940776011e-06,2.538717553639864e-08
1876,7.0077861502276e-06,2.9216249229437252e-08
1877,6.9780663320021375e-06,3.3237010857841854e-08
1878,7.006076040332638e-06,3.649654648337933e-08
1879,7.0327721784581494e-06,3.80755269852833e-08
1880,7.196360326945848e-06,3.902265203034208e-08
1881,7.33459169818421e-06,4.0433120724563716e-08
1882,7.491080460957684e-06,4.1233880056422226e-08
1883,7.459699970370691e-06,3.9265607146684745e-08
1884,7.5121748912871614e-06,4.172764432399033e-08
1885,7.634415201859415e-06,4.011568727995447e-08
1886,7.677162297373538e-06,4.093736143724007e-08
1887,7.662861922394118e-06,3.853914825364362e-08
1888,7.682001783645579e-06,3.943152039807631e-08
1889,7.749239297741692e-06,3.862017550204655e-08
1890,7.891746333500902e-06,3.783019256583689e-08
1891,7.966936079485873e-06,3.71615312490446e-08
1892,8.048990951335457e-06,3.849622690462898e-08
1893,8.272798757908667e-06,3.7588872966612796e-08
1894,8.341433515722332e-06,3.770233268442423e-08
1895,8.587159494969196e-06,3.7998087977695964e-08
1896,8.969796519003076e-06,3.765372191821825e-08
1897,9.193717622630565e-06,3.709489883517238e-08
1898,9.26062148209894e-06,3.523680724981659e-08
1899,9.276507885910437e-06,3.286312073263227e-08
1900,9.26499420269725e-06,3.267412093269481e-08
1901,9.273386240238324e-06,3.3207646410460256e-08
1902,9.03915198640399e-06,3.160069818518098e-08
1903,8.540818206321482e-06,3.2601270762354165e-08
1904,8.263060213461618e-06,3.138838877703165e-08
1905,8.064231808800417e-06,2.8970484677870445e-08
1906,7.912474497321195e-06,2.8456317429410253e-08
1907,7.69089183449978e-06,2.8541664270116078e-08
1908,7.521161998218824e-06,2.8076303187114197e-08
1909,7.50002488660227e-06,2.7034009824384546e-08
1910,7.5417235945808765e-06,2.4121548441209077e-08
1911,7.465744861942117e-06,2.392725256023758e-08
1912,7.4613838998110234e-06,2.3686390246016994e-08
1913,7.431593270926637e-06,2.2676053796593417e-08
1914,7.453277053822863e-06,2.1158226916538425e-08
1915,7.58048385510587e-06,2.1373111027043834e-08
1916,7.660492039056927e-06,2.1870256462973103e-08
1917,7.865829827226531e-06,2.2380006927034757e-08
1918,7.987434530930062e-06,2.1628426034275046e-08
1919,8.155238187360478e-06,2.0432754535956325e-08
1920,8.388556644994033e-06,2.1432183900620723e-08
1921,8.565699837553048e-06,1.978075265489971e-08
1922,8.70749954628991e-06,2.018388161368583e-08
1923,8.788865540866806e-06,2.062209184369327e-08
1924,8.85112409118197e-06,2.244095639472984e-08
1925,9.004102009514878e-06,2.3110687585869982e-08
1926,9.10654372481596e-06,2.481473997712718e-08
1927,9.153080489860649e-06,2.3947552258667722e-08
1928,9.10340271989948e-06,2.5313126578956665e-08
1929,9.114324451989628e-06,2.3851877933062885e-08
1930,9.100060716653907e-06,2.266892147011796e-08
1931,8.997160356167505e-06,2.1952040946920144e-08
1932,9.091839014477695e-06,2.5930382920234607e-08
1933,8.994852318470034e-06,2.464843770358779e-08
1934,8.910387025805124e-06,2.4863394390958352e-08
1935,8.835486758990946e-06,2.426068488960352e-08
1936,8.62402612256119e-06,2.4400986628084605e-08
1937,8.549361025091326e-06,2.6751378509207565e-08
1938,8.350631365569175e-06,2.487327778664751e-08
1939,8.175292740426293e-06,2.0351771823357012e-08
1940,8.106371751637198e-06,2.1932464733254164e-08
1941,8.139087315482487e-06,2.199012654508741e-08
1942,8.119098570854735e-06,2.364254468391534e-08
1943,8.253911541292577e-06,2.2732043802875523e-08
1944,8.207596303171677e-06,1.944731169751484e-08
1945,8.286333987988265e-06,1.8727152907769906e-08
1946,8.09265208902486e-06,1.8240789704090536e-08
1947,7.979211984223053e-06,1.6571962595841276e-08
1948,7.783958543378894e-06,1.5645477040899484e-08
1949,7.881551222713565e-06,1.3129246642254851e-08
1950,7.70655404786729e-06,1.3495923743635428e-08
1951,7.640408642016285e-06,1.4823053514792913e-08
1952,7.545892263546453e-06,1.587489822136539e-08
1953,7.559113458098311e-06,1.6081953673514297e-08
1954,7.5183777101171605e-06,1.661726845014755e-08
1955,7.517535518023319e-06,1.8130854405131103e-08
1956,7.261167606234917e-06,1.921754565005683e-08
1957,7.2144640138763605e-06,1.984856089011698e-08
1958,7.16707173913684e-06,2.058285884589038e-08
1959,7.087048613487111e-06,2.4979051208414863e-08
1960,6.970041860248395e-06,2.756008881427923e-08
1961,6.891552792304927e-06,2.87462411969435e-08
1962,6.804647910030326e-06,2.809835741857114e-08
1963,6.771219627158384e-06,2.8812123734464227e-08
1964,6.690675490972353e-06,2.9115596536907366e-08
1965,6.654773122655959e-06,2.9644095939878364e-08
1966,6.6272216697273374e-06,2.68612378054708e-08
1967,6.632307174316208e-06,2.608687894272472e-08
1968,6.590419226475726e-06,2.4682060078313432e-08
1969,6.477005172200734e-06,2.499603673251321e-08
1970,6.388681218335737e-06,2.4252074888002946e-08
1971,6.3301511415504915e-06,2.4020798302818288e-08
1972,6.1925690845652885e-06,2.3316239098189077e-08
1973,6.103529683189533e-06,2.3439375900531038e-08
1974,5.993224346769109e-06,2.36393766783749e-08
1975,5.9705434328602025e-06,2.5182496342170324e-08
1976,5.962152239849924e-06,2.6563728994233315e-08
1977,5.994767044675038e-06,2.7332363673947058e-08
1978,6.117132735588322e-06,2.828475916974834e-08
1979,6.2158583854657735e-06,2.8737011754336502e-08
1980,6.287035180970893e-06,2.9514473912481013e-08
1981,6.435726131063088e-06,3.1543661650955205e-08
1982,6.519800535897957e-06,3.464352944198319e-08
1983,6.659981149173941e-06,3.5552887110514216e-08
1984,6.7799246608046815e-06,3.855290689866056e-08
1985,6.8373756870901814e-06,4.0267090994916543e-08
1986,6.98212540685615e-06,4.000213265393475e-08
1987,7.123016855205476e-06,4.373680160897818e-08
1988,7.259384866691627e-06,4.410974518975763e-08
1989,7.421730775344518e-06,4.573888467973575e-08
1990,7.519692319744666e-06,4.4184463072432275e-08
1991,7.619961901842284e-06,4.4309810423978236e-08
1992,7.692533342508665e-06,4.26860492349793e-08
1993,7.812930432139962e-06,4.3754639784359435e-08
1994,7.956245618905606e-06,4.464304253255185e-08
1995,8.108721106379693e-06,4.523505049901035e-08
1996,8.341561364691838e-06,4.200964325613248e-08
1997,8.796541286366327e-06,4.465144647675905e-08
1998,9.266216693504248e-06,4.1237641365147026e-08
1999,9.765303080452473e-06,4.339035594317206e-08
2000,1.0306088889982285e-05,4.872421450435078e-08
2001,1.0915686548936979e-05,4.330487968218222e-08
2002,1.1505342237277156e-05,4.3370343507019374e-08
2003,1.2084628906450234e-05,4.1701201729844277e-08
2004,1.2532308703937036e-05,4.095059098168414e-08
2005,1.3163162683278123e-05,4.4357668776180096e-08
2006,1.3989212025730272e-05,4.710093217040269e-08
2007,1.4923497344300682e-05,4.121373109455817e-08
2008,1.6062542791977258e-05,4.062764905451591e-08
2009,1.692478001911825e-05,3.84998019496509e-08
2010,1.7689526950042428e-05,3.834886871548601e-08
2011,1.8918615491462072e-05,3.5934487385702596e-08
2012,1.9785752946128404e-05,3.342181845563833e-08
2013,2.0189683709759265e-05,2.8323777609021557e-08
2014,2.059938820561261e-05,2.999826266756957e-08
2015,2.0627674270404634e-05,3.346842346120736e-08
2016,2.1000941290237408e-05,5.083026723338792e-08
2017,2.1372626785402343e-05,5.487442974091058e-08
2018,2.1121904137544333e-05,6.102679357411489e-08
2019,2.1004824247938814e-05,6.836848820412911e-08
