ngram,attention,atention,attentoin,attntion
1918,0.00016196270839178136,3.327286306793147e-08,9.018689802900834e-10,1.379834334093642e-09
1919,0.00016183162473940423,3.2722150322683774e-08,8.857879866105581e-10,1.4072040199764047e-09
1920,0.00015947668829799762,3.1854206129975996e-08,7.247416198920473e-10,1.290936032675002e-09
1921,0.00015851626812946051,3.166129174709502e-08,7.37115368742991e-10,1.19987298668229e-09
1922,0.00015540116666150943,3.174656271198728e-08,8.028159565703114e-10,1.2496348479805265e-09
1923,0.00015320535125543496,3.0473472887950134e-08,9.390360631935023e-10,1.0753161139298584e-09
1924,0.00015038875946109847,2.7636207988734895e-08,9.70329427918415e-10,1.0368548321513872e-09
1925,0.00014865172228642872,2.5639823470718122e-08,9.616884590256193e-10,7.377394449305439e-10
1926,0.00014624361106793264,2.4715166040729334e-08,1.0314261904882066e-09,6.382992190356873e-10
1927,0.00014537408008306687,2.3852147685537213e-08,9.831697757510328e-10,6.369093863423103e-10
1928,0.00014266089419834316,2.2393254235047218e-08,1.1094224507322637e-09,5.981935343893749e-10
1929,0.00014203610979685827,2.218868035340295e-08,1.0426410687206351e-09,4.302689633155816e-10
1930,0.0001398341721921627,2.0320901532906125e-08,8.734409049201578e-10,2.8562223816245135e-10
1931,0.00013928032214088098,1.9567657716379472e-08,8.598882538552693e-10,2.910566767758535e-10
1932,0.0001370971814529704,1.96723358872727e-08,9.333702759097206e-10,3.396193108486299e-10
1933,0.00013596440424277847,1.8803004106108086e-08,7.73153729530637e-10,3.396193108486299e-10
1934,0.0001342260989726388,1.9537156400620655e-08,7.046680897523519e-10,3.1633992845860245e-10
1935,0.00013352280490965183,1.8615203473919857e-08,7.444155331841935e-10,3.1516562177496306e-10
1936,0.0001318376515493063,1.7298908083773767e-08,6.598614115433626e-10,3.317546891962968e-10
1937,0.00013067131762259772,1.6951424771808173e-08,7.897309413561006e-10,3.4941213018185076e-10
1938,0.0001282056774860913,1.6840548891902278e-08,6.975896309015437e-10,2.7071309876320575e-10
1939,0.00012702523028045625,1.5979993582350615e-08,5.320869082638322e-10,2.259281650651701e-10
1940,0.00012558367805987864,1.6580542526258213e-08,5.605062743306379e-10,3.2910121453407927e-10
1941,0.00012468641320343262,1.613060428086653e-08,6.483526810668089e-10,3.669011721425213e-10
1942,0.0001234848376563085,1.6657049834683287e-08,1.0737385504531817e-09,4.71904785090008e-10
1943,0.0001234353258041665,1.8534751130719736e-08,1.0533170109937119e-09,4.300299204031331e-10
1944,0.00012356491268812015,1.962808582334219e-08,1.085933317474768e-09,4.041164089870922e-10
1945,0.00012387405149638653,1.996410782721471e-08,1.0957542472584641e-09,4.6042466862937307e-10
1946,0.000122726804485345,2.1091400372240188e-08,1.1453985597288862e-09,4.933771387470389e-10
1947,0.00012222952500451356,2.1280237001113685e-08,1.1103690110227303e-09,4.233180413347272e-10
1948,0.00012119693357297885,2.148730133504679e-08,1.068454729453399e-09,3.747823341353802e-10
1949,0.00012053083316589306,2.1780010176338952e-08,5.739009822924857e-10,2.593463796892895e-10
1950,0.00011897512532803895,2.0258794768730174e-08,5.862876077479737e-10,2.931863303721828e-10
1951,0.0001176478887958053,2.03749784028722e-08,4.1312347689606964e-10,3.073132046457364e-10
1952,0.00011692178148743031,2.1422961436558452e-08,5.262531809134354e-10,2.9805679154940433e-10
1953,0.00011726453625929676,2.0357760176027895e-08,5.236765792829675e-10,2.623839816053218e-10
1954,0.00011615211613908676,2.0044587196415316e-08,5.216355591522845e-10,3.3088171686695185e-10
1955,0.00011591140459391422,1.9733523767432156e-08,4.967183162800965e-10,3.256702209496e-10
1956,0.00011541228533522891,2.0003919282934087e-08,5.456829422846785e-10,4.26337957001469e-10
1957,0.00011507916601008869,2.03418287928311e-08,5.88305343924527e-10,4.052417320361228e-10
1958,0.00011425720523610445,1.9532294511951217e-08,5.717562455233503e-10,4.0784895797920026e-10
1959,0.00011347520090306975,1.84535528445297e-08,4.739003713259495e-10,3.8338498942985007e-10
1960,0.00011239862942602485,1.853383503812113e-08,6.491777393424769e-10,4.3160803006988703e-10
1961,0.00011230982532392122,1.8036386606468113e-08,6.684284911287871e-10,3.6376305043558533e-10
1962,0.00011152502182605011,1.8160432903511847e-08,6.861562706905744e-10,3.755815708042906e-10
1963,0.00011155434705350282,1.7309389984835174e-08,5.633670395267996e-10,2.8051693606867545e-10
1964,0.00011149778895612274,1.7105563949420296e-08,5.138846173987791e-10,2.9475314054584953e-10
1965,0.00011209625933718468,1.750020166874882e-08,5.579600273871879e-10,2.678627994015922e-10
1966,0.00011304917487515402,1.766967220159391e-08,4.939877296899248e-10,2.980333499832558e-10
1967,0.00011345910856367222,1.744886279908542e-08,3.1586604562087016e-10,2.558106722481769e-10
1968,0.0001136357501049393,1.7264642160341737e-08,3.263820463894618e-10,3.4603554347320143e-10
1969,0.00011357000767020509,1.6452027930467594e-08,3.8187102488088497e-10,3.6806671797697174e-10
1970,0.00011242421273241885,1.6097761092380225e-08,3.114096817715049e-10,3.5475981874366624e-10
1971,0.00011149006500740402,1.5923964369335408e-08,3.291842532686979e-10,3.8148529375130787e-10
1972,0.00011001346034130879,1.5052832123631432e-08,3.4597695938324135e-10,4.1614743793795736e-10
1973,0.00010810810843915013,1.4327535729259061e-08,3.7737642376102695e-10,4.0465949242245765e-10
1974,0.00010676981972730053,1.399190465077384e-08,4.064805555640102e-10,4.249189452679555e-10
1975,0.00010529291051040803,1.373077270930675e-08,4.270738485079306e-10,3.1714636670811455e-10
1976,0.00010425996359637273,1.32969717776226e-08,3.746657825257468e-10,3.587817721489068e-10
1977,0.00010400997312639706,1.2423450585734891e-08,3.819490953674684e-10,4.287901759848976e-10
1978,0.00010301740985596552,1.1279115546309576e-08,4.759133761681308e-10,4.4036419947054585e-10
1979,0.00010254923004790076,1.0673362765040956e-08,4.4755606363823727e-10,4.700362856871873e-10
1980,0.00010192452256368207,1.02994376202251e-08,4.132878682140882e-10,4.757867691099601e-10
1981,0.00010157686483580619,9.98212661735514e-09,3.704795359382729e-10,4.558678335613615e-10
1982,0.00010122082520475877,9.46513572281609e-09,3.2042652459945183e-10,4.767063093475648e-10
1983,0.00010099204103296091,9.268129121307668e-09,3.0055011059269635e-10,4.018427277438111e-10
1984,0.00010021563502959907,9.469565829890923e-09,3.0654906985854476e-10,4.0108350965858564e-10
1985,0.00010047482127057654,9.552746910961624e-09,1.8953251270024752e-10,3.7920853163913344e-10
1986,0.00010009346858298938,9.51048446345177e-09,1.7083881928162522e-10,4.0277899468080646e-10
1987,9.989163663703948e-05,9.372564438844425e-09,1.6739073817527228e-10,3.958828324681006e-10
1988,9.963088502575244e-05,9.026393600817885e-09,1.3687154386067745e-10,4.533767984054344e-10
1989,9.9462440370449e-05,8.687847774524471e-09,1.2204855380306056e-10,5.294035230038066e-10
1990,9.899732789822988e-05,8.37100826751274e-09,1.242357566028878e-10,6.262852855368603e-10
1991,9.890485983175625e-05,7.864834751712481e-09,1.0218397556676401e-10,6.029895233921373e-10
1992,9.823365274184783e-05,7.237890667762972e-09,9.32064425640533e-11,6.232085363639633e-10
1993,9.83702058355058e-05,6.959719594285778e-09,1.1159612916295763e-10,5.844609954738392e-10
1994,9.860179956636525e-05,6.494567169771212e-09,9.153372702654293e-11,5.833549714712965e-10
1995,9.913758029662339e-05,5.968403358837447e-09,1.0430798982489061e-10,5.107752038784647e-10
1996,9.97943477289352e-05,5.650171885918098e-09,1.3581818507159482e-10,4.796175163373257e-10
1997,0.00010111756481429828,5.191707825551768e-09,1.007209960276637e-10,4.048984520681793e-10
1998,0.00010233927293614085,4.905271617466107e-09,1.007209960276637e-10,3.9041437543169925e-10
1999,0.00010425024187757767,4.647607251432159e-09,9.884279208608301e-11,3.8102335572379586e-10
2000,0.00010586843979711245,4.248036938087856e-09,7.182842465655196e-11,3.957451311098481e-10
2001,0.00010774835703029697,3.982125708544361e-09,8.196988474889239e-11,4.1757511337614517e-10
2002,0.00010963274793799169,3.9461764332417354e-09,6.91956219505447e-11,4.114636468845388e-10
2003,0.00011151701515440695,3.6335103814622016e-09,4.2843564013977136e-11,3.7080223217308573e-10
2004,0.00011323948794077816,3.586733323045012e-09,4.143160715302281e-11,3.392156952156508e-10
2005,0.00011554498217135136,3.734142392123171e-09,5.136879413899667e-11,3.1124938340961906e-10
2006,0.00011806297386231433,3.9830067498160455e-09,4.566887790554855e-11,2.827497997642021e-10
2007,0.00012089637831585216,4.0260926338829355e-09,4.047644858173882e-11,2.2615727346408931e-10
2008,0.00012345250849778364,3.818184625613088e-09,3.033498848939839e-11,1.7059959050594716e-10
2009,0.0001250580171472393,3.756718428401687e-09,3.033498848939839e-11,1.4253694677930044e-10
2010,0.00012779417219072848,3.783341639973514e-09,2.5176851179261763e-11,1.1764743271842308e-10
2011,0.0001309591732154201,4.403960434424497e-09,1.5083759142513794e-11,1.160308369722664e-10
2012,0.000133676766251613,4.527725305791819e-09,5.146572156539924e-12,8.621927502307423e-11
2013,0.0001357297961866217,4.255224617111253e-09,1.0702045400672639e-11,6.048641473600989e-11
2014,0.00013709030671244754,6.482990271600946e-09,3.148504572138476e-11,4.438493149405698e-11
2015,0.00013750197415772294,7.106287970769034e-09,3.148504572138476e-11,4.995519449491059e-11
2016,0.00013938084261358848,6.923267768600892e-09,3.148504572138476e-11,4.5806515326850066e-11
2017,0.00013992609213649607,7.594748311727054e-09,3.673255334161555e-11,3.433608605774019e-11
2018,0.00013976081390865147,7.488859044002538e-09,4.407906400993866e-11,1.5205879611013275e-11
2019,0.00013924196900916286,7.996740158944249e-09,5.509883001242333e-11,1.900734951376659e-11
