ngram,priority,prioriy,priorty,pririty
1920,7.985896510425456e-06,3.426999081338319e-10,2.963895145186817e-09,1.8576874661573635e-10
1921,7.775646346479853e-06,3.404571664271978e-10,2.6862205000049197e-09,1.846473757624193e-10
1922,7.143107203384196e-06,3.887597585120314e-10,2.7321476351157716e-09,1.3683120807041404e-10
1923,7.007008987004935e-06,3.174517474288255e-10,2.7709072972622752e-09,1.6138465266538456e-10
1924,6.98954512959712e-06,2.5807886978273283e-10,2.7602294259766934e-09,2.2068351114766316e-10
1925,6.880237313972819e-06,2.5807886978273283e-10,2.2338678050205984e-09,2.2355314425023413e-10
1926,6.752998160663992e-06,2.929477355140264e-10,2.407243293589545e-09,1.9514165085419777e-10
1927,6.711803767497518e-06,2.6974608063096943e-10,2.448550552789998e-09,1.9467837461143286e-10
1928,6.8920255346581276e-06,2.1352286407237487e-10,2.288385021158896e-09,1.665667663321356e-10
1929,7.001309248672831e-06,2.6636346104970595e-10,1.8363173838663117e-09,1.9185256359767677e-10
1930,7.167607106696648e-06,2.1725657185976488e-10,1.7050404104474686e-09,1.6729911900270622e-10
1931,7.072719069713328e-06,1.92835041585531e-10,1.6725006776344538e-09,9.403452619746337e-11
1932,7.1983647233407415e-06,2.4012153376773426e-10,1.563217428517711e-09,1.425971602702398e-10
1933,7.566224797171474e-06,2.4109831591496393e-10,1.5437132207450433e-09,1.425971602702398e-10
1934,7.790347743658848e-06,2.4109831591496393e-10,1.6081413185225252e-09,1.1985878162994775e-10
1935,7.878732828560584e-06,2.4109831591496393e-10,1.5584122722448308e-09,1.1985878162994775e-10
1936,8.14008314721702e-06,1.3995512685279924e-10,1.5532595210032696e-09,1.1551041670784405e-10
1937,8.597027057736081e-06,1.623975438252196e-10,1.7265314099036898e-09,1.3795283368026442e-10
1938,1.0023302950555393e-05,1.623975438252196e-10,1.794965826767176e-09,2.0320958606299755e-10
1939,1.1857694906731403e-05,1.1511105164301633e-10,2.2045272274340277e-09,2.0821270303133284e-10
1940,1.3259188822952897e-05,3.0616831688970846e-10,2.163912890143901e-09,2.855924881504736e-10
1941,1.4691565801123424e-05,4.440611727536086e-10,2.152726917360935e-09,3.683281953246821e-10
1942,1.6191453401656224e-05,5.436933562094229e-10,2.3209751898178865e-09,4.92868422661909e-10
1943,1.757682990241197e-05,7.367732892036929e-10,2.5391196764193833e-09,5.148376407732818e-10
1944,1.8899931871731367e-05,8.471301279503304e-10,2.7526517890460613e-09,5.303378688584612e-10
1945,1.874168992799241e-05,9.409772326409082e-10,2.6921227469500764e-09,5.213893761180088e-10
1946,1.7882672312095694e-05,1.0237177534249448e-09,2.5827633682545023e-09,4.71457587255689e-10
1947,1.7226843478316107e-05,7.731058055642543e-10,2.630176996833354e-09,4.4374872823890344e-10
1948,1.6928499332737245e-05,8.40412949549523e-10,2.8569127064059785e-09,3.9521302103955643e-10
1949,1.6350979292058453e-05,8.428177402018479e-10,2.9072436838869666e-09,3.216912807563992e-10
1950,1.572493550026723e-05,7.512576632213402e-10,2.8978566530517877e-09,3.1262458098448217e-10
1951,1.5067966939698505e-05,6.681057017145418e-10,2.5462774745830886e-09,2.7468193592688246e-10
1952,1.5077541060496255e-05,6.526783439106002e-10,2.772793486879469e-09,2.3405762546367473e-10
1953,1.53364330149738e-05,6.32694769591475e-10,2.416694622198179e-09,2.314810238332069e-10
1954,1.5627880592156934e-05,7.15708464715803e-10,2.5210337627003453e-09,2.3987392132131443e-10
1955,1.567974387788646e-05,5.394969689241438e-10,2.759129115657645e-09,2.2016817337520778e-10
1956,1.608369257155573e-05,5.182680296827208e-10,2.8833097496873604e-09,2.364897166984292e-10
1957,1.646378456955842e-05,5.186979794093358e-10,3.075970462467532e-09,2.026497660155359e-10
1958,1.6907348253880627e-05,5.999705712403777e-10,3.2225337002042156e-09,2.2645338184000353e-10
1959,1.71974297700217e-05,6.457841543263041e-10,3.1473030848161443e-09,2.559451886541275e-10
1960,1.759376599303713e-05,6.889058153301621e-10,3.657445965136016e-09,2.3005319970443543e-10
1961,1.7995847364155842e-05,7.52867270510065e-10,3.4695898059362254e-09,2.507783593881057e-10
1962,1.867383304800439e-05,8.360980796595641e-10,3.6807630435628116e-09,2.6688937567901204e-10
1963,1.9402358053152318e-05,9.335594598956577e-10,3.875716779257386e-09,2.2926091580721675e-10
1964,2.0381693632641274e-05,9.934892432537724e-10,4.002234813401831e-09,3.012073963264734e-10
1965,2.1364295337532114e-05,1.0829463912921865e-09,4.318213548642242e-09,3.4792443331139415e-10
1966,2.2561748794812176e-05,1.152160636738334e-09,4.599992212536311e-09,3.906793876502184e-10
1967,2.367025548924825e-05,1.2673989952765347e-09,4.69359936631061e-09,4.667951342922955e-10
1968,2.5038936135907924e-05,1.2644407267257763e-09,5.32277447514876e-09,4.677150254396776e-10
1969,2.6345972011248315e-05,1.3945973265094835e-09,5.366770837257815e-09,4.640404132378555e-10
1970,2.7852776838699356e-05,1.46187416140618e-09,5.567990830306664e-09,5.307934409464516e-10
1971,2.9430079978607993e-05,1.3805526801112323e-09,5.878091664206815e-09,5.304541647202906e-10
1972,3.116047784195481e-05,1.4732116558415142e-09,6.503886381839916e-09,4.860198473835961e-10
1973,3.25843487059631e-05,1.5026246992709348e-09,6.908106531255953e-09,4.723760073575636e-10
1974,3.4145858340447634e-05,1.379277771361233e-09,7.77696472299892e-09,4.3211706038778376e-10
1975,3.53262520158231e-05,1.494088931939887e-09,8.570724130407825e-09,4.172841873627066e-10
1976,3.6366424735336166e-05,1.4526237990253321e-09,9.146608930572192e-09,4.6268141302390527e-10
1977,3.7076378378385145e-05,1.4077378152066444e-09,9.857401117585596e-09,4.143752801206395e-10
1978,3.742168493252913e-05,1.4250988484525757e-09,1.0774065449327606e-08,3.83567717270645e-10
1979,3.726260391496388e-05,1.1689567448934314e-09,1.1535320254552062e-08,4.225029889440687e-10
1980,3.7260240787873045e-05,1.0323012246603115e-09,1.2248667096465787e-08,3.795634283067427e-10
1981,3.7152115380324956e-05,1.1176463603807768e-09,1.203067918303142e-08,3.911990969258332e-10
1982,3.7229820009088144e-05,9.294652944128298e-10,1.1968416606984128e-08,3.8561505575986285e-10
1983,3.716391490473013e-05,8.39592098226102e-10,1.2182780752466118e-08,3.354946915517283e-10
1984,3.706439227763829e-05,7.271389561897784e-10,1.198146191784742e-08,3.3879038067016355e-10
1985,3.723602380237675e-05,7.449650142797384e-10,1.1888717312201282e-08,3.486292643462008e-10
1986,3.7616699825905797e-05,8.124250954517314e-10,1.105644236482866e-08,3.250589876633926e-10
1987,3.829430923880344e-05,8.46594413620291e-10,1.035186603104421e-08,3.605863504610848e-10
1988,3.884575614522744e-05,8.09038851785309e-10,1.0132555873708173e-08,3.1964379952422103e-10
1989,3.9210131944855675e-05,8.25014136372561e-10,9.448891066402406e-09,2.736558628511711e-10
1990,3.941007006298085e-05,7.938660998415717e-10,8.301023424195364e-09,3.1136550381655985e-10
1991,3.960507092415355e-05,7.647823921771593e-10,7.573694750716089e-09,3.1246549692902954e-10
1992,3.974232250974248e-05,7.126606566781086e-10,6.4332222723554165e-09,3.063633939791112e-10
1993,3.969347328945462e-05,6.269548253572716e-10,5.706859873555459e-09,2.842361415678063e-10
1994,3.926606379016968e-05,7.211836960951956e-10,5.085028049427771e-09,3.08405284445344e-10
1995,3.9051406929502264e-05,6.586567918060687e-10,4.212182095183639e-09,3.2538956350786867e-10
1996,3.891888575578507e-05,5.767328162661503e-10,3.6719768495682305e-09,3.9401205314299707e-10
1997,3.887184720952064e-05,5.65873558328838e-10,3.293856806355474e-09,4.433928621086888e-10
1998,3.8782741155176025e-05,5.356390787263671e-10,2.9638894196080757e-09,4.832833141613488e-10
1999,3.836654702484209e-05,5.154015686459346e-10,2.653777229712416e-09,5.038258223320571e-10
2000,3.7576227831388156e-05,5.546398558685186e-10,5.887205802222541e-09,5.260411788705304e-10
2001,3.664766492355349e-05,3.7046094961531596e-10,5.657304751644736e-09,4.958461260632216e-10
2002,3.548560770078828e-05,3.6258799336013377e-10,5.56342743302756e-09,5.209274043872978e-10
2003,3.401030673038414e-05,3.6088271854988514e-10,5.421435491013784e-09,4.957404011106194e-10
2004,3.261032673305765e-05,3.675506228738103e-10,5.335671127149055e-09,4.268148017556277e-10
2005,3.066538140826326e-05,4.1319058492155543e-10,5.172841853275299e-09,3.790875431024838e-10
2006,2.883308375852981e-05,4.1097720861392265e-10,4.984744601215547e-09,3.2944832972781057e-10
2007,2.7545544851039138e-05,4.780041164474471e-10,1.4979277976731202e-09,3.0401037837928564e-10
2008,2.6461602828931063e-05,4.6345297441011523e-10,1.3865893988551647e-09,2.4845269542114346e-10
2009,2.5114029215598877e-05,4.2148265631615697e-10,1.289719196519355e-09,1.7866149878975612e-10
2010,2.4164291711973158e-05,4.0584517492701725e-10,1.1619158333888079e-09,1.2192198887388857e-10
2011,2.3055706541137105e-05,3.5335896708676984e-10,1.0529019323080036e-09,8.154962072689668e-11
2012,2.2327924723088343e-05,2.948496407346417e-10,9.865408410826758e-10,4.21721373100592e-11
2013,2.1809580305541332e-05,2.5902808618265867e-10,9.130223719923589e-10,4.813651114614943e-11
2014,2.0941117587166707e-05,1.2970198476744014e-10,7.236290257482483e-10,3.2035027904196516e-11
2015,1.9977541991725696e-05,1.4641277228309513e-10,7.161178832466269e-10,2.674394832575493e-11
2016,1.9524879202695695e-05,1.1948182473171213e-10,6.125427744395142e-10,2.674394832575493e-11
2017,1.9120843717246316e-05,1.1551440070682133e-10,5.808992962578566e-10,3.1201273046714086e-11
2018,1.8809842731570826e-05,1.061205005814525e-10,5.670920344424957e-10,3.7441527656056904e-11
2019,1.8592497781355632e-05,1.0461637372366495e-10,5.03280521424454e-10,3.745715890235424e-11
