ngram,copy,cop,coppy,coppy
1500,0.00016828152729431167,1.6197253671634826e-07,0.0,0.0
1501,0.00013462522183544935,1.295780293730786e-07,0.0,0.0
1502,0.0001225546257046517,2.8369254323479254e-07,0.0,0.0
1503,0.0001050468220325586,2.4316503705839363e-07,0.0,0.0
1504,4.035489837406203e-05,3.3299658883022076e-06,0.0,0.0
1505,3.824268787866458e-05,3.5530740011121712e-06,0.0,0.0
1506,5.344753507025806e-05,3.5530740011121712e-06,0.0,0.0
1507,5.344753507025806e-05,3.5530740011121712e-06,0.0,0.0
1508,5.344753507025806e-05,3.5530740011121712e-06,0.0,0.0
1509,4.456158577730613e-05,3.4024646993202623e-06,0.0,0.0
1510,4.456158577730613e-05,3.4024646993202623e-06,0.0,0.0
1511,4.456158577730613e-05,3.156638480764481e-07,0.0,0.0
1512,1.5204847191593476e-05,0.0,0.0,0.0
1513,0.0,0.0,0.0,0.0
1514,3.170838629427765e-05,0.0,0.0,0.0
1515,3.170838629427765e-05,0.0,0.0,0.0
1516,3.170838629427765e-05,0.0,0.0,0.0
1517,0.00022509312839247286,0.0,0.0,0.0
1518,0.00022509312839247286,0.0,0.0,0.0
1519,0.00022509312839247286,0.0,0.0,0.0
1520,0.00022688059678850031,0.0,0.0,0.0
1521,0.00019517221049422266,0.0,0.0,0.0
1522,0.00022373602145567669,0.0,0.0,0.0
1523,0.00022804833653416217,0.0,0.0,0.0
1524,3.466359443596697e-05,4.129356187019896e-06,0.0,0.0
1525,3.466359443596697e-05,4.129356187019896e-06,0.0,0.0
1526,3.72061923761586e-05,4.129356187019896e-06,0.0,0.0
1527,0.0005578544332820456,4.129356187019896e-06,0.0,0.0
1528,0.0005630805956440911,4.129356187019896e-06,0.0,0.0
1529,0.0005345167846826371,4.129356187019896e-06,0.0,0.0
1530,0.0005367650062128502,4.129356187019896e-06,0.0,0.0
1531,0.0006171928845495651,0.0,0.0,0.0
1532,0.0006171928845495651,0.0,0.0,0.0
1533,0.0006226320245852028,0.0,0.0,0.0
1534,0.00010721866887511819,0.0,0.0,0.0
1535,0.0001641165825796114,0.0,0.0,0.0
1536,0.00018290168736712076,0.0,0.0,0.0
1537,0.0001763411507584221,0.0,0.0,0.0
1538,0.00012767765864347375,0.0,0.0,0.0
1539,0.000128507769789264,0.0,0.0,0.0
1540,0.0007669384709255869,0.0,0.0,0.0
1541,0.0007599161173337572,0.0,0.0,0.0
1542,0.0008196683975256747,0.0,0.0,0.0
1543,0.0008008832927381653,0.0,0.0,0.0
1544,0.00083023443091536,0.0,0.0,0.0
1545,0.000803024686579842,0.0,0.0,0.0
1546,0.0008033134002159516,0.0,0.0,0.0
1547,0.0001569009611037992,0.0,0.0,0.0
1548,0.00016789891300764533,0.0,0.0,0.0
1549,4.723521448925437e-05,0.0,0.0,0.0
1550,8.397872144476943e-05,0.0,0.0,0.0
1551,5.698878041065265e-05,0.0,0.0,0.0
1552,5.315524952363505e-05,0.0,0.0,0.0
1553,5.2036424741735186e-05,0.0,0.0,0.0
1554,6.129302690689136e-05,0.0,0.0,0.0
1555,5.6304925042890576e-05,0.0,6.009850039845333e-07,6.009850039845333e-07
1556,5.6133143581454146e-05,0.0,6.009850039845333e-07,6.009850039845333e-07
1557,2.8734644794375136e-05,0.0,6.009850039845333e-07,6.009850039845333e-07
1558,4.95631011939882e-05,0.0,6.009850039845333e-07,6.009850039845333e-07
1559,5.2280436778216555e-05,0.0,6.009850039845333e-07,6.009850039845333e-07
1560,7.740709159926544e-05,0.0,6.009850039845333e-07,6.009850039845333e-07
1561,6.815048943410927e-05,0.0,6.009850039845333e-07,6.009850039845333e-07
1562,6.74737832793783e-05,0.0,0.0,0.0
1563,7.052450226702993e-05,0.0,0.0,0.0
1564,0.00010571101977672827,0.0,0.0,0.0
1565,8.859217008908413e-05,0.0,0.0,0.0
1566,0.00018795192850770297,0.0,0.0,0.0
1567,0.00020103952192584984,0.0,0.0,0.0
1568,0.00020103952192584984,0.0,0.0,0.0
1569,0.0001971917886943889,0.0,0.0,0.0
1570,0.00019310019342810847,0.0,0.0,0.0
1571,0.00016327977781267173,0.0,0.0,0.0
1572,0.0001655283465100053,0.0,0.0,0.0
1573,6.776377891323396e-05,1.2584093513266583e-06,0.0,0.0
1574,3.554135764716193e-05,1.2584093513266583e-06,0.0,0.0
1575,4.308503516118175e-05,1.2584093513266583e-06,0.0,0.0
1576,5.376799630799464e-05,1.2584093513266583e-06,0.0,0.0
1577,0.00038801135295735937,1.2584093513266583e-06,0.0,0.0
1578,0.00037498663472693546,1.2584093513266583e-06,0.0,0.0
1579,0.00037054779100539496,1.2584093513266583e-06,0.0,0.0
1580,0.0003655141536000883,0.0,0.0,0.0
1581,0.00040402037874238364,0.0,0.0,0.0
1582,0.0003981526267255374,0.0,0.0,0.0
1583,0.0003900695471332126,0.0,9.61245210159437e-07,9.61245210159437e-07
1584,5.942263682559964e-05,0.0,9.61245210159437e-07,9.61245210159437e-07
1585,6.434137802508693e-05,1.887180880138268e-07,9.61245210159437e-07,9.61245210159437e-07
1586,0.0002559999732381714,1.887180880138268e-07,2.3990329022386244e-06,2.3990329022386244e-06
1587,0.00028264809939823214,1.887180880138268e-07,2.7451124619152064e-06,2.7451124619152064e-06
1588,0.000245514611508822,1.887180880138268e-07,2.7451124619152064e-06,2.7451124619152064e-06
1589,0.00026101752129242025,1.887180880138268e-07,3.1185654084505847e-06,3.1185654084505847e-06
1590,0.0002704509624891216,1.887180880138268e-07,2.937247115499174e-06,2.937247115499174e-06
1591,0.0002799146563380158,4.552515520117595e-07,2.937247115499174e-06,2.937247115499174e-06
1592,0.0002828610720046397,2.6653346399793267e-07,2.937247115499174e-06,2.937247115499174e-06
1593,8.955471535695583e-05,2.6653346399793267e-07,1.4994594234199861e-06,1.4994594234199861e-06
1594,7.782579996273853e-05,2.6653346399793267e-07,1.4886430303054761e-06,1.4886430303054761e-06
1595,8.44359450898732e-05,7.173305545750606e-07,1.4886430303054761e-06,1.4886430303054761e-06
1596,7.672592982999049e-05,7.173305545750606e-07,1.115190083770098e-06,1.115190083770098e-06
1597,7.07130462355313e-05,8.383926472431215e-07,4.563252592301329e-07,4.563252592301329e-07
1598,8.264506790770351e-05,5.718591832451889e-07,5.005591755694436e-07,5.005591755694436e-07
1599,8.38234341894609e-05,8.076814797927259e-07,5.005591755694436e-07,5.005591755694436e-07
1600,8.648994688493466e-05,9.14187564506262e-07,5.005591755694436e-07,5.005591755694436e-07
1601,8.153225280693732e-05,9.14187564506262e-07,1.6529600900737152e-07,1.6529600900737152e-07
1602,0.0001146422691817861,4.6339047392913404e-07,1.6529600900737152e-07,1.6529600900737152e-07
1603,0.00010640977948891564,4.6339047392913404e-07,9.89516227686441e-07,9.89516227686441e-07
1604,0.00011337690700332002,3.423283812610732e-07,8.684541350183801e-07,8.684541350183801e-07
1605,9.18702887377419e-05,3.423283812610732e-07,1.1615308851885077e-06,1.1615308851885077e-06
1606,8.714638157211343e-05,1.8658619183042902e-07,1.6420115441308423e-06,1.6420115441308423e-06
1607,9.195156378284861e-05,8.008010711689297e-08,1.6420115441308423e-06,1.6420115441308423e-06
1608,9.157457147271739e-05,8.008010711689297e-08,1.6420115441308423e-06,1.6420115441308423e-06
1609,4.996139133644257e-05,8.008010711689297e-08,1.6420115441308423e-06,1.6420115441308423e-06
1610,4.999954359975943e-05,8.008010711689297e-08,8.17791325451773e-07,8.17791325451773e-07
1611,4.464125920224303e-05,8.008010711689297e-08,8.17791325451773e-07,8.17791325451773e-07
1612,4.653573016964531e-05,3.490808353490138e-07,4.804806589423347e-07,4.804806589423347e-07
1613,4.5004416019115266e-05,2.6900072823212084e-07,0.0,0.0
1614,3.793683169663252e-05,2.6900072823212084e-07,3.296097474958515e-07,3.296097474958515e-07
1615,3.2161739909497555e-05,2.6900072823212084e-07,3.296097474958515e-07,3.296097474958515e-07
1616,2.8852741447086112e-05,2.6900072823212084e-07,6.900342798741934e-07,6.900342798741934e-07
1617,2.8566589532731867e-05,2.6900072823212084e-07,8.135756144968452e-07,8.135756144968452e-07
1618,3.678387312382776e-05,3.6747786680280115e-07,8.135756144968452e-07,8.135756144968452e-07
1619,3.331694506414351e-05,9.847713857068032e-08,8.135756144968452e-07,8.135756144968452e-07
1620,5.856023088719147e-05,1.9921605241636696e-07,1.0150534421882185e-06,1.0150534421882185e-06
1621,5.967013092751066e-05,3.7763404796870806e-07,6.85443694692367e-07,6.85443694692367e-07
1622,5.92374219325263e-05,1.0107696896609144e-06,7.557921029339403e-07,7.557921029339403e-07
1623,6.21937443351531e-05,1.0107696896609144e-06,6.64781761575536e-07,6.64781761575536e-07
1624,6.538671498544448e-05,1.0107696896609144e-06,6.905726195327588e-07,6.905726195327588e-07
1625,5.054667911151357e-05,9.12292551090234e-07,6.905726195327588e-07,6.905726195327588e-07
1626,6.149241432597461e-05,9.12292551090234e-07,6.905726195327588e-07,6.905726195327588e-07
1627,3.24135202000824e-05,8.115536372445474e-07,4.890947918413855e-07,4.890947918413855e-07
1628,3.1549253630406125e-05,6.986472677843787e-07,5.546064179335579e-07,5.546064179335579e-07
1629,3.229899714694641e-05,6.55116260921724e-08,4.842580096919846e-07,4.842580096919846e-07
1630,3.183757358523768e-05,2.3800962318481262e-07,2.148438186720471e-07,2.148438186720471e-07
1631,2.9696751685800598e-05,2.946896090959074e-07,6.55116260921724e-08,6.55116260921724e-08
1632,3.1877743887369956e-05,3.8631574333131926e-07,2.487638945629962e-07,2.487638945629962e-07
1633,2.7518675584100754e-05,3.8631574333131926e-07,4.4986406026380014e-06,4.4986406026380014e-06
1634,3.0458716927179402e-05,3.8631574333131926e-07,4.62205876569247e-06,4.62205876569247e-06
1635,2.988115738844499e-05,4.854435441562341e-07,4.638866853058841e-06,4.638866853058841e-06
1636,3.8955040249025584e-05,4.854435441562341e-07,4.638866853058841e-06,4.638866853058841e-06
1637,4.3735250333806365e-05,3.86105674416675e-07,4.858347235118085e-06,4.858347235118085e-06
1638,4.3916827053180896e-05,3.9676072560723696e-07,5.127687383524712e-06,5.127687383524712e-06
1639,4.3371016415351604e-05,4.608750511384382e-07,5.5673969541203405e-06,5.5673969541203405e-06
1640,3.826392873764105e-05,6.664911609277624e-07,1.3175202460453356e-06,1.3175202460453356e-06
1641,3.57597996298864e-05,7.85935335605765e-07,1.2538241703298678e-06,1.2538241703298678e-06
1642,3.615359368528256e-05,6.212959086886778e-07,1.387404125807734e-06,1.387404125807734e-06
1643,2.3585500847340362e-05,6.212959086886778e-07,1.4777265724725502e-06,1.4777265724725502e-06
1644,2.1939069613706253e-05,5.481357813355967e-07,1.3499076568937847e-06,1.3499076568937847e-06
1645,2.1583453027622973e-05,6.281512290635354e-07,1.0805675084871576e-06,1.0805675084871576e-06
1646,2.118365188964942e-05,4.724107692969223e-07,4.576056694207052e-07,4.576056694207052e-07
1647,2.00799883844281e-05,3.708402118718368e-07,4.576056694207052e-07,4.576056694207052e-07
1648,2.0609714023781373e-05,2.513960371938343e-07,3.9788358208170393e-07,3.9788358208170393e-07
1649,2.0023118005545776e-05,2.513960371938343e-07,3.3843946312117623e-07,3.3843946312117623e-07
1650,2.228958991119206e-05,3.3923631040774384e-07,2.481170164563602e-07,2.481170164563602e-07
1651,1.682036950764346e-05,3.3923631040774384e-07,2.8545579360590115e-07,2.8545579360590115e-07
1652,4.5628870403951236e-05,3.5890000812547183e-07,2.8545579360590115e-07,2.8545579360590115e-07
1653,6.119774856675317e-05,6.604031211411763e-07,2.8545579360590115e-07,2.8545579360590115e-07
1654,6.10658719649239e-05,5.978407549329339e-07,2.8545579360590115e-07,2.8545579360590115e-07
1655,6.21919918038267e-05,5.978407549329339e-07,4.016618829284978e-07,4.016618829284978e-07
1656,6.32966622496107e-05,7.337627485932379e-07,3.358209953928183e-07,3.358209953928183e-07
1657,6.189937253761204e-05,6.459224753793283e-07,4.470387255293774e-07,4.470387255293774e-07
1658,6.408108142100641e-05,7.531537440692253e-07,3.1803848189935836e-07,3.1803848189935836e-07
1659,3.9067565662013036e-05,6.183067467548296e-07,6.075431510258308e-07,6.075431510258308e-07
1660,4.534712869436979e-05,3.168036337391251e-07,6.075431510258308e-07,6.075431510258308e-07
1661,4.547430684656969e-05,4.0969126554760547e-07,6.075431510258308e-07,6.075431510258308e-07
1662,4.6235051611022626e-05,4.0969126554760547e-07,4.913370617032342e-07,4.913370617032342e-07
1663,4.774826993525494e-05,2.737692718873015e-07,4.0072239926303155e-07,4.0072239926303155e-07
1664,5.1513430142741914e-05,3.916782113882229e-07,2.8950466912647244e-07,2.8950466912647244e-07
1665,4.9170206044176924e-05,3.726301766196879e-07,2.8950466912647244e-07,2.8950466912647244e-07
1666,4.494692361082083e-05,3.404629913867601e-07,3.9948397605777634e-08,3.9948397605777634e-08
1667,2.203225137366514e-05,4.0536762315111575e-07,7.240071348795546e-08,7.240071348795546e-08
1668,2.075427158030964e-05,4.897628928444777e-07,7.240071348795546e-08,7.240071348795546e-08
1669,2.100694531951116e-05,5.796251676721502e-07,1.9221708263168174e-07,1.9221708263168174e-07
1670,1.732043412110735e-05,5.796251676721502e-07,2.3086625081499994e-07,2.3086625081499994e-07
1671,1.3344470971787814e-05,5.008264208429734e-07,2.3086625081499994e-07,2.3086625081499994e-07
1672,1.792454635766002e-05,4.126431869216114e-07,2.3086625081499994e-07,2.3086625081499994e-07
1673,1.8119433531995e-05,4.868718000190191e-07,2.4040359392074606e-07,2.4040359392074606e-07
1674,1.6792095006426928e-05,4.5449769256070536e-07,2.4048180234461013e-07,2.4048180234461013e-07
1675,1.6712370519858917e-05,2.3573160490286682e-07,2.4048180234461013e-07,2.4048180234461013e-07
1676,1.3869985650671879e-05,4.464949106315024e-07,1.636119435488581e-07,1.636119435488581e-07
1677,1.3431009717481044e-05,4.800811085812841e-07,1.5854897331532163e-07,1.5854897331532163e-07
1678,1.311638334300369e-05,4.6088948733670675e-07,1.7846754474248883e-07,1.7846754474248883e-07
1679,7.2986895247595385e-06,4.6088948733670675e-07,1.7846754474248883e-07,1.7846754474248883e-07
1680,7.131916260862324e-06,4.0476280308407044e-07,1.6518566172050798e-07,1.6518566172050798e-07
1681,1.320457041791607e-05,3.7223227877802856e-07,1.326551374144661e-07,1.326551374144661e-07
1682,1.41529469926484e-05,3.7223227877802856e-07,3.544265041455219e-07,3.544265041455219e-07
1683,1.3780683762628801e-05,4.6881681571773826e-07,3.1147999379754765e-07,3.1147999379754765e-07
1684,1.396511480119703e-05,4.3523061776795657e-07,2.7789379584776596e-07,2.7789379584776596e-07
1685,1.3554868051609706e-05,4.5572370968979416e-07,2.5797522442059873e-07,2.5797522442059873e-07
1686,1.351613189269431e-05,4.833529162949292e-07,2.5797522442059873e-07,2.5797522442059873e-07
1687,1.3244678257251508e-05,5.47651166828343e-07,2.217713667310558e-07,2.217713667310558e-07
1688,6.676921040187673e-06,5.47651166828343e-07,2.217713667310558e-07,2.217713667310558e-07
1689,5.275512519022284e-06,6.107935064392223e-07,0.0,0.0
1690,7.757591220070026e-06,2.5512397071127323e-07,0.0,0.0
1691,1.5189202226143347e-05,3.285221258205898e-07,0.0,0.0
1692,1.504946375722024e-05,3.3544655155180537e-07,0.0,0.0
1693,1.557613290970039e-05,3.0781734494667035e-07,3.135119389493671e-08,3.135119389493671e-08
1694,2.2599261001232662e-05,2.2541716556848508e-07,8.01222950842982e-08,8.01222950842982e-08
1695,2.2473925485298552e-05,2.2541716556848508e-07,4.5228557813256233e-07,4.5228557813256233e-07
1696,2.3748157933109075e-05,1.780207717112197e-07,4.5228557813256233e-07,4.5228557813256233e-07
1697,2.344753641279697e-05,1.5117433958624004e-07,4.5228557813256233e-07,4.5228557813256233e-07
1698,2.1511932638012305e-05,1.0888999619445322e-07,4.5228557813256233e-07,4.5228557813256233e-07
1699,2.2798017588294378e-05,6.155390711423284e-08,4.5228557813256233e-07,4.5228557813256233e-07
1700,2.3518861650830202e-05,8.754961251205324e-08,4.2093438423762564e-07,4.2093438423762564e-07
1701,1.6412608342112174e-05,1.2621664983011476e-07,3.7216328304826417e-07,3.7216328304826417e-07
1702,1.69097966136178e-05,1.98127610571776e-07,0.0,0.0
1703,2.04065713010745e-05,1.9342287466932768e-07,0.0,0.0
1704,1.8093941922156125e-05,2.1337579170221943e-07,8.66176666899524e-09,8.66176666899524e-09
1705,1.4244928122155085e-05,2.1889319867796075e-07,8.66176666899524e-09,8.66176666899524e-09
1706,1.3839713541788764e-05,2.631947302640063e-07,8.66176666899524e-09,8.66176666899524e-09
1707,1.2315688341654355e-05,2.3719902486618594e-07,8.66176666899524e-09,8.66176666899524e-09
1708,1.1966034532763712e-05,2.3711545691997215e-07,1.8307634011957167e-08,1.8307634011957167e-08
1709,1.2198535289696468e-05,1.772295123357383e-07,1.8307634011957167e-08,1.8307634011957167e-08
1710,8.19344232435729e-06,1.6618830248457277e-07,1.8307634011957167e-08,1.8307634011957167e-08
1711,9.190696411159089e-06,1.6061822196076848e-07,9.645867342961928e-09,9.645867342961928e-09
1712,7.297891345712872e-06,1.3485042314544315e-07,9.645867342961928e-09,9.645867342961928e-09
1713,8.457503716791897e-06,1.6627499580376286e-07,9.645867342961928e-09,9.645867342961928e-09
1714,9.323909158151114e-06,1.9498982644401102e-07,1.9217477894731668e-08,1.9217477894731668e-08
1715,1.0882968094197817e-05,1.5640635707216332e-07,3.2216317232983526e-08,3.2216317232983526e-08
1716,1.0555690843310523e-05,1.5323629907827906e-07,4.107127539652668e-08,4.107127539652668e-08
1717,1.040893010083112e-05,1.6851911003154134e-07,4.107127539652668e-08,4.107127539652668e-08
1718,1.03293333333048e-05,1.5492563676389182e-07,4.107127539652668e-08,4.107127539652668e-08
1719,1.1294097800730793e-05,1.835714422376051e-07,4.107127539652668e-08,4.107127539652668e-08
1720,1.038610428492705e-05,1.5315098015175215e-07,5.0132403625216937e-08,5.0132403625216937e-08
1721,1.2372299222209091e-05,1.4195626566301405e-07,4.056079307344719e-08,4.056079307344719e-08
1722,1.2585865208945637e-05,1.805941991506188e-07,1.791608639223341e-08,1.791608639223341e-08
1723,1.4082239951156745e-05,2.1496547373901974e-07,9.061128228690255e-09,9.061128228690255e-09
1724,1.3881898796950867e-05,2.2903726204503982e-07,9.061128228690255e-09,9.061128228690255e-09
1725,2.2029050991737415e-05,2.429655613208784e-07,3.847294038905602e-08,3.847294038905602e-08
