ngram,discipline,dicipline,discpline,discipine
1621,1.0880356577607536e-05,0.0,0.0,0.0
1622,1.438052173138463e-05,0.0,0.0,0.0
1623,1.5632965447106733e-05,0.0,0.0,0.0
1624,1.5160452026715835e-05,0.0,0.0,0.0
1625,1.4710896136550997e-05,0.0,0.0,0.0
1626,1.5094027795774828e-05,0.0,0.0,0.0
1627,1.7500869099811617e-05,0.0,0.0,0.0
1628,2.030670806821685e-05,0.0,0.0,0.0
1629,1.673659465138501e-05,0.0,0.0,0.0
1630,1.559493479622428e-05,0.0,0.0,0.0
1631,1.7369409891086563e-05,0.0,0.0,0.0
1632,1.8096407269955046e-05,0.0,0.0,0.0
1633,1.7719488239111213e-05,0.0,0.0,0.0
1634,2.0252008978007196e-05,0.0,0.0,0.0
1635,2.110922150677652e-05,0.0,0.0,0.0
1636,2.3944338473873878e-05,0.0,0.0,0.0
1637,2.385505909582467e-05,0.0,0.0,0.0
1638,2.3134042359223323e-05,0.0,0.0,0.0
1639,2.375676454643586e-05,0.0,0.0,0.0
1640,2.399643459024706e-05,0.0,0.0,0.0
1641,2.4458651751047e-05,0.0,0.0,0.0
1642,2.101599511661334e-05,0.0,0.0,0.0
1643,1.945638034937604e-05,0.0,0.0,0.0
1644,1.8634807994593367e-05,0.0,0.0,0.0
1645,1.9162571139271938e-05,0.0,0.0,0.0
1646,1.9097711304181886e-05,0.0,0.0,0.0
1647,1.901965314183534e-05,0.0,0.0,0.0
1648,1.4114669089134882e-05,0.0,0.0,0.0
1649,1.4688892341447562e-05,0.0,0.0,0.0
1650,1.3877713497225028e-05,0.0,0.0,0.0
1651,1.555808765780447e-05,0.0,0.0,0.0
1652,1.3551106478969035e-05,5.567139688927065e-08,0.0,0.0
1653,2.4927864355309532e-05,5.567139688927065e-08,0.0,0.0
1654,2.6124124945324312e-05,9.715458304526692e-08,0.0,0.0
1655,2.841230564497112e-05,1.552576277065652e-07,0.0,0.0
1656,2.939310745984715e-05,1.552576277065652e-07,0.0,0.0
1657,2.9412950815250432e-05,1.552576277065652e-07,0.0,0.0
1658,2.832410596706073e-05,1.552576277065652e-07,0.0,0.0
1659,2.9558949531097562e-05,9.958623081729456e-08,0.0,0.0
1660,1.7670181088241016e-05,9.958623081729456e-08,0.0,0.0
1661,1.587108844043022e-05,5.81030446612983e-08,0.0,0.0
1662,1.3358579703240789e-05,0.0,0.0,0.0
1663,1.5186689519656024e-05,0.0,0.0,0.0
1664,1.5634093350464745e-05,0.0,0.0,0.0
1665,1.642914815290299e-05,0.0,0.0,0.0
1666,1.4790633810792184e-05,0.0,0.0,0.0
1667,1.467994427782417e-05,0.0,0.0,0.0
1668,1.3858163583790883e-05,0.0,0.0,0.0
1669,1.4574554890194641e-05,0.0,0.0,0.0
1670,1.3914196253088968e-05,0.0,0.0,0.0
1671,1.320038063568063e-05,0.0,0.0,0.0
1672,1.1983986106705352e-05,2.4600601428963794e-08,0.0,0.0
1673,1.1039173257034105e-05,2.4600601428963794e-08,0.0,0.0
1674,1.1368076034809097e-05,2.4600601428963794e-08,0.0,0.0
1675,1.2393384232772015e-05,2.4600601428963794e-08,0.0,0.0
1676,1.2100351146468061e-05,2.4600601428963794e-08,0.0,0.0
1677,9.39440860747709e-06,2.4600601428963794e-08,0.0,0.0
1678,1.0752942151676897e-05,2.4600601428963794e-08,0.0,0.0
1679,1.16945767721128e-05,0.0,0.0,0.0
1680,1.127866101212151e-05,0.0,0.0,0.0
1681,1.207492596222437e-05,0.0,0.0,0.0
1682,1.1683625611372658e-05,0.0,0.0,0.0
1683,1.076256135742629e-05,0.0,0.0,0.0
1684,1.074983986524915e-05,0.0,0.0,0.0
1685,1.0424340546576008e-05,0.0,0.0,0.0
1686,9.776054412213853e-06,0.0,0.0,0.0
1687,9.597570884320053e-06,0.0,0.0,0.0
1688,7.492103967316714e-06,0.0,0.0,0.0
1689,7.085790587422837e-06,0.0,0.0,0.0
1690,6.618507248796439e-06,0.0,0.0,0.0
1691,6.788456208336616e-06,0.0,0.0,0.0
1692,5.2931671429437955e-06,0.0,0.0,0.0
1693,4.720969107958288e-06,3.135119389493671e-08,0.0,0.0
1694,4.44436549124865e-06,3.135119389493671e-08,0.0,0.0
1695,4.738211925671619e-06,3.135119389493671e-08,0.0,0.0
1696,4.704500270236167e-06,3.135119389493671e-08,0.0,0.0
1697,4.957678226803962e-06,3.135119389493671e-08,0.0,0.0
1698,5.220664336645443e-06,3.135119389493671e-08,0.0,0.0
1699,4.653673597333961e-06,3.135119389493671e-08,0.0,0.0
1700,4.679610989504519e-06,0.0,0.0,0.0
1701,4.589549023746388e-06,0.0,0.0,0.0
1702,4.454364199903336e-06,0.0,0.0,0.0
1703,3.8911545711276375e-06,0.0,0.0,0.0
1704,4.149379801024874e-06,0.0,0.0,2.5985298991924666e-08
1705,3.368784859958396e-06,0.0,0.0,2.5985298991924666e-08
1706,3.6168616718766444e-06,0.0,0.0,2.5985298991924666e-08
1707,3.4346800410795756e-06,0.0,0.0,2.5985298991924666e-08
1708,3.376261637250926e-06,0.0,0.0,2.5985298991924666e-08
1709,3.450643686976816e-06,0.0,0.0,2.5985298991924666e-08
1710,3.783313104577246e-06,0.0,0.0,2.5985298991924666e-08
1711,3.19573561163062e-06,0.0,0.0,0.0
1712,3.1638540869088113e-06,0.0,0.0,0.0
1713,3.119561110257304e-06,0.0,0.0,0.0
1714,4.618870694425173e-06,0.0,0.0,0.0
1715,4.8675251491658855e-06,2.264470668121378e-08,0.0,0.0
1716,4.52044725664434e-06,2.264470668121378e-08,0.0,0.0
1717,4.4661703668680275e-06,2.264470668121378e-08,0.0,0.0
1718,4.537251925285091e-06,2.264470668121378e-08,0.0,0.0
1719,4.617973218046245e-06,2.9229577742333797e-08,0.0,0.0
1720,6.961748275508788e-06,2.9229577742333797e-08,0.0,0.0
1721,6.268320540974466e-06,2.9229577742333797e-08,0.0,0.0
1722,6.352224642926428e-06,6.584871061120014e-09,0.0,0.0
1723,6.910903818736967e-06,6.584871061120014e-09,0.0,0.0
1724,7.314141612368985e-06,6.584871061120014e-09,0.0,0.0
1725,8.080300988565017e-06,6.584871061120014e-09,0.0,0.0
1726,8.283659813709424e-06,1.2774996045144299e-08,0.0,0.0
1727,6.104239998551618e-06,1.2774996045144299e-08,0.0,0.0
1728,6.301778349942262e-06,1.2774996045144299e-08,0.0,0.0
1729,6.566427535809842e-06,1.2774996045144299e-08,0.0,0.0
1730,6.280300762487709e-06,1.2774996045144299e-08,0.0,0.0
1731,6.09187385894724e-06,1.2774996045144299e-08,0.0,0.0
1732,5.678941306541674e-06,1.9033519903034956e-08,0.0,0.0
1733,6.918354106996308e-06,1.3283293449311323e-08,0.0,0.0
1734,7.775402926719316e-06,1.3283293449311323e-08,0.0,0.0
1735,7.552836450486211e-06,1.3283293449311323e-08,0.0,0.0
1736,7.920299594843527e-06,1.3283293449311323e-08,0.0,0.0
1737,9.028132548597309e-06,1.3283293449311323e-08,0.0,0.0
1738,1.039515778497194e-05,1.8775109720893723e-08,0.0,0.0
1739,1.0668742106645368e-05,1.2516585863003066e-08,0.0,0.0
1740,9.35652451516944e-06,1.2979094878216659e-08,0.0,0.0
1741,8.778972447284364e-06,1.2979094878216659e-08,0.0,0.0
1742,9.311396362526076e-06,1.2979094878216659e-08,0.0,0.0
1743,9.290312586277391e-06,1.2979094878216659e-08,0.0,0.0
1744,9.078339254691465e-06,1.2979094878216659e-08,0.0,0.0
1745,8.875004563638608e-06,7.48727860663426e-09,0.0,0.0
1746,9.97841055193151e-06,3.237716431466911e-08,0.0,0.0
1747,1.1088008575045802e-05,3.3208189214357324e-08,0.0,0.0
1748,1.179138312831388e-05,3.3208189214357324e-08,0.0,0.0
1749,1.29407551087622e-05,3.8163469590862016e-08,0.0,0.0
1750,1.475331659353937e-05,3.8163469590862016e-08,0.0,0.0
1751,1.6145247432827352e-05,4.17326082262954e-08,0.0,0.0
1752,1.767882440617541e-05,4.17326082262954e-08,0.0,0.0
1753,1.844023063313216e-05,1.6842722518260545e-08,0.0,0.0
1754,1.959685648346619e-05,1.2708487722485578e-08,0.0,0.0
1755,2.1140314337182125e-05,2.04151032586911e-08,0.0,0.0
1756,2.204367384755252e-05,1.8495293423776664e-08,0.0,0.0
1757,2.3162892570586075e-05,1.8495293423776664e-08,0.0,0.0
1758,2.4013975624776712e-05,1.4926154788343282e-08,0.0,0.0
1759,2.4808393261212457e-05,2.1883744594219934e-08,0.0,0.0
1760,2.4631696630552013e-05,2.720647859380928e-08,2.661366999794674e-09,0.0
1761,2.471885480710106e-05,2.3022409883261778e-08,2.661366999794674e-09,0.0
1762,2.445750188988833e-05,1.531579434705626e-08,2.661366999794674e-09,0.0
1763,2.380040600006136e-05,1.5118998370715938e-08,2.661366999794674e-09,0.0
1764,2.2764844678541912e-05,1.5118998370715938e-08,2.661366999794674e-09,0.0
1765,2.288678842887748e-05,2.1013815195861492e-08,2.661366999794674e-09,0.0
1766,2.3556556958023327e-05,1.7457277528316288e-08,2.661366999794674e-09,0.0
1767,2.523040374009205e-05,3.569056187099509e-08,2.9445022927835194e-09,0.0
1768,2.5493452994851395e-05,5.178383715482531e-08,2.9445022927835194e-09,0.0
1769,2.548984723814231e-05,5.178383715482531e-08,2.9445022927835194e-09,0.0
1770,2.6002094143353004e-05,6.047684892556455e-08,2.9445022927835194e-09,0.0
1771,2.635231820542166e-05,7.36400682654903e-08,5.5771461100156165e-09,2.6326438172320975e-09
1772,2.6279699211175155e-05,7.301741509836899e-08,1.0849309768039867e-08,2.6326438172320975e-09
1773,2.525151856908841e-05,7.999712638349723e-08,1.0849309768039867e-08,2.6326438172320975e-09
1774,2.4898541076774044e-05,6.713096059992754e-08,7.904807475256348e-09,2.6326438172320975e-09
1775,2.5131043522768387e-05,5.970375279876602e-08,7.904807475256348e-09,2.6326438172320975e-09
1776,2.6303272794133852e-05,7.05532308131751e-08,7.904807475256348e-09,2.6326438172320975e-09
1777,2.6790656972609994e-05,5.902154447718593e-08,7.904807475256348e-09,2.6326438172320975e-09
1778,2.8246899611466298e-05,4.585832513726018e-08,5.272163658024251e-09,0.0
1779,2.8804022024684984e-05,4.314784719992661e-08,0.0,0.0
1780,2.8703128919005394e-05,3.276708377646693e-08,0.0,0.0
1781,2.838451525479156e-05,2.9727298717879032e-08,0.0,0.0
1782,2.8574066943422493e-05,2.537749819810285e-08,0.0,0.0
1783,2.835780287568923e-05,2.105181755902257e-08,0.0,0.0
1784,2.8313870903470422e-05,2.604523377921656e-08,0.0,0.0
1785,2.8885682175834e-05,3.2517723371126653e-08,0.0,0.0
1786,2.864910259501942e-05,3.1296135968464766e-08,0.0,0.0
1787,2.879926900537352e-05,3.1296135968464766e-08,0.0,0.0
1788,2.878891427826602e-05,2.88722767598821e-08,0.0,0.0
1789,2.877124357577746e-05,3.1536318699311646e-08,0.0,1.163384817053676e-09
1790,2.8504086783089277e-05,3.2746460273561495e-08,0.0,1.163384817053676e-09
1791,2.7782547216962223e-05,4.07846394117379e-08,0.0,1.163384817053676e-09
1792,2.6069460415913325e-05,4.4106508413830984e-08,0.0,1.163384817053676e-09
1793,2.5181035588112926e-05,4.8682542695490024e-08,0.0,1.163384817053676e-09
1794,2.4502584762688328e-05,5.566844153902041e-08,0.0,1.163384817053676e-09
1795,2.3919794070284945e-05,6.04882264911209e-08,0.0,2.076656941645589e-09
1796,2.394178773101885e-05,6.393769526523232e-08,0.0,9.132721245919129e-10
1797,2.3774392372745622e-05,5.8471450919179395e-08,0.0,9.132721245919129e-10
1798,2.39832419798144e-05,4.601851223893862e-08,0.0,9.132721245919129e-10
1799,2.453276855313951e-05,4.703800606163457e-08,0.0,1.51404171739549e-09
1800,2.5377002332658905e-05,4.359185704469074e-08,4.116639093102289e-10,2.3373695360159476e-09
1801,2.7884350856766105e-05,4.4499746427411376e-08,4.116639093102289e-10,2.8017100068516196e-09
