ngram,shape,shpe,sape,shapee
1892,5.1950708958819245e-05,4.724680547590105e-10,1.1467974887174087e-08,1.642046815979776e-10
1893,5.204210070327723e-05,4.4035249653034166e-10,1.1286897131209831e-08,1.0450050547117229e-10
1894,5.1528632216754234e-05,2.413725211766352e-10,1.0605900031228949e-08,7.132434127437343e-11
1895,5.138262193733161e-05,2.355408863983856e-10,1.0101971830473694e-08,1.1366675656265812e-10
1896,5.069980449791599e-05,2.743017380695585e-10,1.1102670655865105e-08,1.0687628758189658e-10
1897,5.038189971985828e-05,2.794406234185587e-10,1.0818112881695794e-08,1.6260655322231088e-10
1898,4.9628639577089674e-05,2.4626868798195897e-10,1.0615487917269612e-08,1.6260655322231088e-10
1899,4.945595095965213e-05,2.5170956588890393e-10,9.559565773896241e-09,1.808204597957592e-10
1900,4.9199014028999954e-05,3.0093031043256143e-10,1.0281523886236852e-08,1.7582939072978221e-10
1901,4.908933312565621e-05,2.95975224487829e-10,9.620840251451618e-09,1.5373761787427854e-10
1902,4.925384356673541e-05,3.2645888770055365e-10,9.407382682370878e-09,1.1139520258599386e-10
1903,4.9219143485450854e-05,2.876980360293808e-10,8.513173911848883e-09,9.201477675040743e-11
1904,4.941348951043827e-05,2.6367525028460545e-10,7.645329258565425e-09,5.213825105781262e-11
1905,4.9671789124009334e-05,3.9810570713021727e-10,7.100760995066529e-09,1.4361942290192735e-10
1906,4.972869127024231e-05,3.717950392001512e-10,6.804588702026746e-09,1.2540551632847904e-10
1907,4.977887458932985e-05,3.874136646407424e-10,5.9219726900039404e-09,1.0733491179193422e-10
1908,4.9681635573506355e-05,4.663481604851225e-10,5.284956155244507e-09,1.0733491179193422e-10
1909,4.91579609972957e-05,5.11160354123495e-10,5.113123955981434e-09,1.2111592086392975e-10
1910,4.884861014683598e-05,5.800298039490162e-10,4.470808929417964e-09,1.4866370039763003e-10
1911,4.817928856937215e-05,6.1821198160672e-10,4.789034565736269e-09,1.3280996044981056e-10
1912,4.7522323127070975e-05,5.378138965918464e-10,5.015178304392163e-09,7.015700421402521e-11
1913,4.677916305289338e-05,5.341626942355151e-10,4.9412441122902754e-09,1.1305076022142099e-10
1914,4.592975372880963e-05,4.901111183563955e-10,5.012574990002707e-09,1.4228373935403534e-10
1915,4.5284543115745434e-05,5.056109895841741e-10,4.93776879701662e-09,1.7416118448203884e-10
1916,4.462455243421053e-05,4.241957876230781e-10,4.751784109048783e-09,1.6038017541004328e-10
1917,4.436853383335152e-05,4.810179457129646e-10,4.8849576447399355e-09,1.4679813019930725e-10
1918,4.414441251096183e-05,4.830294874398027e-10,4.379843345146485e-09,1.6117836926232698e-10
1919,4.399531618608827e-05,4.819876779439878e-10,4.140466445891531e-09,1.4655590035201575e-10
1920,4.390908309557874e-05,5.08698886585763e-10,4.243022631657465e-09,1.2686379922767698e-10
1921,4.3798314956282934e-05,5.210726354367066e-10,4.562458664837874e-09,2.3818886149154904e-10
1922,4.3694750534736416e-05,4.5780417353861024e-10,4.646530113053668e-09,2.3046271240596232e-10
1923,4.380530767126142e-05,6.14626429116884e-10,5.007590247225429e-09,2.3046271240596232e-10
1924,4.3612830527958325e-05,4.889348212014763e-10,5.460625380442658e-09,2.1649697808299806e-10
1925,4.3615697774969574e-05,4.4003879706711047e-10,5.604347620900642e-09,2.4812708931160847e-10
1926,4.346320409760145e-05,4.148559928125144e-10,5.420319621712062e-09,2.7976726887527347e-10
1927,4.321513084245713e-05,5.726348224964286e-10,5.1089692793786816e-09,2.793039926325085e-10
1928,4.2886782986378034e-05,5.620305788227903e-10,4.754725343606278e-09,1.843649241209785e-10
1929,4.2740777904067985e-05,5.895853785345803e-10,7.430155157805984e-09,2.613568171407264e-10
1930,4.240567847903419e-05,6.083030091546299e-10,7.395628173359878e-09,2.613568171407264e-10
1931,4.2462139910120254e-05,6.870020405732749e-10,6.770664949330905e-09,2.613568171407264e-10
1932,4.2182683890652175e-05,7.112833576096631e-10,7.164908634647662e-09,2.389897129401979e-10
1933,4.189487559155428e-05,7.349389073509269e-10,7.2619728008760376e-09,2.3947810401381275e-10
1934,4.19483777867364e-05,5.300229878007251e-10,7.0990171201807635e-09,2.3920760015640393e-10
1935,4.206735684419982e-05,5.288486811170858e-10,6.834021095057454e-09,2.3803329347276454e-10
1936,4.183664402392294e-05,4.739287216638997e-10,4.268241189058537e-09,1.3689010441059983e-10
1937,4.204861033940688e-05,3.282218068762737e-10,3.77370074871359e-09,1.5933252138302023e-10
1938,4.143302222863505e-05,2.7127502625187306e-10,4.9501968873195375e-09,1.810847721772646e-10
1939,4.16180638629677e-05,2.737765847360407e-10,4.652962459772425e-09,1.8233555141934842e-10
1940,4.180995165370405e-05,3.0744815820200293e-10,4.9170828044152265e-09,1.8758775881850502e-10
1941,4.192284645146823e-05,3.1255885379888326e-10,5.3195753516429735e-09,1.6511988403562176e-10
1942,4.1698549986384546e-05,2.681141875975663e-10,5.3840324896827136e-09,1.9539935740870666e-10
1943,4.188047127432323e-05,2.68630080481534e-10,6.08395216745399e-09,2.8121265831832735e-10
1944,4.183323419835817e-05,2.996305366518927e-10,6.438841586892912e-09,2.967128864035067e-10
1945,4.269206536784103e-05,2.778782858576483e-10,5.195614954140686e-09,2.9373005615086964e-10
1946,4.309606967061492e-05,2.6118644350489207e-10,5.301237195252741e-09,3.0193223913129886e-10
1947,4.386521634712283e-05,1.9112734609258045e-10,5.255946313096973e-09,3.165736185100394e-10
1948,4.420041451729568e-05,2.1484877567510908e-10,6.6251035451309855e-09,3.678736184723316e-10
1949,4.519010170562459e-05,2.3185493802646562e-10,6.894624712420036e-09,3.271618036006428e-10
1950,4.5934139572117214e-05,2.6116154080594155e-10,6.0733311713079274e-09,3.259483774157143e-10
1951,4.670947393086473e-05,2.183744474930955e-10,5.7613039101361045e-09,3.0455483075929127e-10
1952,4.6700152389738446e-05,3.12478140584993e-10,6.113804700597874e-09,3.1715330857583016e-10
1953,4.704075867526366e-05,3.1076040550383407e-10,6.4970472811255925e-09,3.154355734946712e-10
1954,4.7131848987191916e-05,3.211943211400836e-10,6.421758299727084e-09,2.7823958117670754e-10
1955,4.764719519049062e-05,3.4236558033029496e-10,4.7848800794574635e-09,2.269395812144153e-10
1956,4.8055253760789386e-05,3.5229542894033017e-10,4.429349997892018e-09,2.333312739450604e-10
1957,4.846666706725955e-05,3.2702295236854337e-10,4.64353692005862e-09,1.7421885065546253e-10
1958,4.876201065988945e-05,2.939247555661899e-10,5.0536414101084606e-09,2.1717879280672544e-10
1959,4.994909197973486e-05,2.6758469844662917e-10,5.206840894952539e-09,2.4228058844880506e-10
1960,5.040589011124601e-05,3.420848326829429e-10,5.7081315864491805e-09,2.2148997616148033e-10
1961,5.111418743451525e-05,4.786260673509243e-10,5.797781144067926e-09,2.374803399564561e-10
1962,5.145669690266784e-05,4.67365344837743e-10,6.1237927744579275e-09,2.578838521695635e-10
1963,5.155624759416761e-05,4.6023704688583477e-10,6.701432742062252e-09,2.1747983473620535e-10
1964,5.1389154188135376e-05,4.9770276590509e-10,7.260356696800077e-09,2.3695893362564643e-10
1965,5.142602718219028e-05,6.034837451191726e-10,7.0821878520429695e-09,2.1271021947790103e-10
1966,5.088423910949912e-05,6.500300357505293e-10,7.367027813184482e-09,1.6503359690738558e-10
1967,5.0531405057492e-05,6.414428968140992e-10,6.536133475723968e-09,2.1635848866465223e-10
1968,4.989767330698669e-05,5.233495839077459e-10,6.678920083658113e-09,1.890492960589439e-10
1969,4.938750550666425e-05,5.249772461984087e-10,6.756390748461984e-09,1.77622669548873e-10
1970,4.869213911920919e-05,5.22708551046033e-10,6.675460121182855e-09,2.127007052630882e-10
1971,4.8399237130070105e-05,5.940188856674261e-10,6.168569210984742e-09,1.9458685753973422e-10
1972,4.785538996137413e-05,5.664969089063427e-10,6.246311658385042e-09,1.8541286660773386e-10
1973,4.738752977573313e-05,5.26473852608638e-10,5.469795981229351e-09,2.096361824212499e-10
1974,4.699768760474399e-05,4.4547739009541994e-10,6.4308467757306124e-09,1.6401843573797337e-10
1975,4.6632698026119866e-05,4.4835760203738266e-10,7.158983120599974e-09,1.7874335345169357e-10
1976,4.6353122473062414e-05,4.899930074781749e-10,6.900874919121439e-09,2.099486229708728e-10
1977,4.6572537810009506e-05,5.366652767021688e-10,6.719101719454557e-09,2.230290525674837e-10
1978,4.6711631252297335e-05,5.084808457226206e-10,6.568437666792144e-09,2.288160643103078e-10
1979,4.69540006763834e-05,5.114988522022682e-10,6.421511513009039e-09,2.1898513062414337e-10
1980,4.7450205394332965e-05,5.547643941450353e-10,6.696778369936445e-09,2.5650018914413764e-10
1981,4.7882504337134636e-05,5.995077767551038e-10,5.85805258270154e-09,2.5546478028231386e-10
1982,4.8375173979106224e-05,5.716892514939786e-10,5.2596369164754316e-09,2.7490724379448343e-10
1983,4.900925081788695e-05,5.486432102281518e-10,5.2867514810372995e-09,2.421275942640236e-10
1984,4.949637358160024e-05,5.432366699333256e-10,5.158337503173373e-09,2.0131972230148191e-10
1985,4.9737448924653495e-05,4.950301954068489e-10,7.904052333275656e-09,1.9038223329175581e-10
1986,5.005289650788265e-05,5.381071738990479e-10,8.434386268772544e-09,2.363038252176494e-10
1987,5.027279881427863e-05,4.941169021562989e-10,8.743268204674287e-09,2.2595958784621395e-10
1988,5.070554470876232e-05,4.5387274296069894e-10,8.746077893663693e-09,2.4535703776235833e-10
1989,5.106274849302801e-05,4.3677130166587727e-10,8.083259680649998e-09,2.1343260839246092e-10
1990,5.123869518034293e-05,4.1526089709721855e-10,7.920814099853552e-09,2.326599518201863e-10
1991,5.131678907283848e-05,4.1557956679102604e-10,8.450960883469146e-09,2.647249681369297e-10
1992,5.1654329061940576e-05,4.2133043086169305e-10,6.140129737985944e-09,2.811968178148153e-10
1993,5.199604233244567e-05,3.935968376619517e-10,5.599264607525356e-09,2.3190254280372865e-10
1994,5.240840411196197e-05,4.175816438665793e-10,5.297745099751085e-09,1.9772785393128752e-10
1995,5.275765891253416e-05,4.414973327403006e-10,5.2673445922429045e-09,2.2694211985831358e-10
1996,5.3193966388269996e-05,4.719576118805691e-10,6.38946511572718e-09,2.8261055995404405e-10
1997,5.377317782923845e-05,4.5806064893508646e-10,6.8735142022546825e-09,2.7323828318984566e-10
1998,5.4442165752074546e-05,4.1627059537458726e-10,6.742840698491039e-09,2.800449733220134e-10
1999,5.5151251477322406e-05,4.123028168878662e-10,6.47442347353636e-09,2.7441036347981244e-10
2000,5.5970427118674184e-05,3.312597101385555e-10,7.090405532547298e-09,2.719125034260956e-10
2001,5.669359649930682e-05,2.8949079244888765e-10,7.528322980882812e-09,2.712536336419673e-10
2002,5.7379936021918964e-05,3.951003770184615e-10,7.241046873218693e-09,2.2885653590463762e-10
2003,5.799366564523163e-05,4.014235729535695e-10,7.71098753103518e-09,1.790227480147344e-10
2004,5.857179400793809e-05,3.755895614362562e-10,8.372375174100658e-09,1.7185826769619946e-10
2005,5.891686201461458e-05,3.731619794912687e-10,8.134162232664721e-09,1.6041612284554774e-10
2006,5.92381324427801e-05,3.3409258296376466e-10,7.969530559291473e-09,1.3816980198866347e-10
2007,5.984168300139052e-05,4.1512419097460603e-10,7.66691948023939e-09,1.6535507288814192e-10
2008,6.0363230919132805e-05,3.910926404155595e-10,6.923937867497898e-09,1.400014231529261e-10
2009,6.126550631181869e-05,2.8225992773237406e-10,6.787070112273292e-09,1.47567961818394e-10
2010,6.226878394954838e-05,2.378021063794858e-10,5.4606306460718605e-09,1.4224675604079806e-10
2011,6.235848819155112e-05,2.3154311305585906e-10,4.380419899823502e-09,1.4608085475391926e-10
2012,6.275565153503391e-05,2.2197718960567262e-10,4.391249966825431e-09,1.3266012990501404e-10
2013,6.340341652893195e-05,2.1209294638018557e-10,6.162501810434508e-09,1.6517516719462477e-10
2014,6.301857086197873e-05,1.2587555105390636e-10,6.5646091737140264e-09,1.3280078772770487e-10
2015,6.259915764011177e-05,9.955974388163393e-11,8.748045018539382e-09,1.3280078772770487e-10
2016,6.183888191506932e-05,7.058992527413694e-11,9.022107093161123e-09,1.2253549117840253e-10
2017,6.11295442164798e-05,6.802627616301719e-11,9.80458355244925e-09,1.1907701156129344e-10
2018,6.124409846961499e-05,6.21334643458038e-11,1.1031073032796712e-08,1.233943468237353e-10
2019,6.12096773693338e-05,6.832207976453786e-11,1.2265646942566377e-08,1.1686393085880153e-10
