ngram,wave,wve,wav,wavee
1619,3.975335541131894e-06,0.0,2.8335181566165245e-07,0.0
1620,3.957931320590953e-06,0.0,1.2354133462265183e-07,0.0
1621,6.618339105963449e-07,0.0,3.01959330174993e-07,0.0
1622,7.321823188379182e-07,0.0,3.01959330174993e-07,0.0
1623,2.0792532414556523e-06,0.0,3.01959330174993e-07,0.0
1624,7.381028392014091e-05,0.0,3.277501881322158e-07,0.0
1625,7.381028392014091e-05,0.0,3.277501881322158e-07,0.0
1626,7.369774942032694e-05,0.0,3.277501881322158e-07,0.0
1627,7.339553267878987e-05,0.0,3.277501881322158e-07,0.0
1628,7.378860245158389e-05,0.0,1.493321925798747e-07,0.0
1629,7.396584208306325e-05,0.0,2.3186153644668854e-07,0.0
1630,7.30500161612976e-05,0.0,4.0435953353932875e-07,0.0
1631,1.355302726681527e-06,0.0,3.117073268705488e-07,0.0
1632,1.9050595320939984e-06,0.0,3.117073268705488e-07,0.0
1633,2.453430722328319e-06,0.0,3.117073268705488e-07,0.0
1634,1.0599029500164242e-05,0.0,3.117073268705488e-07,0.0
1635,1.160539480744254e-05,0.0,3.940270403290924e-07,0.0
1636,1.2834161712557293e-05,0.0,3.1149769646227856e-07,0.0
1637,1.2988197730529854e-05,0.0,1.3899969936963836e-07,0.0
1638,1.3378148196352413e-05,0.0,1.4965475056020035e-07,0.0
1639,1.3295612786480757e-05,0.0,1.4965475056020035e-07,0.0
1640,1.3158473815825086e-05,0.0,2.5246280545486245e-07,0.0
1641,5.430929637181439e-06,0.0,2.5246280545486245e-07,0.0
1642,4.571243737570642e-06,0.0,1.7014309199631888e-07,0.0
1643,3.4561785793942235e-06,0.0,3.50787985325951e-07,0.0
1644,3.14588195189052e-06,0.0,3.50787985325951e-07,0.0
1645,3.5039850315245402e-06,0.0,3.816866101910169e-07,0.0
1646,5.756700829806505e-06,0.0,3.816866101910169e-07,0.0
1647,6.073787484898016e-06,0.0,3.829241076605935e-07,0.0
1648,6.114225243436522e-06,0.0,4.7462257920675e-07,0.0
1649,5.65270383796295e-06,0.0,5.52850354194691e-07,0.0
1650,5.774535558040432e-06,0.0,4.6004573407896844e-07,0.0
1651,6.273552596017648e-06,4.300008121000636e-08,5.460458964989812e-07,0.0
1652,5.965827272445624e-06,4.300008121000636e-08,6.704978220893411e-07,0.0
1653,3.32126585687677e-06,4.300008121000636e-08,6.704978220893411e-07,0.0
1654,3.5470602597342804e-06,8.448326736600262e-08,6.90901824132847e-07,0.0
1655,3.7858044704210314e-06,8.448326736600262e-08,7.154094419092871e-07,0.0
1656,4.6137232873531635e-06,8.448326736600262e-08,8.637183149013643e-07,0.0
1657,4.99253919932536e-06,1.122876999001424e-07,8.314869067557343e-07,0.0
1658,5.290850473167146e-06,6.928761869013605e-08,8.527180130256186e-07,0.0
1659,5.210466018265184e-06,6.928761869013605e-08,6.300324254685361e-07,0.0
1660,5.856663457442275e-06,6.928761869013605e-08,7.102072256007627e-07,0.0
1661,5.708775071460488e-06,2.7804432534139778e-08,7.201284891574947e-07,0.0
1662,6.432533544804235e-06,2.7804432534139778e-08,7.257219790192591e-07,0.0
1663,6.183336738883684e-06,2.7804432534139778e-08,4.991853310392409e-07,0.0
1664,6.8542155661686725e-06,0.0,6.007883907191822e-07,0.0
1665,6.3991854923577714e-06,0.0,5.376487389899662e-07,0.0
1666,6.474912944603213e-06,0.0,5.775971365957438e-07,0.0
1667,6.30502907889812e-06,0.0,5.947792861401727e-07,0.0
1668,6.548881369131518e-06,0.0,5.479148999906361e-07,0.0
1669,5.697014070652326e-06,0.0,4.560694130922067e-07,0.0
1670,5.813047664560145e-06,0.0,5.720169135819171e-07,0.0
1671,4.94510472240758e-06,0.0,4.5391518150544083e-07,0.0
1672,5.016638949330497e-06,0.0,5.328265676293345e-07,0.0
1673,4.668710874154515e-06,0.0,5.423639107350806e-07,0.0
1674,4.865223575377188e-06,0.0,4.450069610584251e-07,0.0
1675,4.844701412106847e-06,0.0,3.5750052924348505e-07,0.0
1676,4.576199249381066e-06,0.0,4.13439457653502e-07,0.0
1677,4.642870797917047e-06,0.0,3.64664353063355e-07,0.0
1678,4.993844608439499e-06,0.0,3.6539130324594484e-07,0.0
1679,5.043324368411309e-06,0.0,2.65460069418363e-07,0.0
1680,5.522971962688773e-06,0.0,2.8838204408592514e-07,0.0
1681,5.6474279322823606e-06,0.0,3.778854339283758e-07,0.0
1682,5.182381853176464e-06,0.0,4.585295658086709e-07,0.0
1683,5.543773113458883e-06,0.0,5.491743715018467e-07,0.0
1684,6.398969747221729e-06,0.0,6.281098795365583e-07,0.0
1685,6.130738386543401e-06,2.0205831674502406e-08,6.690960633802336e-07,0.0
1686,5.8621382907274115e-06,2.0205831674502406e-08,6.736535007283757e-07,0.0
1687,5.794149339115913e-06,6.140592136359504e-08,7.660461441056603e-07,0.0
1688,5.806731288820239e-06,6.140592136359504e-08,6.765427542632096e-07,0.0
1689,5.463220531964907e-06,6.140592136359504e-08,6.274697921883541e-07,0.0
1690,1.1572318466538231e-05,6.140592136359504e-08,5.132428364212111e-07,0.0
1691,1.0391254006338255e-05,8.58719744201153e-08,5.383972998223336e-07,0.0
1692,1.0259007435057096e-05,6.566614274561289e-08,4.812420176644341e-07,0.0
1693,1.0165525249509041e-05,9.70173366405496e-08,4.5361281105929916e-07,0.0
1694,9.846048994534482e-06,5.581724695145697e-08,4.351257558710131e-07,0.0
1695,9.844696835768576e-06,5.581724695145697e-08,4.816461662520461e-07,0.0
1696,1.0033093238754581e-05,7.156319270507083e-08,4.658209422002203e-07,0.0
1697,4.1730157330935725e-06,7.156319270507083e-08,5.72492790443643e-07,0.0
1698,4.250391027328858e-06,4.709713964855057e-08,5.360569385207523e-07,0.0
1699,4.484541997434073e-06,4.709713964855057e-08,6.953624672892797e-07,0.0
1700,4.6802331975673695e-06,1.5745945753613862e-08,8.38338851037536e-07,0.0
1701,4.661578681667119e-06,2.541270508312924e-08,7.403593441170285e-07,0.0
1702,4.688562999685278e-06,2.541270508312924e-08,8.856014903000999e-07,0.0
1703,4.853311306110949e-06,9.666759329515377e-09,9.250615927872527e-07,0.0
1704,4.557259476963996e-06,9.666759329515377e-09,8.773436052576602e-07,0.0
1705,4.918508758627078e-06,9.666759329515377e-09,8.340951345482088e-07,0.0
1706,4.888566958730475e-06,9.666759329515377e-09,7.064984767371893e-07,0.0
1707,4.827064458368113e-06,9.666759329515377e-09,5.99979452025374e-07,0.0
1708,4.903270369790594e-06,9.645867342961928e-09,5.709373900637209e-07,0.0
1709,4.6056740887122165e-06,9.645867342961928e-09,4.513249345044252e-07,0.0
1710,1.0521594958845526e-05,2.686089065459133e-08,4.4776395822866887e-07,0.0
1711,1.066261113789681e-05,2.686089065459133e-08,3.84653199197211e-07,0.0
1712,1.086172200562682e-05,2.686089065459133e-08,4.2343619708974855e-07,0.0
1713,1.0615498467814177e-05,3.767890583666096e-08,4.870574465647743e-07,1.0818015182069627e-08
1714,1.1559980196450073e-05,3.767890583666096e-08,5.176013603756604e-07,1.0818015182069627e-08
1715,1.1673155118582404e-05,3.935539183430592e-08,5.549213913777098e-07,1.0818015182069627e-08
1716,1.2042779612134577e-05,3.935539183430592e-08,5.447559975177033e-07,1.0818015182069627e-08
1717,6.752416538802208e-06,3.742317947593879e-08,5.77166385288105e-07,1.0818015182069627e-08
1718,7.219612403527467e-06,4.516493591820238e-08,5.654629506222721e-07,1.0818015182069627e-08
1719,6.601464422471638e-06,4.516493591820238e-08,5.009506196529401e-07,1.0818015182069627e-08
1720,6.608021814307514e-06,3.4346920736132754e-08,4.181969675950573e-07,0.0
1721,5.652460361358992e-06,3.4346920736132754e-08,3.862359270507503e-07,0.0
1722,5.512974147287812e-06,2.3024567395525863e-08,3.605345081528607e-07,0.0
1723,5.129065909516482e-06,2.9199743575450806e-08,3.4795121044745816e-07,0.0
1724,4.363813267056165e-06,1.3916932622188532e-08,2.8737942971344766e-07,0.0
1725,3.699440185300773e-06,6.175176179924944e-09,2.70340704235293e-07,0.0
1726,3.855915403099581e-06,6.175176179924944e-09,2.55591976789609e-07,0.0
1727,4.186084392391162e-06,6.175176179924944e-09,2.3303289558335954e-07,0.0
1728,4.107932487126423e-06,6.175176179924944e-09,2.563087042923533e-07,0.0
1729,4.263308548096185e-06,6.175176179924944e-09,2.636302178465095e-07,0.0
1730,4.310792227053233e-06,0.0,2.2241204636738336e-07,0.0
1731,4.398849634006703e-06,0.0,2.755625046242065e-07,0.0
1732,5.09173004762228e-06,0.0,3.149944554081685e-07,0.0
1733,5.343199420946933e-06,0.0,3.2009262795895665e-07,0.0
1734,5.124790244995633e-06,5.161731613562941e-09,3.7867143884032626e-07,0.0
1735,5.427914564799201e-06,1.1628657655852034e-08,4.1089236343542067e-07,0.0
1736,5.3677917678994295e-06,1.1628657655852034e-08,4.5534537867248606e-07,0.0
1737,5.3650274237172975e-06,1.1628657655852034e-08,4.956135382729241e-07,0.0
1738,5.869491620355152e-06,1.1628657655852034e-08,4.354548498294467e-07,5.491816271582398e-09
1739,5.276893781618648e-06,1.1628657655852034e-08,3.892275017847169e-07,5.491816271582398e-09
1740,5.3388699338289114e-06,1.1628657655852034e-08,3.554911803657238e-07,5.491816271582398e-09
1741,7.4931050611277376e-06,6.466926042289092e-09,3.0699234088160665e-07,5.491816271582398e-09
1742,7.2471122426317635e-06,0.0,2.4834223718731406e-07,5.491816271582398e-09
1743,7.68785253058013e-06,0.0,2.234457211004935e-07,5.491816271582398e-09
1744,7.74946261117293e-06,4.464060359461135e-09,2.1070680641547108e-07,5.491816271582398e-09
1745,7.612425211586274e-06,1.0775636383186793e-08,2.3841238925927299e-07,0.0
1746,7.570587415882203e-06,1.0775636383186793e-08,2.904656355440238e-07,0.0
1747,7.5155787076905e-06,1.0775636383186793e-08,2.8879955899745777e-07,0.0
1748,5.575964775873997e-06,1.0775636383186793e-08,3.1235067053460496e-07,0.0
1749,5.945014826076138e-06,1.0775636383186793e-08,3.399271731398455e-07,0.0
1750,6.214155876347961e-06,1.0775636383186793e-08,3.382172500161167e-07,0.0
1751,6.276199136274434e-06,6.311576023725658e-09,3.9173322972731383e-07,0.0
1752,6.329725692921784e-06,3.898590149122226e-09,4.1772681973790373e-07,0.0
1753,6.758561799610366e-06,3.898590149122226e-09,3.6820391967142184e-07,0.0
1754,7.199385955963018e-06,3.898590149122226e-09,4.3108953410150465e-07,0.0
1755,7.78432286097086e-06,7.751897917224987e-09,4.454259437482376e-07,0.0
1756,7.91742689086407e-06,7.751897917224987e-09,4.466719920921085e-07,0.0
1757,7.829685858139004e-06,7.751897917224987e-09,4.880375001903303e-07,3.045123264655558e-09
1758,8.034995127153316e-06,1.085948270989385e-08,4.6096073447188246e-07,3.045123264655558e-09
1759,7.996023019326717e-06,1.7397277269586605e-08,4.986287568239536e-07,3.045123264655558e-09
1760,8.389717225197404e-06,2.0058644269381276e-08,5.905821426819915e-07,3.045123264655558e-09
1761,9.121140010392992e-06,2.2834211727789418e-08,6.012700615493876e-07,3.045123264655558e-09
1762,9.628433547602202e-06,1.8980903959686657e-08,6.09364272057584e-07,3.045123264655558e-09
1763,9.749382310734031e-06,1.8980903959686657e-08,6.224603948469718e-07,3.045123264655558e-09
1764,1.0277233936254301e-05,2.179158364867817e-08,6.233902394926969e-07,0.0
1765,1.0297836524841841e-05,2.1631407268582085e-08,6.643978330040616e-07,0.0
1766,1.2076779902210027e-05,1.1195022559767104e-08,6.041699204420833e-07,0.0
1767,1.2091564518154233e-05,8.53365555997243e-09,5.665713363863947e-07,0.0
1768,1.08856654281096e-05,8.440300648869327e-09,5.660794865239691e-07,0.0
1769,9.627382886329932e-06,8.440300648869327e-09,5.542112830880797e-07,0.0
1770,1.008563776849769e-05,8.440300648869327e-09,5.265324927807212e-07,0.0
1771,9.441006893341961e-06,8.262264777109912e-09,5.176685898991959e-07,0.0
1772,9.37299494450729e-06,5.314856364537133e-09,4.883195937769155e-07,0.0
1773,8.054635210490752e-06,5.314856364537133e-09,5.237509697053611e-07,7.78557256759476e-09
1774,7.920247883573342e-06,5.314856364537133e-09,4.976986685635763e-07,7.78557256759476e-09
1775,8.028209387183388e-06,2.6326438172320975e-09,4.789271445458456e-07,7.78557256759476e-09
1776,1.0453303470317873e-05,5.345013320834369e-09,5.648037902769179e-07,7.78557256759476e-09
1777,1.0594866190721014e-05,5.345013320834369e-09,6.149727036180203e-07,7.78557256759476e-09
1778,1.053705292568858e-05,2.712369503602271e-09,6.088971247208974e-07,7.78557256759476e-09
1779,1.076454678436026e-05,2.712369503602271e-09,6.298692036515214e-07,7.78557256759476e-09
1780,1.077137436108647e-05,2.712369503602271e-09,6.149481635020493e-07,0.0
1781,1.0466724039101141e-05,2.712369503602271e-09,6.628622973689094e-07,0.0
1782,1.1101574598017447e-05,4.870502985048526e-09,7.064537206653248e-07,0.0
1783,9.017015145218465e-06,6.507331562488616e-09,6.909994892469382e-07,0.0
1784,8.397698690844533e-06,6.507331562488616e-09,6.895787448359312e-07,0.0
1785,8.525380248361866e-06,8.12545396046614e-09,6.983774158340696e-07,0.0
1786,8.5760300083036e-06,8.12545396046614e-09,6.77300452675159e-07,0.0
1787,8.55901998875197e-06,8.12545396046614e-09,7.30354697355194e-07,0.0
1788,9.13485395618149e-06,9.432006033348119e-09,7.7401857976968e-07,0.0
1789,8.815300004373836e-06,9.600642186009217e-09,7.658427989554184e-07,0.0
1790,9.082439321770965e-06,6.356292508209143e-09,8.121074951564619e-07,0.0
1791,9.483962328106696e-06,7.442258745779132e-09,8.757836553741072e-07,0.0
1792,1.004380945752408e-05,1.1265446734195654e-08,9.065242920769379e-07,0.0
1793,1.0025599684532998e-05,1.1265446734195654e-08,9.876243487789388e-07,0.0
1794,1.0014000378890029e-05,1.3261417868599373e-08,9.991771159028367e-07,0.0
1795,1.0020846145510274e-05,1.378141004490122e-08,9.7287521124859e-07,0.0
1796,1.0318532336636313e-05,1.1454640410793867e-08,9.770812019788927e-07,0.0
1797,1.1199194237373636e-05,1.0916715658433013e-08,9.487814622843871e-07,0.0
1798,1.1432638660023389e-05,1.2145376133381497e-08,8.949672454556483e-07,2.314626712518475e-09
1799,1.1844680817115919e-05,7.905604932594607e-09,9.113721830544819e-07,2.314626712518475e-09
1800,1.2394234025643008e-05,8.317268841904836e-09,8.421928084447115e-07,2.726290621828704e-09
1801,1.2934310429305437e-05,7.71431915172879e-09,8.394760584451433e-07,2.726290621828704e-09
1802,1.3413380916712672e-05,8.926662393398438e-09,8.288482555534366e-07,2.726290621828704e-09
1803,1.38750269148399e-05,1.1032662085495661e-08,8.067846936553127e-07,2.726290621828704e-09
1804,1.3436645011617137e-05,1.1075893535661407e-08,7.508213489667728e-07,2.726290621828704e-09
1805,1.3462206749993908e-05,1.0059654379343134e-08,7.263248400184758e-07,4.116639093102289e-10
1806,1.2979989930629796e-05,9.375215397661968e-09,6.58823215157359e-07,4.116639093102289e-10
1807,1.3339542679854535e-05,9.172772715996099e-09,6.541657415125104e-07,4.184424552887224e-10
1808,1.2983920117091787e-05,8.015114461024098e-09,5.997019992979144e-07,4.184424552887224e-10
1809,1.2216880999663512e-05,6.423625488670228e-09,5.532997907461581e-07,4.184424552887224e-10
1810,1.1653501392824442e-05,5.625251677164402e-09,5.210045312001707e-07,4.184424552887224e-10
1811,1.1515009906101373e-05,5.48386445777181e-09,4.832035764528493e-07,4.184424552887224e-10
1812,1.1688207580716283e-05,5.6177265220621766e-09,4.485565057166241e-07,4.184424552887224e-10
1813,1.1484258850811915e-05,6.2645026785038536e-09,4.383650288478488e-07,4.184424552887224e-10
1814,1.0806690495103663e-05,6.055281450859493e-09,3.9897908063072206e-07,0.0
1815,1.0856714522690578e-05,6.592481100702636e-09,3.583859609079809e-07,0.0
1816,1.1308977653763058e-05,5.525428019887662e-09,3.339644527906265e-07,0.0
1817,1.1492549154874204e-05,4.389149710348761e-09,3.1249161988203665e-07,0.0
1818,1.1845319932035636e-05,4.636521293883382e-09,2.9812404380079117e-07,0.0
1819,1.2160551185453577e-05,3.354569114552167e-09,2.8559620294085366e-07,0.0
1820,1.2639794736709778e-05,2.338089690111035e-09,2.6193916166253726e-07,4.421907919192693e-10
1821,1.2951084889729308e-05,2.8523067082833873e-09,2.540377051575758e-07,4.421907919192693e-10
1822,1.3186335309001151e-05,2.454050581793662e-09,2.4702747225546773e-07,4.421907919192693e-10
1823,1.3712795797411153e-05,2.3546306809103204e-09,2.445883861160577e-07,4.421907919192693e-10
1824,1.3774212935199362e-05,2.451523143217774e-09,2.4995209457756573e-07,9.786708586391667e-10
1825,1.3587322817849262e-05,2.1152340831268444e-09,2.4954947670201885e-07,9.786708586391667e-10
1826,1.311343125312955e-05,2.0834348849315833e-09,2.523890064562043e-07,4.178123497971293e-09
1827,1.2971886852548259e-05,2.6680322237230112e-09,2.420718081858857e-07,3.7359327060520235e-09
1828,1.305590909136559e-05,2.7054617435240402e-09,2.4325465679859395e-07,3.9565913244134416e-09
1829,1.2562572919705417e-05,2.6825264073540976e-09,2.746881883857506e-07,3.9565913244134416e-09
1830,1.23814422425182e-05,2.496905412588798e-09,2.7625975462797214e-07,4.0518958664494315e-09
1831,1.2545778970109365e-05,2.3215600394469303e-09,2.66464066303992e-07,3.886994440601857e-09
1832,1.2908872252280292e-05,2.3674569447708548e-09,2.724139319200601e-07,3.972143899514233e-09
1833,1.3085024355470004e-05,2.4139152264370166e-09,2.7016009645259534e-07,7.72691260182106e-10
1834,1.3302456993967229e-05,2.180282113580948e-09,2.8040739355869195e-07,8.557514538257546e-10
1835,1.3691230768537415e-05,1.879985786093893e-09,2.836647772548011e-07,7.188762363163903e-10
1836,1.4357969121192582e-05,1.6787367686431155e-09,2.5768523568915823e-07,7.188762363163903e-10
1837,1.4229908239420702e-05,1.8931978683158134e-09,2.6735654249218245e-07,8.558959176317517e-10
1838,1.429784489508685e-05,2.1819319367161985e-09,2.6769716449897327e-07,7.132945266187716e-10
1839,1.4384699560261132e-05,2.059310373019636e-09,2.5599525648496116e-07,9.312708144320376e-10
1840,1.4400331435483946e-05,2.1966977126197662e-09,2.562822243947137e-07,9.312708144320376e-10
1841,1.4185014801374304e-05,1.8382917727726473e-09,2.5212290211129584e-07,8.48210620788389e-10
1842,1.4660375979604265e-05,1.7085724422573533e-09,2.5243681583171043e-07,7.64427219936335e-10
1843,1.470250494354072e-05,1.6895991431350614e-09,2.5451041096857807e-07,8.300017498693738e-10
1844,1.498378255096863e-05,1.980879190835846e-09,2.3641478768305596e-07,5.976775265180225e-10
1845,1.538221165122065e-05,2.0664218114418986e-09,2.245016454643129e-07,4.3543904196649153e-10
1846,1.5319262924354655e-05,2.480721548815877e-09,2.208275751464888e-07,1.975337948767475e-10
1847,1.5539635699367083e-05,2.7238268941941003e-09,2.3476779428425028e-07,2.581392599676491e-10
1848,1.585129757586401e-05,3.0760607553200916e-09,2.4121873869782054e-07,3.1282693499104907e-10
1849,1.517825538550304e-05,3.4918252733717736e-09,2.494292955036924e-07,3.6656647162125466e-10
1850,1.5067254285635759e-05,4.310074360905755e-09,2.5435036832277547e-07,3.0099194168821594e-10
1851,1.4857866647486975e-05,4.4983147682943675e-09,2.7261123136668175e-07,5.795635201913793e-10
1852,1.448186620629193e-05,4.5873206820447516e-09,2.901185293272387e-07,6.139478964899731e-10
1853,1.4381148763017596e-05,4.2559699256880126e-09,3.0862439562692347e-07,6.452460787897962e-10
1854,1.43078962407474e-05,4.619554199487246e-09,2.99935521752559e-07,7.361461995536445e-10
1855,1.4220086865991885e-05,4.5473791081868904e-09,2.978541634287727e-07,6.814585245302445e-10
1856,1.4330436897580512e-05,4.357875330437569e-09,2.9583777307250004e-07,6.277189879000389e-10
1857,1.4848241075274668e-05,3.793550997142705e-09,2.970769880253751e-07,6.277189879000389e-10
1858,1.4953064237488434e-05,3.580300056427177e-09,2.905805323345183e-07,4.0675092262608206e-10
1859,1.5185431558555657e-05,3.572487321840916e-09,2.9173567993114246e-07,3.665571695383412e-10
1860,1.544830151293094e-05,3.979350309586087e-09,2.827411468128308e-07,2.700384876026212e-10
1861,1.5386339717744185e-05,3.5222102694782667e-09,2.8269697135588754e-07,2.315062625728765e-10
1862,1.5499390948597075e-05,3.4922241606441926e-09,2.8826704172908127e-07,3.4294280510620874e-10
1863,1.5485888980038e-05,3.76492500667577e-09,2.88654336243001e-07,4.3841856732308923e-10
1864,1.5124277394664074e-05,4.133373135825227e-09,2.8662522514163615e-07,5.797039316833365e-10
1865,1.502828958369459e-05,3.999603505531825e-09,2.8509054215776685e-07,7.432331813487078e-10
1866,1.511071397024872e-05,3.937874788156088e-09,2.864933687111001e-07,8.15022652541789e-10
1867,1.4849202541102255e-05,3.6202741122386736e-09,2.94049418211476e-07,8.582351099636501e-10
1868,1.5013479761754362e-05,3.750932770734445e-09,2.957724193817869e-07,8.348851451448322e-10
1869,1.5218864453865016e-05,3.835935505743951e-09,2.9763651809844305e-07,8.4220625711546e-10
1870,1.5599000107613392e-05,3.9333628417840114e-09,2.9608101418229384e-07,8.312034156204057e-10
