ngram,wave,wve,wav,wavee
1871,1.5799589553872856e-05,3.6667536308852634e-09,3.031364883554488e-07,8.116462343491346e-10
1872,1.6042403461012456e-05,3.7568603466248925e-09,3.100535325627009e-07,7.952720307688058e-10
1873,1.6044314179453067e-05,3.855355844097273e-09,3.146875420562927e-07,7.405706762117095e-10
1874,1.6449550457764417e-05,3.856907364913858e-09,3.182352819359429e-07,8.56321077539032e-10
1875,1.6871671115430737e-05,3.715620604844665e-09,3.2402079292686334e-07,7.666976815328447e-10
1876,1.701419854985683e-05,3.738905788149996e-09,3.29016070769025e-07,6.862720114408916e-10
1877,1.681683716014959e-05,3.545161085329239e-09,3.4025412024415604e-07,6.717024357362687e-10
1878,1.6930411480383816e-05,3.638814107174783e-09,3.495436747665995e-07,5.862596122848832e-10
1879,1.6987710426162395e-05,3.4904938304793275e-09,3.5538905811855717e-07,4.862424907159379e-10
1880,1.7270116846443022e-05,3.3986627797791667e-09,3.704803970906921e-07,5.068850339462472e-10
1881,1.7263912533443155e-05,3.4583893526729526e-09,3.8058724222927207e-07,4.741845566995956e-10
1882,1.7248000273996566e-05,3.2764006428566616e-09,3.9265961910522104e-07,5.714132897008792e-10
1883,1.7107109410322403e-05,3.1635563692487624e-09,3.9740868779907554e-07,5.330813052888723e-10
1884,1.6898294234124478e-05,3.0359230684950944e-09,4.0296836394710614e-07,5.852215894425988e-10
1885,1.6965063618304805e-05,2.7746133644614345e-09,4.0619480452213405e-07,6.940526248960006e-10
1886,1.7071906378467766e-05,2.8043906244842478e-09,4.129084304947485e-07,6.996656508130781e-10
1887,1.7020633484727504e-05,2.725599904504098e-09,4.1218176858949717e-07,7.944433761635545e-10
1888,1.6810727564526523e-05,2.513018872361629e-09,4.1917605488249266e-07,7.491895199456572e-10
1889,1.675736023441589e-05,2.8033310593502036e-09,4.227366251338286e-07,7.043025765770697e-10
1890,1.683016320644778e-05,2.6961121272047907e-09,4.3080563370624857e-07,8.307810233405227e-10
1891,1.7447971393786637e-05,2.529915800662609e-09,4.3281807750515456e-07,9.647879082942877e-10
1892,1.7486633233992116e-05,2.5702050646511256e-09,4.268298466415997e-07,1.0219157504336757e-09
1893,1.768626836045379e-05,2.5253626174353324e-09,4.225759490899301e-07,9.80746309561401e-10
1894,1.7675605704425834e-05,2.5305967480245985e-09,4.1266881112278497e-07,8.314920815369728e-10
1895,1.79855887836311e-05,2.5453019691923373e-09,4.053334480756478e-07,8.351683868289075e-10
1896,1.8115255183407237e-05,2.344560831194339e-09,4.027965709545762e-07,1.1316742780970961e-09
1897,1.826896888295388e-05,2.512150360749794e-09,4.127213019598587e-07,1.0237725865471147e-09
1898,1.811341488584211e-05,2.8589262703247543e-09,4.2805001498891215e-07,8.21836578949028e-10
1899,1.8301786570061396e-05,2.991156433651554e-09,4.574780600056069e-07,7.288757811593375e-10
1900,1.8296480837826884e-05,3.092005381891535e-09,4.861750580533095e-07,7.681143855885e-10
1901,1.854033533683313e-05,3.066405510462492e-09,5.164172145149288e-07,7.924775875205776e-10
1902,1.8650051840398062e-05,3.0031588327261716e-09,5.357639167868911e-07,7.422293375152528e-10
1903,1.861617368246828e-05,2.9093374693494364e-09,5.865201566328844e-07,4.0932080145962754e-10
1904,1.870451108386208e-05,2.875692572956723e-09,5.995661597678139e-07,4.541590060374341e-10
1905,1.895763047546747e-05,2.542420988024422e-09,6.181126731722283e-07,5.220193979463669e-10
1906,1.9101467062552858e-05,2.4540351496936198e-09,6.161878332022752e-07,4.5928091686940423e-10
1907,1.938600741725947e-05,2.262552732469812e-09,6.057255908282449e-07,3.655074635812637e-10
1908,1.9731307215157097e-05,2.321315917264144e-09,6.011979719135394e-07,3.244096241639127e-10
1909,1.969237148711857e-05,2.3765674983522445e-09,5.94192004297968e-07,2.899730435926681e-10
1910,1.9838095145782324e-05,2.6036273296067438e-09,5.559024154016308e-07,3.153555670566886e-10
1911,2.007113237466131e-05,2.5828122022072566e-09,5.346385713827268e-07,2.9387440496948207e-10
1912,2.0319828503748534e-05,2.6559727750452566e-09,4.985554450546001e-07,2.2955593775059972e-10
1913,2.0343575150556198e-05,2.8102019758843457e-09,4.783279052844591e-07,2.116068173859834e-10
1914,2.0484851380128282e-05,2.897260907376774e-09,4.701240478815245e-07,1.9695664345485498e-10
1915,2.0326169760664925e-05,2.9543930476653e-09,4.5916047903509547e-07,2.332626254851279e-10
1916,2.116771221543396e-05,3.075204694066461e-09,4.7106892355129405e-07,4.2893683248136835e-10
1917,2.1957139584368895e-05,3.2076108753236507e-09,4.784850407954114e-07,4.15546632818017e-10
1918,2.286634506682666e-05,3.2620161809810658e-09,4.898647237691225e-07,4.742745045900015e-10
1919,2.4023354853852652e-05,3.2858437240942553e-09,4.998212667877462e-07,6.581157682309221e-10
1920,2.486885932739824e-05,3.2154596445772246e-09,5.019070304764941e-07,6.527215851148682e-10
1921,2.546217677133557e-05,3.3279447451763288e-09,5.099300527230557e-07,7.089448016734628e-10
1922,2.656876806992971e-05,3.3250828439841077e-09,5.03098533499724e-07,7.65946395594622e-10
1923,2.6777040537646307e-05,3.340042433107117e-09,4.813990577596477e-07,6.930394135557754e-10
1924,2.7168889573658817e-05,3.1407161316110432e-09,4.5363776735030115e-07,6.651079449098469e-10
1925,2.776422947395726e-05,3.0400063418970345e-09,4.314961269561276e-07,6.104566257254212e-10
1926,2.7774006542001318e-05,3.134604734508376e-09,4.1351112502395283e-07,7.357263409613068e-10
1927,2.8466650941741784e-05,3.1476142961902755e-09,3.986645781748978e-07,7.352630647185419e-10
1928,2.8934009865874293e-05,2.989049769601999e-09,3.680057391518078e-07,6.790398481599474e-10
1929,2.9371763438185944e-05,2.9117311101905283e-09,3.507963534892562e-07,6.341407557794046e-10
1930,3.01523143986872e-05,2.7174895667059218e-09,3.3252488914773236e-07,5.658283167405845e-10
1931,3.090964128205087e-05,2.4859546009027765e-09,3.2517097890506973e-07,6.70760355988723e-10
1932,3.1253469777376654e-05,2.3773094445392726e-09,3.1128698602905e-07,6.247500056970929e-10
1933,3.150966352092967e-05,2.150277559184336e-09,3.045668190030223e-07,3.2748407160657477e-10
1934,3.199552962282074e-05,1.964583495883687e-09,3.000674269060255e-07,3.2721356774916595e-10
1935,3.274563901608677e-05,1.9119186710016477e-09,3.0186088143377023e-07,4.827698974712342e-10
1936,3.269669832661748e-05,1.7333092897483686e-09,3.031968317048138e-07,5.115996693743391e-10
1937,3.339779141242616e-05,1.9098836956388254e-09,3.0998684305164457e-07,5.693569643527852e-10
1938,3.29623201521047e-05,2.096040896404361e-09,3.1482528178068084e-07,5.514339282816242e-10
1939,3.300634125480428e-05,2.1832307707723787e-09,3.2557995106279644e-07,6.261160062637217e-10
1940,3.305047097715682e-05,2.5421781505282783e-09,3.347145666664021e-07,7.371673727789891e-10
1941,3.2953995417171556e-05,2.7791993151282668e-09,3.451491628376451e-07,9.353280610342146e-10
1942,3.279713876379121e-05,3.234864630132149e-09,3.576482348372727e-07,8.794039147679606e-10
1943,3.3504486054880545e-05,3.369775315929603e-09,3.6974026329517073e-07,1.0965166393920152e-09
1944,3.421865351681065e-05,3.471095347659262e-09,3.71966848433658e-07,1.1740177877480766e-09
1945,3.542213432540718e-05,3.626850851391948e-09,3.7845001900547815e-07,1.1996253038556608e-09
1946,3.683121342744146e-05,3.816219752904106e-09,3.771602905544569e-07,1.2242318508144073e-09
1947,3.905725731913533e-05,3.7123632739317306e-09,3.70610044748381e-07,1.1595778385117432e-09
1948,4.0644603619252197e-05,3.707991850073914e-09,3.7263022331249627e-07,1.0244492793758703e-09
1949,4.221933392857734e-05,3.6148865805480615e-09,3.723535907543659e-07,1.0268540700281952e-09
1950,4.35293373552018e-05,3.804005903924284e-09,3.656074990690935e-07,8.404139844359853e-10
1951,4.409733238779674e-05,3.7172123157347414e-09,3.643490629201551e-07,9.65133615883827e-10
1952,4.48892408582781e-05,3.7092388842958305e-09,3.5890256201907634e-07,1.0720923910539121e-09
1953,4.523512948903122e-05,3.588478561919065e-09,3.6492389199338504e-07,1.0198714769530222e-09
1954,4.550180892692879e-05,3.4877821266020094e-09,3.7089327520334336e-07,1.0781641175088603e-09
1955,4.6258876994085896e-05,3.360915450707174e-09,3.692238651962855e-07,1.1521008789840336e-09
1956,4.7591391194146127e-05,3.054919555418272e-09,3.6772576095245313e-07,1.2790199970564536e-09
1957,4.910704644446794e-05,2.8874395890150187e-09,3.6388264236718116e-07,1.2456100000652575e-09
1958,5.102211746686537e-05,2.7930208622097196e-09,3.6107633556119776e-07,1.0263916026622054e-09
1959,5.390799716613921e-05,2.704620210331703e-09,3.6095313151106113e-07,8.971678201939528e-10
1960,5.568599642304305e-05,2.640612998102857e-09,3.5169268081907443e-07,1.3159659949048473e-09
1961,5.7418617091440994e-05,2.581614477747962e-09,3.416644095263369e-07,1.3218636264942874e-09
1962,5.941467264035184e-05,2.6407637029482854e-09,3.305206957650496e-07,1.3358567188933738e-09
1963,6.049703370081261e-05,2.6938781047139824e-09,3.232664766983362e-07,1.2257469087347976e-09
1964,6.0205906525620124e-05,2.6997711368080347e-09,3.238500758990475e-07,1.5105094476806714e-09
1965,5.968441317755995e-05,2.7539390133414697e-09,3.204231120434997e-07,1.573966457169007e-09
1966,5.813818123507579e-05,2.8347674683816747e-09,3.2095136199521743e-07,1.71223479839e-09
1967,5.7322902908448926e-05,2.8072628348902687e-09,3.2080669549421667e-07,1.3967284471862384e-09
1968,5.6368792554297086e-05,2.875337206426869e-09,3.259606395593957e-07,1.3229178387673203e-09
1969,5.488701728089447e-05,2.8446989525881302e-09,3.346585434168706e-07,1.2572106054621811e-09
1970,5.376358188056786e-05,2.86298029728016e-09,3.478741835546576e-07,1.4189886091539199e-09
1971,5.390775446098165e-05,2.7536186664178786e-09,3.5504985313699375e-07,1.4887721848972595e-09
1972,5.3789230150869116e-05,2.71309435235472e-09,3.6478493419573557e-07,1.6344412965908971e-09
1973,5.366371780317942e-05,2.838661654942192e-09,3.629754254624069e-07,1.686460732968393e-09
1974,5.40267355972901e-05,3.0919728047759267e-09,3.6623901727190447e-07,1.7805262819692302e-09
1975,5.3419796001565244e-05,3.1498015624314188e-09,3.613603131010937e-07,1.9742992954771157e-09
1976,5.32680304396698e-05,3.5287096736677117e-09,3.5002129753333324e-07,2.1880339127834857e-09
1977,5.322437209542841e-05,3.4230325875382407e-09,3.236374449703102e-07,2.3809678673103463e-09
1978,5.3149293047941425e-05,3.4450990948897697e-09,3.004402222878915e-07,2.08767051265316e-09
1979,5.327802136889659e-05,3.477012233688015e-09,2.7405280077021287e-07,1.962139339894975e-09
1980,5.389402109098488e-05,3.248961829730287e-09,2.541001821652701e-07,1.7833788097070575e-09
1981,5.402387094883514e-05,3.099310934879489e-09,2.3114272096336208e-07,1.7373284874214585e-09
1982,5.5018343638429155e-05,3.2624270586621508e-09,2.118555479618018e-07,1.5632723924875945e-09
1983,5.5858681402501785e-05,2.671554834497515e-09,1.9464886845201234e-07,1.367657748956625e-09
1984,5.67836406324724e-05,2.7942372701364857e-09,1.8528318232061532e-07,1.0925655301109926e-09
1985,5.6976376072270796e-05,2.8367779712569684e-09,1.8110164847127764e-07,1.081282539696003e-09
1986,5.733755772650641e-05,2.726241660993318e-09,1.7677408590900866e-07,9.991929030204817e-10
1987,5.720393320578816e-05,2.6865373259354897e-09,1.6904491165600381e-07,9.77563752169175e-10
1988,5.745043173582027e-05,2.559414378845913e-09,1.6578877242474327e-07,8.900915480859948e-10
1989,5.7036203673175934e-05,2.4055275390669604e-09,1.6244626164864583e-07,8.372682626576835e-10
1990,5.622757713094221e-05,2.514835387553863e-09,1.6188898298098919e-07,7.846577514720415e-10
1991,5.5267401746407684e-05,2.293710935471641e-09,1.6234100793813662e-07,6.781614872838507e-10
1992,5.476801535613569e-05,2.211078685222999e-09,1.6430687058540831e-07,6.78942211975096e-10
1993,5.361174096053999e-05,2.2227288581128893e-09,1.778477565851842e-07,7.496977721161662e-10
1994,5.2496527392317406e-05,2.1995840387185287e-09,1.985191886433313e-07,7.539888554778226e-10
1995,5.096368944837845e-05,2.1842000430538633e-09,2.1258849715520357e-07,7.197318772713044e-10
1996,4.973790575084942e-05,2.1547998147702127e-09,2.3401308421203533e-07,7.536944164015275e-10
1997,4.858149571061533e-05,2.090485483132097e-09,2.56308161234691e-07,7.494926187615444e-10
1998,4.7533078551558515e-05,2.038643603136896e-09,2.804206766476065e-07,7.384118871911483e-10
1999,4.6178898108857016e-05,2.0072304929286133e-09,3.022084017954642e-07,6.779107354835747e-10
2000,4.5420910152772975e-05,1.966802641385966e-09,3.133590260923873e-07,6.454385676717728e-10
2001,4.487662434777511e-05,1.8249659561320186e-09,3.166578730023113e-07,6.217466383010414e-10
2002,4.466306355815115e-05,1.8100470487526975e-09,3.218266125973709e-07,6.524721398091873e-10
2003,4.460102614497633e-05,1.5861074358675913e-09,3.1983552974322394e-07,6.330258063767604e-10
2004,4.467701988427767e-05,1.4707697599496733e-09,3.1424925087516644e-07,6.649264393056496e-10
2005,4.411680388979481e-05,1.510972220357993e-09,3.1211536111186433e-07,6.834092815464845e-10
2006,4.4160950242907605e-05,1.4362097701590771e-09,2.932893770386207e-07,6.889990007102093e-10
2007,4.407764780418282e-05,1.2844557243215808e-09,2.651182983624624e-07,6.130346072045053e-10
2008,4.426873471987035e-05,1.1609927225946543e-09,2.3937641304071023e-07,5.680590838988816e-10
2009,4.6417171168806295e-05,9.80418115740075e-10,2.0605120251307847e-07,5.353642291388334e-10
2010,4.782487407542898e-05,8.561336203464062e-10,1.7523543606655168e-07,4.886148588908615e-10
2011,4.756454810766237e-05,7.453063602788238e-10,1.4333575647031337e-07,4.248231131955192e-10
2012,4.797365181730129e-05,6.198355717579318e-10,1.0382370163597443e-07,3.735099610554674e-10
2013,4.8372707429475016e-05,4.557586173538551e-10,8.120726998786917e-08,3.0783122876140313e-10
2014,4.865094056835265e-05,3.842714123093925e-10,6.734957683615253e-08,2.955542041263978e-10
2015,4.865655293022948e-05,3.211972295278999e-10,5.516804080230031e-08,3.448490183886678e-10
2016,4.69853964334886e-05,2.7359382021823516e-10,5.1867756565928044e-08,2.889482502472467e-10
2017,4.563515540212393e-05,2.475496081270438e-10,4.872469065257216e-08,2.8934416899476883e-10
2018,4.6117568854242566e-05,2.1906726155318524e-10,4.83176350485337e-08,2.9521815547717267e-10
2019,4.657066529034637e-05,1.803865702643126e-10,4.9061861240318194e-08,2.8491994180646074e-10
