ngram,boss,bos,boss,boss
1670,6.99024898917092e-08,5.232592152586741e-07,6.99024898917092e-08,6.99024898917092e-08
1671,1.0901268256345378e-07,6.012868161470968e-07,1.0901268256345378e-07,1.0901268256345378e-07
1672,1.3361328399241756e-07,6.258874175760607e-07,1.3361328399241756e-07,1.3361328399241756e-07
1673,9.366488638663992e-08,7.248588989991081e-07,9.366488638663992e-08,9.366488638663992e-08
1674,9.366488638663992e-08,7.574676317290141e-07,9.366488638663992e-08,9.366488638663992e-08
1675,9.366488638663992e-08,7.48032915355777e-07,9.366488638663992e-08,9.366488638663992e-08
1676,1.0665730444868262e-07,7.310712411318881e-07,1.0665730444868262e-07,1.0665730444868262e-07
1677,2.074159023582719e-07,4.1681492137156185e-07,2.074159023582719e-07,2.074159023582719e-07
1678,1.6830570968652735e-07,3.1940291072325113e-07,1.6830570968652735e-07,1.6830570968652735e-07
1679,1.4370510825756355e-07,2.948023092942874e-07,1.4370510825756355e-07,1.4370510825756355e-07
1680,1.4370510825756355e-07,2.682385432503257e-07,1.4370510825756355e-07,1.4370510825756355e-07
1681,1.6608095571817622e-07,2.926808844806926e-07,1.6608095571817622e-07,1.6608095571817622e-07
1682,1.6608095571817622e-07,2.583623849464597e-07,1.6608095571817622e-07,1.6608095571817622e-07
1683,1.2313444537020197e-07,2.1541587459848544e-07,1.2313444537020197e-07,1.2313444537020197e-07
1684,2.237584746061267e-08,2.6949441738517113e-07,2.237584746061267e-08,2.237584746061267e-08
1685,1.0319917415862229e-07,2.6978167763250636e-07,1.0319917415862229e-07,1.0319917415862229e-07
1686,1.0319917415862229e-07,3.8029850405304645e-07,1.0319917415862229e-07,1.0319917415862229e-07
1687,1.0319917415862229e-07,3.490908783630532e-07,1.0319917415862229e-07,1.0319917415862229e-07
1688,8.082332669800962e-08,2.5958748852060255e-07,8.082332669800962e-08,8.082332669800962e-08
1689,8.082332669800962e-08,3.858721677423611e-07,8.082332669800962e-08,8.082332669800962e-08
1690,8.082332669800962e-08,3.858721677423611e-07,8.082332669800962e-08,8.082332669800962e-08
1691,8.082332669800962e-08,3.9607163923197473e-07,8.082332669800962e-08,8.082332669800962e-08
1692,0.0,4.94206026197779e-07,0.0,0.0
1693,6.270239022601995e-07,4.777427834921712e-07,6.270239022601995e-07,6.270239022601995e-07
1694,6.514094528548802e-07,4.609282443977593e-07,6.514094528548802e-07,6.514094528548802e-07
1695,6.669162563152245e-07,5.694758686201697e-07,6.669162563152245e-07,6.669162563152245e-07
1696,6.669162563152245e-07,4.904290286893749e-07,6.669162563152245e-07,6.669162563152245e-07
1697,6.742633311367692e-07,5.124702531540086e-07,6.742633311367692e-07,6.742633311367692e-07
1698,7.364909545718287e-07,5.390612877980467e-07,7.364909545718287e-07,7.364909545718287e-07
1699,7.364909545718287e-07,5.252773921223966e-07,7.364909545718287e-07,7.364909545718287e-07
1700,1.2246490501053942e-07,4.962130719020154e-07,1.2246490501053942e-07,1.2246490501053942e-07
1701,9.807935441585869e-08,5.878286332615192e-07,9.807935441585869e-08,9.807935441585869e-08
1702,9.455771074077088e-08,6.470732480628223e-07,9.455771074077088e-08,9.455771074077088e-08
1703,9.455771074077088e-08,7.102475052533919e-07,9.455771074077088e-08,9.455771074077088e-08
1704,8.721063591922627e-08,7.5750041414072e-07,8.721063591922627e-08,8.721063591922627e-08
1705,5.24564275191811e-08,8.070434570786997e-07,5.24564275191811e-08,5.24564275191811e-08
1706,5.24564275191811e-08,7.800148174348058e-07,5.24564275191811e-08,5.24564275191811e-08
1707,6.376348084456498e-08,8.243976351098224e-07,6.376348084456498e-08,6.376348084456498e-08
1708,8.305521553048883e-08,9.206056087610445e-07,8.305521553048883e-08,8.305521553048883e-08
1709,8.309507190265972e-08,8.009134343670407e-07,8.309507190265972e-08,8.309507190265972e-08
1710,1.0031009521428911e-07,7.93791481815528e-07,1.0031009521428911e-07,1.0031009521428911e-07
1711,1.0031009521428911e-07,8.989592694368704e-07,1.0031009521428911e-07,1.0031009521428911e-07
1712,8.370010005722048e-08,8.118683386523376e-07,8.370010005722048e-08,8.370010005722048e-08
1713,9.451811523929012e-08,8.208847767881317e-07,9.451811523929012e-08,9.451811523929012e-08
1714,8.935643031853552e-08,8.6465846444688e-07,8.935643031853552e-08,8.935643031853552e-08
1715,8.138704897321856e-08,7.656729102174202e-07,8.138704897321856e-08,8.138704897321856e-08
1716,6.936203281579115e-08,8.503972221011022e-07,6.936203281579115e-08,6.936203281579115e-08
1717,1.1327825331721084e-07,7.700312940934444e-07,1.1327825331721084e-07,1.1327825331721084e-07
1718,1.8295405774486945e-07,6.807286914473869e-07,1.8295405774486945e-07,1.8295405774486945e-07
1719,1.720906378669237e-07,6.72839783127139e-07,1.720906378669237e-07,1.720906378669237e-07
1720,1.7033375091354434e-07,6.406624290126015e-07,1.7033375091354434e-07,1.7033375091354434e-07
1721,1.6871064596151492e-07,5.400770086388158e-07,1.6871064596151492e-07,1.6871064596151492e-07
1722,1.8829863941099185e-07,4.809465841455156e-07,1.8829863941099185e-07,1.8829863941099185e-07
1723,2.0682416744323616e-07,4.036987937589791e-07,2.0682416744323616e-07,2.0682416744323616e-07
1724,1.4569292363018705e-07,4.277419358394192e-07,1.4569292363018705e-07,1.4569292363018705e-07
1725,9.072302528271134e-08,3.7199442967253814e-07,9.072302528271134e-08,9.072302528271134e-08
1726,9.711052330528349e-08,3.1852597105950865e-07,9.711052330528349e-08,9.711052330528349e-08
1727,8.804939507659323e-08,2.9837278248123766e-07,8.804939507659323e-08,8.804939507659323e-08
1728,8.348839892440602e-08,2.782102350400757e-07,8.348839892440602e-08,8.348839892440602e-08
1729,5.2578052134322206e-08,2.55977011777629e-07,5.2578052134322206e-08,5.2578052134322206e-08
1730,9.13351883014002e-08,2.3313337749186758e-07,9.13351883014002e-08,9.13351883014002e-08
1731,9.13351883014002e-08,2.628001567472893e-07,9.13351883014002e-08,9.13351883014002e-08
1732,7.662928222121731e-08,3.147491582922157e-07,7.662928222121731e-08,7.662928222121731e-08
1733,8.42913233814865e-08,3.6647163069249344e-07,8.42913233814865e-08,8.42913233814865e-08
1734,1.0493824983573827e-07,4.20007489359315e-07,1.0493824983573827e-07,1.0493824983573827e-07
1735,1.0491298192099358e-07,4.7167972435805237e-07,1.0491298192099358e-07,1.0491298192099358e-07
1736,1.1042530699358264e-07,5.169923907390382e-07,1.1042530699358264e-07,1.1042530699358264e-07
1737,8.082915568609548e-08,5.257892082356972e-07,8.082915568609548e-08,8.082915568609548e-08
1738,1.1378005331558988e-07,4.875977838634884e-07,1.1378005331558988e-07,1.1378005331558988e-07
1739,1.170109698023225e-07,4.353152190463204e-07,1.170109698023225e-07,1.170109698023225e-07
1740,1.1793598783274969e-07,4.1794098340882814e-07,1.1793598783274969e-07,1.1793598783274969e-07
1741,1.0323041215493894e-07,3.6583964962184315e-07,1.0323041215493894e-07,1.0323041215493894e-07
1742,1.1580604919458892e-07,3.582980789523e-07,1.1580604919458892e-07,1.1580604919458892e-07
1743,1.1992511770943436e-07,3.100197086983566e-07,1.1992511770943436e-07,1.1992511770943436e-07
1744,1.1902296798942708e-07,4.0687581101142965e-07,1.1902296798942708e-07,1.1902296798942708e-07
1745,9.238364638365835e-08,4.6310673797376823e-07,9.238364638365835e-08,9.238364638365835e-08
1746,1.090646384633536e-07,5.136761233513556e-07,1.090646384633536e-07,1.090646384633536e-07
1747,1.0240838475640755e-07,4.912102602767326e-07,1.0240838475640755e-07,1.0240838475640755e-07
1748,1.0010676579749348e-07,5.392759874212061e-07,1.0010676579749348e-07,1.0010676579749348e-07
1749,7.955255704977e-08,5.519425688557281e-07,7.955255704977e-08,7.955255704977e-08
1750,9.631101503617043e-08,5.8572428786517e-07,9.631101503617043e-08,9.631101503617043e-08
1751,8.023406802440799e-08,5.25859462641165e-07,8.023406802440799e-08,8.023406802440799e-08
1752,8.951685259717124e-08,4.97461854820358e-07,8.951685259717124e-08,8.951685259717124e-08
1753,1.0481041203190347e-07,4.781664496736734e-07,1.0481041203190347e-07,1.0481041203190347e-07
1754,1.0067617723612849e-07,4.951269789086967e-07,1.0067617723612849e-07,1.0067617723612849e-07
1755,1.1630298425911536e-07,4.6150615113609614e-07,1.1630298425911536e-07,1.1630298425911536e-07
1756,1.234895860489717e-07,4.755171037881415e-07,1.234895860489717e-07,1.234895860489717e-07
1757,1.2450584284197574e-07,4.6765342176513514e-07,1.2450584284197574e-07,1.2450584284197574e-07
1758,1.293363508990199e-07,4.450689021138844e-07,1.293363508990199e-07,1.293363508990199e-07
1759,1.2069958010840764e-07,4.2401720179441327e-07,1.2069958010840764e-07,1.2069958010840764e-07
1760,1.0678504810560493e-07,4.115695771490989e-07,1.0678504810560493e-07,1.0678504810560493e-07
1761,1.386833545780064e-07,4.015857614701547e-07,1.386833545780064e-07,1.386833545780064e-07
1762,1.5429038313641286e-07,4.0514439904524936e-07,1.5429038313641286e-07,1.5429038313641286e-07
1763,1.478258501005517e-07,3.360024923689967e-07,1.478258501005517e-07,1.478258501005517e-07
1764,1.344731401786703e-07,3.7394270537203867e-07,1.344731401786703e-07,1.344731401786703e-07
1765,1.336722580244246e-07,3.8874398049821526e-07,1.336722580244246e-07,1.336722580244246e-07
1766,1.3351677249521084e-07,4.3874911170860287e-07,1.3351677249521084e-07,1.3351677249521084e-07
1767,1.2989285025355457e-07,4.2617853474829257e-07,1.2989285025355457e-07,1.2989285025355457e-07
1768,1.2599702563826603e-07,4.3004928329537506e-07,1.2599702563826603e-07,1.2599702563826603e-07
1769,1.0330849674135476e-07,4.1904527847691497e-07,1.0330849674135476e-07,1.0330849674135476e-07
1770,1.5240665973692558e-07,4.512883841860977e-07,1.5240665973692558e-07,1.5240665973692558e-07
1771,1.5151648063189376e-07,4.2698469623506495e-07,1.5151648063189376e-07,1.5151648063189376e-07
1772,1.6314025736668164e-07,4.168767751317708e-07,1.6314025736668164e-07,1.6314025736668164e-07
1773,1.8748044336039778e-07,3.553847928320205e-07,1.8748044336039778e-07,1.8748044336039778e-07
1774,1.9653806049291234e-07,3.681551013252309e-07,1.9653806049291234e-07,1.9653806049291234e-07
1775,2.279026714648223e-07,3.718716783396303e-07,2.279026714648223e-07,2.279026714648223e-07
1776,2.5369080702830615e-07,3.834714306094611e-07,2.5369080702830615e-07,2.5369080702830615e-07
1777,3.33145612176265e-07,3.7844328915070946e-07,3.33145612176265e-07,3.33145612176265e-07
1778,3.394503989641505e-07,3.823042809309689e-07,3.394503989641505e-07,3.394503989641505e-07
1779,3.207746373285707e-07,3.754698017896122e-07,3.207746373285707e-07,3.207746373285707e-07
1780,3.3661515429019217e-07,3.8636598885334804e-07,3.3661515429019217e-07,3.3661515429019217e-07
1781,3.424033105302117e-07,3.9946219284762006e-07,3.424033105302117e-07,3.424033105302117e-07
1782,2.982753503236576e-07,3.9494472454342553e-07,2.982753503236576e-07,2.982753503236576e-07
1783,2.8422276595766303e-07,3.928877155041326e-07,2.8422276595766303e-07,2.8422276595766303e-07
1784,1.5997928112402145e-07,3.715559882623763e-07,1.5997928112402145e-07,1.5997928112402145e-07
1785,1.5831062226214142e-07,3.4778992536692907e-07,1.5831062226214142e-07,1.5831062226214142e-07
1786,2.1629038420607166e-07,3.2481678553202595e-07,2.1629038420607166e-07,2.1629038420607166e-07
1787,1.938012681128904e-07,3.485076242830993e-07,1.938012681128904e-07,1.938012681128904e-07
1788,1.7174089756671102e-07,3.474084796347857e-07,1.7174089756671102e-07,1.7174089756671102e-07
1789,1.697684674744388e-07,3.4297478228901515e-07,1.697684674744388e-07,1.697684674744388e-07
1790,1.6683999807095722e-07,3.338734891095945e-07,1.6683999807095722e-07,1.6683999807095722e-07
1791,1.8834618588568575e-07,3.351928776445285e-07,1.8834618588568575e-07,1.8834618588568575e-07
1792,2.0645948747447358e-07,3.2147359263490216e-07,2.0645948747447358e-07,2.0645948747447358e-07
1793,1.7727748513607366e-07,3.2812016976484823e-07,1.7727748513607366e-07,1.7727748513607366e-07
1794,1.6974954876656868e-07,3.0171105842263e-07,1.6974954876656868e-07,1.6974954876656868e-07
1795,1.7573603067993255e-07,2.8818654332748596e-07,1.7573603067993255e-07,1.7573603067993255e-07
1796,1.772484919472715e-07,2.6694902187175883e-07,1.772484919472715e-07,1.772484919472715e-07
1797,2.1408258480245683e-07,2.7771768275540255e-07,2.1408258480245683e-07,2.1408258480245683e-07
1798,2.560789614644169e-07,2.937379771797818e-07,2.560789614644169e-07,2.560789614644169e-07
1799,2.4780171311736663e-07,3.027697711591567e-07,2.4780171311736663e-07,2.4780171311736663e-07
1800,2.3519540397793598e-07,2.957640613690923e-07,2.3519540397793598e-07,2.3519540397793598e-07
1801,2.623419937159659e-07,2.78458711834771e-07,2.623419937159659e-07,2.623419937159659e-07
1802,2.7802847820826824e-07,2.535881711602477e-07,2.7802847820826824e-07,2.7802847820826824e-07
1803,2.9381424074667197e-07,2.7425144821791037e-07,2.9381424074667197e-07,2.9381424074667197e-07
1804,2.786988854300684e-07,2.5700300706635713e-07,2.786988854300684e-07,2.786988854300684e-07
1805,2.3533207890328152e-07,2.4541923591771463e-07,2.3533207890328152e-07,2.3533207890328152e-07
1806,2.2501953570294324e-07,2.3155486823205657e-07,2.2501953570294324e-07,2.2501953570294324e-07
1807,2.442426015087611e-07,2.3519479798648847e-07,2.442426015087611e-07,2.442426015087611e-07
1808,2.1566422755573251e-07,2.3835760844446797e-07,2.1566422755573251e-07,2.1566422755573251e-07
1809,2.294937481955068e-07,2.3962872067581233e-07,2.294937481955068e-07,2.294937481955068e-07
1810,2.3637084366003235e-07,2.2592549596213628e-07,2.3637084366003235e-07,2.3637084366003235e-07
1811,2.328021041973573e-07,2.2236432682478024e-07,2.328021041973573e-07,2.328021041973573e-07
1812,2.315632140640186e-07,2.1676407259617137e-07,2.315632140640186e-07,2.315632140640186e-07
1813,2.4159145287480245e-07,2.1295947963803234e-07,2.4159145287480245e-07,2.4159145287480245e-07
1814,2.2774601810786927e-07,2.0790160095072808e-07,2.2774601810786927e-07,2.2774601810786927e-07
1815,2.788455922037818e-07,2.241648258762195e-07,2.788455922037818e-07,2.788455922037818e-07
1816,2.825257691288893e-07,2.3655949884674295e-07,2.825257691288893e-07,2.825257691288893e-07
1817,2.7020011421947334e-07,2.3297982108618142e-07,2.7020011421947334e-07,2.7020011421947334e-07
1818,2.702666332002731e-07,2.2069972820710454e-07,2.702666332002731e-07,2.702666332002731e-07
1819,2.8857632880122506e-07,2.1516515248874513e-07,2.8857632880122506e-07,2.8857632880122506e-07
1820,3.3890342113604023e-07,2.3363920677508888e-07,3.3890342113604023e-07,3.3890342113604023e-07
1821,3.4255917163201435e-07,2.3120475743456025e-07,3.4255917163201435e-07,3.4255917163201435e-07
1822,3.117343011029204e-07,2.2197920048126563e-07,3.117343011029204e-07,3.117343011029204e-07
1823,3.0269296148942105e-07,2.1203083682459172e-07,3.0269296148942105e-07,3.0269296148942105e-07
1824,3.015577293906192e-07,2.1621502810376114e-07,3.015577293906192e-07,3.015577293906192e-07
1825,3.0185353442188247e-07,2.2064372931903824e-07,3.0185353442188247e-07,3.0185353442188247e-07
1826,2.9945247246944617e-07,2.1806984307204402e-07,2.9945247246944617e-07,2.9945247246944617e-07
1827,2.8964060813255597e-07,1.9662324340125841e-07,2.8964060813255597e-07,2.8964060813255597e-07
1828,3.0251738231917056e-07,2.0112537819321525e-07,3.0251738231917056e-07,3.0251738231917056e-07
1829,4.199066430438896e-07,1.8381314857508967e-07,4.199066430438896e-07,4.199066430438896e-07
1830,4.4002189676055945e-07,1.800235176168436e-07,4.4002189676055945e-07,4.4002189676055945e-07
1831,4.7168085513606327e-07,1.740606876410311e-07,4.7168085513606327e-07,4.7168085513606327e-07
1832,4.786680157004801e-07,1.8471186332850005e-07,4.786680157004801e-07,4.786680157004801e-07
1833,4.888062059243177e-07,1.7498646798230766e-07,4.888062059243177e-07,4.888062059243177e-07
1834,4.6147325503755253e-07,1.7469640819659356e-07,4.6147325503755253e-07,4.6147325503755253e-07
1835,4.6855391896575125e-07,1.730752988545906e-07,4.6855391896575125e-07,4.6855391896575125e-07
1836,3.6549685335428096e-07,1.8274915143073095e-07,3.6549685335428096e-07,3.6549685335428096e-07
1837,3.703032932987428e-07,1.8659324447461196e-07,3.703032932987428e-07,3.703032932987428e-07
1838,3.771115107805859e-07,1.9073738550494973e-07,3.771115107805859e-07,3.771115107805859e-07
