ngram,boss,bos,boss,boss
1839,4.1837481035145174e-07,1.8164031294937949e-07,4.1837481035145174e-07,4.1837481035145174e-07
1840,4.3305895961306564e-07,1.836342785769115e-07,4.3305895961306564e-07,4.3305895961306564e-07
1841,4.5711491988445883e-07,1.7827404568444244e-07,4.5711491988445883e-07,4.5711491988445883e-07
1842,4.834292976089014e-07,1.7566271383527366e-07,4.834292976089014e-07,4.834292976089014e-07
1843,5.283714951279503e-07,1.7760565843413394e-07,5.283714951279503e-07,5.283714951279503e-07
1844,5.628967828995104e-07,1.7269655521496524e-07,5.628967828995104e-07,5.628967828995104e-07
1845,5.915673568779312e-07,1.6730023081176375e-07,5.915673568779312e-07,5.915673568779312e-07
1846,6.38036242760011e-07,1.661158190050368e-07,6.38036242760011e-07,6.38036242760011e-07
1847,6.839961932720533e-07,1.8294322704345438e-07,6.839961932720533e-07,6.839961932720533e-07
1848,7.430010019301594e-07,2.0240240214012113e-07,7.430010019301594e-07,7.430010019301594e-07
1849,7.968783880382294e-07,2.2458617568840315e-07,7.968783880382294e-07,7.968783880382294e-07
1850,8.197105785257008e-07,2.3358942006065524e-07,8.197105785257008e-07,8.197105785257008e-07
1851,8.775270836330102e-07,2.527167473382568e-07,8.775270836330102e-07,8.775270836330102e-07
1852,9.64397461952363e-07,2.68430093391154e-07,9.64397461952363e-07,9.64397461952363e-07
1853,1.01129098441431e-06,2.8446321006673057e-07,1.01129098441431e-06,1.01129098441431e-06
1854,1.0959562359857955e-06,2.8493573722698784e-07,1.0959562359857955e-06,1.0959562359857955e-06
1855,1.1580607731178003e-06,2.885485343995242e-07,1.1580607731178003e-06,1.1580607731178003e-06
1856,1.1826959962490946e-06,2.940039231751663e-07,1.1826959962490946e-06,1.1826959962490946e-06
1857,1.2439363347636702e-06,3.035384728328998e-07,1.2439363347636702e-06,1.2439363347636702e-06
1858,1.2615394098247634e-06,3.068718480595375e-07,1.2615394098247634e-06,1.2615394098247634e-06
1859,1.2730605963692402e-06,3.321240780808564e-07,1.2730605963692402e-06,1.2730605963692402e-06
1860,1.3213462710025072e-06,3.4383433801719677e-07,1.3213462710025072e-06,1.3213462710025072e-06
1861,1.3312933333509136e-06,3.601136679013247e-07,1.3312933333509136e-06,1.3312933333509136e-06
1862,1.3514736727821791e-06,3.9062954572597975e-07,1.3514736727821791e-06,1.3514736727821791e-06
1863,1.4058310203576444e-06,3.7940821633648217e-07,1.4058310203576444e-06,1.4058310203576444e-06
1864,1.436484191279825e-06,3.774846918856513e-07,1.436484191279825e-06,1.436484191279825e-06
1865,1.4516845437486024e-06,3.8045048102373714e-07,1.4516845437486024e-06,1.4516845437486024e-06
1866,1.5967327889094513e-06,3.6930918716799557e-07,1.5967327889094513e-06,1.5967327889094513e-06
1867,1.5742310454567945e-06,3.735583667158997e-07,1.5742310454567945e-06,1.5742310454567945e-06
1868,1.5704915930265478e-06,3.6792163525335907e-07,1.5704915930265478e-06,1.5704915930265478e-06
1869,1.6217229098661586e-06,3.4866649960869314e-07,1.6217229098661586e-06,1.6217229098661586e-06
1870,1.6511370891488956e-06,3.4756246642635755e-07,1.6511370891488956e-06,1.6511370891488956e-06
1871,1.690587071477369e-06,3.4318011086855093e-07,1.690587071477369e-06,1.690587071477369e-06
1872,1.708043003288497e-06,3.389552440629424e-07,1.708043003288497e-06,1.708043003288497e-06
1873,1.6320631987452674e-06,3.255533483427696e-07,1.6320631987452674e-06,1.6320631987452674e-06
1874,1.6913452652391113e-06,3.0880806889399537e-07,1.6913452652391113e-06,1.6913452652391113e-06
1875,1.797674664365851e-06,2.9679770006753513e-07,1.797674664365851e-06,1.797674664365851e-06
1876,1.9057148230266257e-06,2.7533619930051957e-07,1.9057148230266257e-06,1.9057148230266257e-06
1877,1.9515866824804107e-06,2.7815972966241785e-07,1.9515866824804107e-06,1.9515866824804107e-06
1878,2.044353745337243e-06,2.7422292906261904e-07,2.044353745337243e-06,2.044353745337243e-06
1879,2.243541725225181e-06,2.710319466002277e-07,2.243541725225181e-06,2.243541725225181e-06
1880,2.38173320862448e-06,2.812890167141242e-07,2.38173320862448e-06,2.38173320862448e-06
1881,2.5277650235823657e-06,2.758919005633028e-07,2.5277650235823657e-06,2.5277650235823657e-06
1882,2.660943956860657e-06,2.656754998854792e-07,2.660943956860657e-06,2.660943956860657e-06
1883,2.82527074497401e-06,2.6578852490339546e-07,2.82527074497401e-06,2.82527074497401e-06
1884,3.0631783179809905e-06,2.557362697481429e-07,3.0631783179809905e-06,3.0631783179809905e-06
1885,3.2405240680028716e-06,2.550114877359582e-07,3.2405240680028716e-06,3.2405240680028716e-06
1886,3.35729285844926e-06,2.481586339594547e-07,3.35729285844926e-06,3.35729285844926e-06
1887,3.421473365960992e-06,2.3416833982992102e-07,3.421473365960992e-06,3.421473365960992e-06
1888,3.5138063399894496e-06,2.3050708567292792e-07,3.5138063399894496e-06,3.5138063399894496e-06
1889,3.6764285076580042e-06,2.2751041837766805e-07,3.6764285076580042e-06,3.6764285076580042e-06
1890,3.719746830808747e-06,2.256218160872387e-07,3.719746830808747e-06,3.719746830808747e-06
1891,3.804746776430485e-06,2.1633818343096728e-07,3.804746776430485e-06,3.804746776430485e-06
1892,3.823861724023507e-06,2.0585462477486415e-07,3.823861724023507e-06,3.823861724023507e-06
1893,3.929210606656852e-06,1.980657324501018e-07,3.929210606656852e-06,3.929210606656852e-06
1894,4.219371248836978e-06,1.9341875250639922e-07,4.219371248836978e-06,4.219371248836978e-06
1895,4.426323909813488e-06,1.8418957584539646e-07,4.426323909813488e-06,4.426323909813488e-06
1896,4.521972479259213e-06,1.7631648420644653e-07,4.521972479259213e-06,4.521972479259213e-06
1897,4.597208414582253e-06,1.653601141729918e-07,4.597208414582253e-06,4.597208414582253e-06
1898,4.70104016260718e-06,1.5917750723864238e-07,4.70104016260718e-06,4.70104016260718e-06
1899,4.9258802781488546e-06,1.5149918551417484e-07,4.9258802781488546e-06,4.9258802781488546e-06
1900,5.147872668333418e-06,1.4548720831239086e-07,5.147872668333418e-06,5.147872668333418e-06
1901,5.224734585291506e-06,1.3074504729664633e-07,5.224734585291506e-06,5.224734585291506e-06
1902,5.391986503257483e-06,1.293457227039393e-07,5.391986503257483e-06,5.391986503257483e-06
1903,5.5267646530410275e-06,1.2557007928697723e-07,5.5267646530410275e-06,5.5267646530410275e-06
1904,5.653330975162264e-06,1.2386285521058328e-07,5.653330975162264e-06,5.653330975162264e-06
1905,5.776748886481593e-06,1.2092168739335258e-07,5.776748886481593e-06,5.776748886481593e-06
1906,5.8471976314779435e-06,1.1723047167931457e-07,5.8471976314779435e-06,5.8471976314779435e-06
1907,5.963514922768809e-06,1.141450586114193e-07,5.963514922768809e-06,5.963514922768809e-06
1908,6.137373605140185e-06,1.1366114652641304e-07,6.137373605140185e-06,6.137373605140185e-06
1909,6.2054175811811414e-06,1.0641178148164596e-07,6.2054175811811414e-06,6.2054175811811414e-06
1910,6.290778596199484e-06,1.0409464985221867e-07,6.290778596199484e-06,6.290778596199484e-06
1911,6.427611814225591e-06,1.0099985762021138e-07,6.427611814225591e-06,6.427611814225591e-06
1912,6.533765307332422e-06,9.78757138828509e-08,6.533765307332422e-06,6.533765307332422e-06
1913,6.653989982753826e-06,9.549687466200599e-08,6.653989982753826e-06,6.653989982753826e-06
1914,6.488498716602667e-06,9.509734054193229e-08,6.488498716602667e-06,6.488498716602667e-06
1915,6.352959904428904e-06,9.252428664499998e-08,6.352959904428904e-06,6.352959904428904e-06
1916,6.2724731963369e-06,9.192255337861102e-08,6.2724731963369e-06,6.2724731963369e-06
1917,6.28868571896289e-06,8.97995004070903e-08,6.28868571896289e-06,6.28868571896289e-06
1918,6.233799207880761e-06,9.024273087529114e-08,6.233799207880761e-06,6.233799207880761e-06
1919,6.130292929031254e-06,8.773300156203082e-08,6.130292929031254e-06,6.130292929031254e-06
1920,6.0120397133037585e-06,9.203110908271941e-08,6.0120397133037585e-06,6.0120397133037585e-06
1921,5.9925949114715745e-06,9.215183029352505e-08,5.9925949114715745e-06,5.9925949114715745e-06
1922,5.874551139381115e-06,9.404907176856017e-08,5.874551139381115e-06,5.874551139381115e-06
1923,5.692422941397776e-06,9.847636306403729e-08,5.692422941397776e-06,5.692422941397776e-06
1924,5.476114048568499e-06,1.0299307616280982e-07,5.476114048568499e-06,5.476114048568499e-06
1925,5.3139807018201935e-06,1.0437152704006231e-07,5.3139807018201935e-06,5.3139807018201935e-06
1926,5.192656902051697e-06,1.0710939436973734e-07,5.192656902051697e-06,5.192656902051697e-06
1927,5.072668760216662e-06,1.0527417515504567e-07,5.072668760216662e-06,5.072668760216662e-06
1928,5.02905991847261e-06,1.0464895845123984e-07,5.02905991847261e-06,5.02905991847261e-06
1929,4.949228501313233e-06,1.0709058934870492e-07,4.949228501313233e-06,4.949228501313233e-06
1930,4.940994001247288e-06,1.027289775785383e-07,4.940994001247288e-06,4.940994001247288e-06
1931,4.904134454721186e-06,1.0305879730562343e-07,4.904134454721186e-06,4.904134454721186e-06
1932,4.932497241887697e-06,1.0098462155383459e-07,4.932497241887697e-06,4.932497241887697e-06
1933,4.942008087839765e-06,1.0050464892076758e-07,4.942008087839765e-06,4.942008087839765e-06
1934,4.951063017090616e-06,9.999018045294048e-08,4.951063017090616e-06,4.951063017090616e-06
1935,4.967190891745434e-06,9.980920826332554e-08,4.967190891745434e-06,4.967190891745434e-06
1936,5.039500657793334e-06,9.353872647872257e-08,5.039500657793334e-06,5.039500657793334e-06
1937,5.247470458665962e-06,9.386473566662192e-08,5.247470458665962e-06,5.247470458665962e-06
1938,5.378423858409016e-06,9.011041969740421e-08,5.378423858409016e-06,5.378423858409016e-06
1939,5.499183901390227e-06,8.883785288357363e-08,5.499183901390227e-06,5.499183901390227e-06
1940,5.620149490174039e-06,8.829443791975272e-08,5.620149490174039e-06,5.620149490174039e-06
1941,5.7760299309198416e-06,8.861948685989773e-08,5.7760299309198416e-06,5.7760299309198416e-06
1942,5.885497492792118e-06,9.015740281321477e-08,5.885497492792118e-06,5.885497492792118e-06
1943,6.064430051212964e-06,9.348317421751875e-08,6.064430051212964e-06,6.064430051212964e-06
1944,5.998954813029351e-06,9.248858593277223e-08,5.998954813029351e-06,5.998954813029351e-06
1945,6.1246559458335725e-06,9.433615945551668e-08,6.1246559458335725e-06,6.1246559458335725e-06
1946,6.138677755578621e-06,9.894505836882672e-08,6.138677755578621e-06,6.138677755578621e-06
1947,6.16102501485979e-06,1.0408855238048481e-07,6.16102501485979e-06,6.16102501485979e-06
1948,6.196224083916084e-06,1.0365719609645957e-07,6.196224083916084e-06,6.196224083916084e-06
1949,6.264127607989524e-06,1.0222367815718566e-07,6.264127607989524e-06,6.264127607989524e-06
1950,6.284502303190363e-06,1.073118817933911e-07,6.284502303190363e-06,6.284502303190363e-06
1951,6.326365369854362e-06,1.0873886984492337e-07,6.326365369854362e-06,6.326365369854362e-06
1952,6.223243027696819e-06,1.0950756339817807e-07,6.223243027696819e-06,6.223243027696819e-06
1953,6.267630007122145e-06,1.0494385906310657e-07,6.267630007122145e-06,6.267630007122145e-06
1954,6.237332854652777e-06,1.0262115982381406e-07,6.237332854652777e-06,6.237332854652777e-06
1955,6.149481838032703e-06,1.0241397266749378e-07,6.149481838032703e-06,6.149481838032703e-06
1956,6.033010842137239e-06,1.0078289948621335e-07,6.033010842137239e-06,6.033010842137239e-06
1957,5.8787496917440355e-06,9.460570282726621e-08,5.8787496917440355e-06,5.8787496917440355e-06
1958,5.809700789021528e-06,9.60496322477411e-08,5.809700789021528e-06,5.809700789021528e-06
1959,5.717885739743776e-06,9.413096892428387e-08,5.717885739743776e-06,5.717885739743776e-06
1960,5.529225940595747e-06,1.0059210150562389e-07,5.529225940595747e-06,5.529225940595747e-06
1961,5.458887569277847e-06,9.796395618520495e-08,5.458887569277847e-06,5.458887569277847e-06
1962,5.315005832276906e-06,9.769892272970537e-08,5.315005832276906e-06,5.315005832276906e-06
1963,5.1662315334916845e-06,1.0401989771123357e-07,5.1662315334916845e-06,5.1662315334916845e-06
1964,5.046311019084117e-06,1.0713363504269832e-07,5.046311019084117e-06,5.046311019084117e-06
1965,4.997046939284441e-06,1.0825919360968328e-07,4.997046939284441e-06,4.997046939284441e-06
1966,4.954328947600775e-06,1.1266103732460969e-07,4.954328947600775e-06,4.954328947600775e-06
1967,4.963231601452987e-06,1.094160840661321e-07,4.963231601452987e-06,4.963231601452987e-06
1968,4.85097468429428e-06,1.1156114762148458e-07,4.85097468429428e-06,4.85097468429428e-06
1969,4.837647988357016e-06,1.1390513878138466e-07,4.837647988357016e-06,4.837647988357016e-06
1970,4.8585611693852115e-06,1.0865856024468354e-07,4.8585611693852115e-06,4.8585611693852115e-06
1971,4.90227739646798e-06,1.0938954326482936e-07,4.90227739646798e-06,4.90227739646798e-06
1972,4.846982197445218e-06,1.0443298898670556e-07,4.846982197445218e-06,4.846982197445218e-06
1973,4.831490644262106e-06,1.0125620519829681e-07,4.831490644262106e-06,4.831490644262106e-06
1974,4.820329390245856e-06,9.980092130490448e-08,4.820329390245856e-06,4.820329390245856e-06
1975,4.865403362990557e-06,9.812409018650214e-08,4.865403362990557e-06,4.865403362990557e-06
1976,4.877594035081399e-06,9.84072942498772e-08,4.877594035081399e-06,4.877594035081399e-06
1977,4.953049483447103e-06,9.752883300961912e-08,4.953049483447103e-06,4.953049483447103e-06
1978,4.999246162437235e-06,9.410794327940103e-08,4.999246162437235e-06,4.999246162437235e-06
1979,5.09193906899392e-06,9.405842860132907e-08,5.09193906899392e-06,5.09193906899392e-06
1980,5.173764228467397e-06,9.269703582504007e-08,5.173764228467397e-06,5.173764228467397e-06
1981,5.297439721679049e-06,9.324801299369159e-08,5.297439721679049e-06,5.297439721679049e-06
1982,5.4490658060655865e-06,9.476401073373251e-08,5.4490658060655865e-06,5.4490658060655865e-06
1983,5.638508160440584e-06,9.317766723272922e-08,5.638508160440584e-06,5.638508160440584e-06
1984,5.7723165290164095e-06,9.421171906101985e-08,5.7723165290164095e-06,5.7723165290164095e-06
1985,5.921190157615845e-06,9.608586485195961e-08,5.921190157615845e-06,5.921190157615845e-06
1986,6.087222508150651e-06,9.811537081207331e-08,6.087222508150651e-06,6.087222508150651e-06
1987,6.236300513202357e-06,1.0135772145401591e-07,6.236300513202357e-06,6.236300513202357e-06
1988,6.388882866303902e-06,1.0186813170776077e-07,6.388882866303902e-06,6.388882866303902e-06
1989,6.526731600128447e-06,1.0146746274943195e-07,6.526731600128447e-06,6.526731600128447e-06
1990,6.659694853234603e-06,1.0666216557605626e-07,6.659694853234603e-06,6.659694853234603e-06
1991,6.795633323365889e-06,1.0699869282656696e-07,6.795633323365889e-06,6.795633323365889e-06
1992,6.880066913644052e-06,1.060750938514892e-07,6.880066913644052e-06,6.880066913644052e-06
1993,6.980708868858139e-06,1.0675301049494529e-07,6.980708868858139e-06,6.980708868858139e-06
1994,7.149190033877468e-06,1.0418476189702882e-07,7.149190033877468e-06,7.149190033877468e-06
1995,7.298727658573105e-06,1.041393074631612e-07,7.298727658573105e-06,7.298727658573105e-06
1996,7.464178971921294e-06,1.0330529270114702e-07,7.464178971921294e-06,7.464178971921294e-06
1997,7.780972542345158e-06,9.530940202141989e-08,7.780972542345158e-06,7.780972542345158e-06
1998,8.138441899063764e-06,9.387840346367479e-08,8.138441899063764e-06,8.138441899063764e-06
1999,8.556963101520004e-06,9.167543575066312e-08,8.556963101520004e-06,8.556963101520004e-06
2000,8.992361602265322e-06,8.883714843120418e-08,8.992361602265322e-06,8.992361602265322e-06
2001,9.438364291522053e-06,8.652849662179765e-08,9.438364291522053e-06,9.438364291522053e-06
2002,9.924034072485353e-06,8.206309181397436e-08,9.924034072485353e-06,9.924034072485353e-06
2003,1.0405339967941732e-05,7.90305877883059e-08,1.0405339967941732e-05,1.0405339967941732e-05
2004,1.0877900292273677e-05,7.728268412522863e-08,1.0877900292273677e-05,1.0877900292273677e-05
2005,1.1364133570168633e-05,8.234804584260149e-08,1.1364133570168633e-05,1.1364133570168633e-05
2006,1.2165046168125368e-05,8.158259033409974e-08,1.2165046168125368e-05,1.2165046168125368e-05
2007,1.3019415096745693e-05,7.895432523647677e-08,1.3019415096745693e-05,1.3019415096745693e-05
2008,1.4087914418528921e-05,7.626445202341919e-08,1.4087914418528921e-05,1.4087914418528921e-05
2009,1.4795235724055342e-05,7.506509750295923e-08,1.4795235724055342e-05,1.4795235724055342e-05
2010,1.541238673650826e-05,7.383441413821856e-08,1.541238673650826e-05,1.541238673650826e-05
2011,1.646077868956906e-05,7.58262694538254e-08,1.646077868956906e-05,1.646077868956906e-05
2012,1.7300380672427957e-05,6.592564208826193e-08,1.7300380672427957e-05,1.7300380672427957e-05
2013,1.7598827720835937e-05,6.390558025616753e-08,1.7598827720835937e-05,1.7598827720835937e-05
2014,1.781905094893383e-05,6.579303248242598e-08,1.781905094893383e-05,1.781905094893383e-05
2015,1.753938366683932e-05,7.085411673252956e-08,1.753938366683932e-05,1.753938366683932e-05
2016,1.81315782746034e-05,7.095073531867716e-08,1.81315782746034e-05,1.81315782746034e-05
2017,1.8520100335687555e-05,7.190519942431213e-08,1.8520100335687555e-05,1.8520100335687555e-05
2018,1.82436742761638e-05,6.905644625021524e-08,1.82436742761638e-05,1.82436742761638e-05
2019,1.805008650990203e-05,7.314445937822711e-08,1.805008650990203e-05,1.805008650990203e-05
