ngram,blnk,blak
1657,0.0,5.567139688927065e-08
1658,0.0,5.567139688927065e-08
1659,0.0,0.0
1660,0.0,0.0
1661,0.0,0.0
1662,0.0,0.0
1663,0.0,0.0
1664,0.0,0.0
1665,0.0,0.0
1666,0.0,0.0
1667,0.0,0.0
1668,0.0,0.0
1669,0.0,0.0
1670,0.0,0.0
1671,0.0,0.0
1672,0.0,0.0
1673,0.0,0.0
1674,0.0,3.2530524306041893e-08
1675,0.0,3.2530524306041893e-08
1676,0.0,3.2530524306041893e-08
1677,0.0,3.2530524306041893e-08
1678,0.0,5.2449095733209106e-08
1679,0.0,5.2449095733209106e-08
1680,0.0,5.2449095733209106e-08
1681,0.0,4.229441888777988e-08
1682,0.0,4.229441888777988e-08
1683,0.0,4.229441888777988e-08
1684,0.0,4.229441888777988e-08
1685,0.0,2.237584746061267e-08
1686,0.0,2.237584746061267e-08
1687,0.0,2.237584746061267e-08
1688,0.0,0.0
1689,0.0,0.0
1690,0.0,0.0
1691,0.0,0.0
1692,0.0,0.0
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,1.9333518659030753e-08
1702,0.0,1.9333518659030753e-08
1703,0.0,1.9333518659030753e-08
1704,0.0,2.799528532802599e-08
1705,0.0,2.799528532802599e-08
1706,0.0,2.799528532802599e-08
1707,0.0,8.057522781054363e-07
1708,0.0,7.864187594464056e-07
1709,0.0,7.864187594464056e-07
1710,0.0,7.864187594464056e-07
1711,0.0,7.777569927774104e-07
1712,0.0,7.994838325333018e-07
1713,0.0,7.994838325333018e-07
1714,0.0,2.17268397558915e-08
1715,0.0,2.17268397558915e-08
1716,0.0,2.17268397558915e-08
1717,0.0,2.17268397558915e-08
1718,0.0,2.17268397558915e-08
1719,0.0,0.0
1720,0.0,1.812225645738051e-08
1721,0.0,4.440243068464562e-08
1722,0.0,1.5258864444993897e-07
1723,0.0,1.5258864444993897e-07
1724,0.0,4.10909111435233e-07
1725,0.0,4.2561501751541595e-07
1726,0.0,4.2561501751541595e-07
1727,0.0,4.0749276105803543e-07
1728,0.0,3.812125868307703e-07
1729,0.0,2.9851427996163693e-07
1730,0.0,2.9851427996163693e-07
1731,0.0,4.0193812976342865e-08
1732,0.0,2.5487906896159984e-08
1733,0.0,2.5487906896159984e-08
1734,0.0,2.5487906896159984e-08
1735,0.0,2.5487906896159984e-08
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,5.491816271582398e-09
1739,0.0,5.491816271582398e-09
1740,0.0,5.491816271582398e-09
1741,0.0,5.491816271582398e-09
1742,0.0,5.491816271582398e-09
1743,0.0,5.491816271582398e-09
1744,0.0,5.491816271582398e-09
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,4.955280376504691e-09
1750,0.0,4.955280376504691e-09
1751,0.0,4.955280376504691e-09
1752,0.0,4.955280376504691e-09
1753,0.0,4.955280376504691e-09
1754,0.0,5.516410591813578e-08
1755,0.0,5.516410591813578e-08
1756,0.0,5.62797666248116e-08
1757,0.0,5.932488988946716e-08
1758,0.0,6.554005947480488e-08
1759,0.0,6.554005947480488e-08
1760,0.0,7.086279347439423e-08
1761,5.551134916816279e-09,2.0653967932763147e-08
1762,5.551134916816279e-09,2.0653967932763147e-08
1763,8.389809482066215e-09,1.742170141483257e-08
1764,8.389809482066215e-09,1.437657815017701e-08
1765,8.389809482066215e-09,1.4056225389984839e-08
1766,8.389809482066215e-09,2.7660433943310636e-08
1767,8.389809482066215e-09,1.9606333623300998e-07
1768,2.8386745652499356e-09,1.9606333623300998e-07
1769,2.8386745652499356e-09,1.9606333623300998e-07
1770,0.0,1.9322466166776004e-07
1771,0.0,1.9322466166776004e-07
1772,0.0,2.1369066364026627e-07
1773,0.0,2.052768367986703e-07
1774,0.0,5.560336851268792e-08
1775,0.0,6.426943599535662e-08
1776,0.0,8.054365301697025e-08
1777,0.0,8.054365301697025e-08
1778,0.0,1.0001165914478147e-07
1779,0.0,7.621252606782036e-08
1780,0.0,7.806956503486617e-08
1781,0.0,6.166746453167044e-08
1782,0.0,5.300139704900175e-08
1783,0.0,4.325097740271693e-08
1784,0.0,6.322464228349287e-08
1785,0.0,6.155598342161284e-08
1786,0.0,6.83749864346542e-08
1787,0.0,6.390584899358081e-08
1788,0.0,5.886888563923419e-08
1789,0.0,5.886888563923419e-08
1790,0.0,5.897417893712438e-08
1791,0.0,3.900051405634843e-08
1792,1.0882620519022827e-09,2.2289428842319533e-08
1793,1.0882620519022827e-09,1.3894762229682556e-08
1794,1.0882620519022827e-09,1.8302377835510697e-08
1795,1.0882620519022827e-09,2.756181143632424e-08
1796,1.0882620519022827e-09,2.756181143632424e-08
1797,1.0882620519022827e-09,2.4901186192392644e-08
1798,1.6669187300319015e-09,3.9367602828426536e-08
1799,5.786566781296187e-10,5.870550769314166e-08
1800,5.786566781296187e-10,6.265945273753459e-08
1801,5.786566781296187e-10,6.449602299848525e-08
1802,5.786566781296187e-10,6.130602108506927e-08
1803,5.786566781296187e-10,8.552501843236574e-08
1804,5.786566781296187e-10,8.460732863519687e-08
1805,0.0,9.221349982015323e-08
1806,2.5855010196299387e-10,7.411428372604081e-08
1807,2.5855010196299387e-10,1.3905420510289851e-07
1808,2.5855010196299387e-10,1.3846944771752794e-07
1809,4.3947491677544445e-10,1.3539558096908877e-07
1810,4.3947491677544445e-10,1.1422771071879976e-07
1811,4.3947491677544445e-10,1.2805257882624638e-07
1812,4.3947491677544445e-10,1.2077990290444112e-07
1813,5.688836227487773e-10,1.2330243721286089e-07
1814,5.688836227487773e-10,6.658691096918443e-08
1815,5.688836227487773e-10,6.182573208945996e-08
1816,3.8795880793632675e-10,6.363379892856561e-08
1817,3.8795880793632675e-10,6.298153769941045e-08
1818,3.8795880793632675e-10,6.078675340859263e-08
1819,3.8795880793632675e-10,5.710885225036171e-08
1820,2.9479387185306546e-10,8.851901256434758e-08
1821,2.9479387185306546e-10,8.47391109662762e-08
1822,2.9479387185306546e-10,1.1382726126742324e-07
1823,2.9479387185306546e-10,1.1301227534740324e-07
1824,2.9479387185306546e-10,1.3368205234850654e-07
1825,2.9479387185306546e-10,1.3381535930128458e-07
1826,2.9479387185306546e-10,1.337136846960415e-07
1827,0.0,1.0602882939890281e-07
1828,0.0,1.1981352291253904e-07
1829,0.0,8.879487392984434e-08
1830,0.0,1.167886742235526e-07
1831,9.289466021808072e-11,1.0988370213738108e-07
1832,1.780441191304557e-10,1.0571321824264552e-07
1833,1.780441191304557e-10,1.1160092558018927e-07
1834,2.6110431277410433e-10,1.0560100146709114e-07
1835,2.6110431277410433e-10,8.988856998420098e-08
1836,2.6110431277410433e-10,1.0703276969487823e-07
1837,2.6110431277410433e-10,8.598946596042164e-08
1838,2.445353998657497e-10,9.47079887530273e-08
1839,1.5938594095337473e-10,1.0005418944152617e-07
1840,1.5938594095337473e-10,9.146060239321027e-08
1841,1.463033583171125e-10,1.1617700477829982e-07
1842,1.463033583171125e-10,1.2660002214813305e-07
1843,2.118778882501512e-10,1.1630332811104641e-07
1844,2.118778882501512e-10,1.1777722416387146e-07
1845,1.355521409404251e-10,1.0884559539395663e-07
1846,1.355521409404251e-10,1.0042129007713032e-07
1847,3.173685441432943e-10,1.0925818015396414e-07
1848,3.020786081593079e-10,9.295913473904096e-08
1849,3.020786081593079e-10,8.545112503302984e-08
1850,2.365040782262692e-10,8.427301117259439e-08
1851,2.365040782262692e-10,7.704687275479825e-08
1852,2.365040782262692e-10,8.759057073299508e-08
1853,3.330227601619892e-10,8.253447855314075e-08
1854,1.5120635695911996e-10,7.053432174838495e-08
1855,2.0152217989582207e-10,8.043779433007461e-08
1856,4.997150153991064e-10,7.856455955642819e-08
1857,6.441176956885539e-10,7.799165706907323e-08
1858,8.169282393412556e-10,8.084830278270211e-08
1859,8.169282393412556e-10,6.53213300592727e-08
1860,8.423999751729281e-10,8.373320069056587e-08
1861,9.553733359979333e-10,8.406121919181584e-08
1862,9.060881093044973e-10,7.726224587096503e-08
1863,6.07895273801213e-10,8.198714342354054e-08
1864,5.105877149651811e-10,8.857834948068038e-08
1865,3.377771713124795e-10,8.51748538366337e-08
1866,4.704960310242257e-10,9.659281070233711e-08
1867,5.213554429442776e-10,8.375218385481276e-08
1868,5.428171800936354e-10,9.252309597838706e-08
1869,6.850283435737887e-10,9.556706207344437e-08
1870,8.539741850174412e-10,9.083319747154356e-08
1871,8.474551259153782e-10,1.0007860597381426e-07
1872,1.0112619670226459e-09,1.022852969307613e-07
1873,9.175518598882246e-10,8.883305418245463e-08
1874,7.447020302007803e-10,1.1039889815021655e-07
1875,7.707270536069391e-10,1.0509442966671096e-07
1876,6.494615876841334e-10,1.0711973428913422e-07
1877,5.154674187490826e-10,1.1240116443949383e-07
1878,5.474620756729109e-10,9.659853260148208e-08
1879,4.534828623725673e-10,9.6705072394343e-08
1880,5.131341581802015e-10,1.0641881686979104e-07
1881,5.446997535558345e-10,8.785176776525207e-08
1882,4.4905879015288974e-10,8.820766542580064e-08
1883,4.3664007726944883e-10,7.504860377594014e-08
1884,5.23732033931777e-10,6.960712285928952e-08
1885,5.092078703139435e-10,7.091201784500559e-08
1886,5.221460922363466e-10,7.036710972637853e-08
1887,4.7875398090369e-10,6.21107330646607e-08
1888,5.011940703728409e-10,6.148130893279813e-08
1889,4.363749123952638e-10,5.804203999965856e-08
1890,4.986081032181439e-10,5.929497198004745e-08
1891,4.0216952585619177e-10,6.584202897183136e-08
1892,3.441229701988442e-10,6.68942042076586e-08
1893,3.3054214325962354e-10,6.474510629215859e-08
1894,3.4154952477383205e-10,6.502506013004807e-08
1895,3.7222867050561755e-10,6.357272295888703e-08
1896,3.7222867050561755e-10,6.90479911976841e-08
1897,2.829037341691075e-10,6.72125405490728e-08
1898,3.474895212843673e-10,5.926266258679139e-08
1899,4.021312410047122e-10,5.636717251685955e-08
1900,4.5944044600533726e-10,5.970468462481091e-08
1901,4.2743850126036875e-10,5.522070267716117e-08
1902,3.9440854154066633e-10,5.79313765212776e-08
1903,4.422259740939032e-10,5.41171039409554e-08
1904,4.684874234582383e-10,6.457813889986547e-08
1905,4.5453089704748454e-10,7.254766641397379e-08
1906,4.3091914956962437e-10,6.904712763449489e-08
1907,3.1907509571002125e-10,6.437500209090428e-08
1908,3.534239884877317e-10,6.737031783237463e-08
1909,3.431121458381219e-10,5.8170024479815245e-08
1910,2.9529471328488503e-10,5.617007811257021e-08
1911,3.017694110469498e-10,4.788862538264636e-08
1912,2.8319152975012484e-10,3.629327162611519e-08
1913,3.2365114953160553e-10,3.828825003081095e-08
1914,3.820834204582013e-10,3.4913724990458054e-08
1915,3.2939987642295014e-10,3.172502489284008e-08
1916,3.3321243383558196e-10,3.6020322978304516e-08
1917,3.7510963779574524e-10,3.319237989225192e-08
1918,3.6274093649448144e-10,3.00031184658727e-08
1919,3.050845052778227e-10,3.0253724604887925e-08
1920,2.3359491325385713e-10,2.9194253363990745e-08
1921,1.6051246839613294e-10,3.265333451249067e-08
1922,1.445737458321312e-10,3.108006195264222e-08
1923,1.4852504940218329e-10,2.8671686992863343e-08
1924,1.0662784544201998e-10,3.125135071359507e-08
1925,7.211206433575614e-11,3.288697847381172e-08
1926,9.50350274665977e-11,3.4493208543397354e-08
1927,9.50350274665977e-11,3.4853893231862846e-08
1928,9.50350274665977e-11,3.233366184320273e-08
1929,9.50350274665977e-11,3.22631318486596e-08
1930,7.315553123594348e-11,3.3476908356533386e-08
1931,9.93885410479781e-11,3.26614697192846e-08
1932,7.638336590216304e-11,2.9377368347484534e-08
1933,5.346040277132147e-11,2.899213643762063e-08
1934,7.592827755420473e-11,3.137186967348628e-08
1935,1.4259527487363906e-10,3.1314239074780355e-08
1936,1.6353270721707654e-10,3.1006006651068674e-08
1937,1.5874773123021006e-10,2.8314677586698574e-08
1938,1.542669722124198e-10,2.6313070072043436e-08
1939,1.7916099754560529e-10,2.5961530576117705e-08
1940,1.7916099754560529e-10,2.299462410957988e-08
1941,1.842716931424856e-10,1.8280708502516063e-08
1942,1.6742078755095846e-10,1.750288092239316e-08
1943,1.4648335520752098e-10,1.5800368759398353e-08
1944,1.2404093823510058e-10,1.6563291183047113e-08
1945,1.3982752852407084e-10,1.73899353330041e-08
1946,1.1493350319088539e-10,1.924462570254296e-08
1947,1.1493350319088539e-10,2.1429328407001387e-08
1948,1.2155493278598328e-10,2.136877138728518e-08
1949,7.173884105807612e-11,2.4952258925736714e-08
1950,8.865881639952278e-11,2.4881123193511356e-08
1951,1.3830611061178237e-10,2.379889504514462e-08
1952,1.1645121870764085e-10,2.3164833860635425e-08
1953,1.3214045532386872e-10,2.1499836323966648e-08
1954,1.3214045532386872e-10,2.28514771549726e-08
1955,1.1243470737776207e-10,2.5573787151448154e-08
1956,1.1243470737776207e-10,2.300986093725247e-08
1957,1.3374590819768629e-10,2.4412777323488755e-08
1958,8.409861398542669e-11,2.530179875139181e-08
1959,6.841466480635359e-11,2.689773254920575e-08
1960,7.390115008038783e-11,2.984135833677166e-08
1961,7.390115008038783e-11,2.924933666698897e-08
1962,6.960865415818672e-11,2.981345735366046e-08
1963,1.0922408017715363e-10,3.083544137487999e-08
1964,8.89795241455969e-11,3.262418779570453e-08
1965,1.242398505502911e-10,3.3509238558541e-08
1966,1.5061906483942218e-10,3.299977281910417e-08
1967,1.5597737982161623e-10,3.2121724201163356e-08
1968,1.5597737982161623e-10,3.1640726863965285e-08
1969,1.7270627983290154e-10,3.028037401772313e-08
1970,1.5939938059959602e-10,2.8804748047101773e-08
1971,1.4141276046978187e-10,2.6514427478982076e-08
1972,1.4962965985291073e-10,2.5524675198848205e-08
1973,1.6452092862654207e-10,2.352098021114151e-08
1974,2.2760942337234676e-10,2.170261583143786e-08
1975,2.6815692523639104e-10,2.227513462571551e-08
1976,2.572991314056924e-10,2.153440701947927e-08
1977,2.711226610282605e-10,2.2634796893937292e-08
1978,3.445620187979083e-10,2.1718318318367632e-08
1979,3.0921249390334996e-10,2.015639502924874e-08
1980,3.149629773261228e-10,2.1064045618857108e-08
1981,2.863788343370517e-10,2.0173277905298293e-08
1982,2.9771179668339597e-10,1.7577589161987817e-08
1983,3.40858979930303e-10,1.6459582649222933e-08
1984,4.4038819020058336e-10,1.4511301493769224e-08
1985,3.741829073771503e-10,1.4270234010333688e-08
1986,4.835006408140544e-10,1.559302160407989e-08
1987,6.906034439749639e-10,1.5212374724983746e-08
1988,7.266047966676086e-10,1.4790289374185965e-08
1989,7.612004840935288e-10,1.4653294070196158e-08
1990,7.219528253990923e-10,1.5137393433966347e-08
1991,6.019993635530962e-10,1.4900158694177077e-08
1992,6.393017107761015e-10,1.4734166268023533e-08
1993,5.798285106019461e-10,1.4586005673119677e-08
1994,3.7122664862744767e-10,1.5759294187083535e-08
1995,2.933483019987701e-10,1.6609308341384932e-08
1996,2.1317418961005633e-10,1.6592897722489397e-08
1997,2.2771694748101113e-10,1.732694419688739e-08
1998,3.062315331869847e-10,1.8202634193593374e-08
1999,2.779648436027468e-10,1.8657009397721984e-08
2000,2.511471843983212e-10,2.0106496784982094e-08
2001,2.5126184664627157e-10,2.0582376945656377e-08
2002,2.428375595846839e-10,2.0475225324746915e-08
2003,2.726424829949511e-10,2.0822747209032448e-08
2004,2.633600688718905e-10,2.1293652047964836e-08
2005,5.824995376919289e-10,2.1905091074359007e-08
2006,5.662298051069468e-10,2.254432805516769e-08
2007,6.370512926702685e-10,2.1717075122345316e-08
2008,6.01996881907255e-10,1.9961011637243635e-08
2009,6.078544909479281e-10,1.9496497622688887e-08
2010,5.840292168530453e-10,1.95908203945042e-08
2011,5.5879648626554e-10,1.8616624432508744e-08
2012,1.5745419948024316e-10,1.7630150038274095e-08
2013,1.7350726708561685e-10,1.765057306662194e-08
2014,8.711845431560609e-11,1.6760875354293603e-08
2015,8.739763773801812e-11,1.7615998057099854e-08
2016,7.0802921065776e-11,2.0098456486396443e-08
2017,6.827477125326276e-11,2.0491723873306e-08
2018,8.192972550391531e-11,2.1340390787827346e-08
2019,7.437790487674345e-11,2.2741348360000302e-08
