ngram,finger,fnger,figer
1610,1.1524462349500806e-05,0.0,0.0
1611,1.1253030184629356e-05,0.0,0.0
1612,1.1288678998815677e-05,0.0,0.0
1613,9.682180559268869e-06,0.0,0.0
1614,1.1989448824221785e-05,0.0,0.0
1615,1.057329369099794e-05,0.0,0.0
1616,1.2324646052417978e-05,0.0,0.0
1617,1.3030731744428132e-05,0.0,0.0
1618,1.390128542360409e-05,0.0,0.0
1619,1.2742829410074461e-05,0.0,0.0
1620,1.3124694273106538e-05,0.0,0.0
1621,1.3136859934093081e-05,0.0,0.0
1622,1.3811142837637038e-05,0.0,0.0
1623,1.3083060106769803e-05,0.0,0.0
1624,1.1677936657049162e-05,0.0,0.0
1625,1.6627585474842427e-05,0.0,0.0
1626,1.6434386192746126e-05,0.0,0.0
1627,1.5093345220001148e-05,0.0,0.0
1628,1.4149655466358776e-05,0.0,0.0
1629,1.4745016155107546e-05,0.0,0.0
1630,1.534967058043029e-05,0.0,0.0
1631,1.682879350742691e-05,0.0,0.0
1632,1.3989108863045527e-05,9.162613423541188e-08,0.0
1633,1.580907597339579e-05,9.162613423541188e-08,0.0
1634,1.638217768881337e-05,9.162613423541188e-08,0.0
1635,1.82169022601946e-05,9.162613423541188e-08,0.0
1636,1.908480317069916e-05,9.162613423541188e-08,0.0
1637,1.954388075578858e-05,1.6478626158849303e-07,0.0
1638,2.044483270375557e-05,1.6478626158849303e-07,0.0
1639,1.837845970190496e-05,7.316012735308114e-08,0.0
1640,1.628764454965546e-05,7.316012735308114e-08,0.0
1641,1.5153037176267909e-05,7.316012735308114e-08,0.0
1642,1.4101565154435645e-05,7.316012735308114e-08,0.0
1643,1.2486301849483944e-05,7.316012735308114e-08,0.0
1644,1.0642178299998964e-05,0.0,0.0
1645,9.434962326590071e-06,0.0,0.0
1646,9.017814071350066e-06,0.0,0.0
1647,9.45008378039347e-06,0.0,0.0
1648,9.7879511226243e-06,0.0,4.584923577307823e-08
1649,9.428193217380404e-06,0.0,4.584923577307823e-08
1650,1.2038579630565696e-05,0.0,4.584923577307823e-08
1651,1.2340660759946331e-05,0.0,4.584923577307823e-08
1652,1.1833233267160332e-05,0.0,4.584923577307823e-08
1653,1.2509478892752668e-05,0.0,4.584923577307823e-08
1654,1.2026683244974784e-05,0.0,4.584923577307823e-08
1655,1.5910909756452645e-05,0.0,0.0
1656,1.7419106110797395e-05,0.0,0.0
1657,1.626887205929961e-05,0.0,2.7804432534139778e-08
1658,1.759434456159527e-05,0.0,2.7804432534139778e-08
1659,1.792843990447831e-05,0.0,2.7804432534139778e-08
1660,1.7788695004128385e-05,0.0,2.7804432534139778e-08
1661,1.9055761705593405e-05,0.0,2.7804432534139778e-08
1662,1.60657960545255e-05,0.0,2.7804432534139778e-08
1663,1.7488399602630773e-05,0.0,2.7804432534139778e-08
1664,1.79548373385582e-05,0.0,0.0
1665,1.645147663761496e-05,0.0,0.0
1666,1.748075400038423e-05,0.0,0.0
1667,1.7919841931351194e-05,0.0,0.0
1668,1.8517028105894235e-05,0.0,0.0
1669,1.8095893600340268e-05,0.0,0.0
1670,1.514371667456414e-05,0.0,0.0
1671,1.3526318070944399e-05,0.0,0.0
1672,1.3085029032871326e-05,0.0,0.0
1673,1.1523714549964228e-05,0.0,0.0
1674,1.1398128533203686e-05,0.0,0.0
1675,9.792229450665349e-06,0.0,0.0
1676,9.381179942075895e-06,0.0,4.2946510347974254e-08
1677,9.013938454570183e-06,0.0,4.2946510347974254e-08
1678,8.538509648912753e-06,1.991857142716721e-08,6.286508177514147e-08
1679,9.049564076641608e-06,1.991857142716721e-08,6.286508177514147e-08
1680,1.0179595782184541e-05,3.8020500271938677e-08,6.286508177514147e-08
1681,9.161350395256054e-06,3.8020500271938677e-08,6.286508177514147e-08
1682,8.705713623515163e-06,7.834256621208624e-08,6.286508177514147e-08
1683,9.089675911257342e-06,7.834256621208624e-08,1.991857142716721e-08
1684,8.731032461842655e-06,7.834256621208624e-08,1.991857142716721e-08
1685,9.327630258277558e-06,5.842399478491903e-08,0.0
1686,8.615255345440736e-06,5.842399478491903e-08,0.0
1687,6.981738351896638e-06,4.032206594014756e-08,0.0
1688,6.8490259244364486e-06,4.032206594014756e-08,0.0
1689,6.233897725646134e-06,0.0,3.157116980543963e-08
1690,5.418745753818907e-06,0.0,3.157116980543963e-08
1691,4.709293632134047e-06,0.0,5.603722286195989e-08
1692,4.06208200079813e-06,0.0,5.603722286195989e-08
1693,3.6758445146136054e-06,0.0,5.603722286195989e-08
1694,3.897867957545843e-06,0.0,5.603722286195989e-08
1695,4.253599204925454e-06,0.0,5.603722286195989e-08
1696,4.252410008120933e-06,0.0,2.446605305652026e-08
1697,4.5661926313706706e-06,0.0,2.446605305652026e-08
1698,5.1259684304178724e-06,0.0,0.0
1699,4.714055486536901e-06,0.0,0.0
1700,4.737705986761804e-06,0.0,0.0
1701,4.3646841407150665e-06,0.0,0.0
1702,3.882668741945443e-06,0.0,0.0
1703,4.172133880534343e-06,0.0,0.0
1704,3.5107405957595413e-06,0.0,0.0
1705,3.222012992409873e-06,0.0,0.0
1706,3.556698662318273e-06,0.0,0.0
1707,3.4638111888593163e-06,0.0,0.0
1708,3.4150177725678077e-06,0.0,0.0
1709,3.308386892188407e-06,0.0,0.0
1710,3.355649498969017e-06,0.0,0.0
1711,3.2698411424852177e-06,0.0,0.0
1712,3.3623904788068363e-06,0.0,0.0
1713,3.142693003610475e-06,0.0,0.0
1714,3.1149548768943144e-06,0.0,0.0
1715,3.2310940371514463e-06,0.0,0.0
1716,3.380761069950365e-06,0.0,0.0
1717,3.358719725708527e-06,0.0,0.0
1718,4.13637280871626e-06,0.0,0.0
1719,3.772663831114187e-06,0.0,6.584871061120014e-09
1720,4.515856322281511e-06,0.0,6.584871061120014e-09
1721,4.484205776731999e-06,0.0,6.584871061120014e-09
1722,6.09548179194722e-06,0.0,6.584871061120014e-09
1723,6.2276079201443025e-06,0.0,6.584871061120014e-09
1724,5.916087664965224e-06,0.0,6.584871061120014e-09
1725,5.629082319761178e-06,0.0,6.584871061120014e-09
1726,5.7465688964189865e-06,0.0,0.0
1727,5.086075231832053e-06,0.0,0.0
1728,5.230399957716665e-06,0.0,0.0
1729,3.704954191821993e-06,6.371976724039996e-09,0.0
1730,4.50700183916654e-06,6.371976724039996e-09,0.0
1731,4.8256656555167865e-06,6.371976724039996e-09,0.0
1732,5.197034559906959e-06,6.371976724039996e-09,0.0
1733,5.004075936605139e-06,6.371976724039996e-09,0.0
1734,5.31651176061132e-06,6.371976724039996e-09,0.0
1735,5.554840494629129e-06,6.371976724039996e-09,6.466926042289092e-09
1736,5.7966286866368525e-06,0.0,6.466926042289092e-09
1737,5.364413352383833e-06,0.0,6.466926042289092e-09
1738,4.971107630678619e-06,0.0,1.195874231387149e-08
1739,4.351420654659575e-06,0.0,1.195874231387149e-08
1740,5.289931225758794e-06,0.0,1.195874231387149e-08
1741,5.105424439274689e-06,0.0,1.79000930903125e-08
1742,5.739509073724289e-06,0.0,1.1433167048023409e-08
1743,7.385445412312817e-06,0.0,1.1433167048023409e-08
1744,7.5931250843755805e-06,0.0,1.1433167048023409e-08
1745,8.669131310463335e-06,0.0,5.9413507764410105e-09
1746,8.98123341487787e-06,0.0,5.9413507764410105e-09
1747,8.98193554478764e-06,0.0,5.9413507764410105e-09
1748,9.08068763497535e-06,0.0,0.0
1749,9.000769555963675e-06,0.0,0.0
1750,7.358612817500086e-06,0.0,0.0
1751,9.71708576409063e-06,0.0,0.0
1752,9.764525657374179e-06,0.0,0.0
1753,1.1638738279933542e-05,0.0,0.0
1754,1.154554664546075e-05,0.0,0.0
1755,1.2091336559803625e-05,0.0,0.0
1756,1.1820650472925212e-05,0.0,0.0
1757,1.2695646351598303e-05,0.0,0.0
1758,1.0009399959796741e-05,0.0,0.0
1759,9.570435265361863e-06,3.4787949029383267e-09,0.0
1760,7.930384786699765e-06,3.4787949029383267e-09,0.0
1761,8.413373767065682e-06,3.4787949029383267e-09,0.0
1762,8.99827630616658e-06,6.161376932465958e-09,0.0
1763,9.52054564809909e-06,6.161376932465958e-09,0.0
1764,1.0251211343919359e-05,6.161376932465958e-09,0.0
1765,1.1905254528496048e-05,6.161376932465958e-09,0.0
1766,1.328903428137502e-05,2.6825820295276313e-09,0.0
1767,1.4106420816720597e-05,5.627084322311151e-09,0.0
1768,1.5074664848465805e-05,5.627084322311151e-09,0.0
1769,1.4978465644942065e-05,2.9445022927835194e-09,0.0
1770,1.5760523248380715e-05,2.9445022927835194e-09,0.0
1771,1.527741525413668e-05,2.9445022927835194e-09,0.0
1772,1.4899104436543504e-05,2.9445022927835194e-09,0.0
1773,1.4955061487853527e-05,2.9445022927835194e-09,0.0
1774,1.4751335194367649e-05,0.0,0.0
1775,1.3758586776800388e-05,0.0,0.0
1776,1.360657643090235e-05,0.0,0.0
1777,1.3547208254749421e-05,0.0,0.0
1778,1.3503123227565084e-05,0.0,0.0
1779,1.2647475159610622e-05,0.0,0.0
1780,1.1675136063006772e-05,2.349140310846971e-09,0.0
1781,1.2333114162694464e-05,2.349140310846971e-09,0.0
1782,1.4022606982117785e-05,2.349140310846971e-09,0.0
1783,1.4805084772108654e-05,2.349140310846971e-09,0.0
1784,1.4158565396168602e-05,2.349140310846971e-09,0.0
1785,1.4132324005393976e-05,2.349140310846971e-09,0.0
1786,1.4575522202773885e-05,2.349140310846971e-09,1.3400983180287896e-09
1787,1.4565842970374174e-05,0.0,1.3400983180287896e-09
1788,1.3888106747929538e-05,0.0,1.3400983180287896e-09
1789,1.1979020200669765e-05,0.0,1.3400983180287896e-09
1790,1.1096832687534125e-05,0.0,2.444946721271078e-09
1791,1.099576625814994e-05,0.0,2.444946721271078e-09
1792,1.0719210487358005e-05,1.0882620519022827e-09,4.621470825075644e-09
1793,1.0698851968170078e-05,3.0603062940924376e-09,4.267394628141931e-09
1794,1.0839351099483402e-05,4.058291861294297e-09,4.267394628141931e-09
1795,1.1081628794532403e-05,4.97156398588621e-09,4.267394628141931e-09
1796,1.1728500274849856e-05,4.97156398588621e-09,6.163717853573709e-09
1797,1.2330343062265975e-05,4.97156398588621e-09,6.192716752094287e-09
1798,1.2796677245725213e-05,4.97156398588621e-09,7.350030108353524e-09
1799,1.275564578203817e-05,3.883301933983927e-09,5.774275597352536e-09
1800,1.2589203963995845e-05,1.9112576917937727e-09,5.611581294877916e-09
1801,1.2671024835851443e-05,1.3776125954275846e-09,7.004602739105589e-09
1802,1.2690950565489142e-05,4.643404708356716e-10,7.872856335110003e-09
1803,1.268906466326111e-05,4.643404708356716e-10,7.029532955726836e-09
1804,1.260967461088772e-05,1.0744955718828513e-09,6.20076320448756e-09
1805,1.257538549128055e-05,1.0744955718828513e-09,5.043449848228323e-09
1806,1.3975150198218347e-05,1.591595775808839e-09,4.959780459350733e-09
1807,1.4395143417849405e-05,2.2192594746022517e-09,4.764116339523688e-09
1808,1.4458257542823308e-05,1.75491900376658e-09,4.7832739673887255e-09
1809,1.4022163538486763e-05,1.75491900376658e-09,4.095945186196762e-09
1810,1.4016185299884196e-05,1.972856655818589e-09,3.26088299220016e-09
1811,1.3811965150775255e-05,1.3627015547714093e-09,3.6589572641584513e-09
1812,1.384029474138515e-05,1.601409814279618e-09,4.136373783174869e-09
1813,1.2852092108265164e-05,1.0843096103536303e-09,3.6192735792488814e-09
1814,1.268199178282105e-05,1.0835203369450953e-09,2.991609880455469e-09
1815,1.2852654695702118e-05,1.276661046719799e-09,1.9657122279121656e-09
1816,1.3799445046710648e-05,1.276661046719799e-09,2.165132850784346e-09
1817,1.3911019258167861e-05,1.05872339466779e-09,2.1185427697848323e-09
1818,1.4344644893883793e-05,1.05872339466779e-09,2.13153041249216e-09
1819,1.4703621413251053e-05,8.200151351595813e-10,1.954708775794448e-09
1820,1.5438354109522023e-05,8.200151351595813e-10,2.8390903596329865e-09
1821,1.6110751727995065e-05,1.9314070977470366e-10,3.224753131192415e-09
1822,1.665995711976263e-05,0.0,2.8384717116430077e-09
1823,1.6605452661419156e-05,1.4046276840064464e-10,2.5985890423590216e-09
1824,1.6911813353155075e-05,1.4046276840064464e-10,2.5613614879865007e-09
1825,1.700468393599814e-05,3.936963770862738e-10,2.0984556314829206e-09
1826,1.7137955572772106e-05,5.121946200503658e-10,2.034857235092399e-09
1827,1.7001562030470397e-05,5.121946200503658e-10,1.2550462573963322e-09
1828,1.689560693713637e-05,5.121946200503658e-10,9.797127950176128e-10
1829,1.6247137344700085e-05,5.121946200503658e-10,1.1905356303972984e-09
1830,1.6241501076105385e-05,3.7173185164972114e-10,1.0500728619966537e-09
1831,1.623784126942545e-05,3.7173185164972114e-10,4.910423123671848e-09
1832,1.638893432495284e-05,1.1849824296409191e-10,6.189879807129626e-09
1833,1.6306948574700592e-05,8.247826231512688e-11,6.447752895092204e-09
1834,1.627477714854259e-05,1.6553845595877548e-10,6.426242482593381e-09
1835,1.6301254878011866e-05,1.6553845595877548e-10,6.315913173412671e-09
1836,1.683067473225362e-05,1.6553845595877548e-10,6.33027387651554e-09
1837,1.678699118201621e-05,1.6553845595877548e-10,6.485156697369884e-09
1838,1.671818660854894e-05,2.418642032685016e-10,2.5670121663244417e-09
1839,1.6890233642438295e-05,3.934270766313221e-10,2.2468248610835975e-09
1840,1.6923901317308525e-05,3.865347803737913e-10,2.129885101620488e-09
1841,1.7049006211371826e-05,3.0347458673014264e-10,2.186780129991612e-09
1842,1.717892233240751e-05,3.642900267156587e-10,2.247595569977128e-09
1843,1.735294167052156e-05,4.954390865817362e-10,2.21913562129369e-09
1844,1.7504307314603856e-05,4.954390865817362e-10,2.464949926712328e-09
1845,1.7644184741324614e-05,4.1911333927201003e-10,2.722318013871826e-09
1846,1.739371977497025e-05,3.327709655450864e-10,1.5098150269692618e-09
1847,1.7455575029349086e-05,2.571849994874904e-10,1.2530961427234137e-09
1848,1.759517493025799e-05,3.665603495342903e-10,1.2772039378486762e-09
1849,1.7859811383199746e-05,3.0574490954877424e-10,1.968741978965381e-09
1850,1.789248848841193e-05,2.2206575863873264e-10,2.2467174628662943e-09
1851,1.7986991224461235e-05,3.1492294882973226e-10,1.938877526784312e-09
1852,1.820718067132735e-05,4.666076612393409e-10,1.9591146720771793e-09
1853,1.858323204422569e-05,4.49646502571304e-10,2.1521520359486193e-09
1854,1.9122540834359825e-05,5.506502238310824e-10,2.6874652741299646e-09
1855,1.9265635013912936e-05,5.987801207244356e-10,2.9434162488303375e-09
1856,1.9221269602504825e-05,6.484789253199555e-10,2.2904603769191567e-09
1857,1.9455461889655063e-05,6.972774698902181e-10,2.008298210271724e-09
1858,1.9667764198467402e-05,6.044202796992185e-10,2.0882515637334264e-09
1859,1.9577742672741545e-05,4.5273556728960985e-10,1.79524997249e-09
1860,1.9778519864693017e-05,4.0447622632174985e-10,1.6632078175022563e-09
1861,1.9714699062335838e-05,3.0347250506197147e-10,1.6845237823684807e-09
1862,1.960056917076664e-05,1.459672581218184e-10,1.5988194181280691e-09
1863,1.9645033067458178e-05,9.626845352629841e-11,2.4064415381021475e-09
1864,1.9636995213139536e-05,0.0,2.7790460884905397e-09
1865,1.973931960362409e-05,8.845310198576532e-11,3.181180715675477e-09
1866,1.9911058708592983e-05,8.845310198576532e-11,3.252970186868558e-09
1867,1.9687339642717105e-05,8.845310198576532e-11,3.408037257164003e-09
1868,1.9614316572967384e-05,2.2288819996012828e-10,3.4471842919841275e-09
1869,1.9796419240135166e-05,3.0205997227282314e-10,3.6274911725214007e-09
1870,1.9928635863055077e-05,4.2876935335556254e-10,3.01612665795251e-09
1871,1.9803285145566667e-05,4.693454157069153e-10,2.816169749778449e-09
1872,1.9732656905294528e-05,3.8089231372114997e-10,2.4869348406017113e-09
1873,1.9819539375021122e-05,5.369273240304498e-10,2.900338493182021e-09
1874,1.9748491727763655e-05,5.369273240304498e-10,2.882979791404442e-09
1875,1.9663474501742583e-05,4.4260725640121734e-10,2.286337714390336e-09
1876,1.9721342791204472e-05,4.0176746850052933e-10,2.806684813132827e-09
1877,1.9636839819473346e-05,3.1000975992639164e-10,2.68578796504469e-09
1878,1.976373381954285e-05,3.4200441685021994e-10,2.5383155815334693e-09
1879,1.9817551219603047e-05,3.7691823075368195e-10,2.6417434668373527e-09
1880,1.9900318355731933e-05,2.537699039002155e-10,2.3258277446837538e-09
1881,2.012123383922569e-05,2.537699039002155e-10,2.3165177474661546e-09
1882,2.0404192192862475e-05,3.4329318951023934e-10,2.6174971872500966e-09
1883,2.0362810963498695e-05,3.6920646103880527e-10,1.7431467222043091e-09
1884,2.045524239032862e-05,3.64765695822936e-10,1.8124756140380782e-09
1885,2.055590162594204e-05,2.9219497654775495e-10,2.4944850788141284e-09
1886,2.0694285402506856e-05,2.5728116264429294e-10,2.4488217009732693e-09
1887,2.0735382609668056e-05,3.0729638674945447e-10,2.3567847514830274e-09
1888,2.0677959972610032e-05,4.153077564390222e-10,2.2754025409886326e-09
1889,2.0639189772607225e-05,3.3801123011656387e-10,1.958761589434691e-09
1890,2.0854287088565927e-05,2.737659741759911e-10,1.9246268943641708e-09
1891,2.100444414411738e-05,3.4567527411916947e-10,1.9109851082507336e-09
1892,2.10409580176929e-05,4.1309002250601775e-10,1.325865631570825e-09
1893,2.1207756487586137e-05,4.361516961085396e-10,1.1607609080271126e-09
1894,2.1225562315001817e-05,3.7534156140304834e-10,1.2656005687894378e-09
1895,2.1410453492925236e-05,3.0967260700176524e-10,1.3057876526088664e-09
1896,2.1503047849234592e-05,3.154720948758286e-10,1.4724300191813556e-09
1897,2.15206179875947e-05,3.3404885008930004e-10,1.6431796558334456e-09
1898,2.13683917016689e-05,2.4966681103474487e-10,1.5750777031848478e-09
1899,2.122952979074658e-05,2.3689378236824155e-10,1.5883258676550683e-09
1900,2.1117488618723917e-05,3.041851354135261e-10,1.6306618753704682e-09
1901,2.1067584384582005e-05,3.8491348005756775e-10,1.7132494153518758e-09
1902,2.083786135439628e-05,3.770076453405277e-10,1.9266350578409484e-09
1903,2.0327728374728133e-05,3.188663678337684e-10,1.9103354295272166e-09
1904,1.993512809609196e-05,3.1614335256811646e-10,1.882620932163499e-09
1905,1.9617527349120273e-05,3.438457703088181e-10,1.9794740767155515e-09
1906,1.9467331315224457e-05,3.2023402283095793e-10,1.8067736196059059e-09
1907,1.9139252409721458e-05,3.1778203976992204e-10,1.875120519174394e-09
1908,1.870176311058458e-05,2.424108304961108e-10,1.7553902934405334e-09
1909,1.8565421279553057e-05,3.0444131442010555e-10,1.517835278099154e-09
1910,1.843514136063667e-05,3.182152041869557e-10,1.4556434232585298e-09
1911,1.8323913276877386e-05,3.442952619432076e-10,1.4936443272693468e-09
1912,1.8281165466760285e-05,3.417969984423738e-10,1.4218310576527164e-09
1913,1.8256351852739628e-05,3.965545382146805e-10,1.4382562204698753e-09
1914,1.8206704615814878e-05,3.6711945289313874e-10,1.5399990092669823e-09
1915,1.8449562828339238e-05,4.0342543492341166e-10,1.5094581378478316e-09
1916,1.8218767893683563e-05,3.6716582056474575e-10,1.6112069932207517e-09
1917,1.8229457834552575e-05,3.9528913475805894e-10,1.5999270797095733e-09
1918,1.8057257745697696e-05,4.108762933060664e-10,1.407454502151089e-09
1919,1.791889943498453e-05,4.670741967796996e-10,1.4189515594255552e-09
1920,1.754804647394589e-05,4.74093304297136e-10,1.3401831549282e-09
1921,1.739152503432706e-05,4.718505625905018e-10,1.4672847540150462e-09
1922,1.6960934122575315e-05,4.322469683769116e-10,1.4127152939532754e-09
1923,1.700180733418425e-05,4.4569985004270865e-10,1.5552390327958472e-09
1924,1.692562727839686e-05,4.2822417635677926e-10,1.4957921330121288e-09
1925,1.676774757340484e-05,4.167135703963305e-10,1.4727709210912314e-09
1926,1.663811235630419e-05,3.63119270763157e-10,1.6177349142816005e-09
1927,1.66857735166559e-05,2.7031265123092906e-10,2.0706493503957243e-09
1928,1.640594356493758e-05,2.1408943467233447e-10,1.8892753234871814e-09
1929,1.6206904677216827e-05,1.8993813862991767e-10,1.8949478256377208e-09
1930,1.5744400505874573e-05,1.1627780682754718e-10,1.6355557226026868e-09
1931,1.5545152304444594e-05,1.4432229617738253e-10,1.7233121517103355e-09
1932,1.5497579495006774e-05,1.2195519197685404e-10,1.7967941737647867e-09
1933,1.5362271109812093e-05,1.2244358305046887e-10,1.6151198473884116e-09
1934,1.520821725924699e-05,1.2244358305046887e-10,1.3614811500417545e-09
1935,1.5041107612237933e-05,1.2244358305046887e-10,1.2205141659243119e-09
1936,1.491030694264087e-05,3.1088046819378283e-10,1.1568974746443773e-09
1937,1.4994031646762909e-05,3.333228851662032e-10,1.1153151576895733e-09
1938,1.482522878047478e-05,3.461136179248671e-10,9.924600823702739e-10
1939,1.4674278385687753e-05,3.473643971669509e-10,9.265334610653042e-10
1940,1.447291664849867e-05,3.268233421988802e-10,9.449161849798112e-10
1941,1.4339750123326667e-05,3.819804829584074e-10,8.734623897182254e-10
1942,1.4293757625897083e-05,4.06888528822361e-10,1.0666187060565895e-09
1943,1.4402204344930527e-05,2.399049689064522e-10,1.1754330128280595e-09
1944,1.442629309167387e-05,2.364338744628317e-10,1.2978189871987971e-09
1945,1.4471627504722814e-05,2.087159631633132e-10,1.3421959258305298e-09
1946,1.4405779308747566e-05,2.1691814614374242e-10,1.4908413947800625e-09
1947,1.4459248632192612e-05,1.9112488377651512e-10,1.7738838731240492e-09
1948,1.437287885762219e-05,1.5306774300441869e-10,1.6900553099853865e-09
1949,1.4504954508863324e-05,1.2815969714046512e-10,1.5114042795083549e-09
1950,1.4423713504844013e-05,1.5746629991994102e-10,1.6274172723714945e-09
1951,1.4319643144387686e-05,1.715931741934946e-10,1.8679805876712206e-09
1952,1.4248932919664575e-05,8.084641309588239e-10,1.98753783272768e-09
1953,1.4218761472355773e-05,1.3872481199487093e-09,1.97465480474993e-09
1954,1.411160831464388e-05,1.4743438553344035e-09,1.6271871310686542e-09
1955,1.4065917249744026e-05,1.5007266124245078e-09,1.6788124065517503e-09
1956,1.379110095253314e-05,1.5950026517806494e-09,1.7781109124775136e-09
1957,1.3682366573318308e-05,1.595217626643957e-09,2.0384515186933072e-09
1958,1.3444114691602798e-05,1.6335302753324653e-09,1.8938183561039476e-09
1959,1.329652773815074e-05,1.015590171484147e-09,1.846166077155788e-09
1960,1.3085934239955219e-05,4.460614179611712e-10,1.7590575821354752e-09
1961,1.2880758081986901e-05,3.8147682037058065e-10,1.7892523335965344e-09
1962,1.2641934258031792e-05,3.890028438258142e-10,1.7742569159904876e-09
1963,1.2523954475389993e-05,3.640538009941352e-10,1.7128777761245472e-09
1964,1.2247038414768343e-05,3.3106551825376075e-10,1.3897303308141318e-09
1965,1.2177151022894708e-05,2.772848359652461e-10,1.3949846357417884e-09
