ngram,finger,fnger,figer
1966,1.1956638055770391e-05,2.6478049713103095e-10,1.3411759480774776e-09
1967,1.181067143209345e-05,2.7549712709541904e-10,1.4936649694874404e-09
1968,1.1652491074138588e-05,3.149817787547907e-10,1.568756109142961e-09
1969,1.1497467052582319e-05,3.4476496657553923e-10,1.5658870866630537e-09
1970,1.1253053474190113e-05,3.192855146938456e-10,1.5420657925194599e-09
1971,1.1173437607275056e-05,3.3710249671057927e-10,1.5857600470831861e-09
1972,1.0978080613962707e-05,3.542541141384906e-10,1.625289284109702e-09
1973,1.0831304410073375e-05,3.763215334589327e-10,1.8472414074567821e-09
1974,1.0713965301485067e-05,3.7213847876265456e-10,1.8072424350685473e-09
1975,1.0627141039419388e-05,3.263616896572888e-10,1.8372234051560505e-09
1976,1.0572256022507126e-05,2.7771544587805256e-10,1.811318333417538e-09
1977,1.0649139637410241e-05,2.8202636654610965e-10,1.7957132764883405e-09
1978,1.070097602808216e-05,2.707025496619307e-10,1.8209436974154463e-09
1979,1.0798898853993575e-05,2.928146752845251e-10,1.9456680235206493e-09
1980,1.0962177969174394e-05,2.4245555563240373e-10,1.7623175458630109e-09
1981,1.111305794308594e-05,2.0120033516241824e-10,1.7533808056262907e-09
1982,1.1278946788349589e-05,1.9980432487092566e-10,1.731742638177991e-09
1983,1.1462471255591871e-05,2.1947613865203053e-10,1.7647470151871403e-09
1984,1.164519666677474e-05,2.15421235413452e-10,1.8534631448677681e-09
1985,1.1792756595241372e-05,2.2711182636906254e-10,1.7550257437802331e-09
1986,1.1938102163964817e-05,2.1857780763927844e-10,1.5693081437514626e-09
1987,1.209760128923725e-05,2.564038931570803e-10,1.7757848524979636e-09
1988,1.2288520208260576e-05,3.1115678089665977e-10,1.8012578730162788e-09
1989,1.2531840314165623e-05,3.628539096174015e-10,1.737801823077843e-09
1990,1.274519399885321e-05,3.4432368067882635e-10,1.8464125625275836e-09
1991,1.297616173750222e-05,3.33066461315796e-10,1.8453432750119093e-09
1992,1.3192774011778446e-05,3.477948544240915e-10,2.0126769616015038e-09
1993,1.348328156122339e-05,3.1231768560235906e-10,2.052428560439523e-09
1994,1.3754896437084036e-05,4.4090557593801094e-10,1.8529618791721499e-09
1995,1.4111420698879687e-05,4.360070736992532e-10,1.8503521572098082e-09
1996,1.4486291287799499e-05,3.9469511191127435e-10,1.9550395429541415e-09
1997,1.5145899981559654e-05,4.0742799808527307e-10,1.9678999223821894e-09
1998,1.5723895947823102e-05,4.150261681942372e-10,2.041032343136351e-09
1999,1.6342787603207398e-05,4.2378308402162597e-10,2.014619756732624e-09
2000,1.709537601917483e-05,4.887868086468825e-10,2.08967429074899e-09
2001,1.7805730229676036e-05,3.8276012914728597e-10,2.2343193010040554e-09
2002,1.860219422919077e-05,4.326470253485886e-10,2.1958890103083004e-09
2003,1.9387503146260444e-05,5.312341598364054e-10,2.234389578121514e-09
2004,2.0095345982034424e-05,5.205397858785789e-10,2.2430976282754908e-09
2005,2.121433941023757e-05,5.993415208571662e-10,2.2019421682831617e-09
2006,2.2726899780017057e-05,6.940829974258886e-10,2.231107663698749e-09
2007,2.449776963788151e-05,8.523516495781028e-10,2.0400856718235818e-09
2008,2.6918498146447485e-05,9.456052449000448e-10,1.9225721173806878e-09
2009,2.8981969340488183e-05,1.2033179373562218e-09,2.0223987563992652e-09
2010,3.11076853124957e-05,1.7591093819697384e-09,1.962638178960268e-09
2011,3.401257189190281e-05,2.127672101995667e-09,1.8869187165141253e-09
2012,3.6376122287557724e-05,2.318137602509905e-09,1.7696157237980158e-09
2013,3.773670843137162e-05,2.238654761566039e-09,1.5861438670431279e-09
2014,3.9130613523801525e-05,2.0856316673700803e-09,1.5591900786355544e-09
2015,3.947895675082691e-05,1.98148517435318e-09,1.5596222567383832e-09
2016,4.045597597723827e-05,1.7102786885127485e-09,1.430109284962709e-09
2017,4.115232210703349e-05,1.2024739444912076e-09,1.3771118874868666e-09
2018,4.07517007261049e-05,8.775247750669735e-10,1.3275664789702547e-09
2019,4.033602544950554e-05,5.549104092894552e-10,1.3604260773458776e-09
