ngram,nail,naill,naill,naill
1639,2.8377207773441375e-06,7.316012735308114e-08,7.316012735308114e-08,7.316012735308114e-08
1640,3.0433368871334617e-06,7.316012735308114e-08,7.316012735308114e-08,7.316012735308114e-08
1641,4.293526753177243e-06,7.316012735308114e-08,7.316012735308114e-08,7.316012735308114e-08
1642,4.493138427668393e-06,7.316012735308114e-08,7.316012735308114e-08,7.316012735308114e-08
1643,4.3229276392204544e-06,7.316012735308114e-08,7.316012735308114e-08,7.316012735308114e-08
1644,4.25061274102388e-06,0.0,0.0,0.0
1645,4.043069850467873e-06,0.0,0.0,0.0
1646,3.7223232262866598e-06,1.007384103754053e-07,1.007384103754053e-07,1.007384103754053e-07
1647,4.140980446923745e-06,1.007384103754053e-07,1.007384103754053e-07,1.007384103754053e-07
1648,3.1341663040101205e-06,1.007384103754053e-07,1.007384103754053e-07,1.007384103754053e-07
1649,2.4160847017031173e-06,1.007384103754053e-07,1.007384103754053e-07,1.007384103754053e-07
1650,2.6771233478939394e-06,1.007384103754053e-07,1.007384103754053e-07,1.007384103754053e-07
1651,2.783478391523074e-06,1.007384103754053e-07,1.007384103754053e-07,1.007384103754053e-07
1652,3.533424822827718e-06,1.007384103754053e-07,1.007384103754053e-07,1.007384103754053e-07
1653,3.532712720958183e-06,0.0,0.0,0.0
1654,3.4477207983789933e-06,0.0,0.0,0.0
1655,4.12678169985676e-06,0.0,0.0,0.0
1656,4.201103040811306e-06,0.0,0.0,0.0
1657,4.544852767399529e-06,0.0,0.0,0.0
1658,4.929702007367658e-06,0.0,0.0,0.0
1659,4.144124172203842e-06,0.0,0.0,0.0
1660,4.083145459584817e-06,0.0,0.0,0.0
1661,3.946976497510539e-06,0.0,0.0,0.0
1662,3.2665204311602532e-06,0.0,0.0,0.0
1663,3.182697306718702e-06,0.0,0.0,0.0
1664,2.9985252467668033e-06,3.9302981187055204e-08,3.9302981187055204e-08,3.9302981187055204e-08
1665,2.581591274974926e-06,3.9302981187055204e-08,3.9302981187055204e-08,3.9302981187055204e-08
1666,2.900136109929008e-06,7.925137879283284e-08,7.925137879283284e-08,7.925137879283284e-08
1667,3.016587178145918e-06,7.925137879283284e-08,7.925137879283284e-08,7.925137879283284e-08
1668,3.182266547290575e-06,7.925137879283284e-08,7.925137879283284e-08,7.925137879283284e-08
1669,3.1463628472140826e-06,7.925137879283284e-08,7.925137879283284e-08,7.925137879283284e-08
1670,3.0343405147245254e-06,7.925137879283284e-08,7.925137879283284e-08,7.925137879283284e-08
1671,2.914503673829521e-06,3.9948397605777634e-08,3.9948397605777634e-08,3.9948397605777634e-08
1672,2.916398313703082e-06,3.9948397605777634e-08,3.9948397605777634e-08,3.9948397605777634e-08
1673,2.783417747715638e-06,0.0,0.0,0.0
1674,2.6216254289985434e-06,0.0,0.0,0.0
1675,2.4989740917849953e-06,0.0,0.0,0.0
1676,2.3842116141687645e-06,0.0,0.0,0.0
1677,2.10354149235822e-06,0.0,0.0,0.0
1678,1.8917067125455236e-06,0.0,0.0,0.0
1679,1.5642547412296283e-06,0.0,0.0,0.0
1680,1.5798931453251238e-06,0.0,0.0,0.0
1681,1.8322269283999049e-06,0.0,0.0,0.0
1682,1.7086629782170348e-06,0.0,0.0,0.0
1683,1.6704682609867762e-06,0.0,0.0,0.0
1684,1.7786253465601476e-06,0.0,0.0,0.0
1685,1.9428573360918174e-06,0.0,0.0,0.0
1686,2.1314197543428496e-06,0.0,0.0,0.0
1687,2.0989818787191846e-06,0.0,0.0,0.0
1688,1.791239680772248e-06,0.0,0.0,0.0
1689,1.8475171990368317e-06,0.0,0.0,0.0
1690,1.961763440963945e-06,0.0,0.0,0.0
1691,2.15342475127857e-06,0.0,0.0,0.0
1692,1.951933898323789e-06,0.0,0.0,0.0
1693,1.9301733930530773e-06,0.0,0.0,0.0
1694,1.8200426308924631e-06,0.0,0.0,0.0
1695,1.7578019131698447e-06,1.550680346034434e-08,1.550680346034434e-08,1.550680346034434e-08
1696,1.5678992245479354e-06,1.550680346034434e-08,1.550680346034434e-08,1.550680346034434e-08
1697,1.4975273968177914e-06,1.550680346034434e-08,1.550680346034434e-08,1.550680346034434e-08
1698,1.4624172633505493e-06,1.550680346034434e-08,1.550680346034434e-08,1.550680346034434e-08
1699,1.5033825612980373e-06,1.550680346034434e-08,1.550680346034434e-08,1.550680346034434e-08
1700,1.4421852938539814e-06,1.550680346034434e-08,1.550680346034434e-08,1.550680346034434e-08
1701,1.35804996911507e-06,1.550680346034434e-08,1.550680346034434e-08,1.550680346034434e-08
1702,1.364412071325205e-06,0.0,0.0,0.0
1703,1.318996437151197e-06,0.0,0.0,0.0
1704,1.2285106955849706e-06,0.0,0.0,0.0
1705,1.2171531856048595e-06,0.0,0.0,0.0
1706,1.3221395696356403e-06,0.0,0.0,0.0
1707,1.2105481589839786e-06,0.0,0.0,0.0
1708,1.2681308671095133e-06,0.0,0.0,0.0
1709,1.2924598909843813e-06,0.0,0.0,0.0
1710,1.8203101035396685e-06,0.0,0.0,0.0
1711,1.8066915491285078e-06,0.0,0.0,0.0
1712,1.5948025975376368e-06,0.0,0.0,0.0
1713,1.4907489003235241e-06,0.0,0.0,0.0
1714,1.6398103070969228e-06,9.571610551769742e-09,9.571610551769742e-09,9.571610551769742e-09
1715,1.6167282735425812e-06,9.571610551769742e-09,9.571610551769742e-09,9.571610551769742e-09
1716,1.756441958735065e-06,9.571610551769742e-09,9.571610551769742e-09,9.571610551769742e-09
1717,1.1920357029079502e-06,9.571610551769742e-09,9.571610551769742e-09,9.571610551769742e-09
1718,1.2537881600240195e-06,9.571610551769742e-09,9.571610551769742e-09,9.571610551769742e-09
1719,1.1846631886263431e-06,9.571610551769742e-09,9.571610551769742e-09,9.571610551769742e-09
1720,1.1819794971350866e-06,9.571610551769742e-09,9.571610551769742e-09,9.571610551769742e-09
1721,1.0987471707072212e-06,0.0,0.0,0.0
1722,1.191649813238525e-06,0.0,0.0,0.0
1723,1.283345669987414e-06,0.0,0.0,0.0
1724,1.3290098966730772e-06,0.0,0.0,0.0
1725,1.3127144638604347e-06,0.0,0.0,0.0
1726,1.3562427138172746e-06,0.0,0.0,0.0
1727,1.3460880430622119e-06,0.0,0.0,0.0
1728,1.3393554435684303e-06,0.0,0.0,0.0
1729,1.2231729523851494e-06,0.0,0.0,0.0
1730,1.3172498825042567e-06,0.0,0.0,0.0
1731,1.2760738091596328e-06,0.0,0.0,0.0
1732,1.6713174367006495e-06,0.0,0.0,0.0
1733,1.7779487474659357e-06,0.0,0.0,0.0
1734,1.942393412589029e-06,0.0,0.0,0.0
1735,1.8773956672443352e-06,0.0,0.0,0.0
1736,2.094653650276866e-06,0.0,0.0,0.0
1737,1.806296227511796e-06,0.0,0.0,0.0
1738,1.8431074408908898e-06,0.0,0.0,0.0
1739,1.4508755888138175e-06,0.0,0.0,0.0
1740,1.530748826488499e-06,7.48727860663426e-09,7.48727860663426e-09,7.48727860663426e-09
1741,1.3734767938850773e-06,1.3428629383075271e-08,1.3428629383075271e-08,1.3428629383075271e-08
1742,1.5824972154275332e-06,1.3428629383075271e-08,1.3428629383075271e-08,1.3428629383075271e-08
1743,1.5365197571424818e-06,1.3428629383075271e-08,1.3428629383075271e-08,1.3428629383075271e-08
1744,1.855427854025038e-06,1.3428629383075271e-08,1.3428629383075271e-08,1.3428629383075271e-08
1745,1.9659234210069243e-06,1.3428629383075271e-08,1.3428629383075271e-08,1.3428629383075271e-08
1746,2.089869342723562e-06,1.3428629383075271e-08,1.3428629383075271e-08,1.3428629383075271e-08
1747,2.1738552179937997e-06,5.9413507764410105e-09,5.9413507764410105e-09,5.9413507764410105e-09
1748,2.206719126921338e-06,0.0,0.0,0.0
1749,2.161813020913022e-06,0.0,0.0,0.0
1750,2.0847844390508337e-06,0.0,0.0,0.0
1751,2.0738027452742765e-06,0.0,0.0,0.0
1752,2.193191383932052e-06,0.0,0.0,0.0
1753,2.4426094244388097e-06,0.0,0.0,0.0
1754,2.6539308107333326e-06,0.0,0.0,0.0
1755,2.8358637596933737e-06,7.70661553620552e-09,7.70661553620552e-09,7.70661553620552e-09
1756,2.880932080578142e-06,7.70661553620552e-09,7.70661553620552e-09,7.70661553620552e-09
1757,3.1364797580733594e-06,7.70661553620552e-09,7.70661553620552e-09,7.70661553620552e-09
1758,3.0157107500729452e-06,7.70661553620552e-09,7.70661553620552e-09,7.70661553620552e-09
1759,2.943681465694681e-06,7.70661553620552e-09,7.70661553620552e-09,7.70661553620552e-09
1760,2.7249047889199574e-06,7.70661553620552e-09,7.70661553620552e-09,7.70661553620552e-09
1761,2.637453105437869e-06,7.70661553620552e-09,7.70661553620552e-09,7.70661553620552e-09
1762,2.8077579697440214e-06,0.0,0.0,0.0
1763,2.8669708821585767e-06,0.0,0.0,0.0
1764,2.991776000271784e-06,0.0,0.0,0.0
1765,3.4020113162114285e-06,0.0,0.0,0.0
1766,3.5652225441091493e-06,0.0,0.0,0.0
1767,3.7346458806756085e-06,0.0,0.0,0.0
1768,3.8366062134238225e-06,0.0,0.0,0.0
1769,3.809405663040317e-06,0.0,0.0,0.0
1770,4.1582696732283305e-06,0.0,0.0,0.0
1771,4.097862594270347e-06,0.0,0.0,0.0
1772,3.869151636795973e-06,0.0,0.0,0.0
1773,3.887702307890452e-06,0.0,0.0,0.0
1774,4.0910828959437954e-06,0.0,0.0,0.0
1775,3.901698002144778e-06,2.8886891608895635e-09,2.8886891608895635e-09,2.8886891608895635e-09
1776,3.8619199196026396e-06,5.601058664491834e-09,5.601058664491834e-09,5.601058664491834e-09
1777,3.7452259675774258e-06,5.601058664491834e-09,5.601058664491834e-09,5.601058664491834e-09
1778,3.5404592446346735e-06,5.601058664491834e-09,5.601058664491834e-09,5.601058664491834e-09
1779,3.441416375998025e-06,5.601058664491834e-09,5.601058664491834e-09,5.601058664491834e-09
1780,3.2189733636706867e-06,5.601058664491834e-09,5.601058664491834e-09,5.601058664491834e-09
1781,2.98007190784639e-06,7.51357553951948e-09,7.51357553951948e-09,7.51357553951948e-09
1782,3.3605524874604143e-06,6.78301986007617e-09,6.78301986007617e-09,6.78301986007617e-09
1783,3.375219648660277e-06,4.070650356473899e-09,4.070650356473899e-09,4.070650356473899e-09
1784,3.197288086604593e-06,5.735122472166105e-09,5.735122472166105e-09,5.735122472166105e-09
1785,3.305702810913707e-06,5.735122472166105e-09,5.735122472166105e-09,5.735122472166105e-09
1786,3.4079876708606856e-06,5.735122472166105e-09,5.735122472166105e-09,5.735122472166105e-09
1787,3.6427217569975516e-06,7.0242640910172275e-09,7.0242640910172275e-09,7.0242640910172275e-09
1788,3.6637336506828433e-06,9.031403434635519e-09,9.031403434635519e-09,9.031403434635519e-09
1789,3.3609607206536955e-06,6.873269953189265e-09,6.873269953189265e-09,6.873269953189265e-09
1790,3.3692087007303987e-06,7.978118356431553e-09,7.978118356431553e-09,7.978118356431553e-09
1791,3.3905219294995604e-06,6.3136462407393475e-09,6.3136462407393475e-09,6.3136462407393475e-09
1792,3.3690434650322587e-06,7.40190829264163e-09,7.40190829264163e-09,7.40190829264163e-09
1793,3.305335699873727e-06,7.40190829264163e-09,7.40190829264163e-09,7.40190829264163e-09
1794,3.4528413834777893e-06,6.112766673790507e-09,6.112766673790507e-09,6.112766673790507e-09
1795,3.5886287800427193e-06,3.106382579736484e-09,3.106382579736484e-09,3.106382579736484e-09
1796,3.656659406000732e-06,5.0027058051682616e-09,5.0027058051682616e-09,5.0027058051682616e-09
1797,3.746256619966256e-06,3.897857401925973e-09,3.897857401925973e-09,3.897857401925973e-09
1798,3.86187148900977e-06,3.897857401925973e-09,3.897857401925973e-09,3.897857401925973e-09
1799,3.965649154581895e-06,2.8095953500236905e-09,2.8095953500236905e-09,2.8095953500236905e-09
1800,3.922096246762001e-06,1.0631209690359356e-08,1.0631209690359356e-08,1.0631209690359356e-08
