ngram,condition,conditon,condtion,condiion
1895,0.00021599094075749496,3.620729570132296e-08,6.963173212629467e-09,4.822854813925557e-09
1896,0.0002155045367544517,3.8685828128239205e-08,8.084118580902505e-09,4.852696847531693e-09
1897,0.00021560508009445454,3.9370067586982516e-08,9.28568618821909e-09,5.062977465846481e-09
1898,0.00021507708048115352,4.08248099453041e-08,9.500308920503845e-09,4.942441884330557e-09
1899,0.00021551820308169617,4.498162401286468e-08,1.0241172418038299e-08,5.101876508563561e-09
1900,0.00021641797710409655,4.7629195064148785e-08,1.1107695398391928e-08,4.9994715034529236e-09
1901,0.00021594030009250024,5.0103304870065454e-08,1.1164893327324826e-08,5.029412315187593e-09
1902,0.00021713504351542464,5.1615608802941485e-08,1.271815351446191e-08,5.556947029512165e-09
1903,0.00021870219747402838,5.395653244834518e-08,1.303785422481139e-08,5.505874105844149e-09
1904,0.00021962168102618307,5.792473446928982e-08,1.3695961571207654e-08,5.829966160624573e-09
1905,0.00022050942477237965,5.996602427314559e-08,1.4709364646949195e-08,5.99963044324779e-09
1906,0.0002210930792248941,6.20298910648996e-08,1.4735599153579772e-08,5.841751146310312e-09
1907,0.00022064103021485998,6.323911959173398e-08,1.5612940908381135e-08,5.6937041748028605e-09
1908,0.0002206379223415362,6.243169080123932e-08,1.6043548204233308e-08,6.13712972504946e-09
1909,0.00022002743623618568,6.25560129411237e-08,1.58380128060084e-08,6.337384775686619e-09
1910,0.00021928226799770658,6.026122838826658e-08,1.588355478889168e-08,6.409565449822756e-09
1911,0.00021939513680990785,5.847315317656207e-08,1.6321532823683682e-08,6.595999682953593e-09
1912,0.00021902697959116528,5.722037853063609e-08,1.6002316804986094e-08,6.457884259093914e-09
1913,0.00021923305965693935,5.4765551331976374e-08,1.5827366084408823e-08,6.503201723160958e-09
1914,0.00021790967522455112,5.487661931218619e-08,1.506117808247609e-08,6.633470090682587e-09
1915,0.0002170937680473019,5.467149222226908e-08,1.525473715600713e-08,6.266041844124207e-09
1916,0.00021515450914323862,5.5006197945723604e-08,1.5621300824315247e-08,6.3551999853115964e-09
1917,0.000214603532055792,5.632976193429126e-08,1.6308961038800718e-08,6.575237497332052e-09
1918,0.00021285986960200326,5.497161836842679e-08,1.5529022004808927e-08,6.225190268034047e-09
1919,0.00021078389961205955,5.453362155500534e-08,1.6340699206450282e-08,6.355579491262071e-09
1920,0.0002053202790973176,5.2711100246532235e-08,1.669503062779703e-08,6.6793638556613846e-09
1921,0.00020180557995835052,4.962427573624544e-08,1.681892276244363e-08,7.173076418557198e-09
1922,0.00019694342544036253,4.646242476472448e-08,1.6639875382346806e-08,7.37455601346986e-09
1923,0.00019340765097045472,4.21512112832748e-08,1.5624727797306344e-08,7.039279127850153e-09
1924,0.00018744489768453474,3.811551531539083e-08,1.4841018192157662e-08,7.038538894578648e-09
1925,0.0001826921818844442,3.634897411635458e-08,1.4696943217984426e-08,7.003894797463772e-09
1926,0.0001772406041189762,3.3949505809768455e-08,1.365928170571351e-08,6.731081469979472e-09
1927,0.00017493279925214926,3.2305119087741984e-08,1.3341946595143587e-08,6.482386944688707e-09
1928,0.00017195386421268007,3.002308750816545e-08,1.2823336931993318e-08,6.191269338476754e-09
1929,0.00017085730879833655,2.961136250486821e-08,1.2765785761814641e-08,6.087203630045224e-09
1930,0.0001681513448212562,2.838318329574057e-08,1.2596332104359525e-08,6.020101433230301e-09
1931,0.00016728174731334939,2.8029875055933318e-08,1.199498506870051e-08,6.0138615991840135e-09
1932,0.00016411120304837823,2.6149089496893145e-08,1.1458139960650117e-08,6.063665759979488e-09
1933,0.00016249201144091785,2.4555990764594882e-08,1.1521567953666687e-08,6.117081698318673e-09
1934,0.0001597654481884092,2.338011942778654e-08,1.131910273447342e-08,5.905132700283795e-09
1935,0.0001579941953033475,2.2841728254872706e-08,1.1213683569012898e-08,5.926678386154143e-09
1936,0.00015543779383213923,2.3014730185114526e-08,1.0816047232456834e-08,5.623575192816231e-09
1937,0.00015348568766577437,2.329630989704258e-08,1.057053099019965e-08,5.7942197706495335e-09
1938,0.0001507579706542726,2.2703546725162075e-08,1.0610697717286906e-08,5.845954196916279e-09
1939,0.00015021096623968333,2.2675629754839325e-08,1.0860002674917268e-08,5.8238048669271134e-09
1940,0.000147991264904184,2.2478458459675365e-08,1.1049082157147235e-08,6.0083871846115605e-09
1941,0.00014654821175749281,2.222157010781497e-08,1.1051394973752134e-08,7.442568783488923e-09
1942,0.00014463485734138106,2.2497937735010964e-08,1.241618109913491e-08,7.976119764663281e-09
1943,0.00014230324554124048,2.272312979049015e-08,1.3248130085027502e-08,8.806306985219083e-09
1944,0.00013961840055084655,2.263371889910104e-08,1.3562503374332989e-08,8.805349402000014e-09
1945,0.00013795509585179389,2.257957985664559e-08,1.3982917046462262e-08,8.909158807516145e-09
1946,0.00013522194266053184,2.2340000579593574e-08,1.4151856829260266e-08,8.964274275261427e-09
1947,0.0001335443791634004,2.236675682760441e-08,1.3602743058933292e-08,9.071485594448956e-09
1948,0.00013109540824578808,2.255177124409004e-08,1.3739671749541621e-08,7.83437137386045e-09
1949,0.00012957980964399342,2.2344429290959463e-08,1.2556451751371306e-08,7.47809915578403e-09
1950,0.00012785069494774298,2.1063413362704912e-08,1.1241091232453267e-08,6.98824503026734e-09
1951,0.0001264672350121795,2.0888167132479144e-08,1.1567195582326154e-08,6.878838451232891e-09
1952,0.00012475130954823856,2.0931087973963258e-08,1.1331153919919806e-08,6.9132854361799085e-09
1953,0.00012287845830931992,2.1428968567858775e-08,1.1753564470901828e-08,6.860035650646523e-09
1954,0.00012197537788389517,2.159890425243053e-08,1.2477797208175292e-08,6.996820646674808e-09
1955,0.00012166035698360897,2.2247392499658806e-08,1.2065928066208796e-08,7.1932239847123066e-09
1956,0.00012066028804318713,2.295949386166285e-08,1.239681170415809e-08,7.101462021604935e-09
1957,0.00012043104652548209,2.4190753781080535e-08,1.2987537521626434e-08,7.084235357065641e-09
1958,0.00012051522000027555,2.497549468825712e-08,1.3079247653178884e-08,7.171179586659296e-09
1959,0.00012080509311220209,2.4915046280073383e-08,1.2944582548714477e-08,6.914082512870274e-09
1960,0.00012126449603653912,2.610060713591013e-08,1.285584388150645e-08,6.640148621426891e-09
1961,0.00012104018034213888,2.699907751337248e-08,1.2984679363471839e-08,6.5063892686266305e-09
1962,0.00012080358802839848,2.6798511092757897e-08,1.347788039903922e-08,6.3938386648690735e-09
1963,0.00012038050772389397,2.6610299741491872e-08,1.3655137338324558e-08,6.060764652054169e-09
1964,0.00011932765482924879,2.6503600330280667e-08,1.3320469552776818e-08,5.6071181031569495e-09
1965,0.0001188478189370861,2.722906065701279e-08,1.2543175514118893e-08,5.127901151321826e-09
1966,0.00011854080055075298,2.8178043771325586e-08,1.2796064652320638e-08,4.822314928329011e-09
1967,0.00011754203608558913,2.8630450645193506e-08,1.2076080579959125e-08,4.769177687689665e-09
1968,0.00011667085345834494,2.9035865521466675e-08,1.1526901845724881e-08,4.4469867788166084e-09
1969,0.00011567602008913777,2.993084028243434e-08,1.1205632485403579e-08,4.205769764199983e-09
1970,0.00011422769083375377,3.107633642481947e-08,1.093120717752884e-08,4.09469042799466e-09
1971,0.00011303937208140269,3.2427036547996324e-08,1.1435174331251931e-08,4.190902640794596e-09
1972,0.00011157926616890888,3.353954802776116e-08,1.21836243950822e-08,4.419099689353548e-09
1973,0.00010974443284794688,3.5027135985339035e-08,1.2092507186066217e-08,4.448482154068805e-09
1974,0.00010886320628092758,3.6739428769091576e-08,1.2377398027142914e-08,4.202048233180124e-09
1975,0.00010762816548646827,3.826779756569262e-08,1.2517159499379562e-08,4.143778970749119e-09
1976,0.00010704219831885504,4.088167924822171e-08,1.2758676020447573e-08,4.116248421480253e-09
1977,0.00010715520121656092,4.286261656716306e-08,1.3054333740975771e-08,4.278119890090335e-09
1978,0.00010747335805457883,4.5695968659791627e-08,1.3268332210714107e-08,4.186698035876393e-09
1979,0.00010737792555508869,4.74494003453531e-08,1.3431483607868294e-08,4.164526057337525e-09
1980,0.00010728538992615151,4.9373647519652357e-08,1.3920444099012132e-08,3.960403402051124e-09
1981,0.00010663614479459024,5.028268138370809e-08,1.4390037732831778e-08,4.0800020822168955e-09
1982,0.00010685166697450248,5.089915181396723e-08,1.4787719366487245e-08,3.906973760387749e-09
1983,0.00010639085251438831,5.075943627324315e-08,1.4834381723005663e-08,3.806343970172829e-09
1984,0.00010591564309184573,5.0713558051386694e-08,1.4568434585677487e-08,3.665339682561759e-09
1985,0.00010514624903277894,4.815187740600127e-08,1.409824676049506e-08,3.5745439624130474e-09
1986,0.00010439607909315132,4.629064116150923e-08,1.3603678437691867e-08,3.318928370228085e-09
1987,0.00010417603958298319,4.411882719474696e-08,1.3201190616842138e-08,3.2501754620994916e-09
1988,0.00010443378622377557,4.113956870404374e-08,1.3034013360676714e-08,3.147233743458092e-09
1989,0.0001036743467141475,3.810996851427717e-08,1.2274950199144184e-08,3.046929692678597e-09
1990,0.00010321755897686151,3.4757722795169295e-08,1.1971042189275392e-08,2.8616274112230097e-09
1991,0.0001024374391168489,3.1132943334455376e-08,1.1558143775403096e-08,2.5313440867234606e-09
1992,0.00010200738428725995,2.891766572231193e-08,1.2577824242449814e-08,2.376110831901558e-09
1993,0.00010186296172573098,2.6276550713077995e-08,1.279467389179802e-08,2.127671293118892e-09
1994,0.00010134106040433315,2.3491575161317868e-08,1.2137899574327093e-08,2.033360702036191e-09
1995,0.00010113314887608535,2.1578133565672682e-08,1.1351942750893938e-08,1.860187099594108e-09
1996,0.00010108480117716161,2.0004102247688545e-08,1.093848833733091e-08,1.790872260011765e-09
1997,0.0001010624660661311,1.899318391451743e-08,1.0238996190586086e-08,1.7916455462087454e-09
1998,0.00010109562988093655,1.7578257706572587e-08,9.708230473494593e-09,1.8779165048396098e-09
1999,0.0001007870669127442,1.555920801722875e-08,8.002744498826684e-09,1.9299416509355183e-09
2000,0.00010060399030667863,1.4168898689246947e-08,6.80976602091781e-09,1.8885302528153555e-09
2001,0.00010018243379558303,1.2824843790123656e-08,6.610032711660909e-09,1.8565879151515625e-09
2002,9.960387355282105e-05,1.1959431794090441e-08,6.0990154514075e-09,1.9628329279391163e-09
2003,9.921172022586688e-05,1.1101676022917673e-08,5.741175852185571e-09,1.8637902173982266e-09
2004,9.827424323053233e-05,9.382562599873673e-09,5.4954924420615365e-09,1.7067729134773962e-09
2005,9.778269720430086e-05,8.705918335445112e-09,5.1158599578826625e-09,1.5066224537793209e-09
2006,9.703975021173912e-05,8.208754882182184e-09,4.5972777648220895e-09,1.311828804314733e-09
2007,9.549833859117436e-05,7.786767484775834e-09,4.442876606296815e-09,1.1986437517145072e-09
2008,9.374986672940264e-05,7.703187738477318e-09,3.820931539420615e-09,1.070991410635967e-09
2009,9.280198511467981e-05,7.649101606079154e-09,3.4700469164761216e-09,7.80116911545749e-10
2010,9.186140960082412e-05,7.730284412588162e-09,3.2113332945219295e-09,6.424864806842123e-10
2011,8.992053127648043e-05,7.950816893753654e-09,2.946051973801949e-09,4.937117540190375e-10
2012,8.757242488042851e-05,7.320437621162666e-09,2.7180417916383703e-09,3.858877503252042e-10
2013,8.59657084220089e-05,6.911059312132904e-09,2.6308883325855602e-09,3.3070660892293395e-10
2014,8.447382736319144e-05,6.294853051512308e-09,2.370061210780047e-09,3.1928664275974027e-10
2015,8.422247421029689e-05,5.887759327701961e-09,2.190736290787397e-09,2.7306284416146147e-10
2016,8.282329612744174e-05,4.969731768968342e-09,2.1574941515873594e-09,2.3375679368355304e-10
2017,8.127818121768844e-05,4.240975237657096e-09,2.0967698318348957e-09,2.106255008367993e-10
2018,8.131076901918277e-05,3.522825542390251e-09,1.983176600717229e-09,2.1375446690452548e-10
2019,8.164845166902523e-05,3.6372623801739223e-09,1.965009488458236e-09,2.2981408095978928e-10
