ngram,tension,tesion,tension,tensio
1625,1.6973807532849605e-06,0.0,1.6973807532849605e-06,0.0
1626,1.6973807532849605e-06,0.0,1.6973807532849605e-06,0.0
1627,1.0929472702108406e-06,0.0,1.0929472702108406e-06,0.0
1628,9.145292746584996e-07,0.0,9.145292746584996e-07,0.0
1629,8.252934386681382e-08,0.0,8.252934386681382e-08,0.0
1630,4.2752533805209427e-07,0.0,4.2752533805209427e-07,0.0
1631,4.2752533805209427e-07,0.0,4.2752533805209427e-07,0.0
1632,4.2752533805209427e-07,0.0,4.2752533805209427e-07,0.0
1633,4.2752533805209427e-07,0.0,4.2752533805209427e-07,0.0
1634,7.977798190950125e-07,0.0,7.977798190950125e-07,0.0
1635,7.977798190950125e-07,0.0,7.977798190950125e-07,0.0
1636,7.152504752281987e-07,0.0,7.152504752281987e-07,0.0
1637,3.7025448104291823e-07,0.0,3.7025448104291823e-07,0.0
1638,4.37589518144575e-07,0.0,4.37589518144575e-07,0.0
1639,5.154597480278815e-07,0.0,5.154597480278815e-07,0.0
1640,5.154597480278815e-07,0.0,5.154597480278815e-07,0.0
1641,2.049273543239646e-07,0.0,2.049273543239646e-07,0.0
1642,2.049273543239646e-07,0.0,2.049273543239646e-07,0.0
1643,2.049273543239646e-07,0.0,2.049273543239646e-07,0.0
1644,2.049273543239646e-07,0.0,2.049273543239646e-07,0.0
1645,1.375923172223078e-07,0.0,1.375923172223078e-07,0.0
1646,5.972208733900125e-08,0.0,5.972208733900125e-08,0.0
1647,5.972208733900125e-08,0.0,5.972208733900125e-08,0.0
1648,4.584923577307823e-08,0.0,4.584923577307823e-08,0.0
1649,3.587603357248424e-07,0.0,3.587603357248424e-07,0.0
1650,4.0268047233179717e-07,0.0,4.0268047233179717e-07,0.0
1651,5.316807159618162e-07,0.0,5.316807159618162e-07,0.0
1652,5.316807159618162e-07,0.0,5.316807159618162e-07,0.0
1653,6.070564942157424e-07,0.0,6.070564942157424e-07,0.0
1654,6.070564942157424e-07,0.0,6.070564942157424e-07,0.0
1655,5.612072584426642e-07,0.0,5.612072584426642e-07,0.0
1656,2.482961584909e-07,0.0,2.482961584909e-07,0.0
1657,2.0437602188394521e-07,0.0,2.0437602188394521e-07,0.0
1658,7.537577825392613e-08,0.0,7.537577825392613e-08,0.0
1659,2.362116983281989e-07,0.0,2.362116983281989e-07,0.0
1660,2.410107202064994e-07,0.0,2.410107202064994e-07,0.0
1661,2.410107202064994e-07,0.0,2.410107202064994e-07,0.0
1662,5.658095980314621e-07,0.0,5.658095980314621e-07,0.0
1663,5.658095980314621e-07,0.0,5.658095980314621e-07,0.0
1664,1.5876871170153857e-06,0.0,1.5876871170153857e-06,0.0
1665,1.6317787339760668e-06,0.0,1.6317787339760668e-06,0.0
1666,1.6307364043249045e-06,0.0,1.6307364043249045e-06,0.0
1667,1.5505616041926778e-06,0.0,1.5505616041926778e-06,0.0
1668,1.594314820100148e-06,0.0,1.594314820100148e-06,0.0
1669,1.299470034561117e-06,0.0,1.299470034561117e-06,0.0
1670,1.4540667072943897e-06,0.0,1.4540667072943897e-06,0.0
1671,4.712993809822105e-07,0.0,4.712993809822105e-07,0.0
1672,5.01009572368665e-07,0.0,5.01009572368665e-07,0.0
1673,3.412159819455545e-07,0.0,3.412159819455545e-07,0.0
1674,3.412159819455545e-07,0.0,3.412159819455545e-07,0.0
1675,3.660997651065502e-07,0.0,3.660997651065502e-07,0.0
1676,3.7909218316859293e-07,0.0,3.7909218316859293e-07,0.0
1677,3.924264961239844e-07,0.0,3.924264961239844e-07,0.0
1678,3.732348748794071e-07,0.0,3.732348748794071e-07,0.0
1679,3.917201435602432e-07,0.0,3.917201435602432e-07,0.0
1680,5.546375072234306e-07,0.0,5.546375072234306e-07,0.0
1681,5.770133546840433e-07,0.0,5.770133546840433e-07,0.0
1682,6.495035904663382e-07,0.0,6.495035904663382e-07,0.0
1683,6.50691536715645e-07,0.0,6.50691536715645e-07,0.0
1684,5.412037101645442e-07,0.0,5.412037101645442e-07,0.0
1685,5.212851387373771e-07,0.0,5.212851387373771e-07,0.0
1686,4.2899806170940534e-07,0.0,4.2899806170940534e-07,0.0
1687,3.0728078773531055e-07,0.0,3.0728078773531055e-07,0.0
1688,2.849049402746979e-07,0.0,2.849049402746979e-07,0.0
1689,1.7534887522937685e-07,0.0,1.7534887522937685e-07,0.0
1690,3.181470386185278e-07,0.0,3.181470386185278e-07,0.0
1691,2.597038794809643e-07,0.0,2.597038794809643e-07,0.0
1692,3.7804409812127104e-07,0.0,3.7804409812127104e-07,0.0
1693,7.229072411161854e-07,0.0,7.229072411161854e-07,0.0
1694,8.036349044004965e-07,0.0,8.036349044004965e-07,0.0
1695,9.587029390039398e-07,0.0,9.587029390039398e-07,0.0
1696,9.58623660705728e-07,0.0,9.58623660705728e-07,0.0
1697,1.0214915887120566e-06,0.0,1.0214915887120566e-06,0.0
1698,1.5089413157706337e-06,0.0,1.5089413157706337e-06,0.0
1699,1.416740177871491e-06,0.0,1.416740177871491e-06,0.0
1700,1.1368662983711277e-06,0.0,1.1368662983711277e-06,0.0
1701,1.063272342045301e-06,0.0,1.063272342045301e-06,0.0
1702,9.68130105353079e-07,0.0,9.68130105353079e-07,0.0
1703,1.0249678926551757e-06,0.0,1.0249678926551757e-06,0.0
1704,8.357997103303205e-07,0.0,8.357997103303205e-07,0.0
1705,4.399280279747992e-07,0.0,4.399280279747992e-07,0.0
1706,4.802412425825813e-07,0.0,4.802412425825813e-07,1.1075382896511395e-08
1707,5.246240602575978e-07,0.0,5.246240602575978e-07,1.1075382896511395e-08
1708,5.052278656389067e-07,0.0,5.052278656389067e-07,1.1075382896511395e-08
1709,5.294771828597991e-07,0.0,5.294771828597991e-07,1.1075382896511395e-08
1710,7.682329490015556e-07,0.0,7.682329490015556e-07,1.1075382896511395e-08
1711,7.463698982032188e-07,0.0,7.463698982032188e-07,1.1075382896511395e-08
1712,7.199723747979598e-07,0.0,7.199723747979598e-07,1.1075382896511395e-08
1713,7.184281705414313e-07,0.0,7.184281705414313e-07,0.0
1714,8.196315276011643e-07,0.0,8.196315276011643e-07,0.0
1715,8.58628047646042e-07,0.0,8.58628047646042e-07,0.0
1716,8.71857476373147e-07,0.0,8.71857476373147e-07,0.0
1717,5.600548423753285e-07,0.0,5.600548423753285e-07,0.0
1718,5.832195790438683e-07,0.0,5.832195790438683e-07,0.0
1719,5.707180262350318e-07,0.0,5.707180262350318e-07,0.0
1720,5.692378317283848e-07,0.0,5.692378317283848e-07,0.0
1721,4.550230323323896e-07,0.0,4.550230323323896e-07,0.0
1722,5.261854708140033e-07,0.0,5.261854708140033e-07,0.0
1723,4.7200715970672847e-07,0.0,4.7200715970672847e-07,0.0
1724,5.154335472720309e-07,0.0,5.154335472720309e-07,5.870919750350367e-09
1725,5.784997004606598e-07,0.0,5.784997004606598e-07,5.870919750350367e-09
1726,6.344081953102432e-07,0.0,6.344081953102432e-07,5.870919750350367e-09
1727,6.462501695685725e-07,0.0,6.462501695685725e-07,5.870919750350367e-09
1728,6.211646897164818e-07,0.0,6.211646897164818e-07,5.870919750350367e-09
1729,5.967637101938246e-07,0.0,5.967637101938246e-07,5.870919750350367e-09
1730,6.517363349952834e-07,0.0,6.517363349952834e-07,5.870919750350367e-09
1731,8.368630233235308e-07,0.0,8.368630233235308e-07,0.0
1732,9.684622942326574e-07,0.0,9.684622942326574e-07,0.0
1733,1.0495436169678994e-06,0.0,1.0495436169678994e-06,7.024769591420668e-09
1734,1.0568614519408065e-06,0.0,1.0568614519408065e-06,7.024769591420668e-09
1735,1.063189407497183e-06,0.0,1.063189407497183e-06,7.024769591420668e-09
1736,1.135912879947552e-06,0.0,1.135912879947552e-06,1.2537094664009731e-08
1737,1.1276951892926133e-06,0.0,1.1276951892926133e-06,1.2537094664009731e-08
1738,1.136482857028958e-06,0.0,1.136482857028958e-06,1.2537094664009731e-08
1739,9.8973453889682e-07,0.0,9.8973453889682e-07,1.2537094664009731e-08
1740,1.0621205076079474e-06,0.0,1.0621205076079474e-06,5.512325072589062e-09
1741,1.2587762918363815e-06,0.0,1.2587762918363815e-06,5.512325072589062e-09
1742,1.2640790194901847e-06,0.0,1.2640790194901847e-06,5.512325072589062e-09
1743,1.192236684996065e-06,0.0,1.192236684996065e-06,0.0
1744,1.1826086035528403e-06,0.0,1.1826086035528403e-06,0.0
1745,1.0309702653492941e-06,0.0,1.0309702653492941e-06,0.0
1746,1.3641590856293208e-06,0.0,1.3641590856293208e-06,0.0
1747,1.2601520974645349e-06,0.0,1.2601520974645349e-06,0.0
1748,1.1046594912451319e-06,0.0,1.1046594912451319e-06,0.0
1749,1.239785985619944e-06,0.0,1.239785985619944e-06,0.0
1750,1.3023407713522569e-06,0.0,1.3023407713522569e-06,0.0
1751,1.3897371949107246e-06,0.0,1.3897371949107246e-06,0.0
1752,1.4563913574810222e-06,0.0,1.4563913574810222e-06,0.0
1753,1.5665801161698515e-06,0.0,1.5665801161698515e-06,0.0
1754,1.7516259731564787e-06,0.0,1.7516259731564787e-06,0.0
1755,1.8359537047477455e-06,0.0,1.8359537047477455e-06,0.0
1756,1.793978656548591e-06,0.0,1.793978656548591e-06,0.0
1757,1.8533667603800756e-06,0.0,1.8533667603800756e-06,3.045123264655558e-09
1758,1.8409964955675865e-06,0.0,1.8409964955675865e-06,3.045123264655558e-09
1759,2.0003638253131484e-06,0.0,2.0003638253131484e-06,3.045123264655558e-09
1760,1.5322988328339955e-06,0.0,1.5322988328339955e-06,3.045123264655558e-09
1761,1.6527249613318418e-06,0.0,1.6527249613318418e-06,5.8206907230636975e-09
1762,1.731682613938444e-06,0.0,1.731682613938444e-06,5.8206907230636975e-09
1763,1.6862043545578281e-06,0.0,1.6862043545578281e-06,5.8206907230636975e-09
1764,2.008010020355349e-06,0.0,2.008010020355349e-06,2.7755674584081393e-09
1765,2.285899824983062e-06,0.0,2.285899824983062e-06,2.7755674584081393e-09
1766,2.3296078016496073e-06,0.0,2.3296078016496073e-06,2.7755674584081393e-09
1767,2.4240587046214e-06,0.0,2.4240587046214e-06,2.7755674584081393e-09
1768,2.4004218143350694e-06,0.0,2.4004218143350694e-06,0.0
1769,2.6647585238086843e-06,0.0,2.6647585238086843e-06,0.0
1770,3.4336510452703806e-06,0.0,3.4336510452703806e-06,0.0
1771,3.895791548659742e-06,0.0,3.895791548659742e-06,0.0
1772,4.171628493817739e-06,0.0,4.171628493817739e-06,0.0
1773,4.5794710916067875e-06,0.0,4.5794710916067875e-06,0.0
1774,4.549514382493466e-06,0.0,4.549514382493466e-06,0.0
1775,4.453385534881298e-06,0.0,4.453385534881298e-06,0.0
1776,4.506870969375346e-06,0.0,4.506870969375346e-06,2.712369503602271e-09
1777,3.7883185411504072e-06,0.0,3.7883185411504072e-06,2.712369503602271e-09
1778,3.1673374516166016e-06,0.0,3.1673374516166016e-06,2.712369503602271e-09
1779,2.7297701470680683e-06,0.0,2.7297701470680683e-06,2.712369503602271e-09
1780,2.4609762963986474e-06,0.0,2.4609762963986474e-06,5.0615098144492416e-09
1781,2.802835183501884e-06,0.0,2.802835183501884e-06,5.0615098144492416e-09
1782,3.384920400354271e-06,0.0,3.384920400354271e-06,5.0615098144492416e-09
1783,3.2236801774031065e-06,0.0,3.2236801774031065e-06,2.349140310846971e-09
1784,3.4255896577763323e-06,0.0,3.4255896577763323e-06,2.349140310846971e-09
1785,3.366528793386741e-06,0.0,3.366528793386741e-06,2.349140310846971e-09
1786,3.463517129733061e-06,0.0,3.463517129733061e-06,2.349140310846971e-09
1787,3.199979752415467e-06,0.0,3.199979752415467e-06,0.0
1788,2.982838866825789e-06,0.0,2.982838866825789e-06,0.0
1789,2.3804206291190766e-06,0.0,2.3804206291190766e-06,0.0
1790,2.1710302949681396e-06,0.0,2.1710302949681396e-06,4.419393612969153e-09
1791,2.0933582131224933e-06,0.0,2.0933582131224933e-06,4.419393612969153e-09
1792,1.9967933440057095e-06,0.0,1.9967933440057095e-06,4.419393612969153e-09
1793,2.0976128455783638e-06,0.0,2.0976128455783638e-06,1.2307570581729773e-08
1794,2.172738131126347e-06,0.0,2.172738131126347e-06,1.6299512850537212e-08
1795,2.137639496270692e-06,0.0,2.137639496270692e-06,1.6299512850537212e-08
1796,2.0455699346452353e-06,0.0,2.0455699346452353e-06,1.6299512850537212e-08
1797,2.165102452116636e-06,0.0,2.165102452116636e-06,1.4714737618857856e-08
1798,2.2435953204486784e-06,0.0,2.2435953204486784e-06,2.107996114172498e-08
1799,2.333965783561455e-06,0.0,2.333965783561455e-06,2.1680730734528553e-08
1800,2.1182042278919004e-06,0.0,2.1182042278919004e-06,1.6674201194380852e-08
1801,2.1191051798398675e-06,0.0,2.1191051798398675e-06,1.2682258925573414e-08
1802,2.1698245810901947e-06,0.0,2.1698245810901947e-06,1.4418766117582242e-08
1803,2.3182551071191223e-06,0.0,2.3182551071191223e-06,1.7928765773587785e-08
1804,2.367502166375094e-06,0.0,2.367502166375094e-06,1.600938004386876e-08
1805,2.268978684177065e-06,0.0,2.268978684177065e-06,1.1461899048928866e-08
1806,2.4280970559889932e-06,0.0,2.4280970559889932e-06,1.2412430004461937e-08
1807,2.4437797979512003e-06,0.0,2.4437797979512003e-06,1.1413773608787941e-08
1808,2.330765385392754e-06,2.35363189255671e-10,2.330765385392754e-06,1.1649136798043612e-08
1809,2.202515458650721e-06,2.35363189255671e-10,2.202515458650721e-06,1.0636328865284587e-08
1810,2.099950181998013e-06,2.35363189255671e-10,2.099950181998013e-06,8.869830425695113e-09
1811,1.8924189524633611e-06,2.35363189255671e-10,1.8924189524633611e-06,7.954597774124344e-09
1812,1.8865817180215214e-06,2.35363189255671e-10,1.8865817180215214e-06,6.136855246197115e-09
1813,1.6098788202205988e-06,2.35363189255671e-10,1.6098788202205988e-06,4.779534101828631e-09
1814,1.5773606816895023e-06,2.35363189255671e-10,1.5773606816895023e-06,4.7771663450443415e-09
1815,1.673671412001048e-06,0.0,1.673671412001048e-06,7.82519525367929e-09
1816,1.883902476557913e-06,0.0,1.883902476557913e-06,8.052359572780737e-09
1817,1.818128696738443e-06,3.426951421049905e-10,1.818128696738443e-06,7.165596211627141e-09
1818,1.982154507069416e-06,3.426951421049905e-10,1.982154507069416e-06,7.523665944221745e-09
1819,2.0084205191648963e-06,3.426951421049905e-10,2.0084205191648963e-06,1.398645612025819e-08
1820,2.26775210064391e-06,3.426951421049905e-10,2.26775210064391e-06,1.4971652203702287e-08
1821,2.4090805774384146e-06,3.426951421049905e-10,2.4090805774384146e-06,1.4762234196956975e-08
1822,2.528744386966407e-06,3.426951421049905e-10,2.528744386966407e-06,1.2352224417914011e-08
1823,2.6857493204650903e-06,3.426951421049905e-10,2.6857493204650903e-06,1.3227376876352131e-08
1824,2.871435786541302e-06,1.3412001667997434e-10,2.871435786541302e-06,1.2638879054449603e-08
1825,2.9073580662952736e-06,1.3412001667997434e-10,2.9073580662952736e-06,1.2660659726953277e-08
1826,3.04403881403102e-06,1.3412001667997434e-10,3.04403881403102e-06,6.908859040422044e-09
1827,2.9994617826949773e-06,2.3869062282244613e-10,2.9994617826949773e-06,5.834254159152254e-09
1828,3.0678864472325325e-06,3.490199320031552e-10,3.0678864472325325e-06,4.494036825215224e-09
1829,3.203392517597032e-06,3.490199320031552e-10,3.203392517597032e-06,4.253122996646295e-09
1830,3.2250793537969003e-06,3.490199320031552e-10,3.2250793537969003e-06,2.713020601825227e-09
1831,3.2385443903746946e-06,2.1489991532318087e-10,3.2385443903746946e-06,2.816359209337601e-09
1832,3.3663635089656703e-06,2.1489991532318087e-10,3.3663635089656703e-06,2.606807722064072e-09
1833,3.4214720017189393e-06,3.798564399534346e-10,3.4214720017189393e-06,2.308209559994826e-09
1834,3.4911714205268903e-06,2.7528583381096286e-10,3.4911714205268903e-06,4.5293245027571464e-09
1835,3.5294394495265024e-06,1.6495652463025375e-10,3.5294394495265024e-06,5.287520802152049e-09
1836,3.619801645982079e-06,1.6495652463025375e-10,3.619801645982079e-06,5.10541938883843e-09
1837,3.456184198772202e-06,1.6495652463025375e-10,3.456184198772202e-06,4.819505746870131e-09
1838,3.537738198896737e-06,2.4128227193997986e-10,3.537738198896737e-06,4.524252853307534e-09
1839,3.6116525084902866e-06,3.9284514530280035e-10,3.6116525084902866e-06,5.79380128794073e-09
1840,3.7234559126123453e-06,3.790605527877387e-10,3.7234559126123453e-06,5.986097688965535e-09
1841,3.7385615801862774e-06,3.790605527877387e-10,3.7385615801862774e-06,3.730389751068129e-09
1842,3.948485625317387e-06,3.790605527877387e-10,3.948485625317387e-06,4.648115075373787e-09
1843,3.956625667862161e-06,3.790605527877387e-10,3.956625667862161e-06,4.591195178006911e-09
1844,4.381118807421964e-06,3.790605527877387e-10,4.381118807421964e-06,6.7282466027179e-09
1845,4.676354332592122e-06,3.694735707858245e-10,4.676354332592122e-06,6.718659620715986e-09
1846,4.769164304109706e-06,2.17910697423004e-10,4.769164304109706e-06,5.865796761016031e-09
1847,5.0040086989611154e-06,6.673876530781188e-11,5.0040086989611154e-06,6.170190985128292e-09
1848,5.165587611242829e-06,6.673876530781188e-11,5.165587611242829e-06,7.02990385744887e-09
1849,5.161284661880927e-06,6.673876530781188e-11,5.161284661880927e-06,5.8290873318687735e-09
1850,5.111767417734622e-06,6.673876530781188e-11,5.111767417734622e-06,5.9578091587171e-09
1851,4.962293847451552e-06,6.673876530781188e-11,4.962293847451552e-06,4.377900891012436e-09
1852,4.93409191091944e-06,5.0561570803202876e-11,4.93409191091944e-06,7.142609963801354e-09
1853,4.986545913457771e-06,9.882091177106287e-11,4.986545913457771e-06,9.306407930001877e-09
1854,4.963663936255866e-06,1.9982463303084127e-10,4.963663936255866e-06,1.3245504724780841e-08
1855,5.285301345533558e-06,2.523263820108923e-10,5.285301345533558e-06,1.3050838727173592e-08
1856,5.5482816735872935e-06,2.523263820108923e-10,5.5482816735872935e-06,1.3686011086327149e-08
1857,5.887833270077993e-06,3.967290623003399e-10,5.887833270077993e-06,1.4607868946216383e-08
1858,6.156864726238252e-06,4.543325755295464e-10,6.156864726238252e-06,1.4914778491613234e-08
1859,6.412461711339087e-06,4.037710047263435e-10,6.412461711339087e-06,1.2997271449575822e-08
1860,6.763318132081102e-06,3.555116637584835e-10,6.763318132081102e-06,1.1954354839360803e-08
1861,7.0775341295562356e-06,3.109946229112077e-10,7.0775341295562356e-06,7.840502913580849e-09
1862,7.0545231989984e-06,3.1421114519782275e-10,7.0545231989984e-06,7.384069800053794e-09
1863,7.202416197417603e-06,4.096869074147033e-10,7.202416197417603e-06,6.324707456175003e-09
1864,7.391921112035302e-06,2.6528422712525565e-10,7.391921112035302e-06,6.0109635047211896e-09
1865,7.636536533287394e-06,2.5190726488893185e-10,7.636536533287394e-06,7.2697852499763775e-09
1866,7.86188255525693e-06,2.5190726488893185e-10,7.86188255525693e-06,8.78902344554027e-09
1867,7.968657623028516e-06,2.5190726488893185e-10,7.968657623028516e-06,9.501055275862313e-09
1868,7.96160085363746e-06,1.954205844764293e-10,7.96160085363746e-06,9.842209238085177e-09
1869,8.347924709336699e-06,1.3970231320976316e-10,8.347924709336699e-06,1.3759721901556482e-08
1870,8.751798044873535e-06,1.2869947171470893e-10,8.751798044873535e-06,1.519398664027806e-08
1871,9.002200126165657e-06,1.692755340660617e-10,9.002200126165657e-06,1.511868135446142e-08
1872,9.254795259039383e-06,1.6600069334999594e-10,9.254795259039383e-06,1.4019599639932982e-08
1873,9.583290193404537e-06,2.0500944592732091e-10,9.583290193404537e-06,1.3029744457985056e-08
1874,1.012658270026025e-05,2.0500944592732091e-10,1.012658270026025e-05,1.180206821160823e-08
1875,1.0698950323525683e-05,2.0500944592732091e-10,1.0698950323525683e-05,1.156900308885156e-08
1876,1.1015269072751316e-05,2.0500944592732091e-10,1.1015269072751316e-05,8.062874748812225e-09
1877,1.0820329017795821e-05,1.5548819771409635e-10,1.0820329017795821e-05,7.504967123951798e-09
1878,1.1109836512852261e-05,1.1491213536274358e-10,1.1109836512852261e-05,7.175696671777944e-09
