ngram,tension,tesion,tension,tensio
1879,1.1384304343664553e-05,1.4378805289285068e-10,1.1384304343664553e-05,7.094576925936735e-09
1880,1.1470443626291984e-05,1.047793003155257e-10,1.1470443626291984e-05,6.210326729062996e-09
1881,1.1485901398243317e-05,1.6791049106679168e-10,1.1485901398243317e-05,5.649417188026616e-09
1882,1.1509033096704765e-05,1.6791049106679168e-10,1.1509033096704765e-05,6.589528414987658e-09
1883,1.1644101765081619e-05,2.0003311903707806e-10,1.1644101765081619e-05,7.1523352320111505e-09
1884,1.2039707144140266e-05,1.9559235382120884e-10,1.2039707144140266e-05,7.541664055159864e-09
1885,1.2189794298527496e-05,2.2461563164988263e-10,1.2189794298527496e-05,8.005911298982125e-09
1886,1.22311650037383e-05,1.5478800384295865e-10,1.22311650037383e-05,8.001251280579221e-09
1887,1.269460478527305e-05,2.3768991140395354e-10,1.269460478527305e-05,9.155483736224466e-09
1888,1.275060835074068e-05,1.7455872065268759e-10,1.275060835074068e-05,9.49627417970841e-09
1889,1.2929019248986151e-05,2.530714090668137e-10,1.2929019248986151e-05,9.728906252044162e-09
1890,1.3193583202207395e-05,2.209487810965273e-10,1.3193583202207395e-05,9.766203909070522e-09
1891,1.3435017925595666e-05,2.1604292561277257e-10,1.3435017925595666e-05,9.45007760932981e-09
1892,1.3471469953531465e-05,2.3196281205363689e-10,1.3471469953531465e-05,8.86685588444688e-09
1893,1.354589208598814e-05,2.3196281205363689e-10,1.354589208598814e-05,8.736001509492195e-09
1894,1.3553032139108317e-05,1.7115267734814565e-10,1.3553032139108317e-05,8.105192326825415e-09
1895,1.3822276481992698e-05,1.92323884992288e-10,1.3822276481992698e-05,8.170479150391787e-09
1896,1.375439647485369e-05,1.3319162241374827e-10,1.375439647485369e-05,6.891776355948715e-09
1897,1.3744273279111699e-05,2.07498643267634e-10,1.3744273279111699e-05,6.4376501589842e-09
1898,1.3722338605605597e-05,3.442371110384812e-10,1.3722338605605597e-05,5.57517984159769e-09
1899,1.416352032330386e-05,3.3572175991583974e-10,1.416352032330386e-05,5.5695060309700145e-09
1900,1.4906490183160973e-05,3.8993357352547417e-10,1.4906490183160973e-05,5.4490304014974205e-09
1901,1.5454114483353415e-05,4.877986070628282e-10,1.5454114483353415e-05,5.137684404894165e-09
1902,1.6274995427271017e-05,5.010639799899305e-10,1.6274995427271017e-05,5.0300829216151246e-09
1903,1.699730325656544e-05,5.454401335353814e-10,1.699730325656544e-05,5.154340605122749e-09
1904,1.777982911984769e-05,5.345480724727736e-10,1.777982911984769e-05,5.3964409766190815e-09
1905,1.8797962444036136e-05,3.8745141519739134e-10,1.8797962444036136e-05,5.9947289671973584e-09
1906,1.9315361506804557e-05,3.975685604142219e-10,1.9315361506804557e-05,6.076329471328888e-09
1907,1.95461990577834e-05,5.045086640120822e-10,1.95461990577834e-05,6.151455535428698e-09
1908,1.976953457675076e-05,4.806230403743759e-10,1.976953457675076e-05,6.039078443669561e-09
1909,1.9743579157095936e-05,5.288725162176457e-10,1.9743579157095936e-05,5.936151316530771e-09
1910,2.00884145929844e-05,4.651159368366084e-10,2.00884145929844e-05,5.626393065735361e-09
1911,2.004930164340684e-05,4.4363477474940183e-10,2.004930164340684e-05,5.023588402406988e-09
1912,1.9978855561930686e-05,4.4280202024912386e-10,1.9978855561930686e-05,4.259004292096944e-09
1913,2.0191958226080586e-05,5.106404138818402e-10,2.0191958226080586e-05,4.262644998880611e-09
1914,2.0352385035948828e-05,3.7872147580695984e-10,2.0352385035948828e-05,3.822398746728644e-09
1915,2.0202088957635817e-05,2.8265029305180837e-10,2.0202088957635817e-05,3.6417866183009143e-09
1916,2.000767199206166e-05,2.4511982225718295e-10,2.000767199206166e-05,3.1611189221791847e-09
1917,1.9968800188507885e-05,2.7305129090311146e-10,1.9968800188507885e-05,3.1129297552366454e-09
1918,2.0159612696651103e-05,3.0301869247922093e-10,2.0159612696651103e-05,3.054706995290043e-09
1919,2.0205519051939647e-05,3.028103313730744e-10,2.0205519051939647e-05,3.59014982821902e-09
1920,1.9726655799396603e-05,5.132501318790997e-10,1.9726655799396603e-05,3.9015208841419735e-09
1921,1.9288767881724717e-05,4.840171527464854e-10,1.9288767881724717e-05,4.367083139555916e-09
1922,1.8934709389993388e-05,4.840171527464854e-10,1.8934709389993388e-05,4.4685525438633735e-09
1923,1.8978970079582984e-05,5.125218989289668e-10,1.8978970079582984e-05,4.662535468824558e-09
1924,1.8563094792105922e-05,4.845904302830384e-10,1.8563094792105922e-05,4.648199634717441e-09
1925,1.8082422944384495e-05,4.126892310028575e-10,1.8082422944384495e-05,4.967338318451198e-09
1926,1.7467031024612618e-05,4.443294105665225e-10,1.7467031024612618e-05,5.0231947807637715e-09
1927,1.7386325583044838e-05,1.1950625806405364e-10,1.7386325583044838e-05,4.8213668930279545e-09
1928,1.7215809618522015e-05,1.8793471937402932e-10,1.7215809618522015e-05,4.8325738648864154e-09
1929,1.7329055741096715e-05,1.8793471937402932e-10,1.7329055741096715e-05,4.7333729317041875e-09
1930,1.731028636900841e-05,1.4150178053094565e-10,1.731028636900841e-05,4.411016298254213e-09
1931,1.7455254887214062e-05,1.9396780015501491e-10,1.7455254887214062e-05,4.394779889211569e-09
1932,1.7404017073983725e-05,2.1761104624611656e-10,1.7404017073983725e-05,4.627987374280654e-09
1933,1.761824881084197e-05,1.717651199844334e-10,1.761824881084197e-05,4.266836455586136e-09
1934,1.7734167288706105e-05,1.717651199844334e-10,1.7734167288706105e-05,4.055157907880056e-09
1935,1.8320221507955076e-05,1.477813248757747e-10,1.8320221507955076e-05,4.123496893144412e-09
1936,1.859769950637461e-05,2.3153105424952462e-10,1.859769950637461e-05,4.35493947253158e-09
1937,1.8765798553691377e-05,2.0430366129023777e-10,1.8765798553691377e-05,4.6757383679160316e-09
1938,1.8895493537586716e-05,2.1709439404890166e-10,1.8895493537586716e-05,4.964872957202715e-09
1939,1.9384262226854583e-05,2.4323919862417094e-10,1.9384262226854583e-05,4.742320631428194e-09
1940,1.993473675351457e-05,3.464122480930801e-10,1.993473675351457e-05,5.215413244132248e-09
1941,2.0460327764989677e-05,3.739908184728437e-10,2.0460327764989677e-05,5.899862820513135e-09
1942,2.047317788570321e-05,4.042702918459286e-10,2.047317788570321e-05,6.378226264607585e-09
1943,2.0729136979623165e-05,3.205205624721787e-10,2.0729136979623165e-05,6.460126592397078e-09
1944,2.085947796461239e-05,3.3949188500097856e-10,2.085947796461239e-05,6.908017332766089e-09
1945,2.1283780110284818e-05,3.1177397370146005e-10,2.1283780110284818e-05,7.516856280277904e-09
1946,2.180331596589115e-05,3.7782265213274057e-10,2.180331596589115e-05,7.928402759712786e-09
1947,2.2275449217496706e-05,3.077635547204289e-10,2.2275449217496706e-05,8.29669450601906e-09
1948,2.265127477585338e-05,2.9728498432809603e-10,2.265127477585338e-05,8.054080196424301e-09
1949,2.3396755360798644e-05,2.735793318077638e-10,2.3396755360798644e-05,8.08654489402118e-09
1950,2.400900172818053e-05,2.9049930714921043e-10,2.400900172818053e-05,8.595609938108088e-09
1951,2.484638857172935e-05,3.3772437822511744e-10,2.484638857172935e-05,8.817185331062255e-09
1952,2.561026563593519e-05,3.3155343550004904e-10,2.561026563593519e-05,8.654681669741291e-09
1953,2.5843506071916117e-05,2.7847365286730914e-10,2.5843506071916117e-05,8.845588769393738e-09
1954,2.594739167502017e-05,3.469713881289392e-10,2.594739167502017e-05,9.155210684801723e-09
1955,2.6210164963101435e-05,3.8784839625652777e-10,2.6210164963101435e-05,9.680095709135067e-09
1956,2.6274288757122122e-05,3.772339266358163e-10,2.6274288757122122e-05,9.986097282421724e-09
1957,2.6488599749947233e-05,4.2403258087337596e-10,2.6488599749947233e-05,1.022524998006702e-08
1958,2.6360275244639653e-05,4.173452278211087e-10,2.6360275244639653e-05,1.070722253716992e-08
1959,2.6272922436224428e-05,4.6503489947724574e-10,2.6272922436224428e-05,1.0549894799031075e-08
1960,2.6279206005191164e-05,4.3404153683899796e-10,2.6279206005191164e-05,1.0354697290080952e-08
1961,2.652309896283051e-05,3.774521251109775e-10,2.652309896283051e-05,9.852681083698047e-09
1962,2.653393052501737e-05,4.2149267806149536e-10,2.653393052501737e-05,9.689234938191151e-09
1963,2.642313068333481e-05,4.702233681795422e-10,2.642313068333481e-05,9.105062354868615e-09
1964,2.599098011809734e-05,4.6046459898997835e-10,2.599098011809734e-05,8.786161766392655e-09
1965,2.5795086912694387e-05,4.5384604804458005e-10,2.5795086912694387e-05,8.197990223176736e-09
1966,2.5182645393735064e-05,4.0116769231942785e-10,2.5182645393735064e-05,8.273167040329099e-09
1967,2.5035879973854336e-05,4.2247218223767646e-10,2.5035879973854336e-05,8.286587796898663e-09
1968,2.451070914893145e-05,4.660153235525044e-10,2.451070914893145e-05,8.025833394701261e-09
1969,2.4210423102236484e-05,4.178590747226453e-10,2.4210423102236484e-05,8.065719330525262e-09
1970,2.3842738820738824e-05,4.0764994752822455e-10,2.3842738820738824e-05,8.001193295216678e-09
1971,2.3606241094447406e-05,3.8949368928532987e-10,2.3606241094447406e-05,7.503126056970392e-09
1972,2.332186003124142e-05,3.9747131578124085e-10,2.332186003124142e-05,7.3577398142431e-09
1973,2.338649184301695e-05,4.4537897179809857e-10,2.338649184301695e-05,6.991603550078805e-09
1974,2.3055996540019157e-05,5.063759411783053e-10,2.3055996540019157e-05,6.858838830225977e-09
1975,2.2889078796392175e-05,4.664675233380575e-10,2.2889078796392175e-05,6.9108985835595965e-09
1976,2.277482469383228e-05,5.411891093995028e-10,2.277482469383228e-05,6.367581192482216e-09
1977,2.298227653747225e-05,5.585804596641708e-10,2.298227653747225e-05,6.159499450169343e-09
1978,2.3320563871363576e-05,5.635764989607241e-10,2.3320563871363576e-05,6.33206864719682e-09
1979,2.3602993418795188e-05,5.352191864308306e-10,2.3602993418795188e-05,6.497192371414582e-09
1980,2.394142653169443e-05,5.628110755218074e-10,2.394142653169443e-05,6.8114607922252296e-09
1981,2.4158713131328113e-05,5.937121984521201e-10,2.4158713131328113e-05,6.501558783408459e-09
1982,2.445001622878148e-05,6.117586516727971e-10,2.445001622878148e-05,6.536382038798852e-09
1983,2.462474185449537e-05,7.274584426905254e-10,2.462474185449537e-05,6.451845216811794e-09
1984,2.4670439805569394e-05,7.046474435691761e-10,2.4670439805569394e-05,6.698311492771479e-09
1985,2.4560002722345026e-05,7.5789077394869e-10,2.4560002722345026e-05,6.661574276327948e-09
1986,2.435564731838115e-05,7.944655171827313e-10,2.435564731838115e-05,6.3689782336950884e-09
1987,2.4131371641747785e-05,8.263361027184755e-10,2.4131371641747785e-05,6.084454083423095e-09
1988,2.4083646816766952e-05,7.645468543974029e-10,2.4083646816766952e-05,6.163666783314576e-09
1989,2.3998952331437196e-05,7.710155291995591e-10,2.3998952331437196e-05,5.7144724507907085e-09
1990,2.372280037629285e-05,5.7999253812367e-10,2.372280037629285e-05,5.4942010940806085e-09
1991,2.3360235770399284e-05,5.78748557015071e-10,2.3360235770399284e-05,5.518082308546874e-09
1992,2.314228679876708e-05,5.29242007361676e-10,2.314228679876708e-05,5.223476191267602e-09
1993,2.317683954190995e-05,5.374527727625938e-10,2.317683954190995e-05,5.019261450911472e-09
1994,2.306800394892759e-05,4.817409883704573e-10,2.306800394892759e-05,4.756893831217976e-09
1995,2.2973625943580244e-05,5.518552281813527e-10,2.2973625943580244e-05,4.642660446561666e-09
1996,2.2922797402965705e-05,5.48005529843465e-10,2.2922797402965705e-05,4.6069607493949755e-09
1997,2.311205753358081e-05,5.752811719058773e-10,2.311205753358081e-05,4.545488715582532e-09
1998,2.3314256655534598e-05,5.434637343323548e-10,2.3314256655534598e-05,3.9279772450535285e-09
1999,2.360923878898445e-05,5.42313265723087e-10,2.360923878898445e-05,3.958285255123428e-09
2000,2.366834425109638e-05,5.429033968416621e-10,2.366834425109638e-05,3.811176866160995e-09
2001,2.3817281804180572e-05,5.105024062209854e-10,2.3817281804180572e-05,3.69515246972136e-09
2002,2.4025793858787176e-05,4.0015967920200724e-10,2.4025793858787176e-05,3.547566209048471e-09
2003,2.413412948953919e-05,4.0820931159122967e-10,2.413412948953919e-05,3.514519976631293e-09
2004,2.4259546730068644e-05,3.57953246408828e-10,2.4259546730068644e-05,3.4913542850440696e-09
2005,2.4333809571024695e-05,3.821004504863826e-10,2.4333809571024695e-05,3.667652277122053e-09
2006,2.4508179454382377e-05,3.593007855525901e-10,2.4508179454382377e-05,3.4107691908908625e-09
2007,2.4810103371107418e-05,3.0825014762925207e-10,2.4810103371107418e-05,3.3946415519839743e-09
2008,2.543452007687717e-05,2.89068975105928e-10,2.543452007687717e-05,3.3648701602828623e-09
2009,2.6241989481994616e-05,2.917560161717704e-10,2.6241989481994616e-05,3.407610003693305e-09
2010,2.721447214883353e-05,2.6760460514196893e-10,2.721447214883353e-05,3.629924900343846e-09
2011,2.7942750291133833e-05,2.466101241866652e-10,2.7942750291133833e-05,3.576391119760761e-09
2012,2.8773389463562387e-05,1.9803797986415817e-10,2.8773389463562387e-05,3.2676275019127843e-09
2013,2.9518229244526344e-05,1.9350475884337215e-10,2.9518229244526344e-05,3.2650681840757603e-09
2014,2.98424534516276e-05,1.7186470352029533e-10,2.98424534516276e-05,3.28669707323164e-09
2015,2.9551379806694706e-05,1.508399774133703e-10,2.9551379806694706e-05,3.8180921281748075e-09
2016,2.9017014250192525e-05,1.1772147740745405e-10,2.9017014250192525e-05,3.5961205442041385e-09
2017,2.8681777621386573e-05,7.525096518135044e-11,2.8681777621386573e-05,3.36441304445619e-09
2018,2.8404779732227327e-05,7.730244638848305e-11,2.8404779732227327e-05,3.4198568421572872e-09
2019,2.8029772238369333e-05,6.859380598245313e-11,2.8029772238369333e-05,3.667412262764458e-09
