ngram,meal,mel,meal,meel
1821,1.2616677979947002e-05,3.1434111390028973e-07,1.2616677979947002e-05,1.4985363743542328e-08
1822,1.2611216854046298e-05,3.152218377116307e-07,1.2611216854046298e-05,1.5050259007308242e-08
1823,1.2604203350617485e-05,3.090718385984863e-07,1.2604203350617485e-05,1.3783801592178894e-08
1824,1.2779394507690864e-05,3.477778989235958e-07,1.2779394507690864e-05,1.4335576091286027e-08
1825,1.26197548005231e-05,3.07070653856759e-07,1.26197548005231e-05,1.4667075744410698e-08
1826,1.2485790128786383e-05,3.147107138699669e-07,1.2485790128786383e-05,1.4568683085311055e-08
1827,1.242256205711913e-05,3.114764613850899e-07,1.242256205711913e-05,1.4711089616322885e-08
1828,1.2583379949709134e-05,3.1513182209762037e-07,1.2583379949709134e-05,1.4235281778748491e-08
1829,1.2297484577824694e-05,3.1912591680338664e-07,1.2297484577824694e-05,1.2941722106672517e-08
1830,1.2414658158377279e-05,3.0652125206285875e-07,1.2414658158377279e-05,1.2690725042269996e-08
1831,1.253448629410871e-05,2.659268797547806e-07,1.253448629410871e-05,1.1690872524029925e-08
1832,1.2754158238489513e-05,2.649337440223982e-07,1.2754158238489513e-05,1.2523047487889016e-08
1833,1.3133866689583687e-05,2.9023646724064225e-07,1.3133866689583687e-05,1.2555390631925028e-08
1834,1.3255595019602748e-05,3.0335509596365486e-07,1.3255595019602748e-05,1.4481322553803823e-08
1835,1.3421623147483583e-05,3.234280013332734e-07,1.3421623147483583e-05,1.5335739281649045e-08
1836,1.3821727017265012e-05,3.165513606160987e-07,1.3821727017265012e-05,1.703495427258466e-08
1837,1.377017789699104e-05,3.2169492466696935e-07,1.377017789699104e-05,1.8726894701615038e-08
1838,1.3727540785371925e-05,3.36665371898042e-07,1.3727540785371925e-05,1.853159898550822e-08
1839,1.3833324114135134e-05,3.357722643418778e-07,1.3833324114135134e-05,1.7238132825931577e-08
1840,1.3746873394536254e-05,3.0696370702441656e-07,1.3746873394536254e-05,1.7849024988184477e-08
1841,1.395931303704856e-05,2.950536201394373e-07,1.395931303704856e-05,1.6100807734683746e-08
1842,1.4179078659383646e-05,2.735909419016025e-07,1.4179078659383646e-05,1.6050979656512254e-08
1843,1.4836832633591257e-05,2.6788497109464515e-07,1.4836832633591257e-05,1.4763788858118687e-08
1844,1.590850895029559e-05,2.742420264212342e-07,1.590850895029559e-05,1.3493418128872138e-08
1845,1.6383903909757335e-05,2.6943524541625917e-07,1.6383903909757335e-05,1.3072701334136485e-08
1846,1.6591028465232478e-05,2.760367558656591e-07,1.6591028465232478e-05,1.2049008584520088e-08
1847,1.691016132099321e-05,2.7797372784529474e-07,1.691016132099321e-05,1.1829085203426563e-08
1848,1.7036256394931115e-05,2.77612818828337e-07,1.7036256394931115e-05,1.3161571007661418e-08
1849,1.7045958624553998e-05,2.760382033427179e-07,1.7045958624553998e-05,1.2967653998227239e-08
1850,1.6544319675761342e-05,2.8243283216917394e-07,1.6544319675761342e-05,1.3561803743503527e-08
1851,1.5816095323576258e-05,2.801018419112162e-07,1.5816095323576258e-05,1.3003324512388709e-08
1852,1.5712629647168797e-05,2.8025903020534315e-07,1.5712629647168797e-05,1.3792135179966993e-08
1853,1.5768224199876257e-05,2.751102020478616e-07,1.5768224199876257e-05,1.450028046840706e-08
1854,1.5807563483706743e-05,2.7088605796572143e-07,1.5807563483706743e-05,1.2934561231605e-08
1855,1.57202686230968e-05,2.7941422737447805e-07,1.57202686230968e-05,1.1952408459795346e-08
1856,1.560070034299445e-05,2.873105415801547e-07,1.560070034299445e-05,1.1757243179033594e-08
1857,1.5923385295276864e-05,2.8280620004547276e-07,1.5923385295276864e-05,1.139608483770514e-08
1858,1.592976656996013e-05,2.7598153654448e-07,1.592976656996013e-05,1.1891239104500073e-08
1859,1.579149427146019e-05,2.9176371794749555e-07,1.579149427146019e-05,1.2996910722254792e-08
1860,1.5605064098573556e-05,2.9546813047025875e-07,1.5605064098573556e-05,1.2700671879274848e-08
1861,1.5475364956988153e-05,3.1305493207258094e-07,1.5475364956988153e-05,1.2704771583977553e-08
1862,1.5844506508853685e-05,3.14018752841808e-07,1.5844506508853685e-05,1.3116277714735652e-08
1863,1.6058779692684766e-05,3.0373311484968977e-07,1.6058779692684766e-05,1.3572762088845788e-08
1864,1.592894360718284e-05,3.121858043186876e-07,1.592894360718284e-05,1.354366714017325e-08
1865,1.618350441796273e-05,3.2224937740465975e-07,1.618350441796273e-05,1.363704171808422e-08
1866,1.630411380964298e-05,3.0624445100459396e-07,1.630411380964298e-05,1.4566308286540724e-08
1867,1.6450059255086152e-05,3.0853161498661006e-07,1.6450059255086152e-05,1.596209247318419e-08
1868,1.6545917657952358e-05,2.9602220154499393e-07,1.6545917657952358e-05,1.798875131393223e-08
1869,1.6093677654030864e-05,3.0203847651526825e-07,1.6093677654030864e-05,1.7702709266740968e-08
1870,1.5837064893275965e-05,3.011724264264818e-07,1.5837064893275965e-05,1.804095450808063e-08
1871,1.5722839114979642e-05,2.9365706057303343e-07,1.5722839114979642e-05,1.8588789935896395e-08
1872,1.5541433900320305e-05,2.903543645516038e-07,1.5541433900320305e-05,1.8592129486754468e-08
1873,1.5363084068147665e-05,2.844900685821423e-07,1.5363084068147665e-05,1.579891163925952e-08
1874,1.5202124554239812e-05,2.787376648224641e-07,1.5202124554239812e-05,1.432739920354769e-08
1875,1.5097899839539813e-05,2.769490622865435e-07,1.5097899839539813e-05,1.2316342866215888e-08
1876,1.531969441462674e-05,2.730559742758487e-07,1.531969441462674e-05,1.3192423788309173e-08
1877,1.5772658506258657e-05,2.7964296529197394e-07,1.5772658506258657e-05,1.247572305780003e-08
1878,1.619960624209073e-05,2.809452439578308e-07,1.619960624209073e-05,1.256863362592802e-08
1879,1.6419042627343776e-05,2.7961598902948026e-07,1.6419042627343776e-05,1.1829659410774899e-08
1880,1.6892603785631115e-05,2.850507192826106e-07,1.6892603785631115e-05,1.2240233969253365e-08
1881,1.7265468548950074e-05,2.8188929742814904e-07,1.7265468548950074e-05,1.1866448268449403e-08
1882,1.771020782013823e-05,2.7586143858115975e-07,1.771020782013823e-05,1.2456405177171551e-08
1883,1.8052067649218122e-05,2.6523197910981775e-07,1.8052067649218122e-05,1.1865194794933944e-08
1884,1.82262096391891e-05,2.5498505960643213e-07,1.82262096391891e-05,1.1756318585298686e-08
1885,1.8772091737316388e-05,2.496740734159175e-07,1.8772091737316388e-05,1.1277096336113703e-08
1886,1.9378410018232118e-05,2.420936401189725e-07,1.9378410018232118e-05,1.111470623474783e-08
1887,1.9590109981696253e-05,2.34238539422092e-07,1.9590109981696253e-05,1.0692889748245956e-08
1888,2.0217250234314372e-05,2.3278081836711602e-07,2.0217250234314372e-05,1.0879667579542586e-08
1889,2.0997810809473905e-05,2.3278037986074196e-07,2.0997810809473905e-05,9.983144850472009e-09
1890,2.1692302003170232e-05,2.3110082736366167e-07,2.1692302003170232e-05,9.2740044849953e-09
1891,2.213057996414136e-05,2.293751180104664e-07,2.213057996414136e-05,9.639402863216771e-09
1892,2.2121816333050708e-05,2.229915513193451e-07,2.2121816333050708e-05,9.237851689951931e-09
1893,2.2410098089104785e-05,2.1806726278685217e-07,2.2410098089104785e-05,8.845118986451034e-09
1894,2.2807239604714725e-05,2.178638080100167e-07,2.2807239604714725e-05,8.684010272779524e-09
1895,2.293911659632743e-05,2.1435110803785002e-07,2.293911659632743e-05,8.821684271964614e-09
1896,2.28623731735362e-05,2.1140736602579375e-07,2.28623731735362e-05,9.175047578833885e-09
1897,2.2966179780529012e-05,2.0989910914132842e-07,2.2966179780529012e-05,9.718528458181806e-09
1898,2.2837244614493102e-05,2.0697552015138042e-07,2.2837244614493102e-05,9.069534583667454e-09
1899,2.3137879647297916e-05,2.0502276600252246e-07,2.3137879647297916e-05,9.611936262794124e-09
1900,2.2966793819380526e-05,2.0859490185947444e-07,2.2966793819380526e-05,1.0054746876367711e-08
1901,2.298234409993581e-05,2.0752286137134694e-07,2.298234409993581e-05,1.0027085828312465e-08
1902,2.2986305079289844e-05,2.0845696115299817e-07,2.2986305079289844e-05,9.633806514435556e-09
1903,2.2729097638927798e-05,2.0401973951525827e-07,2.2729097638927798e-05,9.569154230908744e-09
1904,2.2500566826368284e-05,1.982632430294221e-07,2.2500566826368284e-05,9.221760117433014e-09
1905,2.2637664317569162e-05,1.9595599301932713e-07,2.2637664317569162e-05,9.00124698586881e-09
1906,2.2455404697601417e-05,1.9668422217884135e-07,2.2455404697601417e-05,8.357653489911497e-09
1907,2.2566099817465458e-05,1.9341913619947653e-07,2.2566099817465458e-05,8.327714644857614e-09
1908,2.2489076530161712e-05,1.8992063693141453e-07,2.2489076530161712e-05,8.672109887340542e-09
1909,2.273130693148622e-05,1.867097511519335e-07,2.273130693148622e-05,8.899990712661423e-09
1910,2.310553671642473e-05,1.8386156495710436e-07,2.310553671642473e-05,8.755882749004026e-09
1911,2.3317872546613216e-05,1.8154313303447062e-07,2.3317872546613216e-05,8.367345990681737e-09
1912,2.3879825675976463e-05,1.7766558966871215e-07,2.3879825675976463e-05,8.546598159345616e-09
1913,2.463339634622181e-05,1.7300316049581203e-07,2.463339634622181e-05,9.013243802107646e-09
1914,2.554136361660702e-05,1.6797096894346657e-07,2.554136361660702e-05,9.039512567048697e-09
1915,2.6643916758725288e-05,1.6576582595462241e-07,2.6643916758725288e-05,8.757104311537693e-09
1916,2.6811334724438245e-05,1.6410834088479272e-07,2.6811334724438245e-05,9.042135104156808e-09
1917,2.6991372578777373e-05,1.6386859767538097e-07,2.6991372578777373e-05,9.018654965688353e-09
1918,2.7172722184332088e-05,1.616919576008513e-07,2.7172722184332088e-05,9.860455436288312e-09
1919,2.6876796255237423e-05,1.604742802133582e-07,2.6876796255237423e-05,9.883069981445454e-09
1920,2.682389068857966e-05,1.6325863936929507e-07,2.682389068857966e-05,1.0109499396345915e-08
1921,2.6726094282431795e-05,1.6710215788862115e-07,2.6726094282431795e-05,1.2083073462422687e-08
1922,2.6566646348718287e-05,1.690393085190018e-07,2.6566646348718287e-05,1.2715441651981304e-08
1923,2.687951460497321e-05,1.726753851016838e-07,2.687951460497321e-05,1.2829183683647573e-08
1924,2.714194462376846e-05,1.7866516900864683e-07,2.714194462376846e-05,1.3093348373770044e-08
1925,2.7735390956097816e-05,1.819950991180771e-07,2.7735390956097816e-05,1.4036336029984601e-08
1926,2.846708126266354e-05,1.8610611058582955e-07,2.846708126266354e-05,1.3936576083649146e-08
1927,2.872080923615223e-05,1.8507074425347776e-07,2.872080923615223e-05,1.4312510922463519e-08
1928,2.9025951204987776e-05,1.8504220885720963e-07,2.9025951204987776e-05,1.2871021201224916e-08
1929,2.9339493786600152e-05,1.8962286674195639e-07,2.9339493786600152e-05,1.2199803833823353e-08
1930,2.8909106081950347e-05,1.856178093768384e-07,2.8909106081950347e-05,1.1513029704194163e-08
1931,2.9025607156134875e-05,1.85298574706394e-07,2.9025607156134875e-05,1.231102261404057e-08
1932,2.8577239260942277e-05,1.8699350334827614e-07,2.8577239260942277e-05,1.1176043011675217e-08
1933,2.805229606955046e-05,1.875737914198388e-07,2.805229606955046e-05,1.1676472423870012e-08
1934,2.7390519919988166e-05,1.9211142898711842e-07,2.7390519919988166e-05,1.1697062810408657e-08
1935,2.6808759035442824e-05,1.9548653946393252e-07,2.6808759035442824e-05,1.1516169288025172e-08
1936,2.6156346523618724e-05,2.0193306430168638e-07,2.6156346523618724e-05,1.2149293444301584e-08
1937,2.673520949818859e-05,2.15160718702074e-07,2.673520949818859e-05,1.2735291551483182e-08
1938,2.6492589313420467e-05,2.2866239492356855e-07,2.6492589313420467e-05,1.3115104304160598e-08
1939,2.7066606760074918e-05,2.8185022569817063e-07,2.7066606760074918e-05,1.3787607627031256e-08
1940,2.7628279765070018e-05,2.8937403076919767e-07,2.7628279765070018e-05,1.4508309093790622e-08
1941,2.854381896863093e-05,2.971660129397995e-07,2.854381896863093e-05,1.4675128794700803e-08
1942,2.8165778141036363e-05,3.331966159488989e-07,2.8165778141036363e-05,1.579815503812857e-08
1943,2.7874120600504932e-05,3.3051104862482005e-07,2.7874120600504932e-05,1.655099752489215e-08
1944,2.7010981804258855e-05,3.51656589308342e-07,2.7010981804258855e-05,1.7404886420990806e-08
1945,2.673141586585968e-05,3.3587314313925684e-07,2.673141586585968e-05,1.6447197762456004e-08
1946,2.547764129953326e-05,3.0162946578522156e-07,2.547764129953326e-05,1.6259131691802916e-08
1947,2.424177286489534e-05,2.996767562990499e-07,2.424177286489534e-05,1.5486431311931677e-08
1948,2.298160273182605e-05,2.955876742102451e-07,2.298160273182605e-05,1.4996767129714173e-08
1949,2.2560055835388732e-05,2.645826141036066e-07,2.2560055835388732e-05,1.4519904136177177e-08
1950,2.1964765307659816e-05,2.623799011709187e-07,2.1964765307659816e-05,1.3823622246889045e-08
1951,2.1481317941964206e-05,2.3552187704873567e-07,2.1481317941964206e-05,1.3097427904134357e-08
1952,2.0957898803836933e-05,2.4269752023948446e-07,2.0957898803836933e-05,1.2851359976195909e-08
1953,2.0681076940880822e-05,2.2766451479583338e-07,2.0681076940880822e-05,1.2674144020000507e-08
1954,2.0323422566954313e-05,2.3046983090223095e-07,2.0323422566954313e-05,1.3081981973885246e-08
1955,1.9747428918240723e-05,2.3425959178829154e-07,1.9747428918240723e-05,1.3091586481550621e-08
1956,1.9173319222837953e-05,2.3895374161903807e-07,1.9173319222837953e-05,1.2475716967433722e-08
1957,1.8783096103496583e-05,2.428211546755067e-07,1.8783096103496583e-05,1.2445439980167196e-08
1958,1.8586348752640852e-05,2.4645556046769865e-07,1.8586348752640852e-05,1.2521506752096099e-08
1959,1.798814186518679e-05,2.536819384399028e-07,1.798814186518679e-05,1.2226813085801171e-08
1960,1.7570073396200314e-05,2.5983184416743045e-07,1.7570073396200314e-05,1.2068000440227219e-08
1961,1.7216697285350945e-05,2.541187659029934e-07,1.7216697285350945e-05,1.135709152119294e-08
1962,1.695463626154898e-05,2.5047568742918103e-07,1.695463626154898e-05,1.1245769775720354e-08
1963,1.673247061262373e-05,2.4238704351578886e-07,1.673247061262373e-05,1.414419058067194e-08
1964,1.6423167575599757e-05,2.3914879981085893e-07,1.6423167575599757e-05,1.4005079255038514e-08
1965,1.603421489042895e-05,2.3754097152764837e-07,1.603421489042895e-05,1.4314710813526484e-08
1966,1.5856230415270795e-05,2.2874968408359564e-07,1.5856230415270795e-05,1.4787026333554617e-08
1967,1.5638004957249257e-05,2.2421199576326346e-07,1.5638004957249257e-05,1.5316211790913518e-08
1968,1.5512397242543686e-05,2.3860730940279087e-07,1.5512397242543686e-05,1.5458420829109594e-08
1969,1.5426374635093714e-05,2.4081074708906923e-07,1.5426374635093714e-05,1.5503592568474493e-08
1970,1.5529757677411127e-05,2.3675047446301634e-07,1.5529757677411127e-05,1.215347340226864e-08
1971,1.559884549351409e-05,2.359722961793003e-07,1.559884549351409e-05,1.2243875500774136e-08
1972,1.5690894412858013e-05,2.3690723643150185e-07,1.5690894412858013e-05,1.1676164796930216e-08
1973,1.5752241649482e-05,2.394287272571611e-07,1.5752241649482e-05,1.1736146784560982e-08
1974,1.5910500223981217e-05,2.35848521664853e-07,1.5910500223981217e-05,1.1676833722162883e-08
1975,1.6092043681835223e-05,2.1954039246858364e-07,1.6092043681835223e-05,1.1826198813886485e-08
1976,1.6159177903318778e-05,2.1265249066410824e-07,1.6159177903318778e-05,1.1874413452517274e-08
1977,1.6091030764593078e-05,2.1444636745725022e-07,1.6091030764593078e-05,1.3029040069056919e-08
1978,1.6263647921732627e-05,2.1154345323079076e-07,1.6263647921732627e-05,1.2780295552009387e-08
1979,1.6324574711948765e-05,2.0622984615264223e-07,1.6324574711948765e-05,1.2882997272153522e-08
1980,1.6231349036388565e-05,1.9987473771314918e-07,1.6231349036388565e-05,1.2699242419549656e-08
1981,1.6108142907406936e-05,1.9789131856993792e-07,1.6108142907406936e-05,1.2279883903382988e-08
1982,1.603460532351164e-05,2.0184359682064367e-07,1.603460532351164e-05,1.2441095518868548e-08
1983,1.599937929443383e-05,2.0795903716524273e-07,1.599937929443383e-05,1.2592865417104804e-08
1984,1.5939859362593518e-05,2.1026536549990332e-07,1.5939859362593518e-05,1.21776286832187e-08
1985,1.5693986824771855e-05,2.139653056636754e-07,1.5693986824771855e-05,1.2363420128938936e-08
1986,1.5490503756154794e-05,2.124739109733907e-07,1.5490503756154794e-05,1.2946179366630467e-08
1987,1.5464468300966212e-05,2.1154348774286647e-07,1.5464468300966212e-05,1.3214419399990414e-08
1988,1.544836790604417e-05,2.127925914205012e-07,1.544836790604417e-05,1.37179135352637e-08
1989,1.5297474809423356e-05,2.0981908375818291e-07,1.5297474809423356e-05,1.3502770330425001e-08
1990,1.5188296207010613e-05,2.0049382953857275e-07,1.5188296207010613e-05,1.3306126740124974e-08
1991,1.5131700040780873e-05,1.9541324190543362e-07,1.5131700040780873e-05,1.3174000303349333e-08
1992,1.5183648299301109e-05,1.85632405954753e-07,1.5183648299301109e-05,1.3028408954848406e-08
1993,1.5209382062104332e-05,1.8211477481600014e-07,1.5209382062104332e-05,1.3567197270398473e-08
1994,1.5305583604328733e-05,1.788421976860783e-07,1.5305583604328733e-05,1.3463926354769943e-08
1995,1.544693519203325e-05,1.7246564912706423e-07,1.544693519203325e-05,1.2894987807702104e-08
1996,1.5663910354695482e-05,1.6623283524300598e-07,1.5663910354695482e-05,1.3177915140058109e-08
1997,1.6054296663371914e-05,1.6319241881644432e-07,1.6054296663371914e-05,1.3166656844175253e-08
1998,1.6386054994654842e-05,1.5987302707084643e-07,1.6386054994654842e-05,1.3272793023385735e-08
1999,1.663558448074452e-05,1.6060322138855554e-07,1.663558448074452e-05,1.3385105087796286e-08
2000,1.707242258167493e-05,1.6082689618152862e-07,1.707242258167493e-05,1.2703926165004629e-08
2001,1.759624267703787e-05,1.5539875976498608e-07,1.759624267703787e-05,1.2352673296943197e-08
2002,1.8133566689877106e-05,1.5963849924511514e-07,1.8133566689877106e-05,1.3619091251574185e-08
2003,1.8684237667392673e-05,1.5820998149657888e-07,1.8684237667392673e-05,1.3271366228195802e-08
2004,1.9087190074580057e-05,1.5724654036018494e-07,1.9087190074580057e-05,1.3019801617783093e-08
2005,1.9777609590424356e-05,1.5753760911658382e-07,1.9777609590424356e-05,1.3480836764350507e-08
2006,2.074962191857464e-05,1.5578688662896768e-07,2.074962191857464e-05,1.3296176857936968e-08
2007,2.18996519834036e-05,1.505988507233269e-07,2.18996519834036e-05,1.2609474607318459e-08
2008,2.3209562901424112e-05,1.4985613258236947e-07,2.3209562901424112e-05,1.2480032499492414e-08
2009,2.4121401241115693e-05,1.4592983786444945e-07,2.4121401241115693e-05,1.1337608058730503e-08
2010,2.4861879605201205e-05,1.4491557262122763e-07,2.4861879605201205e-05,1.0854991826038583e-08
2011,2.5969291268016343e-05,1.3747268415694895e-07,2.5969291268016343e-05,1.115379103363726e-08
2012,2.674215388002007e-05,1.2869932979648574e-07,2.674215388002007e-05,1.0384101959256701e-08
2013,2.6940373572870158e-05,1.221798494758072e-07,2.6940373572870158e-05,9.764835035801817e-09
2014,2.7131451913321924e-05,1.2758137505183447e-07,2.7131451913321924e-05,1.1180273849577458e-08
2015,2.674969021297459e-05,1.2832880307606892e-07,2.674969021297459e-05,1.3293862645623124e-08
2016,2.694831554046167e-05,1.2833125952381253e-07,2.694831554046167e-05,1.4127448924991119e-08
2017,2.7223633878747933e-05,1.265790553854155e-07,2.7223633878747933e-05,1.514946050088876e-08
2018,2.7016182866645976e-05,1.327542634044221e-07,2.7016182866645976e-05,1.5761592209173613e-08
2019,2.6826452540262835e-05,1.4115120627877786e-07,2.6826452540262835e-05,1.681446226697858e-08
