ngram,structure,strcture,strucure,sturcture
1588,7.681801694811189e-06,0.0,0.0,0.0
1589,1.0669425267094215e-05,0.0,0.0,0.0
1590,5.8631989564414e-06,0.0,0.0,0.0
1591,5.8631989564414e-06,0.0,0.0,0.0
1592,5.8631989564414e-06,0.0,0.0,0.0
1593,3.6574537521768695e-06,0.0,0.0,0.0
1594,3.6574537521768695e-06,0.0,0.0,0.0
1595,4.108250842753998e-06,0.0,0.0,0.0
1596,5.7498284929481865e-06,0.0,0.0,0.0
1597,6.597263174106567e-06,0.0,0.0,0.0
1598,1.221497080093416e-05,0.0,0.0,0.0
1599,1.3040348806368587e-05,0.0,0.0,0.0
1600,1.3009555134755959e-05,0.0,0.0,0.0
1601,1.3595526719914883e-05,0.0,0.0,0.0
1602,1.460633971614048e-05,0.0,0.0,0.0
1603,9.977138493663265e-06,0.0,0.0,0.0
1604,9.640514755509294e-06,0.0,0.0,0.0
1605,4.022807128681702e-06,0.0,0.0,0.0
1606,4.4787108371175625e-06,0.0,0.0,0.0
1607,5.332668479240965e-06,0.0,0.0,0.0
1608,4.746696894082041e-06,0.0,0.0,0.0
1609,3.2850868072793153e-06,0.0,0.0,0.0
1610,8.383017172621163e-06,0.0,0.0,0.0
1611,9.9204518327107e-06,0.0,0.0,0.0
1612,9.9204518327107e-06,0.0,0.0,0.0
1613,8.958791080918413e-06,0.0,0.0,0.0
1614,7.795406678009645e-06,0.0,0.0,0.0
1615,7.795406678009645e-06,0.0,0.0,0.0
1616,7.795406678009645e-06,0.0,0.0,0.0
1617,4.179972295657665e-06,0.0,0.0,0.0
1618,3.6088838117263677e-06,0.0,0.0,0.0
1619,3.833952811354331e-06,0.0,0.0,0.0
1620,4.320243160041823e-06,0.0,0.0,0.0
1621,4.704305394755336e-06,0.0,0.0,0.0
1622,5.4077894771710684e-06,0.0,0.0,0.0
1623,6.2160320827128345e-06,0.0,0.0,0.0
1624,3.9975934003320746e-05,0.0,0.0,0.0
1625,3.84987768841581e-05,0.0,0.0,0.0
1626,3.850332970094834e-05,0.0,0.0,0.0
1627,3.7697418390182846e-05,0.0,0.0,0.0
1628,3.8490513816213934e-05,0.0,0.0,0.0
1629,3.795208842153183e-05,0.0,0.0,0.0
1630,7.388591836843261e-05,0.0,0.0,0.0
1631,3.8756880436657024e-05,0.0,0.0,0.0
1632,4.01312724501882e-05,0.0,0.0,0.0
1633,4.003874343132858e-05,0.0,0.0,0.0
1634,5.54660135289201e-05,0.0,0.0,0.0
1635,5.552332066015099e-05,0.0,0.0,0.0
1636,5.5618795207530116e-05,0.0,0.0,0.0
1637,1.9169363164499892e-05,0.0,0.0,0.0
1638,2.0268033901109967e-05,0.0,0.0,0.0
1639,2.091826791326769e-05,0.0,0.0,0.0
1640,2.078117511570911e-05,0.0,0.0,0.0
1641,5.831681716829605e-06,0.0,0.0,0.0
1642,4.375557011826459e-06,0.0,0.0,0.0
1643,4.385991124828641e-06,0.0,0.0,0.0
1644,4.368335006737263e-06,0.0,0.0,0.0
1645,4.3842250485275665e-06,0.0,0.0,0.0
1646,1.898143688094933e-05,0.0,0.0,0.0
1647,1.9293573546162535e-05,0.0,0.0,0.0
1648,1.9457686115791667e-05,0.0,0.0,0.0
1649,1.997555848122699e-05,0.0,0.0,0.0
1650,2.0275552937424175e-05,0.0,0.0,0.0
1651,2.0645569780494304e-05,0.0,0.0,0.0
1652,1.9696006022838575e-05,0.0,0.0,0.0
1653,3.5264228504924437e-06,0.0,0.0,0.0
1654,3.62911805495969e-06,0.0,0.0,0.0
1655,3.916877501199321e-06,0.0,0.0,0.0
1656,4.514353219877064e-06,0.0,0.0,0.0
1657,4.638502235008803e-06,0.0,0.0,0.0
1658,5.012198081593462e-06,0.0,0.0,0.0
1659,5.666689470932137e-06,0.0,0.0,0.0
1660,5.454959185564283e-06,0.0,0.0,0.0
1661,5.174498133848309e-06,0.0,0.0,0.0
1662,5.544044930567387e-06,0.0,0.0,0.0
1663,5.37186666958535e-06,0.0,0.0,0.0
1664,6.445390040101172e-06,0.0,0.0,0.0
1665,5.735334273789963e-06,0.0,0.0,0.0
1666,6.240628156969511e-06,0.0,0.0,0.0
1667,7.42800563102719e-06,0.0,0.0,0.0
1668,8.08119271563815e-06,0.0,0.0,0.0
1669,7.051584036941806e-06,0.0,0.0,0.0
1670,6.580201898032101e-06,0.0,0.0,0.0
1671,5.124449249446375e-06,0.0,0.0,0.0
1672,5.4308229989276565e-06,0.0,0.0,0.0
1673,4.487538132837342e-06,0.0,0.0,0.0
1674,4.003021461228075e-06,0.0,0.0,0.0
1675,3.7645595512003638e-06,0.0,0.0,0.0
1676,3.752651780684703e-06,0.0,0.0,0.0
1677,3.3072590537943014e-06,0.0,0.0,0.0
1678,4.209410332935347e-06,0.0,0.0,0.0
1679,3.963543576901429e-06,0.0,0.0,0.0
1680,3.921234403086211e-06,0.0,0.0,0.0
1681,3.6043729453792494e-06,0.0,0.0,0.0
1682,3.982684477575406e-06,0.0,0.0,0.0
1683,4.210484429937164e-06,0.0,0.0,0.0
1684,3.7008859635534463e-05,0.0,0.0,0.0
1685,3.597567930618035e-05,0.0,0.0,0.0
1686,3.599333987429938e-05,0.0,0.0,0.0
1687,3.5829192289124224e-05,0.0,0.0,0.0
1688,3.65072326725827e-05,0.0,0.0,0.0
1689,3.580082333038652e-05,0.0,0.0,0.0
1690,3.641616967797745e-05,0.0,0.0,0.0
1691,3.7525762601425024e-06,0.0,0.0,0.0
1692,3.7364000848226297e-06,0.0,0.0,0.0
1693,3.5376983760215808e-06,0.0,0.0,0.0
1694,3.688237646721453e-06,0.0,0.0,0.0
1695,2.9264116229959266e-06,0.0,0.0,0.0
1696,3.0203323474000044e-06,0.0,0.0,0.0
1697,5.034666660971457e-06,0.0,0.0,0.0
1698,6.217517969681856e-06,0.0,0.0,0.0
1699,6.1041198153231695e-06,0.0,0.0,0.0
1700,6.084984728918893e-06,0.0,0.0,0.0
1701,5.8393800048049475e-06,0.0,0.0,0.0
1702,5.45244898018739e-06,0.0,0.0,0.0
1703,5.192736121476368e-06,0.0,0.0,0.0
1704,2.2075029448842542e-06,0.0,0.0,0.0
1705,1.222573095966644e-06,0.0,0.0,0.0
1706,1.5247071871726803e-06,0.0,0.0,0.0
