ngram,cigarette,cigarete,cigarete,cigarettee
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,1.2883953104392276e-07,0.0,0.0,0.0
1677,1.2883953104392276e-07,0.0,0.0,0.0
1678,1.2883953104392276e-07,0.0,0.0,0.0
1679,1.2883953104392276e-07,0.0,0.0,0.0
1680,1.2883953104392276e-07,0.0,0.0,0.0
1681,1.2883953104392276e-07,0.0,0.0,0.0
1682,1.2883953104392276e-07,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,6.270238778987342e-08,0.0,0.0,0.0
1694,6.270238778987342e-08,0.0,0.0,0.0
1695,6.270238778987342e-08,0.0,0.0,0.0
1696,6.270238778987342e-08,0.0,0.0,0.0
1697,9.209068707605184e-08,0.0,0.0,0.0
1698,1.6468958311374342e-07,0.0,0.0,0.0
1699,1.6468958311374342e-07,0.0,0.0,0.0
1700,1.0198719532386999e-07,0.0,0.0,0.0
1701,1.0198719532386999e-07,0.0,0.0,0.0
1702,1.0198719532386999e-07,0.0,0.0,0.0
1703,1.0198719532386999e-07,0.0,0.0,0.0
1704,7.259889603769157e-08,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,1.2152453012147037e-08,0.0,0.0,0.0
1708,1.2152453012147037e-08,0.0,0.0,0.0
1709,1.2152453012147037e-08,0.0,0.0,0.0
1710,1.2152453012147037e-08,0.0,0.0,0.0
1711,1.2152453012147037e-08,0.0,0.0,0.0
1712,1.2152453012147037e-08,0.0,0.0,0.0
1713,1.2152453012147037e-08,0.0,0.0,0.0
1714,9.571610551769742e-09,0.0,0.0,0.0
1715,9.571610551769742e-09,0.0,0.0,0.0
1716,9.571610551769742e-09,0.0,0.0,0.0
1717,9.571610551769742e-09,0.0,0.0,0.0
1718,9.571610551769742e-09,0.0,0.0,0.0
1719,9.571610551769742e-09,0.0,0.0,0.0
1720,9.571610551769742e-09,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,6.3874980225721495e-09,0.0,0.0,0.0
1727,6.3874980225721495e-09,0.0,0.0,0.0
1728,6.3874980225721495e-09,0.0,0.0,0.0
1729,6.3874980225721495e-09,0.0,0.0,0.0
1730,6.3874980225721495e-09,0.0,0.0,0.0
1731,6.3874980225721495e-09,0.0,0.0,0.0
1732,6.3874980225721495e-09,0.0,0.0,0.0
1733,7.024769591420668e-09,0.0,0.0,0.0
1734,7.024769591420668e-09,0.0,0.0,0.0
1735,7.024769591420668e-09,0.0,0.0,0.0
1736,7.024769591420668e-09,0.0,0.0,0.0
1737,7.024769591420668e-09,0.0,0.0,0.0
1738,7.024769591420668e-09,0.0,0.0,0.0
1739,7.024769591420668e-09,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,1.0594533250696259e-07,0.0,0.0,0.0
1744,1.0594533250696259e-07,0.0,0.0,0.0
1745,1.0594533250696259e-07,0.0,0.0,0.0
1746,1.0594533250696259e-07,0.0,0.0,0.0
1747,1.0594533250696259e-07,0.0,0.0,0.0
1748,1.168645279595434e-07,0.0,0.0,0.0
1749,1.168645279595434e-07,0.0,0.0,0.0
1750,2.7412852432462387e-08,0.0,0.0,0.0
1751,3.098199106789577e-08,0.0,0.0,0.0
1752,3.098199106789577e-08,0.0,0.0,0.0
1753,3.098199106789577e-08,0.0,0.0,0.0
1754,3.098199106789577e-08,0.0,0.0,0.0
1755,2.0062795615314955e-08,0.0,0.0,0.0
1756,2.0062795615314955e-08,0.0,0.0,0.0
1757,6.614261900088942e-09,0.0,0.0,0.0
1758,3.045123264655558e-09,0.0,0.0,0.0
1759,3.045123264655558e-09,0.0,0.0,0.0
1760,3.045123264655558e-09,0.0,0.0,0.0
1761,3.045123264655558e-09,0.0,0.0,0.0
1762,2.450577950087661e-08,0.0,0.0,0.0
1763,2.7344454066126544e-08,0.0,0.0,0.0
1764,2.4299330801470986e-08,0.0,0.0,0.0
1765,2.4299330801470986e-08,0.0,0.0,0.0
1766,2.4299330801470986e-08,0.0,0.0,0.0
1767,2.4299330801470986e-08,0.0,0.0,0.0
1768,2.9663755896081057e-08,0.0,0.0,0.0
1769,8.203099659860008e-09,0.0,0.0,0.0
1770,5.364425094610072e-09,0.0,0.0,0.0
1771,7.99706891184217e-09,0.0,0.0,0.0
1772,7.99706891184217e-09,0.0,0.0,0.0
1773,7.99706891184217e-09,0.0,0.0,0.0
1774,7.99706891184217e-09,0.0,0.0,0.0
1775,2.6326438172320975e-09,0.0,0.0,0.0
1776,1.0769752328038912e-08,0.0,0.0,0.0
1777,5.745855727720287e-08,0.0,0.0,0.0
1778,5.482591345997077e-08,0.0,0.0,0.0
1779,5.482591345997077e-08,0.0,0.0,0.0
1780,5.482591345997077e-08,0.0,0.0,0.0
1781,5.482591345997077e-08,0.0,0.0,0.0
1782,5.6984046941417025e-08,0.0,0.0,0.0
1783,4.884693843061021e-08,0.0,0.0,0.0
1784,2.1581334814462546e-09,0.0,0.0,0.0
1785,2.1581334814462546e-09,0.0,0.0,0.0
1786,6.916304836782469e-08,0.0,0.0,0.0
1787,6.916304836782469e-08,0.0,0.0,0.0
1788,6.916304836782469e-08,0.0,0.0,0.0
1789,7.049506933753946e-08,0.0,0.0,0.0
1790,7.049506933753946e-08,0.0,0.0,0.0
1791,7.049506933753946e-08,0.0,0.0,0.0
1792,7.049506933753946e-08,0.0,0.0,0.0
1793,3.4901544511610284e-09,0.0,0.0,0.0
1794,4.488140018362888e-09,0.0,0.0,0.0
1795,2.1840310258726603e-08,0.0,0.0,0.0
1796,2.8779933483999035e-08,0.0,0.0,0.0
1797,7.640151863544783e-08,0.0,0.0,0.0
1798,1.0070509899000918e-07,0.0,0.0,0.0
1799,1.0491048626651686e-07,0.0,0.0,0.0
1800,1.0573381408513732e-07,0.0,0.0,0.0
1801,1.0520016898877113e-07,0.0,0.0,0.0
1802,8.828212554640962e-08,0.0,0.0,0.0
1803,7.8554347788489e-08,0.0,0.0,0.0
1804,3.337338304122893e-08,0.0,0.0,0.0
1805,1.6340772798376487e-08,0.0,0.0,0.0
1806,1.3945236203889116e-08,0.0,0.0,0.0
1807,1.6260226688911772e-08,0.0,0.0,0.0
1808,2.2621418611328588e-08,0.0,0.0,0.0
1809,2.291099107257618e-08,0.0,0.0,0.0
1810,2.2208991154063336e-08,0.0,0.0,0.0
1811,1.976837074987462e-08,0.0,0.0,0.0
1812,1.2497400638165703e-08,0.0,0.0,0.0
1813,1.1851426316513068e-08,0.0,0.0,0.0
1814,9.131024285886319e-09,0.0,0.0,0.0
1815,2.305491892633833e-09,0.0,0.0,0.0
1816,1.5817926333840303e-09,0.0,0.0,0.0
1817,1.5817926333840303e-09,0.0,0.0,0.0
1818,2.4769669807308705e-09,0.0,0.0,0.0
1819,2.4769669807308705e-09,0.0,0.0,0.0
1820,2.1974722042017447e-09,0.0,0.0,0.0
1821,1.7795559311853788e-09,0.0,0.0,0.0
1822,2.0290937343046623e-09,0.0,0.0,0.0
1823,5.119274543956871e-09,0.0,0.0,0.0
1824,5.387514577316819e-09,0.0,0.0,0.0
1825,9.810246091669837e-09,0.0,0.0,0.0
1826,2.011959286475827e-08,0.0,0.0,0.0
1827,1.9339781887062202e-08,0.0,0.0,0.0
1828,1.9670769822534495e-08,0.0,0.0,0.0
1829,1.440175317731932e-07,0.0,0.0,7.027427845989515e-11
1830,1.414991782474776e-07,0.0,0.0,7.027427845989515e-11
1831,1.480122484576185e-07,0.0,0.0,7.027427845989515e-11
1832,1.4507852738202383e-07,0.0,0.0,7.027427845989515e-11
1833,1.3625378936232835e-07,0.0,0.0,7.027427845989515e-11
1834,1.3689676046725806e-07,0.0,0.0,7.027427845989515e-11
1835,1.3740360652444599e-07,0.0,0.0,7.027427845989515e-11
1836,1.2882367950162177e-08,7.506117949418467e-11,7.506117949418467e-11,0.0
1837,1.2775189112928281e-08,7.506117949418467e-11,7.506117949418467e-11,0.0
1838,1.2405241484841106e-08,7.506117949418467e-11,7.506117949418467e-11,0.0
1839,1.0399963890073138e-08,7.506117949418467e-11,7.506117949418467e-11,0.0
1840,1.224113770665574e-08,7.506117949418467e-11,7.506117949418467e-11,0.0
1841,2.2550058154102715e-08,7.506117949418467e-11,7.506117949418467e-11,0.0
1842,2.5665227673269238e-08,7.506117949418467e-11,7.506117949418467e-11,0.0
1843,2.834429662408005e-08,0.0,0.0,0.0
1844,3.275479658932616e-08,0.0,0.0,0.0
1845,2.8679290688314396e-08,0.0,0.0,0.0
1846,3.1365747078991394e-08,0.0,0.0,0.0
1847,3.482777672607946e-08,0.0,0.0,0.0
1848,2.9841646614110166e-08,0.0,0.0,0.0
1849,3.5239322571101184e-08,0.0,0.0,0.0
1850,4.102977640180987e-08,0.0,0.0,0.0
1851,4.474391828474771e-08,0.0,0.0,0.0
1852,5.302599096320851e-08,0.0,0.0,0.0
1853,6.057768280649206e-08,0.0,0.0,0.0
1854,7.707122762212748e-08,0.0,0.0,0.0
1855,8.932400622338069e-08,0.0,0.0,0.0
1856,1.1023989949470498e-07,0.0,0.0,0.0
1857,1.2869861722362786e-07,0.0,0.0,0.0
1858,1.5161844808225006e-07,0.0,0.0,0.0
1859,1.7055127240642571e-07,0.0,0.0,0.0
1860,1.979952263094934e-07,0.0,0.0,0.0
1861,2.0239234288510488e-07,0.0,0.0,0.0
1862,2.1114831229494614e-07,0.0,0.0,0.0
1863,2.3415721476080113e-07,0.0,0.0,0.0
1864,2.5476708133607774e-07,0.0,0.0,0.0
1865,2.8199082180435653e-07,0.0,0.0,1.3267965297864796e-10
1866,3.047755399165908e-07,0.0,0.0,1.3267965297864796e-10
1867,3.159767304948348e-07,0.0,0.0,1.3267965297864796e-10
1868,3.546195687574384e-07,0.0,0.0,1.3267965297864796e-10
1869,3.8319824316853814e-07,0.0,0.0,1.3267965297864796e-10
1870,4.000352922568189e-07,0.0,0.0,1.3267965297864796e-10
1871,4.128398813918466e-07,0.0,0.0,1.3267965297864796e-10
1872,4.366247188564947e-07,0.0,0.0,0.0
1873,4.493948568194485e-07,0.0,0.0,0.0
1874,5.125988796602801e-07,0.0,0.0,0.0
1875,5.54026541976782e-07,0.0,0.0,0.0
1876,5.910171937882427e-07,0.0,0.0,0.0
1877,6.018177925527977e-07,6.990334501720343e-11,6.990334501720343e-11,0.0
1878,6.430353291112365e-07,6.990334501720343e-11,6.990334501720343e-11,0.0
1879,6.744763173368742e-07,6.990334501720343e-11,6.990334501720343e-11,0.0
1880,7.681805007970459e-07,6.990334501720343e-11,6.990334501720343e-11,0.0
1881,8.040410079956928e-07,6.990334501720343e-11,6.990334501720343e-11,0.0
1882,8.650487107583363e-07,1.02312924005992e-10,1.02312924005992e-10,0.0
1883,9.104954788849032e-07,1.02312924005992e-10,1.02312924005992e-10,0.0
1884,1.002670728666999e-06,3.240957898878857e-11,3.240957898878857e-11,0.0
1885,1.0871617226777225e-06,3.240957898878857e-11,3.240957898878857e-11,0.0
1886,1.197939907017696e-06,5.99981949043839e-11,5.99981949043839e-11,0.0
1887,1.2327613246400558e-06,8.763216343053517e-11,8.763216343053517e-11,0.0
1888,1.2965959318275315e-06,8.763216343053517e-11,8.763216343053517e-11,0.0
1889,1.3651569231244918e-06,3.1693152467506177e-10,3.1693152467506177e-10,0.0
1890,1.4734923589847831e-06,3.1693152467506177e-10,3.1693152467506177e-10,5.059138029141406e-11
1891,1.5667733350710478e-06,4.1935173191097267e-10,4.1935173191097267e-10,1.018014839093695e-10
1892,1.707765883501062e-06,4.6429489618051075e-10,4.6429489618051075e-10,1.6921623229621778e-10
1893,1.8546678737558459e-06,4.3670628026491546e-10,4.3670628026491546e-10,2.6146292670630496e-10
1894,2.06078729141674e-06,4.532558574497715e-10,4.532558574497715e-10,3.94013563839327e-10
1895,2.2659527953042665e-06,4.955982727380562e-10,4.955982727380562e-10,4.786983944158964e-10
1896,2.3683933737369704e-06,2.5326975834032746e-10,2.5326975834032746e-10,5.174592460870692e-10
1897,2.4805684363725178e-06,3.0900002398074177e-10,3.0900002398074177e-10,5.411748866495409e-10
1898,2.5465523257090742e-06,2.0657981674483088e-10,2.0657981674483088e-10,5.440792895581938e-10
1899,2.5423296392546035e-06,1.7985055904874107e-10,1.7985055904874107e-10,4.948784477447938e-10
1900,2.5506794502559515e-06,2.1599176812183074e-10,2.1599176812183074e-10,4.2070235787125144e-10
1901,2.5591932626412017e-06,1.7180822241082338e-10,1.7180822241082338e-10,2.881517207382294e-10
1902,2.570619082169807e-06,1.2946580712253867e-10,1.2946580712253867e-10,2.8955834158977163e-10
1903,2.6211945558835784e-06,1.419636709774709e-10,1.419636709774709e-10,2.826757796091174e-10
1904,2.698059396217494e-06,1.3379462617178562e-10,1.3379462617178562e-10,2.0836875875523171e-10
1905,2.827274426765923e-06,1.947820753895562e-10,1.947820753895562e-10,1.9999483815068076e-10
1906,2.976266582014172e-06,2.231131271798351e-10,2.231131271798351e-10,1.9729591769847487e-10
1907,3.0247661990350546e-06,1.8697191810674545e-10,1.8697191810674545e-10,1.7922531316193003e-10
1908,3.0592251992597345e-06,2.144208263324795e-10,2.144208263324795e-10,1.9294976727479707e-10
1909,3.091640240069994e-06,2.419828444764706e-10,2.419828444764706e-10,1.20639324918681e-10
1910,3.218281920323664e-06,3.2029567292075305e-10,3.2029567292075305e-10,1.1630881476186263e-10
1911,3.3335139570616386e-06,4.125137671927094e-10,4.125137671927094e-10,1.5824261246593403e-10
1912,3.442974990061235e-06,4.524250755779034e-10,4.524250755779034e-10,2.2781488897719423e-10
1913,3.551024552247587e-06,5.202634692106198e-10,5.202634692106198e-10,2.8378949487991735e-10
1914,3.7103091666982176e-06,5.787294274758484e-10,5.787294274758484e-10,2.9840598444622456e-10
1915,3.821472286550229e-06,5.512805192501144e-10,5.512805192501144e-10,3.484364205893645e-10
1916,4.023278929058246e-06,6.290815368625857e-10,6.290815368625857e-10,3.647591365856557e-10
1917,4.081915254313831e-06,6.306162933114986e-10,6.306162933114986e-10,3.7910856101211875e-10
1918,4.1517200120974195e-06,6.05878890708971e-10,6.05878890708971e-10,3.6593524143408677e-10
1919,4.2278619340712405e-06,5.191858798040247e-10,5.191858798040247e-10,2.6482812569878737e-10
1920,4.27699056412426e-06,4.512058375736951e-10,4.512058375736951e-10,2.397418434409358e-10
1921,4.331033778726123e-06,4.2085148758776366e-10,4.2085148758776366e-10,3.3757178699181777e-10
1922,4.454083864402492e-06,5.899105559195991e-10,5.899105559195991e-10,2.7381689673581077e-10
1923,4.444550346046786e-06,4.845475201631366e-10,4.845475201631366e-10,2.6826661626249455e-10
1924,4.641660260468987e-06,3.9724317585365654e-10,3.9724317585365654e-10,2.2636941230233124e-10
1925,4.744274649835591e-06,3.9722714106111516e-10,3.9722714106111516e-10,2.436192844679219e-10
1926,4.979614589371652e-06,4.747132468864632e-10,4.747132468864632e-10,2.7525946403158686e-10
1927,5.1561233444122734e-06,4.510483157606414e-10,4.510483157606414e-10,3.198096688266412e-10
1928,5.37750942645029e-06,5.141746532512568e-10,5.141746532512568e-10,2.9860118147936477e-10
1929,5.627423693762726e-06,3.9568717945050377e-10,3.9568717945050377e-10,3.23886978744906e-10
1930,5.87180615444335e-06,5.045967512876512e-10,5.045967512876512e-10,2.9933353414993546e-10
1931,6.134973578550021e-06,5.326412406374865e-10,5.326412406374865e-10,3.780325655685804e-10
1932,6.351529074371294e-06,5.121883472902766e-10,5.121883472902766e-10,3.793087074591536e-10
1933,6.370845897306156e-06,4.668308121022083e-10,4.668308121022083e-10,3.334627811974704e-10
1934,6.460727815595289e-06,5.339639325934493e-10,5.339639325934493e-10,2.425092666363022e-10
1935,6.4978634587272865e-06,5.093929841429709e-10,5.093929841429709e-10,1.5127132086638946e-10
1936,6.445966911477237e-06,5.635085533116171e-10,5.635085533116171e-10,2.097352529745982e-10
1937,6.415004398669615e-06,7.463503981508524e-10,7.463503981508524e-10,2.7706250785694154e-10
1938,6.29653823125409e-06,8.679023848807382e-10,8.679023848807382e-10,1.9836347643829655e-10
1939,6.420607665599423e-06,9.226935564805266e-10,9.226935564805266e-10,2.5065308558883514e-10
1940,6.484969487376345e-06,1.03111880938351e-09,1.03111880938351e-09,3.280328707079759e-10
1941,6.583664604217379e-06,1.0791401661158773e-09,1.0791401661158773e-09,4.383471522270302e-10
1942,6.709314090715322e-06,1.2117375357080716e-09,1.2117375357080716e-09,5.379793356828446e-10
1943,6.877849435633314e-06,1.107050372008343e-09,1.107050372008343e-09,4.97136256763905e-10
1944,6.98330690543766e-06,1.0429548177473942e-09,1.0429548177473942e-09,4.867229674854201e-10
1945,7.0436769549685e-06,1.1317086950108595e-09,1.1317086950108595e-09,5.805700721759979e-10
1946,6.944122170742568e-06,1.098181268144316e-09,1.098181268144316e-09,6.464750124113294e-10
1947,6.986517096915382e-06,1.2580042483913344e-09,1.2580042483913344e-09,7.015510355185788e-10
1948,7.054514233979197e-06,1.3082113884240902e-09,1.3082113884240902e-09,6.425367539618167e-10
1949,6.991415830270853e-06,1.193977829304162e-09,1.193977829304162e-09,6.279353782977028e-10
1950,6.985628195772213e-06,1.2278177799870553e-09,1.2278177799870553e-09,5.850287278428925e-10
1951,7.0275711030782465e-06,1.11600560935367e-09,1.11600560935367e-09,5.612129590413874e-10
1952,7.0173680017303146e-06,8.84601624094396e-10,8.84601624094396e-10,6.085214019188204e-10
1953,6.999519557991464e-06,9.570357383565614e-10,9.570357383565614e-10,5.214865464056981e-10
1954,7.159701518893209e-06,8.456765625077165e-10,8.456765625077165e-10,5.341903050856292e-10
1955,7.093292684398225e-06,7.155535747260799e-10,7.155535747260799e-10,5.553615642758406e-10
1956,7.088544602343713e-06,7.113308018010958e-10,7.113308018010958e-10,5.376707868614312e-10
1957,7.0037673529960946e-06,8.176718290548684e-10,8.176718290548684e-10,5.886456897316198e-10
1958,7.049588345710488e-06,9.874715192362667e-10,9.874715192362667e-10,6.269583384201281e-10
1959,6.986394574986272e-06,1.1481005788928555e-09,1.1481005788928555e-09,6.439179308806839e-10
1960,7.008438128000957e-06,1.1715869504705774e-09,1.1715869504705774e-09,6.819382162134449e-10
1961,7.024252551803199e-06,1.1371971102886696e-09,1.1371971102886696e-09,7.281233195742334e-10
1962,7.2515392405745975e-06,1.497492090647106e-09,1.497492090647106e-09,7.882748937720103e-10
1963,7.216417998279212e-06,1.7137997529051825e-09,1.7137997529051825e-09,8.199734264595954e-10
1964,7.2913925188394e-06,1.7085184219770407e-09,1.7085184219770407e-09,8.229583839788493e-10
1965,7.351469256328917e-06,1.6520671656091883e-09,1.6520671656091883e-09,8.661436012857848e-10
1966,7.904700591357791e-06,1.759034648099852e-09,1.759034648099852e-09,8.750968204042562e-10
1967,7.97196363626946e-06,1.6887922964820795e-09,1.6887922964820795e-09,7.940090648464856e-10
1968,7.838848822367644e-06,1.8210811588862237e-09,1.8210811588862237e-09,6.646601840338511e-10
1969,7.65292114530374e-06,1.690069512909937e-09,1.690069512909937e-09,6.397599751549268e-10
1970,7.71276180395424e-06,1.6297305568560967e-09,1.6297305568560967e-09,5.933384656613733e-10
1971,7.64069331385794e-06,2.013983154850304e-09,2.013983154850304e-09,5.930840104742937e-10
1972,7.523823569499655e-06,2.1413042926101055e-09,2.1413042926101055e-09,5.915287307597542e-10
1973,7.399645450537459e-06,2.271552898161896e-09,2.271552898161896e-09,5.070013377382412e-10
1974,7.486501350025979e-06,2.667773224551695e-09,2.667773224551695e-09,5.612451535265604e-10
1975,7.643415431500347e-06,2.5693883370132245e-09,2.5693883370132245e-09,6.776583659297484e-10
1976,7.82447003595215e-06,2.6518038400068023e-09,2.6518038400068023e-09,6.101178966806081e-10
