ngram,blow,blow,blw,bloow
1565,4.96841783907647e-05,4.96841783907647e-05,0.0,0.0
1566,2.905349992943229e-05,2.905349992943229e-05,0.0,0.0
1567,2.3921648010270603e-05,2.3921648010270603e-05,0.0,0.0
1568,2.3921648010270603e-05,2.3921648010270603e-05,0.0,0.0
1569,2.2886638752035132e-05,2.2886638752035132e-05,0.0,0.0
1570,2.8930687871512157e-05,2.8930687871512157e-05,0.0,0.0
1571,9.845747107257402e-06,9.845747107257402e-06,0.0,0.0
1572,1.819324045624983e-05,1.819324045624983e-05,0.0,0.0
1573,1.819324045624983e-05,1.819324045624983e-05,0.0,0.0
1574,1.9414317648625e-05,1.9414317648625e-05,0.0,0.0
1575,2.0671597277604243e-05,2.0671597277604243e-05,0.0,0.0
1576,2.2632974573103377e-05,2.2632974573103377e-05,0.0,0.0
1577,1.9140401361385428e-05,1.9140401361385428e-05,0.0,0.0
1578,2.0104053809128735e-05,2.0104053809128735e-05,0.0,0.0
1579,1.4625288648468476e-05,1.4625288648468476e-05,0.0,0.0
1580,1.4625288648468476e-05,1.4625288648468476e-05,0.0,0.0
1581,1.2543634186710864e-05,1.2543634186710864e-05,0.0,0.0
1582,1.2962280054905153e-05,1.2962280054905153e-05,0.0,0.0
1583,1.1219442642738744e-05,1.1219442642738744e-05,0.0,0.0
1584,9.567078320417619e-06,9.567078320417619e-06,0.0,0.0
1585,1.0301888648557775e-05,1.0301888648557775e-05,0.0,0.0
1586,6.4213598177177896e-06,6.4213598177177896e-06,0.0,0.0
1587,2.1302781338558168e-05,2.1302781338558168e-05,0.0,0.0
1588,6.832058319819876e-05,6.832058319819876e-05,0.0,0.0
1589,6.944555473507665e-05,6.944555473507665e-05,0.0,0.0
1590,7.290389560564239e-05,7.290389560564239e-05,0.0,0.0
1591,8.293265597915576e-05,8.293265597915576e-05,0.0,0.0
1592,8.362208037786851e-05,8.362208037786851e-05,0.0,0.0
1593,8.965055219180482e-05,8.965055219180482e-05,0.0,0.0
1594,7.67807097353008e-05,7.67807097353008e-05,0.0,0.0
1595,3.398585847337797e-05,3.398585847337797e-05,0.0,0.0
1596,3.3499562050565146e-05,3.3499562050565146e-05,0.0,0.0
1597,3.2469714694473494e-05,3.2469714694473494e-05,0.0,0.0
1598,2.2161117548031533e-05,2.2161117548031533e-05,0.0,0.0
1599,2.2603097932005767e-05,2.2603097932005767e-05,0.0,0.0
1600,1.9769808594511623e-05,1.9769808594511623e-05,0.0,0.0
1601,2.342262177990051e-05,2.342262177990051e-05,0.0,0.0
1602,2.177148222212314e-05,2.177148222212314e-05,0.0,0.0
1603,2.1517432157582205e-05,2.1517432157582205e-05,0.0,0.0
1604,2.306553246203943e-05,2.306553246203943e-05,0.0,0.0
1605,2.604423817891594e-05,2.604423817891594e-05,0.0,0.0
1606,2.9220378434859284e-05,2.9220378434859284e-05,0.0,0.0
1607,3.125067541986937e-05,3.125067541986937e-05,0.0,0.0
1608,3.1376933553214516e-05,3.1376933553214516e-05,0.0,0.0
1609,3.063729140454338e-05,3.063729140454338e-05,0.0,0.0
1610,3.902749813278206e-05,3.902749813278206e-05,0.0,0.0
1611,3.613790470678525e-05,3.613790470678525e-05,0.0,0.0
1612,3.8457940198506026e-05,3.8457940198506026e-05,0.0,0.0
1613,3.644719449117214e-05,3.644719449117214e-05,0.0,0.0
1614,3.649547098965351e-05,3.649547098965351e-05,0.0,0.0
1615,3.375236662707591e-05,3.375236662707591e-05,0.0,0.0
1616,3.5419101680288024e-05,3.5419101680288024e-05,0.0,0.0
1617,2.830396039956083e-05,2.830396039956083e-05,0.0,0.0
1618,3.0982617577787354e-05,3.0982617577787354e-05,0.0,0.0
1619,2.990358526793508e-05,2.990358526793508e-05,0.0,0.0
1620,3.0441574251329128e-05,3.0441574251329128e-05,0.0,0.0
1621,2.7844088305885505e-05,2.7844088305885505e-05,0.0,0.0
1622,2.550002636780846e-05,2.550002636780846e-05,0.0,0.0
1623,2.485572057204471e-05,2.485572057204471e-05,0.0,0.0
1624,2.4058751932898303e-05,2.4058751932898303e-05,0.0,0.0
1625,2.3485083732209334e-05,2.3485083732209334e-05,0.0,0.0
1626,2.3927401668645742e-05,2.3927401668645742e-05,0.0,0.0
1627,2.1950492022629726e-05,2.1950492022629726e-05,0.0,0.0
1628,2.215673345874945e-05,2.215673345874945e-05,0.0,0.0
1629,2.5909833701527013e-05,2.5909833701527013e-05,0.0,0.0
1630,2.4973584783895474e-05,2.4973584783895474e-05,0.0,0.0
1631,2.6799296392709948e-05,2.6799296392709948e-05,0.0,0.0
1632,2.7777125329261514e-05,2.7777125329261514e-05,0.0,0.0
1633,2.4003844503438033e-05,2.4003844503438033e-05,0.0,0.0
1634,2.5396884276623105e-05,2.5396884276623105e-05,0.0,0.0
1635,2.8441392324956333e-05,2.8441392324956333e-05,0.0,0.0
1636,3.075867204773074e-05,3.075867204773074e-05,0.0,0.0
1637,3.467708029347705e-05,3.467708029347705e-05,0.0,0.0
1638,3.3814143145199136e-05,3.3814143145199136e-05,0.0,0.0
1639,3.2109369645435694e-05,3.2109369645435694e-05,0.0,0.0
1640,3.553613558843998e-05,3.553613558843998e-05,0.0,0.0
1641,3.415480413033427e-05,3.415480413033427e-05,0.0,0.0
1642,3.254577807508342e-05,3.254577807508342e-05,0.0,0.0
1643,2.812029768912388e-05,2.812029768912388e-05,0.0,0.0
1644,2.4213415339805317e-05,2.4213415339805317e-05,0.0,0.0
1645,2.6655130308686887e-05,2.6655130308686887e-05,0.0,0.0
1646,2.725837683621129e-05,2.725837683621129e-05,0.0,0.0
1647,2.6485412100945333e-05,2.6485412100945333e-05,0.0,0.0
1648,2.6439070227622453e-05,2.6439070227622453e-05,0.0,0.0
1649,2.4702593301688986e-05,2.4702593301688986e-05,0.0,0.0
1650,2.8107747441806297e-05,2.8107747441806297e-05,0.0,0.0
1651,2.864626445183863e-05,2.864626445183863e-05,0.0,0.0
1652,2.7156839548427213e-05,2.7156839548427213e-05,0.0,0.0
1653,2.5011697419228896e-05,2.5011697419228896e-05,0.0,0.0
1654,2.383666482533694e-05,2.383666482533694e-05,0.0,0.0
1655,2.555647928862267e-05,2.555647928862267e-05,0.0,0.0
1656,2.587463196895052e-05,2.587463196895052e-05,0.0,0.0
1657,2.623806917004653e-05,2.623806917004653e-05,0.0,0.0
1658,2.7247622581074082e-05,2.7247622581074082e-05,0.0,0.0
1659,2.755465396018865e-05,2.755465396018865e-05,0.0,0.0
1660,2.7674629563989583e-05,2.7674629563989583e-05,0.0,0.0
1661,2.7643998042289502e-05,2.7643998042289502e-05,0.0,0.0
1662,2.86398575813759e-05,2.86398575813759e-05,0.0,0.0
1663,2.7973817720651694e-05,2.7973817720651694e-05,0.0,0.0
1664,2.6926927473271333e-05,2.6926927473271333e-05,0.0,0.0
1665,2.6318795919775895e-05,2.6318795919775895e-05,0.0,0.0
1666,2.4793872918443022e-05,2.4793872918443022e-05,0.0,0.0
1667,2.717056538261074e-05,2.717056538261074e-05,0.0,0.0
1668,2.8195950237984236e-05,2.8195950237984236e-05,0.0,0.0
1669,2.577425298763306e-05,2.577425298763306e-05,0.0,0.0
1670,3.107721126330684e-05,3.107721126330684e-05,0.0,0.0
1671,2.9175052207262653e-05,2.9175052207262653e-05,0.0,0.0
1672,2.784929009586839e-05,2.784929009586839e-05,0.0,0.0
1673,2.7533128429370534e-05,2.7533128429370534e-05,0.0,0.0
1674,2.7348503603466918e-05,2.7348503603466918e-05,0.0,0.0
1675,2.7244951395134975e-05,2.7244951395134975e-05,0.0,0.0
1676,2.9239276045700535e-05,2.9239276045700535e-05,0.0,0.0
1677,2.5497928748206634e-05,2.5497928748206634e-05,0.0,0.0
1678,2.4481208778784742e-05,2.4481208778784742e-05,0.0,0.0
1679,2.5234379271361312e-05,2.5234379271361312e-05,0.0,0.0
1680,2.4957602363429032e-05,2.4957602363429032e-05,0.0,0.0
1681,2.454268282495572e-05,2.454268282495572e-05,0.0,0.0
1682,2.340659271534865e-05,2.340659271534865e-05,0.0,0.0
1683,2.331897043664607e-05,2.331897043664607e-05,0.0,0.0
1684,2.2767325520232718e-05,2.2767325520232718e-05,0.0,0.0
1685,2.3242877952205682e-05,2.3242877952205682e-05,0.0,0.0
1686,2.2991658105248852e-05,2.2991658105248852e-05,0.0,0.0
1687,2.3273982671006316e-05,2.3273982671006316e-05,0.0,0.0
1688,2.321979081898462e-05,2.321979081898462e-05,0.0,0.0
1689,2.3729720851406455e-05,2.3729720851406455e-05,0.0,0.0
1690,2.1624390553500105e-05,2.1624390553500105e-05,0.0,0.0
1691,2.0949730761848124e-05,2.0949730761848124e-05,0.0,0.0
1692,2.064244108623825e-05,2.064244108623825e-05,0.0,0.0
1693,1.925954425782298e-05,1.925954425782298e-05,0.0,0.0
1694,1.8260796553347192e-05,1.8260796553347192e-05,0.0,0.0
1695,1.6580368407760814e-05,1.6580368407760814e-05,0.0,0.0
1696,1.8194035224691367e-05,1.8194035224691367e-05,0.0,0.0
1697,1.9323986764772728e-05,1.9323986764772728e-05,0.0,0.0
1698,1.869447870766245e-05,1.869447870766245e-05,0.0,0.0
1699,1.871445796755974e-05,1.871445796755974e-05,0.0,0.0
1700,1.999721994902107e-05,1.999721994902107e-05,0.0,0.0
1701,2.093212216485491e-05,2.093212216485491e-05,0.0,0.0
1702,2.1509974041172037e-05,2.1509974041172037e-05,0.0,0.0
1703,1.8963130839568165e-05,1.8963130839568165e-05,0.0,0.0
1704,1.759810844045465e-05,1.759810844045465e-05,0.0,0.0
1705,1.8360233298153616e-05,1.8360233298153616e-05,0.0,0.0
1706,1.9564908143365756e-05,1.9564908143365756e-05,0.0,0.0
1707,1.8376818193896076e-05,1.8376818193896076e-05,0.0,0.0
1708,1.7290296974741587e-05,1.7290296974741587e-05,0.0,0.0
1709,1.6373099242628086e-05,1.6373099242628086e-05,0.0,0.0
1710,1.6412903408178992e-05,1.6412903408178992e-05,0.0,0.0
1711,1.5591382439846973e-05,1.5591382439846973e-05,0.0,0.0
1712,1.4866972508441125e-05,1.4866972508441125e-05,0.0,0.0
1713,1.3518906988403095e-05,1.3518906988403095e-05,0.0,0.0
1714,1.3450550146184728e-05,1.3450550146184728e-05,0.0,0.0
1715,1.45402660304431e-05,1.45402660304431e-05,0.0,0.0
1716,1.6817444962466004e-05,1.6817444962466004e-05,0.0,0.0
1717,1.758432154019829e-05,1.758432154019829e-05,0.0,0.0
1718,1.8462510005130233e-05,1.8462510005130233e-05,0.0,0.0
1719,1.8315961694627602e-05,1.8315961694627602e-05,0.0,0.0
1720,1.8149597313562742e-05,1.8149597313562742e-05,0.0,0.0
1721,1.933958213027966e-05,1.933958213027966e-05,0.0,0.0
1722,1.8692844085827736e-05,1.8692844085827736e-05,0.0,0.0
1723,1.8308240604320808e-05,1.8308240604320808e-05,0.0,0.0
1724,1.7290565925317685e-05,1.7290565925317685e-05,0.0,0.0
1725,1.6476915204423547e-05,1.6476915204423547e-05,0.0,0.0
1726,1.651147041619489e-05,1.651147041619489e-05,0.0,0.0
1727,1.632246832221946e-05,1.632246832221946e-05,0.0,0.0
1728,1.5453018672165592e-05,1.5453018672165592e-05,0.0,0.0
1729,1.4719871874798887e-05,1.4719871874798887e-05,0.0,0.0
1730,1.4687636004444876e-05,1.4687636004444876e-05,0.0,0.0
1731,1.6718219090502578e-05,1.6718219090502578e-05,0.0,0.0
1732,1.7865742458005635e-05,1.7865742458005635e-05,0.0,0.0
1733,1.78972808758512e-05,1.78972808758512e-05,0.0,0.0
1734,1.842066324440696e-05,1.842066324440696e-05,0.0,0.0
1735,1.7853757786464746e-05,1.7853757786464746e-05,0.0,0.0
1736,1.8888219658817563e-05,1.8888219658817563e-05,0.0,0.0
1737,1.7306835096470813e-05,1.7306835096470813e-05,0.0,0.0
1738,1.5315891947206444e-05,1.5315891947206444e-05,0.0,0.0
1739,1.4359141070079723e-05,1.4359141070079723e-05,0.0,0.0
1740,1.4656225955280075e-05,1.4656225955280075e-05,0.0,0.0
1741,1.5292535213770213e-05,1.5292535213770213e-05,0.0,0.0
1742,1.6813291689946448e-05,1.6813291689946448e-05,0.0,0.0
1743,1.703910649147084e-05,1.703910649147084e-05,0.0,0.0
1744,1.896758021757705e-05,1.896758021757705e-05,0.0,0.0
1745,2.0367385851776426e-05,2.0367385851776426e-05,0.0,0.0
1746,2.1707648297056687e-05,2.1707648297056687e-05,0.0,0.0
1747,2.349418381137574e-05,2.349418381137574e-05,0.0,0.0
1748,2.259392684728872e-05,2.259392684728872e-05,0.0,0.0
1749,2.188645820362061e-05,2.188645820362061e-05,0.0,0.0
1750,2.1813483467017898e-05,2.1813483467017898e-05,0.0,0.0
1751,2.084661108321078e-05,2.084661108321078e-05,0.0,0.0
1752,2.04027831257138e-05,2.04027831257138e-05,0.0,0.0
1753,2.117466971997471e-05,2.117466971997471e-05,0.0,0.0
1754,2.07591881137757e-05,2.07591881137757e-05,0.0,0.0
1755,2.2859168374062782e-05,2.2859168374062782e-05,0.0,0.0
1756,2.4535348659680623e-05,2.4535348659680623e-05,0.0,0.0
1757,2.6796475919711937e-05,2.6796475919711937e-05,0.0,0.0
1758,2.8068467405059243e-05,2.8068467405059243e-05,0.0,0.0
1759,2.9153658813031923e-05,2.9153658813031923e-05,0.0,0.0
1760,2.873341639185258e-05,2.873341639185258e-05,5.322733999589348e-09,0.0
1761,2.853812865006538e-05,2.853812865006538e-05,5.322733999589348e-09,0.0
1762,2.7948778422017184e-05,2.7948778422017184e-05,5.322733999589348e-09,0.0
1763,2.6832962768302033e-05,2.6832962768302033e-05,5.322733999589348e-09,0.0
1764,2.6236741697565386e-05,2.6236741697565386e-05,5.322733999589348e-09,0.0
1765,2.58865888359391e-05,2.58865888359391e-05,5.322733999589348e-09,0.0
1766,2.7289449332913917e-05,2.7289449332913917e-05,5.322733999589348e-09,0.0
1767,2.8339857245945105e-05,2.8339857245945105e-05,0.0,0.0
1768,2.982512316001313e-05,2.982512316001313e-05,0.0,0.0
1769,2.961094729211514e-05,2.961094729211514e-05,0.0,0.0
1770,3.091183134529274e-05,3.091183134529274e-05,0.0,0.0
1771,3.0616060809864264e-05,3.0616060809864264e-05,0.0,0.0
1772,3.1071923720966356e-05,3.1071923720966356e-05,0.0,0.0
1773,2.9207288077616666e-05,2.9207288077616666e-05,0.0,0.0
1774,2.864720331022649e-05,2.864720331022649e-05,0.0,0.0
1775,2.8330529208428095e-05,2.8330529208428095e-05,0.0,0.0
1776,3.1755559185902325e-05,3.1755559185902325e-05,0.0,0.0
1777,3.1892629911973404e-05,3.1892629911973404e-05,0.0,0.0
1778,3.179796476615593e-05,3.179796476615593e-05,0.0,0.0
1779,3.173992289313381e-05,3.173992289313381e-05,0.0,0.0
1780,3.214771589097966e-05,3.214771589097966e-05,0.0,0.0
1781,3.244331128371414e-05,3.244331128371414e-05,0.0,0.0
1782,3.290341789709471e-05,3.290341789709471e-05,0.0,0.0
1783,2.9978690041129346e-05,2.9978690041129346e-05,0.0,0.0
1784,2.9269163860590197e-05,2.9269163860590197e-05,0.0,0.0
1785,2.9445696782204323e-05,2.9445696782204323e-05,0.0,0.0
1786,2.8914122594869696e-05,2.8914122594869696e-05,0.0,0.0
1787,2.9305811819670324e-05,2.9305811819670324e-05,0.0,0.0
1788,2.9008954308145413e-05,2.9008954308145413e-05,0.0,0.0
1789,2.8011597480924267e-05,2.8011597480924267e-05,0.0,0.0
1790,2.7627029079927263e-05,2.7627029079927263e-05,0.0,0.0
1791,2.7270465839787255e-05,2.7270465839787255e-05,1.0859662375699892e-09,0.0
1792,2.750053811593846e-05,2.750053811593846e-05,2.174228289472272e-09,0.0
1793,2.7542780766712633e-05,2.7542780766712633e-05,2.174228289472272e-09,0.0
1794,2.725904102719921e-05,2.725904102719921e-05,2.174228289472272e-09,0.0
1795,2.7625912480289117e-05,2.7625912480289117e-05,2.174228289472272e-09,0.0
1796,2.7959078839298206e-05,2.7959078839298206e-05,2.174228289472272e-09,0.0
1797,2.938353671717258e-05,2.938353671717258e-05,2.174228289472272e-09,3.401541905288598e-09
1798,3.0401514907550465e-05,3.0401514907550465e-05,1.0882620519022827e-09,3.401541905288598e-09
1799,3.083660028226275e-05,3.083660028226275e-05,6.00769592803577e-10,3.401541905288598e-09
1800,3.126454534399922e-05,3.126454534399922e-05,1.012433502113806e-09,3.401541905288598e-09
1801,3.2147034549520216e-05,3.2147034549520216e-05,1.012433502113806e-09,3.401541905288598e-09
1802,3.282884218996125e-05,3.282884218996125e-05,1.012433502113806e-09,3.401541905288598e-09
1803,3.352041260638673e-05,3.352041260638673e-05,1.3634334613702288e-09,3.401541905288598e-09
1804,3.333308891991952e-05,3.333308891991952e-05,1.6685110118938189e-09,0.0
1805,3.348584193320546e-05,3.348584193320546e-05,1.6685110118938189e-09,0.0
1806,3.297179994530909e-05,3.297179994530909e-05,1.0677414190902417e-09,0.0
1807,3.368881230666635e-05,3.368881230666635e-05,6.560775097800128e-10,0.0
1808,3.2685096032634776e-05,3.2685096032634776e-05,6.560775097800128e-10,0.0
1809,3.1724232810250085e-05,3.1724232810250085e-05,8.370023245924634e-10,0.0
1810,3.104647164166506e-05,3.104647164166506e-05,7.039400173880495e-10,0.0
1811,3.013342055575257e-05,3.013342055575257e-05,3.988624668644596e-10,0.0
1812,2.9819087493316537e-05,2.9819087493316537e-05,3.988624668644596e-10,0.0
1813,2.9392189389909618e-05,2.9392189389909618e-05,3.988624668644596e-10,0.0
1814,2.8567508966911453e-05,2.8567508966911453e-05,6.078206033726425e-10,0.0
1815,2.861949074680784e-05,2.861949074680784e-05,6.078206033726425e-10,0.0
1816,2.8965766302592654e-05,2.8965766302592654e-05,4.268957885601919e-10,0.0
1817,2.9402448490145616e-05,2.9402448490145616e-05,2.0895813650818289e-10,0.0
1818,3.017244021715929e-05,3.017244021715929e-05,3.879930028054852e-10,0.0
1819,3.089015340914817e-05,3.089015340914817e-05,3.879930028054852e-10,0.0
1820,3.211194026724635e-05,3.211194026724635e-05,5.353899387320179e-10,0.0
1821,3.2563532970795806e-05,3.2563532970795806e-05,4.54986056766923e-10,0.0
1822,3.3092133110455635e-05,3.3092133110455635e-05,5.797549583265647e-10,0.0
1823,3.302266798397925e-05,3.302266798397925e-05,7.202177267272094e-10,0.0
1824,3.2829862383161e-05,3.2829862383161e-05,7.202177267272094e-10,0.0
1825,3.2705202881645944e-05,3.2705202881645944e-05,6.677996647727216e-10,0.0
1826,3.2009047312645377e-05,3.2009047312645377e-05,9.047961507009055e-10,1.1849824296409191e-10
1827,3.122934400120617e-05,3.122934400120617e-05,7.573992147743727e-10,1.1849824296409191e-10
1828,3.117550867110757e-05,3.117550867110757e-05,7.391742694119938e-10,1.1849824296409191e-10
1829,2.999832369303996e-05,2.999832369303996e-05,6.846796463122473e-10,1.8877252142398707e-10
1830,2.9941574861628135e-05,2.9941574861628135e-05,7.348259619835826e-10,1.8877252142398707e-10
1831,2.965244415723386e-05,2.965244415723386e-05,8.277206222016633e-10,1.8877252142398707e-10
1832,2.9805570842914415e-05,2.9805570842914415e-05,7.011038178588486e-10,1.8877252142398707e-10
1833,2.9913552550299626e-05,2.9913552550299626e-05,4.641073319306648e-10,1.5275254077502202e-10
1834,2.9842238291166723e-05,2.9842238291166723e-05,6.30227719217962e-10,3.1887292806231926e-10
1835,2.9589061211611677e-05,2.9589061211611677e-05,6.874652117413607e-10,6.540065314705349e-10
1836,3.055701667368079e-05,3.055701667368079e-05,6.922521127756503e-10,6.587934325048244e-10
1837,3.069706898323992e-05,3.069706898323992e-05,5.790844391308423e-10,8.911176558561757e-10
1838,3.096828731941059e-05,3.096828731941059e-05,5.625155262224877e-10,9.674434031659018e-10
1839,3.092161932727322e-05,3.092161932727322e-05,6.382969629038979e-10,1.043224839847312e-09
1840,3.0961340339022824e-05,3.0961340339022824e-05,6.382969629038979e-10,9.60746577532185e-10
1841,3.1212287857280376e-05,3.1212287857280376e-05,6.121317976313736e-10,7.946261902448879e-10
1842,3.139574982924387e-05,3.139574982924387e-05,5.661958758982979e-10,4.5949258683667237e-10
1843,3.1332485377788544e-05,3.1332485377788544e-05,4.911346964041132e-10,4.5000593727552637e-10
1844,3.1250336178345606e-05,3.1250336178345606e-05,5.472590000213781e-10,2.844645709463935e-10
1845,3.104143148188346e-05,3.104143148188346e-05,5.376720180194638e-10,2.7487758894447923e-10
1846,3.0623182153379146e-05,3.0623182153379146e-05,6.575520842108265e-10,3.2953715153486284e-10
1847,3.074265961393914e-05,3.074265961393914e-05,1.021184890616565e-09,3.2953715153486284e-10
1848,3.0452051630293552e-05,3.0452051630293552e-05,8.812296686017923e-10,3.2953715153486284e-10
1849,3.0406411107313553e-05,3.0406411107313553e-05,1.0820360084119939e-09,4.3701622479527403e-10
1850,3.0299438679191682e-05,3.0299438679191682e-05,1.3193855452620085e-09,3.7144169486223536e-10
1851,3.0508507084700147e-05,3.0508507084700147e-05,1.2322484263130713e-09,3.0465883784001694e-10
1852,3.07190597855619e-05,3.07190597855619e-05,1.6711253690372884e-09,2.884816433354079e-10
1853,3.113747542166883e-05,3.113747542166883e-05,1.6685012300359553e-09,1.580406440636141e-10
1854,3.1183585243914944e-05,3.1183585243914944e-05,1.4563740094849668e-09,1.580406440636141e-10
1855,3.12416489448099e-05,3.12416489448099e-05,1.5088757584650177e-09,1.580406440636141e-10
1856,3.121613657900265e-05,3.121613657900265e-05,1.2858361478748241e-09,5.0561570803202876e-11
1857,3.124731171867877e-05,3.124731171867877e-05,1.0966208377879587e-09,9.869579756635209e-11
1858,3.106009613215325e-05,3.106009613215325e-05,1.3382098207337378e-09,1.5629931079555855e-10
1859,3.0973478455312685e-05,3.0973478455312685e-05,8.93523501220374e-10,1.0573773999235568e-10
1860,3.0764763973171026e-05,3.0764763973171026e-05,9.44466972883719e-10,1.0573773999235568e-10
1861,3.092666546373428e-05,3.092666546373428e-05,1.0753947970216465e-09,1.0573773999235568e-10
1862,3.1127758380275085e-05,3.1127758380275085e-05,1.1343295905749277e-09,1.614560112590218e-10
1863,3.1422111143391316e-05,3.1422111143391316e-05,1.2258835058176487e-09,3.046696585494248e-10
1864,3.128089286162451e-05,3.128089286162451e-05,1.5074151292284098e-09,3.036305532396913e-10
1865,3.105536052316893e-05,3.105536052316893e-05,1.4405303140817084e-09,2.4602704001048485e-10
1866,3.0795286615362526e-05,3.0795286615362526e-05,1.9989555883575302e-09,2.4602704001048485e-10
1867,3.064796224602365e-05,3.064796224602365e-05,2.0574619627059374e-09,2.4602704001048485e-10
1868,3.0088060676851975e-05,3.0088060676851975e-05,1.9542753447256344e-09,2.4602704001048485e-10
1869,2.9616790925501846e-05,2.9616790925501846e-05,1.9220105745049968e-09,1.9030876874381875e-10
1870,2.9080159427914104e-05,2.9080159427914104e-05,1.9844778122367147e-09,4.709512145341575e-11
1871,2.8810937562541638e-05,2.8810937562541638e-05,1.8171162114682155e-09,0.0
1872,2.86346476059407e-05,2.86346476059407e-05,1.8007420078878867e-09,0.0
1873,2.8451702746679075e-05,2.8451702746679075e-05,1.2203960976707252e-09,0.0
1874,2.803318524716555e-05,2.803318524716555e-05,1.0371310278843383e-09,3.974071468729587e-11
1875,2.7738143346921008e-05,2.7738143346921008e-05,8.979992662170946e-10,3.974071468729587e-11
1876,2.7699564140805576e-05,2.7699564140805576e-05,8.954914627284133e-10,3.974071468729587e-11
1877,2.7634517339590404e-05,2.7634517339590404e-05,1.0265410941924712e-09,3.974071468729587e-11
