ngram,piece,pece,peice,piecee
1849,7.098845318458708e-05,1.8090844276587502e-07,1.4042885508404523e-07,1.1352801912841874e-09
1850,7.088843267410994e-05,1.799767892813569e-07,1.357112674936291e-07,1.2414806682681245e-09
1851,7.078595081111416e-05,1.6832939207591024e-07,1.4027122777601368e-07,1.4736236397805413e-09
1852,7.124509387982212e-05,1.9027411671653942e-07,1.3042459049269643e-07,2.8893475588289063e-09
1853,7.247965446107887e-05,1.5635990889352668e-07,1.3215328920068714e-07,3.017164423064449e-09
1854,7.4057410529349e-05,1.69569913412358e-07,1.2117254755139584e-07,3.2393629049006935e-09
1855,7.396101968229882e-05,2.18232793867758e-07,2.523338784905198e-07,3.2809350157338356e-09
1856,7.425273569034678e-05,2.1990673510734788e-07,2.6181455073778383e-07,2.996074388583736e-09
1857,7.520641520386562e-05,2.4013795548886006e-07,2.73450830994599e-07,3.625140933470407e-09
1858,7.609738012044025e-05,2.4135817255910297e-07,2.8102392438508363e-07,3.911429577055767e-09
1859,7.705667251554717e-05,2.009434087061176e-07,2.7874948825358713e-07,2.861281989119391e-09
1860,7.769998150511778e-05,2.1689747750234085e-07,2.798951409691394e-07,4.0711343661316485e-09
1861,7.757785559598622e-05,1.8855199915687342e-07,2.668708276587495e-07,4.4579329910072425e-09
1862,7.846016004415495e-05,1.4516044747178318e-07,1.1378153581225498e-07,4.588668667260265e-09
1863,7.830174581613392e-05,1.355027150801951e-07,8.584634311351433e-08,6.96771894150215e-09
1864,7.836856613201755e-05,1.1438654011288105e-07,1.34228856601177e-07,7.184490621473369e-09
1865,7.852450653444976e-05,1.092863506357844e-07,1.2556352402270932e-07,9.231198979823115e-09
1866,7.838099970415766e-05,1.4215949103605192e-07,1.2715502098866898e-07,1.0502488529644843e-08
1867,7.77954056892278e-05,1.2525281789521614e-07,1.2458489148262482e-07,1.1000946947043694e-08
1868,7.82579549455217e-05,1.3626912728373748e-07,1.3556359691944765e-07,1.1599296126770956e-08
1869,7.839315159279587e-05,1.2801336422642506e-07,1.3919713990974613e-07,1.2380712455239973e-08
1870,7.913730639432157e-05,1.283308397960679e-07,1.400502058450976e-07,1.2252581552526668e-08
1871,7.90025431862367e-05,1.2344265495504e-07,7.602209300167878e-08,1.2630131987886476e-08
1872,7.904863222003249e-05,1.2474526250067746e-07,8.124620823731935e-08,1.1293543370324447e-08
1873,7.961093485521684e-05,1.0003033068528566e-07,9.422226250015748e-08,1.1958193927138642e-08
1874,7.999094045122288e-05,1.2320589501005737e-07,9.854144979369397e-08,1.1765696480584405e-08
1875,8.014335513247975e-05,1.1810725147094153e-07,9.082947168995556e-08,1.7196088997195602e-08
1876,8.042081753956154e-05,1.1897562148176024e-07,8.995336843651915e-08,1.8422173500961695e-08
1877,8.053820160317368e-05,1.2130786127987188e-07,1.0080241961775625e-07,1.953752943555693e-08
1878,8.099997025315783e-05,1.0811973538693564e-07,1.226518183524864e-07,1.9419349556975314e-08
1879,8.090338295525206e-05,1.055712358168291e-07,1.219729008588339e-07,1.976191984657102e-08
1880,8.067319036594458e-05,1.1141895786944847e-07,1.2687327049271907e-07,1.8907417472949613e-08
1881,8.087228655183156e-05,1.1075733498598441e-07,1.388409986345453e-07,2.0512954255837357e-08
1882,8.09081008940536e-05,1.0379030105208845e-07,1.5367809425015366e-07,1.4309181078126748e-08
1883,8.024758946183803e-05,1.0799495190180356e-07,1.5997302073498888e-07,1.2980226100316777e-08
1884,7.975079539132171e-05,1.1190098803126602e-07,1.8824520761232373e-07,1.1062744561688272e-08
1885,7.927516188439248e-05,1.2071514886104394e-07,1.817683060575551e-07,1.0794047497090072e-08
1886,7.891666401909398e-05,1.2469743942184713e-07,1.8730546206110636e-07,1.2478382454312559e-08
1887,7.834280612379578e-05,1.5613120650316758e-07,1.9132656551131992e-07,1.2689406541405951e-08
1888,7.788053543273625e-05,1.3541925929822745e-07,1.8150760082237737e-07,1.0806169736810034e-08
1889,7.720766630622425e-05,1.3953000177480135e-07,1.7788028827681046e-07,1.1996179414909745e-08
1890,7.787347255673791e-05,1.408164272171624e-07,1.6970383143188883e-07,1.1984897772622714e-08
1891,7.76573911675119e-05,1.3686248325127182e-07,1.8082423533119902e-07,1.1745586598570818e-08
1892,7.75601209690129e-05,1.294887204445721e-07,1.885309828253412e-07,1.3503144761070222e-08
1893,7.784326382014635e-05,1.249257439082742e-07,2.065604972147282e-07,1.1677511909827639e-08
1894,7.777001571542184e-05,8.442727558336368e-08,1.9488002119974874e-07,1.227283468503109e-08
1895,7.770330765716997e-05,1.0400124190417565e-07,1.9353492421357389e-07,1.497006950147904e-08
1896,7.751969055139593e-05,1.0246102074721161e-07,1.9646512937145288e-07,1.7137265067341493e-08
1897,7.668622648842367e-05,9.425501344497076e-08,2.1719655356784123e-07,2.0835634424137036e-08
1898,7.64203307751034e-05,9.49648334572625e-08,1.796593766454992e-07,2.0798257338583426e-08
1899,7.630986198949228e-05,1.0407160999648113e-07,1.8802610059408054e-07,1.8950388877162335e-08
1900,7.607169391121715e-05,1.1121873301687759e-07,1.9380157466132785e-07,1.9942026252550704e-08
1901,7.653918666099864e-05,1.120355729459074e-07,1.8854317776880895e-07,2.008780145398451e-08
1902,7.66152807045728e-05,1.0493877157711853e-07,1.9495033244863536e-07,1.855937784408671e-08
1903,7.636972648989675e-05,1.1624965472784815e-07,1.9724880421076056e-07,1.6897566584057292e-08
1904,7.599074888275936e-05,1.246215047347375e-07,1.7717758587260895e-07,1.3544730860713474e-08
1905,7.582539754886446e-05,1.271701545338796e-07,1.7644421238368784e-07,1.282944518875086e-08
1906,7.556055892824329e-05,1.1217384963759156e-07,1.4798568871908303e-07,1.352151273487883e-08
1907,7.47464967259605e-05,1.023558045939613e-07,1.1365036657805052e-07,1.212556379113851e-08
1908,7.365587433534009e-05,1.0109483688276149e-07,1.087935917861874e-07,1.1153770859298869e-08
1909,7.273412172383229e-05,8.466869059832658e-08,9.840603861935701e-08,1.0634741341521346e-08
1910,7.17186724484366e-05,6.996398990314187e-08,8.336994332986641e-08,9.880014901446949e-09
1911,7.126533039679219e-05,7.274222621081858e-08,8.573313741473093e-08,1.0336447507443478e-08
1912,7.037140936258115e-05,6.540006326970018e-08,8.426393398914505e-08,1.1597908728638068e-08
1913,6.963313249538519e-05,6.430848006492137e-08,8.501856082635381e-08,1.1080421723010301e-08
1914,6.914033708328913e-05,6.119317776308111e-08,8.755276630673897e-08,1.118037928904414e-08
1915,6.85176595912448e-05,5.93726952047291e-08,8.594908150273892e-08,1.1330969686339034e-08
1916,6.774907316347318e-05,5.833327370347823e-08,8.311328108285515e-08,1.0589653090927901e-08
1917,6.759995968812811e-05,5.520541357384445e-08,7.825823798514517e-08,1.0932543378519962e-08
1918,6.706923574841182e-05,4.431944766736251e-08,7.158105067414258e-08,1.0930138572007309e-08
1919,6.678826217206993e-05,4.007559820503762e-08,6.274762094043191e-08,1.0561488699473948e-08
1920,6.639390526938119e-05,4.064102197633344e-08,6.25241958524774e-08,1.0633044920739719e-08
1921,6.604364482752447e-05,4.642907442636053e-08,6.220058322371966e-08,1.3892986063167103e-08
1922,6.56836449966899e-05,4.0526306120471286e-08,7.076226893332205e-08,1.5575477542638183e-08
1923,6.53256502118893e-05,4.0434702950977094e-08,6.841843663047647e-08,1.5930049406571404e-08
1924,6.494088302133605e-05,4.6742952873403606e-08,7.53143147846913e-08,1.5227364512173025e-08
1925,6.435183708422951e-05,4.922666160414987e-08,7.77170810246324e-08,1.6374481072643576e-08
1926,6.364866463367694e-05,5.196289874577685e-08,9.150187299919058e-08,1.56283583534795e-08
1927,6.291901861134517e-05,6.114750255343487e-08,1.0967291938105258e-07,1.4967130074999043e-08
1928,6.204805790080823e-05,6.190424680799619e-08,1.2592601602737625e-07,1.1243194312068487e-08
1929,6.104466956458054e-05,6.45412394005364e-08,1.2268643853222523e-07,8.918343714319527e-09
1930,6.002232631934541e-05,6.484409859857416e-08,1.3763496095212498e-07,8.830572273410553e-09
1931,5.903064603834147e-05,8.391375010725304e-08,1.3241405077175322e-07,8.657004700398017e-09
1932,5.831248823337124e-05,8.56649182066706e-08,1.4065484929152001e-07,6.448473184000087e-09
1933,5.752940549947587e-05,8.465151830299484e-08,1.2907891136900877e-07,6.225348490675385e-09
1934,5.678031396070894e-05,7.878021130685348e-08,1.214541422354744e-07,6.690411272610877e-09
1935,5.620649504375511e-05,7.437265635092314e-08,1.0549144440525587e-07,7.58449944119174e-09
1936,5.5740055228982654e-05,7.808443364914247e-08,1.0104216942506485e-07,8.700793355639495e-09
1937,5.547626174770163e-05,7.88583375107724e-08,8.82048729928491e-08,8.328710039100834e-09
1938,5.476560961272169e-05,5.5429172363119505e-08,8.72374406364023e-08,7.95819017034611e-09
1939,5.462554223153607e-05,4.815903916924721e-08,7.267578894243343e-08,7.604913809799996e-09
1940,5.456067083287053e-05,4.415270460356169e-08,6.62494582367604e-08,9.19236892953685e-09
1941,5.482633839294847e-05,3.901209108140133e-08,5.0911706089047063e-08,8.65526098411554e-09
1942,5.443177464517898e-05,3.5034247756828204e-08,4.3292515731049464e-08,8.220559693279078e-09
1943,5.452934159880637e-05,4.8271671104771485e-08,3.886547033411196e-08,6.876651026388458e-09
1944,5.450623159828995e-05,4.36801317655571e-08,3.531292464791542e-08,6.742654847156717e-09
1945,5.509477185634231e-05,4.319384799040498e-08,3.5201804899592e-08,6.7845558694910684e-09
1946,5.48153709262676e-05,4.493083314928624e-08,3.6775330717172694e-08,6.932051440803175e-09
1947,5.442492277195145e-05,4.8480187229772905e-08,4.130353481457405e-08,5.328354519511842e-09
1948,5.372630455115411e-05,4.8300573191844317e-08,4.5227470530611365e-08,5.0542402485476146e-09
1949,5.365397529593403e-05,5.08977035756126e-08,5.0233287751666467e-08,4.511587785900011e-09
1950,5.305982579427239e-05,3.016994654103655e-08,5.751620589324245e-08,4.463507071886649e-09
1951,5.2794448233076506e-05,3.1671410129417513e-08,5.9053953346425e-08,3.925839700943559e-09
1952,5.17516683820369e-05,3.0346729066163136e-08,6.357474749815342e-08,3.7175735664466256e-09
1953,5.1283894988176015e-05,2.728928397540845e-08,6.268831904370537e-08,3.291846811010706e-09
1954,5.076177590776102e-05,3.144570673693384e-08,6.007038523746035e-08,3.425675505169019e-09
1955,5.011218204994553e-05,3.356642126155813e-08,5.9011797860973406e-08,3.9135938616803e-09
1956,4.945219448667818e-05,3.1934980120646676e-08,5.669042226129152e-08,5.301713132003069e-09
1957,4.880964115727693e-05,3.5392124025130604e-08,4.909608821078239e-08,5.164326870905305e-09
1958,4.7872229645560894e-05,3.487322760723341e-08,4.7789302166328137e-08,5.0420244170266775e-09
1959,4.742859476079632e-05,3.433479380175543e-08,4.7497830430691986e-08,5.2560462014485305e-09
1960,4.672459648905455e-05,3.978244628959666e-08,5.3557859100042804e-08,5.269329829614224e-09
1961,4.61847594124265e-05,3.5933637779602834e-08,5.636989897084277e-08,4.932742151250327e-09
1962,4.563965090450698e-05,3.8902252340124373e-08,5.777703902611263e-08,4.559181730558391e-09
1963,4.527700106596707e-05,4.036435896637158e-08,5.6923654361591096e-08,2.7711223316018163e-09
1964,4.4923452930691254e-05,4.065780093550789e-08,6.99218151315303e-08,2.8421880563353088e-09
1965,4.5028982380504855e-05,4.7395563283560346e-08,7.60763018295815e-08,2.92191098300825e-09
1966,4.465057957401898e-05,4.745942737218099e-08,7.207440028927132e-08,2.6349611540307396e-09
1967,4.4469343265518546e-05,4.446264740514445e-08,6.530904528290193e-08,2.826572801214614e-09
1968,4.3921131561676573e-05,4.292620633553465e-08,6.173069166948153e-08,3.0243567174435627e-09
1969,4.361319536526155e-05,3.830050283275861e-08,6.023297162625698e-08,3.091658627520287e-09
1970,4.282108732565705e-05,3.764004904586013e-08,5.713224204839662e-08,3.299247605273844e-09
1971,4.235112282913178e-05,3.511582009301557e-08,4.725246403682247e-08,3.1979886675311977e-09
1972,4.150858668643715e-05,2.6892033996464955e-08,4.103633115854726e-08,2.9822394395243433e-09
1973,4.097762575838715e-05,2.5359730950112536e-08,4.01477426541825e-08,2.8000797870829176e-09
1974,4.0375843257476974e-05,2.3334588991222712e-08,3.916678054898577e-08,2.46515772874188e-09
1975,4.012554719728152e-05,2.313510284933175e-08,3.853982301547733e-08,2.069385615247451e-09
1976,3.982221564261376e-05,2.5727870500702466e-08,3.6535059168483845e-08,1.9306279908093416e-09
1977,4.007000773396742e-05,2.4230242066737773e-08,3.6596931453556995e-08,1.7614826898691506e-09
1978,4.002044546983338e-05,2.1610429128721923e-08,3.4782336249301286e-08,1.4160618709370608e-09
1979,4.010817324992136e-05,2.0666091821957318e-08,3.357901766167158e-08,1.4774678306192106e-09
1980,4.046707960826877e-05,2.2247109678273447e-08,3.0900830085199364e-08,1.4814579404490554e-09
1981,4.091796654392965e-05,2.2963937672061874e-08,3.1044150615246376e-08,1.6512485664524741e-09
1982,4.113095305261335e-05,2.1640272684919637e-08,2.984477985380961e-08,1.778106868093638e-09
1983,4.1423167463757894e-05,1.805279100811471e-08,2.8670884079571935e-08,2.0828975845686516e-09
1984,4.160240912044953e-05,1.7405547733265588e-08,2.805703199929407e-08,2.0278975482972736e-09
1985,4.185598299955018e-05,1.7219982899925005e-08,2.802220017932606e-08,2.0618707059177107e-09
1986,4.212078991778461e-05,1.7378475420619973e-08,2.813599359845804e-08,1.8066610429912089e-09
1987,4.216646214315135e-05,1.6223237991092835e-08,2.829526226020919e-08,1.798930115981534e-09
1988,4.215200845335078e-05,1.6950438639997045e-08,2.7922811237804775e-08,1.7890477036327672e-09
1989,4.24678177556156e-05,1.5839080523351512e-08,2.921178194575142e-08,1.5598675010394407e-09
1990,4.262499455113097e-05,1.6592820324084253e-08,2.950570353123437e-08,1.096393955782712e-09
1991,4.2870081025674676e-05,1.63000500715985e-08,2.8912144297724548e-08,1.039789195221376e-09
1992,4.3107527744723484e-05,1.6566254907551022e-08,2.761227665562923e-08,1.0307206715116329e-09
1993,4.3421478559529146e-05,2.0282064789561057e-08,2.6745795673426594e-08,1.0296868952724176e-09
1994,4.401779421771478e-05,1.916016843596578e-08,2.707906483172857e-08,1.2185133100940858e-09
1995,4.466306199901737e-05,3.898328961225518e-08,2.6860823153031432e-08,1.1286608512874251e-09
1996,4.5479652596571085e-05,3.923785905714437e-08,2.8031008879127384e-08,1.226343732912178e-09
1997,4.6686772423397217e-05,3.8619539693180675e-08,2.7209533166277263e-08,1.3786879336587431e-09
1998,4.769751519363906e-05,3.903965531800882e-08,2.8447877958066263e-08,1.4469132558758702e-09
1999,4.88559936846806e-05,3.823015504167415e-08,2.7912589826785605e-08,1.3998645258845549e-09
2000,4.995798631820695e-05,3.4879755337970305e-08,2.7946707805069437e-08,1.461711593034717e-09
2001,5.1013346819672734e-05,3.748084128777204e-08,2.6490612877897287e-08,1.4359574957672245e-09
2002,5.2025949636507516e-05,1.563554758681513e-08,2.6311730698986528e-08,1.4588100410201881e-09
2003,5.300342880738234e-05,1.5782442400588285e-08,2.502968169234724e-08,2.038872705588192e-09
2004,5.384939088669073e-05,1.5548189148871317e-08,2.4789364719676347e-08,2.7893183160035815e-09
2005,5.5118193163902364e-05,1.586201164067396e-08,2.3711859396615054e-08,3.0085035732493483e-09
2006,5.648241702666772e-05,1.6349892614389968e-08,2.3935002805127884e-08,3.2491755793831854e-09
2007,5.818566309504344e-05,1.671013613194613e-08,2.347756249727289e-08,3.491096824324659e-09
2008,6.006348329330129e-05,1.402504614032653e-08,2.2917968221593454e-08,3.301711634254697e-09
2009,6.087910774762609e-05,1.3863099874405244e-08,2.1107897905738226e-08,3.380547587892936e-09
2010,6.187776619169329e-05,1.3018109384128301e-08,1.8140561433962636e-08,2.9704456354957235e-09
2011,6.328164714172349e-05,1.3925413584152985e-08,1.725560799010444e-08,2.4625153027812985e-09
2012,6.41422375338152e-05,1.2663114747267303e-08,1.7623798547512185e-08,2.6093220282876116e-09
2013,6.444433113626604e-05,1.2002294142681486e-08,1.6883247815664097e-08,2.5649767706629032e-09
2014,6.454073757465397e-05,1.5545397223450308e-08,1.6662163458493395e-08,3.3259448528610847e-09
2015,6.403772463922255e-05,1.865822962798802e-08,1.778102922043802e-08,4.493412990897687e-09
2016,6.494801969633304e-05,1.9008493953468327e-08,1.7872604095105415e-08,4.964289043333078e-09
2017,6.533473667028981e-05,2.065296467179678e-08,1.8530132391466243e-08,5.409573566872439e-09
2018,6.498347065644338e-05,2.070846143453764e-08,1.928545128038195e-08,5.789557855351291e-09
2019,6.465487240348011e-05,2.4016626687384246e-08,1.8341103080743437e-08,6.2931275190969416e-09
